# tools/print_check.py, 26 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
los enemigos de Apure no se mueven	ia:pablomorillovene0000stoa	no hits	djvu text not available (HTTP 401); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22los%20enemigos%20de%20Apure%20no%20se%20mueven%22&identifier=pablomorillovene0000stoa
nada hay por aqui de particular	ia:pablomorillovene0000stoa	no hits	djvu text not available (HTTP 401); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22nada%20hay%20por%20aqui%20de%20particular%22&identifier=pablomorillovene0000stoa
Romerito paso el	ia:pablomorillovene0000stoa	no hits	djvu text not available (HTTP 401); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22Romerito%20paso%20el%22&identifier=pablomorillovene0000stoa
con tres oficiales dijo que venia	ia:pablomorillovene0000stoa	no hits	djvu text not available (HTTP 401); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22con%20tres%20oficiales%20dijo%20que%20venia%22&identifier=pablomorillovene0000stoa
tres oficiales dijo venia de	ia:pablomorillovene0000stoa	no hits	djvu text not available (HTTP 401); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22tres%20oficiales%20dijo%20venia%20de%22&identifier=pablomorillovene0000stoa
venia de Guayana buscando a Bolivar	ia:pablomorillovene0000stoa	no hits	djvu text not available (HTTP 401); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22venia%20de%20Guayana%20buscando%20a%20Bolivar%22&identifier=pablomorillovene0000stoa
buscando a Bolivar	ia:pablomorillovene0000stoa	no hits	djvu text not available (HTTP 401); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22buscando%20a%20Bolivar%22&identifier=pablomorillovene0000stoa
los enemigos de Apure no se mueven	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22los%20enemigos%20de%20Apure%20no%20se%20mueven%22
nada hay por aqui de particular	ia-global	3 item(s)	historiapoltica03dagoog (Historia política y militar de las repúblicas del ); tomo-5-historia-politica-y-militar-de-las-republicas-del-plata-antonio-diaz-1878 (Tomo 5 HISTORIA POLITICA Y MILITAR DE LAS REPUBLIC); portuguesa-en-carabobo (Portuguesa En Carabobo)	https://be-api.us.archive.org/fts/v1/search?q=%22nada%20hay%20por%20aqui%20de%20particular%22
Romerito paso el	ia-global	1 item(s)	portuguesa-en-carabobo (Portuguesa En Carabobo)	https://be-api.us.archive.org/fts/v1/search?q=%22Romerito%20paso%20el%22
con tres oficiales dijo que venia	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22con%20tres%20oficiales%20dijo%20que%20venia%22
tres oficiales dijo venia de	ia-global	1 item(s)	portuguesa-en-carabobo (Portuguesa En Carabobo)	https://be-api.us.archive.org/fts/v1/search?q=%22tres%20oficiales%20dijo%20venia%20de%22
venia de Guayana buscando a Bolivar	ia-global	1 item(s)	portuguesa-en-carabobo (Portuguesa En Carabobo)	https://be-api.us.archive.org/fts/v1/search?q=%22venia%20de%20Guayana%20buscando%20a%20Bolivar%22
buscando a Bolivar	ia-global	17 item(s)	lascuatroestacio0000vonh (Las cuatro estaciones de Manuela : los amores de M); losamoresdesimnb0000vonh (Los amores de Simón Bolívar y Manuela Sáenz : la a); lascuatroestacio0000vict (Las Cuatro Estaciones de Manuela); bwb_S0-CTY-123 (la amante inmortal); bolvarlibertador0000mari (Bolívar : Libertador de América / Bolivar: America)	https://be-api.us.archive.org/fts/v1/search?q=%22buscando%20a%20Bolivar%22
los enemigos de Apure no se mueven	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22los%20enemigos%20de%20Apure%20no%20se%20mueven%22&country=US&maxResults=10
nada hay por aqui de particular	gbooks	1 volume(s)	WC8OAAAAQAAJ Historia politica y militar de las repúb 1878	https://www.googleapis.com/books/v1/volumes?q=%22nada%20hay%20por%20aqui%20de%20particular%22&country=US&maxResults=10
Romerito paso el	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22Romerito%20paso%20el%22&country=US&maxResults=10
con tres oficiales dijo que venia	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22con%20tres%20oficiales%20dijo%20que%20venia%22&country=US&maxResults=10
tres oficiales dijo venia de	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22tres%20oficiales%20dijo%20venia%20de%22&country=US&maxResults=10
venia de Guayana buscando a Bolivar	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22venia%20de%20Guayana%20buscando%20a%20Bolivar%22&country=US&maxResults=10
buscando a Bolivar	gbooks	300 volume(s)	m0lyzgEACAAJ Buscando a Bolívar 2019; -twtywEACAAJ "Buscando a Bolívar" 2020-04-14; FqKkDwAAQBAJ Historia Política de Venezuela (1498 a n 2013-03-11; cV9sAAAAMAAJ Bolívar 1975; JP6vBAAAQBAJ Memorias y epistolario Tomo I 2014-03-01	https://www.googleapis.com/books/v1/volumes?q=%22buscando%20a%20Bolivar%22&country=US&maxResults=10
los enemigos de Apure no se mueven	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22los%20enemigos%20de%20Apure%20no%20se%20mueven%22
nada hay por aqui de particular	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22nada%20hay%20por%20aqui%20de%20particular%22
Romerito paso el	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22Romerito%20paso%20el%22
con tres oficiales dijo que venia	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22con%20tres%20oficiales%20dijo%20que%20venia%22
tres oficiales dijo venia de	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22tres%20oficiales%20dijo%20venia%20de%22
venia de Guayana buscando a Bolivar	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22venia%20de%20Guayana%20buscando%20a%20Bolivar%22
buscando a Bolivar	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22buscando%20a%20Bolivar%22
los enemigos de Apure no se mueven	s2	13 paper(s)	La novela de los Philosophes: Rousseau, Diderot y Voltaire (2020) 10.32870/prot.i18.265.; La novela de los Philosophes: Rousseau, Diderot y Voltaire (2020) 10.32870/PROT.I18.265; Efectos de la hipoxia en montañeros expuestos a altitudes ex (2017) 10.5672/APUNTS.2014-0983.ES.(2017/1).127.04; El rechazo del conflicto en el horizonte normativo occidenta (2015) 10.15366/relacionesinternacionales2015.29.002; : Y BARATA (2020) ab66633098b040aa19aa36910244033d868c039b	https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22los%20enemigos%20de%20Apure%20no%20se%20mueven%22
nada hay por aqui de particular	s2	20790 paper(s)	De la Épica a la Lírica (1990) cb33389d793c48654a5020180f84e80b50c5486c; Judaism, metaphor of psychoanalysis (2006) 10.1590/S0103-56652006000200013; Noemí Sabugal: “Sin carbón, aquí no hay nada”. Minería, memo (2025) 10.37536/preh.2025.13.1.3034; Nada hay nuevo bajo el sol o Volver de Pedro Almodóvar (2026) 10.57027/eikasia.5.1396; “Aquí no hay indigentes”. Sinhogarismo oculto en un barrio p (2025) 10.22201/fcpys.2448492xe.2025.254.88781	https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22nada%20hay%20por%20aqui%20de%20particular%22
Romerito paso el	s2	88932 paper(s)	El canto de pescado. Operador de la alteridad en el paso de  (2025) 10.15446/djf.n23-24.124749; Organic Medical Tourism at the Border: The Natural Dynamics  (2025) 10.36677/elperiplo.v0i48.25748; Percepción socioambiental de los productores de maíz, debido (2024) 10.23913/ride.v15i29.2037; Assessment of a SARS-CoV-2 wastewater monitoring program in  (2023) 10.1080/09603123.2022.2159017; The Implications of Health Disparities: A COVID-19 Risk Asse (2023) 10.3390/ijerph20020975	https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22Romerito%20paso%20el%22
con tres oficiales dijo que venia	s2	3429 paper(s)	¿Quién dijo que todo está perdido? Yo vengo a ofrecer mi cor (2011) 17bae02b4ee72135dfba4ffef792f92b21780fa4; Quién dijo que las formas no importan (2007) 197f89f076a87b627acde8faf3a700852f2d5f32; Polarización y similitud en las representaciones de mensajes (2023) 10.22201/iij.25940082e.2023.16.18071; La diversidad sexual en el discurso estatal de la Educación  (2023) 10.37177/unicen/eb33-375; Detenidos tres generales de la aviación que pretendían deses (2014) 492d3c8c68107b5f03c1dd9b62dab990feb2bc9f	https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22con%20tres%20oficiales%20dijo%20que%20venia%22
tres oficiales dijo venia de	s2	39 paper(s)	Detenidos tres generales de la aviación que pretendían deses (2014) 492d3c8c68107b5f03c1dd9b62dab990feb2bc9f; ARCHIVOS QUE (IN)FORMAN EXPOSICIONES: NOTAS SOBRE EL ANTES,  (2016) 10.18272/POSTS.V2I1.818; EXHIBE EL CUEC TRES CORTOS EN FESTIVAL DE CINE MADRILEÑO (2006) f7cb82968f4469c6eebca0fd39ed43f038298cb9; Historia de una princesa (2014) c01d5bc36cf99e466ad0146bede30ba25ba8db7f; LA INFLUENZA, RIESGO QUE AÚN NO TERMINA (2017) c65d4158613eb326813357944533bc9ce29700f7	https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22tres%20oficiales%20dijo%20venia%20de%22
venia de Guayana buscando a Bolivar	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22venia%20de%20Guayana%20buscando%20a%20Bolivar%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22venia%20de%20Guayana%20buscando%20a%20Bolivar%22
buscando a Bolivar	s2	not searched (blocked: HTTP 429 on https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22venia%20de%20Guayana%20buscando%20a%20Bolivar%22)		https://api.semanticscholar.org/graph/v1/paper/search?limit=5&fields=title,authors,year,venue,externalIds&query=%22buscando%20a%20Bolivar%22
los enemigos de Apure no se mueven	crossref	10469677 record(s), top 5 by relevance	Las resistencias a los antibióticos se mueven a través de lo 10.64628/aao.m5f4hfksa; Los secretos de la mirada: por qué los ojos solo ven bien si 10.64628/aao.9hys36wun; ¿Por qué se mueven los planetas? 10.64628/aao.cfg4naruf; ¿Se mueven a la derecha los jóvenes universitarios? 10.64628/aao.nch9k5esp; Introducción 10.2307/j.ctv15kxfvt.3	https://api.crossref.org/works?rows=5&query.bibliographic=los%20enemigos%20de%20Apure%20no%20se%20mueven
nada hay por aqui de particular	crossref	10390943 record(s), top 5 by relevance	Interações sociais e digitais entre jovens de uma cidade peq 10.34019/ufjf/di/2021/00397; No dar nada por perdido 10.2307/j.ctvtxw1zg.9; Hablemos de reforma agraria (Nada por aquí nada por allá) 10.2307/jj.16192157.15; Nós Que Aqui Estamos Por Vós Esperamos: uma “democracia post 10.47456/simbitica.v6i2.28457; Mujeres De Aqui Y Alli 10.31819/9783964566799-018	https://api.crossref.org/works?rows=5&query.bibliographic=nada%20hay%20por%20aqui%20de%20particular
Romerito paso el	crossref	1486374 record(s), top 5 by relevance	Community Exposure to Nighttime Heat in a Desert Urban Setti 10.23953/cloud.ijarsg.42; Temperature Effects in the Composition of Metal Halide Perov 10.15415/jnp.2018.61007; El Paso 10.1093/gmo/9781561592630.article.a2282754; El Paso Pedestrian Pathways Methods 10.31353/cs1881; Xps Study of the Oxidation State of Uranium Dioxide 10.15415/jnp.2017.51022	https://api.crossref.org/works?rows=5&query.bibliographic=Romerito%20paso%20el
con tres oficiales dijo que venia	crossref	417792 record(s), top 5 by relevance	Nadie nos dijo 10.2307/jj.41480219.79; El jurado de Toral y la Madre Conchita: lo que se dijo y lo  10.1163/9789004412569_hrla-c24326; Tres hongos que cuidan de tu salud: maitake, shiitake y reis 10.32870/ce.vi9.368; Y Divar dijo que no 10.2307/j.ctv9zcjdg.114; Tres alimentos con K y con hongos: lo que el kéfir, la kombu 10.64628/aao.355aegkg4	https://api.crossref.org/works?rows=5&query.bibliographic=con%20tres%20oficiales%20dijo%20que%20venia
tres oficiales dijo venia de	crossref	10273283 record(s), top 5 by relevance	¿Quién dijo «aceleración»? 10.6035/recerca.9201; Akademisierung der Hausarztmedizin - Institute für Hausarztm 10.4414/pc-f.2007.07510; Akademisierung der Hausarztmedizin - Institute für Hausarztm 10.4414/pc-d.2007.07510; PENALIDAD DE LOS OFICIALES REGIOS EN EL LIBRO SEGUNDO DEL CE 10.36980/10593.10172; Secuencias de DNA repetidas: ¿Quién dijo DNA basura? 10.18567/sebbmdiv_rpc.2012.10.1	https://api.crossref.org/works?rows=5&query.bibliographic=tres%20oficiales%20dijo%20venia%20de
venia de Guayana buscando a Bolivar	crossref	10272900 record(s), top 5 by relevance	Ciudad Guayana: 10.2307/j.ctv1ddcvth.6; Conclusiones 10.2307/j.ctv1ddcvth.8; Referencias 10.2307/j.ctv1ddcvth.10; Agradecimientos 10.2307/j.ctv1ddcvth.3; Introducción 10.2307/j.ctv1ddcvth.4	https://api.crossref.org/works?rows=5&query.bibliographic=venia%20de%20Guayana%20buscando%20a%20Bolivar
buscando a Bolivar	crossref	4182 record(s), top 5 by relevance	Buscando hogar: jóvenes totonacos buscando lugar para establ 10.14232/actahisp.2018.23.325-339; TO BOLIVAR / A BOLIVAR 10.9783/9781512800524-157; Bolivar, Gaudin 10.1093/benz/9780199773787.article.b00022186; Buscando la Vida 10.37536/cr.2019.14.3115; Supplemental Information 1: Buscando luciernadas data. 10.7717/peerj.18141/supp-1	https://api.crossref.org/works?rows=5&query.bibliographic=buscando%20a%20Bolivar
