code	value	grade	source	note
55	y	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
56	z	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
57	z	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
58	z	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
59	z	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
60	z	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
61	a	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
62	a	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
63	a	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
64	a	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
65	a	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
66	b	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
67	b	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
68	b	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
69	b	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
70	b	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
71	c	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
72	c	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
73	c	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
74	c	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
75	c	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
76	d	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
77	d	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
78	d	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
79	d	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
80	d	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
81	e	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
82	e	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
83	e	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
84	e	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
85	e	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
86	f	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
87	f	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
88	f	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
89	f	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
90	f	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
91	g	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
92	g	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
93	g	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
94	g	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
95	g	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
96	h	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
97	h	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
98	h	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
99	h	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
100	h	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
101	i	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
102	i	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
103	i	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
104	i	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
105	i	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
106	k	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
107	k	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
108	k	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
109	k	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
110	k	I	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (table rule)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
111	l	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
112	l	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
113	l	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
114	l	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
115	l	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
116	m	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
117	m	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
118	m	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
119	m	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
120	m	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615)	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
ii	p	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
iii	l	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
121	NULL	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
122	NULL	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
123	l	M	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
128	?	M	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
132	NULL	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
136	uingt	M	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
141	NULL	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
218	tillemont	M	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
270	bommel	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
272	nyeumegen	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
273	maestricht	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
312	uillede	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
326	artillerie	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
337	reystres	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
338	cheuaulxlegiers	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
339	harquebouziers	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
347	uiures	C	Lodewijk 1574 table, ciphers/lodewijk-van-nassau-1573-74/key.tsv (aligned 4613/4615 (r18/words.tsv))	applies to 5549 PS stretch only; confirmed on 5550 glosses (J5S)
