line	pos	sign	conf
05811_p2_L10	10	21	H
05811_p2_L10	11	6	H
05811_p2_L10	12	102	H
05811_p2_L10	13	31	H
05811_p2_L10	14	116	H
05811_p2_L10	15	62	H
05811_p2_L10	16	13	H
05811_p2_L10	17	01?	L
05811_p2_L10	18	123	H
05811_p2_L11	1	12	H
05811_p2_L11	2	20	H
05811_p2_L11	3	8	H
05811_p2_L11	4	14	H
05811_p2_L11	5	9	H
05811_p2_L11	6	27	H
05811_p2_L11	7	12	H
05811_p2_L11	8	1	M
05811_p2_L11	9	8	H
05811_p2_L11	10	12	H
05811_p2_L11	11	105	H
05811_p2_L11	12	113	H
05811_p2_L11	13	114	H
05811_p2_L11	14	81	H
05811_p2_L11	15	87	H
05811_p2_L11	16	62	H
05811_p2_L11	17	37	H
05811_p2_L11	18	113	H
05811_p2_L11	19	31	H
05811_p2_L12	1	22	H
05811_p2_L12	2	81	H
05811_p2_L12	3	120	H
05811_p2_L12	4	82	H
05811_p2_L12	5	72	H
05811_p2_L12	6	37	H
05811_p2_L12	7	22	H
05811_p2_L12	8	81	H
05811_p2_L12	9	62	H
05811_p2_L12	10	76	H
05811_p2_L12	11	105	H
05811_p2_L12	12	81	H
05811_p2_L12	13	30	H
05811_p2_L12	14	82	H
05811_p2_L12	15	31	H
05811_p2_L12	16	26	H
05811_p2_L12	17	61	H
05811_p2_L13	1	61	H
05811_p2_L13	2	105	H
05811_p2_L13	3	5?	M
05811_p2_L13	4	76	H
05811_p2_L13	5	81	H
05811_p2_L13	6	22	H
05811_p2_L13	7	78	H
05811_p2_L13	8	37	H
05811_p2_L13	9	1?	L
05811_p2_L13	10	114	H
05811_p2_L13	11	101	H
05811_p2_L13	12	81	H
05811_p2_L13	13	37	H
05811_p2_L13	14	112	H
05811_p2_L13	15	14?	L
05811_p2_L13	16	16	H
05811_p2_L13	17	70	H
05811_p2_L13	18	6	H
05811_p2_L13	19	2	H
05811_p2_L14	1	12	H
05811_p2_L14	2	81	H
05811_p2_L14	3	37	H
05811_p2_L14	4	112	H
05811_p2_L14	5	31	H
05811_p2_L14	6	123	H
05811_p2_L14	7	130	H
05811_p2_L24	1	=Escript	H
05811_p2_L24	2	=a	H
05811_p2_L24	3	=Dordrecht	M
05811_p2_L24	4	=ce	H
05811_p2_L24	5	viij	H
05811_p2_L24	6	=Apuril	H
05811_p2_L24	7	1574	H
05811_p2_L26	1	16	H
05811_p2_L26	2	37	H
05811_p2_L26	3	61	H
05811_p2_L26	4	2	H
05811_p2_L26	5	32	H
05811_p2_L26	6	63	H
05811_p2_L26	7	81	H
05811_p2_L26	8	51	H
05811_p2_L26	9	3	H
05811_p2_L26	10	76	H
05811_p2_L26	11	100	H
05811_p2_L26	12	6	H
05811_p2_L26	13	38	H
05811_p2_L26	14	84	H
05811_p2_L26	15	4	M
05811_p2_L27	1	?	L
05811_p2_L27	2	2	M
05811_p2_L27	3	83	H
05811_p2_L27	4	2	H
05811_p2_L27	5	84	H
05811_p2_L27	6	87	H
05811_p2_L27	7	64	H
05811_p2_L27	8	34?	M
05811_p2_L27	9	113	H
05811_p2_L27	10	77	H
05811_p2_L27	11	21	H
05811_p2_L27	12	6	H
05811_p2_L27	13	84	H
05811_p2_L27	14	76	H
05811_p2_L27	15	85	H
05811_p2_L28	1	?	L
05811_p2_L28	2	65	M
05811_p2_L28	3	115	H
05811_p2_L28	4	114	H
05811_p2_L28	5	84	H
05811_p2_L28	6	21	H
05811_p2_L28	7	72	H
05811_p2_L28	8	8	H
05811_p2_L28	9	116	H
05811_p2_L28	10	118	H
05811_p2_L28	11	82	H
05811_p2_L29	1	?	L
05811_p2_L29	2	37	H
05811_p2_L29	3	27	H
05811_p2_L29	4	28	H
05811_p2_L29	5	51	H
05811_p2_L29	6	104	H
05811_p2_L29	7	81	H
05811_p2_L29	8	85	H
05811_p2_L29	9	82	H
05811_p2_L29	10	22	H
05811_p2_L29	11	6	H
05811_p2_L29	12	105	H
05811_p2_L29	13	27	H
05811_p2_L30	1	?	L
05811_p2_L30	2	6	M
05811_p2_L30	3	27	H
05811_p2_L30	4	82	H
05811_p2_L30	5	12	H
05811_p2_L30	6	113	H
05811_p2_L30	7	37	H
05811_p2_L30	8	26	H
05811_p2_L30	9	92	H
05811_p2_L30	10	23	H
05811_p2_L30	11	61	H
05811_p2_L30	12	2	H
05811_p2_L30	13	77	H
05811_p2_L30	14	81	H
05811_p2_L31	1	?	L
05811_p2_L31	2	101	M
05811_p2_L31	3	27	H
05811_p2_L31	4	2	H
05811_p2_L31	5	8	H
05811_p2_L31	6	58	H
05811_p2_L31	7	87	H
05811_p2_L31	8	7	H
05811_p2_L31	9	28	H
05811_p2_L31	10	71	H
05811_p2_L31	11	82	H
05811_p2_L31	12	27	H
05811_p2_L31	13	2	H
05811_p2_L31	14	82	H
05811_p2_L32	1	?	L
05811_p2_L32	2	31	M
05811_p2_L32	3	62	H
05811_p2_L32	4	28	H
05811_p2_L32	5	27	H
05811_p2_L32	6	81	H
05811_p2_L32	7	59	H
05811_p2_L32	8	66	H
05811_p2_L32	9	61	H
05811_p2_L32	10	27	H
05811_p2_L33	1	?	L
05811_p2_L33	2	73	M
05811_p2_L33	3	81	H
05811_p2_L33	4	27	H
05811_p2_L14	8	=Quant	M
05811_p2_L14	9	=au	M
05811_p2_L14	10	=S'r	L
05811_p2_L14	11	=Eschange?	L
05811_p2_L14	12	=le	M
