line	pos	sign	conf
05811_p5_L23	2	113	M
05811_p5_L23	3	112	M
05811_p5_L23	4	82	M
05811_p5_L23	5	23	M
05811_p5_L23	6	120	M
05811_p5_L23	7	9	M
05811_p5_L23	8	94	M
05811_p5_L23	9	120	M
05811_p5_L23	10	82	M
05811_p5_L23	11	29	M
05811_p5_L23	12	119	M
05811_p5_L23	13	83	M
05811_p5_L23	14	104	M
05811_p5_L23	15	83	M
05811_p5_L23	16	29	M
05811_p5_L23	17	38	M
05811_p5_L23	18	104	M
05811_p5_L23	19	29	M
05811_p5_L23	20	119	M
05811_p5_L24	1	22	M
05811_p5_L24	2	24	M
05811_p5_L24	3	109	M
05811_p5_L24	4	17	M
05811_p5_L24	5	83	M
05811_p5_L24	6	84	M
05811_p5_L24	7	114	M
05811_p5_L24	8	82	M
05811_p5_L24	9	27	M
05811_p5_L24	10	90	M
05811_p5_L24	11	22	M
05811_p5_L24	12	92	M
05811_p5_L24	13	2	M
05811_p5_L24	14	92	M
05811_p5_L24	15	100	M
05811_p5_L24	16	8	M
05811_p5_L24	17	91	M
05811_p5_L24	18	29	M
05811_p5_L24	19	2	M
05811_p5_L24	20	83	M
05811_p5_L24	21	28	M
05811_p5_L25	1	32	M
05811_p5_L25	2	83	M
05811_p5_L25	3	3	M
05811_p5_L25	4	93	M
05811_p5_L25	5	8	M
05811_p5_L25	6	102	M
05811_p5_L25	7	23	M
05811_p5_L25	8	84	M
05811_p5_L25	9	29	M
05811_p5_L25	10	38	M
05811_p5_L25	11	81	M
05811_p5_L25	12	2	M
05811_p5_L25	13	37	M
05811_p5_L25	14	90	M
05811_p5_L25	15	121	M
05811_p5_L25	16	104	M
05811_p5_L25	17	28	M
05811_p5_L25	18	28	M
05811_p5_L25	19	18	M
05811_p5_L25	20	38	M
05811_p5_L25	21	82	M
05811_p5_L25	22	9	M
05811_p5_L26	1	84	M
05811_p5_L26	2	38	M
05811_p5_L26	3	8	M
05811_p5_L26	4	37	M
05811_p5_L26	5	28	M
05811_p5_L26	6	119	M
05811_p5_L26	7	84	M
05811_p5_L26	8	122	M
05811_p5_L26	9	90	M
05811_p5_L26	10	9	M
05811_p5_L26	11	38	M
05811_p5_L26	12	89	M
05811_p5_L26	13	32	M
05811_p5_L26	14	91	M
05811_p5_L26	15	2	M
05811_p5_L26	16	33	M
05811_p5_L26	17	17	M
05811_p5_L26	18	38	M
05811_p5_L26	19	81	M
05811_p5_L26	20	99	M
05811_p5_L26	21	81	M
05811_p5_L27	1	2	M
05811_p5_L27	2	33	M
05811_p5_L27	3	113	M
05811_p5_L27	4	83	M
05811_p5_L27	5	37	M
05811_p5_L27	6	21	M
05811_p5_L27	7	84	M
05811_p5_L27	8	22	M
05811_p5_L27	9	21	M
05811_p5_L27	10	38	M
05811_p5_L27	11	81	M
05811_p5_L27	12	83	M
05811_p5_L27	13	38	M
05811_p5_L27	14	8	M
05811_p5_L27	15	39	M
05811_p5_L27	16	29	M
05811_p5_L27	17	90	M
05811_p5_L27	18	88	M
05811_p5_L27	19	28	M
05811_p5_L27	20	31	M
05811_p5_L27	21	82	M
05811_p5_L27	22	29	M
05811_p5_L28	1	92	M
05811_p5_L28	2	22	M
05811_p5_L28	3	31	M
05811_p5_L28	4	93	M
05811_p5_L28	5	123	M
05811_p5_L28	6	81	M
05811_p5_L28	7	31	M
05811_p5_L28	8	18	M
05811_p5_L28	9	37	M
05811_p5_L28	10	109	M
05811_p5_L28	11	114	M
05811_p5_L28	12	89	M
05811_p5_L28	13	29	M
05811_p5_L28	14	9	M
05811_p5_L28	15	102	M
05811_p5_L28	16	81	M
05811_p5_L28	17	2	M
05811_p5_L28	18	31	M
05811_p5_L28	19	90	M
05811_p5_L28	20	82	M
05811_p5_L28	21	113	M
05811_p5_L29	1	102	M
05811_p5_L29	2	90	M
05811_p5_L29	3	83	M
05811_p5_L29	4	22	M
05811_p5_L29	5	84	M
05811_p5_L29	6	98	M
05811_p5_L29	7	98	M
05811_p5_L29	8	81	M
05811_p5_L29	9	38	M
05811_p5_L29	10	9	M
05811_p5_L29	11	37	M
05811_p5_L29	12	29	M
05811_p5_L29	13	28	M
05811_p5_L29	14	37	M
05811_p5_L29	15	102	M
05811_p5_L29	16	38	L
05811_p5_L29	17	32	L
05811_p5_L29	18	81	L
05811_p5_L29	19	22	L
05811_p5_L29	20	38	M
05811_p5_L29	21	21	M
05811_p5_L30	1	109	M
05811_p5_L30	2	113	M
05811_p5_L30	3	9	M
05811_p5_L30	4	9	M
05811_p5_L30	5	2	M
05811_p5_L30	6	81	M
05811_p5_L30	7	11	M
05811_p5_L30	8	9	M
05811_p5_L30	9	37	M
05811_p5_L30	10	22	M
05811_p5_L30	11	21	M
05811_p5_L30	12	8	M
05811_p5_L30	13	2	M
05811_p5_L30	14	31	M
05811_p5_L30	15	12	M
05811_p5_L30	16	92	M
05811_p5_L30	17	28	M
05811_p5_L30	18	29	M
05811_p5_L30	19	81	M
05811_p5_L30	20	22	M
05811_p5_L30	21	124	M
05811_p5_L30	22	28	M
05811_p5_L30	23	92	M
05811_p5_L30	24	2	M
05811_p5_L31	1	94	M
05811_p5_L31	2	8	M
05811_p5_L31	3	37	M
05811_p5_L31	4	21	M
05811_p5_L31	5	109	M
05811_p5_L31	6	22	M
05811_p5_L31	7	18	M
05811_p5_L31	8	37	M
05811_p5_L31	9	81	M
05811_p5_L31	10	113	M
05811_p5_L31	11	17	M
05811_p5_L31	12	38	M
05811_p5_L31	13	81	M
05811_p5_L31	14	93	M
05811_p5_L31	15	21	M
05811_p5_L31	16	91	M
05811_p5_L31	17	2	M
05811_p5_L31	18	90	M
05811_p5_L31	19	99	M
05811_p5_L31	20	92	M
05811_p5_L31	21	1	M
05811_p5_L31	22	94	M
05811_p5_L31	23	109	M
05811_p5_L32	1	21	M
05811_p5_L32	2	18	M
05811_p5_L32	3	39	M
05811_p5_L32	4	102	M
05811_p5_L32	5	29	M
05811_p5_L32	6	81	M
05811_p5_L32	7	22	M
05811_p5_L32	8	8	M
05811_p5_L32	9	101	M
05811_p5_L32	10	31	M
05811_p5_L32	11	90	M
05811_p5_L32	12	8	M
05811_p5_L32	13	117	M
05811_p5_L32	14	118	M
05811_p5_L32	15	91	M
05811_p5_L32	16	104	M
05811_p5_L32	17	94	M
05811_p5_L32	18	81	M
05811_p5_L32	19	12	M
05811_p5_L32	20	8	M
05811_p5_L32	21	38	M
05811_p5_L32	22	21	M
05811_p5_L32	23	82	M
05811_p5_L33	1	39	M
05811_p5_L33	2	112	M
05811_p5_L33	3	48	M
05811_p5_L33	4	82	M
05811_p5_L33	5	31	M
05811_p5_L33	6	3	M
05811_p5_L33	7	8	M
05811_p5_L33	8	37	M
05811_p5_L33	9	28	M
05811_p5_L33	10	37	M
05811_p5_L33	11	101	M
05811_p5_L33	12	81	M
05811_p5_L33	13	1	M
05811_p5_L33	14	99	M
05811_p5_L33	15	21	M
05811_p5_L33	16	8	M
05811_p5_L33	17	102	M
05811_p5_L33	18	31	M
05811_p5_L33	19	118	M
05811_p5_L33	20	92	M
05811_p5_L33	21	112	M
05811_p5_L33	22	92	M
05811_p5_L33	23	12	M
05811_p5_L34	1	21	M
05811_p5_L34	2	8	M
05811_p5_L34	3	14	M
05811_p5_L34	4	9	M
05811_p5_L34	5	29	M
05811_p5_L34	6	124	M
05811_p5_L34	7	8	M
05811_p5_L34	8	22	M
05811_p5_L34	9	109	M
05811_p5_L34	10	113	M
05811_p5_L34	11	114	M
05811_p5_L34	12	81	M
05811_p5_L34	13	89	M
05811_p5_L34	14	92	M
05811_p5_L34	15	37	M
05811_p5_L34	16	113	M
05811_p5_L34	17	31	M
05811_p5_L34	18	22	M
05811_p5_L34	19	81	M
05811_p5_L34	20	120	M
05811_p5_L34	21	82	M
05811_p5_L35	1	33	M
05811_p5_L35	2	22	M
05811_p5_L35	3	81	M
05811_p5_L35	4	92	M
05811_p5_L35	5	90	M
05811_p5_L35	6	109	M
05811_p5_L35	7	81	M
05811_p5_L35	8	38	M
05811_p5_L35	9	82	M
05811_p5_L35	10	32	M
05811_p5_L35	11	28	M
05811_p5_L35	12	6	M
05811_p5_L35	13	91	M
05811_p5_L35	14	91	M
05811_p5_L35	15	109	M
05811_p5_L35	16	98	M
05811_p5_L35	17	81	M
05811_p5_L35	18	22	M
05811_p5_L35	19	98	M
05811_p5_L35	20	37	M
05811_p5_L36	1	101	M
05811_p5_L36	2	81	M
05811_p5_L36	3	37	M
05811_p5_L36	4	112	M
05811_p5_L36	5	49	M
05811_p5_L36	6	16	M
05811_p5_L36	7	36	M
05811_p5_L36	8	8	M
05811_p5_L36	9	2	M
05811_p5_L36	10	12	M
05811_p5_L36	11	81	M
05811_p5_L36	12	37	M
05811_p5_L36	13	112	M
05811_p5_L36	14	31	M
05811_p5_L36	15	123	M
05811_p5_L36	16	130	M
05811_p5_L36	17	=Quant	M
05811_p5_L36	18	=au	M
05811_p5_L36	19	=Lieutenant?	L
