line	pos	sign	conf
05811_p1_L21	17	310	L
05811_p1_L21	18	140	H
05811_p1_L22	1	64	H
05811_p1_L22	2	29	H
05811_p1_L22	3	26	H
05811_p1_L22	4	85	H
05811_p1_L22	5	59	M
05811_p1_L22	6	81	H
05811_p1_L22	7	27	H
05811_p1_L22	8	31	H
05811_p1_L22	9	23	H
05811_p1_L22	10	8	H
05811_p1_L22	11	104	H
05811_p1_L22	12	72	H
05811_p1_L22	13	32	H
05811_p1_L22	14	11	H
05811_p1_L22	15	8	H
05811_p1_L22	16	38	H
05811_p1_L22	17	21	H
05811_p1_L22	18	114	H
05811_p1_L22	19	64	H
05811_p1_L22	20	136	H
05811_p1_L23	1	338	L
05811_p1_L23	2	83	H
05811_p1_L23	3	33	H
05811_p1_L23	4	34	H
05811_p1_L23	5	8	H
05811_p1_L23	6	38	H
05811_p1_L23	7	35	H
05811_p1_L23	8	81	H
05811_p1_L23	9	26	H
05811_p1_L23	10	87	H
05811_p1_L23	11	9	H
05811_p1_L23	12	105	H
05811_p1_L23	13	27	H
05811_p1_L23	14	384	L
05811_p1_L23	15	37	H
05811_p1_L23	16	26	H
05811_p1_L23	17	135	H
05811_p1_L24	1	77	H
05811_p1_L24	2	6	H
05811_p1_L24	3	2	H
05811_p1_L24	4	3	H
05811_p1_L24	5	83	H
05811_p1_L24	6	23	H
05811_p1_L24	7	9	H
05811_p1_L24	8	2	H
05811_p1_L24	9	28	H
05811_p1_L24	10	10	H
05811_p1_L24	11	23	H
05811_p1_L24	12	79	H
05811_p1_L24	13	22	H
05811_p1_L24	14	82	H
05811_p1_L24	15	79	H
05811_p1_L24	16	85	H
05811_p1_L24	17	37	H
05811_p1_L24	18	6	H
05811_p1_L24	19	38	H
05811_p1_L24	20	87	H
05811_p1_L25	1	61	H
05811_p1_L25	2	72	H
05811_p1_L25	3	73	H
05811_p1_L25	4	6	H
05811_p1_L25	5	118	H
05811_p1_L25	6	117	H
05811_p1_L25	7	8	H
05811_p1_L25	8	77	H
05811_p1_L25	9	82	H
05811_p1_L25	10	21	H
05811_p1_L25	11	79	H
05811_p1_L25	12	82	H
05811_p1_L25	13	351	L
05811_p1_L25	14	81	H
05811_p1_L25	15	31	H
05811_p1_L25	16	61	H
05811_p1_L25	17	7	M
05811_p1_L25	18	33	H
05811_p1_L26	1	23	H
05811_p1_L26	2	21	H
05811_p1_L26	3	27	H
05811_p1_L26	4	2	H
05811_p1_L26	5	83	H
05811_p1_L26	6	71	H
05811_p1_L26	7	84	H
05811_p1_L26	8	27	H
05811_p1_L26	9	28	H
05811_p1_L26	10	104	H
05811_p1_L26	11	32	H
05811_p1_L26	12	83	H
05811_p1_L26	13	28	H
05811_p1_L26	14	123	H
05811_p1_L26	15	=le	H
05811_p1_L26	16	=plus	H
05811_p1_L26	17	=que	H
05811_p1_L27	1	=sera	H
05811_p1_L27	2	=possible	H
05811_p1_L27	3	131	H
05811_p1_L27	4	85	H
05811_p1_L27	5	27	H
05811_p1_L27	6	12	H
05811_p1_L27	7	83	H
05811_p1_L27	8	22	H
05811_p1_L27	9	63	H
05811_p1_L27	10	2	H
05811_p1_L27	11	31	H
05811_p1_L27	12	62	H
05811_p1_L27	13	39	M
05811_p1_L27	14	28	H
05811_p1_L27	15	26	H
05811_p1_L27	16	52	H
05811_p1_L27	17	78	H
05811_p1_L27	18	53	H
05811_p1_L28	1	63	H
05811_p1_L28	2	113	H
05811_p1_L28	3	112	H
05811_p1_L28	4	82	H
05811_p1_L28	5	23	H
05811_p1_L28	6	120	H
05811_p1_L28	7	7	H
05811_p1_L28	8	54	H
05811_p1_L28	9	120	H
05811_p1_L28	10	82	H
05811_p1_L28	11	27	H
05811_p1_L28	12	119	H
05811_p1_L28	13	83	H
05811_p1_L28	14	104	H
05811_p1_L28	15	83	H
05811_p1_L28	16	27	H
05811_p1_L28	17	38	H
05811_p1_L28	18	104	H
05811_p1_L28	19	27	H
05811_p1_L29	1	119	H
05811_p1_L29	2	63	H
05811_p1_L29	3	22	H
05811_p1_L29	4	24	H
05811_p1_L29	5	105	M
05811_p1_L29	6	17	H
05811_p1_L29	7	83	H
05811_p1_L29	8	84	H
05811_p1_L29	9	114	H
05811_p1_L29	10	82	H
05811_p1_L29	11	27	H
05811_p1_L29	12	90	H
05811_p1_L29	13	22	H
05811_p1_L29	14	62	H
05811_p1_L29	15	2	H
05811_p1_L29	16	72	H
05811_p1_L29	17	100	H
05811_p1_L29	18	6	H
05811_p1_L29	19	51	M
05811_p1_L29	20	27	H
05811_p1_L30	1	2	H
05811_p1_L30	2	83	H
05811_p1_L30	3	28	H
05811_p1_L30	4	9	H
05811_p1_L30	5	2	H
05811_p1_L30	6	32	H
05811_p1_L30	7	83	H
05811_p1_L30	8	3	H
05811_p1_L30	9	77	H
05811_p1_L30	10	6	H
05811_p1_L30	11	102	M
05811_p1_L30	12	23	H
05811_p1_L30	13	84	H
05811_p1_L30	14	29	H
05811_p1_L30	15	38	H
05811_p1_L30	16	81	H
05811_p1_L30	17	2	H
05811_p1_L30	18	37	H
05811_p1_L30	19	89	H
