line	pos	sign	conf
04503_p1_L11	2	14	M
04503_p1_L11	3	6	M
04503_p1_L11	4	38	M
04503_p1_L11	5	21	M
04503_p1_L11	6	78	M
04503_p1_L11	7	81	M
04503_p1_L11	8	117	M
04503_p1_L11	9	65	M
04503_p1_L11	10	101	M
04503_p1_L11	11	2	M
04503_p1_L11	12	61	M
04503_p1_L11	13	37	M
04503_p1_L11	14	22	M
04503_p1_L11	15	6	M
04503_p1_L11	16	2	M
04503_p1_L11	17	27	M
04503_p1_L12	1	17	M
04503_p1_L12	2	38	M
04503_p1_L12	3	81	M
04503_p1_L12	4	113	M
04503_p1_L12	5	18	M
04503_p1_L12	6	37	M
04503_p1_L12	7	81	M
04503_p1_L12	8	26	M
04503_p1_L12	9	31	M
04503_p1_L12	10	21	M
04503_p1_L12	11	81	M
04503_p1_L12	12	2	M
04503_p1_L12	13	35	M
04503_p1_L12	14	83	M
04503_p1_L12	15	72	M
04503_p1_L12	16	101	M
04503_p1_L12	17	2	M
04503_p1_L12	18	73	M
04503_p1_L13	1	9	M
04503_p1_L13	2	38	M
04503_p1_L13	3	35	M
04503_p1_L13	4	23	M
04503_p1_L13	5	85	M
04503_p1_L13	6	1	M
04503_p1_L13	7	34	M
04503_p1_L13	8	85	M
04503_p1_L13	9	27	M
04503_p1_L13	10	104	M
04503_p1_L13	11	47	M
04503_p1_L13	12	75	M
04503_p1_L13	13	7	M
04503_p1_L13	14	120	M
04503_p1_L13	15	120	M
04503_p1_L13	16	61	M
04503_p1_L13	17	102	M
04503_p1_L14	1	91	M
04503_p1_L14	2	2	M
04503_p1_L14	3	101	M
04503_p1_L14	4	81	M
04503_p1_L14	5	27	M
04503_p1_L14	6	84	M
04503_p1_L14	7	2	M
04503_p1_L14	8	28	M
04503_p1_L14	9	61	M
04503_p1_L14	10	117	M
04503_p1_L14	11	66	M
04503_p1_L14	12	113	M
04503_p1_L14	13	81	M
04503_p1_L14	14	83	M
04503_p1_L14	15	35	M
04503_p1_L14	16	129	M
04503_p1_L15	1	61	M
04503_p1_L15	2	38	M
04503_p1_L15	3	29	M
04503_p1_L15	4	28	M
04503_p1_L15	5	52	M
04503_p1_L15	6	17	M
04503_p1_L15	7	38	M
04503_p1_L15	8	81	M
04503_p1_L15	9	114	M
04503_p1_L15	10	16	M
04503_p1_L15	11	37	M
04503_p1_L15	12	85	M
04503_p1_L15	13	67	M
04503_p1_L15	14	7	M
04503_p1_L15	15	2	M
04503_p1_L15	16	127	M
04503_p1_L16	1	2	M
04503_p1_L16	2	9	M
04503_p1_L16	3	117	M
04503_p1_L16	4	67	M
04503_p1_L16	5	21	M
04503_p1_L16	6	83	M
04503_p1_L16	7	80	M
04503_p1_L16	8	85	M
04503_p1_L16	9	351	L
04503_p1_L16	10	82	M
04503_p1_L16	11	31	M
04503_p1_L16	12	359	L
04503_p1_L16	13	=et	M
04503_p1_L16	14	=pour	M
04503_p1_L17	1	=tant	M
04503_p1_L17	2	=encores	M
04503_p1_L17	3	=je	M
04503_p1_L17	4	=donne	M
04503_p1_L17	5	=ordre	M
04503_p1_L17	6	=de	M
04503_p1_L17	7	=suis	M
04503_p1_L17	8	=assures	M
04503_p1_L17	9	=en	M
04503_p1_L17	10	=jouir	M
04503_p1_L17	11	=quon	M
04503_p1_L17	12	=debue	M
04503_p1_L18	1	=en	M
04503_p1_L18	2	=ceste	M
04503_p1_L18	3	=ville	M
04503_p1_L18	4	=parquoy	M
04503_p1_L18	5	=je	M
04503_p1_L18	6	=vous	M
04503_p1_L18	7	=prie	M
04503_p1_L18	8	=me	M
04503_p1_L18	9	=mander	M
04503_p1_L18	10	=le	M
04503_p1_L19	1	=plustost	M
04503_p1_L19	2	127	M
04503_p1_L19	3	9	M
04503_p1_L19	4	37	M
04503_p1_L19	5	38	M
04503_p1_L19	6	8	M
04503_p1_L19	7	37	M
04503_p1_L19	8	27	M
04503_p1_L19	9	61	M
04503_p1_L19	10	39	M
04503_p1_L19	11	81	M
04503_p1_L19	12	29	M
04503_p1_L19	13	77	M
04503_p1_L19	14	81	M
04503_p1_L20	1	114	M
04503_p1_L20	2	101	M
04503_p1_L20	3	66	M
04503_p1_L20	4	81	M
04503_p1_L20	5	22	M
04503_p1_L20	6	81	M
04503_p1_L20	7	76	M
04503_p1_L20	8	81	M
04503_p1_L20	9	12	M
04503_p1_L20	10	65	M
04503_p1_L20	11	27	M
04503_p1_L20	12	26	M
04503_p1_L20	13	82	M
04503_p1_L20	14	21	M
04503_p1_L20	15	113	M
04503_p1_L20	16	64	M
04503_p1_L21	1	21	M
04503_p1_L21	2	104	M
04503_p1_L21	3	38	M
04503_p1_L21	4	105	M
04503_p1_L21	5	81	M
04503_p1_L21	6	21	M
04503_p1_L21	7	64	M
04503_p1_L21	8	131	M
04503_p1_L21	9	14	M
04503_p1_L21	10	9	M
04503_p1_L21	11	37	M
04503_p1_L21	12	22	M
04503_p1_L21	13	38	M
04503_p1_L21	14	9	M
04503_p1_L21	15	37	M
04503_p1_L21	16	27	M
04503_p1_L22	1	82	M
04503_p1_L22	2	62	M
04503_p1_L22	3	113	M
04503_p1_L22	4	112	M
04503_p1_L22	5	81	M
04503_p1_L22	6	21	M
04503_p1_L22	7	22	M
04503_p1_L22	8	81	M
04503_p1_L22	9	72	M
04503_p1_L22	10	82	M
04503_p1_L22	11	12	M
04503_p1_L22	12	37	M
04503_p1_L22	13	6	M
04503_p1_L22	14	104	M
04503_p1_L22	15	22	M
