line	pos	sign	value	grade
L07	21	UNM	?	U
L08	1	[PLAIN:G[e]ff[e]r]	G[e]ff[e]r	clear
L08	2	UNM	?	U
L08	3	[PLAIN:s]	s	clear
L08	4	[PLAIN:.]	.	clear
L08	5	[PLAIN:Fr[a]nc[e]]	Fr[a]nc[e]	clear
L08	6	[PLAIN:wor[d]en]	wor[d]en	clear
L08	7	[PLAIN:r[a]]	r[a]	clear
L08	8	UNM	?	U
L09	1	f	f	H
L09	2	i	i	H
L09	3	e	e	H
L09	4	UNM	?	U
L09	5	UNM	?	U
L09	6	UNM	?	U
L09	7	d	d	H
L09	8	NULL	?	U
L09	9	UNM	?	U
L09	10	k	k	M
L09	11	UNM	?	U
L09	12	g	g	M
L09	13	o	o	M
L09	14	l	l	M
L09	15	NULL	?	U
L09	16	m	m	M
L09	17	[PLAIN:e]	e	clear
L09	18	[PLAIN:r]	r	clear
L09	19	UNM	?	U
L09	20	o	o	M
L09	21	i	i	H
L09	22	k	k	M
L09	23	UNM	?	U
L09	24	m	m	M
L09	25	s	s	M
L10	1	[PLAIN:man]	man	clear
L10	2	[PLAIN:ir]	ir	clear
L10	3	[PLAIN:d,]	d,	clear
L10	4	[PLAIN:v]	v	clear
L10	5	[PLAIN:äd]	äd	clear
L10	6	[PLAIN:ern]	ern	clear
L10	7	[PLAIN:zwei]	zwei	clear
L10	8	[PLAIN:ma[h]l]	ma[h]l	clear
L10	9	[PLAIN:.]	.	clear
L11	1	d	d	H
L11	2	o	o	M
L11	3	UNM	?	U
L11	4	NULL	?	U
L11	5	m	m	M
L11	6	UNM	?	U
L11	7	UNM	?	U
L11	8	n	n	H
L11	9	m	m	M
L11	10	i	i	H
L11	11	NULL	?	U
L11	12	k	k	M
L11	13	z	z	M
L11	14	o	o	M
L11	15	i	i	H
L11	16	UNM	?	U
L11	17	UNM	?	U
L11	18	UNM	?	U
L11	19	f	f	H
L11	20	UNM	?	U
L12	1	[PLAIN:[S]agen]	[S]agen	clear
L12	2	[PLAIN:vnd]	vnd	clear
L12	3	[PLAIN:t[au]s[ent]]	t[au]s[ent]	clear
L12	4	[PLAIN:zwei]	zwei	clear
L12	5	[PLAIN:ma[h]l]	ma[h]l	clear
L12	6	[PLAIN:.]	.	clear
L13	1	UNM	?	U
L13	2	c	c	H
L13	3	f	f	H
L13	4	UNM	?	U
L13	5	NULL	?	U
L13	6	g	g	M
L13	7	i	i	H
L13	8	d	d	H
L13	9	o	o	M
L13	10	k	k	M
L13	11	m	m	M
L13	12	UNM	?	U
L13	13	d	d	H
L13	14	o	o	M
L13	15	c	c	H
L13	16	f	f	H
L13	17	z	z	M
L13	18	UNM	?	U
L13	19	i	i	H
L13	20	UNM	?	U
L13	21	d	d	H
L13	22	k	k	M
L13	23	e	e	H
L13	24	p	p	M
L14	1	[PLAIN:b[ur]]	b[ur]	clear
L14	2	i	i	H
L14	3	UNM	?	U
L14	4	UNM	?	U
L14	5	[PLAIN:ren]	ren	clear
L14	6	[PLAIN:mussen]	mussen	clear
L14	7	[PLAIN:dermaſſen]	dermaſſen	clear
L15	1	g	g	M
L15	2	UNM	?	U
L15	3	UNM	?	U
L15	4	UNM	?	U
L15	5	UNM	?	U
L15	6	[PLAIN:e]	e	clear
L15	7	UNM	?	U
L15	8	UNM	?	U
L15	9	UNM	?	U
L15	10	UNM	?	U
L15	11	o	o	M
L15	12	UNM	?	U
L15	13	UNM	?	U
L15	14	i	i	H
L15	15	m	m	M
L15	16	i	i	H
L15	17	UNM	?	U
L15	18	g	g	M
L15	19	UNM	?	U
L15	20	UNM	?	U
L15	21	d	d	H
L16	1	[PLAIN:das]	das	clear
L16	2	a	a	M
L16	3	[PLAIN:w]	w	clear
L16	4	[PLAIN:rer]	rer	clear
L16	5	[PLAIN:f]	f	clear
L16	6	[PLAIN:rnc[k]]	rnc[k]	clear
L16	7	UNM	?	U
L16	8	[PLAIN:t]	t	clear
L16	9	[PLAIN:or]	or	clear
L16	10	[PLAIN:e[?]]	e[?]	clear
L16	11	[PLAIN:g[?]]	g[?]	clear
L17	1	m	m	M
L17	2	NULL	?	U
L17	3	UNM	?	U
L17	4	UNM	?	U
L17	5	UNM	?	U
L17	6	d	d	H
L17	7	UNM	?	U
L17	8	UNM	?	U
L17	9	i	i	H
L17	10	UNM	?	U
L17	11	e	e	H
L17	12	UNM	?	U
L17	13	o	o	M
L17	14	c	c	H
L17	15	f	f	H
L17	16	i	i	H
L17	17	UNM	?	U
L17	18	UNM	?	U
L17	19	[PLAIN:e]	e	clear
L17	20	g	g	M
L17	21	m	m	M
L17	22	[PLAIN:e]	e	clear
L17	23	UNM	?	U
L17	24	[PLAIN:worden]	worden	clear
L18	1	UNM	?	U
L18	2	m	m	M
L18	3	i	i	H
L18	4	k	k	M
L18	5	i	i	H
L18	6	UNM	?	U
L18	7	[PLAIN:Der]	Der	clear
L18	8	[PLAIN:m]	m	clear
L18	9	[PLAIN:m]	m	clear
L18	10	[PLAIN:[abbreviated word, indistinct]]	[abbreviated word, indistinct]	clear
