line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
1	f75L_01_030	30	3045	61	70	79	flag	5.612	0.39	hookdesc	
1	f75L_01_031	31	3123	0	78	35	loop	5.723	0.60	loop	
1	f75L_01_032	32	3150	80	24	81	num1	2.631	1.00	num1	
1	f75L_01_033	33	3220	0	92	136	hookdesc	4.932	1.00	hookdesc	
1	f75L_01_034	34	3339	7	41	29	inf	5.999	0.81	inf	
1	f75L_01_035	35	3343	77	37	55	signN	7.261	0.22	signN	
2	f75L_02_001	1	1110	158	47	39	hook	7.786	0.39	tcross	?|?
2	f75L_02_002	2	1215	139	59	74	hash	6.609	0.81	hookdesc	
2	f75L_02_003	3	1323	146	31	46	flag	6.664	0.39	b8	?
2	f75L_02_004	4	1414	146	52	41	inf	5.450	0.40	inf	
2	f75L_02_005	5	1514	158	53	60	signN	5.030	0.39	hookdesc	
2	f75L_02_006	6	1631	150	99	139	ctlig	5.936	0.40	ctlig	?
2	f75L_02_007	7	1781	118	76	72	signA	4.162	1.00	signA	
2	f75L_02_008	8	1881	137	64	63	loop	5.189	1.00	loop	
2	f75L_02_009	9	1987	160	37	65	hook	4.732	1.00	hook	
2	f75L_02_010	10	2038	150	74	78	hookdesc	5.609	0.81	hookdesc	
2	f75L_02_011	11	2156	150	42	61	bar	3.890	0.55	hook	
2	f75L_02_012	12	2355	175	74	29	wedge	3.637	1.00	wedge	
2	f75L_02_013	13	2493	172	37	51	hookdesc	6.714	0.61	b8	
2	f75L_02_014	14	2565	159	43	45	star	7.552	0.61	star	
2	f75L_02_015	15	2792	107	154	133	hook	6.816	1.00	hook	
2	f75L_02_016	16	2996	178	89	33	wedge	4.649	1.00	wedge	
2	f75L_02_017	17	3118	169	68	44	plus	3.922	0.55	hash	
2	f75L_02_018	18	3210	170	55	40	hash2	4.226	1.00	hash2	
2	f75L_02_019	19	3322	183	9	13	num1	5.612	1.00	num1	
2	f75L_02_020	20	3366	170	14	33	bar	5.294	1.00	bar	
3	f75L_03_001	1	1017	156	94	124	hookdesc	6.112	0.80	hookdesc	
3	f75L_03_002	2	1154	241	61	132	hookdesc	5.368	0.81	hookdesc	
3	f75L_03_003	3	1279	245	91	29	loop	2.801	1.00	loop	
3	f75L_03_004	4	1411	222	52	75	hash	4.415	1.00	hash	
3	f75L_03_005	5	1468	211	114	69	_	5.641	0.62	hash	
3	f75L_03_006	6	1713	245	36	35	star	6.672	0.39	b8	
3	f75L_03_007	7	1789	219	77	144	hookdesc	2.797	1.00	hookdesc	
3	f75L_03_008	8	1897	248	44	62	signN	5.030	0.40	hookdesc	
3	f75L_03_009	9	1990	221	73	78	signR	6.467	1.00	signR	
3	f75L_03_010	10	2082	237	89	49	loop	4.593	1.00	loop	
3	f75L_03_011	11	2225	152	86	149	hookdesc	3.705	0.80	hookdesc	
3	f75L_03_012	12	2321	245	33	42	b8	5.093	1.00	b8	
3	f75L_03_013	13	2399	258	41	29	wedge	5.702	0.58	_	
3	f75L_03_014	14	2596	270	28	28	circ	4.182	1.00	circ	
3	f75L_03_015	15	2746	277	27	31	loop	5.036	1.00	loop	
3	f75L_03_016	16	2810	248	52	68	loop	5.181	1.00	loop	
3	f75L_03_017	17	2885	255	95	52	ctlig	4.447	0.82	ctlig	
3	f75L_03_018	18	3033	268	59	54	ctlig	4.741	1.00	ctlig	
3	f75L_03_019	19	3139	258	27	87	bar	1.494	0.88	bar	
3	f75L_03_020	20	3254	256	33	66	flag	4.558	1.00	flag	
3	f75L_03_021	21	3305	179	75	132	hookdesc	4.515	1.00	hookdesc	
4	f75L_04_001	1	1032	331	70	34	inf	4.772	1.00	inf	
4	f75L_04_002	2	1261	278	195	94	hook	5.789	0.79	hook	
4	f75L_04_003	3	1512	338	35	31	_	6.893	0.60	_	
4	f75L_04_004	4	1589	337	28	83	num1	2.886	1.00	num1	
4	f75L_04_005	5	1668	323	34	55	signN	5.523	0.63	signN	
4	f75L_04_006	6	1754	350	21	17	loop	6.450	0.41	flag	
4	f75L_04_007	7	1831	303	63	94	hash	7.119	0.61	hookdesc	
4	f75L_04_008	8	1932	337	45	51	star	4.777	1.00	star	?
4	f75L_04_009	9	2015	347	30	54	flag	5.037	0.81	flag	?
4	f75L_04_010	10	2077	330	74	62	star	6.241	0.61	star	
4	f75L_04_011	11	2200	348	64	68	hash	4.435	1.00	hash	
4	f75L_04_012	12	2315	349	82	46	plus	5.637	0.43	plus	
4	f75L_04_013	13	2440	338	32	73	hook	5.172	0.61	hook	
4	f75L_04_014	14	2520	340	46	69	hook	4.590	0.43	hook	
4	f75L_04_015	15	2835	349	63	55	star	4.554	1.00	star	
4	f75L_04_016	16	2929	337	65	60	plus	5.667	0.61	plus	
4	f75L_04_017	17	3037	342	36	44	b8	5.058	1.00	b8	
4	f75L_04_018	18	3127	241	102	149	hookdesc	4.962	0.79	hookdesc	
4	f75L_04_019	19	3222	339	21	61	num1	3.788	1.00	num1	?
4	f75L_04_020	20	3295	343	81	43	ctlig	4.628	1.00	ctlig	
5	f75L_05_001	1	1010	409	86	71	hash	6.290	0.40	hash	?
5	f75L_05_002	2	1119	409	49	77	hook	5.418	0.60	bar	
5	f75L_05_003	3	1339	429	23	58	num1	2.185	1.00	num1	
5	f75L_05_004	4	1419	428	81	29	wedge	3.166	1.00	wedge	
5	f75L_05_005	5	1521	424	64	97	num1	3.535	1.00	num1	
5	f75L_05_006	6	1644	418	32	40	b8	6.158	1.00	b8	
5	f75L_05_007	7	1679	479	7	20	num1	4.441	1.00	num1	
5	f75L_05_008	8	1727	432	32	26	flag	6.047	0.41	hook	
5	f75L_05_009	9	1891	417	55	48	plus	6.153	0.81	plus	
5	f75L_05_010	10	1988	432	23	40	_	4.279	0.65	_	
5	f75L_05_011	11	2076	412	36	47	_	5.895	0.60	_	
5	f75L_05_012	12	2161	422	31	43	b8	5.401	1.00	b8	
5	f75L_05_013	13	2231	432	53	38	hash2	3.783	1.00	hash2	
5	f75L_05_014	14	2413	423	37	88	bar	5.122	0.41	signN	?
5	f75L_05_015	15	2484	441	69	30	inf	3.983	1.00	inf	
5	f75L_05_016	16	2589	422	65	129	hookdesc	1.916	1.00	hookdesc	
5	f75L_05_017	17	2665	440	84	50	hash	4.255	0.75	star	
5	f75L_05_018	18	2788	430	49	50	loop	8.579	0.40	hookdesc	
5	f75L_05_019	19	2895	450	19	25	blob	6.368	0.61	blob	
5	f75L_05_020	20	2907	441	41	35	hook	5.241	0.64	hook	
5	f75L_05_021	21	3273	448	74	31	inf	4.603	1.00	inf	
6	f75L_06_001	1	878	536	11	20	num1	5.576	0.80	num1	?
6	f75L_06_002	2	1026	485	69	63	signA	5.201	1.00	signA	
6	f75L_06_003	3	1141	525	6	28	bar	5.559	0.62	bar	
6	f75L_06_004	4	1144	504	8	17	num1	4.771	0.79	num1	
6	f75L_06_005	5	1153	427	190	129	hook	5.976	0.64	hook	
6	f75L_06_006	6	1391	515	25	61	num1	2.185	1.00	num1	
6	f75L_06_007	7	1466	513	41	58	hookdesc	6.640	0.60	signN	
6	f75L_06_008	8	1564	515	50	52	ctlig	5.662	0.81	ctlig	
6	f75L_06_009	9	1660	502	34	67	hook	4.163	1.00	hook	
6	f75L_06_010	10	1860	495	60	77	bar	3.912	0.45	bar	
6	f75L_06_011	11	1965	529	18	19	blob	6.066	1.00	blob	
6	f75L_06_012	12	1976	504	69	33	inf	6.948	0.61	hook	?
6	f75L_06_013	13	2064	514	80	30	wedge	3.965	1.00	wedge	?
6	f75L_06_014	14	2502	485	85	88	signR	4.970	1.00	signR	
6	f75L_06_015	15	2611	529	49	42	star	4.466	0.64	star	
6	f75L_06_016	16	2726	505	35	17	flag	4.531	1.00	flag	
6	f75L_06_017	17	2767	514	48	81	hash	4.424	1.00	hash	
6	f75L_06_018	18	2869	530	53	68	hash	4.720	0.64	hash	
6	f75L_06_019	19	2960	430	113	146	hookdesc	4.225	0.80	ctlig	
6	f75L_06_020	20	3069	538	24	27	circ	3.330	1.00	circ	
6	f75L_06_021	21	3248	534	69	27	wedge	3.666	1.00	wedge	
7	f75L_07_001	1	900	623	11	23	num1	5.556	0.59	bar	?
7	f75L_07_002	2	1020	575	62	81	hash	4.203	1.00	hash	
7	f75L_07_003	3	1100	609	12	24	num1	4.193	0.61	bar	
7	f75L_07_004	4	1137	577	78	85	ctlig	6.544	0.58	star	
7	f75L_07_005	5	1264	596	59	63	tcross	4.858	0.64	tcross	
7	f75L_07_006	6	1371	603	25	60	num1	3.997	1.00	num1	
7	f75L_07_007	7	1455	598	28	29	circ	3.702	1.00	circ	?
7	f75L_07_008	8	1526	601	43	72	hookdesc	6.022	0.21	signN	
7	f75L_07_009	9	1591	583	58	72	hookdesc	5.612	0.41	hookdesc	
7	f75L_07_010	10	1665	597	15	19	loop	6.452	0.60	loop	
7	f75L_07_011	11	1803	604	38	34	blob	5.414	0.81	blob	
7	f75L_07_012	12	1996	601	32	35	_	5.854	0.81	_	
7	f75L_07_013	13	2019	599	29	37	_	5.943	1.00	_	
7	f75L_07_014	14	2094	601	57	47	ctlig	5.066	0.82	ctlig	
7	f75L_07_015	15	2277	610	25	41	_	4.279	0.83	_	
7	f75L_07_016	16	2356	606	25	33	b8	8.075	0.40	b8	?
7	f75L_07_017	17	2444	606	51	56	tcross	5.271	0.42	tcross	
7	f75L_07_018	18	2536	604	30	62	hook	4.163	1.00	hook	
7	f75L_07_019	19	2614	523	111	128	ctlig	4.553	1.00	ctlig	
7	f75L_07_020	20	2751	621	32	30	hook	7.869	0.39	hook	
7	f75L_07_021	21	2819	620	56	39	wedge	6.297	0.40	wedge	
7	f75L_07_022	22	2896	616	60	43	hash2	4.137	1.00	hash2	
7	f75L_07_023	23	2999	622	28	57	ctlig	4.681	0.37	signN	
7	f75L_07_024	24	3207	580	76	66	signA	4.030	1.00	signA	
7	f75L_07_025	25	3327	519	53	132	bar	4.367	0.63	bar	
8	f75L_08_001	1	1027	691	31	31	circ	5.515	1.00	circ	?|?|?
8	f75L_08_002	2	1123	692	104	28	loop	2.451	1.00	loop	
8	f75L_08_003	3	1213	660	66	23	wedge	2.837	0.85	wedge	
8	f75L_08_004	4	1277	680	72	38	wedge	5.371	0.63	wedge	
8	f75L_08_005	5	1378	681	72	45	plus	4.005	0.60	plus	
8	f75L_08_006	6	1489	678	66	50	tcross	6.108	0.61	tcross	
8	f75L_08_007	7	1591	680	51	47	hookdesc	5.527	0.23	hookdesc	
8	f75L_08_008	8	1683	688	47	37	_	7.353	0.39	inf	
8	f75L_08_009	9	1794	711	22	14	_	5.050	0.43	blob	
8	f75L_08_010	10	1910	672	71	131	hookdesc	2.797	1.00	hookdesc	
8	f75L_08_011	11	2020	677	76	54	star	4.513	1.00	star	
8	f75L_08_012	12	2143	695	28	36	circ	5.146	1.00	circ	
8	f75L_08_013	13	2234	698	25	37	loop	6.195	0.62	loop	
8	f75L_08_014	14	2275	649	164	90	_	6.443	0.62	_	
8	f75L_08_015	15	2550	697	23	56	flag	5.826	0.61	flag	
8	f75L_08_016	16	2566	687	15	15	num1	6.597	0.79	num1	?
8	f75L_08_017	17	2582	690	84	53	ctlig	4.302	1.00	ctlig	
8	f75L_08_018	18	2690	693	45	21	hook	3.503	1.00	hook	
8	f75L_08_019	19	2723	699	81	48	wedge	5.211	0.42	wedge	?|?
8	f75L_08_020	20	2939	687	94	49	_	3.885	0.47	_	
8	f75L_08_021	21	3060	698	85	42	loop	4.593	1.00	loop	
8	f75L_08_022	22	3176	689	49	66	bar	4.989	0.61	b8	
8	f75L_08_023	23	3281	669	79	78	signR	3.408	1.00	signR	?
9	f75L_09_001	1	1012	768	47	57	star	4.712	0.64	star	?
9	f75L_09_002	2	1104	778	28	24	flag	6.078	0.41	flag	
9	f75L_09_003	3	1292	767	28	63	flag	5.266	1.00	flag	?
9	f75L_09_004	4	1381	753	49	66	loop	5.122	1.00	loop	
9	f75L_09_005	5	1435	761	85	46	plus	7.102	0.21	_	
9	f75L_09_006	6	1527	768	9	24	num1	4.425	0.57	bar	
9	f75L_09_007	7	1536	752	55	78	flag	5.857	0.60	hook	
9	f75L_09_008	8	1627	781	12	31	bar	4.204	1.00	bar	
9	f75L_09_009	9	1647	780	31	30	hook	6.157	0.61	hook	
9	f75L_09_010	10	1711	776	59	42	hash2	4.420	0.63	hash2	
9	f75L_09_011	11	1835	782	41	33	tcross	6.657	0.39	tcross	
9	f75L_09_012	12	1947	774	35	48	b8	5.278	0.62	_	
9	f75L_09_013	13	2029	788	62	33	wedge	5.551	1.00	wedge	
9	f75L_09_014	14	2133	750	126	86	loop	7.418	0.41	_	
9	f75L_09_015	15	2276	770	82	66	star	5.798	1.00	star	
9	f75L_09_016	16	2496	779	70	38	inf	5.240	1.00	inf	?
9	f75L_09_017	17	2623	789	29	38	loop	4.855	1.00	loop	
9	f75L_09_018	18	2704	767	63	74	hash	4.836	1.00	hash	
9	f75L_09_019	19	2795	760	55	73	arrow	4.394	1.00	arrow	
9	f75L_09_020	20	3134	791	39	40	star	6.015	0.60	star	
9	f75L_09_021	21	3222	776	158	45	wedge	5.012	0.59	loop	
10	f75L_10_001	1	1021	860	28	58	hook	5.760	0.22	signN	?|?
10	f75L_10_002	2	1192	857	70	52	plus	3.605	0.74	plus	
10	f75L_10_003	3	1295	845	52	74	hash	4.980	1.00	hash	
10	f75L_10_004	4	1389	833	34	74	flag	5.735	0.62	flag	
10	f75L_10_005	5	1460	846	80	56	star	4.809	0.80	star	
10	f75L_10_006	6	1683	847	98	62	loop	5.273	1.00	loop	
10	f75L_10_007	7	1790	830	109	109	_	6.818	0.43	_	
10	f75L_10_008	8	1917	871	44	50	inf	6.669	0.39	hash	
10	f75L_10_009	9	2017	866	58	37	hash2	5.101	0.61	inf	
10	f75L_10_010	10	2126	819	61	104	hookdesc	7.252	0.80	hookdesc	
10	f75L_10_011	11	2240	842	61	75	arrow	5.503	1.00	arrow	
10	f75L_10_012	12	2349	852	52	73	hash	3.917	1.00	hash	
10	f75L_10_013	13	2474	868	33	30	blob	5.258	1.00	blob	
10	f75L_10_014	14	2534	864	25	30	circ	3.873	1.00	circ	
10	f75L_10_015	15	2595	858	53	47	plus	4.889	1.00	plus	
10	f75L_10_016	16	2648	865	19	42	bar	5.753	0.80	bar	
10	f75L_10_017	17	2692	878	97	37	wedge	4.751	1.00	wedge	
10	f75L_10_018	18	2964	879	34	32	tcross	6.657	0.22	b8	
10	f75L_10_019	19	3064	864	34	43	b8	5.848	1.00	b8	?
10	f75L_10_020	20	3235	883	15	32	bar	6.432	1.00	bar	?
10	f75L_10_021	21	3245	869	11	16	num1	4.193	0.59	num1	
10	f75L_10_022	22	3315	869	25	27	loop	7.085	1.00	loop	
11	f75L_11_001	1	814	942	30	70	hookdesc	6.038	0.40	signN	
11	f75L_11_002	2	1013	933	49	91	hookdesc	4.741	0.81	hookdesc	
11	f75L_11_003	3	1102	930	66	130	hookdesc	1.745	1.00	hookdesc	
11	f75L_11_004	4	1184	933	96	145	hookdesc	4.262	1.00	hookdesc	
11	f75L_11_005	5	1315	943	78	59	star	5.859	0.22	hash	?
11	f75L_11_006	6	1433	934	53	81	hash	4.296	1.00	hash	
11	f75L_11_007	7	1659	940	58	44	inf	5.819	0.81	inf	
11	f75L_11_008	8	1776	958	28	37	_	6.308	0.62	_	?
11	f75L_11_009	9	1841	948	85	68	_	7.838	0.40	_	
11	f75L_11_010	10	1971	946	84	54	ctlig	5.372	0.41	ctlig	
11	f75L_11_011	11	2090	956	49	47	b8	4.315	1.00	b8	
11	f75L_11_012	12	2126	957	49	45	b8	4.315	1.00	b8	?
11	f75L_11_013	13	2225	951	44	50	ctlig	5.527	0.37	hookdesc	
11	f75L_11_014	14	2287	953	62	100	num1	3.535	1.00	num1	
11	f75L_11_015	15	2395	932	59	69	hookdesc	5.556	0.39	hook	
11	f75L_11_016	16	2454	951	48	52	hash	5.072	0.81	hash	
11	f75L_11_017	17	2645	953	42	45	_	5.242	1.00	_	
11	f75L_11_018	18	2755	961	86	29	loop	2.571	1.00	loop	
11	f75L_11_019	19	2899	944	76	54	hash	6.315	1.00	hash	?
11	f75L_11_020	20	2994	933	27	25	circ	6.808	0.40	loop	
11	f75L_11_021	21	3013	947	45	44	plus	5.547	0.62	plus	
11	f75L_11_022	22	3111	857	67	129	hookdesc	5.082	0.41	ctlig	
11	f75L_11_023	23	3210	915	170	70	_	5.875	0.61	_	
12	f75L_12_001	1	453	1083	75	20	loop	4.095	0.60	loop	
12	f75L_12_002	2	527	1091	35	17	_	5.467	0.82	_	
12	f75L_12_003	3	1023	1049	52	52	hash	7.292	0.60	hash	?|?|?
12	f75L_12_004	4	1116	1044	45	52	b8	6.835	0.79	b8	
12	f75L_12_005	5	1243	1016	38	26	hook	7.408	0.39	_	
12	f75L_12_006	6	1309	1034	44	57	signN	5.254	1.00	signN	
12	f75L_12_007	7	1404	1047	51	31	wedge	5.392	0.39	wedge	?
12	f75L_12_008	8	1479	1043	40	37	hook	7.305	0.20	hook	?
12	f75L_12_009	9	1668	997	163	77	_	3.874	0.82	_	
12	f75L_12_010	10	1859	1048	41	38	star	4.678	1.00	star	
12	f75L_12_011	11	1933	1049	63	39	hash2	3.663	1.00	hash2	
12	f75L_12_012	12	2021	1033	105	137	hookdesc	5.363	1.00	hookdesc	?
12	f75L_12_013	13	2144	1035	47	109	hook	2.420	0.49	hook	
12	f75L_12_014	14	2236	1052	65	27	inf	4.234	1.00	inf	
12	f75L_12_015	15	2364	1002	100	133	hookdesc	6.112	1.00	hookdesc	
12	f75L_12_016	16	2425	1036	87	46	loop	3.731	1.00	loop	?
12	f75L_12_017	17	2657	1024	39	63	hash	6.207	0.40	ctlig	
12	f75L_12_018	18	2738	978	168	111	hook	6.152	0.80	hook	
12	f75L_12_019	19	3055	1034	51	47	star	4.328	1.00	star	
12	f75L_12_020	20	3154	1011	92	68	signR	4.569	1.00	signR	
12	f75L_12_021	21	3269	1028	70	47	hash	5.598	0.58	star	
12	f75L_12_022	22	3369	1052	11	66	num1	5.682	0.79	num1	
13	f75L_13_001	1	1287	1138	28	27	circ	3.256	1.00	circ	?
13	f75L_13_002	2	1378	1117	65	76	ctlig	7.284	0.60	ctlig	?
13	f75L_13_003	3	1488	1112	81	70	star	5.798	1.00	star	
13	f75L_13_004	4	1617	1116	53	72	hash	3.956	1.00	hash	
13	f75L_13_005	5	1871	1138	30	28	circ	3.639	1.00	circ	
13	f75L_13_006	6	1947	1113	48	121	hook	3.144	0.83	hook	
13	f75L_13_007	7	2354	1139	32	46	hook	6.165	0.42	signN	?|?
13	f75L_13_008	8	2393	1145	56	33	hook	5.715	0.60	hook	
13	f75L_13_009	9	2485	1145	27	47	signN	5.910	0.42	hookdesc	?
13	f75L_13_010	10	2569	1129	55	81	ctlig	4.534	0.63	ctlig	
13	f75L_13_011	11	2681	1144	87	29	wedge	3.420	1.00	wedge	
13	f75L_13_012	12	3030	1129	63	78	num1	4.098	1.00	num1	
13	f75L_13_013	13	3137	1133	71	25	wedge	3.873	1.00	wedge	
13	f75L_13_014	14	3259	1125	45	30	hook	5.352	0.81	hook	
13	f75L_13_015	15	3337	1091	43	121	bar	5.165	0.58	bar	
14	f75L_14_001	1	1136	1141	151	147	hook	8.022	1.00	hook	
14	f75L_14_002	2	1324	1225	37	40	_	6.154	1.00	_	
14	f75L_14_003	3	1435	1225	90	33	loop	3.065	1.00	loop	
14	f75L_14_004	4	1588	1217	71	47	hash2	4.987	1.00	hash2	
14	f75L_14_005	5	1723	1226	52	58	ctlig	5.599	0.82	ctlig	
14	f75L_14_006	6	1913	1230	44	31	wedge	5.476	0.43	_	
14	f75L_14_007	7	1976	1207	94	56	ctlig	4.665	1.00	ctlig	?
14	f75L_14_008	8	2236	1124	114	129	hookdesc	7.487	0.61	ctlig	
14	f75L_14_009	9	2385	1215	67	52	plus	3.922	0.55	hash	
14	f75L_14_010	10	2438	1196	151	69	_	3.874	0.65	_	?
14	f75L_14_011	11	2630	1240	26	33	loop	6.759	1.00	loop	
14	f75L_14_012	12	2720	1201	58	89	hash	3.673	1.00	hash	
14	f75L_14_013	13	3016	1221	40	71	hook	4.792	1.00	hook	
14	f75L_14_014	14	3096	1208	48	63	loop	5.181	1.00	loop	
14	f75L_14_015	15	3190	1209	55	41	star	4.328	0.62	star	
14	f75L_14_016	16	3299	1210	34	49	hookdesc	5.262	0.44	hookdesc	
14	f75L_14_017	17	3377	1260	3	16	num1	4.612	1.00	num1	
15	f75L_15_001	1	677	1354	14	47	bar	4.381	0.61	num1	
15	f75L_15_002	2	1020	1321	37	38	_	7.136	0.40	hook	
15	f75L_15_003	3	1103	1360	14	21	bar	6.407	0.60	loop	
15	f75L_15_004	4	1123	1317	47	69	hash	6.207	0.59	ctlig	?
15	f75L_15_005	5	1175	1351	25	43	ctlig	6.578	0.40	signN	
15	f75L_15_006	6	1234	1309	105	51	wedge	5.403	1.00	wedge	?
15	f75L_15_007	7	1592	1319	51	46	star	3.982	0.83	star	
15	f75L_15_008	8	1695	1322	28	25	hook	7.786	0.80	hook	
15	f75L_15_009	9	1939	1301	49	73	signN	5.747	0.62	signN	
15	f75L_15_010	10	2181	1319	42	57	hookdesc	5.262	0.81	hookdesc	
15	f75L_15_011	11	2250	1307	79	72	star	5.280	0.39	plus	?
15	f75L_15_012	12	2370	1298	49	60	_	6.037	0.80	_	
15	f75L_15_013	13	2441	1316	47	48	b8	5.390	0.40	star	
15	f75L_15_014	14	2522	1314	53	40	hash2	5.491	0.81	hash2	
15	f75L_15_015	15	2621	1322	34	31	arrow	7.150	0.61	arrow	
15	f75L_15_016	16	2694	1289	110	126	hookdesc	7.914	0.41	hookdesc	
15	f75L_15_017	17	2989	1339	23	17	blob	5.481	1.00	blob	
15	f75L_15_018	18	3113	1296	52	81	flag	5.814	1.00	flag	
15	f75L_15_019	19	3209	1315	26	72	num1	3.522	1.00	num1	
15	f75L_15_020	20	3260	1303	65	43	plus	4.079	0.81	plus	
15	f75L_15_021	21	3372	1303	8	46	bar	4.388	0.79	bar	?
16	f75L_16_001	1	671	1442	10	16	num1	4.315	0.81	num1	
16	f75L_16_002	2	1019	1409	44	37	circ	4.927	0.56	_	
16	f75L_16_003	3	1114	1413	70	41	hash2	4.058	1.00	hash2	?
16	f75L_16_004	4	1252	1395	45	141	bar	2.632	1.00	bar	
16	f75L_16_005	5	1335	1421	94	39	wedge	4.714	1.00	wedge	
16	f75L_16_006	6	1576	1406	94	64	star	4.167	0.60	star	
16	f75L_16_007	7	1818	1411	61	50	star	4.862	0.60	star	
16	f75L_16_008	8	1932	1403	56	84	hash	4.068	1.00	hash	
16	f75L_16_009	9	2012	1378	112	93	signR	3.389	1.00	signR	
16	f75L_16_010	10	2129	1413	66	105	num1	4.565	1.00	num1	
16	f75L_16_011	11	2242	1422	41	41	inf	6.401	0.42	hook	
16	f75L_16_012	12	2331	1420	69	56	_	5.970	0.40	tcross	
16	f75L_16_013	13	2429	1422	31	35	circ	3.639	1.00	circ	
16	f75L_16_014	14	2504	1419	48	34	b8	4.589	0.41	inf	
16	f75L_16_015	15	2580	1410	91	58	hash	5.794	0.61	hash	
16	f75L_16_016	16	2720	1426	26	100	bar	2.453	0.64	bar	
16	f75L_16_017	17	2814	1424	99	32	loop	2.830	1.00	loop	
16	f75L_16_018	18	2918	1388	119	66	loop	5.273	0.82	loop	
16	f75L_16_019	19	3081	1398	80	65	star	6.098	0.78	star	
16	f75L_16_020	20	3199	1409	45	43	star	6.307	1.00	star	
16	f75L_16_021	21	3284	1406	44	119	bar	3.472	0.81	bar	?
17	f75L_17_001	1	1004	1475	106	105	signR	4.362	1.00	signR	?|?|?
17	f75L_17_002	2	1137	1407	116	147	ctlig	5.661	1.00	ctlig	
17	f75L_17_003	3	1278	1515	92	33	wedge	4.057	1.00	wedge	
17	f75L_17_004	4	1402	1509	75	45	hash2	4.810	0.60	hash2	
17	f75L_17_005	5	1523	1519	29	44	b8	6.223	0.41	b8	
17	f75L_17_006	6	1581	1516	67	54	plus	4.889	1.00	plus	
17	f75L_17_007	7	1951	1531	86	32	wedge	4.751	1.00	wedge	
17	f75L_17_008	8	2077	1520	41	46	_	5.088	1.00	_	
17	f75L_17_009	9	2165	1532	60	39	inf	5.637	0.38	plus	
17	f75L_17_010	10	2281	1524	35	61	ctlig	6.830	0.40	ctlig	
17	f75L_17_011	11	2311	1577	24	13	flag	4.756	0.43	flag	
17	f75L_17_012	12	2368	1490	101	83	signR	3.534	1.00	signR	
17	f75L_17_013	13	2496	1513	45	44	plus	4.811	0.81	plus	
17	f75L_17_014	14	2584	1522	24	29	circ	4.626	1.00	circ	
17	f75L_17_015	15	2652	1507	49	79	flag	4.730	1.00	flag	
17	f75L_17_016	16	2742	1502	50	53	b8	4.911	1.00	b8	
17	f75L_17_017	17	2778	1462	196	124	hook	6.366	0.81	hook	
17	f75L_17_018	18	2967	1473	67	81	ctlig	8.937	1.00	ctlig	
17	f75L_17_019	19	3086	1504	33	44	b8	4.705	1.00	b8	
17	f75L_17_020	20	3237	1494	38	48	b8	4.868	0.39	b8	
17	f75L_17_021	21	3319	1479	50	82	hash	4.207	1.00	hash	
18	f75L_18_001	1	957	1612	14	48	bar	4.401	0.64	bar	?|?|?|?|?
18	f75L_18_002	2	995	1595	107	56	ctlig	4.605	1.00	ctlig	
18	f75L_18_003	3	1157	1613	39	31	blob	5.258	1.00	blob	
18	f75L_18_004	4	1251	1614	31	106	bar	2.638	0.60	bar	
