id	kind	cluster	dist
f75L_03_012	sign	13	4.225
f75L_03_013	sign	22	7.094
f75L_03_014	sign	3	3.959
f75L_03_015	sign	36	5.063
f75L_03_016	sign	29	3.551
f75L_03_017	sign	40	4.406
f75L_03_018	sign	18	5.789
f75L_03_019	sign	30	3.282
f75L_03_020	sign	27	4.310
f75L_03_021	sign	23	6.864
f75L_04_001	sign	15	4.371
f75L_04_002	sign	16	4.819
f75L_04_003	sign	22	6.896
f75L_04_004	sign	14	3.480
f75L_04_005	sign	43	5.514
f75L_04_006	sign	12	6.200
f75L_04_007	sign	4	7.149
f75L_04_008	sign	19	4.499
f75L_04_009	sign	27	4.620
f75L_04_010	sign	33	6.177
f75L_04_011	sign	48	5.758
f75L_04_012	sign	42	5.661
f75L_04_013	sign	34	4.156
f75L_04_014	sign	7	5.435
f75L_04_015	sign	8	3.831
f75L_04_016	sign	45	4.968
f75L_04_017	sign	13	4.978
f75L_04_018	sign	23	4.561
f75L_04_019	sign	14	3.835
f75L_04_020	sign	40	4.785
f75L_05_001	sign	11	5.418
f75L_05_002	sign	30	5.502
f75L_05_003	sign	14	4.135
f75L_05_004	sign	21	3.496
f75L_05_005	sign	39	3.759
f75L_05_006	sign	13	5.001
f75L_05_007	sign	35	4.604
f75L_05_008	sign	0	6.597
f75L_05_009	sign	45	6.303
f75L_05_010	sign	22	5.899
f75L_05_011	sign	22	5.861
f75L_05_012	sign	13	4.512
f75L_05_013	sign	6	4.745
f75L_05_014	sign	43	6.215
f75L_05_015	sign	15	3.139
f75L_05_016	sign	23	4.220
f75L_05_017	sign	33	5.824
f75L_05_018	sign	20	8.329
f75L_05_019	sign	25	6.316
f75L_05_020	sign	0	6.897
f75L_05_021	sign	15	4.728
f75L_06_001	sign	35	4.920
f75L_06_002	sign	28	4.281
f75L_06_003	sign	2	6.657
f75L_06_004	sign	35	4.624
f75L_06_005	sign	16	6.478
f75L_06_006	sign	14	4.358
f75L_06_007	sign	43	6.677
f75L_06_008	sign	18	6.173
f75L_06_009	sign	34	5.000
f75L_06_010	sign	30	5.919
f75L_06_011	sign	46	5.462
f75L_06_012	sign	5	6.427
f75L_06_013	sign	21	3.339
f75L_06_014	sign	17	5.097
f75L_06_015	sign	8	5.026
f75L_06_016	sign	12	5.334
f75L_06_017	sign	1	4.407
f75L_06_018	sign	48	5.690
f75L_06_019	sign	47	4.909
f75L_06_020	sign	3	3.722
f75L_06_021	sign	21	4.233
f75L_07_001	sign	2	5.338
f75L_07_002	sign	1	4.506
f75L_07_003	sign	2	5.353
f75L_07_004	sign	33	6.700
f75L_07_005	sign	44	4.782
f75L_07_006	sign	14	4.769
f75L_07_007	sign	3	3.644
f75L_07_008	sign	43	6.382
f75L_07_009	sign	20	5.492
f75L_07_010	sign	38	4.427
f75L_07_011	sign	25	5.733
f75L_07_012	sign	22	5.076
f75L_07_013	sign	22	5.119
f75L_07_014	sign	18	5.809
f75L_07_015	sign	22	5.459
f75L_07_016	sign	32	7.501
f75L_07_017	sign	44	5.935
f75L_07_018	sign	34	4.197
f75L_07_019	sign	47	5.751
f75L_07_020	sign	0	7.315
f75L_07_021	sign	21	6.193
f75L_07_022	sign	6	4.365
f75L_07_023	sign	43	6.353
f75L_07_024	sign	28	3.871
f75L_07_025	sign	30	5.787
f75L_08_001	sign	3	5.242
f75L_08_002	sign	10	2.694
f75L_08_003	sign	21	5.592
f75L_08_004	sign	21	6.432
f75L_08_005	sign	45	4.630
f75L_08_006	sign	44	4.608
f75L_08_007	sign	20	5.076
f75L_08_008	sign	15	7.446
f75L_08_009	sign	46	5.952
f75L_08_010	sign	23	4.104
f75L_08_011	sign	33	4.855
f75L_08_012	sign	3	4.437
f75L_08_013	sign	36	5.046
f75L_08_014	sign	9	5.571
f75L_08_015	sign	27	6.608
f75L_08_016	sign	35	6.479
f75L_08_017	sign	40	4.636
f75L_08_018	sign	5	4.810
f75L_08_019	sign	21	5.363
f75L_08_020	sign	9	4.454
f75L_08_021	sign	24	4.594
f75L_08_022	sign	32	5.513
f75L_08_023	sign	17	4.189
f75L_09_001	sign	8	5.732
f75L_09_002	sign	12	5.364
f75L_09_003	sign	27	5.159
f75L_09_004	sign	29	4.452
f75L_09_005	sign	49	6.429
f75L_09_006	sign	2	4.262
f75L_09_007	sign	7	5.481
f75L_09_008	sign	2	4.377
f75L_09_009	sign	0	6.342
f75L_09_010	sign	6	5.443
f75L_09_011	sign	44	6.696
f75L_09_012	sign	22	6.548
f75L_09_013	sign	21	5.516
f75L_09_014	sign	49	7.264
f75L_09_015	sign	33	5.089
f75L_09_016	sign	15	5.013
f75L_09_017	sign	36	4.444
f75L_09_018	sign	1	4.870
f75L_09_019	sign	26	3.561
f75L_09_020	sign	19	4.925
f75L_09_021	sign	10	5.193
f75L_10_001	sign	43	6.462
f75L_10_002	sign	45	3.833
f75L_10_003	sign	1	4.894
f75L_10_004	sign	27	5.687
f75L_10_005	sign	33	5.249
f75L_10_006	sign	24	3.798
f75L_10_007	sign	49	7.179
f75L_10_008	sign	1	7.102
f75L_10_009	sign	15	4.975
f75L_10_010	sign	23	7.641
f75L_10_011	sign	26	4.110
f75L_10_012	sign	1	3.450
f75L_10_013	sign	25	5.720
f75L_10_014	sign	3	4.458
f75L_10_015	sign	45	4.323
f75L_10_016	sign	2	5.770
f75L_10_017	sign	21	3.872
f75L_10_018	sign	37	6.886
f75L_10_019	sign	13	5.637
f75L_10_020	sign	2	5.799
f75L_10_021	sign	35	4.225
f75L_10_022	sign	36	6.468
f75L_11_001	sign	43	6.080
f75L_11_002	sign	4	4.267
f75L_11_003	sign	23	4.262
f75L_11_004	sign	23	4.332
f75L_11_005	sign	48	5.290
f75L_11_006	sign	1	3.701
f75L_11_007	sign	15	6.454
f75L_11_008	sign	22	6.703
f75L_11_009	sign	9	6.925
f75L_11_010	sign	40	4.416
f75L_11_011	sign	37	5.337
f75L_11_012	sign	37	3.514
f75L_11_013	sign	20	6.268
f75L_11_014	sign	39	4.042
f75L_11_015	sign	7	5.321
f75L_11_016	sign	48	4.657
f75L_11_017	sign	22	5.182
f75L_11_018	sign	10	3.318
f75L_11_019	sign	48	4.767
f75L_11_020	sign	38	5.948
f75L_11_021	sign	42	5.422
f75L_11_022	sign	47	4.803
f75L_11_023	sign	49	5.992
f75L_12_001	sign	10	4.240
f75L_12_002	sign	31	5.115
f75L_12_003	sign	48	6.664
f75L_12_004	sign	32	6.500
f75L_12_005	sign	31	7.117
f75L_12_006	sign	43	6.642
f75L_12_007	sign	21	6.346
f75L_12_008	sign	0	6.492
f75L_12_009	sign	49	5.229
f75L_12_010	sign	19	3.583
f75L_12_011	sign	6	4.022
f75L_12_012	sign	23	6.024
f75L_12_013	sign	7	4.167
f75L_12_014	sign	15	4.393
f75L_12_015	sign	23	6.120
f75L_12_016	sign	24	3.282
f75L_12_017	sign	18	5.547
f75L_12_018	sign	16	4.499
f75L_12_019	sign	8	4.583
f75L_12_020	sign	17	4.715
f75L_12_021	sign	33	5.849
f75L_12_022	sign	14	5.794
f75L_13_001	sign	3	3.322
f75L_13_002	sign	18	5.959
f75L_13_003	sign	33	6.021
f75L_13_004	sign	1	2.697
f75L_13_005	sign	3	3.585
f75L_13_006	sign	7	4.921
f75L_13_007	sign	43	6.147
f75L_13_008	sign	5	4.917
f75L_13_009	sign	20	7.356
f75L_13_010	sign	18	5.159
f75L_13_011	sign	21	3.696
f75L_13_012	sign	39	4.353
f75L_13_013	sign	21	3.484
f75L_13_014	sign	5	4.583
f75L_13_015	sign	30	6.178
f75L_14_001	sign	16	6.527
f75L_14_002	sign	22	5.965
f75L_14_003	sign	10	3.341
f75L_14_004	sign	6	5.294
f75L_14_005	sign	18	5.466
f75L_14_006	sign	22	5.803
f75L_14_007	sign	40	5.336
f75L_14_008	sign	47	7.136
f75L_14_009	sign	48	4.800
f75L_14_010	sign	49	4.871
f75L_14_011	sign	36	4.980
f75L_14_012	sign	1	2.667
f75L_14_013	sign	7	4.626
f75L_14_014	sign	29	4.584
f75L_14_015	sign	8	5.011
f75L_14_016	sign	20	5.917
f75L_14_017	sign	35	6.068
f75L_15_001	sign	14	4.585
f75L_15_002	sign	0	6.520
f75L_15_003	sign	38	6.073
f75L_15_004	sign	18	5.438
f75L_15_005	sign	43	5.948
f75L_15_006	sign	21	5.310
f75L_15_007	sign	8	4.525
f75L_15_008	sign	0	6.615
f75L_15_009	sign	43	5.698
f75L_15_010	sign	20	5.858
f75L_15_011	sign	42	5.321
f75L_15_012	sign	22	6.716
f75L_15_013	sign	8	6.122
f75L_15_014	sign	6	6.062
f75L_15_015	sign	41	6.431
f75L_15_016	sign	23	7.717
f75L_15_017	sign	46	3.994
f75L_15_018	sign	27	5.632
f75L_15_019	sign	14	3.521
f75L_15_020	sign	45	3.317
f75L_15_021	sign	2	5.136
f75L_16_001	sign	35	4.408
f75L_16_002	sign	22	6.172
f75L_16_003	sign	6	6.227
f75L_16_004	sign	30	3.521
f75L_16_005	sign	21	4.149
f75L_16_006	sign	33	4.615
f75L_16_007	sign	8	4.337
f75L_16_008	sign	1	3.569
f75L_16_009	sign	17	3.869
f75L_16_010	sign	39	4.425
f75L_16_011	sign	0	6.429
f75L_16_012	sign	44	5.791
f75L_16_013	sign	3	3.909
f75L_16_014	sign	15	5.383
f75L_16_015	sign	11	5.676
f75L_16_016	sign	30	3.553
f75L_16_017	sign	10	3.142
f75L_16_018	sign	24	4.723
f75L_16_019	sign	33	6.627
f75L_16_020	sign	8	6.338
f75L_16_021	sign	30	4.028
f75L_17_001	sign	17	4.276
f75L_17_002	sign	47	4.988
f75L_17_003	sign	21	3.945
f75L_17_004	sign	6	4.493
f75L_17_005	sign	32	5.968
f75L_17_006	sign	45	3.968
f75L_17_007	sign	21	4.745
f75L_17_008	sign	22	5.605
f75L_17_009	sign	42	6.120
f75L_17_010	sign	18	6.211
f75L_17_011	sign	12	4.743
f75L_17_012	sign	17	3.261
f75L_17_013	sign	42	4.756
f75L_17_014	sign	3	4.782
f75L_17_015	sign	27	4.814
f75L_17_016	sign	37	4.140
f75L_17_017	sign	16	5.802
f75L_17_018	sign	18	7.736
f75L_17_019	sign	13	3.841
f75L_17_020	sign	32	5.776
f75L_17_021	sign	1	3.460
f75L_18_001	sign	2	4.929
f75L_18_002	sign	40	3.966
f75L_18_003	sign	25	4.594
f75L_18_004	sign	30	3.833
f75L_18_005	sign	18	5.642
f75L_18_006	sign	40	5.428
f75L_18_007	sign	31	6.757
f75L_18_008	sign	49	5.131
f75L_18_009	sign	27	3.643
f75L_18_010	sign	18	6.384
f75L_18_011	sign	30	3.684
f75L_18_012	sign	6	3.632
f75L_18_013	sign	48	5.638
f75L_18_014	sign	15	3.795
f75L_18_015	sign	17	3.327
f75L_18_016	sign	6	7.087
f75L_18_017	sign	23	4.227
f75L_18_018	sign	15	6.621
f75L_18_019	sign	23	6.420
f75L_18_020	sign	39	3.672
f75L_19_001	sign	28	4.099
f75L_19_002	sign	30	6.018
f75L_19_003	sign	22	6.146
f75L_19_004	sign	12	5.981
f75L_19_005	sign	4	5.048
f75L_19_006	sign	7	5.373
f75L_19_007	sign	41	5.935
f75L_19_008	sign	17	7.454
f75L_19_009	sign	19	3.873
f75L_19_010	sign	35	5.140
f75L_19_011	sign	20	6.991
f75L_19_012	sign	11	5.022
f75L_19_013	sign	7	6.326
f75L_19_014	sign	45	3.793
f75L_19_015	sign	8	5.461
f75L_19_016	sign	13	5.561
f75L_19_017	sign	21	7.431
f75L_19_018	sign	25	4.673
f75L_19_019	sign	25	5.163
f75L_19_020	sign	48	4.860
f75L_19_021	sign	36	4.474
f75L_19_022	sign	17	3.944
f75L_19_023	sign	49	6.391
f75L_19_024	sign	23	3.393
f75L_20_001	sign	2	5.337
f75L_20_002	sign	22	6.396
f75L_20_003	sign	14	5.407
f75L_20_004	sign	11	3.621
f75L_20_005	sign	23	6.249
f75L_20_006	sign	33	7.014
f75L_20_007	sign	28	6.536
f75L_20_008	sign	14	3.609
f75L_20_009	sign	20	6.288
f75L_20_010	sign	8	4.373
f75L_20_011	sign	30	4.918
f75L_20_012	sign	10	2.907
f75L_20_013	sign	3	6.679
f75L_20_014	sign	6	6.396
f75L_20_015	sign	1	3.416
f75L_20_016	sign	21	3.603
f75L_20_017	sign	33	7.547
f75L_20_018	sign	45	4.174
f75L_20_019	sign	44	5.111
f75L_20_020	sign	23	4.696
f75L_20_021	sign	24	3.415
f75L_20_022	sign	47	5.924
f75L_21_001	sign	40	6.613
f75L_21_002	sign	7	5.063
f75L_21_003	sign	35	4.888
f75L_21_004	sign	33	5.409
f75L_21_005	sign	43	6.269
f75L_21_006	sign	20	4.948
f75L_21_007	sign	4	5.689
f75L_21_008	sign	6	4.360
f75L_21_009	sign	14	2.611
f75L_21_010	sign	21	3.706
f75L_21_011	sign	15	3.517
f75L_21_012	sign	16	5.988
f75L_21_013	sign	33	5.602
f75L_21_014	sign	28	3.274
f75L_21_015	sign	34	5.196
f75L_21_016	sign	27	4.614
f75L_21_017	sign	15	6.314
f75L_21_018	sign	26	6.364
f75L_21_019	sign	42	5.848
f75L_21_020	sign	21	3.420
f75L_21_021	sign	23	4.234
f75L_21_022	sign	6	4.363
f75L_21_023	sign	46	5.987
f75L_22_001	sign	31	5.458
f75L_22_002	sign	31	7.255
f75L_22_003	sign	38	6.396
f75L_22_004	sign	2	5.991
f75L_22_005	sign	35	3.877
f75L_22_006	sign	35	4.527
f75L_22_007	sign	35	4.801
f75L_22_008	sign	22	5.835
f75L_22_009	sign	1	4.563
f75L_22_010	sign	10	6.388
f75L_22_011	sign	21	3.624
f75L_22_012	sign	17	4.000
f75L_22_013	sign	39	4.899
f75L_22_014	sign	24	6.371
f75L_22_015	sign	25	5.386
f75L_22_016	sign	3	4.719
f75L_22_017	sign	44	4.303
f75L_22_018	sign	42	5.175
f75L_22_019	sign	48	4.872
f75L_22_020	sign	45	3.830
f75L_22_021	sign	43	6.394
f75L_22_022	sign	44	5.632
f75L_22_023	sign	48	4.883
f75L_22_024	sign	6	5.347
f75L_22_025	sign	15	4.411
f75L_22_026	sign	7	6.504
f75L_22_027	sign	11	3.390
f75L_22_028	sign	14	2.727
f75L_22_029	sign	32	5.229
f75L_22_030	sign	32	4.585
f75L_23_001	sign	35	5.516
f75L_23_002	sign	12	5.570
f75L_23_003	sign	35	3.760
f75L_23_004	sign	22	4.724
f75L_23_005	sign	18	6.617
f75L_23_006	sign	4	6.385
f75L_23_007	sign	15	4.060
f75L_23_008	sign	33	6.910
f75L_23_009	sign	10	5.526
f75L_23_010	sign	4	4.570
f75L_23_011	sign	16	4.395
f75L_23_012	sign	17	5.149
f75L_23_013	sign	0	6.642
f75L_23_014	sign	34	3.857
f75L_23_015	sign	33	3.808
f75L_23_016	sign	40	5.762
f75L_23_017	sign	22	5.888
f75L_23_018	sign	26	4.057
f75L_23_019	sign	19	4.187
f75L_23_020	sign	21	4.761
f75L_23_021	sign	20	6.044
f75L_23_022	sign	29	5.036
f75L_23_023	sign	40	4.590
f75L_23_024	sign	22	6.777
f75L_24_001	sign	35	3.781
f75L_24_002	sign	12	5.369
f75L_24_003	sign	22	4.414
f75L_24_004	sign	18	5.397
f75L_24_005	sign	0	5.728
f75L_24_006	sign	43	5.919
f75L_24_007	sign	27	6.061
f75L_24_008	sign	28	3.753
f75L_24_009	sign	29	7.956
f75L_24_010	sign	17	3.633
f75L_24_011	sign	22	5.960
f75L_24_012	sign	27	6.555
f75L_24_013	sign	6	6.008
f75L_24_014	sign	44	4.222
f75L_24_015	sign	49	6.898
f75L_24_016	sign	6	5.997
f75L_24_017	sign	15	4.993
f75L_24_018	sign	32	5.909
f75L_24_019	sign	17	3.091
f75L_24_020	sign	22	6.391
f75L_24_021	sign	6	4.289
f75L_24_022	sign	23	4.246
f75L_24_023	sign	10	3.837
f75L_24_024	sign	14	4.438
f75L_24_025	sign	7	4.298
f75L_24_026	sign	1	4.881
f75L_24_027	sign	15	4.767
f75L_24_028	sign	43	5.692
f75L_25_001	sign	19	3.944
f75L_25_002	sign	8	4.865
f75L_25_003	sign	11	4.401
f75L_25_004	sign	42	3.850
f75L_25_005	sign	48	5.044
f75L_25_006	sign	14	3.417
f75L_25_007	sign	24	4.473
f75L_25_008	sign	20	6.785
f75L_25_009	sign	49	8.128
f75L_25_010	sign	49	4.593
f75L_25_011	sign	42	6.178
f75L_25_012	sign	20	4.566
f75L_25_013	sign	38	5.460
f75L_25_014	sign	40	5.526
f75L_26_001	sign	31	5.473
f75L_26_002	sign	45	7.850
f75L_26_003	sign	2	6.860
f75L_26_004	sign	15	5.441
f75L_26_005	sign	44	6.233
f75L_26_006	sign	22	5.716
f75L_26_007	sign	2	5.672
f75L_26_008	sign	20	4.288
f75L_26_009	sign	49	6.429
f75L_26_010	sign	39	6.423
f75L_26_011	sign	17	5.366
f75L_26_012	sign	2	5.248
f75L_26_013	sign	0	5.511
f75L_26_014	sign	49	7.286
f75L_26_015	sign	18	5.842
f75L_26_016	sign	41	3.871
f75L_26_017	sign	15	3.552
f75L_26_018	sign	30	3.593
f75L_26_019	sign	27	4.771
f75L_26_020	sign	10	5.090
f75L_26_021	sign	10	5.844
f75L_26_022	sign	15	6.691
f75L_26_023	sign	48	6.657
f75L_26_024	sign	46	4.293
f75L_26_025	sign	5	5.747
f75L_27_001	sign	14	5.012
f75L_27_002	sign	35	4.103
f75L_27_003	sign	21	5.853
f75L_27_004	sign	10	3.665
f75L_27_005	sign	20	6.766
f75L_27_006	sign	2	5.720
f75L_27_007	sign	30	3.826
f75L_27_008	sign	16	7.507
f75L_27_009	sign	31	5.646
f75L_27_010	sign	28	5.047
f75L_27_011	sign	6	5.772
f75L_27_012	sign	41	5.456
f75L_27_013	sign	5	4.521
f75L_27_014	sign	33	5.783
f75L_27_015	sign	49	7.066
f75L_27_016	sign	3	3.050
f75L_27_017	sign	15	5.205
f75L_27_018	sign	5	5.595
f75L_27_019	sign	42	5.448
f75L_27_020	sign	9	4.775
f75L_27_021	sign	23	5.405
f75L_27_022	sign	10	4.694
f75L_27_023	sign	25	5.004
f75L_27_024	sign	49	6.270
f75L_27_025	sign	49	5.799
f75L_28_001	sign	2	6.135
f75L_28_002	sign	25	6.398
f75L_28_003	sign	5	5.362
f75L_28_004	sign	4	5.448
f75L_28_005	sign	22	5.941
f75L_28_006	sign	7	5.155
f75L_28_007	sign	13	7.202
f75L_28_008	sign	5	5.857
f75L_28_009	sign	10	4.852
f75L_28_010	sign	22	7.234
f75L_28_011	sign	46	5.323
f75L_28_012	sign	44	5.379
f75L_28_013	sign	38	5.345
f75L_28_014	sign	9	4.952
f75L_28_015	sign	12	4.800
f75L_28_016	sign	37	5.478
f75L_28_017	sign	10	6.232
f75L_28_018	sign	31	6.127
f75L_28_019	sign	10	2.761
f75L_28_020	sign	6	6.505
f75L_28_021	sign	46	5.357
f75L_28_022	sign	18	5.468
f75L_28_023	sign	10	4.829
f75L_28_024	sign	7	5.858
f75L_28_025	sign	48	6.318
f75L_28_026	sign	47	6.466
f75L_28_027	sign	10	4.311
f75L_28_028	sign	6	7.006
f75L_28_029	sign	46	4.015
f75L_28_030	sign	27	5.915
f75L_28_031	sign	46	5.028
f75L_28_032	sign	36	6.859
f75L_28_033	sign	10	4.852
f75L_28_034	sign	46	5.467
f75L_28_035	sign	38	5.959
f75L_28_036	sign	25	6.516
f75L_28_037	sign	12	5.371
f75L_28_038	sign	5	6.225
f75L_29_001	sign	46	4.615
f75L_29_002	sign	5	6.153
f75L_29_003	sign	28	6.001
f75L_29_004	sign	3	3.851
f75L_29_005	sign	0	6.606
f75L_29_006	sign	35	6.019
f75L_29_007	sign	2	4.394
f75L_29_008	sign	47	7.831
f75L_29_009	sign	7	3.621
f75L_29_010	sign	5	4.772
f75L_29_011	sign	20	6.484
f75L_29_012	sign	3	6.814
f75L_29_013	sign	11	5.172
f75L_29_014	sign	32	5.415
f75L_29_015	sign	18	4.177
f75L_29_016	sign	4	5.427
f75L_29_017	sign	33	6.327
f75L_29_018	sign	43	4.947
f75L_29_019	sign	31	5.598
f75L_29_020	sign	47	5.508
f75L_29_021	sign	46	4.496
f75L_29_022	sign	31	6.927
f75L_29_023	sign	5	5.727
f75L_29_024	sign	28	6.374
f75L_29_025	sign	46	3.813
f75L_29_026	sign	30	5.633
f75L_29_027	sign	21	5.257
f75L_29_028	sign	2	4.856
f75L_29_029	sign	2	6.098
f75L_30_001	sign	45	7.274
f75L_30_002	sign	23	4.455
f75L_30_003	sign	8	5.711
f75L_30_004	sign	47	5.890
f75L_30_005	sign	41	5.620
f75L_30_006	sign	13	4.234
f75L_30_007	sign	7	4.483
f75L_30_008	sign	30	4.946
f75L_30_009	sign	6	4.499
f75L_30_010	sign	22	6.541
f75L_30_011	sign	37	7.088
f75L_30_012	sign	21	5.910
f75L_30_013	sign	29	4.172
f75L_30_014	sign	3	6.042
f75L_30_015	sign	41	5.371
f75L_30_016	sign	39	6.172
f75L_30_017	sign	1	3.412
f75L_30_018	sign	0	6.066
f75L_30_019	sign	18	6.616
f75L_30_020	sign	18	6.257
f75L_30_021	sign	20	7.943
f75L_30_022	sign	22	5.279
f75L_30_023	sign	6	4.838
f75L_30_024	sign	20	5.053
f75L_30_025	sign	8	5.914
f75L_30_026	sign	47	6.385
f75L_30_027	sign	49	6.215
f75L_30_028	sign	39	7.024
f75L_30_029	sign	45	4.173
f75L_30_030	sign	2	5.212
f75L_31_001	sign	0	6.877
f75L_31_002	sign	32	6.296
f75L_31_003	sign	40	4.730
f75L_31_004	sign	47	3.915
f75L_31_005	sign	39	3.647
f75L_31_006	sign	36	3.767
f75L_31_007	sign	47	4.689
f75L_31_008	sign	8	5.426
f75L_31_009	sign	27	3.740
f75L_31_010	sign	30	6.783
f75L_31_011	sign	15	6.998
f75L_31_012	sign	1	5.622
f75L_31_013	sign	15	3.729
f75L_31_014	sign	20	5.717
f75L_31_015	sign	1	5.062
f75L_31_016	sign	11	6.026
f75L_31_017	sign	34	4.124
f75L_31_018	sign	21	3.658
f75L_31_019	sign	28	4.196
f75L_31_020	sign	9	5.090
f75L_31_021	sign	45	4.279
f75L_31_022	sign	19	4.515
f75L_31_023	sign	12	6.359
f75L_31_024	sign	9	5.733
f75L_31_025	sign	47	7.056
f75L_31_026	sign	47	5.486
f75L_31_027	sign	14	4.868
f75L_32_001	sign	4	6.713
f75L_32_002	sign	35	4.621
f75L_32_003	sign	11	6.048
f75L_32_004	sign	6	5.472
f75L_32_005	sign	30	6.251
f75L_32_006	sign	18	5.743
f75L_32_007	sign	23	6.694
f75L_32_008	sign	1	2.863
f75L_32_009	sign	27	5.279
f75L_32_010	sign	35	5.339
f75L_32_011	sign	3	5.550
f75L_32_012	sign	29	4.156
f75L_32_013	sign	41	6.599
f75L_32_014	sign	19	4.853
f75L_32_015	sign	10	3.237
f75L_32_016	sign	44	7.408
f75L_32_017	sign	7	5.795
f75L_32_018	sign	43	6.158
f75L_32_019	sign	22	6.060
f75L_32_020	sign	11	4.129
f75L_32_021	sign	12	5.749
f75L_32_022	sign	16	4.544
f75L_32_023	sign	8	4.765
f75L_32_024	sign	19	5.743
f75L_32_025	sign	7	4.277
f75L_32_026	sign	2	5.500
f75L_33_001	sign	31	5.550
f75L_33_002	sign	15	3.572
f75L_33_003	sign	45	4.995
f75L_33_004	sign	6	6.663
f75L_33_005	sign	6	4.483
f75L_33_006	sign	8	6.735
f75L_33_007	sign	15	5.193
f75L_33_008	sign	21	3.842
f75L_33_009	sign	35	6.452
f75L_33_010	sign	35	4.807
f75L_33_011	sign	27	5.358
f75L_33_012	sign	6	5.853
f75L_33_013	sign	3	7.158
f75L_33_014	sign	36	5.256
f75L_33_015	sign	41	4.065
f75L_33_016	sign	43	6.821
f75L_33_017	sign	28	3.717
f75L_33_018	sign	33	3.850
f75L_33_019	sign	32	5.988
f75L_33_020	sign	2	6.322
f75L_33_021	sign	3	4.139
f75L_33_022	sign	33	5.129
f75L_33_023	sign	39	3.537
f75L_33_024	sign	18	5.072
f75L_33_025	sign	32	5.753
f75L_33_026	sign	30	3.740
f75L_34_001	sign	37	6.849
f75L_34_002	sign	37	5.625
f75L_34_003	sign	12	5.810
f75L_34_004	sign	3	4.997
f75L_34_005	sign	42	4.249
f75L_34_006	sign	19	4.803
f75L_34_007	sign	35	5.084
f75L_34_008	sign	27	4.673
f75L_34_009	sign	48	4.520
f75L_34_010	sign	45	4.434
f75L_34_011	sign	32	6.155
f75L_34_012	sign	21	4.828
f75L_34_013	sign	6	5.394
f75L_34_014	sign	44	6.092
f75L_34_015	sign	32	6.416
f75L_34_016	sign	40	4.838
f75L_34_017	sign	32	5.856
f75L_34_018	sign	22	5.424
f75L_34_019	sign	5	5.359
f75L_34_020	sign	39	4.811
f75L_34_021	sign	8	5.367
f75L_34_022	sign	15	4.070
f75L_34_023	sign	34	5.476
f75L_34_024	sign	43	5.497
f75L_34_025	sign	3	4.495
f75L_34_026	sign	28	3.565
f75L_34_027	sign	30	3.458
f75L_34_028	sign	35	4.606
f75L_35_001	sign	2	4.213
f75L_35_002	sign	2	5.579
f75L_35_003	sign	14	3.832
f75L_35_004	sign	1	3.829
f75L_35_005	sign	21	4.384
f75L_35_006	sign	49	5.099
f75L_35_007	sign	27	4.168
f75L_35_008	sign	38	5.630
f75L_35_009	sign	40	4.028
f75L_35_010	sign	29	5.467
f75L_35_011	sign	32	6.766
f75L_35_012	sign	23	5.418
f75L_35_013	sign	4	4.427
f75L_35_014	sign	27	4.907
