mid	page	line	x	y	w	h	rh	rw	sid
f75L_01_m0090	f75L	1	3779	191	4	5	0.294	0.235	f75L_01_028
f75L_01_m0091	f75L	1	73	196	5	4	0.235	0.294	f75L_01_001
f75L_01_m0092	f75L	1	298	196	6	8	0.471	0.353	f75L_01_002
f75L_01_m0093	f75L	1	307	196	2	3	0.176	0.118	f75L_01_002
f75L_01_m0094	f75L	1	219	209	2	3	0.176	0.118	f75L_01_002
f75L_01_m0095	f75L	1	350	230	2	3	0.176	0.118	f75L_01_002
f75L_01_m0096	f75L	1	348	241	3	3	0.176	0.176	f75L_01_002
f75L_01_m0097	f75L	1	222	247	3	6	0.353	0.176	f75L_01_002
f75L_01_m0098	f75L	1	315	249	3	3	0.176	0.176	f75L_01_002
f75L_01_m0099	f75L	1	3513	250	5	4	0.235	0.294	f75L_01_026
f75L_01_m0100	f75L	1	78	259	4	4	0.235	0.235	f75L_01_001
f75L_01_m0101	f75L	1	3501	258	3	3	0.176	0.176	f75L_01_026
f75L_01_m0102	f75L	1	3498	265	3	3	0.176	0.176	f75L_01_026
f75L_01_m0103	f75L	1	76	270	2	3	0.176	0.118	f75L_01_001
f75L_01_m0104	f75L	1	293	271	4	5	0.294	0.235	f75L_01_002
f75L_01_m0105	f75L	1	299	277	6	5	0.294	0.353	f75L_01_002
f75L_01_m0106	f75L	1	72	294	3	3	0.176	0.176	f75L_01_001
f75L_01_m0107	f75L	1	74	299	3	4	0.235	0.176	f75L_01_001
f75L_01_m0108	f75L	1	75	304	3	4	0.235	0.176	f75L_01_001
f75L_01_m0109	f75L	1	78	324	2	3	0.176	0.118	f75L_01_001
f75L_01_m0110	f75L	1	2223	332	8	7	0.412	0.471	f75L_01_013
f75L_01_m0111	f75L	1	3397	339	10	8	0.471	0.588	f75L_01_026
f75L_02_m0112	f75L	2	313	398	6	7	0.412	0.353	f75L_02_001
f75L_02_m0113	f75L	2	917	401	14	8	0.471	0.824	f75L_02_002
f75L_02_m0114	f75L	2	952	401	4	5	0.294	0.235	f75L_02_002
f75L_02_m0115	f75L	2	971	401	2	3	0.176	0.118	f75L_02_002
f75L_02_m0116	f75L	2	1036	400	3	3	0.176	0.176	f75L_02_002
f75L_02_m0117	f75L	2	980	402	3	3	0.176	0.176	f75L_02_002
f75L_02_m0118	f75L	2	1015	402	3	3	0.176	0.176	f75L_02_002
f75L_02_m0119	f75L	2	1125	405	2	4	0.235	0.118	f75L_02_003
f75L_02_m0120	f75L	2	1239	411	9	6	0.353	0.529	f75L_02_003
f75L_02_m0121	f75L	2	73	416	5	4	0.235	0.294	f75L_02_001
f75L_02_m0122	f75L	2	1586	417	4	4	0.235	0.235	f75L_02_005
f75L_02_m0123	f75L	2	74	428	5	5	0.294	0.294	f75L_02_001
f75L_03_m0124	f75L	3	2938	498	5	2	0.118	0.294	f75L_03_014
f75L_03_m0125	f75L	3	2142	500	3	2	0.118	0.176	f75L_03_012
f75L_03_m0126	f75L	3	300	502	4	8	0.471	0.235	f75L_03_001
f75L_04_m0127	f75L	4	1130	590	2	3	0.176	0.118	f75L_04_002
f75L_04_m0128	f75L	4	2130	595	4	4	0.235	0.235	f75L_04_004
f75L_05_m0129	f75L	5	351	683	3	3	0.176	0.176	f75L_05_001
f75L_05_m0130	f75L	5	2455	691	3	5	0.294	0.176	f75L_05_011
f75L_05_m0131	f75L	5	3770	693	10	8	0.471	0.588	f75L_05_018
f75L_06_m0132	f75L	6	1894	756	4	6	0.353	0.235	f75L_06_003
f75L_06_m0133	f75L	6	2732	756	4	3	0.176	0.235	f75L_06_013
f75L_06_m0134	f75L	6	3088	761	2	3	0.176	0.118	f75L_06_017
f75L_06_m0135	f75L	6	323	764	2	3	0.176	0.118	f75L_06_001
f75L_06_m0136	f75L	6	3212	786	3	3	0.176	0.176	f75L_06_018
f75L_07_m0137	f75L	7	2407	841	3	3	0.176	0.176	f75L_07_016
f75L_07_m0138	f75L	7	222	842	3	2	0.118	0.176	f75L_07_005
f75L_07_m0139	f75L	7	1249	842	5	6	0.353	0.294	f75L_07_007
f75L_07_m0140	f75L	7	2407	845	3	7	0.412	0.176	f75L_07_016
f75L_07_m0141	f75L	7	889	849	4	3	0.176	0.235	f75L_07_006
f75L_07_m0142	f75L	7	1763	849	3	3	0.176	0.176	f75L_07_012
f75L_07_m0143	f75L	7	904	855	3	3	0.176	0.176	f75L_07_006
f75L_07_m0144	f75L	7	1757	854	5	5	0.294	0.294	f75L_07_012
f75L_07_m0145	f75L	7	144	857	9	8	0.471	0.529	f75L_07_002
f75L_07_m0146	f75L	7	135	858	3	4	0.235	0.176	f75L_07_001
f75L_07_m0147	f75L	7	1340	860	4	7	0.412	0.235	f75L_07_008
f75L_07_m0148	f75L	7	299	864	2	3	0.176	0.118	f75L_07_005
f75L_07_m0149	f75L	7	133	867	7	5	0.294	0.412	f75L_07_001
f75L_07_m0150	f75L	7	1338	870	3	3	0.176	0.176	f75L_07_008
f75L_07_m0151	f75L	7	295	874	3	2	0.118	0.176	f75L_07_005
f75L_08_m0152	f75L	8	148	930	2	5	0.294	0.118	f75L_08_003
f75L_08_m0153	f75L	8	134	932	6	9	0.529	0.353	f75L_08_002
f75L_08_m0154	f75L	8	151	932	4	4	0.235	0.235	f75L_08_003
f75L_08_m0155	f75L	8	128	936	4	6	0.353	0.235	f75L_08_002
f75L_08_m0156	f75L	8	174	939	3	3	0.176	0.176	f75L_08_004
f75L_08_m0157	f75L	8	221	939	5	6	0.353	0.294	f75L_08_004
f75L_08_m0158	f75L	8	2090	942	3	3	0.176	0.176	f75L_08_014
f75L_08_m0159	f75L	8	196	945	2	3	0.176	0.118	f75L_08_004
f75L_08_m0160	f75L	8	883	945	5	9	0.529	0.294	f75L_08_007
f75L_08_m0161	f75L	8	135	946	3	3	0.176	0.176	f75L_08_002
f75L_08_m0162	f75L	8	162	946	3	3	0.176	0.176	f75L_08_004
f75L_08_m0163	f75L	8	63	948	2	3	0.176	0.118	f75L_08_001
f75L_08_m0164	f75L	8	124	948	5	8	0.471	0.294	f75L_08_002
f75L_08_m0165	f75L	8	875	949	5	4	0.235	0.294	f75L_08_007
f75L_08_m0166	f75L	8	163	950	2	3	0.176	0.118	f75L_08_004
f75L_08_m0167	f75L	8	999	951	3	3	0.176	0.176	f75L_08_007
f75L_08_m0168	f75L	8	2977	950	2	3	0.176	0.118	f75L_08_023
f75L_08_m0169	f75L	8	62	955	3	5	0.294	0.176	f75L_08_001
f75L_08_m0170	f75L	8	135	954	4	3	0.176	0.235	f75L_08_002
f75L_08_m0171	f75L	8	1521	955	3	2	0.118	0.176	f75L_08_010
f75L_08_m0172	f75L	8	1771	954	4	4	0.235	0.235	f75L_08_012
f75L_08_m0173	f75L	8	164	959	3	4	0.235	0.176	f75L_08_004
f75L_08_m0174	f75L	8	150	961	3	4	0.235	0.176	f75L_08_003
f75L_08_m0175	f75L	8	70	963	3	3	0.176	0.176	f75L_08_001
f75L_08_m0176	f75L	8	146	963	3	5	0.294	0.176	f75L_08_003
f75L_08_m0177	f75L	8	215	966	6	5	0.294	0.353	f75L_08_004
f75L_08_m0178	f75L	8	62	969	3	5	0.294	0.176	f75L_08_001
f75L_08_m0179	f75L	8	81	969	6	5	0.294	0.353	f75L_08_001
f75L_08_m0180	f75L	8	149	969	6	5	0.294	0.353	f75L_08_003
f75L_08_m0181	f75L	8	121	970	3	2	0.118	0.176	f75L_08_002
f75L_09_m0182	f75L	9	138	1017	3	6	0.353	0.176	f75L_09_002
f75L_09_m0183	f75L	9	178	1021	2	3	0.176	0.118	f75L_09_004
f75L_09_m0184	f75L	9	2367	1020	2	3	0.176	0.118	f75L_09_018
f75L_09_m0185	f75L	9	123	1022	2	7	0.412	0.118	f75L_09_002
f75L_09_m0186	f75L	9	178	1025	5	4	0.235	0.294	f75L_09_004
f75L_09_m0187	f75L	9	872	1025	4	4	0.235	0.235	f75L_09_007
f75L_09_m0188	f75L	9	126	1028	4	3	0.176	0.235	f75L_09_002
f75L_09_m0189	f75L	9	2694	1029	3	4	0.235	0.176	f75L_09_020
f75L_09_m0190	f75L	9	139	1031	7	7	0.412	0.412	f75L_09_002
f75L_09_m0191	f75L	9	904	1030	2	3	0.176	0.118	f75L_09_007
f75L_09_m0192	f75L	9	909	1032	3	3	0.176	0.176	f75L_09_008
f75L_09_m0193	f75L	9	1357	1033	10	9	0.529	0.588	f75L_09_009
f75L_09_m0194	f75L	9	2694	1034	4	8	0.471	0.235	f75L_09_020
f75L_09_m0195	f75L	9	64	1036	2	3	0.176	0.118	f75L_09_001
f75L_09_m0196	f75L	9	128	1036	3	4	0.235	0.176	f75L_09_002
f75L_09_m0197	f75L	9	160	1036	4	6	0.353	0.235	f75L_09_004
f75L_09_m0198	f75L	9	3363	1037	2	3	0.176	0.118	f75L_09_027
f75L_09_m0199	f75L	9	71	1039	2	3	0.176	0.118	f75L_09_001
f75L_09_m0200	f75L	9	123	1039	2	3	0.176	0.118	f75L_09_002
f75L_09_m0201	f75L	9	913	1038	2	3	0.176	0.118	f75L_09_008
f75L_09_m0202	f75L	9	3347	1038	2	3	0.176	0.118	f75L_09_026
f75L_09_m0203	f75L	9	175	1040	3	4	0.235	0.176	f75L_09_004
f75L_09_m0204	f75L	9	65	1042	4	3	0.176	0.235	f75L_09_001
f75L_09_m0205	f75L	9	136	1042	3	2	0.118	0.176	f75L_09_002
f75L_10_m0206	f75L	10	186	1102	4	7	0.412	0.235	f75L_10_008
f75L_10_m0207	f75L	10	202	1102	4	8	0.471	0.235	f75L_10_009
f75L_10_m0208	f75L	10	191	1105	4	3	0.176	0.235	f75L_10_008
f75L_10_m0209	f75L	10	292	1105	3	4	0.235	0.176	f75L_10_010
f75L_10_m0210	f75L	10	932	1104	2	3	0.176	0.118	f75L_10_011
f75L_10_m0211	f75L	10	1705	1105	3	5	0.294	0.176	f75L_10_014
f75L_10_m0212	f75L	10	1929	1104	2	4	0.235	0.118	f75L_10_015
f75L_10_m0213	f75L	10	178	1106	7	6	0.353	0.412	f75L_10_008
f75L_10_m0214	f75L	10	942	1107	4	4	0.235	0.235	f75L_10_011
f75L_10_m0215	f75L	10	138	1109	11	9	0.529	0.647	f75L_10_004
f75L_10_m0216	f75L	10	194	1109	2	3	0.176	0.118	f75L_10_008
f75L_10_m0217	f75L	10	226	1108	3	3	0.176	0.176	f75L_10_010
f75L_10_m0218	f75L	10	897	1108	8	9	0.529	0.471	f75L_10_011
f75L_10_m0219	f75L	10	122	1110	4	3	0.176	0.235	f75L_10_003
f75L_10_m0220	f75L	10	172	1110	4	3	0.176	0.235	f75L_10_007
f75L_10_m0221	f75L	10	202	1111	3	6	0.353	0.176	f75L_10_009
f75L_10_m0222	f75L	10	218	1111	4	4	0.235	0.235	f75L_10_010
f75L_10_m0223	f75L	10	892	1111	3	3	0.176	0.176	f75L_10_011
f75L_10_m0224	f75L	10	167	1113	2	3	0.176	0.118	f75L_10_006
f75L_10_m0225	f75L	10	963	1113	4	7	0.412	0.235	f75L_10_011
f75L_10_m0226	f75L	10	67	1115	3	6	0.353	0.176	f75L_10_001
f75L_10_m0227	f75L	10	123	1115	5	4	0.235	0.294	f75L_10_003
f75L_10_m0228	f75L	10	177	1114	2	3	0.176	0.118	f75L_10_008
f75L_10_m0229	f75L	10	170	1121	5	8	0.471	0.294	f75L_10_007
f75L_10_m0230	f75L	10	221	1120	3	2	0.118	0.176	f75L_10_010
f75L_10_m0231	f75L	10	150	1126	3	3	0.176	0.176	f75L_10_005
f75L_10_m0232	f75L	10	358	1126	3	3	0.176	0.176	f75L_10_010
f75L_10_m0233	f75L	10	146	1130	3	3	0.176	0.176	f75L_10_004
f75L_10_m0234	f75L	10	185	1130	3	3	0.176	0.176	f75L_10_008
f75L_10_m0235	f75L	10	159	1140	2	3	0.176	0.118	f75L_10_006
f75L_10_m0236	f75L	10	360	1141	3	3	0.176	0.176	f75L_10_010
f75L_11_m0237	f75L	11	996	1192	5	8	0.471	0.294	f75L_11_006
f75L_11_m0238	f75L	11	65	1198	8	9	0.529	0.471	f75L_11_001
f75L_11_m0239	f75L	11	1165	1200	3	4	0.235	0.176	f75L_11_007
f75L_11_m0240	f75L	11	2600	1202	6	6	0.353	0.353	f75L_11_016
f75L_11_m0241	f75L	11	1206	1206	2	3	0.176	0.118	f75L_11_007
f75L_11_m0242	f75L	11	170	1211	2	3	0.176	0.118	f75L_11_003
f75L_11_m0243	f75L	11	235	1213	3	3	0.176	0.176	f75L_11_004
f75L_11_m0244	f75L	11	3198	1216	3	3	0.176	0.176	f75L_11_020
f75L_11_m0245	f75L	11	151	1219	12	8	0.471	0.706	f75L_11_002
f75L_11_m0246	f75L	11	166	1218	6	4	0.235	0.353	f75L_11_003
f75L_11_m0247	f75L	11	2328	1218	3	2	0.118	0.176	f75L_11_015
f75L_11_m0248	f75L	11	182	1220	3	6	0.353	0.176	f75L_11_003
f75L_11_m0249	f75L	11	3196	1221	9	7	0.412	0.529	f75L_11_020
f75L_11_m0250	f75L	11	164	1224	3	3	0.176	0.176	f75L_11_003
f75L_11_m0251	f75L	11	319	1224	7	6	0.353	0.412	f75L_11_005
f75L_11_m0252	f75L	11	3255	1227	2	4	0.235	0.118	f75L_11_020
f75L_12_m0253	f75L	12	297	1277	2	4	0.235	0.118	f75L_12_006
f75L_12_m0254	f75L	12	1793	1276	4	3	0.176	0.235	f75L_12_010
f75L_12_m0255	f75L	12	993	1281	3	3	0.176	0.176	f75L_12_007
f75L_12_m0256	f75L	12	3383	1280	4	4	0.235	0.235	f75L_12_022
f75L_12_m0257	f75L	12	1787	1283	5	4	0.235	0.294	f75L_12_010
f75L_12_m0258	f75L	12	144	1287	3	3	0.176	0.176	f75L_12_003
f75L_12_m0259	f75L	12	176	1287	4	5	0.294	0.235	f75L_12_003
f75L_12_m0260	f75L	12	3657	1286	4	2	0.118	0.235	f75L_12_024
f75L_12_m0261	f75L	12	2183	1288	7	8	0.471	0.412	f75L_12_012
f75L_12_m0262	f75L	12	2262	1290	3	4	0.235	0.176	f75L_12_012
f75L_12_m0263	f75L	12	69	1294	3	3	0.176	0.176	f75L_12_001
f75L_12_m0264	f75L	12	2261	1295	3	3	0.176	0.176	f75L_12_012
f75L_12_m0265	f75L	12	96	1297	4	4	0.235	0.235	f75L_12_002
f75L_12_m0266	f75L	12	2969	1297	2	3	0.176	0.118	f75L_12_020
f75L_12_m0267	f75L	12	230	1299	3	3	0.176	0.176	f75L_12_006
f75L_12_m0268	f75L	12	2135	1298	3	3	0.176	0.176	f75L_12_011
f75L_12_m0269	f75L	12	204	1302	4	6	0.353	0.235	f75L_12_006
f75L_12_m0270	f75L	12	2050	1302	2	3	0.176	0.118	f75L_12_011
f75L_12_m0271	f75L	12	2138	1303	2	4	0.235	0.118	f75L_12_011
f75L_13_m0272	f75L	13	148	1363	4	8	0.471	0.235	f75L_13_003
f75L_13_m0273	f75L	13	3303	1366	3	4	0.235	0.176	f75L_13_025
f75L_13_m0274	f75L	13	155	1368	3	3	0.176	0.176	f75L_13_003
f75L_13_m0275	f75L	13	1418	1368	4	4	0.235	0.235	f75L_13_011
f75L_13_m0276	f75L	13	156	1372	2	3	0.176	0.118	f75L_13_003
f75L_13_m0277	f75L	13	176	1373	3	4	0.235	0.176	f75L_13_005
f75L_13_m0278	f75L	13	1419	1373	3	4	0.235	0.176	f75L_13_011
f75L_13_m0279	f75L	13	3107	1373	2	3	0.176	0.118	f75L_13_025
f75L_13_m0280	f75L	13	3113	1372	2	3	0.176	0.118	f75L_13_025
f75L_13_m0281	f75L	13	315	1374	2	3	0.176	0.118	f75L_13_007
f75L_13_m0282	f75L	13	1443	1375	4	4	0.235	0.235	f75L_13_011
f75L_13_m0283	f75L	13	1630	1375	3	3	0.176	0.176	f75L_13_015
f75L_13_m0284	f75L	13	1641	1376	3	3	0.176	0.176	f75L_13_015
f75L_13_m0285	f75L	13	1897	1377	2	3	0.176	0.118	f75L_13_018
f75L_13_m0286	f75L	13	2920	1377	2	3	0.176	0.118	f75L_13_024
f75L_13_m0287	f75L	13	148	1378	6	5	0.294	0.353	f75L_13_003
f75L_13_m0288	f75L	13	1422	1379	5	4	0.235	0.294	f75L_13_011
f75L_13_m0289	f75L	13	2286	1379	3	2	0.118	0.176	f75L_13_020
f75L_13_m0290	f75L	13	178	1380	3	2	0.118	0.176	f75L_13_005
f75L_13_m0291	f75L	13	73	1383	4	4	0.235	0.235	f75L_13_001
f75L_13_m0292	f75L	13	1422	1382	8	9	0.529	0.471	f75L_13_011
f75L_13_m0293	f75L	13	2992	1383	4	5	0.294	0.235	f75L_13_024
f75L_13_m0294	f75L	13	83	1385	3	8	0.471	0.176	f75L_13_002
f75L_13_m0295	f75L	13	1232	1384	2	3	0.176	0.118	f75L_13_010
f75L_13_m0296	f75L	13	87	1387	3	3	0.176	0.176	f75L_13_002
f75L_13_m0297	f75L	13	148	1387	3	3	0.176	0.176	f75L_13_003
f75L_13_m0298	f75L	13	176	1386	4	7	0.412	0.235	f75L_13_005
f75L_13_m0299	f75L	13	320	1386	2	3	0.176	0.118	f75L_13_007
f75L_13_m0300	f75L	13	73	1388	3	2	0.118	0.176	f75L_13_001
f75L_13_m0301	f75L	13	226	1390	3	3	0.176	0.176	f75L_13_006
f75L_13_m0302	f75L	13	3139	1391	3	5	0.294	0.176	f75L_13_025
f75L_13_m0303	f75L	13	72	1393	5	4	0.235	0.294	f75L_13_001
f75L_13_m0304	f75L	13	87	1393	3	3	0.176	0.176	f75L_13_002
f75L_13_m0305	f75L	13	1443	1394	2	3	0.176	0.118	f75L_13_011
f75L_13_m0306	f75L	13	3798	1397	2	4	0.235	0.118	f75L_13_027
f75L_13_m0307	f75L	13	82	1398	5	5	0.294	0.294	f75L_13_002
f75L_13_m0308	f75L	13	89	1399	3	4	0.235	0.176	f75L_13_002
f75L_13_m0309	f75L	13	147	1401	4	3	0.176	0.235	f75L_13_003
f75L_13_m0310	f75L	13	151	1404	5	3	0.176	0.294	f75L_13_003
f75L_13_m0311	f75L	13	227	1404	3	3	0.176	0.176	f75L_13_006
f75L_14_m0312	f75L	14	96	1456	3	4	0.235	0.176	f75L_14_001
f75L_14_m0313	f75L	14	168	1456	4	4	0.235	0.235	f75L_14_003
f75L_14_m0314	f75L	14	149	1461	3	4	0.235	0.176	f75L_14_002
f75L_14_m0315	f75L	14	198	1461	3	2	0.118	0.176	f75L_14_004
f75L_14_m0316	f75L	14	1994	1461	2	3	0.176	0.118	f75L_14_014
f75L_14_m0317	f75L	14	1882	1465	3	3	0.176	0.176	f75L_14_014
f75L_14_m0318	f75L	14	83	1467	2	3	0.176	0.118	f75L_14_001
f75L_14_m0319	f75L	14	1991	1467	5	4	0.235	0.294	f75L_14_014
f75L_14_m0320	f75L	14	191	1469	2	4	0.235	0.118	f75L_14_004
f75L_14_m0321	f75L	14	308	1468	6	7	0.412	0.353	f75L_14_007
f75L_14_m0322	f75L	14	2715	1469	5	3	0.176	0.294	f75L_14_017
f75L_14_m0323	f75L	14	1484	1470	5	7	0.412	0.294	f75L_14_012
f75L_14_m0324	f75L	14	2695	1473	3	3	0.176	0.176	f75L_14_016
f75L_14_m0325	f75L	14	147	1475	3	2	0.118	0.176	f75L_14_002
f75L_14_m0326	f75L	14	207	1476	4	2	0.118	0.235	f75L_14_006
f75L_14_m0327	f75L	14	3702	1479	4	8	0.471	0.235	f75L_14_024
f75L_14_m0328	f75L	14	73	1480	8	5	0.294	0.471	f75L_14_001
f75L_14_m0329	f75L	14	209	1481	3	4	0.235	0.176	f75L_14_006
f75L_14_m0330	f75L	14	319	1481	3	3	0.176	0.176	f75L_14_007
f75L_14_m0331	f75L	14	3119	1481	3	4	0.235	0.176	f75L_14_022
f75L_14_m0332	f75L	14	177	1482	4	3	0.176	0.235	f75L_14_003
f75L_14_m0333	f75L	14	359	1482	2	3	0.176	0.118	f75L_14_007
f75L_14_m0334	f75L	14	190	1486	3	3	0.176	0.176	f75L_14_004
f75L_14_m0335	f75L	14	132	1488	2	3	0.176	0.118	f75L_14_002
f75L_14_m0336	f75L	14	78	1490	3	3	0.176	0.176	f75L_14_001
f75L_14_m0337	f75L	14	314	1491	3	3	0.176	0.176	f75L_14_007
f75L_14_m0338	f75L	14	2922	1490	4	3	0.176	0.235	f75L_14_021
f75L_15_m0339	f75L	15	338	1548	3	3	0.176	0.176	f75L_15_008
f75L_15_m0340	f75L	15	338	1552	4	5	0.294	0.235	f75L_15_008
f75L_15_m0341	f75L	15	207	1554	3	3	0.176	0.176	f75L_15_006
