line	pos	group	conf	note
5207p1L10	19	15	H	
5207p1L10	20	22	H	
5207p1L10	21	10	H	
5207p1L10	22	34	H	
5207p1L11	1	15	H	
5207p1L11	2	35	H	
5207p1L11	3	36	H	
5207p1L11	4	10	H	
5207p1L11	5	39	H	
5207p1L11	6	53	H	
5207p1L11	7	38	H	
5207p1L11	8	10	H	
5207p1L11	9	59	H	
5207p1L11	10	33	H	
5207p1L11	11	21	H	
5207p1L11	12	9	H	
5207p1L11	13	36	H	
5207p1L11	14	15	H	
5207p1L11	15	26	H	
5207p1L11	16	37	H	
5207p1L11	17	35	H	
5207p1L11	18	30	H	
5207p1L11	19	39	H	
5207p1L11	20	59	H	
5207p1L11	21	50	H	
5207p1L11	22	22	H	
5207p1L12	1	10	H	
5207p1L12	2	44	H	
5207p1L12	3	28	H	
5207p1L12	4	18	H	
5207p1L12	5	39	H	
5207p1L12	6	5	H	
5207p1L12	7	56	H	
5207p1L12	8	46	H	
5207p1L12	9	9	H	
5207p1L12	10	41	H	
5207p1L12	11	25	H	
5207p1L12	12	37	H	
5207p1L12	13	15	H	
5207p1L12	14	25	H	
5207p1L12	15	39	H	
5207p1L12	16	7	H	
5207p1L12	17	10	H	
5207p1L12	18	22	H	
5207p1L12	19	15	H	
5207p1L12	20	26	H	
5207p1L12	21	38	H	
5207p1L12	22	33	H	
5207p1L13	1	9	H	
5207p1L13	2	44	H	
5207p1L13	3	50	H	
5207p1L13	4	27	H	
5207p1L13	5	39	H	
5207p1L13	6	35	H	
5207p1L13	7	10	H	
5207p1L13	8	8	H	
5207p1L13	9	15	H	
5207p1L13	10	36	H	
5207p1L13	11	34	H	
5207p1L13	12	12	H	
5207p1L13	13	10	H	
5207p1L13	14	34	H	
5207p1L13	15	26	H	
5207p1L13	16	15	H	
5207p1L13	17	53	H	
5207p1L13	18	40	H	
5207p1L13	19	24	H	
5207p1L13	20	48	H	
5207p1L14	1	w:Daquoy pour ce moyen.	M	clear text, approximate reading
5207p1L14	2	2	H	
5207p1L14	3	40	H	
5207p1L14	4	50	H	
5207p1L14	5	3	H	
5207p1L14	6	9	H	
5207p1L14	7	35	H	
5207p1L14	8	38	H	
5207p1L14	9	10	H	
5207p1L14	10	12	H	
5207p1L14	11	10	H	
5207p1L14	12	35	H	
5207p1L14	13	6	H	
5207p1L14	14	41	H	
5207p1L14	15	59	H	
5207p1L14	16	40	H	
5207p1L14	17	9	H	
5207p1L14	18	33	H	
5207p1L14	19	37	H	
5207p1L15	1	10	H	
5207p1L15	2	44	H	
5207p1L15	3	1	H	
5207p1L15	4	33	H	
5207p1L15	5	8	H	
5207p1L15	6	10	H	
5207p1L15	7	22	H	
5207p1L15	8	2	H	
5207p1L15	9	49	H	
5207p1L15	10	26	H	
5207p1L15	11	10	H	
5207p1L15	12	9	H	
5207p1L15	13	28	H	
5207p1L15	14	39	H	
5207p1L15	15	56	H	
5207p1L15	16	15	H	
5207p1L15	17	26	H	
5207p1L15	18	3	H	
5207p1L15	19	35	H	
5207p1L15	20	56	H	
5207p1L15	21	1	H	
5207p1L15	22	40	H	
5207p1L15	23	34	H	
5207p1L16	1	9	H	
5207p1L16	2	33	H	
5207p1L16	3	56	H	
5207p1L16	4	10	H	
5207p1L16	5	21	H	
5207p1L16	6	3	H	
5207p1L16	7	7	H	
5207p1L16	8	17	H	
5207p1L16	9	5	H	
5207p1L16	10	38	H	
5207p1L16	11	10	H	
5207p1L16	12	22	H	
5207p1L16	13	9	H	
5207p1L16	14	56	H	
5207p1L16	15	37	H	
5207p1L16	16	50	H	
5207p1L16	17	15	H	
5207p1L16	18	140	M	written as one run '140' with overline, digits run together - possibly '1' + '40' merged; numeral >100, unusual on this page
5207p1L16	19	40	H	
5207p1L16	20	9	H	
5207p1L16	21	50	H	sep. written as period
5207p1L16	22	33	H	
5207p1L16	23	15	H	
5207p1L16	24	53	H	
5207p1L16	25	6	H	
5207p1L17	1	16	H	
5207p1L17	2	41	H	
5207p1L17	3	36	H	
5207p1L17	4	15	H	
5207p1L17	5	31	H	
5207p1L17	6	39	H	
5207p1L17	7	41	H	
5207p1L17	8	53	H	
5207p1L17	9	37	H	
5207p1L17	10	33	H	
5207p1L17	11	9	H	
5207p1L17	12	12	H	
5207p1L17	13	9	H	
5207p1L17	14	36	H	
5207p1L17	15	1	H	
5207p1L17	16	7	H	
5207p1L17	17	39	H	
5207p1L17	18	2	H	
5207p1L17	19	39	H	
5207p1L17	20	37	H	
5207p1L17	21	3	H	
5207p1L17	22	17	H	
5207p1L17	23	14	H	
5207p1L17	24	15	H	
5207p1L18	1	9	H	
5207p1L18	2	38	H	
5207p1L18	3	12	H	
5207p1L18	4	41	H	
5207p1L18	5	26	H	
5207p1L18	6	38	H	
5207p1L18	7	22	H	
5207p1L18	8	10	H	
5207p1L18	9	26	H	
5207p1L18	10	25	H	
5207p1L18	11	9	H	
5207p1L18	12	23	H	
5207p1L18	13	45	H	
5207p1L18	14	36	H	
5207p1L18	15	10	H	
5207p1L18	16	44	H	
5207p1L18	17	41	H	
5207p1L18	18	59	H	
5207p1L18	19	39	H	
5207p1L18	20	33	H	
5207p1L18	21	28	H	
5207p1L18	22	27	H	
5207p1L19	1	37	H	
5207p1L19	2	13	H	
5207p1L19	3	34	H	
5207p1L19	4	3	H	
5207p1L19	5	25	H	
5207p1L19	6	8	H	
5207p1L19	7	15	H	
5207p1L19	8	23	H	
5207p1L19	9	15	H	
5207p1L19	10	39	H	
5207p1L19	11	37	H	
5207p1L19	12	29	H	
5207p1L19	13	50	H	
5207p1L19	14	9	H	
5207p1L19	15	59	H	
5207p1L19	16	2	H	
5207p1L19	17	33	H	
5207p1L19	18	28	H	
5207p1L19	19	18	H	
5207p1L19	20	34	H	
5207p1L19	21	3	H	
5207p1L19	22	15	H	
5207p1L19	23	27	H	
5207p1L20	1	37	H	
5207p1L20	2	33	H	
5207p1L20	3	18	H	
5207p1L20	4	9	H	
5207p1L20	5	15	H	
5207p1L20	6	39	H	
5207p1L20	7	39	H	
5207p1L20	8	9	H	
5207p1L20	9	36	H	
5207p1L20	10	37	H	
5207p1L20	11	9	H	
5207p1L20	12	10	H	
5207p1L20	13	47	H	
5207p1L20	14	59	H	
5207p1L20	15	9	H	
5207p1L20	16	22	H	
5207p1L20	17	33	H	
5207p1L20	18	15	H	
5207p1L20	19	6	H	
5207p1L20	20	16	H	
5207p1L20	21	2	H	
5207p1L20	22	25	M	glyph has a diagonal stroke through it, poss. correction, read as 25
5207p1L20	23	56	H	
5207p1L20	24	9	H	
5207p1L21	1	8	H	
5207p1L21	2	10	H	
5207p1L21	3	53	H	
5207p1L21	4	34	H	
5207p1L21	5	41	H	
5207p1L21	6	27	H	
5207p1L21	7	53	H	
5207p1L21	8	12	H	
5207p1L21	9	15	H	
5207p1L21	10	18	H	
5207p1L21	11	50	H	
5207p1L21	12	3	H	
5207p1L21	13	16	H	
5207p1L21	14	6	H	
5207p1L21	15	15	H	
5207p1L21	16	11	H	
5207p1L21	17	13	H	
5207p1L21	18	9	H	
5207p1L21	19	37	H	
5207p1L21	20	7	H	
5207p1L21	21	15	H	
5207p1L21	22	29	H	
5207p1L21	23	33	H	
5207p1L21	24	41	H	
5207p1L22	1	26	H	
5207p1L22	2	14	H	
5207p1L22	3	39	H	
5207p1L22	4	10	H	
5207p1L22	5	48	H	
5207p1L22	6	15	H	
5207p1L22	7	56	H	
5207p1L22	8	44	H	
5207p1L22	9	42	H	
5207p1L22	10	3	H	
5207p1L22	11	40	H	
5207p1L22	12	36	H	
5207p1L22	13	35	H	
5207p1L22	14	45	H	
5207p1L22	15	12	H	
5207p1L22	16	39	H	
5207p1L22	17	44	H	
5207p1L22	18	50	H	
5207p1L22	19	27	H	
5207p1L22	20	39	H	
5207p1L23	1	9	H	
5207p1L23	2	15	H	
5207p1L23	3	12	H	
5207p1L23	4	15	H	
5207p1L23	5	6	H	
5207p1L23	6	28	H	
5207p1L23	7	39	H	
5207p1L23	8	7	H	
5207p1L23	9	9	H	sep. written as period
5207p1L23	10	w:Daquoy pour prevenir a toute fin en fin de sudanya	L	clear text, hard to parse, approximate reading
5207p1L24	1	w:Je sera bay que vous,	M	clear text, approximate reading
5207p1L24	2	19	H	
5207p1L24	3	31	H	
5207p1L24	4	41	H	
5207p1L24	5	50	H	
5207p1L24	6	8	H	
5207p1L24	7	41	H	
5207p1L24	8	26	H	
5207p1L24	9	25	H	
5207p1L24	10	9	H	
5207p1L24	11	48	H	
5207p1L24	12	12	H	
5207p1L24	13	10	H	
5207p1L24	14	38	H	
5207p1L24	15	41	H	
5207p1L24	16	59	H	
5207p1L24	17	56	H	
5207p1L25	1	2	H	
5207p1L25	2	8	H	
5207p1L25	3	59	H	
5207p1L25	4	27	H	
5207p1L25	5	53	H	
5207p1L25	6	3	H	
5207p1L25	7	59	H	
5207p1L25	8	36	H	
5207p1L25	9	9	H	
5207p1L25	10	24	H	
5207p1L25	11	41	H	
5207p1L25	12	39	H	sep. written as period
5207p1L25	13	4	H	
5207p1L25	14	15	H	
5207p1L25	15	34	H	
5207p1L25	16	5	H	
5207p1L25	17	15	H	
5207p1L25	18	28	H	
5207p1L25	19	59	H	
5207p1L25	20	3	H	
5207p1L25	21	59	H	
5207p1L25	22	56	H	
5207p1L25	23	34	H	
5207p1L26	1	10	H	
5207p1L26	2	53	H	
5207p1L26	3	32	H	
5207p1L26	4	40	H	
5207p1L26	5	9	H	
5207p1L26	6	56	H	
5207p1L26	7	33	H	
5207p1L26	8	41	H	
5207p1L26	9	59	H	
5207p1L26	10	40	H	
5207p1L26	11	10	H	
5207p1L26	12	33	H	
5207p1L26	13	10	H	
5207p1L26	14	47	H	
5207p1L26	15	40	H	
5207p1L26	16	46	H	
5207p1L26	17	9	M	small double-dot flourish above this and next group, poss. correction mark
5207p1L26	18	41	H	
5207p1L26	19	26	H	
5207p1L26	20	34	H	
5207p1L26	21	10	H	
5207p1L26	22	39	H	
5207p1L27	1	27	H	
5207p1L27	2	50	H	
5207p1L27	3	43	H	
5207p1L27	4	2	H	
5207p1L27	5	12	H	
5207p1L27	6	17	H	
5207p1L27	7	39	H	
5207p1L27	8	47	H	
5207p1L27	9	59	H	
5207p1L27	10	27	H	
5207p1L27	11	33	H	
5207p1L27	12	48	H	sep. written as period
5207p1L27	13	25	H	
5207p1L27	14	1	H	
5207p1L27	15	7	H	
5207p1L27	16	27	H	
5207p1L27	17	41	H	
5207p1L27	18	59	H	
5207p1L27	19	36	H	
5207p1L27	20	38	H	
5207p1L27	21	10	H	
5207p1L28	1	26	H	
5207p1L28	2	56	H	
5207p1L28	3	12	H	
5207p1L28	4	41	H	
5207p1L28	5	66	H	
5207p1L28	6	2	H	
5207p1L28	7	6	H	
5207p1L28	8	15	H	
5207p1L28	9	47	H	
5207p1L28	10	59	H	
5207p1L28	11	15	H	
5207p1L28	12	33	H	
5207p1L28	13	15	H	
5207p1L28	14	25	H	
5207p1L28	15	39	H	
5207p1L28	16	15	H	
5207p1L28	17	36	H	
5207p1L28	18	18	H	
5207p1L28	19	22	H	
5207p1L28	20	15	H	
5207p1L28	21	40	H	
5207p1L29	1	50	H	
5207p1L29	2	44	H	
5207p1L29	3	41	H	
5207p1L29	4	59	H	
5207p1L29	5	34	H	
5207p1L29	6	33	H	
5207p1L29	7	41	H	
5207p1L29	8	18	H	
5207p1L29	9	56	H	
5207p1L29	10	18	H	
5207p1L29	11	1	H	
5207p1L29	12	17	H	
5207p1L29	13	33	H	
5207p1L29	14	15	H	
5207p1L29	15	10	H	
5207p1L29	16	26	H	
5207p1L29	17	38	H	
5207p1L29	18	15	H	
5207p1L29	19	26	H	
5207p1L30	1	8	H	
5207p1L30	2	33	H	
5207p1L30	3	15	H	
5207p1L30	4	30	H	
5207p1L30	5	22	H	
5207p1L30	6	40	H	
5207p1L30	7	26	H	
5207p1L30	8	12	H	
5207p1L30	9	15	H	
5207p1L30	10	9	H	
5207p1L30	11	13	H	
5207p1L30	12	32	H	
5207p1L30	13	40	H	
5207p1L30	14	17	H	
5207p1L30	15	18	H	
5207p1L30	16	36	H	
5207p1L30	17	38	H	
5207p1L30	18	5	H	
5207p1L30	19	41	H	
5207p1L30	20	39	H	
