line	pos	group	conf	note
5205p1L15	17	104	H	
5205p1L15	18	21	H	
5205p1L15	19	85	H	
5205p1L16	1	133	H	
5205p1L16	2	80	H	
5205p1L16	3	83	H	
5205p1L16	4	13	H	
5205p1L16	5	38	H	
5205p1L16	6	102	H	
5205p1L16	7	27	H	
5205p1L16	8	105	H	
5205p1L16	9	81	H	
5205p1L16	10	76	H	
5205p1L16	11	84	H	
5205p1L16	12	117	H	
5205p1L16	13	81	H	
5205p1L16	14	38	H	
5205p1L16	15	21	H	
5205p1L16	16	81	H	
5205p1L16	17	123	H	
5205p1L17	1	33	H	
5205p1L17	2	6	H	
5205p1L17	3	38	H	
5205p1L17	4	27	H	
5205p1L17	5	105	H	
5205p1L17	6	7	H	
5205p1L17	7	39	H	
5205p1L17	8	22	H	
5205p1L17	9	27	H	
5205p1L17	10	82	H	
5205p1L17	11	2	H	
5205p1L17	12	113	H	
5205p1L17	13	63	H	
5205p1L17	14	118	H	
5205p1L17	15	84	H	
5205p1L17	16	27	H	
5205p1L17	17	116	H	
5205p1L17	18	85	H	
5205p1L18	1	13	H	
5205p1L18	2	83	H	
5205p1L18	3	104	H	
5205p1L18	4	2	H	
5205p1L18	5	84	H	
5205p1L18	6	79	H	
5205p1L18	7	65	H	
5205p1L18	8	37	H	
5205p1L18	9	31	H	
5205p1L18	10	65	H	
5205p1L18	11	2	H	
5205p1L18	12	34	H	
5205p1L18	13	18	H	
5205p1L18	14	37	H	
5205p1L18	15	81	H	
5205p1L18	16	4	H	
5205p1L18	17	105	H	
5205p1L19	1	77	H	
5205p1L19	2	84	H	
5205p1L19	3	39	H	
5205p1L19	4	9	H	
5205p1L19	5	38	H	
5205p1L19	6	28	H	
5205p1L19	7	1	H	
5205p1L19	8	54	H	
5205p1L19	9	79	H	
5205p1L19	10	65	H	
5205p1L19	11	37	H	
5205p1L19	12	31	H	
5205p1L19	13	21	H	
5205p1L19	14	84	H	
5205p1L19	15	27	H	
5205p1L19	16	4	H	
5205p1L19	17	81	H	
5205p1L20	1	117	H	
5205p1L20	2	83	H	
5205p1L20	3	27	H	
5205p1L20	4	32	H	
5205p1L20	5	84	H	
5205p1L20	6	4	H	
5205p1L20	7	73	H	
5205p1L20	8	9	H	
5205p1L20	9	22	H	
5205p1L20	10	81	H	
5205p1L20	11	27	H	
5205p1L20	12	38	H	
5205p1L20	13	81	H	
5205p1L20	14	2	H	
5205p1L20	15	37	H	
5205p1L20	16	61	H	
5205p1L20	17	38	H	
5205p1L21	1	72	H	
5205p1L21	2	37	H	
5205p1L21	3	1	H	
5205p1L21	4	82	H	
5205p1L21	5	74	H	
5205p1L21	6	81	H	
5205p1L21	7	23	H	
5205p1L21	8	31	H	
5205p1L21	9	104	H	
5205p1L21	10	34	H	
5205p1L21	11	39	H	
5205p1L21	12	77	H	
5205p1L21	13	82	H	
5205p1L21	14	76	H	
5205p1L21	15	82	H	
5205p1L21	16	116	H	
5205p1L21	17	84	H	
5205p1L21	18	27	H	
5205p1L22	1	90	H	
5205p1L22	2	23	H	
5205p1L22	3	81	H	
5205p1L22	4	24	H	
5205p1L22	5	85	H	
5205p1L22	6	27	H	
5205p1L22	7	17	H	
5205p1L22	8	37	H	
5205p1L22	9	104	H	
5205p1L22	10	116	H	
5205p1L22	11	81	H	
5205p1L22	12	87	H	
5205p1L22	13	61	H	
5205p1L22	14	104	H	
5205p1L22	15	74	H	
5205p1L22	16	34	H	
5205p1L23	1	38	H	
5205p1L23	2	8	H	
5205p1L23	3	37	H	
5205p1L23	4	27	H	
5205p1L23	5	11	H	
5205p1L23	6	23	H	
5205p1L23	7	101	H	
5205p1L23	8	81	H	
5205p1L23	9	22	H	
5205p1L23	10	77	H	
5205p1L23	11	81	H	
5205p1L23	12	1	H	
5205p1L23	13	83	H	
5205p1L23	14	27	H	
5205p1L23	15	13	H	
5205p1L23	16	61	H	
5205p1L23	17	24	H	
5205p1L23	18	92	H	
5205p1L24	1	4	H	
5205p1L24	2	81	H	
5205p1L24	3	22	H	
5205p1L24	4	65	H	
5205p1L24	5	37	H	
5205p1L24	6	74	H	
5205p1L24	7	38	H	
5205p1L24	8	2	H	
5205p1L24	9	81	H	
5205p1L24	10	79	H	
5205p1L24	11	103	H	
5205p1L24	12	114	H	
5205p1L24	13	105	H	
5205p1L24	14	94	H	
5205p1L24	15	84	H	
5205p1L24	16	2	H	
5205p1L24	17	73	H	
5205p1L24	18	81	H	
5205p1L25	1	65	H	
5205p1L25	2	114	H	
5205p1L25	3	84	H	
5205p1L25	4	88	H	
5205p1L25	5	64	H	
5205p1L25	6	104	H	
5205p1L25	7	22	H	
5205p1L25	8	84	H	
5205p1L25	9	61	H	
5205p1L25	10	76	H	
5205p1L25	11	39	H	
5205p1L25	12	81	H	
5205p1L25	13	22	H	
5205p1L25	14	31	H	
5205p1L25	15	101	H	
5205p1L25	16	22	H	
5205p1L25	17	137	H	
5205p1L26	1	73	H	
5205p1L26	2	83	H	
5205p1L26	3	18	H	
5205p1L26	4	38	H	
5205p1L26	5	88	M	blot over this group, digit uncertain
5205p1L26	6	2	H	
5205p1L26	7	64	H	
5205p1L26	8	36	H	
5205p1L26	9	22	H	
5205p1L26	10	81	H	
5205p1L26	11	59	H	
5205p1L26	12	62	H	
5205p1L26	13	12	H	
5205p1L26	14	23	H	
5205p1L26	15	105	H	
5205p1L26	16	2	H	
5205p1L26	17	20	H	
5205p1L27	1	78	H	
5205p1L27	2	85	H	
5205p1L27	3	13	H	
5205p1L27	4	36	H	
5205p1L27	5	102	H	
5205p1L27	6	27	H	
5205p1L27	7	114	H	
5205p1L27	8	64	H	
5205p1L27	9	78	H	
5205p1L27	10	81	H	
5205p1L27	11	22	H	
5205p1L27	12	2	H	
5205p1L27	13	103	H	
5205p1L27	14	81	H	
5205p1L27	15	23	H	
5205p1L27	16	84	H	
5205p1L27	17	16	H	
5205p1L27	18	37	H	
5205p1L27	19	84	H	
5205p1L28	1	117	H	
5205p1L28	2	61	H	
5205p1L28	3	38	H	
5205p1L28	4	85	H	
5205p1L28	5	57	H	
5205p1L28	6	85	H	
5205p1L28	7	2	H	
5205p1L28	8	37	H	
5205p1L28	9	7	H	
5205p1L28	10	53	H	
5205p1L28	11	82	H	
5205p1L28	12	16	H	
5205p1L28	13	36	H	
5205p1L28	14	101	H	
5205p1L28	15	31	H	
5205p1L28	16	27	H	
5205p1L28	17	33	H	
5205p1L28	18	6	H	
5205p1L29	1	104	H	
5205p1L29	2	31	H	
5205p1L29	3	79	H	
5205p1L29	4	36	H	
5205p1L29	5	40	H	
5205p1L29	6	103	H	
5205p1L29	7	3	H	
5205p1L29	8	94	H	
5205p1L29	9	33	H	
5205p1L29	10	38	H	
5205p1L29	11	2	H	
5205p1L29	12	105	H	
5205p1L29	13	82	H	
5205p1L29	14	27	H	
5205p1L29	15	120	H	
5205p1L29	16	83	H	
5205p1L29	17	132	H	
