leaf	order	code	gloss	note
190	179	845		
190	180	990		
190	181	420		
191	1	204	Batavia,	
191	2	1091	neuf	
191	3	1089	Juillet	
191	4	1197	.	
191	5	689	de	
191	6	965	port	
191	7	587	où	
191	8	1195	est	
191	9	966	le	
191	10	1092	batimens	
191	11	190	est	
191	12	1090	A	
191	13	574	Deux	
191	14	736	cent	
191	15	738	lieues	
191	16	564	de	
191	17	204	Batavia	
191	18	692	;	
191	19	820	L'	
191	20	1128	ennemie	
191	21	659	a	
191	22	998	des	
191	23	404	croisières	
191	24	581	Sur	
191	25	60	tous	
191	26	142	les	
191	27	158	pointes	
191	28	168	;	
191	29	447	Je	
191	30	656	ne	
191	31	893	puis	
191	32	227	sans	
191	33	889	expose	corrected
191	34	393	r	
191	35	104	l'	
191	36	1174	intérêts	
191	37	1192	et	
191	38	739	la	
191	39	581	sur	
191	40	472	e	
191	41	823	té	
191	42	766	Du	
191	43	496	navire,	
191	44	1179	oblige	
191	45	393	r	
191	46	511	le	
191	47	883	Capitaine	
191	48	526	après	corrected
191	49	1150	avoir	
191	50	494	terminé	
191	51	689	le	corrected
191	52	381	chargent.	
191	53	25	à	
191	54	875	ât	uncertain
191	55	771	t	
191	56	882	tent	uncertain
191	57	91	Dre	uncertain
191	58	12	encore	
191	59	966	le	
191	60	558	cer	
191	61	571	ti	
191	62	53	fi	
191	63	411	ca	corrected
191	64	771	t	
191	65	810	demandé	
191	66	1096	par	
191	67	221	l'	
191	68	439	article	
191	69	743	trois	
191	70	225	De	
191	71	448	la	
191	72	1113	licence	
191	73	728	.	
191	74	1122	Le	
191	75	851	prét	uncertain
191	76	624	fe	
191	77	771	t	
191	78	140	de	
191	79	994	Sur	
191	80	659	a	
191	81	980	ba	
191	82	195	y	
191	83	25	a	
191	84	1192	et	
191	85	221	l'	
191	86	380	ad	
191	87	721	mi	
191	88	186	ni	
191	89	1116	st	
191	90	299	ra	
191	91	771	t	
191	92	371	eur	
191	93	766	Du	
191	94	1142	même	
191	95	738	lieu	
191	96	822	donne	
191	97	1098	ront	
191	98	13	aux	
191	99	883	Capitaines	
191	100	862	lors	
191	101	766	Du	
191	102	140	Dé	
191	103	1096	part	
191	104	131	un	
191	105	605	état	
191	106	1193	détail	
191	107	511	lé	
191	108	494	et	uncertain
191	109	558	cer	
199	1	427	onze	
199	2	1089	Juillet	
199	3	728	.	
199	4	689	Le	
199	5	980	ba	
199	6	1052	la	
199	7	587	ou	
199	8	1023	n°	
199	9	997	4	
199	10	1096	part	
199	11	571	Ti	
199	12	564	De	
199	13	980	Ba	
199	14	195	y	
199	15	1077	on	
199	16	656	ne	
199	17	966	Le	
199	18	427	onze	
199	19	43	mars	
199	20	190	en	
199	21	568	ar	
199	22	976	ri	
199	23	363	vé	
199	24	659	à	
199	25	980	Ba	
199	26	831	gno	
199	27	696	Van	
199	28	706	gi	
199	29	689	Le	
199	30	574	deux	
199	31	1089	Juillet	
199	32	527	j	
199	33	353	C.	
199	34	190	en	
199	35	60	tou	uncertain
199	36	219	ce	
199	37	424	que	
199	38	447	je	
199	39	1187	va	
199	40	740	is	
199	41	354	Je	
199	42	99	n'	
199	43	663	ai	
199	44	796	pas	
199	45	12	encore	
199	46	594	reçu	
199	47	1104	les	
199	48	609	Dépêches	
199	49	1000	qu'il	
199	50	965	porte	
199	51	168	j	
199	52	437	s	
199	53	1077	on	
199	54	568	ar	
199	55	976	ri	
200	1	363	vé	
200	2	1190	e	
200	3	1195	en	
200	4	131	un	
200	5	1049	événement	
200	6	36	heureux,	
200	7	355	car	
200	8	196	il	
200	9	195	y	
200	10	25	a	
200	11	102	peu	
200	12	140	de	
200	13	762	jours	
200	14	131	un	
200	15	472	L	uncertain
200	16	625	frigate	
200	17	1128	ennemie	
200	18	144	étoit	
200	19	338	dan	
200	20	1122	s	
200	21	566	D'étroit	uncertain
200	22	980	Ba	
200	23	331	Li	
200	24	454	et	
200	25	998	des	
200	26	404	Croisières	
200	27	808	sont	
200	28	13	aux	
200	29	152	Sud	
200	30	516	et	
200	31	667	au	
200	32	172	Nord	
200	33	841	de	
200	34	469	ces	
200	35	1096	par	
200	36	1194	ages	
200	37	1197	.	
200	38	76	on	
200	39	1079	fait	
200	40	570	débarquer	
200	41	219	ce	
200	42	1119	qui	
200	43	102	peut	
200	44	87	venir	
200	45	434	par	
200	46	535	ter	
200	47	989	re	
200	48	841	de	
200	49	694	crainte	
200	50	647	que	
200	51	511	le	
200	52	1092	Bâtiment	
200	53	656	ne	
200	54	893	puis	
200	55	713	se	
200	56	87	venir	
200	57	434		crossed-out
200	58	535		crossed-out
200	59	989		crossed-out
200	60	844		crossed-out
200	61	694		crossed-out
200	62	647		crossed-out
200	63	511		crossed-out
200	64	1092		crossed-out
200	65	656		crossed-out
200	66	893		crossed-out
200	67	713		crossed-out
200	68	87		crossed-out
200	69	1090	a	
200	70	1132	Su	
200	71	744	ra	
200	72	980	ba	
200	73	195	y	
200	74	25	a.	
200	75	990	.	
200	76	1018	nos	
200	77	574	deux	
200	78	625	frigates	
200	79	1134	seules	
200	80	848	ne	
200	81	102	peu	
200	82	534	vent	
200	83	741	tenir	
200	84	264	la	
200	85	146	mer	
200	86	168	j	
200	87	1082	avec	
200	88	791	celle	
200	89	682	de	
200	90	21	bre	
200	91	1116	st	
200	92	1106	elles	
200	93	545	pour	
200	94	780	roient	
200	95	529	nous	
200	96	140	de	
200	97	331	li	
200	98	304	vr	
200	99	760	er	
200	100	564	de	
200	101	444	l'	
200	102	1128	ennemie	
200	103	527	;	
200	104	1122	le	
200	105	989	re	
200	106	89	tard	
200	107	682	de	
200	108	1008	leur	
200	109	568	ar	
200	110	976	ri	
200	111	363	vé	
200	112	1190	a	
200	113	190	en	
200	114	131	un	
200	115	95	grand	
200	116	607	mal	
200	117	36	heur	
200	118	1197	.	
200	119	120	Fin.	uncertain
200	120	814	treize	
500	1	782	une	
500	2	597	expédition	
500	3	1128	ennemie	
500	4	1135	forte	long-s used for final digit (1135)
500	5	564	de	
500	6	1	soixante	
500	7	454	et	
500	8	427	onze	
500	9	1185	voiles	
500	10	190	en	
500	11	568	ar	"word fragment, continues ""arrivée"" on next line"
500	12	976	ri	"continues ""ar-ri-"""
500	13	363	vé	
500	14	472	e	"completes ""arrivée"""
500	15	689	le	
500	16	997	quatre	
500	17	547	aout,	comma written after word in ms
500	18	314	devant	first 3 lines (order 1-17) repeat verbatim at top of this leaf's photo before new text begins; not re-logged
500	19	264	la	
500	20	554	rade	
500	21	930	et	
500	22	570	débarqua	
500	23	142	les	
500	24	590	troupes	
500	25	1090	à	
500	26	444	L'	apostrophe as written
500	27	190	est	"same code 190 as order 10 (""en""); reused for different word"
500	28	564	de	same code 564 as order 5
500	29	739	la	
500	30	700	ville	
500	31	692	&	"gloss is a scrawled ampersand-like mark (looks like a slashed ""3""/""ß""); could instead be a paraph or ""et"" shorthand"
500	32	1145	nous	
500	33	1150	avons	
500	34	140	dé	
500	35	29	tru	
500	36	938	it	"glyph obscured by an ink blot; could read ""is"" (détruis vs détruit)"
500	37	1018	nos	"gloss cursive, reads ""nos"" with large terminal loop"
500	38	835	ma	
500	39	1001	ga	
500	40	303	zi	"digit's ""3""s are open loops that can resemble ""9""; slip copy confirms 303 clearly"
500	41	748	ins	written in bold/reinforced ink in both this leaf and the slip
500	42	225	de	
500	43	1132	Su	"begins word completed by ""cre"" (next line) = ""Sucre"""
500	44	905	cre	"completes ""Sucre"""
500	45	411	ca	"begins ""café"""
500	46	624	fé	"completes ""café"""
500	47	516	et	
500	48	1074	po	"begins word completed over next 3 codes, probably ""poivre"""
500	49	904	î	"accent mark ambiguous (looks like two dots, dieresis or stray ink); read as ""î""/""i"""
500	50	304	vr	"glyph could also be read ""ur""; taken with surrounding cells as part of ""poivre"""
500	51	1190	e	"completes ""po-î-vr-e"" = likely ""poivre"""
500	52	930	et	same code as order 21
500	53	384	nous	
500	54	1085	sommes	
500	55	965	porté	"i.e. ""portés"""
500	56	1186	Dans	
500	57	966	le	
500	58	411	ca	"same code as order 45; begins ""camp"""
500	59	108	m	
500	60	396	p	"completes ""camp"""
500	61	456	re	"glyph looks like ""rc""; read as ""re"", continues into next word ""retranché"""
500	62	235	tra	
500	63	99	n	
500	64	1137	ché	"completes ""retranché"" (re-tra-n-ché)"
500	65	508	destiné	
500	66	545	pour	
500	67	850	cela	
500	68	225	de	same code as order 42
500	69	893	puis	"i.e. ""depuis"""
500	70	339	six	
500	71	840	mois	
500	72	1197	[illegible]	entire word struck through/crossed out in ms, cannot be read
500	73	900	ils	
500	74	190	est	same code as orders 10, 27
500	75	394	pro	
500	76	980	ba	
500	77	697	ble	"completes ""probable"""
500	78	1146	que	
500	79	338	dans	"digit's first two loops resemble ""9"" but slip copy confirms ""338"""
500	80	1180	quelques	
500	81	762	jours	
500	82	131	une	middle digit ambiguous, could be read 9 (=191/931) rather than 3 (=131) in this cursive hand; slip copy leans 131
500	83	819	affaire	
500	84	841	de	"begins ""décisive"" (de-ci-si-ve, spread over next 3 codes)"
500	85	244	ci	
500	86	1041	si	
500	87	363	ve	"completes ""décisive""; same code 363 as order 13, different word"
500	88	13	au	"begins ""aura"""
500	89	299	ra	"completes ""aura"""
500	90	738	lieu	
500	91	990	.	period mark, own code/cell
500	92	420	fin	
500	93	204	Batavia	
500	94	241	7	"gloss written as Arabic numeral ""7"", not spelled out"
500	95	547	aoust	"same code 547 as order 17; here spelled ""aoust"""
