leaf	order	code	gloss	note
190	177	689		
190	178	536		
190	179	843		
190	180	990		
190	181	420		
191	1	204	Batavia	
191	2	1091	neuf	
191	3	1089	Juillet	
191	4	1197	.	
191	5	689	de	
191	6	965	port	
191	7	587	où	
191	8	1195	est	
191	9	966	le	
191	10	1092	batimens	
191	11	190	est	
191	12	1090	A	
191	13	574	Deux	
191	14	736	cent	
191	15	738	lieues	
191	16	564	de	
191	17	204	Batavia	
191	18	692	;	
191	19	820	L'	
191	20	1128	ennemi	
191	21	659	a	
191	22	998	des	
191	23	404	croisières	
191	24	581	Sur	
191	25	60	tous	
191	26	142	les	
191	27	158	pointes	uncertain (reads like 'pointes', possibly 'points')
191	28	168	;	
191	29	447	Je	
191	30	656	ne	
191	31	893	puis	
191	32	227	sans	
191	33	889	expose	corrected (struck-through variant beneath it)
191	34	393	r	
191	35	104	l'	
191	36	1174	intérêts	
191	37	1192	et	
191	38	739	la	
191	39	581	sur	
191	40	472	e	
191	41	823	té	
191	42	766	Du	
191	43	496	navire	
191	44	1179	oblige	
191	45	393	r	
191	46	511	le	
191	47	883	Capitaine	
191	48	526	affréter	corrected, uncertain (heavily overwritten/struck cell)
191	49	1150	avoir	
191	50	494	terminé	corrected ('le' inserted above as caret correction)
191	51	689	corvette	crossed-out (whole word struck, no replacement written)
191	52	381	chargent	
191	53	25	à	
191	54	875	ât	uncertain (syllable fragment)
191	55	771	t	
191	56	882	tente	uncertain (syllable fragment)
191	57	91	Dre	uncertain (syllable fragment)
191	58	221	l'	
191	59	439	article	
191	60	743	trois	
191	61	225	De	
191	62	448	la	
191	63	1113	licence	
191	64	728	.	
191	65	1122		crossed-out, illegible
191	66	851	prét	
191	67	624	fe	uncertain (syllable fragment)
191	68	771	t	
191	69	140	de	
191	70	994	Sur	
191	71	659	a	
191	72	980	ba	uncertain (syllable fragment)
191	73	195	y	uncertain (syllable fragment)
191	74	25	a	
191	75	1192	et	
191	76	221	l'	
191	77	380	ad	uncertain (syllable fragment)
191	78	721	mi	uncertain (cursive ambiguous m/u)
191	79	186	ni	uncertain (syllable fragment)
191	80	1116	st	uncertain (cursive ambiguous s+t / s+i)
191	81	299	ra	uncertain (syllable fragment)
191	82	771	t	
191	83	371	eur	uncertain (syllable fragment)
191	84	766	Du	
191	85	1142	même	
191	86	738	lieu	
191	87	822	Donne	uncertain (syllable fragment)
191	88	1098	ront	uncertain (syllable fragment)
191	89	13	aux	
191	90	883	Capitaines	
191	91	862	lors	
191	92	766	Du	
191	93	140	Dé	
191	94	1096	part	
191	95	131	un	
191	96	605	état	
191	97	1193	détail	
191	98	511	le	
191	99	454	et	
191	100	558	cer	uncertain, page ends mid-word (continues on a leaf not supplied)
199	1	427	onze	
199	2	1089	Juillet	
199	3	728	.	
199	4	689	Le	
199	5	980	ba	uncertain (syllable fragment)
199	6	1052	la	
199	7	587	ou	
199	8	1023	N°.	
199	9	997	4	
199	10	1096	part	
199	11	571	ti	uncertain (syllable fragment)
199	12	564	de	
199	13	980	Ba	
199	14	195	y	
199	15	1077	on	uncertain
199	16	656	ne	
199	17	966	Le	
199	18	427	onze	
199	19	43	mars	
199	20	190	en	
199	21	568	ar	uncertain (syllable fragment)
199	22	976	ri	uncertain (syllable fragment)
199	23	363	vé	uncertain (syllable fragment)
199	24	659	à	
199	25	980	Ba	
199	26	831	gno	uncertain, unclear reading
199	27	696	van	uncertain
199	28	706	gi	uncertain
199	29	689	Le	
199	30	574	deux	
199	31	1089	Juillet	
199	32	527	j	uncertain
199	33	353	C.	uncertain
199	34	190	en	
199	35	60		illegible, crossed-out
199	36	219	ce	
199	37	424	que	
199	38	447	Je	
199	39	1187	va	uncertain (syllable fragment)
199	40	740	is	uncertain (syllable fragment)
199	41	354	Je	
199	42	99	n'	
199	43	663	ai	
199	44	796	pas	
199	45	12	encore	
199	46	594	reçu	
199	47	1104	les	
199	48	609	Dépêches	
199	49	1000	qu'il	
199	50	965	porte	
199	51	168	;	
199	52	437	s	uncertain
199	53	1077	on	
199	54	568	ar	
199	55	976	ri	
200	1	363	vé	
200	2	1190	e	uncertain
200	3	1195	en	
200	4	131	un	
200	5	1049	événement	uncertain (digits crowded, could be 1019)
200	6	36	heureux	
200	7	355	car	uncertain, possible subscript addition
200	8	196	il	
200	9	195	y	
200	10	25	a	
200	11	102	peu	
200	12	140	de	
200	13	762	jours	
200	14	131	un	
200	15	472	e	uncertain, single letter
200	16	625	frigate	
200	17	1128	ennemie	
200	18	144	était	
200	19	338	dans	
200	20	1122	S	uncertain
200	21	566	Détroit	
200	22	980	Ba	
200	23	331	Li	
200	24	454	et	uncertain numeral form
200	25	998	des	
200	26	104	Croisières	
200	27	808	Sont	
200	28	13	aise	uncertain
200	29	152	Sud	
200	30	516	et	
200	31	667	au	
200	32	172	Nord	
200	33	841	de	
200	34	469	ces	
200	35	1096	par	
200	36	1194	ages	(forms 'parages' with previous cell's 'par')
200	37	1197	.	
200	38	76	on	
200	39	1079	fait	uncertain
200	40	570	débarquer	
200	41	219	ce	
200	42	1119	qui	
200	43	102	peut	
200	44	87	venir	
200	45	434	par	
200	46	535	fer	uncertain
200	47	989	re	uncertain, syllable fragment
200	48	841	de	
200	49	694	crainte	
200	50	647	que	
200	51	511	le	
200	52	1092	Bâtiment	uncertain
200	53	656	ne	
200	54	893	puis	uncertain
200	55	713	Se	uncertain
200	56	87	venir	
200	57	434		crossed-out
200	58	535		crossed-out
200	59	989		crossed-out
200	60	841		crossed-out
200	61	694		crossed-out
200	62	617		crossed-out
200	63	511		crossed-out
200	64	1092		crossed-out
200	65	656		crossed-out
200	66	893		crossed-out
200	67	713		crossed-out
200	68	87		crossed-out
200	69	1090	a	
200	70	1132	Su	uncertain (syllable fragment)
200	71	744	ra	uncertain (syllable fragment)
200	72	980	ba	uncertain (syllable fragment)
200	73	195	y	uncertain (syllable fragment)
200	74	25	a.	
200	75	990	.	
200	76	1018	nos	
200	77	574	deux	
200	78	625	frigates	
200	79	1134	seules	
200	80	848	pe	uncertain, possibly truncated 'peu'
200	81	102	peu	
200	82	534	vent	uncertain
200	83	741	tenir	
200	84	264	la	
200	85	146	mer	
200	86	168	;	
200	87	1082	avec	
200	88	791	celle	
200	89	682	de	
200	90	21	bre	uncertain, syllable fragment of a month name
200	91	1116	si	uncertain (cursive ambiguous)
200	92	1106	elles	
200	93	545	pour	
200	94	780	roient	uncertain (syllable fragment)
200	95	529	nous	
200	96	140	de	
200	97	331	li	uncertain (syllable fragment)
200	98	304	vr	uncertain (syllable fragment)
200	99	760	er	uncertain (syllable fragment)
200	100	564	de	
200	101	444	l'	uncertain (numeral cursive, reads like 'AAA')
200	102	1128	ennemi	
200	103	527	;	
200	104	1122	le	
200	105	989	re	uncertain (syllable fragment)
200	106	89	tard	
200	107	682	de	
200	108	1008	leur	
200	109	568	ar	uncertain (syllable fragment)
200	110	976	ri	uncertain (syllable fragment)
200	111	363	vé	uncertain (syllable fragment)
200	112	1190	e	uncertain
200	113	190	on	uncertain
200	114	131	un	
200	115	95	grand	
200	116	607	mal	uncertain first digit (607 or 809)
200	117	36	heur	uncertain (abbreviated form of 'heureux')
200	118	1197	.	
200	119	120	Fin.	end-of-document marker, not a decoded word
200	120	814	Treize	
500	1	782	une	also appears identically at the top of leaf 211 (repeated heading of the message)
500	2	597	expedition	
500	3	1128	ennemie	
500	4	1135	forte	digit 5 written in the scribe's long-s-like numeral form, read as ordinary 5
500	5	564	de	
500	6	1	Soixante	"codes for this row are also visible on leaf 210, but the gloss there is hidden under the pasted clean-copy slip, so gloss taken from leaf 211; low code ""1"" may be a sentence/line marker rather than a normal word-code"
500	7	454	et	
500	8	427	onze	
500	9	1185	Voiles	
500	10	190	en	
500	11	568	ar	"word cut short with a trailing dash after ""ar"", likely abbreviation for ""armement"""
500	12	976	ri	"continues ""ar"" + ""ri"" + ""ve"" + ""e"" = ""arrivée"""
500	13	363	ve	
500	14	472	e	
500	15	689	le	
500	16	997	quatre	
500	17	547	aoust	
500	18	314	devant	first digit hard to read on this leaf (could look like 2 or 9 followed by 1,1); leaf 210's clean-copy slip shows this digit unambiguously as 314, used here
500	19	264	la	
500	20	554	Rade	
500	21	930	et	
500	22	570	Debargue	
500	23	142	les	
500	24	590	Troupes	
500	25	1090	a	
500	26	444	L'	
500	27	190	est	
500	28	564	de	
500	29	739	La	digit could be read as 729; leaf 210's clean-copy slip clearly shows 739, used here
500	30	700	Ville	
500	31	692	ß	"gloss symbol unclear, resembles a cursive ""ß"" or a flourish/abbreviation mark rather than a standard letter"
500	32	1145	nous	
500	33	1150	avons	
500	34	140	dé	
500	35	29	tru	
500	36	938	it	"word hard to read, could be ""in""; digit partly obscured by an ink blot, read against leaf 210's clean-copy slip (938)"
500	37	1018	nou	"word trails into an unclear flourish, possibly ""nous"" or ""notre""; digit itself obscured by a heavy ink blot on this leaf, read as 1018 against leaf 210's clean-copy slip"
500	38	835	ma	word has trailing dots after it, possibly indicating an abbreviation or just descender ink
500	39	1001	ga	"continues ""ma""+""ga""+""zi""+""ns"" = ""magazins"" (magasins)"
500	40	303	zi	
500	41	748	ns	code written in noticeably bolder/darker ink than the surrounding codes, on both this leaf and the leaf-210 clean-copy slip
500	42	225	de	
500	43	1132	Su	"continues ""Su""+""cre"" = ""Sucre"" on the next row"
500	44	905	cre	
500	45	411	ca	"continues ""ca""+""fé"" = ""café"""
500	46	624	fé	
500	47	516	et	
500	48	1074	po	
500	49	904	ï	"gloss written as ""ï"" (i with two dots), not obviously completing a word with the following row's ""vr"""
500	50	304	vr	gloss word preceded by an X-shaped mark, possibly a caret/insertion or correction mark
500	51	1190	a	
500	52	930	et	
500	53	384	nous	
500	54	1085	sommes	
500	55	965	porté	
500	56	1186	Dans	
500	57	966	le	
500	58	411	ca	"continues ""ca""+""m""+""p"" = ""camp"""
500	59	108	m	
500	60	396	p	
500	61	456	rc	"could plausibly be ""re"" (cursive e/c easily confused here); combined with the next row's ""tra n ché"" would read ""retranché"" (""camp retranché"", entrenched camp, a coherent military phrase), but transcribed literally as it appears"
500	62	235	tra	
500	63	99	n	
500	64	1137	ché	"digit trio after ""1"" is hard to read, compared against leaf 210's clean-copy slip which shows 1137 at this position (an interlinear glyph that could also be read 1197 elsewhere in the document)"
500	65	508	Destiné	
500	66	545	pour	
500	67	850	cela	
500	68	225	de	"repeat of code 225 (also used earlier for the gloss ""de""), consistent with a nomenclator reusing the same code for the same short word"
500	69	893	puis	
500	70	339	Six	
500	71	840	mois	
500	72	1197	[illegible]	gloss word struck through/crossed out, illegible under the cancellation
500	73	900	ils	
500	74	190	est	
500	75	394	pro	
500	76	980	ba	
500	77	697	ble	
500	78	1146	que	
500	79	938	Dans	"repeat of code 938, used earlier for the gloss ""it"""
500	80	1180	quelques	
500	81	762	jours	
500	82	191	une	digit could be read as 131; leaf 210's clean-copy slip shows 131 at the corresponding position in its sequence
500	83	819	affaire	
500	84	841	de	
500	85	244	à	
500	86	1541	si	digit could be read as 1041 (5 vs 0 in the second position); leaf 210's clean-copy slip shows 1041 at the corresponding position
500	87	363	ve	
500	88	13	au	
500	89	299	ra	"continues ""au""+""ra"" = ""aura"""
500	90	738	lieu	
500	91	990	.	code glossed with a period/full stop mark rather than a word
500	92	420	fin	code is heavily corrected/overwritten in the manuscript (retraced digits, final 0 crossed/slashed); leaf 210's clean-copy slip shows 420 clearly
500	93	204	Batavia	
500	94	241	7	
500	95	547	aoust	"repeat of code 547, used earlier for the gloss ""aoust"""
