pos	sign
598	s35
599	s26
600	s22
601	s11
602	s24
603	s24
604	s6
605	s21
606	s13
607	s0
608	s26
609	s4
610	s20
611	s3
612	s30
613	s25
614	s6
615	s15
616	s25
617	s3
618	s5
619	s0
620	s23
621	s19
622	s1
623	s30
624	s13
625	s4
626	s15
627	s27
628	s1
629	s8
630	s18
631	s15
632	s6
633	s10
634	s16
635	s9
636	s17
637	s2
638	s14
639	s4
640	s27
641	s12
642	s30
643	s21
644	s14
645	s3
646	s26
647	s5
648	s20
649	s1
650	s30
651	s13
652	s4
653	s15
654	s25
655	s1
656	s6
657	s13
658	s4
659	s13
660	s7
661	s25
662	s11
663	s15
664	s10
665	s21
666	s3
667	s30
668	s23
669	s3
670	s12
671	s20
672	s9
673	s3
674	s4
675	s26
676	s29
677	s8
678	s25
679	s9
680	s16
681	s1
682	s18
683	s12
684	s25
685	s9
686	s14
687	s18
688	s9
689	s10
690	s28
691	s4
692	s15
693	s4
694	s14
695	s5
696	s13
697	s19
698	s4
699	s26
700	s29
701	s9
702	s28
703	s3
704	s0
705	s25
706	s25
707	s4
708	s16
709	s17
710	s11
711	s24
712	s7
713	s26
714	s29
715	s8
716	s19
717	s1
718	s20
719	s26
