identifier	line	n_lines	numerals	distinct	repeat_rate	prose_words	context
despatchesinstru00fran	31554	2	32	26	0.19	32	its  conclusion,  the  following  references  will  be  of  use  :  Journals,  under  dates / of  26  January,  1,  15,  16,  18,  22.  24  February,  1,  17,  23.  25-27.  29,  30  March, / 1,  3,  12,  15,  16,  24,  26-28  April  1779  ;
despatchesinstru00fran	31609	2	15	15	0.00	26	{Journals,  XIII,  443-444).  See  Burnett,  III,  n™  482  n.,  627  n.,  IV,  n°*  58  n., / 209,  412.  Cf.  Journals,  26  August,  21  September,  6  November  1778,  5,  7,  12, / 20,  22,  27  January,  13  May,  17  April  1779. / 
despatchesinstru00fran	35847	1	13	13	0.00	37	between  France  and  the  United  States.  They  were  dated  26  May,  9,  16,  23, / 30  June,  11,  18  August,  1,  8,  15,  22  September^  6,  13,  20,  27  October,  3,  10  No- / vember, 1,  15,  22  December  1779,  5,  12,  26  [
despatchesinstru00fran	36708	1	9	9	0.00	7	6.  See   Journals,   XIV,   631-633,   667,   668,   673-675  ;   Burnett,    IV,   n*"  312, / 313,  314,  319,  322,  330,  349,  354,  355,  357. / 
despatchesinstru00fran	37186	1	7	7	0.00	7	8.  This  action  was  taken  8  July  1779  (Journals,  XIV,  700-705).       See  Bur- / nett, IV,  n08  286,  328,  344,  345,  354,  421,  518. / 
despatchesinstru00fran	38252	1	6	6	0.00	1	 / 3.  See  n08  49,  82,  90,  96,  111,  ante. / 
despatchesinstru00fran	38362	1	5	5	0.00	8	 / 7.  See  n°9  94,  110,  114,  130,  ante. / 
despatchesinstru00fran	38661	1	7	7	0.00	3	 / 2.  See  nos  49,  82,  90,  96,  111,  132,  ante. / 
despatchesinstru00fran	39016	1	8	8	0.00	17	 / 14.  See  nos  49,  82,  90,  96,  111,  132,  135,  ante. / 
despatchesinstru00fran	39890	1	10	10	0.00	29	committee  laid  before  Congress  13  July,  and  printed  in  Journals,  XIV,  823- / 824.  See  also  Burnett,  IV,  nos  314,  319,  322,  330,  349,  354,  355,  357,  400, / 403,  407,  409  ;  Correspondence  of  Jay  (ed.  Johnston)
despatchesinstru00fran	39951	1	6	6	0.00	7	 / 4.  See  n08  94,  110,  114,  130,  133,  ante. / 
despatchesinstru00fran	40004	1	6	6	0.00	9	 / 6.  See  nos  55,  66,  68,  70,  71,  ante. / 
despatchesinstru00fran	41703	1	5	5	0.00	17	two  letters  were  read  in  Congress  19  July  (Journals,  XIV,  851).  Cf.  Burnett, / IV,  n°s  428,  429,  430,  443,  444. / 
despatchesinstru00fran	44171	1	9	9	0.00	12	6.  In  connection  with  the  Paca-Drayton  information  and  its  publication / in  August,  1779,  see  Burnett,  IV,  nos  215,  216,  226,  240,  471,  478,  479,  513, / 533  ;  Mass.  Hist.  Soc,  Collections  :  Warren-Adams  Letter
despatchesinstru00fran	45099	1	8	8	0.00	14	 / 9.  Cf.  ii°b  94,  110,  114,  130,  133,  139,  144,  ante. / 
despatchesinstru00fran	45180	1	4	4	0.00	9	2.  La  Luzerne  arrived  in  Philadelphia  21  September  1779.  See  Burnett, / IV,  n08  500,  541,  542,  546. / 
despatchesinstru00fran	46677	1	10	10	0.00	33	2.  See  n°  157,  ante,  note  14.  Foreign  affairs  were  taken  under  considera- / tion 18,  20,  23,  24,  25  September  1779  {Journals,  XV,  1086,  1090,  1095,  1103, / 1105-1107).  The  Journals  give  no  account  of  the  prop
despatchesinstru00fran	46928	1	10	10	0.00	22	was  not  in  nomination,  the  vote  was  ruled  invalid.  See  ibid.,  n08  552,  554, / 556,  557,  559,  560,  562,  564,  565,  566,  569,  572  ;  Wharton,  III,  336-338. / 
despatchesinstru00fran	47070	1	6	6	0.00	10	 / 6.  See  nos  7,  10,  63,  94,  105,  ante. / 
despatchesinstru00fran	47159	1	11	11	0.00	24	256).  See  Journals,  XV,  1183  ;  Burnett,  IV,  n°s  225,  366,  488,  500,  535,  546, / 555,  558,  560,  565,  572,  593,  595,  601,  604,  609,  617.  Cf.  Monaghan,  John / Jay,  chapter  7,  passim  ;  James  L.  Howard,  Seth  H
despatchesinstru00fran	47942	1	4	4	0.00	4	fisheries,  105-115  ;  and  French  al- / liance,  98-99,    107,   423,   501,    520, / 
despatchesinstru00fran	48044	1	6	6	0.00	7	356,  409n.,  456-458,  578  ;  effect,  89, / 95,  112,  266,  303,  662,  781  ;  anni- / versary, 227-228,  512,  and  confede-
despatchesinstru00fran	48053	2	9	9	0.00	2	101,  109,  118-119,  141-142,  148-149, / 174-175,  197n.,  200,  211,  267,  340, / 355-356,  363-365,  371-372,  394-395, / 431,  470-472,  474,  475,  543,  587, / 634,  638-639,  865-866;  and  Jay,
despatchesinstru00fran	48095	1	4	4	0.00	8	"  Americanus  ",  writings  of,  658,  690- / 691,  709,  710-712,  718n.,  733,  767, / 768  ;  identity  of,  690  n.
despatchesinstru00fran	48446	3	18	18	0.00	10	 / Boston,  Mass.,  79,  136,  141,  152,  309, / 365,  626,  676,  712,  722,  826,  872  ; / S.  Adams  in,  718  ;  British  threat  to, / 280,  284-287,  306,  313,  330,  331, / 366  ;  and  Burgoyne's  troops,  221  ;
despatchesinstru00fran	48453	1	5	5	0.00	9	in,  481n.  ;  d'Estaing  in,  170-171, / 236n.,  237,  252,  262,  269n.,  307,  315, / 348,  362,  377  ;  French  consul  in,
despatchesinstru00fran	48464	1	5	5	0.00	9	taxes,  507,  800  ;  Temple  in,  617-618, / 732  ;  vessels  in,  216,  243,  402,  660, / 677-678,  680
despatchesinstru00fran	48635	1	6	6	0.00	10	Byron,  John,  British  admiral,  143  ; / fleet  of,  237,  286,  288,  308,  377,  382, / 385-388,  389-390,  444,  539  ;  at  Gre-
despatchesinstru00fran	48652	1	5	5	0.00	3	 / Cadiz,  224,  271,  488,  646,  710  ;  French / consul  in,  138n.  ;  Gérard  in,  120,
despatchesinstru00fran	48681	1	5	5	0.00	9	boundaries,  425,  564  ;  British  in, / 241,  242,  262,  275n.,  282,  494;  and / fisheries,  866,  884,  891  ;  and  France,
despatchesinstru00fran	48687	2	8	8	0.00	8	posed attacks  on,  114,  118,  129,  153- / 154,  159,  241,  289,  301-302,  339- / 343,  347-349,  352,  364,  416,  427- / 428n.,  458,  461-462,  464-465,  524,
despatchesinstru00fran	48707	1	4	4	0.00	3	 / Cape  Cod,  382,  388,  401,  437 / 
despatchesinstru00fran	48810	2	12	12	0.00	3	fense of,  312,  320,  486-487,  496- / 498,  511,  548,  562,  580,  706,  714, / 730,    731,    735,    751,    759,    772-776, / 
despatchesinstru00fran	48823	1	5	5	0.00	6	607-608  ;  Miralles  in,  185  ;  news / from,  164,  187n.,  195,  499,  503,  553, / 577n.  ;  Pulaski  in,  214n.  ;  supplies
despatchesinstru00fran	48859	1	4	4	0.00	9	 / Chesapeake  Bay,  160,  315,  316,  401, / 497,    732
despatchesinstru00fran	48913	2	9	9	0.00	7	money,  331  ;  declaration,  254-257  ; / operations,  264,  280,  282,  285,  287, / 320,  323,  329-330,  449-450,  582,  599, / 608-609,  611,  624,  714-715,  723,
despatchesinstru00fran	48950	2	15	15	0.00	15	49,  51,  58,  60  ;  and  independence / 63  ;  rebellion  in,  44,  46,  51,  66,  88 / and  Spain,  53  ;  strength,  58.  Bri / tish  :  boundaries,  103,  552.  French / 54,  70,  360  ;  guarantee  of,  78,  82 / 85,  102-103  ;  supp
despatchesinstru00fran	48967	1	5	5	0.00	4	84,  303,  369,  431  ;  debate  on,  748- / 749  ;  with  Europe,  70,  155,  228,  232, / 272-278,  283-284,  301,  321,  340,
despatchesinstru00fran	49130	1	4	4	0.00	10	719  ;  local  politics,  48n.  ;  military / operations  in,  342,  566,  580,  799, / 807n.,  823;  militia,  581,  786;  and
despatchesinstru00fran	49173	1	4	4	0.00	3	261,  284n.,  303,  320n.,  320-321, / 325,  394,  436,  454n.,  565,  802n., / 908n.  ;  operations,  127,  231-232,  236-
despatchesinstru00fran	49183	2	9	9	0.00	8	457,  501,  608,  870  ;  supplies,  131n., / 212,  229,  273-278,  304,  427,  467, / 507-508,  660,  713-714,  869,  870,  876, / 888-889  ;  see  also  Military  Opera-
despatchesinstru00fran	49191	1	6	6	0.00	5	194,  205-210,  218,  241,  311-312,  325- / 326,  400-401,  426,  431,  478,  563,  586, / 597,  723-724,  762,  771-772,  791-793,
despatchesinstru00fran	49195	1	4	4	0.00	3	322,  326,  374,  386-387,421-422,  463, / 542,  544,  559-561,  575,  638,  640-641, / 715,  749,  824-825,  846n.,  847-848,
despatchesinstru00fran	49202	2	8	8	0.00	4	232,  233,  248-257,  260,  265-266,  281- / 282,  300-302,  311,  321,  333-337,  360, / 366,  369-370,  372,  390,  569,  873- / 874,  876-877  ;  and  Canada,  159,  339-
despatchesinstru00fran	49209	2	13	13	0.00	2	79-80,  91-92,  119,  158,  177,  199-200, / 206-213,  230,  250,  253,  361,  367,  386- / 387,  408,  410,  427, 432,  450,  457,  522, / 557,  584-585,  723-725  ;  committees,
despatchesinstru00fran	49217	1	5	5	0.00	0	501,  504-505,  508-509,  517-522,  525- / 531,  542,  544,  547n.,  549,  554,  556- / 559,  571-573,  576-578,  586-587,  589,
despatchesinstru00fran	49231	2	12	12	0.00	4	tion troops,  97-98,  233,  248-257,  259, / 260,  265,  331-332,  350,  375,  456,  463, / 640  ;  and  Deane,  61,  95-96,  136-137, / 169,  227,  310,  321-322,  326,  406-408, / 414-419,  429-430,  442,  444-445,  467-
despatchesinstru00fran	49249	1	4	4	0.00	0	408,  415-416,  422n.,  430,  445-459, / 471-473,  501,  519-520,  524,  526,  532, / 538-539,  543-544,  549-555,  557-561,
despatchesinstru00fran	49284	1	4	4	0.00	4	motions  in,  251n.,  326,  417n.,  429- / 430,  565,  571,  573-574,  655-657,  777, / 808-809,  811-813,  815,  821-822,  842-
despatchesinstru00fran	49291	1	4	4	0.00	6	367-368,  379,  418-419,  424-426  ; / proclamations,  255,  684,  688,  888  ; / and  propaganda,  222,  363  ;  protocol,
despatchesinstru00fran	49299	3	16	16	0.00	1	230-231n.,  238,  249-253,  255n.,  259- / 260,  264n.,  265,  269,  274,  281-283, /  /  / 288n.,  311,  325-327,  351,  352,  365, / 366,  375,  379-381,  399n.,  403,  405n., / 411,  417,  426,  428,  436,  442-443n., / 455-456,  458,  4
despatchesinstru00fran	49308	5	29	29	0.00	1	501,  504  n.,  508n.,  511n.,  524n., / 547n.,  552,  571-573,  576,  578,  581, / 583,  587,  593-598,  604n.,  607,  615- / 616n.,  632n.,  638,  639,  647n.,  649, / 651,  653,  677,  680,  682,  684-686, / 688,  706,  714,  715,  717-7
despatchesinstru00fran	49323	1	4	4	0.00	5	376,  505,  642,  769-771  ;  and  states, / 215,  304,  396-397,  445,  597,  512- / 515,  606-607,  721,  798;  and  sup-
despatchesinstru00fran	49334	1	4	4	0.00	5	votes  in,  33,  616,  617,  654-656, / 727n.,  778,  808-809,  811,  815,  816, / 821-822,  842-843,  846,  868,  869n.,
despatchesinstru00fran	49364	1	4	4	0.00	0	 / 471n.,  474,  500,  508n.,  521,  587, / 588,  594n.,  633-634,  636-637,  641,
despatchesinstru00fran	49523	1	5	5	0.00	5	rens,  429-430  ;  and  Lee  controversy / 51,  59,  61,  87,  95-97,  136-137,  169 / 406-408,  414-417,  421n.,  422n.,  429
despatchesinstru00fran	49556	2	10	10	0.00	5	on  British  peace  commission,  177  ; / character  of,  100,  108,  310,  361, / 400-401,  403-404,  407,  425,  470n., / 472,  557-558,  573,  586,  605n.,  616, / 686-687  ;  on  fisheries,  578,  586,  651-
despatchesinstru00fran	49578	1	5	5	0.00	7	 / 404,  434,  457,  459,  475-479,  555, / 641-642,  660,  868-869  ;  state,  208-
despatchesinstru00fran	49610	1	4	4	0.00	6	 / Delaware  River,  175,  315,  390,  401, / 623  ;  defenses  of,  147,  216,  230-
despatchesinstru00fran	49811	1	5	5	0.00	3	 / 382  ;  troops  at,  241,  243,  319,  330 / 
despatchesinstru00fran	49865	2	9	9	0.00	8	admiral,  American  expedition,  41n., / 89,  127,  188,  401  ;  at  Boston,  252, / 258,  263,  269n.,  284n.,  285,  287, / 307,  327-328,  377  ;  and  Congress,
despatchesinstru00fran	49874	1	5	5	0.00	3	252-253,  258-259,  280,  374-375  ; / news  from,  131,  143,  146,  294,  355, / 362  ;  officers,  348n.,  903n.  ;  opera-
despatchesinstru00fran	49887	2	11	11	0.00	10	sketch  of,  127n.  ;  strength  of  fleet, / 137,  153-155,  192,  232,  305,  444  j / and  Sullivan,  258n.,  481  ;  supplies, / 118, 149, 158,  229,  274,  400-401,  416,' / 497,  497-498n.,  660,  732,  828-836',
despatchesinstru00fran	49893	1	5	5	0.00	7	398,  499,  503-504,  538,  826-827' / 854,  857,  864,  868,  869;  letters  : / to  Gérard,  151-155,  258,  623-624  ;
despatchesinstru00fran	49902	4	26	26	0.00	7	 / Europe,  101,  221,  282,  308,  313,  375, / 410,  420,  427,  430,  487,  570,  572, / 573,  595,  598n.,  617,  631,  710,  711, / 747,  787,  796,  822,  840,  868,  875, / 902  ;  British  policy  in,  54,  178,  192-
despatchesinstru00fran	49910	2	16	16	0.00	9	360  ;  general  situation  in,  100,  145- / 146,  191,  192,  241,  314,  352,  403, / 525-526,  602,  664,  805;  loans  to / U.  S.,  275,  307,  458,  466,  479,  581, / 599-603,  709  ;  naval  operations  in,
despatchesinstru00fran	49916	3	23	23	0.00	11	526,  565,  640  ;  opinion  of  U.  S.  in, / 44,  91,  156,  168,  209,  408,  411,  433, / 450,  457,  538,  672,  722  ;  prices  in, / 483  ;  trade  with  U.  S.,  277,  283- / 284,  417,  438  ;  U.  S.  agents  in,  101, / 171,  201
despatchesinstru00fran	50015	2	13	13	0.00	8	T.  Paine  on,  810n.  ;  public  opinion / on,  658,  762,  763,  767,  768;  and / Spain,  128,  866-867  ;  in  terms  of / peace,  103-115,  523-524,  527,  546, / 547,  552,  578,  593-597,  606,  640, / 651-652,  654-659,  704-706,  7
despatchesinstru00fran	50048	1	5	5	0.00	13	143.  French  :  in  America,  165,  167, / 174,  176,  179,  194  ;  in  Europe,  143, / 190-193  ;  supplies  for,  139,  149,
despatchesinstru00fran	50073	1	5	5	0.00	9	governor,  157n.,  312n.  ;  proposed / attack  on,  103,  114,  128,  129,  159, / 344-346,  348,  431-432,  435,  458,
despatchesinstru00fran	50080	1	4	4	0.00	7	in  terms  of  peace,  103-118,  420-421, / 501,  547,  552,  604n.,  810,  842-843, / 847,  884-888,  889n.,  891-892,  894  ;
despatchesinstru00fran	50162	4	25	25	0.00	5	and  Bermuda,  652-653  ;  and  Bri- / tain, 44,  47,  50,  54,  58,  60,  64-66, / 71-73,  80,  84,  88,  92,  98,  110,  126, / 127,  137,  143-145,  167-168,  190-193, / 249,  254,  256-257,  281,  303,  318, / 320,  369,  372,  391,  45
despatchesinstru00fran	50175	1	5	5	0.00	2	373-374,  404-406,  450-451,  521n., / 538,  581,  585,  610-611,  634,  637, / 641-642  ;     and     fisheries,     103-116,
despatchesinstru00fran	50207	1	4	4	0.00	3	99-100,  102-103,  111,  127-129,  138, / 145,  185-188,  222,  242,  375,  433- / 435,  451-453  492-494,  534-537,  598,
despatchesinstru00fran	50213	1	5	5	0.00	9	trade,  45,  62,  70,  137-138,  199-200, / 240,  277,  375-376,  417,  508,  537, / 580,  608,  640  ;  and  treaty  of  1763,
despatchesinstru00fran	50249	1	5	5	0.00	5	and     Chaumont,     61,     136n.  ;     and / Congress,  326,  463,  561,  565,  826 / and    Cooper,   481  ;    and    Deane,    68
despatchesinstru00fran	50309	1	5	5	0.00	6	Gambier,  James,  British  admiral, / 313,  323,  489  ;  operations,  307,  308, / 366  ;  sketch  of,  308n.  ;  letters   :  to
despatchesinstru00fran	50360	3	15	15	0.00	7	312n.,  448,  472-473,  486-487,  491- / 498,  503-505,  511,  517-520,  522,  531, / 548,  553,  562,  581,  582,  625,  648, / 660n.,  687n.,  714,  759,  797,  799, / 810,  864  ;  and  Continental  Army,
despatchesinstru00fran	50392	1	4	4	0.00	4	tion,  445,  729  ;  audiences  with / Congress,  98,  100,  104,  112,  148- / 149n.,  149-150,  521,  524-531,  554-
despatchesinstru00fran	50406	1	4	4	0.00	3	282-284,  289-290,  306,  309n.,  313- / 316,  413,  416n.,  423,  492-494,  501, / 504-505,  508-509,  517-522,  537,  545-
despatchesinstru00fran	50410	1	4	4	0.00	3	623-624,  632,  634-635,  642,  652- / 653,  713-714,  719,  790,  831,  870- / 871,  876-877  ;  and  Congress,  pas-
despatchesinstru00fran	50431	3	18	18	0.00	5	78-84,  98-99,  126,  137,  142,  379- / 380  ;  health,  118,  121,  354,  368, / 432,  506,  541,  567,  573,  593,  604- / 605,  631,  676,  688,  736,  745,  752  ; / and  Holker,  828-836,  851-853,  855-
despatchesinstru00fran	50442	1	4	4	0.00	4	722-724,  865-870  ;  interviews  with / delegates,  100,  102,  110,  157,  531- / 532,  543,  550-552,  558-561,  564-
despatchesinstru00fran	50449	2	12	12	0.00	0	635-636,  641,  643-644,  651-652, / 656,  685-686,  717,  723,  726,  729- / 731,  763-767,  779-782,  785,  786, / 791-794,  809,  823,  847,  849,  850, / 860-861,  875,  884-887,  894;  and
despatchesinstru00fran	50460	1	5	5	0.00	5	H.  Laurens,  148-149,  176-177,  225, / 249,  297,  299,  379-380,  391,  400, / 408-411,  413,  430-431,  491-494,
despatchesinstru00fran	50468	2	9	9	0.00	6	899-900  ;  and  long  truce,  102,  451- / 453,    561,    659,    706,   738-739,    786- /  / 787,  791,  813  ;  and  Md.,  414,  424, / 441,  446-447,  554n.,  616n.,  763-767,
despatchesinstru00fran	50493	1	4	4	0.00	6	132,  397-398,  411,  428  ;  propaganda, / 161n.,  249,  251,  267,  482,  689-691, / 709,  733,  762  ;  and  Quakers,  296-
despatchesinstru00fran	50501	1	4	4	0.00	6	activities,  174-175,  233-234,  285n., / 394-395,  433,  512,  621,  758;  and / S.  C,  414,  849  ;  on  Spanish  policy,
despatchesinstru00fran	50511	2	11	11	0.00	3	 / 73,  115,  128,  285,  420-421,  528- / 529,  574-575,  860,  885-886,  903- / 904,  905-907  ;  termination  of  mis- / sion, 119-120,  354,  506,  631,  736, / 752,  781,  785,  874-875,  878-883,
despatchesinstru00fran	50519	7	38	38	0.00	5	94  ;  transmission  of  despatches,  94, / 131,  160,  187-188,  225,  230,  240, / 252,  258,  264-265,  267,  279,  281, / 284-285,  313,  317,  327,  355,  371, / 380,  391,  398,  412,  418,  435,  445, / 449,  464,  488,  533,  584,  
despatchesinstru00fran	50538	1	4	4	0.00	1	385,  397,  411n.,  442n.,  468n.,  470- / 471n.,  474,  500,  508n.,  521,  572, / 587,  588,  594n.,  633-634,  636-637,
despatchesinstru00fran	50689	3	16	16	0.00	4	44,  47-48,  54-56,  58,  65-66,  71-75, / 78,  82-84,  88,  92,  98-99,  110,  126, / 137,  143-145,  190-193,  303,  356- / 362,  372,  391,  410,  470-472,  474- / 475,  534,  564,  573,  576-578,  584, / 611-612,  662,  711,  784  ;  in
despatchesinstru00fran	50699	1	5	5	0.00	5	43-44,  65,  93-95,  113,  127,  148n., / 159,  183,  192,  196,  217,  236-239, / 241-242,  254,  261-262,  264,  268-271,
despatchesinstru00fran	50725	1	4	4	0.00	2	tion, 51n.,  70,  73,  78-79,  81,  88,  94- / 95,  98,  106.  125-126,  165-168,  175, / 179,  188-189,  191-192,  225-227,  232,
despatchesinstru00fran	50730	1	5	5	0.00	3	390,  394,  409n.,  558-559,  565,  569- / 570,  572-573,  587,  639,  709,  747, / 784,  873-874,  876-877  ;  and  Sara-
despatchesinstru00fran	50742	2	14	14	0.00	6	treaty  of  1763,  594-595  ;  and  U.  S., / 44,  92,  93,  102,  109,  113,  128,  242, / 267,  282,  300-302,  303n.,  356-362, / 372,  414,  418n.,  458,  462,  526-532, / 540,  641,  764,  765-766n.,  780-782,
despatchesinstru00fran	50827	4	23	23	0.00	6	 / Halifax,  270,  282,  301,  412,  539,  871  ; / British  in,  286,  323,  393,  548,  800  ; / proposed  attack  on,  289,  290,  311, / 340,  342-343,  453,  524,  536,  623- / 624,  639,  771  ;  supplies  in,  377,  385, / 397,  411
despatchesinstru00fran	50901	1	4	4	0.00	4	 / Havana,  159,  170,  187-188,  305,  307 / 
despatchesinstru00fran	51009	1	6	6	0.00	9	608  ;  independence  of,  266,  764, / 784  ;  loans,  275,  307,  367,  403,  430, / 538  ;  neutrality,  71-72  ;  news  from,
despatchesinstru00fran	51063	1	5	5	0.00	9	and  Gambier,  307n.,  308n.  ;  ope- / rations, 192,  194,  218,  271,  292, / 305,  362,  448  ;  and  peace  commis-
despatchesinstru00fran	51081	3	15	15	0.00	10	Hudson  River,  military  operations / along,  170,  309,  313,  320,  323,  324, / 329,  390,  401,  437-439,  710,  714- / 716,  730,  735,  753,  758,  802-803, / 818-819,  826,  871,  872
despatchesinstru00fran	51136	1	5	5	0.00	7	 / Illinois  River,  342,  493,  368,  564,  710 / 
despatchesinstru00fran	51141	2	10	10	0.00	7	391,  451-453;  effect  of,  65;  and / France,  49,  62,  72,  84-85,  93,  99, / 101-102,  110,  126,  137,  222,  266, / 356,  371-372  ;  and  mediation,  144,
