line	position	sign	confidence	alt	why
f176.4	16	o	M		agree-flagged
f176.4	17	λ	M		agree-flagged
f176.4	18	g	M		agree-flagged
f176.5	1	4	M	B:L	differ
f176.5	2	0	M	B:o	differ
f176.5	3	L	M		agree-flagged
f176.5	4	p	M		agree-flagged
f176.5	5	r	M	B:-	gap
f176.5	6	r'	M	B:R	differ
f176.5	7	e	M		agree-flagged
f176.6	1	g+	M	B:-	gap
f176.6	2	p	M	B:-	gap
f176.6	3	r	M	B:-	gap
f176.6	4	o	M	B:-	gap
f176.6	5	n	M	B:-	gap
f176.6	6	ı	M	B:-	gap
f176.6	7	y	M	B:g	differ
f176.6	8	h	M		agree-flagged
f176.6	9	o	M	B:-	gap
f176.6	10	t	M	B:-	gap
f176.6	11	o	M	B:oro	differ
f176.6	12	8	H		agree
f176.6	13	π	M		agree-flagged
f176.6	14	4	H		agree
f176.6	15	c	M		agree-flagged
f176.6	16	t	M	B:-	gap
f176.6	17	o	M	B:-	gap
f176.6	18	ı	M	B:-	gap
f176.6	19	o	M	B:10	differ
f176.6	20	X	M		agree-flagged
f176.6	21	ur	M	B:-	gap
f176.6	22	p	M	B:-	gap
f176.6	23	v	M	B:u	differ
f176.6	24	f	M	B:x	differ
f176.7	1	///	M	B:iii	differ
f176.7	2	4	M	B:P	differ
f176.7	3	#	M	B:2	differ
f176.7	4	9	M	B:4	differ
f176.7	5	ı	M	B:q	differ
f176.7	6	y	M		agree-flagged
f176.7	7	L	M		agree-flagged
f176.7	8	x	M	A:-	gap
f176.7	9	x	M	A:-	gap
f176.7	10	xxx	M	B:x	differ
f176.7	11	π	M		agree-flagged
f176.7	12	+	M	B:-	gap
f176.7	13	oo	M		agree-flagged
f176.7	14	p	M		agree-flagged
f176.7	15	m	M		agree-flagged
f176.7	16	∂	M	B:d	differ
f176.7	17	p	M		agree-flagged
f176.7	18	o	M		agree-flagged
f176.7	19	g	M		agree-flagged
f176.7	20	‡	M	B:-	gap
f176.7	21	f	M		agree-flagged
f176.7	22	x	M		agree-flagged
f176.7	23	c	M		agree-flagged
f176.7	24	b	M	B:ↄ	differ
f176.7	25	ſ	M	B:f	differ
f176.7	26	n	M		agree-flagged
f176.7	27	T	M		agree-flagged
f176.7	28	o	M	B:-	gap
f176.7	29	o	M	B:oo	differ
f176.7	30	m	M		agree-flagged
f176.7	31	‡	M	B:-	gap
f176.7	32	q	M	B:g	differ
f176.7	33	E	M	B:e	differ
f176.8	1	‡	M	B:Δ	differ
f176.8	2	V	M	B:v	differ
f176.8	3	v	M		agree-flagged
f176.8	4	y	M		agree-flagged
f176.8	5	pi	M	B:π	differ
f176.8	6	oo	M		agree-flagged
f176.8	7	+	M	B:-	gap
f176.8	8	4	M	B:-	gap
f176.8	9	#	M	B:L	differ
f176.8	10	φ	M		agree-flagged
f176.8	11	f	M		agree-flagged
f176.8	12	#	M	B:-	gap
f176.8	13	Δ	M		agree-flagged
f176.8	14	oto	M		agree-flagged
f176.8	15	q	M		agree-flagged
f176.8	16	ʒ	M	B:-	gap
f176.8	17	·	M	B:-	gap
f176.8	18	+	M	B:-	gap
f176.8	19	o	M	B:-	gap
f176.8	20	7	M		agree-flagged
f176.8	21	///	M	B:-	gap
f176.8	22	p	M	B:-	gap
f176.8	23	//	M	B:iii	differ
f176.8	24	x	M	B:y	differ
f176.8	25	ur	M		agree-flagged
f176.8	26	p	M	B:-	gap
f176.8	27	ı	M	B:-	gap
f176.8	28	v	M	B:-	gap
f176.8	29	m	M	B:π	differ
f176.9	1	68	M		agree-flagged
f176.9	2	X	M		agree-flagged
f176.9	3	oto	M	A:-	gap
f176.9	4	o	M	B:2	differ
f176.10	1	o-	M	B:θ	differ
f176.10	2	##	M	B:‡	differ
f176.10	3	T	M		agree-flagged
f176.10	4	4	M	B:2	differ
f176.10	5	4	M		agree-flagged
f176.10	6	v	M		agree-flagged
f176.10	7	p	M	B:δ	differ
f176.10	8	y	M		agree-flagged
f176.11	1	.:.	M	B:-	gap
f176.11	2	~	M	B:v	differ
f176.11	3	Δ	M	B:A	differ
f176.11	4	10	H		agree
f176.11	5	C	M	B:-	gap
f176.11	6	o	M	B:-	gap
f176.11	7	t	M	B:c	differ
f176.11	8	o	M	B:oto	differ
f176.11	9	29	H		agree
f176.12	1	7	M	B:-	gap
f176.12	2	8	M	B:‡	differ
f176.12	3	0	M	B:80	differ
f176.12	4	4	M		agree-flagged
f176.12	5	ʃ	M	B:-	gap
f176.12	6	+	M	B:-	gap
f176.12	7	to	M		agree-flagged
f176.12	8	///	M	B:-	gap
f176.12	9	E	M	B:iii	differ
f176.12	10	r	M	B:w	differ
f176.12	11	9	M	B:q	differ
f176.12	12	#	M	B:‡	differ
f176.12	13	3	M		agree-flagged
f176.12	14	0	M	B:-	gap
