pos	sign
474	u096
475	u005
476	u002
477	u005
478	u124
479	u065
480	u001
481	u005
482	u007
483	u004
484	u001
485	u011
486	u022
487	u005
488	u005
489	u038
490	u004
491	u010
492	u003
493	u057
494	u031
495	u002
496	u080
497	u039
498	u033
499	u010
500	u010
501	u001
502	u011
503	u041
504	u056
505	u012
506	u029
507	u018
508	u002
509	u023
510	u100
511	u004
512	u000
513	u048
514	u031
515	u064
516	u001
517	u102
518	u017
519	u006
520	u000
521	u100
522	u009
523	u070
524	u122
525	u011
526	u002
527	u001
528	u013
529	u000
530	u015
531	u022
532	u009
533	u001
534	u025
535	u006
536	u000
537	u032
538	u000
539	u002
540	u023
541	u010
542	u037
543	u068
544	u023
545	u078
546	u006
547	u044
548	u001
549	u010
550	u024
551	u009
552	u016
553	u003
554	u004
555	u092
556	u000
557	u087
558	u001
559	u102
560	u012
561	u023
562	u014
563	u009
564	u002
565	u016
566	u025
567	u006
568	u030
569	u039
570	u000
571	u038
572	u032
573	u003
574	u013
575	u047
576	u039
577	u022
578	u066
579	u005
580	u000
581	u008
582	u035
583	u001
584	u008
585	u000
586	u009
587	u012
588	u000
589	u012
590	u000
591	u004
592	u119
593	u001
594	u012
595	u071
596	u005
597	u038
598	u004
599	u077
600	u002
601	u004
602	u022
603	u014
604	u061
605	u002
606	u043
607	u074
608	u040
609	u069
610	u024
611	u007
612	u034
613	u111
614	u015
615	u116
616	u038
617	u025
618	u056
619	u001
620	u006
621	u013
622	u022
623	u004
624	u012
625	u001
626	u008
627	u003
628	u004
629	u027
630	u003
631	u016
632	u003
633	u055
634	u028
635	u010
636	u000
637	u010
638	u015
639	u047
640	u006
641	u026
642	u013
643	u038
644	u057
645	u003
646	u011
647	u002
648	u003
649	u008
650	u030
651	u003
652	u031
653	u014
654	u029
655	u101
656	u001
657	u004
658	u051
659	u080
660	u051
661	u009
662	u001
663	u113
664	u022
665	u010
666	u072
667	u033
668	u055
669	u007
670	u024
671	u001
672	u056
673	u013
674	u003
675	u004
676	u026
677	u009
678	u085
679	u002
680	u036
681	u035
682	u042
683	u035
684	u007
685	u022
686	u017
687	u006
688	u031
689	u112
690	u125
691	u000
692	u028
693	u039
694	u085
695	u066
696	u073
697	u012
698	u001
699	u053
700	u000
701	u040
702	u001
703	u054
704	u003
705	u013
706	u003
707	u000
708	u005
709	u066
710	u000
711	u004
712	u073
713	u065
714	u001
715	u008
716	u037
717	u081
718	u027
719	u040
