code	value	grade	source	note
37,	y	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (by)
37:	y	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (by)
39,	a	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 9/9 (alliantie, ambassadeur, danckbaerheyt, gehandelt,, van)
39:	a	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 9/9 (alliantie, ambassadeur, danckbaerheyt, gehandelt,, van)
40,	d	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 14/25 (ambassadeur, andere, danckbaerheyt, de, dese, ende)
40:	d	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 14/25 (ambassadeur, andere, danckbaerheyt, de, dese, ende)
41,	a	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/3 (al, tracteren,, vruntschap)
41:	a	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/3 (al, tracteren,, vruntschap)
42,	a	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 2/2 (alle, ambassadeur)
42:	a	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 2/2 (alle, ambassadeur)
43,	a	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (alliantie)
43:	a	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (alliantie)
44,	b	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 6/6 (ambassadeur, beter, by, danckbaerheyt, gebreck, geobtineert)
44:	b	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 6/6 (ambassadeur, beter, by, danckbaerheyt, gebreck, geobtineert)
46,	c	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 10/11 (Croon, affectie, commercie, danckbaerheyt, effecten, gebreck)
46:	c	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 10/11 (Croon, affectie, commercie, danckbaerheyt, effecten, gebreck)
47,	c	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 4/4 (Croon, commercie, officiers)
47:	c	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 4/4 (Croon, commercie, officiers)
49,	d	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (de)
49:	d	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (de)
50,	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 34/36 (Staet, affectie, agent, alle, andere, commercie)
50:	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 34/36 (Staet, affectie, agent, alle, andere, commercie)
51,	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 28/28 (Rosewinge, Staet, ambassadeur, andere, assisteren,, beter)
51:	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 28/28 (Rosewinge, Staet, ambassadeur, andere, assisteren,, beter)
52,	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 14/14 (assisteren,, beter, danckbaerheyt, dese, een, effecten)
52:	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 14/14 (assisteren,, beter, danckbaerheyt, dese, een, effecten)
53,	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 11/11 (affectie, alliantie, effecten, gehandelt,, goede, interventie)
53:	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 11/11 (affectie, alliantie, effecten, gehandelt,, goede, interventie)
54,	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/5 (interventie, kennen,, somme, tracteren,, verscheyde)
54:	e	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/5 (interventie, kennen,, somme, tracteren,, verscheyde)
55,	f	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/3 (affectie, effecten, officiers)
55:	f	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/3 (affectie, effecten, officiers)
56,	f	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 2/2 (effecten, officiers)
56:	f	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 2/2 (effecten, officiers)
57,	g	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 8/9 (Rosewinge, agent, gebreck, gehandelt,, gelt, geobtineert)
57:	g	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 8/9 (Rosewinge, agent, gebreck, gehandelt,, gelt, geobtineert)
59,	h	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/6 (danckbaerheyt, gehandelt,, heer,, verscheyde, vruntschap)
59:	h	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/6 (danckbaerheyt, gehandelt,, heer,, verscheyde, vruntschap)
61,	i	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 10/11 (Rosewinge, affectie, alliantie, commercie, niet, officiers)
61:	i	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 10/11 (Rosewinge, affectie, alliantie, commercie, niet, officiers)
62,	i	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/5 (alliantie, assisteren,, geobtineert, interventie)
62:	i	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/5 (alliantie, assisteren,, geobtineert, interventie)
65,	i	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (officiers)
65:	i	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (officiers)
104,	elseneur	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (Elseneur)
104:	elseneur	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (Elseneur)
105,	sweden	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/3 (Sweden, Sweden,)
105:	sweden	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/3 (Sweden, Sweden,)
106,	de	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (de)
106:	de	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (de)
143,	uereenichde nederlanden	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/5 (Vereenichde Nederlanden, Vereenichde Nederlanden,, Vereenichde Nederlanden.)
143:	uereenichde nederlanden	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 5/5 (Vereenichde Nederlanden, Vereenichde Nederlanden,, Vereenichde Nederlanden.)
144,	haer hoog mog	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/4 (Haer Hoog Mog.)
144:	haer hoog mog	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 3/4 (Haer Hoog Mog.)
172,	denemarken	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/2 (Denemarken)
172:	denemarken	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/2 (Denemarken)
173,	coningh uan denemarcken	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/2 (Coningh van Denemarcken)
173:	coningh uan denemarcken	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/2 (Coningh van Denemarcken)
213,	engelandt	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 4/4 (Engelandt)
213:	engelandt	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 4/4 (Engelandt)
222,	londen	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 2/2 (Londen)
222:	londen	C	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 2/2 (Londen)
225,	uranckriik	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (Vranckrijk)
225:	uranckriik	M	known-plaintext alignment (align.py) 25 Sept 2026	align.py vote 1/1 (Vranckrijk)
