line	pos	sign	conf	value	grade
L15	13	46,	H	?	U
L15	14	4:	H	?	U
L16	1	27,	H	u/v	C
L16	2	39,	H	?	U
L16	3	10:	H	n	C
L16	4	57,	H	g	C
L16	5	50,	H	e	C
L16	6	6,	H	l	M
L16	7	25:	H	t	C
L16	8	achter	H	achter	clear
L16	9	blijven.	H	blijven.	clear
L16	10	daer	H	daer	clear
L16	11	ontbreekt	M	ontbreekt	clear
L17	1	mede	M	mede	clear
L17	2	soo	H	soo	clear
L17	3	mij	H	mij	clear
L17	4	gesoijt	M	gesoijt	clear
L17	5	weert?,	M	weert?,	clear
L17	6	dit	H	dit	clear
L17	7	sier	M	sier	clear
L17	8	trachten	H	trachten	clear
L17	9	te	H	te	clear
L17	10	versaeckeren	M	versaeckeren	clear
L18	1	datums	M	datums	clear
L18	2	groot	M	groot	clear
L18	3	51,	H	e	C
L18	4	55,	H	?	U
L18	5	56,	H	?	U
L18	6	52,	H	e	C
L18	7	46,	H	?	U
L18	8	25,	H	t	C
L18	9	53,	H	?	U
L18	10	10:	H	n	C
L18	11	27,	H	u/v	C
L18	12	36,	H	?	U
L18	13	26:	H	t	C
L18	14	40,	H	?	U
L18	15	50:	M	e	M
L19	1	143:	H	Vereenichde Nederlanden	C
L19	2	geeft	M	geeft	clear
L19	3	de	M	de	clear
L19	4	vraagster?.	M	vraagster?.	clear
L19	5	[MARK]	H	[MARK]	M
L19	6	't	H	't	clear
L19	7	schijnt	M	schijnt	clear
L19	8	datum	H	datum	clear
L19	9	daer	H	daer	clear
L19	10	op	H	op	clear
L19	11	veel	M	veel	clear
L20	1	fondement	H	fondement	clear
L20	2	sonell	M	sonell	clear
L20	3	soud	M	soud	clear
L20	4	Willemsmaker	M	Willemsmaker	clear
L20	5	om	H	om	clear
L20	6	144:	H	Haer Hoog Mog.	C
L20	7	40,	H	?	U
L20	8	50:	H	e	C
L20	9	27,	H	u/v	C
L20	10	21,	H	?	U
L20	11	20,	H	?	U
L21	1	10,	H	n	C
L21	2	25,	H	t	C
L21	3	24,	H	?	U
L21	4	46,	H	?	U
L21	5	59,	H	?	U
L21	6	41,	H	?	U
L21	7	17:	H	?	U
L21	8	27,	H	u/v	C
L21	9	39,	H	?	U
L21	10	10:	H	n	C
L21	11	40,	H	?	U
L21	12	50,	H	e	C
L21	13	23,	H	s	C
L21	14	51:	H	e	C
L21	15	46,	H	?	U
L21	16	21,	H	?	U
L21	17	12,	H	o	C
L21	18	13,	H	o	C
L21	19	10:	H	n	C
L22	1	de	M	de	clear
L22	2	dagh	M	dagh	clear
L22	3	20,	H	?	U
L22	4	53,	H	?	U
L22	5	22,	H	r	C
L22	6	6,	H	l	M
L22	7	61,	H	i	C
L22	8	50,	H	e	C
L22	9	24,	H	?	U
L22	10	51,	H	e	C
L22	11	10:	H	n	C
L22	12	over	M	over	clear
L22	13	sijn	M	sijn	clear
L22	14	niet	M	niet	clear
L22	15	dat	M	dat	clear
L22	16	mont	M	mont	clear
L23	1	[MARK]	H	[MARK]	M
L23	2	seer	M	seer	clear
L23	3	Heer	M	Heer	clear
L23	4	stiptgesantwoort	M	stiptgesantwoort	clear
L23	5	dat	H	dat	clear
L23	6	de	H	de	clear
L23	7	39,	H	?	U
L23	8	11,	H	m	C
L23	9	44,	H	b	C
L23	10	40,	H	?	U
L23	11	23,	H	s	C
L23	12	24,	H	?	U
L23	13	43,	H	?	U
L24	1	40,	H	?	U
L24	2	51,	H	e	C
L24	3	27,	H	u/v	C
L24	4	21:	H	?	U
L24	5	20,	H	?	U
L24	6	39,	H	?	U
L24	7	10:	H	n	C
L24	8	213:	H	Engelandt	C
L24	9	tot	H	tot	clear
L24	10	104:	H	Elseneur	C
L24	11	als	M	als	clear
L24	12	er	M	er	clear
L24	13	couromen	M	couromen	clear
L25	1	welcke	M	welcke	clear
L25	2	sij	M	sij	clear
L25	3	mijn	M	mijn	clear
L25	4	woordt	M	woordt	clear
L25	5	geeft	M	geeft	clear
L25	6	gesoijt	M	gesoijt	clear
L25	7	dat	H	dat	clear
L25	8	indien	H	indien	clear
L26	1	de	H	de	clear
L26	2	173:	H	Coningh van Denemarcken	C
L26	3	sal	H	sal	clear
L26	4	doen	M	doen	clear
L26	5	soo	H	soo	clear
L26	6	veel	H	veel	clear
L26	7	als	H	als	clear
L26	8	godag	M	godag	clear
L26	9	voor	H	voor	clear
L26	10	213:	H	Engelandt	C
L26	11	als	H	als	clear
L26	12	voor	H	voor	clear
L27	1	de	H	de	clear
L27	2	143:	H	Vereenichde Nederlanden	C
L27	3	't	H	't	clear
L27	4	selve	M	selve	clear
L27	5	met	H	met	clear
L27	6	40,	H	?	U
L27	7	10,	H	n	C
L27	8	40,	H	?	U
L27	9	50,	H	e	C
L27	10	21,	H	?	U
L27	11	51:	H	e	C
L27	12	40,	H	?	U
L27	13	40,	H	?	U
L27	14	10,	H	n	C
L27	15	46,	H	?	U
L27	16	4,	H	?	U
L28	1	44,	H	b	C
L28	2	39,	H	?	U
L28	3	50,	H	e	C
L28	4	21,	H	?	U
L28	5	59,	H	?	U
L28	6	52,	H	e	C
L28	7	36,	H	?	U
L28	8	25:	H	t	C
L28	9	soud	M	soud	clear
L28	10	wordt	M	wordt	clear
L28	11	erkant,	M	erkant,	clear
L28	12	maer	M	maer	clear
L29	1	datums	M	datums	clear
L29	2	oindsighte	M	oindsighte	clear
L29	3	is	H	is	clear
L29	4	172:	H	Denemarcken	C
L29	5	de	H	de	clear
L29	6	59,	H	?	U
L29	7	51,	H	e	C
L29	8	52,	H	e	C
L29	9	21,	H	?	U
L29	10	53,	H	?	U
L29	11	10:	H	n	C
L29	12	144:	H	Haer Hoog Mog.	C
L29	13	soud	M	soud	clear
L30	1	6,	H	l	M
L30	2	50,	H	e	C
L30	3	51,	H	e	C
L30	4	21,	H	?	U
L30	5	52,	H	e	C
L30	6	10:	H	n	C
L30	7	5,	H	?	U
L30	8	53,	H	?	U
L30	9	10,	H	n	C
L30	10	11,	H	m	C
L30	11	54,	H	?	U
L30	12	10:	H	n	C
L30	13	gelijck	M	gelijck	clear
L30	14	sij	H	sij	clear
L30	15	bij	M	bij	clear
L31	1	105:	H	Sweden	C
L31	2	225:	H	Vranckrijk	C
L31	3	50,	H	e	C
L31	4	10,	H	n	C
L31	5	40,	H	?	U
L31	6	51:	H	e	C
L31	7	213:	H	Engelandt	C
L31	8	44,	H	b	C
L31	9	51,	H	e	C
L31	10	4,	H	?	U
L31	11	52,	H	e	C
L31	12	10,	H	n	C
L31	13	25:	H	t	C
L31	14	23,	H	s	C
L31	15	36,	H	?	U
L31	16	10:	H	n	C
L32	1	Ick	M	Ick	clear
L32	2	weet	H	weet	clear
L32	3	niet	H	niet	clear
L32	4	oft	H	oft	clear
L32	5	dit	H	dit	clear
L32	6	te	H	te	clear
L32	7	apprehenderen	M	apprehenderen	clear
L32	8	sij,	H	sij,	clear
L32	9	maer	H	maer	clear
L32	10	d'selve	M	d'selve	clear
L32	11	heeren	M	heeren	clear
L33	1	maken	M	maken	clear
L33	2	daer	M	daer	clear
L33	3	op	M	op	clear
L33	4	te	H	te	clear
L33	5	meer	H	meer	clear
L33	6	reflectie	M	reflectie	clear
L33	7	om	H	om	clear
L33	8	dat	H	dat	clear
L33	9	de	H	de	clear
L33	10	40,	H	?	U
L33	11	57,	H	g	C
L33	12	50,	H	e	C
L33	13	10,	H	n	C
L33	14	25:	H	t	C
L34	1	27,	H	u/v	C
L34	2	39,	H	?	U
L34	3	10,	H	n	C
L34	4	40,	H	?	U
L34	5	51:	H	e	C
L34	6	173:	H	Coningh van Denemarcken	C
L34	7	27,	H	u/v	C
L34	8	36,	H	?	U
L34	9	25:	H	t	C
L34	10	222:	H	Londen	C
L34	11	geeft	M	geeft	clear
L34	12	geschreven	H	geschreven	clear
L35	1	dat	H	dat	clear
L35	2	sij	H	sij	clear
L35	3	vertrouwen	M	vertrouwen	clear
L35	4	dat	H	dat	clear
L35	5	gemelt	M	gemelt	clear
L35	6	39,	H	?	U
L35	7	11,	H	m	C
L35	8	44,	H	b	C
L35	9	40,	H	?	U
L35	10	23,	H	s	C
L35	11	24,	H	?	U
L36	1	42,	H	?	U
L36	2	40,	H	?	U
L36	3	51,	H	e	C
L36	4	27,	H	u/v	C
L36	5	21:	H	?	U
L36	6	soud	M	soud	clear
L36	7	voorsz	M	voorsz	clear
L36	8	gestelt	M	gestelt	clear
L36	9	om	H	om	clear
L36	10	sijn	M	sijn	clear
L36	11	over	H	over	clear
L37	1	51,	H	e	C
L37	2	52,	H	e	C
L37	3	10:	H	n	C
L37	4	43,	H	?	U
L37	5	6,	H	l	M
L37	6	7,	H	?	U
L37	7	61,	H	i	C
L37	8	39,	H	?	U
L37	9	10,	H	n	C
L37	10	20,	M	?	U
L37	11	62,	H	i	C
L37	12	53:	H	?	U
L37	13	25,	H	t	C
L37	14	50:	H	e	C
L37	15	25,	H	t	C
L37	16	21,	H	?	U
L38	1	41,	H	?	U
L38	2	46,	H	?	U
L38	3	26,	H	t	C
L38	4	54,	H	?	U
L38	5	22,	H	r	C
L38	6	53,	H	?	U
L38	7	10:	H	n	C
L38	8	[MARK]	H	[MARK]	M
L38	9	datums	M	datums	clear
L38	10	is	H	is	clear
L38	11	213:	H	Engelandt	C
L38	12	32,	H	w	C
L38	13	50,	H	e	C
L38	14	6:	H	l	M
L39	1	10,	H	n	C
L39	2	61,	H	i	C
L39	3	52,	H	e	C
L39	4	25:	H	t	C
L39	5	57,	H	g	C
L39	6	12,	H	o	C
L39	7	50,	H	e	C
L39	8	26,	H	t	C
L39	9	24:	H	?	U
L39	10	moght	M	moght	clear
L39	11	voorsz	M	voorsz	clear
L39	12	doen	M	doen	clear
L40	1	met	H	met	clear
L40	2	de	H	de	clear
L40	3	143:	H	Vereenichde Nederlanden	C
L40	4	daer	H	daer	clear
L40	5	weet	H	weet	clear
L40	6	ook	M	ook	clear
L40	7	32,	H	w	C
L40	8	50,	H	e	C
L40	9	57,	H	g	C
L40	10	51,	H	e	C
L40	11	10,	H	n	C
L40	12	23:	H	s	C
L41	1	105:	H	Sweden	C
L41	2	25,	H	t	C
L41	3	12,	H	o	C
L41	4	26:	H	t	C
L41	5	222:	H	Londen	C
L41	6	over	H	over	clear
L41	7	de	H	de	clear
L41	8	46,	H	?	U
L41	9	13,	H	o	C
L41	10	11,	H	m	C
L41	11	9,	H	?	U
L41	12	50,	H	e	C
L41	13	21,	H	?	U
L41	14	47,	H	?	U
L41	15	61,	H	i	C
L41	16	51:	H	e	C
L42	1	57,	H	g	C
L42	2	52,	H	e	C
L42	3	59,	H	?	U
L42	4	39,	H	?	U
L42	5	10,	H	n	C
L42	6	40,	H	?	U
L42	7	53,	H	?	U
L42	8	6,	H	l	M
L42	9	26:	H	t	C
L42	10	gelijck	H	gelijck	clear
L42	11	als:	M	als:	clear
L42	12	sal	H	sal	clear
L42	13	vernemen	M	vernemen	clear
L43	1	mede	M	mede	clear
L43	2	niet	H	niet	clear
L43	3	er	M	er	clear
L43	4	goederhijzeerd	M	goederhijzeerd	clear
L43	5	met	H	met	clear
L43	6	dit	H	dit	clear
L43	7	vercke	M	vercke	clear
L43	8	niet	H	niet	clear
L44	1	water	H	water	clear
L44	2	as	M	as	clear
L44	3	er	M	er	clear
L44	4	sacht	M	sacht	clear
L44	5	toe	M	toe	clear
L44	6	niet:	M	niet:	clear
L44	7	soo	M	soo	clear
L44	8	mede	M	mede	clear
L44	9	meent	M	meent	clear
L44	10	te	H	te	clear
L44	11	men	M	men	clear
L45	1	dat	H	dat	clear
L45	2	sier	M	sier	clear
L45	3	eenigst	M	eenigst	clear
L45	4	mit	M	mit	clear
L45	5	heer	M	heer	clear
L45	6	geeft	M	geeft	clear
L45	7	dat	H	dat	clear
L45	8	106:	H	?	U
L45	9	goet	M	goet	clear
L45	10	59,	H	?	U
L45	11	12:	H	o	C
L45	12	11,	M	m	M
L45	13	B:	M	B:	clear
L46	1	van	H	van	clear
L46	2	de	H	de	clear
L46	3	tractaten	H	tractaten	clear
L46	4	11,	H	m	C
L46	5	50,	H	e	C
L46	6	25:	H	t	C
L46	7	172:	H	Denemarcken	C
L46	8	32,	H	w	C
L46	9	61,	H	i	C
L46	10	6:	H	l	M
L46	11	27,	H	u/v	C
L46	12	36,	H	?	U
L46	13	25,	H	t	C
L46	14	23,	H	s	C
L47	1	6,	H	l	M
L47	2	27,	H	u/v	C
L47	3	57,	H	g	C
L47	4	26,	H	t	C
L47	5	50,	H	e	C
L47	6	10:	H	n	C
L47	7	12,	H	o	C
L47	8	11:	H	m	C
L47	9	40,	H	?	U
L47	10	39,	H	?	U
L47	11	25:	H	t	C
L47	12	41,	H	?	U
L47	13	6:	H	l	M
L47	14	voor	H	voor	clear
L47	15	sekere	M	sekere	clear
L48	1	51,	H	e	C
L48	2	52,	H	e	C
L48	3	10:	H	n	C
L48	4	59,	H	?	U
L48	5	50,	H	e	C
L48	6	51,	H	e	C
L48	7	22:	H	r	C
L48	8	dit	M	dit	clear
L48	9	mij	H	mij	clear
L48	10	voor	H	voor	clear
L48	11	23,	H	s	C
L48	12	32,	H	w	C
L48	13	51,	H	e	C
L48	14	52,	H	e	C
L48	15	25,	H	t	C
L48	16	23:	M	s	M
L49	1	aansier	M	aansier	clear
L49	2	sier	M	sier	clear
L49	3	bij	H	bij	clear
L49	4	en	M	en	clear
L49	5	handel	M	handel	clear
L49	6	ernst	M	ernst	clear
L49	7	er	M	er	clear
L49	8	ministers	H	ministers	clear
L49	9	verwehr-	M	verwehr-	clear
L50	1	den	M	den	clear
L50	2	geeft	H	geeft	clear
L50	3	gebruijckt	M	gebruijckt	clear
L50	4	om	H	om	clear
L50	5	de	H	de	clear
L50	6	staat	M	staat	clear
L50	7	berg	M	berg	clear
L50	8	143:	H	Vereenichde Nederlanden	C
L50	9	te	H	te	clear
L50	10	de	M	de	clear
L50	11	fredberg?,	M	fredberg?,	clear
L51	1	als	H	als	clear
L51	2	er	M	er	clear
L51	3	weder	M	weder	clear
L51	4	niet	H	niet	clear
L51	5	stt	M	stt	clear
L51	6	olde	M	olde	clear
L51	7	de	M	de	clear
L51	8	verhoogste	M	verhoogste	clear
L51	9	dat,	M	dat,	clear
L51	10	[MARK]	H	[MARK]	M
L52	1	te	H	te	clear
L52	2	gepersiadeeren	M	gepersiadeeren	clear
L52	3	datums	M	datums	clear
L52	4	44,	H	b	C
L52	5	51,	H	e	C
L52	6	25,	H	t	C
L52	7	52,	H	e	C
L52	8	21:	H	?	U
L52	9	46,	H	?	U
L52	10	12,	H	o	C
L52	11	10,	H	n	C
L52	12	40,	H	?	U
L52	13	61,	H	i	C
L53	1	25,	H	t	C
L53	2	62,	H	i	C
L53	3	53,	H	?	U
L53	4	11:	H	m	C
L53	5	11,	H	m	C
L53	6	50,	H	e	C
L53	7	25:	H	t	C
L53	8	105:	H	Sweden	C
L53	9	soud	M	soud	clear
L53	10	maken,	H	maken,	clear
L53	11	23,	H	s	C
L53	12	12,	H	o	C
L53	13	11,	H	m	C
L53	14	40,	H	?	U
L54	1	50,	H	e	C
L54	2	22:	H	r	C
L54	3	39,	H	?	U
L54	4	6,	H	l	M
L54	5	23:	H	s	C
L54	6	11,	H	m	C
L54	7	51,	H	e	C
L54	8	25:	H	t	C
L54	9	62,	H	i	C
L54	10	10,	H	n	C
L54	11	25,	H	t	C
L54	12	52,	H	e	C
L54	13	22,	H	r	C
L54	14	27,	H	u/v	C
L54	15	53,	H	?	U
L54	16	10,	H	n	C
L55	1	26,	H	t	C
L55	2	62,	H	i	C
L55	3	54:	H	?	U
L55	4	20,	H	?	U
L55	5	39,	H	?	U
L55	6	10:	H	n	C
L55	7	144:	H	Haer Hoog Mog.	C
L55	8	Dat	H	Dat	clear
L55	9	sal	H	sal	clear
L55	10	meer	H	meer	clear
L55	11	bijstaet	M	bijstaet	clear
L55	12	[MARK]	H	[MARK]	M
L56	1	opmerkingen	M	opmerkingen	clear
L56	2	soo	M	soo	clear
L56	3	veel	M	veel	clear
L56	4	mij	H	mij	clear
L56	5	dubelijck	M	dubelijck	clear
L56	6	is,	H	is,	clear
L56	7	gebruijcken?,	M	gebruijcken?,	clear
L57	1	om	H	om	clear
L57	2	't	H	't	clear
L57	3	gaet	M	gaet	clear
L57	4	sijn	M	sijn	clear
L57	5	onder	H	onder	clear
L57	6	geschreven	M	geschreven	clear
L57	7	maar	M	maar	clear
L57	8	nader	H	nader	clear
L57	9	te	H	te	clear
L57	10	ontdecken,	H	ontdecken,	clear
L58	1	maer	H	maer	clear
L58	2	sonder	H	sonder	clear
L58	3	17,	H	?	U
L58	4	21,	H	?	U
L58	5	12,	H	o	C
L58	6	11,	H	m	C
L58	7	10,	H	n	C
L58	8	25,	H	t	C
L58	9	50:	H	e	C
L58	10	22,	H	r	C
L58	11	51,	H	e	C
L58	12	40,	H	?	U
L58	13	6,	H	l	M
L58	14	61,	H	i	C
L58	15	25,	H	t	C
L59	1	50,	H	e	C
L59	2	61,	H	i	C
L59	3	25,	H	t	C
L59	4	52,	H	e	C
L59	5	10:	H	n	C
L59	6	is	H	is	clear
L59	7	sier	M	sier	clear
L59	8	soo	H	soo	clear
L59	9	46,	H	?	U
L59	10	22,	H	r	C
L59	11	50,	H	e	C
L59	12	40,	H	?	U
L59	13	37,	H	?	U
L59	14	26:	H	t	C
L59	15	van	H	van	clear
L59	16	144:	H	Haer Hoog Mog.	C
L60	1	noch	H	noch	clear
L60	2	de	H	de	clear
L60	3	40,	H	?	U
L60	4	55,	H	?	U
L60	5	46,	H	?	U
L60	6	50,	H	e	C
L60	7	46,	H	?	U
L60	8	25,	H	t	C
L60	9	61,	H	i	C
L60	10	53:	H	?	U
L60	11	van	M	van	clear
L60	12	40,	H	?	U
L60	13	50,	H	e	C
L60	14	23,	H	s	C
L60	15	52:	H	e	C
L61	1	47,	H	?	U
L61	2	22,	H	r	C
L61	3	13,	H	o	C
L61	4	14,	H	?	U
L61	5	10:	H	n	C
L61	6	tot	H	tot	clear
L61	7	de	H	de	clear
L61	8	23,	H	s	C
L61	9	25,	H	t	C
L61	10	40,	H	?	U
L61	11	50,	H	e	C
L61	12	25:	H	t	C
L61	13	der	H	der	clear
L61	14	143:	H	Vereenichde Nederlanden	C
L61	15	niet	M	niet	clear
L62	1	23,	H	s	C
L62	2	25,	H	t	C
L62	3	40,	H	?	U
L62	4	51,	H	e	C
L62	5	10,	H	n	C
L62	6	40,	H	?	U
L62	7	50:	H	e	C
L62	8	te	H	te	clear
L62	9	sonder.	M	sonder.	clear
L62	10	Ick	M	Ick	clear
L62	11	geloove	H	geloove	clear
L62	12	dat	H	dat	clear
L63	1	haer	H	haer	clear
L63	2	luv.	M	luv.	clear
L63	3	voor	M	voor	clear
L63	4	[ILLEGIBLE]	M	[ILLEGIBLE]	M
L63	5	veel	H	veel	clear
L63	6	sulke	M	sulke	clear
L63	7	geestimeerd	M	geestimeerd	clear
L63	8	voor	M	voor	clear
L63	9	iets	M	iets	clear
L63	10	partij-	M	partij-	clear
L64	1	culier	M	culier	clear
L64	2	op	H	op	clear
L64	3	de	H	de	clear
L64	4	consideratie	M	consideratie	clear
L64	5	is	H	is	clear
L64	6	mijn	H	mijn	clear
L64	7	niet	H	niet	clear
L64	8	ist	M	ist	clear
L64	9	dat	M	dat	clear
L64	10	er	M	er	clear
L65	1	cristien	M	cristien	clear
L65	2	verbat	M	verbat	clear
L65	3	te	H	te	clear
L65	4	gelaten,	H	gelaten,	clear
L65	5	maer	H	maer	clear
L65	6	ick	H	ick	clear
L65	7	sal	H	sal	clear
L65	8	mijn	M	mijn	clear
L65	9	mij	M	mij	clear
L65	10	toe-	M	toe-	clear
L66	1	volgen	H	volgen	clear
L66	2	indagijt	M	indagijt	clear
L66	3	gaen	M	gaen	clear
L66	4	naer	H	naer	clear
L66	5	order	H	order	clear
L66	6	bekomt,	M	bekomt,	clear
L66	7	[MARK]	H	[MARK]	M
L66	8	sal	H	sal	clear
L66	9	is	M	is	clear
L66	10	sulke	M	sulke	clear
L67	1	gebal	M	gebal	clear
L67	2	de	H	de	clear
L67	3	voorsz:	M	voorsz:	clear
L67	4	mijselven	M	mijselven	clear
L67	5	mij	M	mij	clear
L67	6	hierm	M	hierm	clear
L67	7	van	M	van	clear
L67	8	dat	M	dat	clear
L67	9	sorge.	M	sorge.	clear
L68	1	[Godt?]	M	[Godt?]	clear
L68	2	blijft?	M	blijft?	clear
L69	1	Mijn	H	Mijn	clear
L69	2	Heer	H	Heer	clear
L70	1	UEd:	H	UEd:	clear
L71	1	ootmoedigen?	M	ootmoedigen?	clear
L71	2	dienaer	H	dienaer	clear
L72	1	[ILLEGIBLE]	H	[ILLEGIBLE]	M
L73	1	-	H	-	clear
L73	2	Coppenhagen	H	Coppenhagen	clear
L73	3	19/29	H	19/29	clear
L73	4	[7bris?]	M	[7bris?]	clear
L73	5	1657.	H	1657.	clear
