plain_line	plain_raw	cipher_line	cipher_raw
5747	n     g      t       h        2c      a  councel  of     warre     it         was    v       o       t       e      d       at       this     tyme    not       to	5748	27  20   50    37    107    7    152   343   449    258    457  26    30    50    1811    107    412    408    320   404
5749	beeatt        emted    Wee    had   then  fome  debate     of  Gibraker  and    there   a     p     p	5751	4  42  56  31  6  so  9Z  92  9J  56  80  452  240  414  401  166  343  522  105  413  31  I  47
5753	ear      e       d   '  no     great  mind       to       it       in       r       e      g     a     r      d       of     hard     ne       s    and	5755	42  7  I2  93  JI  3Z3  222  48  8  27  11  404  258  251  54  93  20  7  12  39  343  244  340  23  25
5757	as      alio      e     want     of     land    men     f      o      r     m      e      d     and    officer  s      and      numb	5759	106  7  5  59  74  18  451  343  279  299  J4  19  I2  16  18  11  105  349  90  105  52/45  48  36
5761	e      r       s       of      men    to      all    which  are     r      e     a     1      1    obftacle  s     a     s     you    may   judge  u     p	5763	93  12  23  343  299  404  7  5  33  458  114  12  18  7  69  81  357  90  7  23  478  309  260 '26  1
5765	p    o       n     the       d      e      f      c       r       iptio       nof      the    place   the    n       u      m     b     e        r	5767	47  19  27  407  11  42  23  28  12  8  1  6  7  30  27  343  407  374  407  52  45  48  36  42  12
5769	and  quality  of       o       u     r     men	5771	105  389  343  i9  45  54  299.
5773	and       to       f    a     y     the      t      r      u       t      h     the      f      e     a  men     are     not      for     land       f      e         r	5775	105  404  90  7  24  407  50  73  53  68  37  407  23  18  7  299  114  320  196  279  §Q   42  12
5777	vie       eunle       fs       it       be       eafudd       enpl       u       nder	5779	16  8  28  56441  5  93  S9  9°  258  36  5693  7  23  45  39  7l  93  27  47  33  26  52  n  19  13
5781	they     are     then  valyant  much  but      not       tobeeruled     and     kep    t     in      a    n	5783	410  114  414  440  310  4  94  gy   323  404  62  56   93  54  26  33  18  11  105  265  6  251  7  27
5785	y  government  on      f      h      o      a      r      e	5786	34     221      345  25  37  30  31   5493.
5788	Nor  have     your    f      e      a    officer  s     much   f    t     o    a   r     s      to      fight      on      f     h     o      a      r       e	5790	335  234  480  23  93  31  349  90  310  90  6  19  7  9  25  404  200  345  S9   2  19  55  73   5s-
5792	Yet     this    work     is      not  through  n     a     f     i       d     on     debate	5793	479  412  456  259   320  433  27  7  25  49    39  345  166.
5805	A.  D.  1656.  I    did    take  frigott  s      and    view    d  Gibral.  They  did	5807	an  anchor,  atTanger  8th  May)  May  13th  8  165  405  (2)  211  23  105  466  n  524  410  165
5809	permit  us       to      faile  c    1    o      f     e      b    y      the   place    un     tell    wee      ftoo       dofag	5811	367  4-35  404  400  95199°  93  36  24  4°7  374  44 1  4i6  452  25  68  19  3°  J 1  343  7  20
5813	a      i      n      to       f      e      a     and    then  their  anger      was     tofmal        lpur	5815	31  49  52  40423  18  55  105  414  41 1  7  52  20  42  12  457  404  23  167  33  69   I  26  54
5817	p     o       s  I     was       at      the  fleete  wee       f      e      n       t      the	5819	i  19  25.     May  14th  42  457  107  407  495  again  in  Tanger  Bay  452   23  18   27  50  407
5821	Ruby    and     theNantwi      t      chto       ar      geire       s	5823	54  45  36  43  105  407  52  7  76  6  21  49  50  28  2  404  31  12  46  93  8  12  42  25  with  Mr.
5825	and     to    range    the    Spayne    i       s    coaft    for     p   i     r    a    t     s      as     they	5827	Browne  105  404  396  407  (500  259  2)  148  196  1  8  12  7  6  25  106  410  returne.
5840	they     r       e    p    o      r      t     that      he     looke     s      for  faile        of	5842	ture  then  wee  left  him  ;  only  410  12  93  1  19  54  50  406  239  284  25  196  (16)  400  343
5843	gall       i      e      s      to       come      to     Cadiz  from     the  ftreits  mouth.	5845	75  31  5  33  49  l8  23.404  9  l9  l6  5$  404  501  197  407  5°4-
5854	a     lett       er     from  your     agent     The    fome     of     it      was    that    the    kinge    of  Portug.  had	5856	83  286  183  197  480  31  20.  42  j6  50  407  401  343  258  457  406  407  270  343  509  240.
5858	f      i      g      n      e     d     the     treaty       which  did     v    a    r      y      from    the      firlt      in       the    matter     of	5860	$9  49  46  76  18  11  407  424  24458  165  26  7  12  43  197  407  198  251  407  312  343
5862	r      eli      gio      n    and     did     tell      uswher      e       i       n	5863	54  18    5  49  20  8   19  27   105   165  416   435  2i  2   18   12   42    77  95.
5865	That     the  money  was     in       his    p     o      f     e      f      f     i     o    n  though,  he    was     not       to       r       e       m	5866	406  407  301  457  251  231  1  19  25  18  23  90  8  30  2  427  239  457  320  404  103  93  16
5868	i     t     t       i       t      until     the  prote&or  saccep       tance    was     obteyned	5870	77  6  50  49  97  437  407  600  59  7  9  28  18  47  50  31  27  28  93  457  358,39.
5872	That  hee     had     fixt      his      w      o      r      d     for  thinge  s  to       w      r        i      t      e         to	5874	406  239  240  375  231    21     19  12   II    196  (2)   415  90.      (I.)   404  21    73    49   50    18    404
5875	the  protector  for       his     c     o       ri     f     e      n    t  to  obteyne  lett    er       s     for     us       to     give     a	5877	407  600  196  231  28  19  27  90  18  52  6.  (II.)  404  358  286  183  90  19  435  404  219  7
5879	ffurance  not  to  oppofe  a  n  y  of  his  fleet  s  and  that  wee  fhall  f	5880	23  25  26  12  31  52  28    18  320  404  363  55  37  58  343    231  495  90  105  406  452  402   59
5882	end  the  proteftor  s  lett  er  of  kindnefs  which  he  did  know  wee  b  r  ought  from	5883	18  27  II  407  600  23  286  183  343  269  458  239  165  264  452  4  12  19  4546  26  197
5884	England  w  i     t    h     us     Now    the    t       r      u      t     h     is       we      did    f      e       n     d     o      u     r      lett      er	5886	529  21862  435  321  407  50  54  yg  68  2  259  452  165  90  18  27  n  19  yg  73  286  183
5888	of     c     r      e      d      e      n      c      e       to     him     as       wee     paff   'd     firft      by    Liibon  and     he      did     not	5890	343  9  12  18  11  93  27  66  §6  404  230  106  452  368  11  198  136  508  105  239  165  32Q
5892	then  deliver     it      that     it     fhoul     d     not    obftruft  the     trea     tey	5893	414    172    258406258402    II    320    357    407424   24.
5895	Our    carriage    in      this  matter     is       very  To     give    the     a      f      f  ■  u      r      a       n	5897	19  26  12    149    251  412   312  259  439  difficult  404  219  407  7  23  25  26  54  31   27
5898	c      e     p  ref    f       e      d    wee    have    noe  power  nor    are    wee  entife    d      to      go      b       e       y       o       n	5899	28   18   I  90  25    93   II  452  234  323  370  335  114  452  189  II  404  215  36   18    24    19    27
5900	dour  power  there    in       by  confideringe     toconfeque       nces   which.	5902	11  30  yg  54  370413  251  136  157  262  4049  3052  23  18  17  2642  95  28  18  25  458
5904	is      like      ly         to     b     e      e     by    delay     to     gett    home    their  fleet     s      and    then    to       c    h	5906	259   287  28l    404  4  93   18   136  159  404  212  2   19  48    18  411  495  90  105   414  404.   9    2
5908	eat      you       of      the   money  and  of     their     ami      tie      t      o      oBu       t	5910	18  7  68  478  343  407  301  105  perhaps  343  411  31  48  49  50  8  93  50  30  19  4  45  50
5912	c     on      t     r    a     r     i     ly      wee  know  inge    this     ft      ate       of     the   treate  ty     and    that     in	5914	9  345  6  12  7  54  8  281  452  264  262  412  23  50  31  6  97,  343  404424  24  105  406  251
5916	this     n      i     c       k      e        of    tyme  they  1     o      o     k      e     for    their  Brazil  filver  before  they       or        we	5918	412  27  8  28  25  93  343  408  41b  5  19  30  44  56  196  411  622  495  133  410  344  452
5920	can    here  from  you     and    wee   being      at    leaf      urwi       th     the      fleet    wee	5922	151  236  197  478  105  452  4  42  8  27  20  107  5  93  7  23  26  12  21  49  50  2  407  495  452
5924	thought  wee    had  deliver  goe   before  Liibon  and  d      e     m    a     n    d     the	5926	428    452  240  127  215  133    508    105  (as  wee  think  at  prefent)  3942  48  7  52  ri  407
5928	money  to      b    e      e     put       on      b     o     r      d     the     fleet    and    then    give  them  fafety	5930	301   404  4  18  93  366  345  36  19  i2  u  407  495  105  414  219409  398  (though  I  con-
5937	I  queftion  whether  it      were     not    better     to       f    t     o     p     to  their  BrafilA.  D.  16*6.	5938	fefs  inmy  private  thoughts)  8    384    462    258  450  320  127  404  23  6  19   1  47  411  622
5940	fleet    untill  we     have     commands     from  England    if      wee    meet  them       wee    have     the	5942	495  437  452  234  28  19  65  92  3127  11  25  197  529  (254  452  3 17  409)  452  234  407
5944	h      o      n      o       r      of   England     in      o      u      r      eye     too  which  wee    judge     r      e      q     u     i       r	5946	37  30  52  19  12  343  529  251  19  26  12  186  6  19  30  458  452  260  54  ^    17  26  8  12
5948	esourappearing     after      foeba       feana       tt       e	5950	18  25  74  79  85  7  i  47  56  31  y3  yy  52  46  108  399  62  83  90  18  55  %y  83  68  gy  18
5952	mpt      to    murder     the      age       nt	5954	48  1  6  404  48  45  12  11  18  54  407  55  ys  42  52  sy.
5956	On     thofe  thoughts  wee    are    under  faile     witha      1      1      o      u      r    better  mips    for	5958	May  20th.  345  420  428,23  452  114  438  400  21862313369192612  127  494  196
5960	Lifbon  haveinge     left      the    rear  ad.  w     i    t     h  faile     of        frigots    before  Cadiz  and     have	5962	508  234,253  33  18  14  50  407  610  21  8  6  37  (16)  400  343  211,25  133  501  105  234
5964	f      e      ntthePhe      nix    before    to     Lifbon     to      get     the      a      g     e       n       t      on       bo	5965	59  18  27  6407  I  2   18   52  8   13   133  404    508    404  212  407  31   20  93    52    50  345    36  19
5966	a     r      d      us       to    confult  h      o      w       to    manage  our  bufineffe  God   guide     us      for      the     b       e	5967	7    12  II   4-35  404  156   37   19  21    404    308   30  45    12     129     (227  228   435  196  407  36  18
5969	f      t       Wee    have     about  faile      of    fhips     with      us      fire     fhips    and      v    i    c  t	5971	25  5°)  452  234  55  36  l9  45  5°  (27)  4°°  343  494  21  8  62  435  210  494  105  26  8  9  6
5973	uall       e       r       s       i       nc      1       uded     Wee  hope      to      meet    your  c    o     m     m	5975	26  7  5  33  18  12  23  49  27  28  33  79  39  93  11  452  2  19  1  93  404  317  4So  9  30  48  65
5977	an       d      s       by      the    way  which  would     bee    well    come       to       us        in      this      i'	5978	7  27     II    25    I36407   21    55   24458     453    36  42   93  459  9    19    16   l8    4O443I    251   412  25
5979	1      e      i      g    h    t	5981	54  59  77  46  2  6.
5983	H     o      w    ever    wee     hope      for     pard      on     in         doeinge        o       u       r       b       e	5984	37   19  21    185  452   6l   30  47   18    196  I    7    12   II    19  27-251    161,252    30    79    73    36    93
5985	{      t    for        the      far      vice       of      the   protector  and      our       co       unt       r	5987	25  50  196  407  59  56  12  26  8  9  93  343  407  600  105  74  94  12  66   19  79  27  50  12
5989	43  93-	5991	May  22d.   1656.
5999	I   perceive  much    d      e      f    i     r      e      that  Gibral.  fhoul       d     be     e     take   n     My    thought  s     as         to	6001	49  379  3IQ  39  93  23  8  I2  42  4°^  524  4°2  * J  4  l8  4°5  27  296  428  59  106  404
6003	that      are        in       f      h     o       r       t      thefe    that     the    like      ly       e      f      t       vv      a      y       to       get       it	6004	406    114    251    90    2    30    54    50   420  406  407  287  281  42  90  68    53  31   24   404  212  258
6005	is .     by  landing  on      the       fan      d     and  quickly  cutting       it       ofFbetwe	6007	259  136  280  345  407  23  7  27  1 1  105  39  c  28  79  6  50  8  52  20  258  343  4  56  68  2  1  93
6009	e      n      f      e    a    and     f      e      a      or       foe      to       f        e      c       u       r       e      o      u      r     men    there      as	6011	56  27  23  42  7  I05  59  93  3 l   344  399  4°4  59   l8  28  45  *2  93  3°  79   54  299  4*3  io6
6013	that    they    may    h       i       n     d      e       r      the    enter    c      o      u      r      f      of      the      t      own      vvi    t    h	6015	406  410  309  37  yy  52   11  18  12  407  190  66  30  26  54  23  343  407  50  19  21  27  S3  8.2
6017	the     m     a      i       n      frigotts       ly       inge   neare  t      o      o      to        af      f       i       f     t  them    and      it  is	6019	407  16  c,5  49  52  21 1,25  281  262  329  6  19  30404  106  23  yy  25  6  409  105  258  259
6021	well    known    n     that  Spayne  never     vict      uall       e      tha      ny     place     for     one     m     o	6023	459  264  27  406  500  322  45  8  9  6  26  7  5  33  42  50  2  31  52  58  374  196  346  48  yi
6025	n      t      h	6026	76  50  37.
6028	This    will  want  or  men     well      formed         and    officered	6030	,  412  460  451  (4)  344  (5000)  299  459  196,42,11  105  349>39-
6032	This     is       my    owne  onely  thought  which     Ifubmit        atprefent	6034	412  259  296  352  347  428  (458  49  23  26  36  48  8  6)  107  1  12  18  25  42  27  go.
6036	The  Cull      en    frigot   is       take     n      b      y      a   iflanders  frigot     the    water    and      c        a      f	6038	407  9  45  5  33  93  52  211  259  405  52  36  43  31  616  211  407  463  105  28  55  25
6040	k  are      a    great  1     o      f       s       to       us        at      this   tyme	6042	44  &C.     114  S3   222   5   19  23   25  404    435   IO7  412  408.
6048	from  M     e       d      d      o     w      e  that       the         d	6050	tuan,  whereby  we  underftand  197  Sir  16  42  11  39  30  21  25  10  32  61  99  406  407,5   71
6052	ayes      are      paft     and     noe  peace  mad      e	6054	"31  43  42  59   ""4  375   105  323  372  48  7  11  93."
6056	Wee  have    but  wee    kesdr      ink'e       in      the    fleet  before  which  tyme  B	6058	452  234  36  26  50  (6)  452  44  56  59  71  54  49  27  25  93  251  407  495  133  458  408  16
6060	evoridgemuftbe       e     had  I    judge     it      may  more  quickly  com	6062	42  79  19  12  8  11  20  93  48  45  90  6  %6  93  ^6  240  1  yy  260  258  309  298  391  9  30  48
6064	e     from  England  then     from    any    other  place	6065	56    197     529    414    197  31   27  24  350  374.
6072	and     you    fee    this     ne      e    d      s     haft    and  care	6073	The  captain  will  fhew  you  why:   105  478  59  90  18  412  340  42  11  90  232  105  147
