plain_line	plain_raw	cipher_line	cipher_raw
32191	a  nomination:   but  whether  out	32193	3  27  26  22  19  27  3  ^g   19  26  27:  2  38  3^   43  14  11  39  14  11  35  26   38  3^
32195	of  apprehenlions  to  difpleaic	32197	26  10  3  31  31  35  11  14  11  27  34  19  26  27  34  39  26  6  19  34  31  23  11  3  34
32199	him,  it  recovering,  or  others	32200	II     14    19    22,     19     IO    35     II     7    26    38    II    35    19    27     15,    26    35    26    39   14   II     35    34
32202	hereafter,  it   it  fhould  not  iuccecd,	32204	H   "  35   "  3  IO  39  ll  35>   J9  IO  l9  39   34  H  36  38  23  6  27  26  39  34  38
32206	hee  has  not  yet  done  it,	32208	77  11  11  6,  14  11  11  14  3  34  27  26  39  47  11  39  6  26  27  11  19  39,  27  26
32210	nor  doe  I  beleive  wil.	32212	35  6  26  11  19  2  11  23  11  19  38  11  43  19  23.
32214	Wee  have  had  one  general  meeting	32216	43  "  11  14  3.38  11  H  3  6  26  27  11  15  11  27  11  35   3  23  22  11  11  39
32218	of  the  officers,  and  are  to	32220	19  27  15  26  10  3^   14  11  26  10  10  19  7  11  35   34,  3  27  6  3  35  11  3^  26   14
32222	have  another  to-day.  At   the  laft	32224	3  38   11  3  27  26  39  14  11  35  39  26  6  3  47.  3  39  39  14  11  23  3  34  39  W.
32226	and  onely  praid  very  notionaliy	32228	3  27  6  Berry  26  27  11  23  47  31  35  3  19  6  38  11  35  47  27  26  39  19  26  27
32230	both,  and  in  generals,  ontly	32232	3  23  23  47  2  26  39  14,  3  27  6  19  27  15  11  27  11  35   3  23  34,  26  27  11  23
32234	oegging  ot  God  to  goe  on  to  owne	32236	47  2  11  15  15  19  27  15  26  10  15  26  6  39  26  15  26  11  26  27  39  26  26  43
32238	his  people,  ana  to  keep  up  rheir	32240	27  11  14  19  34  31  11  26  31  23  11,  3  26  6  39  26  18  11  11  31  38  31  3^   14
32242	harts  to  doe  his  work.	32244	11  19  35   14  3  35  39   34  39  26  6  2$   n  H  19  34  43  26  35  18.
32246	Honeft  and  were  the  onely	32248	14  26  27  11  34  39  Ingolfby  3  27  6  B.  43  11  35  11  39  14  11  26  27  n
32250	perfons  not  lummoned  to  this	32252	23  47  31  11  35   34  26  27  34  27  26  3^   34  38  22  22  26  27  6  39  26  3^   14  19
32254	meeting;  by  wnich  you  may  gucls	32255	34    22    II     II    39    19    27     15;     2    47     43     14    19     7     14    47    26    38    22    3    47     15    38     II
32256	at  fomething.	32258	34  34  3  39  34  26  22  39  14  19  27  15.
32264	A  D  1658.  Lift  night  I  acqua:nted  with	32266	u'Y\j     23  3  34  39  27  J9  J5  H  39  l9  3  7  3°  3§  3  J9  27  39  M  6  Dr.  Petty  43  19
32268	the  wioie  ftate  of  our  affa  rs,	32270	39  14  39  14  11  43  14  26  23  n  34  39  3  39   JI  26  IO  20"  38  35  3  IO  I0  3  J9
32272	the  principi-s    .no.  interefts	32274	35  34>  39  14  IX  31  ,35  *?  27  7  J9  31  23  "  34  3  27  6  x9  27  39  "  35   "
32276	of  every  .:. dividual,  wn.  h	32278	g4  39  34  26  10  11  38  11  35  47  J9  27  6  19  38  J9  6  38  3  23  43  H  19  7  *4
32280	1  tb'nk   1  now  unrferfljiB     fric  ft    :ni	32282	19  39  14  19  27  18  19  27  26  43  38  27  6  11  35  34  39  3  27  6  19  27  6  19  10
32284	wen.  with  my  owue  opm-on	32286	10  11  35   11  27  39  43  11  23  43  19  3^   14  22  47  26  43  27  11  26  31  19  27  19
32288	will's  to  be  co.ie  :  to  his      "to	32290	26  27  43  14  3  39  34  39  26  2  11  6  26  27  11:  3^  26   14  19  34  23  II  39  39
32292	I  i.nuft  refer  ,011.	32294	11  35  19  22  38  34  39  35  11  10  11  35   47  26  38.
32296	TriL   officers  met  again  to. ay,	32298	39  14  11  26  10  10  19  7  11  35   34  22  "  39   3  *5  3   I9   27  39  2&  6   3  47»
32300	but  nothing  debated  by  them  ;  the	32302	2  38  39  27  26  39  14  19  27  15  6  II  2  3  39  II  6  2  47  39  14  II  22  39  14  II
32304	whoie  time  they  jpe'nr  in  praier..	32306	43  14  26  23  11  39  19  22  11  39  14  11  47  34  31  11  27  3^   19  27  31  35   3  19
32308	As  .  ny  thmg  material  i^ls	32310	'  11  35-  3  34  3  27  47  39   J4  19  27  J5   22  3    39   "  35  19  3  23  10  3  23  34
32321	is  now  beyond  a)  pofilbillity	32322	Z.     19     34     27    26     43    2     II    47    26    27    6     3    23    31     29    34    34    19    2    19    23    23    19
32323	of  recovery.	32325	39  47  26  10  35   11  7  26  38    11  35  47.
32327	i  lone  to  heare   from  what  h's	32329	19  23  26  27  15  36  26   14  11  3  35  11  10  35  26   22  A.  43  14  3  39  14  1934
32331	intentions  are ;  if  I  may  know,	32333	19  27   39   II   27  39  19  26  27  34  3  35  II  J  19  IO  19  22  3  47  18  27  26  43,
32335	F,e  make  the  game  here  as  faire	32337	19  23  11  22  18  11  39  14  11  15   3  22  11  14  11  35   11  3  34  10  3  19  35   11
32339	as  may  be  ;  and  if  I  may  have  commimon	32341	3  34  22  3  47  2  II  ;  3  27  6  19  IO  19  22  3  47  14  3  38  II  7  26  22  22  19  34
32343	from  I  can  make  fure  of  lord	32345	34  19  26  27  IO  35  26  22  A.  19  7  3  27  22  3  l8  II  34  38  35    II  26  IO  23  26
32347	Lockart  and  thole  w.h  him.	32349	35  6  23  26  7  18  3  35  39  3  27  6  39   14  26  34  11  43   19  39  14  19  22.
