line	position	sign	confidence
c4a_L07	2	CIRC-TAIL	M
c4a_L07	3	HOOK-L	M
c4a_L07	4	DASH-H	M
c4a_L07	5	X	H
c4a_L07	6	X	M
c4a_L07	7	VEE	M
c4a_L07	8	VEE	M
c4a_L07	9	VEE	H
c4a_L07	10	PHI	H
c4a_L07	11	WAVE	M
c4a_L07	12	BAR-THIN	M
c4a_L07	13	CIRC-O	M
c4a_L07	14	HOOK-L	M
c4a_L08	1	BAR-SERIF	M
c4a_L08	2	Y-CURL	M
c4a_L08	3	DELTA-TAIL	M
c4a_L08	4	PCT	M
c4a_L08	5	DASH-H	L
c4a_L08	6	X	H
c4a_L08	7	HOOK-L	M
c4a_L08	8	DASH-H	M
c4a_L08	9	WAVE	H
c4a_L08	10	BAR-THIN	M
c4a_L08	11	X	H
c4a_L08	12	CROSS-T	H
c4a_L08	13	MISC-17	M
c4a_L08	14	X	M
c4a_L08	15	WAVE	M
c4a_L08	16	DELTA-TAIL	M
c4a_L08	17	BAR-THIN	M
c4a_L09	1	MISC-67	M
c4a_L09	2	X	H
c4a_L09	3	RHO	M
c4a_L09	4	DASH-H	M
c4a_L09	5	MISC-11	M
c4a_L09	6	NOTE	H
c4a_L09	7	DELTA-TAIL	M
c4a_L09	8	MISC-60	M
c4a_L09	9	MISC-71	L
c4a_L09	10	DELTA-TAIL	M
c4a_L09	11	X	H
c4a_L09	12	X	M
c4a_L09	13	BAR-THIN	M
c4a_L09	14	MISC-64	M
c4a_L09	15	VENUS	M
c4a_L10	1	X	H
c4a_L10	2	BAR-THIN	M
c4a_L10	3	DELTA-TAIL	M
c4a_L10	4	MISC-60	M
c4a_L10	5	X	H
c4a_L10	6	CRESCENT	M
c4a_L10	7	DASH-H	M
c4a_L10	8	VENUS	M
c4a_L10	9	DASH-H	M
c4a_L10	10	X	H
c4a_L10	11	MISC-07	M
c4a_L10	12	MISC-29	L
c4a_L10	13	X	M
c4a_L10	14	X	M
c4a_L10	15	DELTA-TAIL	M
c4a_L10	16	MISC-32	M
c4a_L10	17	DASH-H	M
c4a_L11	1	BAR-SOLID	M
c4a_L11	2	BAR-THIN	M
c4a_L11	3	DELTA-TAIL	M
c4a_L11	4	CIRC-TAIL	M
c4a_L11	5	MISC-13	M
c4a_L11	6	MISC-60	L
c4a_L11	7	EYE-DOT	M
c4a_L11	8	BAR-THIN	M
c4a_L11	9	RHO	M
c4a_L11	10	MISC-32	M
c4a_L11	11	DASH-H	M
c4a_L12	1	MISC-60	M
c4a_L12	2	DASH-H	M
c4a_L12	3	DELTA-TAIL	M
c4a_L12	4	BAR-THIN	M
c4a_L12	5	X	M
c4a_L12	6	X	M
c4a_L12	7	BAR-THIN	M
c4a_L12	8	X	H
c4a_L12	9	MISC-31	M
c4a_L12	10	MISC-50	M
c4a_L12	11	BAR-SERIF	M
c4a_L12	12	X	H
c4a_L12	13	Y-CURL	M
c4a_L12	14	MISC-50	M
c4a_L12	15	MISC-21	M
c4a_L12	16	HOOK-L	M
c4a_L12	17	BAR-THIN	M
c4a_L12	18	X	H
c4a_L12	19	VENUS	M
c4a_L13	1	SUN	M
c4a_L13	2	X	H
c4a_L13	3	CRESCENT	M
c4a_L13	4	Y-CURL	M
c4a_L13	5	BAR-THIN	M
c4a_L13	6	MISC-32	H
c4a_L13	7	MISC-41	M
c4a_L13	8	VEE	M
c4a_L13	9	MISC-46	L
c4a_L13	10	PCT	H
c4a_L13	11	DASH-H	H
c4a_L13	12	X	H
c4a_L13	13	VEE	M
c4a_L13	14	X	M
c4a_L13	15	MISC-64	M
c4a_L13	16	WAVE	M
c4a_L13	17	VENUS	M
c4a_L14	1	HOOK-L	M
c4a_L14	2	VENUS	H
c4a_L14	3	VENUS	H
c4a_L14	4	X	H
c4a_L14	5	MISC-83	M
c4a_L14	6	BAR-THIN	M
c4a_L14	7	PCT	M
c4a_L14	8	MISC-32	M
c4a_L14	9	DELTA-TAIL	M
c4a_L14	10	MISC-21	M
c4a_L14	11	TRIDENT	M
c4a_L14	12	MISC-54	M
c4a_L14	13	DASH-H	L
c4b_L01	1	HOOK-L	M
c4b_L01	2	MISC-41	M
c4b_L01	3	X	H
c4b_L01	4	MISC-67	M
c4b_L01	5	MISC-32	M
c4b_L01	6	MISC-17	M
c4b_L01	7	MISC-03	L
c4b_L01	8	HOOK-L	M
c4b_L01	9	Y-CURL	M
c4b_L01	10	EYE-DOT	M
c4b_L01	11	MISC-17	M
c4b_L02	1	MISC-32	M
c4b_L02	2	MISC-76	M
c4b_L02	3	DELTA-TAIL	M
c4b_L02	4	HOOK-L	M
c4b_L02	5	MISC-32	M
c4b_L02	6	BAR-THIN	M
c4b_L02	7	DASH-H	L
c4b_L02	8	MISC-32	L
c4b_L02	9	HOOK-L	M
c4b_L02	10	DELTA-TAIL	M
c4b_L02	11	BAR-SERIF	M
c4b_L02	12	Y-CURL	M
c4b_L02	13	Y-CURL	M
c4b_L02	14	PCT	M
c4b_L02	15	DASH-H	M
c4b_L03	1	MISC-32	M
c4b_L03	2	MISC-31	H
c4b_L03	3	MISC-31	M
c4b_L03	4	MISC-17	M
c4b_L03	5	CIRC-O	L
c4b_L03	6	MISC-17	M
c4b_L03	7	EYE-DOT	M
c4b_L03	8	MISC-11	M
c4b_L03	9	NOTE	H
c4b_L03	10	MISC-07	M
c4b_L03	11	MISC-32	M
c4b_L03	12	BAR-THIN	M
c4b_L03	13	WAVE	H
c4b_L04	1	MISC-32	M
c4b_L04	2	MISC-21	M
c4b_L04	3	VENUS	M
c4b_L04	4	X	H
c4b_L04	5	MISC-50	L
c4b_L04	6	RHO	M
c4b_L04	7	BAR-THIN	L
c4b_L04	8	NOTE	M
c4b_L04	9	DASH-H	M
c4b_L04	10	HOOK-L	M
c4b_L04	11	DASH-H	L
c4b_L04	12	BAR-THIN	M
c4b_L04	13	DASH-H	L
c4b_L04	14	MISC-50	L
c4b_L04	15	GEAR-DOT	M
c4b_L04	16	Y-CURL	M
c4b_L05	1	RHO	M
c4b_L05	2	MISC-06	M
c4b_L05	3	HOOK-L	M
c4b_L05	4	CRESCENT	M
c4b_L05	5	BAR-SOLID	M
c4b_L05	6	MISC-32	M
c4b_L05	7	Y-CURL	M
c4b_L05	8	DELTA-TAIL	M
c4b_L05	9	CIRC-TAIL	M
c4b_L05	10	X	M
c4b_L05	11	MISC-64	M
c4b_L05	12	BAR-SOLID	M
c4b_L05	13	X	M
c4b_L05	14	MISC-37	M
