letter	line	position	token	kind	conf
1	f61L_20	2	le	clear	H
1	f61L_20	3	56	cipher	H
1	f61L_20	4	31	cipher	H
1	f61L_20	5	67	cipher	H
1	f61L_20	6	qu'ils	clear	H
1	f61L_20	7	donneront	clear	H
1	f61L_20	8	tous	clear	H
1	f61L_20	9	ces	clear	H
1	f61L_20	10	Labbe	insertion-clear	H
1	f61R_01	1	743	pagenum	M
1	f61R_01	2	55	pagenum	M
1	f61R_02	1	mais	clear	H
1	f61R_02	2	une	clear	H
1	f61R_02	3	mort	clear	H
1	f61R_02	4	subite	clear	H
1	f61R_02	5	l'a	clear	H
1	f61R_02	6	surpris	clear	H
1	f61R_02	7	en	clear	M
1	f61R_02	8	n'ayant	clear	M
1	f61R_03	1	donner	clear	H
1	f61R_03	2	ordre	clear	H
1	f61R_03	3	a	clear	H
1	f61R_03	4	sa	clear	H
1	f61R_03	5	succession	clear	H
1	f61R_03	6	de	clear	H
1	f61R_03	7	maniere	clear	H
1	f61R_04	1	741	pagenum	M
1	f61R_04	2	55	pagenum	M
1	f61R_05	1	eclaircissements	clear	H
1	f61R_05	2	lors	clear	H
1	f61R_05	3	qu'ils	clear	H
1	f61R_05	4	verront	clear	H
1	f61R_05	5	Excellence	clear	M
1	f61R_06	1	J'ay	clear	H
1	f61R_06	2	remarque	clear	H
1	f61R_06	3	qu'ils	clear	H
1	f61R_06	4	concourent	clear	H
1	f61R_06	5	tous	clear	H
1	f61R_06	6	avec	clear	H
1	f61R_07	1	empressement	clear	H
1	f61R_07	2	a	clear	H
1	f61R_07	3	145	cipher	H
1	f61R_07	4	48	cipher	H
1	f61R_07	5	97	cipher	H
1	f61R_07	6	223	cipher	H
1	f61R_07	7	87	cipher	H
1	f61R_07	8	84	cipher	H
1	f61R_07	9	38	cipher	H
1	f61R_07	10	46	cipher	H
1	f61R_07	11	146	cipher	H
1	f61R_07	12	a	insertion-clear	H
1	f61R_07	13	la	insertion-clear	H
1	f61R_07	14	vente	insertion-clear	H
1	f61R_07	15	de	insertion-clear	H
1	f61R_07	16	cette	insertion-clear	H
1	f61R_07	17	isle	insertion-clear	H
1	f61R_08	1	Vostre	clear	H
1	f61R_08	2	Excellence	clear	H
1	f61R_08	3	aura	clear	H
1	f61R_08	4	la	clear	H
1	f61R_08	5	bonte	clear	H
1	f61R_08	6	de	clear	H
1	f61R_08	7	me	clear	H
1	f61R_09	1	marquer	clear	H
1	f61R_09	2	ce	clear	H
1	f61R_09	3	qu'Elle	clear	H
1	f61R_09	4	souhaitte	clear	H
1	f61R_09	5	que	clear	H
1	f61R_09	6	je	clear	H
1	f61R_10	1	leur	clear	H
1	f61R_10	2	reponde	clear	H
1	f61R_10	3	a	clear	H
1	f61R_10	4	cet	clear	H
1	f61R_10	5	egard	clear	H
1	f61R_11	1	Chacun	clear	H
1	f61R_11	2	parle	clear	H
1	f61R_11	3	en	clear	H
1	f61R_11	4	ce	clear	H
1	f61R_11	5	pays-cy	clear	H
1	f61R_11	6	fort	clear	H
1	f61R_11	7	diversement	clear	M
1	f61R_12	1	de	clear	H
1	f61R_12	2	la	clear	H
1	f61R_12	3	paix	clear	H
1	f61R_12	4	qui	clear	H
1	f61R_12	5	vient	clear	H
1	f61R_12	6	de	clear	H
1	f61R_12	7	se	clear	H
1	f61R_12	8	conclurre	clear	H
1	f61R_12	9	entre	clear	H
1	f61R_13	1	la	clear	H
1	f61R_13	2	France	clear	H
1	f61R_13	3	et	clear	H
1	f61R_13	4	l'Empire	clear	H
1	f61R_13	5	Les	clear	H
1	f61R_13	6	uns	clear	H
1	f61R_13	7	veulent	clear	H
1	f61R_14	1	que	clear	H
1	f61R_14	2	le	clear	H
1	f61R_14	3	Roy	clear	H
1	f61R_14	4	de	clear	H
1	f61R_14	5	Sicile	clear	H
1	f61R_14	6	n'y	clear	H
1	f61R_14	7	soit	clear	H
1	f61R_14	8	pas	clear	H
1	f61R_14	9	compris	clear	H
1	f61R_15	1	et	clear	H
1	f61R_15	2	que	clear	H
1	f61R_15	3	l'Empereur	clear	H
1	f61R_15	4	se	clear	H
1	f61R_15	5	soit	clear	H
1	f61R_15	6	meme	clear	H
1	f61R_15	7	reserve	clear	H
1	f61R_16	1	dans	clear	H
1	f61R_16	2	le	clear	H
1	f61R_16	3	traitte	clear	H
1	f61R_16	4	de	clear	H
1	f61R_16	5	pouvoir	clear	H
1	f61R_16	6	luy	clear	H
1	f61R_16	7	faire	clear	H
1	f61R_16	8	la	clear	H
1	f61R_16	9	guerre	clear	H
1	f61R_17	1	pour	clear	H
1	f61R_17	2	luy	clear	H
1	f61R_17	3	reprendre	clear	H
1	f61R_17	4	les	clear	H
1	f61R_17	5	places	clear	H
1	f61R_17	6	qui	clear	H
1	f61R_17	7	luy	clear	H
1	f61R_17	8	ont	clear	H
1	f61R_18	1	este	clear	H
1	f61R_18	2	cedees	clear	H
1	f61R_18	3	du	clear	H
1	f61R_18	4	milanois	clear	H
1	f61R_18	5	s'il	clear	H
1	f61R_18	6	ne	clear	H
1	f61R_18	7	se	clear	H
1	f61R_18	8	met	clear	H
1	f61R_18	9	en	clear	H
1	f61R_19	1	devoir	clear	H
1	f61R_19	2	de	clear	H
1	f61R_19	3	les	clear	H
1	f61R_19	4	rendre	clear	H
1	f61R_19	5	a	clear	H
1	f61R_19	6	l'amiable	clear	H
1	f61R_19	7	sans	clear	H
1	f61R_19	8	que	clear	H
1	f61R_20	1	la	clear	H
1	f61R_20	2	France	clear	H
1	f61R_20	3	puisse	clear	H
1	f61R_20	4	le	clear	H
1	f61R_20	5	secourir	clear	H
1	f61R_20	6	directement	clear	H
1	f61R_20	7	ni	clear	H
1	f61R_21	1	indirectement	clear	H
1	f61R_21	2	D'autres	clear	H
1	f61R_21	3	au	clear	H
1	f61R_21	4	contraire	clear	H
1	f61R_21	5	disent	clear	H
1	f61R_22	1	que	clear	H
1	f61R_22	2	le	clear	H
1	f61R_22	3	Roy	clear	H
1	f61R_22	4	de	clear	H
1	f61R_22	5	Sicile	clear	H
1	f61R_22	6	ne	clear	H
1	f61R_22	7	sera	clear	H
1	f61R_22	8	point	clear	H
1	f61R_22	9	trouble	clear	H
1	f61R_23	1	par	clear	H
1	f61R_23	2	l'Empereur	clear	H
1	f61R_23	3	dans	clear	H
1	f61R_23	4	les	clear	H
1	f61R_23	5	Estats	clear	H
1	f61R_23	6	qu'il	clear	H
1	f61R_23	7	possede	clear	H
1	f61R_24	1	presentement	clear	H
1	f61R_24	2	et	clear	H
1	f61R_24	3	que	clear	H
1	f61R_24	4	s'il	clear	H
1	f61R_24	5	doit	clear	H
1	f61R_24	6	restituer	clear	H
1	f61R_24	7	ce	clear	H
1	f61R_24	8	qu'il	clear	H
1	f62L_01	1	tient	clear	H
1	f62L_01	2	de	clear	H
1	f62L_01	3	la	clear	H
1	f62L_01	4	part	clear	H
1	f62L_01	5	de	clear	H
1	f62L_01	6	l'Empire	clear	H
1	f62L_01	7	il	clear	H
1	f62L_01	8	le	clear	H
1	f62L_01	9	fera	clear	H
1	f62L_01	10	a	clear	H
1	f62L_02	1	l'amiable	clear	H
1	f62L_02	2	Il	clear	H
1	f62L_02	3	y	clear	H
1	f62L_02	4	a	clear	H
1	f62L_02	5	toutte	clear	H
1	f62L_02	6	apparence	clear	H
1	f62L_02	7	que	clear	H
1	f62L_02	8	les	clear	H
1	f62L_03	1	choses	clear	H
1	f62L_03	2	se	clear	H
1	f62L_03	3	passeront	clear	H
1	f62L_03	4	ainsy	clear	H
1	f62L_03	5	ne	clear	H
1	f62L_03	6	paroissant	clear	M
1	f62L_04	1	pas	clear	H
1	f62L_04	2	qu'on	clear	H
1	f62L_04	3	se	clear	H
1	f62L_04	4	dispose	clear	H
1	f62L_04	5	en	clear	H
1	f62L_04	6	Lombardie	clear	H
1	f62L_04	7	ni	clear	H
1	f62L_04	8	en	clear	H
1	f62L_05	1	Piemont	clear	H
1	f62L_05	2	pour	clear	H
1	f62L_05	3	commencer	clear	H
1	f62L_05	4	une	clear	H
1	f62L_05	5	nouvelle	clear	H
1	f62L_06	1	guerre	clear	H
1	f62L_06	2	quoy	clear	H
1	f62L_06	3	qu'on	clear	H
1	f62L_06	4	asseure	clear	H
1	f62L_06	5	que	clear	H
1	f62L_06	6	l'Empereur	clear	H
1	f62L_07	1	fait	clear	H
1	f62L_07	2	filer	clear	H
1	f62L_07	3	actuellement	clear	H
1	f62L_07	4	quelques	clear	H
1	f62L_07	5	trouppes	clear	M
1	f62L_08	1	dans	clear	H
1	f62L_08	2	le	clear	H
1	f62L_08	3	milanois	clear	H
1	f62L_08	4	Au	clear	H
1	f62L_08	5	surplus	clear	H
1	f62L_08	6	on	clear	H
1	f62L_08	7	est	clear	H
1	f62L_08	8	fort	clear	H
1	f62L_09	1	impatient	clear	H
1	f62L_09	2	en	clear	H
1	f62L_09	3	ce	clear	H
1	f62L_09	4	pays-cy	clear	H
1	f62L_09	5	de	clear	H
1	f62L_09	6	voir	clear	H
1	f62L_09	7	ce	clear	H
1	f62L_09	8	que	clear	H
1	f62L_10	1	porteront	clear	H
1	f62L_10	2	les	clear	H
1	f62L_10	3	articles	clear	H
1	f62L_10	4	de	clear	H
1	f62L_10	5	cette	clear	H
1	f62L_10	6	derniere	clear	H
1	f62L_10	7	paix	clear	H
1	f62L_11	1	qui	clear	H
1	f62L_11	2	a	clear	H
1	f62L_11	3	este	clear	H
1	f62L_11	4	traittee	clear	H
1	f62L_11	5	si	clear	H
1	f62L_11	6	secretement	clear	H
1	f62L_11	7	par	clear	H
1	f62L_11	8	les	clear	H
1	f62L_12	1	deux	clear	H
1	f62L_12	2	generaux	clear	H
1	f62L_12	3	dont	clear	H
1	f62L_12	4	on	clear	H
1	f62L_12	5	ne	clear	H
1	f62L_12	6	sçait	clear	H
1	f62L_12	7	rien	clear	H
1	f62L_13	1	jusqu'a	clear	H
1	f62L_13	2	cette	clear	H
1	f62L_13	3	heure	clear	H
1	f62L_13	4	et	clear	H
1	f62L_13	5	ce	clear	H
1	f62L_13	6	que	clear	H
1	f62L_13	7	l'on	clear	H
1	f62L_13	8	en	clear	H
1	f62L_13	9	dit	clear	H
1	f62L_14	1	n'est	clear	H
1	f62L_14	2	que	clear	H
1	f62L_14	3	par	clear	H
1	f62L_14	4	conjecture	clear	H
1	f62L_15	1	Il	clear	H
1	f62L_15	2	est	clear	H
1	f62L_15	3	mort	clear	H
1	f62L_15	4	a	clear	H
1	f62L_15	5	Rome	clear	H
1	f62L_15	6	un	clear	H
1	f62L_15	7	fameux	clear	H
1	f62L_15	8	banquier	clear	H
1	f62L_16	1	appelle	clear	H
1	f62L_16	2	le	clear	H
1	f62L_16	3	marquis	clear	H
1	f62L_16	4	Pallavicin	clear	H
1	f62L_16	5	genois	clear	H
1	f62L_16	6	age	clear	H
1	f62L_17	1	d'environ	clear	H
1	f62L_17	2	55	clear	H
1	f62L_17	3	ans	clear	H
1	f62L_17	4	qui	clear	H
1	f62L_17	5	s'y	clear	H
1	f62L_17	6	estoit	clear	H
1	f62L_17	7	establi	clear	H
1	f62L_17	8	depuis	clear	H
1	f62L_18	1	longtemps	clear	H
1	f62L_18	2	Il	clear	H
1	f62L_18	3	a	clear	H
1	f62L_18	4	laisse	clear	H
1	f62L_18	5	plus	clear	H
1	f62L_18	6	de	clear	H
1	f62L_18	7	six	clear	H
1	f62L_18	8	cents	clear	H
1	f62L_19	1	mille	clear	H
1	f62L_19	2	ecus	clear	H
1	f62L_19	3	romains	clear	H
1	f62L_19	4	dont	clear	H
1	f62L_19	5	la	clear	H
1	f62L_19	6	maison	clear	H
1	f62L_20	1	Rospillosi	clear	H
1	f62L_20	2	de	clear	H
1	f62L_20	3	Rome	clear	H
1	f62L_20	4	auroit	clear	H
1	f62L_20	5	herite	clear	H
1	f62L_20	6	a	clear	H
1	f62L_20	7	ce	clear	H
1	f62L_20	8	qu'on	clear	H
1	f62L_21	1	dit	clear	H
1	f62L_21	2	si	clear	H
1	f62L_21	3	le	clear	H
1	f62L_21	4	deffunct	clear	H
1	f62L_21	5	avoit	clear	H
1	f62L_21	6	fait	clear	H
1	f62L_21	7	son	clear	H
1	f62L_21	8	testament	clear	H
1	f62R_01	1	743	pagenum	M
1	f62R_01	2	55	pagenum	M
1	f62R_02	1	mais	clear	H
1	f62R_02	2	une	clear	H
1	f62R_02	3	mort	clear	H
1	f62R_02	4	subite	clear	H
1	f62R_02	5	l'a	clear	H
1	f62R_02	6	surpris	clear	H
1	f62R_02	7	en	clear	M
1	f62R_02	8	n'ayant	clear	M
1	f62R_03	1	donner	clear	H
1	f62R_03	2	ordre	clear	H
1	f62R_03	3	a	clear	H
1	f62R_03	4	sa	clear	H
1	f62R_03	5	succession	clear	H
1	f62R_03	6	de	clear	H
1	f62R_03	7	maniere	clear	H
1	f62R_04	1	que	clear	H
1	f62R_04	2	ses	clear	H
1	f62R_04	3	plus	clear	H
1	f62R_04	4	proches	clear	H
1	f62R_04	5	parents	clear	H
1	f62R_04	6	pretendent	clear	H
1	f62R_05	1	par	clear	H
1	f62R_05	2	raison	clear	H
1	f62R_05	3	de	clear	H
1	f62R_05	4	nature	clear	H
1	f62R_05	5	heriter	clear	H
1	f62R_05	6	des	clear	H
1	f62R_05	7	biens	clear	H
1	f62R_05	8	qu'il	clear	H
1	f62R_06	1	a	clear	H
1	f62R_06	2	laisse	clear	H
1	f62R_06	3	Il	clear	H
1	f62R_06	4	estoit	clear	H
1	f62R_06	5	fils	clear	H
1	f62R_06	6	naturel	clear	H
1	f62R_06	7	de	clear	H
1	f62R_06	8	Mr	clear	H
1	f62R_06	9	Carlo	clear	H
1	f62R_07	1	Pallavicino	clear	H
1	f62R_07	2	qui	clear	H
1	f62R_07	3	estoit	clear	H
1	f62R_07	4	noble	clear	H
1	f62R_07	5	genois	clear	H
1	f62R_07	6	extrement	clear	M
1	f62R_08	1	riche	clear	H
1	f62R_08	2	lequel	clear	H
1	f62R_08	3	se	clear	H
1	f62R_08	4	servoit	clear	H
1	f62R_08	5	de	clear	H
1	f62R_08	6	ce	clear	H
1	f62R_08	7	fils	clear	H
1	f62R_08	8	dans	clear	H
1	f62R_08	9	son	clear	H
1	f62R_09	1	comptoir	clear	H
1	f62R_09	2	comme	clear	H
1	f62R_09	3	d'un	clear	H
1	f62R_09	4	homme	clear	H
1	f62R_09	5	ordinaire	clear	H
1	f62R_10	1	a	clear	H
1	f62R_10	2	gages	clear	H
1	f62R_10	3	Un	clear	H
1	f62R_10	4	jour	clear	H
1	f62R_10	5	qu'il	clear	H
1	f62R_10	6	l'envoya	clear	H
1	f62R_10	7	a	clear	H
1	f62R_10	8	la	clear	H
1	f62R_10	9	loge	clear	H
1	f62R_11	1	pour	clear	H
1	f62R_11	2	parler	clear	H
1	f62R_11	3	a	clear	H
1	f62R_11	4	un	clear	H
1	f62R_11	5	courtier	clear	H
1	f62R_11	6	pour	clear	H
1	f62R_11	7	quelque	clear	H
1	f62R_12	1	negociation	clear	H
1	f62R_12	2	ce	clear	H
1	f62R_12	3	dernier	clear	H
1	f62R_12	4	surpris	clear	H
1	f62R_12	5	d'un	clear	H
1	f62R_12	6	acte	clear	H
1	f62R_13	1	d'impatience	clear	H
1	f62R_13	2	maltraitta	clear	H
1	f62R_13	3	l'autre	clear	H
1	f62R_13	4	en	clear	H
1	f62R_13	5	parolles	clear	H
1	f62R_14	1	et	clear	H
1	f62R_14	2	luy	clear	H
1	f62R_14	3	dit	clear	H
1	f62R_14	4	entr'autres	clear	H
1	f62R_14	5	oste	clear	H
1	f62R_14	6	toy	clear	H
1	f62R_14	7	de	clear	H
1	f62R_14	8	devant	clear	H
1	f62R_15	1	moy	clear	H
1	f62R_15	2	fils	clear	H
1	f62R_15	3	du	clear	H
1	f62R_15	4	bastard	clear	H
1	f62R_15	5	ce	clear	H
1	f62R_15	6	garçon	clear	H
1	f62R_15	7	s'en	clear	H
1	f62R_15	8	retourna	clear	H
1	f62R_16	1	fort	clear	H
1	f62R_16	2	mortiffie	clear	H
1	f62R_16	3	et	clear	H
1	f62R_16	4	le	clear	H
1	f62R_16	5	pere	clear	H
1	f62R_16	6	s'en	clear	H
1	f62R_16	7	estant	clear	H
1	f62R_16	8	apperceu	clear	H
1	f62R_17	1	en	clear	H
1	f62R_17	2	voulut	clear	H
1	f62R_17	3	sçavoir	clear	H
1	f62R_17	4	le	clear	H
1	f62R_17	5	sujet	clear	H
1	f62R_17	6	Le	clear	H
1	f62R_17	7	garçon	clear	H
1	f62R_17	8	luy	clear	H
1	f62R_18	1	compta	clear	H
1	f62R_18	2	la	clear	H
1	f62R_18	3	scene	clear	H
1	f62R_18	4	qui	clear	H
1	f62R_18	5	venoit	clear	H
1	f62R_18	6	de	clear	H
1	f62R_18	7	se	clear	H
1	f62R_18	8	passer	clear	H
1	f62R_19	1	et	clear	H
1	f62R_19	2	lors	clear	H
1	f62R_19	3	qu'il	clear	H
1	f62R_19	4	fut	clear	H
1	f62R_19	5	a	clear	H
1	f62R_19	6	l'endroit	clear	H
1	f62R_19	7	qu'on	clear	H
1	f62R_19	8	l'avoit	clear	H
1	f62R_20	1	appelle	clear	H
1	f62R_20	2	fils	clear	H
1	f62R_20	3	du	clear	H
1	f62R_20	4	bastard	clear	H
1	f62R_20	5	il	clear	H
1	f62R_20	6	se	clear	H
