pass	crop	line_no	pass_row	code	page_line	after_sign_n
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:14	v		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:15	x		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:16	lam		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:17	phi		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:18	phi		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:19	rho		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:20	phi		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:21	lam		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:22	dag		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:23	f		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:24	x		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:25	a		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:26	theta		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:27	z		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:28	f		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:29	z		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:30	lam		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:31	theta		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:32	I		
A	f28r_L20_s1.jpg	2	f28r_L20_s1.jpg:2:33	phi		
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:11	n	1	1436
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:13	rho	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:14	dag	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:15	S	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:16	o	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:16	v	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:17	H	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:18	I	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:19	n	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:20	v	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:21	star	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:22	rho	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:23	o	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:23	Rk	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:24	a	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:25	I	1	1437
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:27	theta	1	1438
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:29	phi	1	1439
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:31	z	1	1440
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:32	A	1	1440
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:33	phi	1	1440
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:34	box	1	1440
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:35	eps	1	1440
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:36	o	1	1440
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:37	phi	1	1440
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:39	box	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:40	o	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:40	v	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:41	rho	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:42	I	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:43	box	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:44	S	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:45	phi	1	1441
A	f28v_L02_s1.jpg	1	f28v_L02_s1.jpg:1:46	H(-)	1	1441
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:12	o	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:12	v	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:13	rho	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:14	[z]A	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:15	phi	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:16	rho	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:17	o	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:18	Delta	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:19	o	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:20	I	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:21	lam	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:22	phi	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:23	f	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:24	l	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:25	phi	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:26	lam	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:27	dag	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:28	f	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:29	rho	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:30	phi	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:31	f	2	1494
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:32	v	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:33	z	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:34	I	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:35	phi	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:36	TOL	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:37	T	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:37	a	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:38	I	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:39	f	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:40	lam	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:41	rho	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:42	phi	2	1495
A	f28v_L02_s1.jpg	2	f28v_L02_s1.jpg:2:44	phi	2	1496
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:1	phi	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:2	o	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:2	v	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:3	rho	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:4	x	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:5	box	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:6	lam	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:7	omg	3	
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:10	lam	3	1541
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:11	n	3	1541
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:16	v	3	1546
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:17	H	3	1546
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:19	n	3	1547
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:20	v	3	1547
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:21	star	3	1547
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:22	rho	3	1547
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:23	o	3	1547
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:23	Rk	3	1547
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:25	I	3	1548
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:26	lam	3	1548
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:27	theta	3	1548
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:28	I	3	1548
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:30	rho	3	1549
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:32	A	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:33	phi	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:34	box	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:35	eps	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:36	o	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:37	phi	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:38	dag	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:39	o	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:39	v	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:40	rho	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:41	I	3	1550
A	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:44	phi	3	1552
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:1	phi	4	
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:3	S	4	1594
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:4	o	4	1594
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:6	phi	4	1595
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:8	lam	4	1596
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:10	phi	4	1597
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:12	lam	4	1598
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:13	z	4	1598
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:15	z	4	1599
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:17	lam	4	1600
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:19	a	4	1601
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:20	v	4	1601
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:21	phi	4	1601
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:24	S	4	1603
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:26	phi	4	1604
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:30	a	4	1607
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:31	v	4	1607
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:32	phi	4	1607
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:33	rho	4	1607
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:36	z	4	1609
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:37	a	4	1609
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:38	rho	4	1609
A	f28v_L03_s1.jpg	2	f28v_L03_s1.jpg:2:39	dag	4	1609
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:1	v	5	
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:3	T	5	1650
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:4	dag	5	1650
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:5	v	5	1650
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:6	T	5	1650
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:8	psi(phi)	5	1651
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:11	dag	5	1653
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:13	phi	5	1654
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:15	dag	5	1655
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:16	n	5	1655
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:18	z	5	1656
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:19	lam	5	1656
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:20	o	5	1656
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:22	phi	5	1657
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:24	f	5	1658
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:26	lam	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:27	dag	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:28	lam	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:29	phi	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:30	z	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:31	f	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:32	v	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:33	z	5	1659
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:35	a	5	1660
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:36	I	5	1660
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:37	lam	5	1660
A	f28v_L04_s1.jpg	1	f28v_L04_s1.jpg:1:40	v	5	1662
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:4	f	6	1705
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:6	o	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:6	v	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:7	H	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:8	I	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:9	box	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:10	eps	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:11	o	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:12	phi	6	1706
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:14	phi	6	1707
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:15	o	6	1707
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:15	v	6	1707
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:16	rho	6	1707
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:17	I	6	1707
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:19	eps	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:20	o	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:21	S	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:22	theta	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:23	phi	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:24	I	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:25	phi	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:26	phi	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:27	rho	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:28	x	6	1708
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:30	dag	6	1709
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:31	o	6	1709
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:31	v	6	1709
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:32	rho	6	1709
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:33	I	6	1709
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:35	lam	6	1710
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:36	nu(?)	6	1710
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:37	o	6	1710
A	f28v_L04_s1.jpg	2	f28v_L04_s1.jpg:2:38	T	6	1710
