sid	page	line	x	y	w	h	area	ncomp
173	f28r	15	5913	2267	35	46	872	1
174	f28r	15	5963	2289	42	23	435	1
175	f28r	15	6004	2284	36	34	511	1
176	f28r	15	6050	2289	29	28	423	1
177	f28r	15	6075	2287	55	45	971	1
178	f28r	15	6124	2294	50	43	654	1
179	f28r	15	6184	2287	43	41	654	1
180	f28r	15	6232	2283	27	27	352	1
181	f28r	15	6261	2284	53	46	807	1
182	f28r	15	6337	2288	28	47	597	1
183	f28r	15	6373	2288	40	20	470	1
184	f28r	15	6422	2273	40	40	698	1
185	f28r	15	6477	2282	48	47	737	1
186	f28r	15	6524	2280	49	43	798	1
187	f28r	15	6602	2280	29	28	504	1
188	f28r	15	6623	2283	67	48	1297	1
189	f28r	15	6701	2261	71	45	936	1
190	f28r	15	6778	2266	45	57	702	1
191	f28r	15	6830	2283	41	21	460	1
192	f28r	15	6879	2282	38	23	442	1
193	f28r	15	6926	2275	32	29	421	1
194	f28r	15	6974	2268	27	37	619	1
195	f28r	15	7015	2274	49	44	869	1
196	f28r	15	7071	2248	43	55	865	1
197	f28r	15	7135	2276	26	25	442	1
198	f28r	15	7170	2273	31	26	419	1
199	f28r	15	7207	2273	43	49	803	1
200	f28r	15	7267	2270	30	27	560	1
201	f28r	15	7302	2274	37	23	407	1
202	f28r	15	7353	2269	44	43	621	1
203	f28r	15	7398	2264	32	48	499	1
204	f28r	15	7427	2255	18	7	69	1
205	f28r	15	7458	2268	33	25	326	1
206	f28r	15	7498	2268	37	20	372	1
207	f28r	15	7541	2268	34	36	596	1
208	f28r	15	7587	2261	45	47	677	1
209	f28r	15	7632	2247	47	58	719	1
210	f28r	15	7689	2252	23	36	506	1
211	f28r	15	7721	2261	57	49	710	1
212	f28r	15	7785	2262	16	34	249	2
213	f28r	16	5027	2415	42	32	629	1
214	f28r	16	5076	2397	75	49	1126	1
215	f28r	16	5154	2393	47	51	970	1
216	f28r	16	5184	2405	56	56	1041	1
217	f28r	16	5240	2414	32	35	492	1
218	f28r	16	5296	2413	37	34	544	1
219	f28r	16	5348	2416	29	28	525	1
220	f28r	16	5383	2409	32	31	694	1
221	f28r	16	5417	2410	32	27	449	1
222	f28r	16	5453	2407	34	32	501	1
223	f28r	16	5493	2406	44	53	796	1
224	f28r	16	5535	2396	46	56	829	1
225	f28r	16	5579	2398	38	46	763	1
226	f28r	16	5632	2409	54	53	922	1
227	f28r	16	5687	2404	37	34	483	1
228	f28r	16	5738	2402	46	48	736	1
229	f28r	16	5795	2391	41	34	704	1
230	f28r	16	5847	2396	27	28	547	1
231	f28r	16	5884	2399	47	49	823	1
232	f28r	16	5933	2400	57	49	1030	1
233	f28r	16	6004	2404	33	28	396	1
234	f28r	16	6049	2395	28	37	602	1
235	f28r	16	6096	2403	40	28	821	1
236	f28r	16	6143	2404	53	45	852	1
237	f28r	16	6200	2407	39	21	446	1
238	f28r	16	6244	2405	42	24	495	1
239	f28r	16	6293	2402	51	47	819	1
240	f28r	16	6353	2372	44	55	883	1
241	f28r	16	6388	2388	45	48	752	1
242	f28r	16	6440	2401	43	40	696	1
243	f28r	16	6484	2399	43	24	454	1
244	f28r	16	6536	2398	43	27	430	1
245	f28r	16	6593	2401	38	36	679	1
246	f28r	16	6628	2389	48	44	676	1
247	f28r	16	6681	2391	45	53	776	1
248	f28r	16	6732	2371	49	56	938	1
249	f28r	16	6778	2392	30	32	457	1
250	f28r	16	6813	2387	33	44	634	1
251	f28r	16	6862	2395	45	27	424	1
252	f28r	16	6911	2395	23	23	351	1
253	f28r	16	6941	2392	30	30	439	1
254	f28r	16	6994	2391	50	43	822	1
255	f28r	16	7056	2388	44	42	651	1
256	f28r	16	7108	2388	29	30	409	1
257	f28r	16	7143	2383	33	40	641	1
258	f28r	16	7183	2355	50	63	970	1
259	f28r	16	7236	2391	35	25	505	1
260	f28r	16	7282	2392	16	23	202	1
261	f28r	16	7301	2387	11	17	102	1
262	f28r	16	7321	2387	43	42	647	1
263	f28r	16	7385	2387	29	33	388	1
264	f28r	16	7425	2387	29	18	289	1
265	f28r	16	7468	2373	39	47	456	1
266	f28r	16	7508	2377	55	49	562	2
267	f28r	16	7577	2385	44	38	556	1
268	f28r	16	7626	2371	40	53	604	2
269	f28r	16	7685	2387	27	21	346	1
270	f28r	16	7723	2383	28	25	434	1
271	f28r	16	7755	2378	40	37	632	1
272	f28r	17	5026	2524	51	58	1128	1
273	f28r	17	5081	2522	30	53	759	1
274	f28r	17	5115	2524	28	30	440	1
275	f28r	17	5141	2492	52	58	1220	1
276	f28r	17	5193	2517	55	54	1082	1
277	f28r	17	5245	2508	42	52	869	1
278	f28r	17	5299	2515	27	33	631	1
279	f28r	17	5321	2522	64	53	928	1
280	f28r	17	5391	2520	27	27	469	1
281	f28r	17	5426	2522	40	22	555	1
282	f28r	17	5471	2519	33	28	424	1
283	f28r	17	5513	2523	40	27	491	1
284	f28r	17	5555	2519	33	27	451	1
285	f28r	17	5579	2513	43	45	711	1
286	f28r	17	5629	2522	43	23	535	1
287	f28r	17	5678	2515	48	32	877	1
288	f28r	17	5729	2505	38	44	743	1
289	f28r	17	5787	2512	49	43	882	1
290	f28r	17	5853	2512	44	47	852	1
291	f28r	17	5909	2515	35	25	504	1
292	f28r	17	5949	2515	33	25	413	1
293	f28r	17	5989	2514	37	24	531	1
294	f28r	17	6031	2514	38	28	445	1
295	f28r	17	6083	2519	37	32	463	1
296	f28r	17	6131	2507	26	40	663	1
297	f28r	17	6167	2485	44	59	974	1
298	f28r	17	6206	2500	50	64	893	1
299	f28r	17	6253	2508	38	44	669	1
300	f28r	17	6307	2513	42	45	758	1
301	f28r	17	6364	2507	28	37	531	1
302	f28r	17	6400	2516	39	26	423	1
303	f28r	17	6445	2513	35	28	425	1
304	f28r	17	6500	2477	46	57	1005	1
305	f28r	17	6542	2496	36	43	727	1
306	f28r	17	6583	2498	42	59	798	1
307	f28r	17	6635	2513	32	29	376	1
308	f28r	17	6667	2500	49	56	718	1
309	f28r	17	6727	2510	47	47	712	1
310	f28r	17	6784	2509	28	24	350	1
311	f28r	17	6812	2503	46	43	798	1
312	f28r	17	6859	2476	44	55	837	1
313	f28r	17	6899	2492	46	55	728	1
314	f28r	17	6939	2499	41	41	620	1
315	f28r	17	6997	2500	39	36	829	1
316	f28r	17	7045	2509	24	26	393	1
317	f28r	17	7080	2507	25	33	458	1
318	f28r	17	7112	2509	38	62	854	1
319	f28r	17	7163	2508	40	23	447	1
320	f28r	17	7212	2502	41	30	421	1
321	f28r	17	7273	2487	43	41	682	1
322	f28r	17	7331	2470	105	79	2011	1
323	f28r	17	7452	2463	63	66	1315	1
324	f28r	17	7520	2495	44	47	693	1
325	f28r	17	7575	2485	22	39	545	1
326	f28r	17	7615	2499	64	30	865	1
327	f28r	17	7697	2462	70	71	1144	1
328	f28r	17	7770	2480	31	41	604	1
329	f28r	18	5020	2625	53	38	930	1
330	f28r	18	5074	2633	32	31	510	1
331	f28r	18	5100	2625	35	44	713	1
332	f28r	18	5144	2631	50	42	904	1
333	f28r	18	5194	2600	46	60	991	1
334	f28r	18	5246	2633	41	23	519	1
335	f28r	18	5298	2631	46	26	476	1
336	f28r	18	5356	2629	42	35	887	1
337	f28r	18	5403	2617	39	63	846	1
338	f28r	18	5451	2631	44	26	635	1
339	f28r	18	5501	2632	45	22	554	1
340	f28r	18	5537	2617	46	49	778	1
341	f28r	18	5602	2627	32	28	550	1
342	f28r	18	5641	2627	30	28	420	1
343	f28r	18	5666	2597	53	55	972	1
344	f28r	18	5728	2622	33	35	508	2
345	f28r	18	5768	2627	26	24	405	1
346	f28r	18	5784	2626	45	46	803	1
347	f28r	18	5840	2628	32	56	741	1
348	f28r	18	5879	2626	40	23	468	1
349	f28r	18	5926	2624	34	29	409	1
350	f28r	18	5972	2626	47	39	672	1
351	f28r	18	6038	2627	34	27	433	1
352	f28r	18	6070	2612	42	40	613	1
353	f28r	18	6129	2624	41	28	857	1
354	f28r	18	6181	2624	46	39	802	1
355	f28r	18	6231	2598	47	52	900	1
356	f28r	18	6275	2627	28	27	379	1
357	f28r	18	6307	2627	49	40	824	1
358	f28r	18	6371	2624	46	48	701	1
359	f28r	18	6422	2609	50	59	817	2
360	f28r	18	6469	2614	35	41	632	1
361	f28r	18	6528	2614	24	36	588	1
362	f28r	18	6568	2621	50	42	856	1
363	f28r	18	6619	2598	48	51	840	1
364	f28r	18	6669	2619	38	32	477	1
365	f28r	18	6720	2619	31	32	630	1
366	f28r	18	6762	2623	39	23	527	1
367	f28r	18	6814	2621	47	42	635	1
368	f28r	18	6866	2604	53	55	756	1
369	f28r	18	6941	2619	39	29	772	1
370	f28r	18	6988	2627	31	27	320	1
371	f28r	18	7037	2625	35	26	487	1
372	f28r	18	7078	2624	25	27	334	1
373	f28r	18	7107	2620	44	32	816	1
374	f28r	18	7128	2624	63	49	732	1
375	f28r	18	7182	2621	59	49	736	1
376	f28r	18	7251	2623	38	52	662	1
377	f28r	18	7297	2618	29	31	342	1
378	f28r	18	7324	2617	48	47	794	1
379	f28r	18	7393	2620	43	46	581	1
380	f28r	18	7441	2609	28	49	430	1
381	f28r	18	7469	2601	12	10	67	1
382	f28r	18	7487	2606	41	38	693	1
383	f28r	18	7538	2619	29	26	358	1
384	f28r	18	7564	2609	38	44	572	1
385	f28r	18	7626	2620	27	58	650	1
386	f28r	18	7670	2619	38	24	447	1
387	f28r	18	7721	2617	42	27	776	1
388	f28r	18	7765	2607	36	41	500	1
389	f28r	19	5027	2732	48	50	1016	1
390	f28r	19	5087	2725	25	44	656	1
391	f28r	19	5128	2734	30	42	654	1
392	f28r	19	5169	2708	44	57	999	1
393	f28r	19	5209	2740	32	28	415	1
394	f28r	19	5256	2740	28	36	583	1
395	f28r	19	5293	2740	43	43	779	1
396	f28r	19	5350	2738	27	38	545	1
397	f28r	19	5389	2743	38	29	445	1
398	f28r	19	5428	2729	50	59	976	1
399	f28r	19	5470	2730	45	47	790	1
400	f28r	19	5528	2740	39	26	621	1
401	f28r	19	5572	2704	50	62	1246	1
402	f28r	19	5627	2741	44	24	576	1
403	f28r	19	5671	2727	49	55	812	1
404	f28r	19	5714	2741	49	50	730	1
405	f28r	19	5782	2738	41	50	758	1
406	f28r	19	5839	2738	27	27	368	1
407	f28r	19	5865	2738	49	43	821	1
408	f28r	19	5927	2733	54	55	1006	1
409	f28r	19	5989	2739	45	44	734	1
410	f28r	19	6044	2734	31	36	523	1
411	f28r	19	6090	2739	42	26	633	1
412	f28r	19	6139	2740	43	25	791	1
413	f28r	19	6177	2736	42	40	622	1
414	f28r	19	6237	2743	34	30	504	1
415	f28r	19	6274	2726	54	59	859	1
416	f28r	19	6340	2740	33	35	462	1
417	f28r	19	6385	2744	43	44	724	1
418	f28r	19	6444	2737	29	39	541	1
419	f28r	19	6486	2731	40	37	696	1
420	f28r	19	6541	2741	43	24	486	1
421	f28r	19	6585	2740	57	42	849	1
422	f28r	19	6661	2737	51	45	804	1
423	f28r	19	6715	2738	49	51	631	1
424	f28r	19	6776	2732	41	51	752	1
425	f28r	19	6828	2726	34	40	604	1
426	f28r	19	6870	2738	35	20	419	1
427	f28r	19	6913	2737	30	24	356	1
428	f28r	19	6944	2733	45	40	677	1
429	f28r	19	7011	2735	32	52	606	1
430	f28r	19	7043	2704	45	53	818	1
431	f28r	19	7093	2732	42	24	385	1
432	f28r	19	7136	2729	51	40	779	1
433	f28r	19	7193	2731	77	29	903	1
434	f28r	19	7280	2733	48	25	425	1
435	f28r	19	7335	2730	47	39	613	1
436	f28r	19	7387	2727	50	40	682	1
437	f28r	19	7439	2722	42	27	510	1
438	f28r	19	7499	2730	38	25	607	2
439	f28r	19	7545	2733	30	18	293	1
440	f28r	19	7561	2732	59	46	630	1
441	f28r	19	7623	2719	42	36	626	1
442	f28r	19	7674	2711	37	44	740	1
443	f28r	19	7729	2726	54	40	779	1
444	f28r	20	5025	2847	42	28	644	1
445	f28r	20	5074	2848	27	27	403	1
446	f28r	20	5106	2841	43	38	970	1
447	f28r	20	5161	2845	33	31	515	1
448	f28r	20	5203	2848	43	48	797	1
449	f28r	20	5258	2838	40	36	727	1
450	f28r	20	5309	2853	45	40	737	1
451	f28r	20	5369	2853	44	25	585	1
452	f28r	20	5407	2845	43	37	742	1
453	f28r	20	5464	2833	73	44	974	1
454	f28r	20	5545	2845	53	49	1027	1
455	f28r	20	5609	2852	28	23	437	1
456	f28r	20	5634	2840	50	59	1004	1
457	f28r	20	5674	2846	43	36	678	1
458	f28r	20	5744	2827	46	52	973	1
459	f28r	20	5778	2846	41	42	740	1
460	f28r	20	5835	2852	39	32	544	1
461	f28r	20	5889	2855	43	29	861	2
462	f28r	20	5932	2824	54	55	964	1
463	f28r	20	5987	2853	31	29	400	1
464	f28r	20	6005	2847	41	40	665	1
465	f28r	20	6081	2850	33	32	682	1
466	f28r	20	6124	2856	39	24	513	1
467	f28r	20	6169	2857	49	42	707	1
468	f28r	20	6215	2849	57	55	852	1
469	f28r	20	6284	2844	37	37	709	1
470	f28r	20	6316	2852	53	57	985	1
471	f28r	20	6368	2852	38	25	514	1
472	f28r	20	6411	2852	54	36	810	1
473	f28r	20	6467	2817	45	60	902	1
474	f28r	20	6526	2848	34	32	441	1
475	f28r	20	6566	2851	45	23	574	1
476	f28r	20	6605	2839	53	55	809	1
477	f28r	20	6669	2847	48	28	525	1
478	f28r	20	6711	2839	54	44	979	1
479	f28r	20	6774	2848	39	21	492	1
480	f28r	20	6820	2846	32	25	371	1
481	f28r	20	6836	2845	66	44	780	1
482	f28r	20	6915	2838	47	35	877	1
483	f28r	20	6972	2843	44	28	870	1
484	f28r	20	7029	2831	25	39	616	1
485	f28r	20	7080	2845	32	52	708	1
486	f28r	20	7111	2805	56	61	1036	1
487	f28r	20	7159	2839	33	32	483	1
488	f28r	20	7203	2841	46	29	521	1
489	f28r	20	7247	2844	28	22	397	1
490	f28r	20	7277	2842	48	45	789	1
491	f28r	20	7329	2835	37	41	613	1
492	f28r	20	7374	2845	40	23	516	1
493	f28r	20	7426	2836	28	36	484	1
494	f28r	20	7467	2839	40	27	546	1
495	f28r	20	7519	2844	36	30	356	1
496	f28r	20	7563	2835	22	35	450	1
497	f28r	20	7597	2843	39	23	464	1
498	f28r	20	7630	2843	55	39	576	1
499	f28r	20	7691	2841	50	50	824	1
500	f28r	20	7739	2814	41	51	820	1
501	f28r	20	7776	2837	25	30	360	1
502	f28r	21	5022	2955	38	30	649	1
503	f28r	21	5065	2955	27	32	503	1
504	f28r	21	5099	2960	38	27	656	1
505	f28r	21	5100	2963	69	50	832	1
506	f28r	21	5190	2951	26	35	509	1
507	f28r	21	5226	2959	33	24	493	1
508	f28r	21	5266	2952	52	56	880	1
509	f28r	21	5323	2963	30	30	414	1
510	f28r	21	5355	2958	37	38	656	1
511	f28r	21	5400	2962	48	46	914	1
512	f28r	21	5460	2963	30	24	466	1
513	f28r	21	5464	2965	83	53	908	1
514	f28r	21	5555	2959	30	34	498	1
515	f28r	21	5589	2960	29	29	612	1
516	f28r	21	5630	2967	52	60	1075	1
517	f28r	21	5691	2965	27	26	395	1
518	f28r	21	5721	2953	50	41	806	1
519	f28r	21	5777	2964	44	26	641	1
520	f28r	21	5825	2967	63	51	1082	1
521	f28r	21	5910	2971	50	45	785	1
522	f28r	21	5968	2963	40	31	554	1
523	f28r	21	6000	2961	47	43	721	1
524	f28r	21	6058	2929	59	67	1161	1
525	f28r	21	6120	2961	37	33	688	1
526	f28r	21	6168	2968	30	27	529	1
527	f28r	21	6207	2969	47	27	652	1
528	f28r	21	6260	2969	47	30	951	1
529	f28r	21	6320	2959	34	42	692	1
530	f28r	21	6365	2967	44	47	713	1
531	f28r	21	6414	2968	31	29	438	1
532	f28r	21	6465	2971	32	58	748	1
533	f28r	21	6507	2962	45	48	811	1
534	f28r	21	6559	2943	64	44	964	1
535	f28r	21	6636	2955	96	33	2045	1
536	f28r	21	6747	2960	38	30	461	1
537	f28r	21	6775	2952	46	41	637	1
538	f28r	21	6814	2962	57	48	751	1
539	f28r	21	6881	2959	42	44	671	1
540	f28r	21	6939	2954	32	30	388	1
541	f28r	21	6968	2923	52	59	954	1
542	f28r	21	7024	2953	28	35	466	1
543	f28r	21	7067	2958	67	54	804	1
544	f28r	21	7071	2955	28	27	594	1
545	f28r	21	7142	2958	28	22	367	1
546	f28r	21	7179	2957	69	52	760	1
547	f28r	21	7182	2955	35	25	611	1
548	f28r	21	7262	2956	45	48	687	1
549	f28r	21	7327	2955	36	56	764	1
550	f28r	21	7375	2920	30	59	936	1
551	f28r	21	7412	2956	40	19	385	1
552	f28r	21	7452	2958	70	46	639	1
553	f28r	21	7456	2953	34	27	370	1
554	f28r	21	7534	2953	26	26	316	1
555	f28r	21	7575	2942	42	37	703	1
556	f28r	21	7629	2960	30	20	345	1
557	f28r	21	7668	2959	41	24	486	1
558	f28r	21	7711	2958	50	48	876	1
559	f28r	21	7771	2961	30	38	437	1
560	f28r	22	4984	3067	89	63	1134	1
561	f28r	22	5080	3065	42	43	850	1
562	f28r	22	5129	3071	29	47	661	1
563	f28r	22	5167	3063	50	40	1065	1
564	f28r	22	5225	3072	42	29	917	1
565	f28r	22	5260	3064	44	45	807	1
566	f28r	22	5316	3038	70	83	2196	1
567	f28r	22	5362	3077	70	38	1242	1
568	f28r	22	5443	3059	51	42	912	1
569	f28r	22	5499	3073	30	26	402	1
570	f28r	22	5545	3043	30	59	1088	1
571	f28r	22	5585	3070	49	44	988	1
572	f28r	22	5641	3075	24	25	419	1
573	f28r	22	5675	3075	26	24	496	1
574	f28r	22	5708	3078	47	44	807	1
575	f28r	22	5766	3077	29	32	527	1
576	f28r	22	5811	3076	46	49	814	1
577	f28r	22	5861	3062	54	53	832	1
578	f28r	22	5922	3065	35	39	762	1
579	f28r	22	5979	3064	38	33	826	1
580	f28r	22	6026	3071	25	28	499	1
581	f28r	22	6058	3076	29	24	441	1
582	f28r	22	6086	3061	52	58	747	1
583	f28r	22	6133	3066	38	45	725	1
584	f28r	22	6172	3076	61	49	1351	1
585	f28r	22	6241	3072	36	30	481	1
586	f28r	22	6290	3074	44	27	612	1
587	f28r	22	6347	3076	30	54	675	1
588	f28r	22	6388	3074	48	46	737	1
589	f28r	22	6443	3069	50	48	903	1
590	f28r	22	6508	3070	45	51	845	1
591	f28r	22	6573	3073	46	24	521	1
592	f28r	22	6623	3073	36	25	419	1
593	f28r	22	6669	3073	43	44	711	1
594	f28r	22	6724	3055	47	43	901	1
595	f28r	22	6784	3073	41	27	461	1
596	f28r	22	6835	3074	40	41	660	1
597	f28r	22	6885	3072	25	24	334	1
598	f28r	22	6908	3070	50	35	703	1
599	f28r	22	6981	3073	29	57	635	1
600	f28r	22	7027	3032	43	61	894	1
601	f28r	22	7069	3066	29	33	410	1
602	f28r	22	7110	3062	26	42	574	1
603	f28r	22	7149	3070	48	38	706	1
604	f28r	22	7198	3036	64	59	1162	1
605	f28r	22	7274	3068	28	56	697	1
606	f28r	22	7315	3065	42	50	662	1
607	f28r	22	7370	3063	27	31	379	1
608	f28r	22	7413	3064	41	30	719	2
609	f28r	22	7462	3067	38	21	417	1
610	f28r	22	7503	3067	39	39	643	1
611	f28r	22	7555	3064	43	47	669	1
612	f28r	22	7608	3063	49	45	794	1
613	f28r	22	7669	3055	28	38	621	1
614	f28r	22	7716	3032	32	65	1090	1
615	f28r	22	7753	3069	48	21	582	1
616	f28r	23	5036	3180	34	33	720	1
617	f28r	23	5074	3191	28	25	512	1
618	f28r	23	5091	3174	50	63	919	1
619	f28r	23	5133	3179	41	44	801	1
620	f28r	23	5168	3186	56	45	743	1
621	f28r	23	5236	3183	39	48	764	1
622	f28r	23	5285	3178	28	32	443	1
623	f28r	23	5332	3186	37	24	387	1
624	f28r	23	5371	3178	52	44	950	1
625	f28r	23	5429	3186	29	21	459	1
626	f28r	23	5451	3172	44	48	851	1
627	f28r	23	5501	3188	43	26	656	1
628	f28r	23	5556	3185	42	27	866	1
629	f28r	23	5611	3187	30	27	551	1
630	f28r	23	5654	3185	34	32	526	1
631	f28r	23	5681	3147	63	64	1059	1
