id	status	record_type	holder_raw	city	shelfmark_code	date_range	cleartext_lang	plaintext_lang	number_of_pages	source_page
9766	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 516–522.	Madrid	BRAH_Signatura-9/28_37	1523 -	Spanish, Latin		14	1
9693	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 319–332.	Madrid	BRAH_Signatura-9/28_32	1523 -	Spanish		26	1
9691	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 258–261.	Madrid	BRAH_Signatura-9/28_30	1523 -	Spanish		8	1
9676	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 99–104.	Madrid	BRAH_Signatura-9/28_21	1523 -	Spanish		12	1
9673	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 77–80.	Madrid	BRAH_Signatura-9/28_18	-	Spanish		10	1
9650	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 269–272.	Madrid	BRAH_Signatura-9/26_19	1522 -	Spanish		10	1
9644	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 237–243	Madrid	BRAH_Signatura-9/26_13	-	Spanish		14	1
9638	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 104–108.	Madrid	BRAH_Signatura-9/26_6	1522 -	Spanish		8	1
9625	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 137-139.	Madrid	BRAH_Signatura-9/25_7	1522 -	Spanish	Spanish	4	1
9613	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 203-206.	Madrid	BRAH_Signatura-9/24_22	1522 -	Spanish		11	1
9605	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 39-44.	Madrid	BRAH_Signatura-9/24_14	1522 -		Spanish	11	1
9592	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 141-143v.	Madrid	BRAH_Signatura-9/23_21	1522 -	Spanish	Spanish	8	1
9590	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_41	Naples	ASN_Ministerio.degli.affari.esteri.2337_41	1830 -	Italian	Italian	3	1
9589	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_40	Naples	ASN_Ministerio.degli.affari.esteri.2337_40	1823 -	Italian	Italian	1	1
9581	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_32	Naples	ASN_Ministerio.degli.affari.esteri.2337_32	1860 -	French?		2	1
9580	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_31	Naples	ASN_Ministerio.degli.affari.esteri.2337_31	1859 -		Italian	1	1
9578	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_29	Naples	ASN_Ministerio.degli.affari.esteri.2337_29	1853 -		Italian	3	1
9577	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_28	Naples	ASN_Ministerio.degli.affari.esteri.2337_28	1859 -		Italian	1	1
9576	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_27	Naples	ASN_Ministerio.degli.affari.esteri.2337_27	1859 -		Italian	1	1
9575	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_26	Naples	ASN_Ministerio.degli.affari.esteri.2337_26	1869 -		Italian	1	2
9574	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_25	Naples	ASN_Ministerio.degli.affari.esteri.2337_25	1860 -		Italian	2	2
9573	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_24	Naples	ASN_Ministerio.degli.affari.esteri.2337_24	1860 -		Italian	2	2
9572	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_23	Naples	ASN_Ministerio.degli.affari.esteri.2337_23	1823 -	Italian	Italian	1	2
9571	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_22	Naples	ASN_Ministerio.degli.affari.esteri.2337_22	1823 -	Italian	Italian	1	2
9569	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_20	Naples	ASN_Ministerio.degli.affari.esteri.2337_20	1823 -	Italian	Italian	2	2
9568	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_19	Naples	ASN_Ministerio.degli.affari.esteri.2337_19	1860 -		Italian	1	2
9552	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_3	Naples	ASN_Ministerio.degli.affari.esteri.2337_3	1853 -		Italian	3	2
9551	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_2	Naples	ASN_Ministerio.degli.affari.esteri.2337_2	1853 -		Italian	1	2
9550	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2337_1	Naples	ASN_Ministerio.degli.affari.esteri.2337_1	1859 -		Italian	1	2
9549	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2317_1	Naples	ASN_Ministerio.degli.affari.esteri.2317_1	1823 -		Italian	10	2
9548	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2308_7	Naples	ASN_Ministerio.degli.affari.esteri.2308_7	1798 -		Italian	10	2
9547	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2308_6	Naples	ASN_Ministerio.degli.affari.esteri.2308_6	1794 -	Italian		4	2
9546	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2308_5	Naples	ASN_Ministerio.degli.affari.esteri.2308_5	1793 -	Italian		4	2
9545	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2308_4	Naples	ASN_Ministerio.degli.affari.esteri.2308_4	1793 -	Italian, French		11	2
9544	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2308_3	Naples	ASN_Ministerio.degli.affari.esteri.2308_3	1790 -		Italian	5	2
9543	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2308_2	Naples	ASN_Ministerio.degli.affari.esteri.2308_2	1790 -		Italian	8	2
9542	Decrypted	Cipher	Naples ,Archivio di Stato di Napoli, Ministerio degli affari esteri 2308_1	Naples	ASN_Ministerio.degli.affari.esteri.2308_1	1790 -		Italian	7	2
9531	Decrypted	Cipher	Madrid ,Biblioteca Nacional de España, mss. 20211/73.	Madrid	BNE_mss.20211/73	1474 -	Spanish	Spanish	3	2
9530	Decrypted	Cipher	Madrid ,Biblioteca Nacional de España, mss. 20211/56.	Madrid	BNE_mss.20211/56	1470 -	Spanish	Spanish?	3	2
9485	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/8, f. 114.	Madrid	BRAH_Signatura-9/8_1	1470 -	Spanish	Spanish	1	2
9484	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/7, f. 180–181.	Madrid	BRAH_Signatura-9/7_2	1476 -	Spanish	Spanish	2	2
9483	Decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/7, f. 173–174.	Madrid	BRAH_Signatura-9/7_1	1475 -	Latin	Latin	2	2
9458	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 50, f. 75.	Paris	BnF_Français 3623_7	1590 -	French	French	3	2
9457	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 27, f. 41.	Paris	BnF_Français 3623_6	1591 -	French	French	2	2
9456	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 26, f. 39.	Paris	BnF_Français 3623_5	1590 -	French	French	3	2
9455	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 25, f. 38.	Paris	BnF_Français 3623_4	1590 -	French	French	1	2
9454	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 24, f. 37.	Paris	BnF_Français 3623_3	1590 -	French	French	1	2
9452	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3623, no. 15, f. 23.	Paris	BnF_Français 3623_1	-	Italian	Italian	1	2
9450	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 114, f. 128.	Paris	BnF_Français 3621_7	1592 -	French	French	1	2
9448	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 79, f. 89.	Paris	BnF_Français 3621_5	1592 -	French	French	1	2
9447	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 36, f. 49.	Paris	BnF_Français 3621_4	1592 -	French	French	1	2
9446	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 35, f. 48.	Paris	BnF_Français 3621_3	1592 -	French	French	1	2
9445	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 31, f. 42.	Paris	BnF_Français 3621_2	1592 -	French	French	3	2
9444	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3621, no. 22, f. 31.	Paris	BnF_Français 3621_1	1592 -	French		2	2
9443	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3619, f 113.	Paris	BnF_Français-3619_6	1591 -	French	French	1	2
9442	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3619, f 103.	Paris	BnF_Français-3619_5	1591 -	French	French	1	2
9441	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3619, f 97-98.	Paris	BnF_Français-3619_4	1591 -	French	French	2	2
9440	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3619, f 89.	Paris	BnF_Français-3619_3	1591 -	French	French	1	2
9439	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3619, f 81.	Paris	BnF_Français-3619_2	1591 -	French	French	1	2
9438	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3619, f 73.	Paris	BnF_Français-3619_1	1591 -	Italian	Italian	1	2
9437	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF),Français 3616, no 81.	Paris	BnF_Français-3616_5	1500 - 1599	French	French	1	2
9435	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF),Français 3616, no 45.	Paris	BnF_Français-3616_3	1500 - 1599	French	French	1	2
9434	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF),Français 3616, no 24.	Paris	BnF_Français-3616_2	1500 - 1599	French	French	1	2
9433	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF),Français 3616, no 11.	Paris	BnF_Français-3616_1	1589 -	French	French	1	2
9429	Decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Clairambault 417, f 236.	Paris	BnF_Clairambault-417-fol.236	1648 -		French	3	2
9428	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 288.	München	BayHStA_KAA_4591_288	1475 - 1625	...	...	2	2
9425	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 278-280.	München	BayHStA_KAA_4591_278	1619 -	...	...	4	2
9418	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 265-266.	München	BayHStA_KAA_4591_265	1475 - 1625	...	...	1	2
9406	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 231.	München	BayHStA_KAA_4591_231	1475 - 1625	...	...	2	2
9405	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 230.	München	BayHStA_KAA_4591_230	1475 - 1625	...	...	1	3
9404	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 229.	München	BayHStA_KAA_4591_229	1475 - 1625		...	1	3
9389	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 207.	München	BayHStA_KAA_4591_207	1475 - 1625	...	...	1	3
9388	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 206.	München	BayHStA_KAA_4591_206	1475 - 1625	...	...	1	3
9377	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 185-189.	München	BayHStA_KAA_4591_185	1475 - 1625		...	7	3
9368	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 170-171.	München	BayHStA_KAA_4591_170	1475 - 1625		...	2	3
9363	Decrypted	Cipher	München ,Bavaria Main State Archive, Kurbayern Äußeres Archiv 4591 f 163.	München	BayHStA_KAA_4591_163	1475 - 1625	...	...	2	3
9263	Decrypted	Cipher	London ,British Library, Cotton MS Caligula C V. f 78.	London	BL_Cotton_MS_Caligula_C_V_078	1575 -	...		2	3
9259	Decrypted	Cipher	London ,British Library, Add MS 4136 f 175-176.	London	BL_Add_MS_4136_175	1569 -	English		2	3
9258	Decrypted	Cipher	London ,British Library, Add MS 4136 f 173-174.	London	BL_Add_MS_4136_173	1559 -			1	3
9170	Decrypted	Cipher	London ,British Library, Add MS 32256 f 88.	London	BL_Add_MS_32256_088	1760 - 1839		English?	1	3
9169	Decrypted	Cipher	London ,British Library, Add MS 32256 f 87.	London	BL_Add_MS_32256_087	1760 - 1839		English?	2	3
8971	Decrypted	Cipher	London ,British Library, Add MS 32264 f 47.	London	BL_Add_MS_32264_047	1653 - 1850		...	1	3
8921	Decrypted	Cipher	London ,British Library, Add MS 32265 f 1.	London	BL_Add_MS_32265_001	1832 -		...	1	3
8811	Decrypted	Cipher	London ,British Library, Add MS 32292 f 99.	London	BL_Add_MS_32292_099	1845 -		Russian?	1	3
8773	Decrypted	Cipher	London ,British Library, Add MS 61575 f 93-94.	London	BL_Add_MS_61575_093	1702 - 1723	...		1	3
8772	Decrypted	Cipher	London ,British Library, Add MS 61575 f 91-92.	London	BL_Add_MS_61575_091	1702 - 1723	...		1	3
8771	Decrypted	Cipher	London ,British Library, Add MS 61575 f 88-90.	London	BL_Add_MS_61575_088	1702 - 1723		...	2	3
8754	Decrypted	Cipher	London ,British Library, Add MS 61575 f 29-30.	London	BL_Add_MS_61575_029	1709 - 1710	French?	French?	4	3
8753	Decrypted	Cipher	London ,British Library, Add MS 61575 f 27-28.	London	BL_Add_MS_61575_027	1709 - 1710	French?	French?	3	3
8752	Decrypted	Cipher	London ,British Library, Add MS 61575 f 21-22.	London	BL_Add_MS_61575_021	1709 -	French?	French?	1	3
8751	Decrypted	Cipher	London ,British Library, Add MS 61575 f 20.	London	BL_Add_MS_61575_020	1709 -	French?		2	3
8750	Decrypted	Cipher	London ,British Library, Add MS 61575 f 18-19.	London	BL_Add_MS_61575_018	1709 -	French		4	3
8749	Decrypted	Cipher	London ,British Library, Add MS 61575 f 17.	London	BL_Add_MS_61575_017	1709 -	French		2	3
8748	Decrypted	Cipher	London ,British Library, Add MS 61575 f 15-16.	London	BL_Add_MS_61575_015	1709 -	French		3	3
8747	Decrypted	Cipher	London ,British Library, Add MS 61575 f 11-12.	London	BL_Add_MS_61575_011	1707 -	French?	French?	3	3
8746	Decrypted	Cipher	London ,British Library, Add MS 61575 f 9-10.	London	BL_Add_MS_61575_009	1707 -	English		1	3
8728	Decrypted	Cipher	London ,British Library, Add MS 72438 f 107.	London	BL_Add_MS_72438_107	1625 - 1647		English	1	3
8725	Decrypted	Cipher	London ,British Library, Add MS 72438 f 104.	London	BL_Add_MS_72438_104	1625 - 1647			1	3
8626	Decrypted	Cipher	London ,British Library, Add MS 72438 f 14-15.	London	BL_Add_MS_72438_014	1647 -	English	English	4	3
8625	Decrypted	Cipher	London ,British Library, Add MS 72438 f 12-13.	London	BL_Add_MS_72438_012	1647 -		English	2	3
8622	Decrypted	Cipher	London ,British Library, Add MS 72438 f 7.	London	BL_Add_MS_72438_007	1625 - 1647	English	English	2	3
8621	Decrypted	Cipher	London ,British Library, Add MS 72438 f 5-6.	London	BL_Add_MS_72438_005	1645 -	English	English	4	3
8620	Decrypted	Cipher	London ,British Library, Add MS 72438 f 3-4.	London	BL_Add_MS_72438_003	1645 -	English	English	4	3
8619	Decrypted	Cipher	London ,British Library, Add MS 72438 f 1.	London	BL_Add_MS_72438_001	1643 -		English	1	3
8616	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 368.	London	BL_Cotton_MS_Vespanian_C_IV_368	1528 -		English?	1	3
8615	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 365.	London	BL_Cotton_MS_Vespanian_C_IV_365	1529 -	English?		2	3
8614	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 364.	London	BL_Cotton_MS_Vespanian_C_IV_364	1529 -	English?		2	3
8612	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 362.	London	BL_Cotton_MS_Vespanian_C_IV_362	1529 -		English?	1	3
8611	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 361.	London	BL_Cotton_MS_Vespanian_C_IV_361	1529 -	English?	English?	1	3
8610	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 358.	London	BL_Cotton_MS_Vespanian_C_IV_358	1529 -		English?	1	3
8609	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 357.	London	BL_Cotton_MS_Vespanian_C_IV_357	1529 -		English?	2	3
8608	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 352-353.	London	BL_Cotton_MS_Vespanian_C_IV_352	1529 -		English?	4	3
8607	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 350-351.	London	BL_Cotton_MS_Vespanian_C_IV_350	1529 -	English?	English?	2	3
8606	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 349.	London	BL_Cotton_MS_Vespanian_C_IV_349	1529 -	English?	English?	2	3
8605	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 347.	London	BL_Cotton_MS_Vespanian_C_IV_347	1529 -		English?	2	3
8604	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 346.	London	BL_Cotton_MS_Vespanian_C_IV_346	1529 -	English?	English?	1	3
8603	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 345.	London	BL_Cotton_MS_Vespanian_C_IV_345	1529 -		English?	1	3
8601	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 333-339.	London	BL_Cotton_MS_Vespanian_C_IV_333	1529 -	English?	English?	13	3
8600	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 330-331.	London	BL_Cotton_MS_Vespanian_C_IV_330	1529 -	English?	English?	4	3
8599	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 329.	London	BL_Cotton_MS_Vespanian_C_IV_329	1529 -		English?	1	4
8598	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 328.	London	BL_Cotton_MS_Vespanian_C_IV_328	1529 -		English?	2	4
8597	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 327.	London	BL_Cotton_MS_Vespanian_C_IV_327	1529 -		English?	2	4
8596	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 326.	London	BL_Cotton_MS_Vespanian_C_IV_326	1529 -		English?	2	4
8595	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 325.	London	BL_Cotton_MS_Vespanian_C_IV_325	1529 -	English?	English?	2	4
8594	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 324.	London	BL_Cotton_MS_Vespanian_C_IV_324	1529 -	English?	English?	2	4
8593	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 321.	London	BL_Cotton_MS_Vespanian_C_IV_321	1529 -		English?	2	4
8592	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 318.	London	BL_Cotton_MS_Vespanian_C_IV_318	1529 -		English?	2	4
8591	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 316-317.	London	BL_Cotton_MS_Vespanian_C_IV_316	1529 -	English?	English?	2	4
8590	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 315.	London	BL_Cotton_MS_Vespanian_C_IV_315	1529 -	English?	English?	1	4
8588	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 312.	London	BL_Cotton_MS_Vespanian_C_IV_312	1529 -	English?	English?	1	4
8584	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 310a.	London	BL_Cotton_MS_Vespanian_C_IV_310a	1528 -		English?	1	4
8583	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 302.	London	BL_Cotton_MS_Vespanian_C_IV_302	1528 -		English?	1	4
8581	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 289-299.	London	BL_Cotton_MS_Vespanian_C_IV_289	1528 -	English?	English?	22	4
8580	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 287.	London	BL_Cotton_MS_Vespanian_C_IV_287	1528 -		English?	1	4
8579	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 285-286.	London	BL_Cotton_MS_Vespanian_C_IV_285	1528 -	English?	English?	3	4
8577	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 283.	London	BL_Cotton_MS_Vespanian_C_IV_283	1528 -	English?	English?	1	4
8576	Decrypted	Cipher	London ,British Library, Cotton MS Vespanian C IV f 274.	London	BL_Cotton_MS_Vespanian_C_IV_274	1528 -	English?	English?	1	4
