id	status	record_type	holder_raw	city	shelfmark_code	date_range	cleartext_lang	plaintext_lang	number_of_pages	source_page
9900	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/34, f. 271–272.	Madrid	BRAH_Signatura-9/34_5	1525 -			3	1
9899	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/34, f. 194–195.	Madrid	BRAH_Signatura-9/34_4	1525 -	Spanish		4	1
9896	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/34, f. 6–9.	Madrid	BRAH_Signatura-9/34_1	1525 -	Spanish		8	1
9894	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 504–508.	Madrid	BRAH_Signatura-9/31_25	1524 -	Spanish		10	1
9892	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 481–482	Madrid	BRAH_Signatura-9/31_23	1524 -	Spanish		4	1
9891	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 361–364	Madrid	BRAH_Signatura-9/31_22	1524 -	Spanish		8	1
9889	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 320–321.	Madrid	BRAH_Signatura-9/31_20	1524 -	Spanish		4	1
9888	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 308–309.	Madrid	BRAH_Signatura-9/31_19	1524 -	Spanish		4	1
9887	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 274–277.	Madrid	BRAH_Signatura-9/31_18	-	Spanish		8	1
9886	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 201–203.	Madrid	BRAH_Signatura-9/31_17	-	Spanish		6	1
9885	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 197–199.	Madrid	BRAH_Signatura-9/31_16	-	Spanish		6	1
9883	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 168–169.	Madrid	BRAH_Signatura-9/31_14	1424 -	Spanish		4	1
9882	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 144–147.	Madrid	BRAH_Signatura-9/31_13	1424 -	Spanish		8	1
9880	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 137.	Madrid	BRAH_Signatura-9/31_11	1424 -	Spanish		2	1
9879	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 135.	Madrid	BRAH_Signatura-9/31_10	1424 -	Spanish		2	1
9878	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 130–131.	Madrid	BRAH_Signatura-9/31_9	1424 -	Spanish		4	1
9877	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 128–129.	Madrid	BRAH_Signatura-9/31_8	1424 -	Spanish		4	1
9876	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 96.	Madrid	BRAH_Signatura-9/31_7	-	Spanish		2	1
9875	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 88–95.	Madrid	BRAH_Signatura-9/31_6	-	Spanish		16	1
9874	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 86–87.	Madrid	BRAH_Signatura-9/31_5	-			4	1
9873	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/31, f. 79–86.	Madrid	BRAH_Signatura-9/31_4	-	Spanish		16	1
9869	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/30, f. 444–445.	Madrid	BRAH_Signatura-9/30_9	-	Spanish		4	1
9868	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/30, f. 430–431.	Madrid	BRAH_Signatura-9/30_8	-	Spanish		4	1
9867	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/30, f. 351.	Madrid	BRAH_Signatura-9/30_7	-			2	2
9866	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/30, f. 285–286.	Madrid	BRAH_Signatura-9/30_6	-	Spanish		4	2
9846	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/30, f. 130–133.	Madrid	BRAH_Signatura-9/30_3	-	Spanish		4	2
9843	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 490–493.	Madrid	BRAH_Signatura-9/29_11	1523 -	Spanish		8	2
9842	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 484–489.	Madrid	BRAH_Signatura-9/29_10	1523 -	Spanish		12	2
9840	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 279–284.	Madrid	BRAH_Signatura-9/29_8	1523 -	Spanish		6	2
9839	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 88–89.	Madrid	BRAH_Signatura-9/29_7	1523 -	Spanish		4	2
9838	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 86–87.	Madrid	BRAH_Signatura-9/29_6	1523 -	Spanish		4	2
9837	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 70–71.	Madrid	BRAH_Signatura-9/29_5	1523 -	Spanish		4	2
9835	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 55–56.	Madrid	BRAH_Signatura-9/29_3	-	Spanish		4	2
9833	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/29, f. 29–33.	Madrid	BRAH_Signatura-9/29_1	-	Spanish		10	2
9775	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 641–642.	Madrid	BRAH_Signatura-9/28_44	1523 -	Spanish		4	2
9771	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 622–629.	Madrid	BRAH_Signatura-9/28_42	1523 -	Spanish		16	2
9770	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 572–574.	Madrid	BRAH_Signatura-9/28_41	1523 -	Spanish		6	2
9769	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 569–571.	Madrid	BRAH_Signatura-9/28_40	1523 -	Spanish		6	2
9767	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 563–564.	Madrid	BRAH_Signatura-9/28_38	1523 -	Spanish		4	2
9765	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 512–515.	Madrid	BRAH_Signatura-9/28_36	1523 -	Spanish		8	2
9764	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 505–510.	Madrid	BRAH_Signatura-9/28_35	1523 -	Spanish		12	2
9695	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 339–340.	Madrid	BRAH_Signatura-9/28_33	1523 -	Spanish		6	2
9694	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 499–503.	Madrid	BRAH_Signatura-9/28_34	1523 -	Spanish		10	2
9692	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 313–318.	Madrid	BRAH_Signatura-9/28_31	1523 -	Spanish		12	2
9690	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 226–228.	Madrid	BRAH_Signatura-9/28_29	1523 -	Spanish		6	2
9689	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 224–226.	Madrid	BRAH_Signatura-9/28_28	1523 -	Spanish		6	2
9688	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 209–211.	Madrid	BRAH_Signatura-9/28_27	1523 -	Spanish		6	2
9687	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 199–208.	Madrid	BRAH_Signatura-9/28_26	1523 -	Spanish		20	2
9686	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 197–198.	Madrid	BRAH_Signatura-9/28_25	1523 -	Spanish		4	2
9685	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 194–195.	Madrid	BRAH_Signatura-9/28_24	1523 -	Spanish		4	2
9684	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 187–194.	Madrid	BRAH_Signatura-9/28_23	1523 -	Spanish		16	2
9683	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 171.	Madrid	BRAH_Signatura-9/28_22	1523 -	Spanish		1	2
9677	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 148–152.	Madrid	BRAH_Signatura-9/28_22	1523 -	Spanish		10	2
9675	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 97–98.	Madrid	BRAH_Signatura-9/28_20	1523 -	Spanish		4	2
9674	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 81–82.	Madrid	BRAH_Signatura-9/28_19	-	Spanish		4	2
9672	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 78–79.	Madrid	BRAH_Signatura-9/28_17	-	Spanish		4	2
9671	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 40–43.	Madrid	BRAH_Signatura-9/28_16	-	Spanish		8	2
9670	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 18–24.	Madrid	BRAH_Signatura-9/28_15	1523 -	Spanish		10	2
9669	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 18–24.	Madrid	BRAH_Signatura-9/28_14	-	Spanish		14	2
9668	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 12–18.	Madrid	BRAH_Signatura-9/28_13	-	Spanish		14	2
9667	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/28, f. 6–8.	Madrid	BRAH_Signatura-9/28_12	-	Spanish		4	2
9666	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/27, f. 439–441.	Madrid	BRAH_Signatura-9/27_7	1523 -	Spanish		4	2
9665	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/27, f. 437–438.	Madrid	BRAH_Signatura-9/27_6	1523 -	Spanish		4	2
9664	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/27, f. 418–422.	Madrid	BRAH_Signatura-9/27_5	1523 -	Spanish		10	2
9663	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/27, f. 327–341.	Madrid	BRAH_Signatura-9/27_4	-	Spanish		32	2
9662	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/27, f. 308–326.	Madrid	BRAH_Signatura-9/27_3	1523 -	Spanish		38	2
9661	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/27, f. 149–152.	Madrid	BRAH_Signatura-9/27_2	1523 -	Spanish		8	2
9660	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/27, f. 141–147.	Madrid	BRAH_Signatura-9/27_1	1523 -	Spanish		14	2
9659	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 401–405.	Madrid	BRAH_Signatura-9/26_28	-	Spanish		10	2
9658	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 371–376.	Madrid	BRAH_Signatura-9/26_27	-			11	2
9657	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 354–355.	Madrid	BRAH_Signatura-9/26_26	-			3	2
9656	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 334–335.	Madrid	BRAH_Signatura-9/26_25	1522 -	Spanish		4	2
9655	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 303.	Madrid	BRAH_Signatura-9/26_24	1522 -	Spanish		2	2
9654	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 301–302.	Madrid	BRAH_Signatura-9/26_23	1522 -	Spanish		4	3
9653	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 299–300.	Madrid	BRAH_Signatura-9/26_22	1522 -	Spanish		4	3
9651	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 276–279.	Madrid	BRAH_Signatura-9/26_20	-	Spanish		8	3
9649	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 266–268.	Madrid	BRAH_Signatura-9/26_18	1522 -	Spanish		6	3
9648	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 260–265.	Madrid	BRAH_Signatura-9/26_17	1522 -	Spanish		12	3
9647	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 257–259.	Madrid	BRAH_Signatura-9/26_16	1522 -	Spanish		6	3
9646	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 252.	Madrid	BRAH_Signatura-9/26_15	-	Spanish		2	3
9645	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 243–244.	Madrid	BRAH_Signatura-9/26_14	-	Spanish		4	3
9643	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 189–191.	Madrid	BRAH_Signatura-9/26_12	1522 -	Spanish		6	3
9641	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 173–174.	Madrid	BRAH_Signatura-9/26_9	1522 -	Spanish		4	3
9640	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 139–141.	Madrid	BRAH_Signatura-9/26_8	1522 -	Spanish		6	3
9639	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 111–115.	Madrid	BRAH_Signatura-9/26_7	1522 -	Spanish		10	3
9637	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 76.	Madrid	BRAH_Signatura-9/26_5	1522 -	Spanish		1	3
9636	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 68–71.	Madrid	BRAH_Signatura-9/26_4	-	Spanish		7	3
9635	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 20–22.	Madrid	BRAH_Signatura-9/26_3	1522 -	Spanish		5	3
9634	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 14-16.	Madrid	BRAH_Signatura-9/26_2	1522 -	Spanish		6	3
9633	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/26, f. 4-7.	Madrid	BRAH_Signatura-9/26_1	-	Spanish		8	3
9632	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 198-205.	Madrid	BRAH_Signatura-9/25_14	1522 -	Spanish		18	3
9631	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 182-189.	Madrid	BRAH_Signatura-9/25_13	1522 -	Spanish		15	3
9630	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 180.	Madrid	BRAH_Signatura-9/25_12	1522 -	Spanish		2	3
9629	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 158-159.	Madrid	BRAH_Signatura-9/25_11	1522 -	Spanish		3	3
9628	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 156-157.	Madrid	BRAH_Signatura-9/25_10	-	Spanish		2	3
9627	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 145-148.	Madrid	BRAH_Signatura-9/25_9	-			4	3
9626	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 141-144.	Madrid	BRAH_Signatura-9/25_8	-	Spanish		9	3
9624	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 135-136.	Madrid	BRAH_Signatura-9/25_6	-			4	3
9623	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 133-134.	Madrid	BRAH_Signatura-9/25_5	1522 -	Spanish		4	3
9622	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 75.	Madrid	BRAH_Signatura-9/25_4	1522 -	Spanish		1	3
9621	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 56.	Madrid	BRAH_Signatura-9/25_3	1522 -	Spanish		1	3
9620	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 24.	Madrid	BRAH_Signatura-9/25_2	1522 -	Spanish		2	3
9619	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/25, f. 16-17.	Madrid	BRAH_Signatura-9/25_1	1522 -	Spanish		3	3
9618	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 246.	Madrid	BRAH_Signatura-9/24_27	1522 -	Spanish		2	3
9617	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 241-245.	Madrid	BRAH_Signatura-9/24_26	1522 -	Spanish		9	3
9616	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 224-228.	Madrid	BRAH_Signatura-9/24_25	-	Spanish		9	3
9615	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 218-219.	Madrid	BRAH_Signatura-9/24_24	1522 -	Spanish		4	3
9614	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 208-210.	Madrid	BRAH_Signatura-9/24_23	1522 -	Spanish		6	3
9612	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 167-169.	Madrid	BRAH_Signatura-9/24_21	1522 -	Spanish		6	3
9611	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 139.	Madrid	BRAH_Signatura-9/24_20	1522 -	Spanish		2	3
9610	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 132-134.	Madrid	BRAH_Signatura-9/24_19	1522 -	Spanish		6	3
9609	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 107-109.	Madrid	BRAH_Signatura-9/24_18	1522 -	Spanish		6	3
9608	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 96-97.	Madrid	BRAH_Signatura-9/24_17	-			3	3
9607	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 65-68.	Madrid	BRAH_Signatura-9/24_16	1522 -	Spanish		8	3
9606	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 44-45.	Madrid	BRAH_Signatura-9/24_15	1522 -			2	3
9604	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 18-19.	Madrid	BRAH_Signatura-9/24_13	1522 -	Spanish		4	3
9603	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/24, f. 13-14.	Madrid	BRAH_Signatura-9/24_12	1522 -	Spanish		6	3
9602	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 258-263.	Madrid	BRAH_Signatura-9/23_30	1522 -	Spanish		12	3
9601	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f. 217-218.	Madrid	BRAH_Signatura-9/23_29	1522 -	Spanish		4	3
9600	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f.198-199.	Madrid	BRAH_Signatura-9/23_28	1522 -	Spanish		4	3
9599	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f.182.	Madrid	BRAH_Signatura-9/23_27	1522 -	Spanish		2	3
9598	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f.137-138v.	Madrid	BRAH_Signatura-9/23_26	1522 -	Spanish		4	3
9597	Non-decrypted	Cipher	Madrid ,Biblioteca de la Real Academia de la Historia, Signatura 9/23, f.115-116v.	Madrid	BRAH_Signatura-9/23_25	1522 -	Spanish		6	3
