line	pos	sign	value	grade
p1L08	11	f	e	C
p1L08	12	cc	n	C
p1L08	13	or	n	C
p1L08	14	r	e	C
p1L08	15	3	m	C
p1L08	16	01	a	C
p1L08	17	88	r	C
p1L08	18	xr	c	C
p1L09	1	dd	k	C
p1L09	2	rr	g	C
p1L09	3	f	e	C
p1L09	4	ps	n	C
p1L09	5	v	?	U
p1L09	6	ob	i	C
p1L09	7	+	g	C
p1L09	8	7	t	C
p1L09	9	34	u	C
p1L09	10	cc	n	C
p1L09	11	d	d	C
p1L09	12	f	e	C
p1L09	13	88	r	C
p1L09	14	m	l	M
p1L09	15	xb	h	M
p1L09	16	L	s	C
p1L09	17	]	s	C
p1L09	18	f	e	C
p1L09	19	ps	n	C
p1L10	1	dd	k	C
p1L10	2	34	u	C
p1L10	3	or	n	C
p1L10	4	d	d	C
p1L10	5	f	e	C
p1L10	6	cc	n	C
p1L10	7	98	?	U
p1L10	8	bbb	?	U
p1L10	9	ro	g	C
p1L10	10	th	d	C
p1L10	11	Ol	?	U
p1L10	12	hs	i	C
p1L10	13	oo	n	C
p1L10	14	ps	n	M
p1L11	1	88	r	C
p1L11	2	f	e	C
p1L11	3	34	u	C
p1L11	4	ps	n	C
p1L11	5	th	d	C
p1L11	6	m	l	M
p1L11	7	hs	i	C
p1L11	8	xr	c	C
p1L11	9	aab	h	C
p1L11	10	f	e	C
p1L11	11	tn	m	C
p1L11	12	34	u	C
p1L11	13	f	e	C
p1L11	14	88x	r	C
p1L11	15	7	t	C
p1L11	16	88	r	C
p2L01	1	x+	a	C
p2L01	2	34	u	C
p2L01	3	f	e	C
p2L01	4	cc	n	C
p2L01	5	53	z	C
p2L01	6	34	u	C
p2L01	7	f	e	C
p2L01	8	88	r	C
p2L01	9	rf	m	C
p2L01	10	f	e	C
p2L01	11	m	l	M
p2L01	12	d	d	C
p2L01	13	f	e	C
p2L01	14	ps	n	C
p2L01	15	th	d	C
p2L01	16	x	a	C
p2L01	17	sqt	?	U
p2L02	1	]	s	C
p2L02	2	hs	i	C
p2L02	3	xr	c	C
p2L02	4	aab	h	C
p2L02	5	tau	d	C
p2L02	6	hs	i	C
p2L02	7	r	e	C
p2L02	8	01	a	C
p2L02	9	m	l	M
p2L02	10	7	t	C
p2L02	11	f	e	C
p2L02	12	x_	h	C
p2L02	13	f	e	C
p2L02	14	88	r	C
p2L02	15	z	t	C
p2L02	16	53	z	C
p2L02	17	od	?	U
p2L03	1	rr	g	C
p2L03	2	ob	i	C
p2L03	3	oo	n	C
p2L03	4	58	?	U
p2L03	5	34	u	C
p2L03	6	60	u	C
p2L03	7	m	l	M
p2L03	8	Ib	o	C
p2L03	9	zz	t	C
p2L03	10	xb	h	C
p2L03	11	88x	r	C
p2L03	12	ob	i	C
p2L03	13	ps	n	C
p2L04	1	ro	g	C
p2L04	2	f	e	C
p2L04	3	cc	n	C
p2L04	4	60	u	C
p2L04	5	f	e	M
p2L04	6	88	r	C
p2L04	7	cc	n	C
p2L04	8	f	e	C
p2L04	9	33	m	C
p2L04	10	f	e	C
p2L04	11	ps	n	C
p2L04	12	m	l	M
p2L04	13	x	a	C
p2L04	14	]	s	C
p2L04	15	L	s	C
p2L05	1	f	e	C
p2L05	2	cc	n	C
p2L05	3	aab	h	C
p2L05	4	01	a	C
p2L05	5	6	t	C
p2L05	6	f	e	C
p2L05	7	aaa	s	C
p2L05	8	L	s	C
p2L05	9	phi	o	C
p2L05	10	m	l	M
p2L05	11	of	l	C
p2L05	12	f	e	C
p2L05	13	oo	n	C
p2L05	14	th	d	C
p2L06	1	Ol	?	U
p2L06	2	34	u	C
p2L06	3	Ib	o	C
p2L06	4	ps	n	C
p2L06	5	d	d	C
p2L06	6	f	e	C
p2L06	7	88x	r	C
p2L06	8	4000	König	C
p2L06	9	34	u	C
p2L06	10	60	u	C
p2L06	11	44	u	C
p2L06	12	88x	r	C
p2L06	13	th	d	C
p2L07	1	f	e	C
p2L07	2	or	n	C
p2L07	3	58	?	U
p2L07	4	48	u	C
p2L07	5	60	u	C
p2L07	6	th	d	C
p2L07	7	f	e	C
p2L07	8	or	n	C
p2L07	9	cc	n	C
p2L07	10	f	e	C
p2L07	11	33	m	C
p2L07	12	x	a	C
p2L07	13	88	r	C
p2L07	14	xr	c	C
p2L07	15	dd	k	C
p2L08	1	sq	b	C
p2L08	2	f	e	C
p2L08	3	60	u	C
p2L08	4	r	e	C
p2L08	5	m	l	M
p2L08	6	xr	c	C
p2L08	7	xb	h	C
p2L08	8	x_	h	C
p2L08	9	x	a	C
p2L08	10	vi	b	C
p2L08	11	f	e	C
p2L08	12	oo	n	C
p2L08	13	th	d	C
p2L08	14	hs	i	C
p2L08	15	f	e	C
p2L08	16	]	s	C
p2L08	17	Ib	o	C
p2L09	1	f	e	C
p2L09	2	ps	n	C
p2L09	3	aab	h	C
p2L09	4	f	e	C
p2L09	5	60	u	C
p2L09	6	88x	r	C
p2L09	7	x	a	C
p2L09	8	th	d	C
p2L09	9	6	t	C
p2L09	10	aa	?	U
p2L09	11	44	u	C
p2L09	12	od	?	U
p2L09	13	ps	n	C
p2L09	14	34	u	C
p2L10	1	60	u	C
p2L10	2	f	e	C
p2L10	3	b	?	U
p2L10	4	f	e	C
p2L10	5	oo	n	C
p2L10	6	hs	i	C
p2L10	7	88	r	C
p2L10	8	f	e	C
p2L10	9	88x	r	C
p2L10	10	34	u	C
p2L10	11	48	u	C
p2L10	12	60	u	C
p2L10	13	88x	r	C
p2L10	14	th	d	C
p2L10	15	f	e	C
p2L10	16	or	n	C
p2L11	1	x	a	C
p2L11	2	or	n	M
p2L11	3	88	r	C
p2L11	4	6	t	C
p2L11	5	53	z	C
p2L11	6	34	u	C
p2L11	7	]	s	C
p2L11	8	f	e	C
p2L11	9	6	t	C
p2L11	10	77	z	C
p2L11	11	f	e	C
p2L11	12	or	n	C
p2L11	13	Ib	o	C
p2L11	14	Ib+	?	U
p2L12	1	aa	?	U
p2L12	2	x	a	C
p2L12	3	q	b	C
p2L12	4	ob	i	C
p2L12	5	d6	d	C
p2L12	6	x_	h	C
p2L12	7	x	a	C
p2L12	8	44	u	C
p2L12	9	xr	c	C
p2L12	10	aab	h	C
p2L12	11	34	u	C
p2L12	12	od	?	U
p2L12	13	ps	n	C
p2L13	1	rr	g	C
p2L13	2	m	l	M
p2L13	3	x	a	C
p2L13	4	60	u	C
p2L13	5	q	b	C
p2L13	6	34	u	C
p2L13	7	60	u	C
p2L13	8	44	u	C
p2L13	9	88x	r	C
p2L13	10	th	d	C
p2L13	11	ob	i	C
p2L13	12	b	?	U
p2L13	13	f	e	C
p2L13	14	or	n	C
p2L14	1	m	l	M
p2L14	2	f	e	C
p2L14	3	34	u	C
p2L14	4	6	t	C
p2L14	5	x_	h	C
p2L14	6	f	e	C
p2L14	7	ps	n	C
p2L14	8	60	u	C
p2L14	9	f	e	C
p2L14	10	88x	r	C
p2L14	11	ps	n	C
p2L14	12	Ib	o	C
p2L14	13	33	m	C
p2L14	14	rf	m	C
p2L14	15	f	e	C
p2L14	16	oo	n	C
p2L15	1	f	e	C
p2L15	2	sqt	?	U
p2L15	3	m	l	M
p2L15	4	x	a	C
p2L15	5	]	s	C
p2L15	6	aaa	s	C
p2L15	7	f	e	C
p2L15	8	ps	n	C
p2L15	9	hs	i	C
p2L15	10	33	m	C
p2L15	11	m	l	M
p2L15	12	th	d	C
p2L15	13	6	t	C
p2L15	14	101	h	C
p2L16	1	88	r	C
p2L16	2	ob	i	C
p2L16	3	oo	n	C
p2L16	4	b	?	U
p2L16	5	f	e	C
p2L16	6	ps	n	C
p2L16	7	th	d	C
p2L16	8	hs	i	C
p2L16	9	f	e	C
p2L16	10	]	s	C
p2L16	11	L	s	C
p2L16	12	f	e	C
p2L16	13	ps	n	C
p2L16	14	aab	h	C
p2L16	15	f	e	C
p2L17	1	60	u	C
p2L17	2	88	r	C
p2L17	3	x	a	C
p2L17	4	th	d	C
p2L17	5	6	t	C
p2L17	6	aa	?	U
p2L17	7	hs	i	C
p2L17	8	x+	a	C
p2L17	9	aaa	s	C
p2L17	10	ut	?	U
p2L17	11	aab	h	C
p2L17	12	f	e	C
p2L17	13	x	a	C
p2L17	14	z	t	C
p2L18	1	ob	i	C
p2L18	2	b	?	U
p2L18	3	x	a	C
p2L18	4	oo	n	C
p2L18	5	b	?	U
p2L18	6	f	e	C
p2L18	7	m	l	M
p2L18	8	f	e	C
p2L18	9	t	?	U
p2L18	10	f	e	C
p2L18	11	ps	n	C
p2L18	12	]	s	C
p2L18	13	f	e	C
p2L18	14	hs	i	C
p2L18	15	oo	n	C
p2L19	1	x+	a	C
p2L19	2	m	l	M
p2L19	3	sqt	?	U
p2L19	4	th	d	C
p2L19	5	f	e	C
p2L19	6	ps	n	C
p2L19	7	oo	n	C
p2L19	8	f	e	C
p2L19	9	3	m	C
p2L19	10	01	a	C
p2L19	11	88	r	C
p2L19	12	xr	c	C
p2L19	13	dd	k	C
p2L20	1	34	u	C
p2L20	2	3	m	C
p2L20	3	33	m	C
p2L20	4	f	e	C
p2L20	5	88x	r	C
p2L20	6	zz	t	C
p2L20	7	aab	h	C
p2L20	8	60	u	C
p2L20	9	ps	n	C
p2L20	10	rf	m	C
p2L20	11	ii	a	C
p2L20	12	b	?	U
p2L20	13	67	?	U
p2L20	14	Ib	o	C
p2L21	1	th	d	C
p2L21	2	f	e	C
p2L21	3	88x	r	C
p2L21	4	60	u	C
p2L21	5	34	u	C
p2L21	6	g	e	C
p2L21	7	t	?	U
p2L21	8	f	e	C
p2L21	9	oo	n	C
p2L21	10	rf	m	C
p2L21	11	th	d	C
p2L21	12	b	?	U
p2L21	13	f	e	C
p2L21	14	ps	n	C
p2L21	15	Ol	?	U
p2L22	1	34	u	C
p2L22	2	60	u	C
p2L22	3	th	d	C
p2L22	4	m	l	M
p2L22	5	of	l	C
p2L22	6	q	b	C
p2L22	7	f	e	C
p2L22	9	88	r	C
p2L22	10	x+	a	C
p2L22	11	d6	d	C
p2L22	12	aab	h	C
p2L22	13	7	t	C
p2L22	14	f	e	C
p2L22	15	ps	n	C
p2L23	1	th	d	C
p2L23	2	x+	a	C
p2L23	3	f	e	C
p2L23	4	zz	t	C
p2L23	5	60	u	C
p2L23	6	60	u	C
p2L23	7	x+	a	C
p2L23	8	ps	n	C
p2L23	9	th	d	C
p2L23	10	f	e	C
p2L23	11	88	r	C
p2L23	12	]	s	C
p2L23	13	f	e	C
p2L23	14	m	l	M
p2L23	15	q	b	C
p2L23	16	f	e	C
p2L23	17	ps	n	C
p2L24	1	34	u	C
p2L24	2	33	m	C
p2L24	3	sq	b	C
p2L24	4	xn	b	C
p2L24	5	g	e	C
p2L24	6	88	r	C
p2L24	7	hs	i	C
p2L24	8	xr	c	C
p2L24	9	101	h	C
p2L24	10	zz	t	C
p2L24	11	th	d	C
p2L24	12	Ib	o	C
p2L24	13	f	e	C
p2L24	14	]	s	C
p2L24	15	L	s	C
p2L24	16	g	e	C
p2L24	17	8	r	M
p2L25	1	aaa	s	C
p2L25	2	x+	a	C
p2L25	3	xr	c	C
p2L25	4	101	h	C
p2L25	5	f	e	C
p2L25	6	ps	n	C
p2L25	7	60	u	C
p2L25	8	phi	o	C
p2L25	9	oo	n	C
p2L25	10	aab	h	C
p2L25	11	hs	i	C
p2L25	12	ps	n	C
p2L25	13	th	d	C
p2L25	14	x+	a	C
p2L25	15	cc	n	C
