# tools/print_check.py, 24 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
pour le mieux a l'accommodement	ia:memoirsofhoratio00coxe	no hits	downloaded djvu text; 	https://archive.org/details/memoirsofhoratio00coxe
monsieur de Patino m'en a	ia:memoirsofhoratio00coxe	no hits	downloaded djvu text; 	https://archive.org/details/memoirsofhoratio00coxe
arme de rechef une grosse escadre pour empescher les gallions	ia:memoirsofhoratio00coxe	no hits	downloaded djvu text; 	https://archive.org/details/memoirsofhoratio00coxe
qui s'est sauve du chateau de Segovie	ia:memoirsofhoratio00coxe	no hits	downloaded djvu text; 	https://archive.org/details/memoirsofhoratio00coxe
je serai inutile dans l'ignorance	ia:memoirskingsspa00unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa00unkngoog
mandez moi donc quelque ordre pour ma	ia:memoirskingsspa00unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa00unkngoog
sans qu'il m'ait jamais dit ce que je pouvois fournir	ia:memoirskingsspa00unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa00unkngoog
pour le mieux a l'accommodement	ia:memoirskingsspa00unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa00unkngoog
monsieur de Patino m'en a	ia:memoirskingsspa00unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa00unkngoog
arme de rechef une grosse escadre pour empescher les gallions	ia:memoirskingsspa00unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa00unkngoog
qui s'est sauve du chateau de Segovie	ia:memoirskingsspa00unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa00unkngoog
je serai inutile dans l'ignorance	ia:memoirskingsspa02unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa02unkngoog
mandez moi donc quelque ordre pour ma	ia:memoirskingsspa02unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa02unkngoog
sans qu'il m'ait jamais dit ce que je pouvois fournir	ia:memoirskingsspa02unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa02unkngoog
pour le mieux a l'accommodement	ia:memoirskingsspa02unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa02unkngoog
monsieur de Patino m'en a	ia:memoirskingsspa02unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa02unkngoog
arme de rechef une grosse escadre pour empescher les gallions	ia:memoirskingsspa02unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa02unkngoog
qui s'est sauve du chateau de Segovie	ia:memoirskingsspa02unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/memoirskingsspa02unkngoog
je serai inutile dans l'ignorance	ia:manuscriptsofmar00grea	no hits	downloaded djvu text; 	https://archive.org/details/manuscriptsofmar00grea
mandez moi donc quelque ordre pour ma	ia:manuscriptsofmar00grea	no hits	downloaded djvu text; 	https://archive.org/details/manuscriptsofmar00grea
sans qu'il m'ait jamais dit ce que je pouvois fournir	ia:manuscriptsofmar00grea	no hits	downloaded djvu text; 	https://archive.org/details/manuscriptsofmar00grea
pour le mieux a l'accommodement	ia:manuscriptsofmar00grea	no hits	downloaded djvu text; 	https://archive.org/details/manuscriptsofmar00grea
monsieur de Patino m'en a	ia:manuscriptsofmar00grea	no hits	downloaded djvu text; 	https://archive.org/details/manuscriptsofmar00grea
arme de rechef une grosse escadre pour empescher les gallions	ia:manuscriptsofmar00grea	no hits	downloaded djvu text; 	https://archive.org/details/manuscriptsofmar00grea
qui s'est sauve du chateau de Segovie	ia:manuscriptsofmar00grea	no hits	downloaded djvu text; 	https://archive.org/details/manuscriptsofmar00grea
je serai inutile dans l'ignorance	ia:elisabethfarnese00armsuoft	no hits	downloaded djvu text; 	https://archive.org/details/elisabethfarnese00armsuoft
mandez moi donc quelque ordre pour ma	ia:elisabethfarnese00armsuoft	no hits	downloaded djvu text; 	https://archive.org/details/elisabethfarnese00armsuoft
sans qu'il m'ait jamais dit ce que je pouvois fournir	ia:elisabethfarnese00armsuoft	no hits	downloaded djvu text; 	https://archive.org/details/elisabethfarnese00armsuoft
pour le mieux a l'accommodement	ia:elisabethfarnese00armsuoft	no hits	downloaded djvu text; 	https://archive.org/details/elisabethfarnese00armsuoft
monsieur de Patino m'en a	ia:elisabethfarnese00armsuoft	no hits	downloaded djvu text; 	https://archive.org/details/elisabethfarnese00armsuoft
arme de rechef une grosse escadre pour empescher les gallions	ia:elisabethfarnese00armsuoft	no hits	downloaded djvu text; 	https://archive.org/details/elisabethfarnese00armsuoft
qui s'est sauve du chateau de Segovie	ia:elisabethfarnese00armsuoft	no hits	downloaded djvu text; 	https://archive.org/details/elisabethfarnese00armsuoft
je serai inutile dans l'ignorance	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22je%20serai%20inutile%20dans%20l%27ignorance%22
mandez moi donc quelque ordre pour ma	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22mandez%20moi%20donc%20quelque%20ordre%20pour%20ma%22
sans qu'il m'ait jamais dit ce que je pouvois fournir	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22sans%20qu%27il%20m%27ait%20jamais%20dit%20ce%20que%20je%20pouvois%20fournir%22
pour le mieux a l'accommodement	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22pour%20le%20mieux%20a%20l%27accommodement%22
monsieur de Patino m'en a	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22monsieur%20de%20Patino%20m%27en%20a%22
arme de rechef une grosse escadre pour empescher les gallions	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22arme%20de%20rechef%20une%20grosse%20escadre%20pour%20empescher%20les%20gallions%22
qui s'est sauve du chateau de Segovie	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22qui%20s%27est%20sauve%20du%20chateau%20de%20Segovie%22
je serai inutile dans l'ignorance	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22
mandez moi donc quelque ordre pour ma	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=%22mandez%20moi%20donc%20quelque%20ordre%20pour%20ma%22
sans qu'il m'ait jamais dit ce que je pouvois fournir	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=%22sans%20qu%27il%20m%27ait%20jamais%20dit%20ce%20que%20je%20pouvois%20fournir%22
pour le mieux a l'accommodement	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=%22pour%20le%20mieux%20a%20l%27accommodement%22
monsieur de Patino m'en a	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=%22monsieur%20de%20Patino%20m%27en%20a%22
arme de rechef une grosse escadre pour empescher les gallions	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=%22arme%20de%20rechef%20une%20grosse%20escadre%20pour%20empescher%20les%20gallions%22
qui s'est sauve du chateau de Segovie	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=%22qui%20s%27est%20sauve%20du%20chateau%20de%20Segovie%22
(keywords) Blathwayt Huntington Port Sainte Marie 1729 intelligence	openalex	not searched (blocked: HTTP 429 on https://api.openalex.org/works?per-page=5&search=%22je%20serai%20inutile%20dans%20l%27ignorance%22)		https://api.openalex.org/works?per-page=5&search=Blathwayt%20Huntington%20Port%20Sainte%20Marie%201729%20intelligence
(keywords) Blathwayt Huntington Port Sainte Marie 1729 intelligence	crossref	1363152 record(s), top 5 by relevance	Sainte-Marie, Alfred 10.1093/benz/9780199773787.article.b00159255; Sainte-Marie, Buffy 10.1093/gmo/9781561592630.article.a2263116; Quillebœuf, Sainte Marie de 10.1093/benz/9780199773787.article.b00147607; Sainte-Marie, Élisabeth Hélène 10.1093/benz/9780199773787.article.b00159256; Sainte-Catherine, Marie de 10.1093/benz/9780199773787.article.b00159164	https://api.crossref.org/works?rows=5&query.bibliographic=Blathwayt%20Huntington%20Port%20Sainte%20Marie%201729%20intelligence
(keywords) Port Sainte Marie 1729 British intelligence Spain Gibraltar Keene	crossref	2599168 record(s), top 5 by relevance	‘British’ Gibraltar in the Early Twentieth Century 10.2307/jj.38238924.8; Spain joins NATO but the border remains closed 10.4324/9780203323366-14; Sainte-Marie, Alfred 10.1093/benz/9780199773787.article.b00159255; Sainte-Marie, Buffy 10.1093/gmo/9781561592630.article.a2263116; Sainte-Marie, Élisabeth Hélène 10.1093/benz/9780199773787.article.b00159256	https://api.crossref.org/works?rows=5&query.bibliographic=Port%20Sainte%20Marie%201729%20British%20intelligence%20Spain%20Gibraltar%20Keene
