line	pos	group	conf	gloss
BLA185_p5_L04	3	737	H	Monsieur
BLA185_p5_L04	4	822	H	Sa-
BLA185_p5_L04	5	1109	H	ti-
BLA185_p5_L04	6	506	H	g-
BLA185_p5_L04	7	758	H	no
BLA185_p5_L05	1	743	H	moyennant
BLA185_p5_L05	2	1024	H	son
BLA185_p5_L05	3	54	H	affection
BLA185_p5_L05	4	835	H	pour
BLA185_p5_L05	5	702	H	moi
BLA185_p5_L06	1	1016	H	Sans
BLA185_p5_L06	2	662	H	les
BLA185_p5_L06	3	521	H	garnison-
BLA185_p5_L06	4	1013	H	s
BLA185_p5_L06	5	698	H	mis
BLA185_p5_L06	6	381	H	en
BLA185_p5_L06	7	189	M	caution
BLA185_p5_L06	8	823	H	par
BLA185_p5_L06	9	97	H	avance
BLA185_p5_L06	10	191	H	c'est
BLA185_p5_L07	1	591	H	in-
BLA185_p5_L07	2	1186	H	utile
BLA185_p5_L07	3	271	H	d'
BLA185_p5_L07	4	433	H	espere-
BLA185_p5_L07	5	941	H	r
BLA185_p5_L07	6	278	H	de
BLA185_p5_L07	7	998	H	rien
BLA185_p5_L07	8	473	H	faire
BLA185_p5_L07	9	278	H	de
BLA185_p5_L07	10	219	H	conclu-
BLA185_p5_L08	1	30	H	-an-
BLA185_p5_L08	2	1099	H	t
BLA185_p5_L08	3	387	H	et
BLA185_p5_L08	4	932	H	quelque
BLA185_p5_L08	5	1129	H	temps
BLA185_p5_L08	6	84	H	apres
BLA185_p5_L08	7	926	H	que
BLA185_p5_L08	8	188	H	cell-
BLA185_p5_L08	9	18	H	a
BLA185_p5_L08	10	1017	H	se-
BLA185_p5_L09	1	942	H	-ra
BLA185_p5_L09	2	461	H	fait
BLA185_p5_L09	3	796	H	on
BLA185_p5_L09	4	958	H	recommence-
BLA185_p5_L09	5	942	H	ra
BLA185_p5_L09	6	1033	H	sur
BLA185_p5_L09	7	163	H	ce
BLA185_p5_L09	8	930	H	qu'ils
BLA185_p5_L09	9	40	H	abandonne
BLA185_p5_L10	1	754	H	-n-
BLA185_p5_L10	2	1099	H	t
BLA185_p5_L10	3	823	H	par
BLA185_p5_L10	4	765	H	necessité
BLA185_p5_L10	5	1243	H	—
BLA185_p5_L10	6	588	H	il
BLA185_p5_L10	7	1201	H	y
BLA185_p5_L10	8	18	H	a
BLA185_p5_L10	9	1148	H	un
BLA185_p5_L11	1	943	H	re-
BLA185_p5_L11	2	695	H	me-
BLA185_p5_L11	3	278	H	de
BLA185_p5_L11	4	18	H	a
BLA185_p5_L11	5	163	H	ce
BLA185_p5_L11	6	713	H	malheur
BLA185_p5_L11	7	924	H	quand
BLA185_p5_L11	8	796	H	on
BLA185_p5_L11	9	1153	H	vou-
BLA185_p5_L12	1	270	H	-d-
BLA185_p5_L12	2	942	H	ra
BLA185_p5_L12	3	659	H	l'
BLA185_p5_L12	4	32	H	app-
BLA185_p5_L12	5	663	H	li-
BLA185_p5_L12	6	926	H	que-
BLA185_p5_L12	7	941	H	r
BLA188_p4_L01	1	661	H	le
BLA188_p4_L01	2	208	H	comme
BLA188_p4_L01	3	588	H	il
BLA188_p4_L01	4	386	H	est
BLA188_p4_L01	5	918	H	manifeste
BLA188_p4_L01	6	823	H	par-
BLA188_p4_L01	7	163	H	ce-
BLA188_p4_L01	8	926	H	que
BLA188_p4_L01	9	661	H	le-
BLA188_p4_L02	1	1006	H	Roy
BLA188_p4_L02	2	508	H	ge
BLA188_p4_L02	3	999	H	or
BLA188_p4_L02	4	508	H	ge
BLA188_p4_L02	5	892	H	premier
BLA188_p4_L02	6	69	H	avoit
BLA188_p4_L02	7	904	H	promis
BLA188_p4_L02	8	1033	H	sur
BLA188_p4_L02	9	500	H	qui
BLA188_p4_L03	1	123	H	br
BLA188_p4_L03	2	379	H	el
BLA188_p4_L03	3	1105	H	ter
BLA188_p4_L03	4	1243	H	
BLA188_p4_L03	5	588	H	il
BLA188_p4_L03	6	695	H	me
BLA188_p4_L03	7	398	M	diffret
BLA188_p4_L03	8	922	H	qu
BLA188_p4_L04	1	381	H	en
BLA188_p4_L04	2	39	H	angleterre
BLA188_p4_L04	3	1148	H	un
BLA188_p4_L04	4	734	H	mini-
BLA188_p4_L04	5	594	H	is-
BLA188_p4_L04	6	1102	H	te-
BLA188_p4_L04	7	943	H	re
BLA188_p4_L04	8	461	H	fait
BLA188_p4_L04	9	1149	H	une
BLA188_p4_L05	1	53	H	affaire
BLA188_p4_L05	2	922	H	qu-
BLA188_p4_L05	3	1148	H	un
BLA188_p4_L05	4	111	H	autre
BLA188_p4_L05	5	993	H	retranche
BLA188_p4_L05	6	924	H	quand
BLA188_p4_L05	7	588	H	il
BLA188_p4_L05	8	1097	H	succede
BLA188_p4_L05	9	1252	H	
BLA188_p4_L06	1	929	H	qu'il
BLA188_p4_L06	2	386	H	est
BLA188_p4_L06	3	764	H	necessaire
BLA188_p4_L06	4	258	H	de
BLA188_p4_L06	5	1013	H	s'
BLA188_p4_L06	6	716	H	entendre
BLA188_p4_L06	7	132	H	bien
BLA188_p4_L06	8	1020	H	si
BLA188_p4_L06	9	596	H	on
BLA188_p4_L07	1	1155	M	veu-
BLA188_p4_L07	2	1099	H	r
BLA188_p4_L07	3	453	H	faire
BLA188_p4_L07	4	1149	H	une
BLA188_p4_L07	5	843	H	paix
BLA188_p4_L07	6	984	H	ferme
BLA188_p4_L07	7	929	H	qu'il
BLA188_p4_L07	8	456	H	faut
BLA188_p4_L07	9	551	H	mettre
BLA188_p4_L08	1	823	H	par
BLA188_p4_L08	2	900	H	ecrit
BLA188_p4_L08	3	932	H	quelque
BLA188_p4_L08	4	851	H	part
BLA188_p4_L08	5	581	M	ie
BLA188_p4_L08	6	258	H	de
BLA188_p4_L08	7	660	H	la
BLA188_p4_L08	8	140	H	bonne
BLA188_p4_L08	9	1150	H	vo-
BLA188_p4_L09	1	658	H	-l-
BLA188_p4_L09	2	596	H	on-
BLA188_p4_L09	3	1102	H	te
BLA188_p4_L09	4	289	H	Du
BLA188_p4_L09	5	1006	H	Roy
BLA188_p4_L09	6	251	H	D'
BLA188_p4_L09	7	39	H	angleterre
BLA188_p4_L09	8	38	H	au
BLA188_p4_L09	9	535	H	moins
BLA188_p4_L09	10	381	H	en
BLA188_p4_L10	1	134	H	ar-
BLA188_p4_L10	2	1109	H	ti-
BLA188_p4_L10	3	169	H	cl-
BLA188_p4_L10	4	369	H	e
BLA188_p4_L10	5	1042	M	savet
BLA188_p4_L10	6	835	H	pour
BLA188_p4_L10	7	1125	H	temoigne-
BLA188_p4_L10	8	941	H	r
BLA188_p4_L10	9	18	H	a
BLA188_p4_L11	1	1014	H	sa
BLA188_p4_L11	2	709	H	majesté
BLA188_p4_L11	3	184	H	catholique
BLA188_p4_L11	4	922	H	qu-
BLA188_p4_L11	5	596	H	on
BLA188_p4_L11	6	59	H	agit
BLA188_p4_L11	7	278	H	de
BLA188_p4_L11	8	140	H	bonne
BLA188_p4_L11	9	488	H	foy
BLA188_p4_L12	1	1290	H	il
BLA188_p4_L12	2	588	H	me
BLA188_p4_L12	3	695	H	dit
BLA188_p4_L12	4	345	H	qu-
BLA188_p4_L12	5	922	H	en
BLA188_p4_L12	6	381	H	son
BLA188_p4_L12	7	1024	H	particulier
BLA188_p4_L12	8	854	H	
BLA188_p4_L13	1	588	H	il
BLA188_p4_L13	2	1065	H	souhait-
BLA188_p4_L13	3	792	H	oit
BLA188_p4_L13	4	1148	H	un
BLA188_p4_L13	5	46	H	acomodement
BLA188_p4_L13	6	692	H	mais
BLA188_p4_L13	7	929	H	qu'il
BLA188_p4_L13	8	455	H	falloit
BLA188_p4_L14	1	278	H	de
BLA188_p4_L14	2	1119	H	tout-
BLA188_p4_L14	3	369	H	e
BLA188_p4_L14	4	851	H	part
BLA188_p4_L14	5	493	H	fournir
BLA188_p4_L14	6	662	H	les
BLA188_p4_L14	7	542	H	moyen-
BLA188_p4_L14	8	1013	H	s
BLA188_p4_L15	1	661	H	le
BLA188_p4_L15	2	951	H	rendre
BLA188_p4_L15	3	290	H	dur-
BLA188_p4_L15	4	19	H	ab-
BLA188_p4_L15	5	661	H	le
BLA188_p4_L15	6	926	H	que
BLA188_p4_L15	7	662	H	les
BLA188_p4_L15	8	907	M	propositions
BLA188_p4_L16	1	1013	H	-s
BLA188_p4_L16	2	525	H	general-
BLA188_p4_L16	3	385	H	es
BLA188_p4_L16	4	756	H	ne
BLA188_p4_L16	5	459	H	fais-
BLA188_p4_L16	6	792	H	oit
BLA188_p4_L16	7	830	H	plus
BLA188_p4_L16	8	100	H	aucun-
BLA188_p4_L17	1	369	H	-e
BLA188_p4_L17	2	609	H	impression
BLA188_p4_L17	3	1033	H	sur
BLA188_p4_L17	4	659	H	l-
BLA188_p4_L17	5	134	H	esprit
BLA188_p4_L17	6	289	H	du
BLA188_p4_L17	7	1006	H	Roy
BLA188_p4_L17	8	184	H	Catholique
BLA188_p4_L17	9	910	H	puisque
BLA188_p4_L18	1	415	H	ensuite
BLA188_p4_L18	2	596	H	on
BLA188_p4_L18	3	665	M	eu- (struck)
BLA188_p4_L18	4	576	H	it
BLA188_p4_L18	5	461	H	fait
BLA188_p4_L18	6	1113	M	tous-
BLA188_p4_L18	7	592	H	jo-
BLA188_p4_L18	8	1142	M	u-
BLA188_p4_L18	9	941	H	r-
BLA188_p5_L01	1	1013	H	-s
BLA188_p5_L01	2	18	H	a-
BLA188_p5_L01	3	164	H	ch-
BLA188_p5_L01	4	589	H	et-
BLA188_p5_L01	5	384	H	en
BLA188_p5_L01	6	660	H	la
BLA188_p5_L01	7	890	H	po-
BLA188_p5_L01	8	695	H	me-
BLA188_p5_L02	1	1013	H	-s-
BLA188_p5_L02	2	1013	H	fe
BLA188_p5_L02	3	101	H	avec
BLA188_p5_L02	4	1199	M	une
BLA188_p5_L02	5	955	H	nouvelle
BLA188_p5_L02	6	870	H	perte
BLA188_p5_L02	7	1250	H	c'est
BLA188_p5_L02	8	191	H	
BLA188_p5_L03	1	1024	H	son
BLA188_p5_L03	2	349	H	discours
BLA188_p5_L03	3	926	H	que
BLA188_p5_L03	4	580	H	le
BLA188_p5_L03	5	1154	H	vous
BLA188_p5_L03	6	919	H	marqua
BLA188_p5_L03	7	56	M	afrique
BLA188_p5_L03	8	1154	H	vous
BLA188_p5_L04	1	1201	H	y
BLA188_p5_L04	2	484	H	fais-
BLA188_p5_L04	3	581	H	ie
BLA188_p5_L04	4	1013	H	s
BLA188_p5_L04	5	659	H	l
BLA188_p5_L04	6	36	H	at-
BLA188_p5_L04	7	30	H	au-
BLA188_p5_L04	8	1109	H	li-
BLA188_p5_L04	9	996	H	on
BLA188_p5_L05	1	929	M	que
BLA188_p5_L05	2	695	H	me-
BLA188_p5_L05	3	945	H	ri-
BLA188_p5_L05	4	1102	H	te
BLA188_p5_L05	5	1290	H	
BLA188_p5_L05	6	?	L	struck
BLA188_p5_L05	7	162	H	Car
BLA188_p5_L05	8	1024	H	son
BLA188_p5_L06	1	1099	H	sentiment
BLA188_p5_L06	2	386	H	est
BLA188_p5_L06	3	103	H	aujourd'hui
BLA188_p5_L06	4	441	H	execute
BLA188_p5_L06	5	381	H	on
BLA188_p5_L06	6	1114	H	tout
BLA188_p5_L06	7	385	H	et
BLA188_p5_L06	8	1020	H	si
BLA188_p5_L06	9	596	H	on
BLA188_p5_L07	1	356	H	Donne
BLA188_p5_L07	2	660	H	la
BLA188_p5_L07	3	693	H	main
BLA188_p5_L07	4	18	H	a
BLA188_p5_L07	5	1149	H	une
BLA188_p5_L07	6	843	H	paix
BLA188_p5_L07	7	101	H	avec
BLA188_p5_L07	8	325	H	desavantage
BLA188_p5_L07	9	192	H	certain
BLA188_p5_L08	1	588	H	il
BLA188_p5_L08	2	386	H	est
BLA188_p5_L08	3	605	H	immanquable
BLA188_p5_L08	4	922	H	qu'on
BLA188_p5_L08	5	796	H	ne
BLA188_p5_L08	6	756	M	
BLA188_p5_L08	7	659	H	P'execute-
BLA188_p5_L08	8	941	H	
BLA188_p5_L09	1	942	H	-va
BLA188_p5_L09	2	600	H	iry
BLA188_p5_L09	3	833	H	point
BLA188_p5_L09	4	289	H	du
BLA188_p5_L09	5	1119	H	tout
BLA188_p5_L09	6	208	H	comme
BLA188_p5_L09	7	796	H	on
BLA188_p5_L09	8	18	H	a
BLA188_p5_L10	1	461	H	fait
BLA188_p5_L10	2	282	H	des
BLA188_p5_L10	3	891	H	preliminaire-
BLA188_p5_L10	4	1013	H	s
BLA188_p5_L10	5	1243	H	
BLA188_p5_L10	6	580	H	le
BLA188_p5_L10	7	1032	H	fu-
BLA188_p5_L10	8	594	H	is
BLA188_p5_L11	1	192	H	certain
BLA188_p5_L11	2	298	H	de
BLA188_p5_L11	3	163	H	ce-
BLA188_p5_L11	4	195	H	cy
BLA188_p5_L11	5	1293	M	l'
BLA188_p5_L11	6	659	H	affection
BLA188_p5_L11	7	54	H	que
BLA188_p5_L11	8	926	H	monsieur
BLA188_p5_L11	9	939	M	
BLA188_p5_L12	1	822	H	Ra-
BLA188_p5_L12	2	1109	H	li-
BLA188_p5_L12	3	506	H	g-
BLA188_p5_L12	4	758	H	no
BLA188_p5_L12	5	18	H	a
BLA188_p5_L12	6	835	H	pour
BLA188_p5_L12	7	502	H	moi
BLA188_p5_L12	8	1018	H	ser-
BLA188_p5_L13	1	792	H	-oit
BLA188_p5_L13	2	1185	H	utile
BLA188_p5_L13	3	1020	H	si
BLA188_p5_L13	4	796	H	on
BLA188_p5_L13	5	1013	H	s'explique-
BLA188_p5_L13	6	945	H	oit
BLA188_p5_L13	7	792	H	d'
BLA188_p5_L13	8	298	H	avantage
BLA188_p5_L14	1	1350	H	Je
BLA188_p5_L14	2	580	H	fu-
BLA188_p5_L14	3	1032	H	is
BLA188_p5_L14	4	594	H	surpris
BLA188_p5_L14	5	1085	H	que
BLA188_p5_L14	6	926	H	qua-
BLA188_p5_L14	7	923	H	si
BLA188_p5_L14	8	1020	H	
BLA188_p5_L15	1	1114	H	tout
BLA188_p5_L15	2	385	H	ce
BLA188_p5_L15	3	695	H	me-
BLA188_p5_L15	4	1013	H	s
BLA188_p5_L15	5	652	H	lettres
BLA188_p5_L15	6	1013	H	struck
BLA188_p5_L15	7	795	H	vient
BLA188_p5_L15	8	404	H	egar-
BLA188_p5_L16	1	369	H	e-
BLA188_p5_L16	2	385	H	es
BLA188_p5_L16	3	588	H	il
BLA188_p5_L16	4	476	H	faut
BLA188_p5_L16	5	926	H	que
BLA188_p5_L16	6	828	H	par
BLA188_p5_L16	7	661	H	le
BLA188_p5_L16	8	892	H	premier
BLA188_p5_L17	1	259	H	cour-
BLA188_p5_L17	2	576	H	i-
BLA188_p5_L17	3	384	H	er
BLA188_p5_L17	4	446	H	extraordinaire
BLA188_p5_L17	5	1154	H	vous
BLA188_p5_L17	6	690	M	struck
BLA188_p5_L17	7	426	H	m'envoy-
BLA188_p5_L17	8	385	H	es
BLA188_p5_L18	1	1198	H	un
BLA188_p5_L18	2	354	H	nouveau
BLA188_p5_L18	3	164	H	ch-
BLA188_p5_L18	4	584	H	if-
BLA188_p5_L18	5	943	H	re
BLA188_p5_L18	6	732	H	mieux
BLA188_p5_L18	7	169	H	com-
BLA188_p5_L18	8	831	H	po-
BLA188_p6_L01	1	1013	H	Se
BLA188_p6_L01	2	385	H	et
BLA188_p6_L01	3	1149	H	une
BLA188_p6_L01	4	955	H	nouvelle
BLA188_p6_L01	5	21	H	ad-
BLA188_p6_L01	6	945	H	re-
BLA188_p6_L01	7	1013	H	se
BLA188_p6_L01	8	385	H	et
BLA188_p6_L02	1	932	H	quelque
BLA188_p6_L02	2	1041	H	secours
BLA188_p6_L02	3	385	H	et
BLA188_p6_L02	4	954	H	repon-
BLA188_p6_L02	5	1013	H	se
BLA189_p3_L01	1	208	H	Comme
BLA189_p3_L01	2	659	H	L'
BLA189_p3_L01	3	78	H	Ambassadeur
BLA189_p3_L01	4	278	H	de
BLA189_p3_L01	5	502	H	France
BLA189_p3_L02	1	659	H	L'
BLA189_p3_L02	2	807	H	obstin-
BLA189_p3_L02	3	18	H	a-
BLA189_p3_L02	4	1109	H	ti-
BLA189_p3_L02	5	796	H	on
BLA189_p3_L03	1	580	H	le
BLA189_p3_L03	2	1154	H	vous
BLA189_p3_L03	3	92	H	asseure
BLA189_p3_L03	4	770	H	nonobstant
BLA189_p3_L03	5	922	H	qu-
BLA189_p3_L03	6	796	H	on
BLA189_p3_L03	7	386	H	est
BLA189_p3_L03	8	984	H	resolu
BLA189_p3_L03	9	600	H	ici
BLA189_p3_L04	1	278	H	de
BLA189_p3_L04	2	756	H	ne
BLA189_p3_L04	3	998	H	rien
BLA189_p3_L04	4	465	H	fin-
BLA189_p3_L04	5	593	H	ir
BLA189_p3_L04	6	922	H	qu-
BLA189_p3_L04	7	101	H	avec
BLA189_p3_L04	8	217	H	concert
BLA189_p3_L04	9	278	H	de
BLA189_p3_L04	10	1113	H	tous
BLA189_p3_L04	11	1250	H	—
BLA189_p3_L05	1	802	H	on
BLA189_p3_L05	2	101	H	avec
BLA189_p3_L05	3	518	H	garantie
BLA189_p3_L05	4	759	H	non
BLA189_p3_L05	5	278	H	de
BLA189_p3_L05	6	850	H	parole
BLA189_p3_L05	7	692	H	mais
BLA189_p3_L05	8	278	H	de
BLA189_p3_L05	9	521	H	garnison
BLA189_p3_L06	1	402	H	effect-
BLA189_p3_L06	2	576	H	i-
BLA189_p3_L06	3	1145	H	ve
BLA189_p3_L06	4	1243	H	—
BLA189_p3_L06	5	387	H	et
BLA189_p3_L06	6	930	H	qu'ils
BLA189_p3_L06	7	1018	H	ser-
BLA189_p3_L06	8	797	H	ont
BLA189_p3_L06	9	109	H	aussitot
BLA189_p3_L06	10	18	H	a
BLA189_p3_L07	1	958	H	recommence-
BLA189_p3_L07	2	941	H	r
BLA189_p3_L07	3	1033	H	sur
BLA189_p3_L07	4	193	H	chacun
BLA189_p3_L07	5	381	H	en
BLA189_p3_L07	6	59	H	action
BLA189_p3_L07	7	1020	H	si
BLA189_p3_L07	8	796	H	on
BLA189_p3_L07	9	756	H	ne
BLA189_p3_L07	10	515	H	gagne
BLA189_p3_L08	1	660	H	la
BLA189_p3_L08	2	1007	H	Reine
BLA189_p3_L08	3	823	H	par
BLA189_p3_L08	4	661	H	le
BLA189_p3_L08	5	691	H	ma-
BLA189_p3_L08	6	947	H	ri-
BLA189_p3_L08	7	18	H	a-
BLA189_p3_L08	8	508	H	ge
BLA189_p3_L08	9	802	H	ou
BLA189_p3_L08	10	823	H	par
BLA189_p3_L08	11	659	H	l'
BLA189_p3_L08	12	638	H	Italie
BLA189_p3_L09	1	162	H	car
BLA189_p3_L09	2	658	H	L-
BLA189_p3_L09	3	369	H	e
BLA189_p3_L09	4	1006	H	Roy
BLA189_p3_L09	5	754	H	n'
BLA189_p3_L09	6	58	H	agit
BLA189_p3_L09	7	18	H	a
BLA189_p3_L09	8	599	H	jamais
BLA189_p3_L09	9	101	H	avec
BLA189_p3_L09	10	242	H	continuation
BLA189_p3_L10	1	278	H	de
BLA189_p3_L10	2	140	H	bonne
BLA189_p3_L10	3	256	H	Correspondance
BLA189_p3_L11	1	1240	H	—
BLA189_p3_L11	2	1324	H	que
BLA189_p3_L11	3	926	H	gi-
BLA189_p3_L11	4	510	H	br-
BLA189_p3_L11	5	123	H	al-
BLA189_p3_L11	6	28	H	ter
BLA189_p3_L11	7	1107	H	ne
BLA189_p3_L11	8	756	H	ser-
BLA189_p3_L11	9	1017	H	ra
BLA189_p3_L11	10	942	H	
BLA189_p3_L12	1	944	H	ren-
BLA189_p3_L12	2	289	H	chi-
BLA189_p3_L12	3	369	H	e
BLA189_p3_L13	1	735	H	Monsieur
BLA189_p3_L13	2	647	H	Ken-
BLA189_p3_L13	3	756	H	ne
BLA189_p3_L13	4	756	H	ne
BLA189_p3_L13	5	695	H	me
BLA189_p3_L13	6	461	H	fait
BLA189_p3_L13	7	100	H	aucun
BLA189_p3_L13	8	224	H	confidence
BLA189_p3_L13	9	770	H	nonobstant
BLA189_p3_L14	1	691	H	ma
BLA189_p3_L14	2	140	H	bonne
BLA189_p3_L14	3	54	H	affection
BLA189_p3_L14	4	835	H	pour
BLA189_p3_L14	5	1154	H	vous
BLA189_p3_L14	6	692	H	mais
BLA189_p3_L14	7	588	H	il
BLA189_p3_L14	8	386	H	est
BLA189_p3_L14	9	1063	H	soupçon-
BLA189_p3_L14	10	389	H	eu-
BLA189_p3_L14	11	1200	H	x
BLA189_p3_L15	1	399	H	entre
BLA189_p3_L15	2	890	H	plus
BLA189_p3_L15	3	625	H	juste-
BLA189_p3_L15	4	696	H	ment
BLA189_p3_L15	5	929	H	qu'il
BLA189_p3_L15	6	756	H	ne
BLA189_p3_L15	7	1065	H	souhaite
BLA189_p3_L16	1	691	H	ma
BLA189_p3_L16	2	320	H	demarche
BLA189_p3_L17	1	735	H	Monsieur
BLA189_p3_L17	2	822	H	Pa-
BLA189_p3_L17	3	1109	H	ti-
BLA189_p3_L17	4	506	H	g-
BLA189_p3_L17	5	758	H	no
BLA189_p3_L17	6	18	H	a
BLA189_p3_L17	7	900	H	pris
BLA189_p3_L17	8	835	H	pour
BLA189_p3_L17	9	702	H	moi
BLA189_p3_L17	10	1149	H	une
BLA189_p3_L18	1	54	H	affection
BLA189_p3_L18	2	591	H	in-
BLA189_p3_L18	3	1155	H	ut-
BLA189_p3_L18	4	588	H	il-
BLA189_p3_L18	5	369	H	e
BLA189_p3_L18	6	842	H	puis
BLA189_p3_L18	7	926	H	que
BLA189_p3_L18	8	998	H	rien
BLA189_p3_L18	9	756	H	ne
BLA189_p3_L18	10	695	H	me
BLA189_p3_L19	1	1147	H	vi-
BLA189_p3_L19	2	381	H	en-
BLA189_p3_L19	3	1099	H	t
BLA189_p3_L19	4	278	H	de
BLA189_p3_L19	5	1176	H	votre
BLA189_p3_L19	6	851	H	part
BLA189_p3_L19	7	18	H	a
BLA189_p3_L19	8	344	H	dire
BLA189_p3_L19	9	757	H	ni
BLA189_p3_L19	10	473	H	faire
BLA190_p5_L01	1	737	H	Monsieur
BLA190_p5_L01	2	647	H	Ken-
BLA190_p5_L01	3	1240	H	
BLA190_p5_L01	4	756	H	ne
BLA190_p5_L02	1	690	H	m'
BLA190_p5_L02	2	113	H	ayant
BLA190_p5_L02	3	279	H	dem-
BLA190_p5_L02	4	981	H	en-
BLA190_p5_L02	5	278	H	de
BLA190_p5_L02	6	1020	H	si
BLA190_p5_L02	7	530	H	je
BLA190_p5_L03	1	399	H	ecrire
BLA190_p5_L03	2	323	H	par
BLA190_p5_L03	3	1024	H	son
BLA190_p5_L03	4	322	H	dernier
BLA190_p5_L03	5	259	H	courr-
BLA190_p5_L03	6	381	H	ier-
BLA190_p5_L03	7	941	H	r
BLA190_p5_L04	1	659	H	l'
BLA190_p5_L04	2	111	H	autre
BLA190_p5_L04	3	592	H	fo-
BLA190_p5_L04	4	1143	H	u-
BLA190_p5_L04	5	941	H	r
BLA190_p5_L04	6	1250	H	
BLA190_p5_L04	7	580	H	ge
BLA190_p5_L05	1	26	H	ai
BLA190_p5_L05	2	974	H	repondu
BLA190_p5_L05	3	926	H	que
BLA190_p5_L05	4	759	H	non
BLA190_p5_L05	5	846	M	garecque
BLA190_p5_L06	1	756	H	ne
BLA190_p5_L06	2	1038	H	scavoi-
BLA190_p5_L06	3	1013	H	s
BLA190_p5_L06	4	922	H	qu'
BLA190_p5_L06	5	399	H	ecrire
BLA190_p5_L06	6	1243	H	
BLA190_p5_L06	7	588	H	il
BLA190_p5_L06	8	18	H	a
BLA190_p5_L06	9	109	H	aussitot
BLA190_p5_L06	10	943	H	re-
BLA190_p5_L06	11	900	H	pris
BLA190_p5_L06	12	926	H	que
BLA190_p5_L06	13	560	H	je
BLA190_p5_L06	14	474	H	fais-
BLA190_p5_L07	1	791	H	-sois
BLA190_p5_L07	2	137	H	bien
BLA190_p5_L07	3	910	H	puisque
BLA190_p5_L08	1	756	H	ne
BLA190_p5_L08	2	833	H	point
BLA190_p5_L08	3	970	H	rencontre-
BLA190_p5_L08	4	941	H	r
BLA190_p5_L08	5	661	H	le
BLA190_p5_L08	6	1182	H	vray
BLA190_p5_L08	7	435	H	etat
BLA190_p5_L08	8	282	H	des
BLA190_p5_L08	9	53	H	affaire-
BLA190_p5_L08	10	1012	H	s
BLA190_p5_L08	11	757	H	ni
BLA190_p5_L08	12	661	H	le
BLA190_p5_L08	13	331	H	dessein
BLA190_p5_L09	1	1261	M	a
BLA190_p5_L09	2	18	H	quoy
BLA190_p5_L09	3	926	H	je
BLA190_p5_L09	4	580	H	dit
BLA190_p5_L09	5	345	H	
BLA190_p5_L10	1	163	H	ce
BLA190_p5_L10	2	753	H	n'
BLA190_p5_L10	3	386	H	est-
BLA190_p5_L10	4	792	H	oit
BLA190_p5_L10	5	824	H	pas
