line	pos	group	conf	gloss
BLA190_p7_L11	10	385	H	-es
BLA190_p7_L12	1	835	H	pour
BLA190_p7_L12	2	702	H	moi
BLA190_p7_L12	3	358	H	dont
BLA190_p7_L12	4	580	H	je
BLA190_p7_L12	5	1018	H	sec-
BLA190_p7_L12	6	26	H	-ai
BLA190_p7_L12	7	1112	H	tou-
BLA190_p7_L12	8	592	H	-jor-
BLA190_p7_L12	9	1143	H	-u-
BLA190_p7_L12	10	941	M	-s'
BLA190_p7_L12	11	959	H	reconnoi-
BLA190_p7_L13	1	1013	H	s
BLA190_p7_L13	2	1015	M	sans-t
BLA190_p7_L13	3	1099	H	
BLA190_p7_L13	4	1240	H	
BLA190_p7_L13	5	1207	H	Trois
BLA190_p7_L13	6	758	H	no-
BLA190_p7_L13	7	1145	H	-ve-
BLA190_p7_L13	8	690	H	-m-
BLA190_p7_L13	9	123	H	-be-
BLA190_p7_L13	10	369	H	-e
BLA190_p7_L14	1	17	H	Mille
BLA190_p7_L14	2	1211	H	sept
BLA190_p7_L14	3	16	H	cent
BLA190_p7_L14	4	8	H	vingt
BLA190_p7_L14	5	1213	H	neuf
BLA188_p3_L01	1	1212	H	Huit
BLA188_p3_L01	2	278	H	de
BLA188_p3_L01	3	596	M	Hollande [struck]
BLA188_p3_L01	4	591	M	=m
BLA188_p3_L01	5	289	H	du
BLA188_p3_L01	6	831	H	porte
BLA188_p3_L01	7	278	H	de.
BLA188_p3_L01	8	1014	H	fa-
BLA188_p3_L02	1	591	H	in--
BLA188_p3_L02	2	1102	H	te
BLA188_p3_L02	3	691	M	
BLA188_p3_L02	4	945	H	ma-
BLA188_p3_L02	5	869	H	-ri--
BLA188_p3_L02	6	1268	H	e
BLA188_p3_L02	7	697	H	mi
BLA188_p3_L02	8	665	H	lo....
BLA188_p3_L03	1	941	H	r---d
BLA188_p3_L03	2	250	H	
BLA188_p3_L03	3	1255	H	
BLA188_p3_L03	4	575	H	J'
BLA188_p3_L03	5	26	H	ai
BLA188_p3_L03	6	849	H	parle
BLA188_p3_L03	7	101	H	avec
BLA188_p3_L03	8	733	H	monsieur
BLA188_p3_L03	9	822	H	Ma:
BLA188_p3_L04	1	1109	H	ti-
BLA188_p3_L04	2	506	H	-9-
BLA188_p3_L04	3	758	H	-no
BLA188_p3_L04	4	1033	H	sur
BLA188_p3_L04	5	661	H	le
BLA188_p3_L04	6	241	H	contenu
BLA188_p3_L04	7	255	H	dans
BLA188_p3_L04	8	1196	M	votre
BLA188_p3_L04	9	692	H	lettre
BLA188_p3_L05	1	289	H	Du
BLA188_p3_L05	2	1209	H	cinq
BLA188_p3_L05	3	691	H	ma-
BLA188_p3_L05	4	1201	H	-y
BLA188_p3_L05	5	802	H	ou
BLA188_p3_L05	6	1154	H	vous
BLA188_p3_L05	7	695	H	me
BLA188_p3_L05	8	934	H	repondez
BLA188_p3_L05	9	282	H	des
BLA188_p3_L06	1	1033	H	sur
BLA188_p3_L06	2	661	H	le
BLA188_p3_L06	3	691	H	ma-
BLA188_p3_L06	4	945	H	-ri-
BLA188_p3_L06	5	18	H	-a-
BLA188_p3_L06	6	508	H	-ge
BLA188_p3_L06	7	1261	M	
BLA188_p3_L06	8	163	M	ce
BLA188_p3_L06	9	697	M	mi-
BLA188_p3_L07	1	755	H	ni-
BLA188_p3_L07	2	1029	H	-sh--
BLA188_p3_L07	3	948	H	-re
BLA188_p3_L07	4	928	H	qui
BLA188_p3_L07	5	18	H	a
BLA188_p3_L07	6	1119	H	tout
BLA188_p3_L07	7	661	H	le
BLA188_p3_L07	8	263	H	credit
BLA188_p3_L07	9	152	H	cr-
BLA188_p3_L07	10	792	H	-oit
BLA188_p3_L08	1	926	H	que
BLA188_p3_L08	2	1154	H	vous
BLA188_p3_L08	3	835	H	pouv-
BLA188_p3_L08	4	576	M	-i-
BLA188_p3_L08	5	385	H	-es
BLA188_p3_L08	6	1033	H	sur
BLA188_p3_L08	7	704	H	mon
BLA188_p3_L08	8	1109	H	tor
BLA188_p3_L08	9	660	H	la
BLA188_p3_L08	10	342	H	difficulte
BLA188_p3_L09	1	282	H	de
BLA188_p3_L09	2	665	H	co-
BLA188_p3_L09	3	576	M	-1-
BLA188_p3_L09	4	388	M	struck
BLA188_p3_L09	5	1033	H	struck
BLA188_p3_L09	6	704	H	struck
BLA188_p3_L09	7	407	H	struck
BLA188_p3_L09	8	660	H	struck
BLA188_p3_L09	9	342	H	struck
BLA188_p3_L10	1	282	H	struck
BLA188_p3_L10	2	665	H	struck
BLA188_p3_L10	3	576	H	struck
BLA188_p3_L10	4	1200	H	-e
BLA188_p3_L10	5	1020	H	si
BLA188_p3_L10	6	660	H	la
BLA188_p3_L10	7	899	H	Princesse
BLA188_p3_L10	8	837	H	no
BLA188_p3_L10	9	1143	H	v
BLA188_p3_L11	1	1150	M	vo
BLA188_p3_L11	2	795	M	it
BLA188_p3_L11	3	520	H	garde-
BLA188_p3_L11	4	941	H	-v
BLA188_p3_L11	5	1014	H	la
BLA188_p3_L11	6	968	H	religion
BLA188_p3_L11	7	381	H	en
BLA188_p3_L11	8	429	H	epous-
BLA188_p3_L11	9	30	H	-au-
BLA188_p3_L12	1	1099	H	A
BLA188_p3_L12	2	289	H	Don
BLA188_p3_L12	3	164	H	ch-
BLA188_p3_L12	4	34	H	-ar-
BLA188_p3_L12	5	662	H	-les
BLA188_p3_L12	6	1250	H	
BLA188_p3_L12	7	1033	H	sur
BLA188_p3_L12	8	659	H	l'
BLA188_p3_L12	9	432	H	esperance
BLA188_p3_L13	1	278	H	De
BLA188_p3_L13	2	660	H	la
BLA188_p3_L13	3	140	H	bonne
BLA188_p3_L13	4	623	H	intention
BLA188_p3_L13	5	258	H	de
BLA188_p3_L13	6	1014	H	sa
BLA188_p3_L13	7	709	H	majesté
BLA188_p3_L13	8	123	M	3r-
BLA188_p3_L13	9	595	H	-il
BLA188_p3_L13	10	?	L	struck
BLA188_p3_L14	1	1100	H	ta-
BLA188_p3_L14	2	757	H	-mi-
BLA188_p3_L14	3	926	H	que
BLA188_p3_L14	4	18	H	a-
BLA188_p3_L14	5	838	H	-pre-
BLA188_p3_L14	6	1013	H	-s
BLA188_p3_L14	7	668	H	L-
BLA188_p3_L14	8	12	H	-a
BLA188_p3_L14	9	843	H	pain
BLA188_p3_L14	10	588	H	il
BLA188_p3_L15	1	695	H	me
BLA188_p3_L15	2	345	H	doit
BLA188_p3_L15	3	926	H	qui
BLA188_p3_L15	4	191	H	c'est-
BLA188_p3_L15	5	792	H	-oit
BLA188_p3_L15	6	823	H	par
BLA188_p3_L15	7	1045	H	semblable
BLA188_p3_L15	8	432	H	esperance
BLA188_p3_L15	9	926	H	que.
BLA188_p3_L16	1	659	H	l'
BLA188_p3_L16	2	454	H	Espagne
BLA188_p3_L16	3	68	H	avoit
BLA188_p3_L16	4	438	H	été
BLA188_p3_L16	5	96	H	attire.
BLA188_p3_L16	6	369	H	e
BLA188_p3_L16	7	18	H	a
BLA188_p3_L16	8	218	H	conclure
BLA188_p3_L16	9	830	H	plus-
BLA188_p3_L16	10	581	H	-te-
BLA188_p3_L17	1	1193	H	v-
BLA188_p3_L17	2	941	H	-r-
BLA188_p3_L17	3	1013	H	-s
BLA188_p3_L17	4	843	H	pain
BLA188_p3_L17	5	101	H	avec
BLA188_p3_L17	6	850	H	perte
BLA188_p3_L17	7	192	H	certain-
BLA188_p3_L17	8	369	H	-e
BLA188_p3_L17	9	588	H	et
BLA188_p3_L18	1	922	H	qu-
BLA188_p3_L18	2	381	H	-en-
BLA188_p3_L18	3	1081	H	suite
BLA188_p3_L18	4	796	H	on-
BLA188_p3_L18	5	1013	H	s'.
BLA188_p3_L18	6	386	H	est
BLA188_p3_L18	7	538	H	moque
BLA188_p3_L18	8	251	H	D'
BLA188_p3_L18	9	379	H	el
BLA187_p3_L01	1	1154	H	vous
BLA187_p3_L01	2	731	H	mettr-
BLA187_p3_L01	3	581	H	-ie---
BLA187_p3_L01	4	1013	H	-s
BLA187_p3_L01	5	1240	H	
BLA187_p3_L01	6	733	H	Monsieur
BLA187_p3_L01	7	822	H	Ra-
BLA187_p3_L01	8	1109	H	-li-
BLA187_p3_L02	1	506	H	gn-
BLA187_p3_L02	2	758	H	-no.
BLA187_p3_L02	3	561	H	hors
BLA187_p3_L02	4	291	H	d'etat
BLA187_p3_L02	5	935	M	
BLA187_p3_L02	6	258	H	de
BLA187_p3_L02	7	213	M	convert-
BLA187_p3_L02	8	384	H	-er
BLA187_p3_L03	1	106	H	aupres
BLA187_p3_L03	2	258	H	de
BLA187_p3_L03	3	1014	H	la
BLA187_p3_L03	4	509	H	majesté
BLA187_p3_L03	5	184	H	catholique
BLA187_p3_L03	6	1148	H	un
BLA187_p3_L03	7	122	H	bon
BLA187_p3_L03	8	46	H	accommodeme-
BLA187_p3_L04	1	1250	H	hier
BLA187_p3_L04	2	558	H	au
BLA187_p3_L04	3	38	H	so-
BLA187_p3_L04	4	1022	H	-ir
BLA187_p3_L04	5	593	H	
BLA187_p3_L04	6	588	H	il
BLA187_p3_L04	7	695	H	me
BLA187_p3_L04	8	345	H	dit
BLA187_p3_L05	1	929	H	qu'il
BLA187_p3_L05	2	1182	H	traite
BLA187_p3_L05	3	387	H	et
BLA187_p3_L05	4	1135	H	travaille
BLA187_p3_L05	5	1131	H	tout
BLA187_p3_L05	6	258	H	afait
BLA187_p3_L05	7	140	H	de
BLA187_p3_L05	8	1233	M	bonne foy
BLA187_p3_L06	1	101	H	avec
BLA187_p3_L06	2	662	H	les
BLA187_p3_L06	3	80	H	anglois
BLA187_p3_L06	4	692	H	mais
BLA187_p3_L06	5	925	M	quel
BLA187_p3_L06	6	756	H	ne
BLA187_p3_L06	7	1153	H	vous
BLA187_p3_L06	8	250	H	d-
BLA187_p3_L06	9	948	H	-ro-
BLA187_p3_L07	1	495	H	il
BLA187_p3_L07	2	824	H	pas
BLA187_p3_L07	3	381	H	en
BLA187_p3_L07	4	439	H	offre
BLA187_p3_L07	5	660	H	la
BLA187_p3_L07	6	289	H	du-
BLA187_p3_L07	7	825	H	-ne
BLA187_p3_L07	8	387	H	et
BLA187_p3_L08	1	658	H	l-
BLA187_p3_L08	2	18	H	-a
BLA187_p3_L08	3	1149	H	vi-
BLA187_p3_L08	4	154	H	-c-
BLA187_p3_L08	5	1109	H	-ti-
BLA187_p3_L08	6	695	H	-me
BLA187_p3_L08	7	1243	H	
BLA187_p3_L08	8	926	H	que
BLA187_p3_L09	1	1020	H	si
BLA187_p3_L09	2	796	H	on
BLA187_p3_L09	3	1123	H	garde
BLA187_p3_L09	4	18	H	a
BLA187_p3_L09	5	338	H	determine-
BLA187_p3_L09	6	941	H	-r
BLA187_p3_L09	7	659	H	l'
BLA187_p3_L09	8	451	H	Empereur
BLA187_p3_L10	1	835	H	pouv-
BLA187_p3_L10	2	792	H	-oit
BLA187_p3_L10	3	135	H	bien
BLA187_p3_L10	4	1119	H	tout
BLA187_p3_L10	5	339	H	detourne-
BLA187_p3_L10	6	941	H	-r
BLA187_p3_L10	7	385	H	et
BLA187_p3_L10	8	551	H	mettre
BLA187_p3_L11	1	289	H	Du
BLA187_p3_L11	2	197	H	change-
BLA187_p3_L11	3	696	H	-ment.
BLA186_p3_L01	1	733	H	
BLA186_p3_L01	2	278	H	
BLA186_p3_L01	3	822	H	
BLA186_p3_L01	4	1109	H	
BLA186_p3_L01	5	506	H	
BLA186_p3_L01	6	758	H	
BLA186_p3_L01	7	690	H	
BLA186_p3_L01	8	381	H	
BLA186_p3_L01	9	18	H	
BLA186_p3_L01	10	849	H	
BLA186_p3_L01	11	163	H	
BLA186_p3_L01	12	1022	H	
BLA186_p3_L01	13	593	H	
BLA186_p1_L01	1	659	H	
BLA186_p1_L01	2	78	H	
BLA186_p1_L01	3	73	H	
BLA186_p1_L01	4	18	H	
BLA186_p1_L01	5	438	H	
BLA186_p1_L01	6	468	H	
BLA186_p1_L01	7	470	H	
BLA186_p1_L01	8	738	H	
BLA186_p1_L01	9	190	H	
BLA186_p1_L01	10	1102	H	
BLA186_p1_L01	11	53	H	
BLA194_p2_L01	1	1135	H	travaille
BLA194_p2_L01	2	386	H	est
BLA194_p2_L01	3	869	H	perdu
BLA194_p2_L01	4	935	H	quoyque
BLA194_p2_L01	5	595	H	l'
BLA194_p2_L01	6	381	H	en
BLA194_p2_L01	7	491	H	force
BLA194_p2_L02	1	135	H	Remarque
BLA194_p2_L02	2	835	H	pour
BLA194_p2_L02	3	660	H	la
BLA194_p2_L02	4	843	M	paix
BLA194_p2_L02	5	208	H	comme
BLA194_p2_L02	6	735	H	monsieur
BLA194_p2_L02	7	649	H	Ken=
BLA194_p2_L03	1	556	H	=ne
BLA194_p2_L03	2	835	H	pouv-oit
BLA194_p2_L03	3	592	H	temoigné
BLA194_p2_L03	4	1125	H
BLA194_p2_L03	5	1243	H
BLA194_p2_L03	6	1260	H
BLA194_p1_L01	1	534	H	monsieur
BLA194_p1_L01	2	822	H	Taligno
BLA194_p1_L01	3	1109	H
BLA194_p1_L01	4	506	H
BLA194_p1_L01	5	758	H
BLA194_p1_L01	6	101	H	avec
BLA194_p1_L01	7	928	H	qui
BLA194_p1_L02	1	580	H	le
BLA194_p1_L02	2	1032	H
BLA194_p1_L02	3	594	H	su--is
BLA194_p1_L02	4	495	H	favorable-
BLA194_p1_L02	5	696	H	-ment
BLA194_p1_L02	6	695	H	me
BLA194_p1_L03	1	1049	H	semble
BLA194_p1_L03	2	351	H	disposé
BLA194_p1_L03	3	18	H	a
BLA194_p1_L03	4	34?	L	struck
BLA194_p1_L03	5	692	M	struck
BLA194_p1_L03	6	1013	H	s'entendre
BLA194_p1_L03	7	916	H
BLA194_p1_L04	1	101	H	avec
BLA194_p1_L04	2	1194	H	vous
BLA194_p1_L04	3	381	H	en
BLA194_p1_L04	4	290	M	d...
BLA194_p1_L04	5	918	H	ro--
BLA194_p1_L04	6	576	H	struck
BLA194_p1_L04	7	1120	H	fu-
BLA194_p1_L04	8	918	M	-re
BLA194_p1_L05	1	508	H	il
BLA194_p1_L05	2	695	H	ne
BLA194_p1_L05	3	659	H	l'a
BLA194_p1_L05	4	18	H	dit
BLA194_p1_L05	5	395	H	mais
BLA194_p1_L05	6	692	H	il
BLA194_p1_L05	7	588	H	n
BLA194_p1_L05	8	754	H	aime
BLA194_p1_L05	9	65	H
BLA194_p1_L06	1	824	H	pas
BLA194_p1_L06	2	278	H	De
BLA194_p1_L06	3	425	M	faire
BLA194_p1_L06	4	660	H	la
BLA194_p1_L06	5	892	H	premier
BLA194_p1_L06	6	907	H	proposition
BLA194_p1_L06	7	1250	H	struck
BLA194_p1_L07	1	1020	H	si
BLA194_p1_L07	2	396	H	on
BLA194_p1_L07	3	1159	H	veu--t
BLA194_p1_L07	4	1099	H
BLA194_p1_L07	5	60	H	agreable
BLA194_p1_L07	6	475	H	faire
BLA194_p1_L07	7	298	H	De
BLA194_p1_L07	8	1176	H	votre
BLA194_p1_L08	1	258	H	cotes
BLA194_p1_L08	2	389	H	et
BLA194_p1_L08	3	1069	H	soutenir
BLA194_p1_L08	4	387	H	et
BLA194_p1_L08	5	891	H	perfection-
BLA194_p1_L08	6	381	H	-er
BLA194_p1_L08	7	639?	M	l'
BLA194_p1_L08	8	53	H	affaire
BLA194_p1_L09	1	282	H	Des
BLA194_p1_L09	2	521	H	garnison--s
BLA194_p1_L09	3	1018	H
BLA194_p1_L09	4	291	H	D'
BLA194_p1_L09	5	638	H	Italie
BLA194_p1_L09	6	595	H	j'
BLA194_p1_L09	7	433	H	espere
BLA194_p1_L10	1	926	H	que
BLA194_p1_L10	2	655?	M	l'arrondement
BLA194_p1_L10	3	96	H	+
BLA194_p1_L10	4	1013	H	se--ve
BLA194_p1_L10	5	942	H
BLA194_p1_L10	6	109	H	aussitot
BLA194_p1_L10	7	991	H	faite
BLA194_p1_L11	1	389	H	et
BLA194_p1_L11	2	555	H	Heureux.
BLA194_p1_L11	3	1290	H
BLA194_p1_L11	4	704	H	mon
BLA194_p1_L11	5	890	M	pro--jet
BLA194_p1_L11	6	482	H	Du
BLA194_p1_L11	7	289	H	ma----
BLA194_p1_L11	8	691	H
BLA194_p1_L12	1	943	H	vi--a---ge
BLA194_p1_L12	2	18	H	+
BLA194_p1_L12	3	508	H	+
BLA194_p1_L12	4	829	H	peu
BLA194_p1_L12	5	1013	H	s'execute--r
BLA194_p1_L12	6	991	H	+
BLA194_p1_L12	7	921	M	a
BLA194_p1_L12	8	16	H	la
BLA194_p1_L12	9	660	H	suite
BLA194_p1_L12	10	1081	H
BLA194_p1_L13	1	101	H	avec
BLA194_p1_L13	2	98	H	avantage
BLA194_p1_L13	3	295	H	dans
BLA194_p1_L13	4	659	H	l'alliance
BLA194_p1_L13	5	91	H	+
BLA194_p1_L13	6	1240	H
BLA194_p1_L13	7	692	H	mais
BLA194_p1_L13	8	205	H	comme
BLA194_p1_L13	9	1159	H	vous
BLA194_p1_L13	10	756	H	ne
BLA194_p1_L14	1	695	H	me
BLA194_p1_L14	2	161	M	fait
BLA194_p1_L14	3	381	H	as
BLA194_p1_L14	4	100	H	aucun-
BLA194_p1_L14	5	369	H	-e
BLA194_p1_L14	6	?	L	struck
BLA194_p1_L14	7	991	H	repouse
BLA194_p1_L14	8	163	H	certaine
BLA194_p1_L14	9	1118	H
BLA194_p1_L14	10	704	H	mon
BLA191_p5_L01	1	659	H	
BLA191_p5_L01	2	805	H	
BLA191_p5_L01	3	926	H	
BLA191_p5_L01	4	580	H	
BLA191_p5_L01	5	1154	H	
BLA191_p5_L01	6	26	H	
BLA191_p5_L01	7	697	M	
BLA191_p5_L01	8	665	H	
BLA191_p5_L01	9	947	H	
BLA191_p5_L01	10	270	M	
BLA191_p5_L01	11	786	M	
BLA191_p5_L02	1	135	H	
BLA191_p5_L02	2	533	H	
BLA191_p5_L02	3	369	H	
BLA191_p5_L02	4	835	H	
BLA191_p5_L02	5	1176	H	
BLA191_p5_L02	6	672	H	
BLA191_p5_L02	7	289	H	
BLA191_p5_L02	8	6	H	
BLA191_p5_L02	9	575	H	
BLA191_p5_L02	10	1201	H	
BLA191_p5_L02	11	26	H	
BLA191_p5_L03	1	924	H	
BLA191_p5_L03	2	163	H	
BLA191_p5_L03	3	1210	H	
BLA191_p5_L03	4	278	H	
BLA191_p5_L03	5	689	H	
BLA191_p5_L03	6	34	H	
BLA191_p5_L03	7	1013	H	
BLA191_p5_L03	8	18	H	
BLA191_p5_L03	9	660	H	
BLA191_p5_L03	10	892	H	
BLA191_p5_L03	11	369	H	
BLA191_p5_L04	1	21	H	
BLA191_p5_L04	2	945	H	
BLA191_p5_L04	3	1017	M	
BLA191_p5_L04	4	1250	H	
BLA191_p5_L04	5	924	H	
BLA191_p5_L04	6	1154	H	
BLA191_p5_L04	7	695	H	
BLA191_p5_L04	8	460	H	
BLA191_p5_L04	9	945	H	
BLA191_p5_L04	10	1038	H	
BLA191_p5_L05	1	208	H	
BLA191_p5_L05	2	580	H	
BLA191_p5_L05	3	285	H	
BLA191_p5_L05	4	594	H	
BLA191_p5_L05	5	58	H	
BLA191_p5_L05	6	84	H	
BLA191_p5_L05	7	661	H	
BLA191_p5_L05	8	258	H	
BLA191_p5_L05	9	823	H	
BLA191_p5_L05	10	1899	H	
BLA191_p5_L05	11	289	H	
BLA191_p5_L06	1	274	M	
BLA191_p5_L06	2	162	H	
BLA191_p5_L06	3	737	M	
BLA191_p5_L06	4	647	M	
BLA191_p5_L06	5	756	M	
BLA191_p5_L06	6	690	H	
BLA191_p5_L06	7	65	H	
BLA191_p5_L06	8	692	H	
BLA191_p5_L06	9	588	H	
BLA191_p5_L06	10	754	M	
BLA191_p5_L06	11	18	H	
BLA191_p5_L07	1	100	H	
BLA191_p5_L07	2	816	H	
BLA191_p5_L07	3	282	H	
BLA191_p5_L07	4	1019	H	
BLA191_p5_L07	5	711	H	
BLA191_p5_L07	6	1013	H	
BLA191_p5_L07	7	835	H	
BLA191_p5_L07	8	702	H	
BLA191_p5_L07	9	933	M	
BLA191_p5_L07	10	275	M	
BLA191_p5_L07	11	659	H	
BLA191_p5_L08	1	53	H	
BLA191_p5_L08	2	824	H	
BLA191_p5_L08	3	1017	M	
BLA191_p5_L08	4	369	H	
BLA191_p5_L08	5	580	H	
BLA191_p5_L08	6	666	H	
BLA191_p5_L08	7	576	M	
BLA191_p5_L08	8	26	H	
BLA191_p5_L08	9	461	H	
BLA191_p5_L08	10	1118	H	
BLA191_p5_L08	11	122	H	
BLA191_p5_L09	1	1052	H	
BLA191_p5_L09	2	163	H	
BLA191_p5_L09	3	1016	H	
BLA191_p5_L09	4	929	H	
BLA191_p5_L09	5	690	H	
BLA191_p5_L09	6	26	H	
BLA191_p5_L09	7	1099	H	
BLA191_p5_L09	8	599	H	
BLA191_p5_L09	9	345	H	
BLA191_p5_L09	10	163	H	
BLA191_p5_L09	11	926	H	
BLA191_p5_L10	1	580	H	
BLA191_p5_L10	2	831	H	
BLA191_p5_L10	3	1143	H	
BLA191_p5_L10	4	1150	H	
BLA191_p5_L10	5	594	H	
BLA191_p5_L10	6	493	H	
BLA191_p5_L10	7	835	H	
BLA191_p5_L10	8	661	H	
BLA191_p5_L10	9	732	M	
BLA191_p5_L10	10	18	H	
BLA191_p5_L10	11	659	H	
BLA191_p5_L11	1	46	H	
BLA191_p5_L11	2	836	H	
BLA191_p5_L11	3	385	H	
BLA191_p5_L11	4	575	H	
BLA191_p5_L11	5	585	H	
BLA191_p5_L11	6	758	M	
BLA191_p5_L11	7	943	H	
BLA191_p5_L11	8	1152	H	
BLA191_p5_L11	9	623	H	
BLA191_p5_L11	10	1013	H	
BLA191_p5_L11	11	387	M	
BLA191_p5_L12	1	580	H	
BLA191_p5_L12	2	1018	H	
BLA191_p5_L12	3	26	H	
BLA191_p5_L12	4	591	H	
BLA191_p5_L12	5	1185	H	
BLA191_p5_L12	6	275	M	
BLA191_p5_L12	7	659	H	
BLA191_p5_L12	8	585	H	
BLA191_p5_L12	9	758	M	
BLA191_p5_L12	10	942	H	
BLA191_p5_L12	11	754	M	
BLA191_p5_L12	12	163	H	
BLA191_p5_L13	1	694	H	
BLA191_p5_L13	2	282	H	
BLA191_p5_L13	3	702	M	
BLA191_p5_L13	4	357	M	
BLA191_p5_L13	5	932	H	
BLA191_p5_L13	6	816	H	
BLA191_p5_L13	7	835	H	
BLA191_p5_L13	8	691	H	
BLA191_p5_L13	9	222	H	
BLA190_p6_L01	1	387	H	et
BLA190_p6_L01	2	922	H	qui
BLA190_p6_L01	3	38	H	au
BLA190_p6_L01	4	674	H	lieu
BLA190_p6_L01	5	278	H	De
BLA190_p6_L01	6	271	H	D'
BLA190_p6_L01	7	406	H	employ-
BLA190_p6_L01	8	384	H	-er
BLA190_p6_L01	9	28	H	au
BLA190_p6_L01	10	131	M	struck
BLA190_p6_L01	11	909	H	public
