# images/Scorpion-Letter-1.jpg n=179 med_h=32 row_h=36.8
123	14	167	198	481	514	31	33	501	SM
124	14	199	230	515	535	31	20	285	WM
125	14	230	265	511	547	35	36	694	SF
126	14	266	303	511	545	37	34	770	SF
127	14	305	341	510	544	36	34	776	SF
128	14	344	365	510	542	21	32	331	TM
129	14	366	388	478	545	22	67	873	TF
130	14	393	419	525	531	26	6	143	WF
131	14	419	451	513	544	32	31	363	SM
132	15	59	89	527	556	30	29	594	SF
133	15	95	121	523	556	26	33	435	SM
134	15	128	172	516	552	44	36	567	SM
135	15	161	201	554	586	40	32	575	SM
136	15	202	234	553	583	32	30	369	SM
137	15	234	270	551	587	36	36	916	SF
138	15	273	304	550	572	31	22	423	WF
139	15	304	341	547	583	37	36	707	SM
140	15	341	368	548	579	27	31	412	SM
141	15	365	396	544	579	31	35	324	SL
142	15	393	422	547	577	29	30	520	SF
143	15	426	453	547	578	27	31	439	SM
144	16	55	88	560	590	33	30	334	SM
145	16	91	124	557	589	33	32	494	SM
146	16	130	162	555	589	32	34	597	SM
147	16	164	191	590	624	27	34	483	SM
148	16	308	345	589	623	37	34	592	SM
149	16	346	375	585	617	29	32	597	SF
150	16	379	406	582	616	27	34	378	SM
151	16	408	439	581	615	31	34	786	SF
152	16	441	468	580	612	27	32	506	SF
153	17	60	70	604	616	10	12	97	SF
154	17	67	86	594	625	19	31	259	TM
155	17	100	119	595	628	19	33	394	TF
156	17	131	155	591	628	24	37	545	TF
157	17	201	230	593	622	29	29	646	SF
158	17	233	269	594	621	36	27	524	SM
159	18	56	470	589	734	414	145	13580	WL
160	18	375	413	663	695	38	32	620	SM
161	18	415	471	661	693	56	32	1170	WF
162	19	58	90	670	704	32	34	754	SF
163	19	89	115	670	706	26	36	610	TF
164	19	119	148	673	703	29	30	370	SM
165	19	157	187	670	701	30	31	656	SF
166	19	195	220	670	700	25	30	417	SF
167	19	225	270	667	701	45	34	1006	SF
168	19	302	344	662	733	42	71	1603	TM
169	19	343	376	663	731	33	68	1167	TM
170	19	376	413	701	732	37	31	322	SL
171	19	408	433	694	731	25	37	542	TF
172	19	437	470	697	728	33	31	707	SF
173	20	62	89	711	741	27	30	454	SF
174	20	92	117	711	740	25	29	316	SM
175	20	120	147	707	739	27	32	428	SM
176	20	151	183	706	738	32	32	759	SF
177	20	189	229	704	737	40	33	932	SF
178	20	232	256	702	735	24	33	371	TM
