line	pos	sign	value	grade
821.08	100	27	l	S
821.08	101	47	d	S
821.08	102	31	r	S
821.08	103	26	e	S
821.08	104	23	f	S
821.08	105	65''	o	S
821.08	106	32	r	S
821.08	107	17	s	S
821.08	108	82	t	S
821.08	109	25	e	S
821.08	110	w:Såsom	Såsom	clear
821.08	111	w:ock	ock	clear
821.08	112	w:att	att	clear
821.09	113	1838	?	U
821.09	114	w:hafve	hafve	clear
821.09	115	68	h	S
821.09	116	57	u	S
821.09	117	72	a	S
821.09	118	32	r	S
821.09	119	47	d	S
821.09	120	26	e	S
821.09	121	32	r	S
821.09	122	72	a	S
821.09	123	26	e	S
821.09	124	81	t	S
821.09	125	2923	?	U
821.09	126	w:complett	complett	clear
821.09	127	w:I	I	clear
821.10	128	w:vele	vele	clear
821.10	129	w:och	och	clear
821.10	130	w:desslikest	desslikest	clear
821.10	131	72	a	S
821.10	132	80	n	S
821.10	133	66	h	S
821.10	134	65	o	S
821.10	135	27	l	S
821.10	136	29	l	M
821.10	137	72	a	S
821.10	138	68	h	S
821.10	139	63	o	M
821.10	140	64	o	S
821.10	141	17	s	S
821.10	142	753	?	U
821.11	143	65	o	S
821.11	144	20	m	S
821.11	145	27	l	S
821.11	146	65''	o	S
821.11	147	54	p	S
821.11	148	55	a	M
821.11	149	28	l	S
821.11	150	72	a	S
821.11	151	81	t	S
821.11	152	13	h	M
821.11	153	W	?	U
821.11	154	W	?	U
821.11	155	3594	?	U
821.11	156	2929	?	U
821.11	157	w:Och	Och	clear
821.12	158	w:der	der	clear
821.12	159	w:I	I	clear
821.12	160	w:kunde	kunde	clear
821.12	161	20	m	S
821.12	162	51	i	S
821.12	163	17	s	S
821.12	164	82	t	S
821.12	165	73	a	S
821.12	166	71	b	S
821.12	167	65	o	S
821.12	168	26	e	S
821.12	169	81	t	S
821.12	170	51	i	S
821.12	171	62	u	S
821.12	172	20	m	S
821.12	173	w:eller	eller	clear
821.13	174	w:någen	någen	clear
821.13	175	72	a	S
821.13	176	80	n	S
821.13	177	80	n	S
821.13	178	26	e	S
821.13	179	78	n	S
821.13	180	75	g	S
821.13	181	65	o	S
821.13	182	47	d	S
821.13	183	65	o	S
821.13	184	22	f	S
821.13	185	23	f	S
821.13	186	51	i	S
821.13	187	48	c	S
821.13	188	26	e	S
821.13	189	32	r	S
821.13	190	25	e	S
821.13	191	31	r	S
821.13	192	24	e	S
821.14	193	17	s	S
821.14	194	65	o	S
821.14	195	20	m	S
821.14	196	47	d	S
821.14	197	31	r	S
821.14	198	65	o	S
821.14	199	75	g	S
821.14	200	26	e	S
821.14	201	47	d	S
821.14	202	5152	?	U
821.14	203	81	t	S
821.14	204	78	n	S
821.14	205	24	e	S
821.14	206	47	d	S
821.14	207	26	e	S
821.14	208	31	r	S
821.14	209	w:såge	såge	clear
821.14	210	w:vij	vij	clear
821.15	211	w:dett	dett	clear
821.15	212	w:ganska	ganska	clear
821.15	213	w:gerna	gerna	clear
821.15	214	w:hvilken	hvilken	clear
821.15	215	w:kunde	kunde	clear
821.15	216	w:der	der	clear
821.15	217	w:sammestädes	sammestädes	clear
821.15	218	w:drifva	drifva	clear
821.15	219	w:opå	opå	clear
821.16	220	3782	?	U
821.16	221	w:och	och	clear
821.16	222	w:sambla	sambla	clear
821.16	223	78	n	S
821.16	224	64	o	S
821.16	225	75	g	S
821.16	226	32	r	S
821.16	227	24	e	S
821.16	228	3412	?	U
821.16	229	w:både	både	clear
821.16	230	w:till	till	clear
821.16	231	w:att	att	clear
821.16	232	23	f	S
821.16	233	65''	o	S
821.16	234	27	l	S
822.01	235	51	i	S
822.01	236	73	a	S
822.01	237	1814	?	U
822.01	238	54	p	S
822.01	239	72°	a	S
822.01	240	23	f	S
822.01	241	65	o	S
822.01	242	81	t	S
822.01	243	26	e	S
822.01	244	80	n	S
822.01	245	w:så	så	clear
822.01	246	w:vel	vel	clear
822.01	247	w:som	som	clear
822.01	248	w:till	till	clear
822.01	249	w:att	att	clear
822.01	250	32	r	S
822.01	251	26	e	S
822.01	252	17	s	S
822.02	253	51	i	S
822.02	254	16	s	S
822.02	255	82	t	S
822.02	256	24	e	S
822.02	257	31	r	S
822.02	258	73	a	S
822.02	259	w:hvadh	hvadh	clear
822.02	260	w:som	som	clear
822.02	261	w:uhr	uhr	clear
822.02	262	3105	?	U
822.02	263	54	p	S
822.02	264	72°	a	S
822.02	265	44	k	S
822.02	266	65	o	S
822.02	267	20	m	S
822.02	268	19	m	S
822.03	269	73	a	S
822.03	270	44	k	S
822.03	271	72	a	S
822.03	272	80	n	S
822.03	273	w:der	der	clear
822.03	274	w:om	om	clear
822.03	275	w:I	I	clear
822.03	276	w:flijt	flijt	clear
822.03	277	w:göra	göra	clear
822.03	278	w:vele	vele	clear
822.03	279	w:Elliest	Elliest	clear
822.03	280	w:begäre	begäre	clear
822.03	281	w:vij	vij	clear
822.03	282	w:ock	ock	clear
822.04	283	w:nådigest	nådigest	clear
822.04	284	w:att	att	clear
822.04	285	w:emedan	emedan	clear
822.04	286	w:vij	vij	clear
822.04	287	w:förmode	förmode	clear
822.04	288	26	e	S
822.04	289	47	d	S
822.04	290	24	e	S
822.04	291	31	r	S
822.04	292	80	n	S
822.04	293	62	u	S
822.04	294	20	m	S
822.04	295	26	e	S
822.05	296	32	r	S
822.05	297	73	a	S
822.05	298	1753	?	U
822.05	299	198	?	U
822.05	300	3412	?	U
822.05	301	81	t	S
822.05	302	51	i	S
822.05	303	27	l	S
822.05	304	17	s	S
822.05	305	72	a	S
822.05	306	20	m	S
822.05	307	73	a	S
822.05	308	78	n	S
822.05	309	w:och	och	clear
822.05	310	w:att	att	clear
822.05	311	mm	?	U
822.06	312	26	e	S
822.06	313	80	n	S
822.06	314	307	?	U
822.06	315	w:göra	göra	clear
822.06	316	w:skole	skole	clear
822.06	317	w:som	som	clear
822.06	318	w:medh	medh	clear
822.06	319	w:Gudz	Gudz	clear
822.06	320	w:hielp	hielp	clear
822.06	321	w:skall	skall	clear
822.06	322	w:kunna	kunna	clear
822.06	323	w:pas-	pas-	clear
822.07	324	w:sera	sera	clear
822.07	325	w:dett	dett	clear
822.07	326	w:I	I	clear
822.07	327	57	u	S
822.07	328	26	e	S
822.07	329	27	l	S
822.07	330	24	e	S
822.07	331	72	a	S
822.07	332	58	v	M
822.07	333	73	a	S
822.07	334	80	n	S
822.07	335	48	c	S
822.07	336	26	e	S
822.07	337	32	r	S
822.07	338	73	a	S
822.07	339	99	a	M
822.07	340	100	t	M
822.07	341	47	d	S
822.08	342	26	e	S
822.08	343	81	t	S
822.08	344	80	n	S
822.08	345	26	e	S
822.08	346	32	r	S
822.08	347	20	m	S
822.08	348	24	e	S
822.08	349	17	s	S
822.08	350	81	t	S
822.08	351	24	e	S
822.08	352	r	?	U
822.08	353	44	k	S
822.08	354	62	u	S
822.08	355	80	n	S
822.08	356	78	n	S
822.08	357	24	e	S
822.08	358	rr	?	U
822.08	359	1538	?	U
822.08	360	1328	?	U
822.09	361	nn	?	U
822.09	362	w:när	när	clear
822.09	363	0	?	U
822.09	364	57	u	S
822.09	365	51	i	S
822.09	366	52	i	S
822.09	367	44	k	S
822.09	368	62	u	S
822.09	369	80	n	S
822.09	370	78	n	S
822.09	371	26	e	S
822.09	372	H	?	U
822.09	373	1103	?	U
822.09	374	47	d	S
822.09	375	72	a	S
822.09	376	75	g	S
822.09	377	66	h	S
822.09	378	3942	?	U
822.10	379	w:Doch	Doch	clear
822.10	380	w:begäre	begäre	clear
822.10	381	w:vij	vij	clear
822.10	382	w:nådigest	nådigest	clear
822.10	383	w:att	att	clear
822.10	384	r	?	U
822.10	385	W	?	U
822.10	386	W	?	U
822.10	387	72	a	S
822.10	388	28	l	S
822.10	389	27	l	S
822.10	390	81	t	S
822.10	391	51	i	S
822.10	392	80	n	S
822.10	393	75	g	S
822.11	394	1538	?	U
822.11	395	27	l	S
822.11	396	65	o	S
822.11	397	80	n	S
822.11	398	75	g	S
822.11	399	17	s	S
822.11	400	72	a	S
822.11	401	20	m	S
822.11	402	54	p	S
822.11	403	81	t	S
822.11	404	rr	?	U
822.11	405	3186	?	U
822.11	406	w:och	och	clear
822.11	407	w:bruka	bruka	clear
822.11	408	w:dett	dett	clear
822.11	409	20	m	S
822.12	410	26	e	S
822.12	411	47	d	S
822.12	412	26	e	S
822.12	413	28	l	S
822.12	414	17	s	S
822.12	415	65	o	S
822.12	416	20	m	S
822.12	417	57	u	S
822.12	418	51	i	S
822.12	419	52	i	S
822.12	420	w:giorde	giorde	clear
822.12	421	57	u	S
822.12	422	51	i	S
822.12	423	47	d	S
822.12	424	20	m	S
822.12	425	51	i	S
822.12	426	81	t	S
822.12	427	65	o	S
822.13	428	57	u	S
822.13	429	w:Nembligen	Nembligen	clear
822.13	430	w:att	att	clear
822.13	431	r	?	U
822.13	432	ee	?	U
822.13	433	1538	?	U
822.13	434	62	u	S
822.13	435	66	h	S
822.13	436	32	r	S
822.13	437	47	d	S
822.13	438	26	e	S
822.13	439	81	t	S
822.13	440	26	e	S
822.13	441	80	n	S
822.13	442	72	a	S
822.13	443	32	r	S
822.14	444	26	e	S
822.14	445	81	t	S
822.14	446	31	r	S
822.14	447	73	a	S
822.14	448	80	n	S
822.14	449	48	c	S
822.14	450	66	h	S
822.14	451	26	e	S
822.14	452	32	r	S
822.14	453	24	e	S
822.14	454	47	d	S
822.14	455	25	e	S
822.14	456	2162	?	U
822.14	457	w:för	för	clear
822.14	458	w:än	än	clear
822.14	459	r	?	U
822.14	460	57	u	S
822.14	461	26	e	S
822.14	462	82	t	S
822.15	463	72	a	S
822.15	464	66	h	S
822.15	465	57	u	S
822.15	466	73	a	S
822.15	467	32	r	S
822.15	468	r	?	U
822.15	469	44	k	S
822.15	470	62	u	S
822.15	471	80	n	S
822.15	472	80	n	S
822.15	473	26	e	S
822.15	474	72	a	S
822.15	475	80	n	S
822.15	476	81	t	S
822.15	477	32	r	S
822.15	478	26	e	S
822.15	479	23	f	S
822.15	480	22	f	S
822.15	481	73	a	S
822.15	482	26	e	S
822.16	483	78	n	S
822.16	484	65	o	S
822.16	485	32	r	S
822.16	486	83	e	S
822.16	487	w:der	der	clear
822.16	488	r	?	U
822.16	489	72°	a	S
822.16	490	81	t	S
822.16	491	26	e	S
822.16	492	32	r	S
822.16	493	t	?	U
822.16	494	26	e	S
822.16	495	80	n	S
822.16	496	66	h	S
822.16	497	72	a	S
822.16	498	17	s	S
822.16	499	82	t	S
822.16	500	w:när	när	clear
822.16	501	r	?	U
822.16	502	47	d	S
822.17	503	26	e	S
822.17	504	32	r	S
822.17	505	72	a	S
822.17	506	80	n	S
822.17	507	27	l	S
822.17	508	26	e	S
822.17	509	80	n	S
822.17	510	47	d	S
822.17	511	26	e	S
822.17	512	26	e	S
822.17	513	47	d	S
822.17	514	26	e	S
822.17	515	32	r	S
822.17	516	31	r	S
822.17	517	24	e	S
822.17	518	81	t	S
822.17	519	32	r	S
822.17	520	73	a	S
822.17	521	80	n	S
822.18	522	50	c	S
822.18	523	66	h	S
822.18	524	26	e	S
822.18	525	31	r	S
822.18	526	73	a	S
822.18	527	44	k	S
822.18	528	62	u	S
822.18	529	80	n	S
822.18	530	78	n	S
822.18	531	25	e	S
822.18	532	w:helst	helst	clear
822.18	533	w:medan	medan	clear
822.18	534	w:den	den	clear
822.18	535	w:landzorten	landzorten	clear
822.18	536	n	?	U
822.19	537	r	?	U
822.19	538	gg	?	U
822.19	539	ll	?	U
822.19	540	72	a	S
822.19	541	28	l	S
822.19	542	27	l	S
822.19	543	26	e	S
822.19	544	17	s	S
822.19	545	18	t	S
822.19	546	26	e	S
822.19	547	47	d	S
822.19	548	26	e	S
822.19	549	17	s	S
822.19	550	w:är	är	clear
822.19	551	w:medh	medh	clear
822.19	552	66	h	S
822.19	553	33	o	M
822.19	554	75	g	S
822.19	555	28	l	S
822.20	556	72	a	S
822.20	557	31	r	S
822.20	558	71	b	S
822.20	559	26	e	S
822.20	560	57	u	S
822.20	561	62	u	S
822.20	562	38	x	M
822.20	563	26	e	S
822.20	564	80	n	S
822.20	565	w:så	så	clear
822.20	566	w:att	att	clear
822.20	567	r	?	U
822.20	568	ee	?	U
822.20	569	w:behöfve	behöfve	clear
822.20	570	w:till	till	clear
822.20	571	w:att	att	clear
822.20	572	32	r	S
822.20	573	26	e	S
822.21	574	18	t	S
822.21	575	31	r	S
822.21	576	72	a	S
822.21	577	80	n	S
822.21	578	49	c	M
822.21	579	66	h	S
822.21	580	26	e	S
822.21	581	32	r	S
822.21	582	72	a	S
822.21	583	26	e	S
822.21	584	4	d	M
822.21	585	25	e	S
822.21	586	32	r	S
822.21	587	w:allestädes	allestädes	clear
822.21	588	32	r	S
822.21	589	62	u	S
822.21	590	80	n	S
822.21	591	47	d	S
822.22	592	18	t	S
822.22	593	65	o	S
822.22	594	20	m	S
822.22	595	44	k	S
822.22	596	32	r	S
822.22	597	51	i	S
822.22	598	80	n	S
822.22	599	75	g	S
822.22	600	w:uthan	uthan	clear
822.22	601	w:bruka	bruka	clear
822.22	602	17	s	S
822.22	603	72	a	S
822.22	604	20	m	S
822.22	605	19	m	S
822.22	606	73	a	S
822.22	607	66	h	S
822.22	608	35	o	M
822.23	609	75	g	S
822.23	610	28	l	S
822.23	611	73	a	S
822.23	612	31	r	S
822.23	613	26	e	S
822.23	614	47	d	S
822.23	615	26	e	S
822.23	616	31	r	S
822.23	617	81	t	S
822.23	618	51	i	S
822.23	619	28	l	S
822.23	620	27	l	S
822.23	621	22	f	S
822.23	622	65	o	S
822.23	623	32	r	S
822.23	624	47	d	S
822.23	625	26	e	S
822.23	626	24	e	S
822.23	627	28	l	S
822.23	628	rr	?	U
822.24	629	32	r	S
822.24	630	81	t	S
822.24	631	32	r	S
822.24	632	72	a	S
822.24	633	80	n	S
822.24	634	50	c	S
822.24	635	66	h	S
822.24	636	24	e	S
822.24	637	19	m	S
822.24	638	25	e	S
822.24	639	78	n	S
822.24	640	83	e	S
822.24	641	w:Corresponderer	Corresponderer	clear
822.24	642	65	o	S
822.24	643	50	c	S
822.25	644	66	h	S
822.25	645	23	f	S
822.25	646	28	l	S
822.25	647	51	i	S
822.25	648	81	t	S
822.25	649	52	i	S
822.25	650	75	g	S
822.25	651	83	e	S
822.25	652	20	m	S
822.25	653	26	e	S
822.25	654	47	d	S
822.25	655	66	h	S
822.25	656	26	e	S
822.25	657	32	r	S
822.25	658	53	i	M
822.25	659	72	a	S
822.25	660	68	h	S
822.25	661	73	a	S
822.25	662	78	n	S
822.26	663	70	b	M
822.26	664	72	a	S
822.26	665	78	n	S
822.26	666	26	e	S
822.26	667	32	r	S
822.26	668	w:och	och	clear
822.26	669	w:befliter	befliter	clear
822.26	670	w:eder	eder	clear
822.26	671	w:till	till	clear
822.26	672	w:att	att	clear
822.26	673	44	k	S
822.26	674	62	u	S
822.26	675	80	n	S
822.26	676	47	d	S
822.26	677	75	g	S
822.26	678	65	o	S
822.26	679	32	r	S
822.27	680	72	a	S
822.27	681	65	o	S
822.27	682	17	s	S
822.27	683	16	s	S
822.27	684	w:hvadh	hvadh	clear
822.27	685	26	e	S
822.27	686	47	d	S
822.27	687	26	e	S
822.27	688	32	r	S
822.27	689	28	l	S
822.27	690	51	i	S
822.27	691	47	d	S
822.27	692	25	e	S
822.27	693	32	r	S
822.27	694	72	a	S
822.27	695	82	t	S
822.27	696	81	t	S
822.27	697	57	u	S
822.28	698	51	i	S
822.28	699	57	u	S
822.28	700	w:kunne	kunne	clear
822.28	701	995	?	U
822.28	702	17	s	S
822.28	703	72	a	S
822.28	704	44	k	S
822.28	705	26	e	S
822.28	706	31	r	S
822.28	707	80	n	S
822.28	708	78	n	S
822.28	709	24	e	S
822.28	710	47	d	S
822.28	711	26	e	S
822.28	712	32	r	S
822.28	713	26	e	S
822.28	714	22	f	S
822.28	715	81	t	S
822.29	716	24	e	S
822.29	717	31	r	S
822.29	718	w:Vij	Vij	clear
822.29	719	w:låte	låte	clear
822.29	720	w:eder	eder	clear
822.29	721	w:ock	ock	clear
822.29	722	w:nådigest	nådigest	clear
822.29	723	w:förnimma	förnimma	clear
822.29	724	w:dett	dett	clear
822.29	725	17	s	S
822.29	726	54	p	S
822.29	727	72	a	S
822.29	728	32	r	S
822.30	729	30	e	M
822.30	730	u	?	U
822.30	731	gg	?	U
822.30	732	17	s	S
822.30	733	81	t	S
822.30	734	65''	o	S
822.30	735	81	t	S
822.30	736	82	t	S
822.30	737	d	?	U
822.30	738	9	i	M
822.30	739	1328	?	U
822.30	740	aa	?	U
822.30	741	3965	?	U
822.30	742	3328	?	U
822.30	743	3927	?	U
822.30	744	rr	?	U
822.30	745	1103	?	U
822.31	746	rr	?	U
822.31	747	1041	?	U
822.31	748	863	?	U
822.31	749	29	l	M
822.31	750	93	w	M
822.31	751	w:Men	Men	clear
822.31	752	w:så	så	clear
822.31	753	w:är	är	clear
822.31	754	w:dett	dett	clear
822.31	755	w:altt	altt	clear
822.31	756	w:mäst	mäst	clear
822.31	757	w:sådant	sådant	clear
822.31	758	3673	?	U
822.31	759	nn	?	U
822.32	760	66	h	S
822.32	761	65''	o	S
822.32	762	32	r	S
822.32	763	26	e	S
822.32	764	81	t	S
822.32	765	51	i	S
822.32	766	28	l	S
822.32	767	47	d	S
822.32	768	26	e	S
822.32	769	2929	?	U
822.32	770	nn	?	U
822.32	771	ll	?	U
822.32	772	47	d	S
822.32	773	26	e	S
822.32	774	32	r	S
822.32	775	81	t	S
822.32	776	51	i	S
822.32	777	28	l	S
822.32	778	22	f	S
822.33	779	65''	o	S
822.33	780	32	r	S
822.33	781	80	n	S
822.33	782	26	e	S
822.33	783	w:Undantagandes	Undantagandes	clear
822.33	784	81	t	S
822.33	785	51	i	S
822.33	786	32	r	S
822.33	787	17	s	S
822.33	788	44	k	S
822.33	789	73	a	S
822.33	790	17	s	S
822.33	791	w:hvilken	hvilken	clear
822.33	792	w:ock	ock	clear
822.34	793	w:hafver	hafver	clear
822.34	794	72	a	S
822.34	795	28	l	S
822.34	796	27	l	S
822.34	797	26	e	S
822.34	798	80	n	S
822.34	799	25	e	S
822.34	800	17	s	S
822.34	801	82	t	S
822.34	802	1102½	?	U
822.34	803	786	?	U
822.34	804	d	?	U
822.34	805	9	i	M
822.34	806	3165	?	U
822.34	807	17	s	S
822.34	808	18	t	S
822.34	809	72	a	S
822.35	810	32	r	S
822.35	811	44	k	S
822.35	812	w:och	och	clear
822.35	813	w:doch	doch	clear
822.35	814	17	s	S
822.35	815	28	l	S
822.35	816	26	e	S
822.35	817	81	t	S
822.35	818	82	t	S
822.35	819	26	e	S
822.35	820	71	b	S
822.35	821	62	u	S
822.35	822	17	s	S
822.35	823	16	s	S
822.35	824	72	a	S
822.35	825	32	r	S
822.35	826	w:Ty	Ty	clear
822.35	827	w:vij	vij	clear
822.36	828	w:hafve	hafve	clear
822.36	829	w:tillförne	tillförne	clear
822.36	830	w:icke	icke	clear
822.36	831	w:rettere	rettere	clear
822.36	832	w:vist	vist	clear
822.36	833	w:än	än	clear
822.36	834	72	a	S
822.36	835	81	t	S
822.36	836	82	t	S
822.36	837	47	d	S
822.36	838	26	e	S
822.36	839	2923	?	U
822.36	840	nn	?	U
822.36	841	47	d	S
822.37	842	26	e	S
822.37	843	32	r	S
822.37	844	57	u	S
822.37	845	65	o	S
822.37	846	32	r	S
822.37	847	26	e	S
822.37	848	81	t	S
822.37	849	51	i	S
822.37	850	28	l	S
822.37	851	22	f	S
822.37	852	65''	o	S
822.37	853	32	r	S
822.37	854	26	e	S
822.37	855	w:skulle	skulle	clear
822.37	856	72	a	S
822.37	857	28	l	S
822.37	858	27	l	S
822.37	859	72	a	S
822.38	860	57	u	S
822.38	861	72	a	S
822.38	862	32	r	S
822.38	863	73	a	S
822.38	864	48	c	S
822.38	865	64	o	S
822.38	866	20	m	S
822.38	867	54	p	S
822.38	868	28	l	S
822.38	869	26	e	S
822.38	870	81	t	S
822.38	871	82	t	S
822.38	872	24	e	S
822.38	873	w:Men	Men	clear
822.38	874	w:nu	nu	clear
822.38	875	w:förnimme	förnimme	clear
822.39	876	w:vij	vij	clear
822.39	877	w:att	att	clear
822.39	878	47	d	S
822.39	879	26	e	S
822.39	880	17	s	S
822.39	881	16	s	S
822.39	882	26	e	S
822.39	883	66	h	S
822.39	884	65	o	S
822.39	885	32	r	S
822.39	886	26	e	S
822.39	887	26	e	S
822.39	888	80	n	S
822.39	889	47	d	S
822.39	890	26	e	S
822.39	891	25	e	S
822.39	892	28	l	S
822.39	893	w:under	under	clear
822.40	894	68	h	S
822.40	895	65	o	S
822.40	896	28	l	S
822.40	897	44	k	S
822.40	898	26	e	S
822.40	899	80	n	S
822.40	900	47	d	S
822.40	901	26	e	S
822.40	902	25	e	S
822.40	903	28	l	S
822.40	904	62	u	S
822.40	905	18	t	S
822.40	906	47	d	S
822.40	907	24	e	S
822.40	908	31	r	S
822.40	909	72	a	S
822.40	910	78	n	S
822.40	911	47	d	S
822.40	912	32	r	S
822.40	913	74	a	M
822.41	914	2929	?	U
822.41	915	w:I	I	clear
822.41	916	w:hafve	hafve	clear
822.41	917	w:fördenskull	fördenskull	clear
822.41	918	w:för	för	clear
822.41	919	46	d	M
822.41	920	26	e	S
822.41	921	32	r	S
822.41	922	26	e	S
822.41	923	17	s	S
822.41	924	72	a	S
822.41	925	80	n	S
822.41	926	44	k	S
822.41	927	65	o	S
822.41	928	20	m	S
823.01	929	54	p	S
823.01	930	17	s	S
823.01	931	18	t	S
823.01	932	w:icke	icke	clear
823.01	933	w:till	till	clear
823.01	934	w:att	att	clear
823.01	935	71	b	S
823.01	936	26	e	S
823.01	937	22	f	S
823.01	938	32	r	S
823.01	939	62	u	S
823.01	940	26	e	S
823.01	941	28	l	S
823.01	942	27	l	S
823.01	943	32	r	S
823.01	944	17	s	S
823.01	945	81	t	S
823.01	946	62	u	S
823.01	947	82	t	S
823.02	948	14	t	M
823.02	949	73	a	S
823.02	950	26	e	S
823.02	951	47	d	S
823.02	952	25	e	S
823.02	953	32	r	S
823.02	954	20	m	S
823.02	955	73	a	S
823.02	956	32	r	S
823.02	957	48	c	S
823.02	958	66	h	S
823.02	959	25	e	S
823.02	960	rr	?	U
823.02	961	72	a	S
823.02	962	57	u	S
823.02	963	73	a	S
823.02	964	80	n	S
823.02	965	81	t	S
823.02	966	74	a	M
823.02	967	75	g	S
823.03	968	24	e	S
823.03	969	w:Vij	Vij	clear
823.03	970	w:befale	befale	clear
823.03	971	w:eder	eder	clear
823.03	972	w:här	här	clear
823.03	973	w:medh	medh	clear
823.03	974	w:i	i	clear
823.03	975	w:Gudz	Gudz	clear
823.03	976	w:nådige	nådige	clear
823.03	977	w:beskerm	beskerm	clear
823.03	978	w:nådeli-	nådeli-	clear
823.04	979	w:gen	gen	clear
