line	pos	token	conf
822.30	744	rr	
822.30	745	1103	
822.31	746	rr	
822.31	747	1041	
822.31	748	863	
822.31	749	29	
822.31	750	93	
822.31	751	w:Men	
822.31	752	w:så	
822.31	753	w:är	
822.31	754	w:dett	
822.31	755	w:altt	
822.31	756	w:mäst	
822.31	757	w:sådant	
822.31	758	3673	
822.31	759	nn	
822.32	760	66	
822.32	761	65''	
822.32	762	32	
822.32	763	26	
822.32	764	81	
822.32	765	51	
822.32	766	28	
822.32	767	47	
822.32	768	26	
822.32	769	2929	
822.32	770	nn	
822.32	771	ll	
822.32	772	47	
822.32	773	26	
822.32	774	32	
822.32	775	81	
822.32	776	51	
822.32	777	28	
822.32	778	22	
822.33	779	65''	
822.33	780	32	
822.33	781	80	
822.33	782	26	
822.33	783	w:Undantagandes	
822.33	784	81	
822.33	785	51	
822.33	786	32	
822.33	787	17	
822.33	788	44	
822.33	789	73	
822.33	790	17	
822.33	791	w:hvilken	
822.33	792	w:ock	
822.34	793	w:hafver	
822.34	794	72	
822.34	795	28	
822.34	796	27	
822.34	797	26	
822.34	798	80	
822.34	799	25	
822.34	800	17	
822.34	801	82	
822.34	802	1102½	
822.34	803	786	
822.34	804	d	
822.34	805	9	
822.34	806	3165	
822.34	807	17	
822.34	808	18	
822.34	809	72	
822.35	810	32	
822.35	811	44	
822.35	812	w:och	
822.35	813	w:doch	
822.35	814	17	
822.35	815	28	
822.35	816	26	
822.35	817	81	
822.35	818	82	
822.35	819	26	
822.35	820	71	
822.35	821	62	
822.35	822	17	
822.35	823	16	
822.35	824	72	
822.35	825	32	
822.35	826	w:Ty	
822.35	827	w:vij	
822.36	828	w:hafve	
822.36	829	w:tillförne	
822.36	830	w:icke	
822.36	831	w:rettere	
822.36	832	w:vist	
822.36	833	w:än	
822.36	834	72	
822.36	835	81	
822.36	836	82	
822.36	837	47	
822.36	838	26	
822.36	839	2923	
822.36	840	nn	
822.36	841	47	
822.37	842	26	
822.37	843	32	
822.37	844	57	
822.37	845	65	
822.37	846	32	
822.37	847	26	
822.37	848	81	
822.37	849	51	
822.37	850	28	
822.37	851	22	
822.37	852	65''	
822.37	853	32	
822.37	854	26	
822.37	855	w:skulle	
822.37	856	72	
822.37	857	28	
822.37	858	27	
822.37	859	72	
822.38	860	57	
822.38	861	72	
822.38	862	32	
822.38	863	73	
822.38	864	48	
822.38	865	64	
822.38	866	20	
822.38	867	54	
822.38	868	28	
822.38	869	26	
822.38	870	81	
822.38	871	82	
822.38	872	24	
822.38	873	w:Men	
822.38	874	w:nu	
822.38	875	w:förnimme	
822.39	876	w:vij	
822.39	877	w:att	
822.39	878	47	
822.39	879	26	
822.39	880	17	
822.39	881	16	
822.39	882	26	
822.39	883	66	
822.39	884	65	
822.39	885	32	
822.39	886	26	
822.39	887	26	
822.39	888	80	
822.39	889	47	
822.39	890	26	
822.39	891	25	
822.39	892	28	
822.39	893	w:under	
822.40	894	68	
822.40	895	65	
822.40	896	28	
822.40	897	44	
822.40	898	26	
822.40	899	80	
822.40	900	47	
822.40	901	26	
822.40	902	25	
822.40	903	28	
822.40	904	62	
822.40	905	18	
822.40	906	47	
822.40	907	24	
822.40	908	31	
822.40	909	72	
822.40	910	78	
822.40	911	47	
822.40	912	32	
822.40	913	74	
822.41	914	2929	
822.41	915	w:I	
822.41	916	w:hafve	
822.41	917	w:fördenskull	
822.41	918	w:för	
822.41	919	46	
822.41	920	26	
822.41	921	32	
822.41	922	26	
822.41	923	17	
822.41	924	72	
822.41	925	80	
822.41	926	44	
822.41	927	65	
822.41	928	20	
823.01	929	54	
823.01	930	17	
823.01	931	18	
823.01	932	w:icke	
823.01	933	w:till	
823.01	934	w:att	
823.01	935	71	
823.01	936	26	
823.01	937	22	
823.01	938	32	
823.01	939	62	
823.01	940	26	
823.01	941	28	
823.01	942	27	
823.01	943	32	
823.01	944	17	
823.01	945	81	
823.01	946	62	
823.01	947	82	
823.02	948	14	
823.02	949	73	
823.02	950	26	
823.02	951	47	
823.02	952	25	
823.02	953	32	
823.02	954	20	
823.02	955	73	
823.02	956	32	
823.02	957	48	
823.02	958	66	
823.02	959	25	
823.02	960	rr	
823.02	961	72	
823.02	962	57	
823.02	963	73	
823.02	964	80	
823.02	965	81	
823.02	966	74	
823.02	967	75	
823.03	968	24	
823.03	969	w:Vij	
823.03	970	w:befale	
823.03	971	w:eder	
823.03	972	w:här	
823.03	973	w:medh	
823.03	974	w:i	
823.03	975	w:Gudz	
823.03	976	w:nådige	
823.03	977	w:beskerm	
823.03	978	w:nådeli-	
823.04	979	w:gen	
