line	idx	sign	value	grade
p1_L09	8	24	r	M
p1_L09	9	43	v	I
p1_L09	10	82	e	M
p1_L09	11	23	r	M
p1_L09	12	27	s	M
p1_L09	13	81	e	M
p1_L09	14	2	n	M
p1_L09	15	77	d	M
p1_L09	16	69	b	I
p1_L09	17	104	i	M
p1_L09	18	74	c	M
p1_L09	19	31	t	C
p1_L09	20	26	s	M
p1_L09	21	72	c	M
p1_L09	22	60	z	I
p1_L09	23	59	z	I
p1_L09	24	40	u	M
p1_L09	25	25	r	M
p1_L10	1	13	p	M
p1_L10	2	2	n	M
p1_L10	3	84	e	M
p1_L10	4	82	e	M
p1_L10	5	22	r	M
p1_L10	6	192	?	U
p1_L10	7	28	s	M
p1_L10	8	9	o	M
p1_L10	9	4	n	C
p1_L10	10	12	p	C
p1_L10	11	41	v	I
p1_L10	12	13	p	M
p1_L10	13	77	d	M
p1_L10	14	84	e	C
p1_L10	15	4	n	M
p1_L10	16	34	t	M
p1_L10	17	67	b	I
p1_L10	18	13	p	M
p1_L10	19	68	b	I
p1_L10	20	72	c	M
p1_L10	21	83	e	M
p1_L10	22	31	t	M
p1_L10	23	26	s	M
p1_L10	24	72	c	M
p1_L10	25	4	n	M
p1_L10	26	34	t	M
p1_L10	27	81	e	M
p1_L10	28	88	f	M
p1_L11	1	4	n	M
p1_L11	2	13	p	M
p1_L11	3	2	n	M
p1_L11	4	68	b	I
p1_L11	5	82	e	M
p1_L11	6	22	r	M
p1_L11	7	61	a	M
p1_L11	8	39	u	M
p1_L11	9	67	b	I
p1_L11	10	4	n	M
p1_L11	11	12	p	C
p1_L11	12	60	z	I
p1_L11	13	84	e	M
p1_L11	14	39	u	M
p1_L11	15	26	s	M
p1_L11	16	150	?	U
p1_L11	17	128	?	U
p1_L11	18	136	uingt	M
p1_L11	19	46	x	I
p1_L11	20	52	y	I
p1_L11	21	28	s	M
p1_L11	22	84	e	M
p1_L11	23	112	l	M
p1_L11	24	42	v	I
p1_L11	25	27	s	M
p1_L12	1	54	y	I
p1_L12	2	46	x	I
p1_L12	3	27	s	M
p1_L12	4	9	o	M
p1_L12	5	4	n	M
p1_L12	6	83	e	M
p1_L12	7	16	q	M
p1_L12	8	101	i	M
p1_L12	9	114	l	M
p1_L12	10	43	v	I
p1_L12	11	12	p	M
p1_L12	12	79	d	M
p1_L12	13	40	u	M
p1_L12	14	29	s	M
p1_L12	15	9	o	M
p1_L12	16	28	s	M
p1_L12	17	77	d	M
p1_L12	18	59	z	I
p1_L12	19	11	p	M
p1_L12	20	202	?	U
p1_L12	21	12	p	M
p1_L12	22	201	?	U
p1_L12	23	12	p	M
p1_L13	1	33	t	M
p1_L13	2	62	a	M
p1_L13	3	42	v	I
p1_L13	4	88	f	M
p1_L13	5	279	?	U
p1_L13	13	59	z	I
p1_L13	14	37	u	M
p1_L13	15	25	r	M
p1_L13	16	76	d	M
p1_L13	17	2	n	M
p1_L13	18	31	t	M
p1_L13	19	142	?	U
p1_L13	20	51	y	I
p1_L13	21	52	y	I
p1_L13	22	61	a	M
p1_L13	23	2	n	M
p1_L14	1	33	t	M
p1_L14	2	42	v	I
p1_L14	3	88	f	M
p1_L14	4	62	a	M
p1_L14	5	13	p	M
p1_L14	6	82	e	M
p1_L14	7	40	u	M
p1_L14	8	62	a	M
p1_L14	9	7	o	M
p1_L14	10	41	v	I
p1_L14	11	54	y	I
p1_L14	12	40	u	M
p1_L14	13	27	s	M
p1_L14	14	67	b	I
p1_L14	15	39	u	M
p1_L14	16	29	s	M
p1_L14	17	62	a	M
p1_L14	18	38	u	M
p1_L14	19	26	s	M
p1_L14	20	73	c	M
p1_L14	21	27	s	C
p1_L14	22	31	t	M
p1_L14	23	33	t	M
p1_L14	24	142	?	U
p1_L14	25	121	NULL	M
p1_L14	26	135	?	U
p1_L15	1	62	a	M
p1_L15	2	54	y	I
p1_L15	3	4	n	M
p1_L15	4	27	s	M
p1_L15	5	48	x	I
p1_L15	6	26	s	M
p1_L15	7	57	z	M
p1_L15	8	101	i	M
p1_L15	9	52	y	I
p1_L15	10	12	p	M
p1_L15	11	54	y	I
p1_L15	12	40	u	M
p1_L15	13	27	s	M
p1_L15	14	67	b	I
p1_L15	15	2	n	M
p1_L15	16	78	d	M
p1_L15	17	61	a	M
p1_L15	18	4	n	M
p1_L15	19	6	o	M
p1_L15	20	105	i	M
p1_L15	21	27	s	M
p1_L15	22	31	t	M
p1_L15	23	67	b	I
p1_L15	24	29	s	M
p1_L15	25	12	p	M
p1_L15	26	7	o	M
p1_L16	1	30	s	M
p1_L16	2	102	i	M
p1_L16	3	29	s	M
p1_L16	4	12	p	M
p1_L16	5	12	p	C
p1_L16	6	6	o	M
p1_L16	7	41	v	I
p1_L16	8	47	x	I
p1_L16	9	39	u	M
p1_L16	10	72	c	M
p1_L16	11	81	e	M
p1_L16	12	31	t	M
p1_L16	13	54	y	I
p1_L16	14	39	u	M
p1_L16	15	29	s	M
p1_L16	16	74	c	M
p1_L16	17	116	m	M
p1_L16	18	47	x	I
p1_L16	19	26	s	M
p1_L16	20	148	?	U
p1_L16	21	81	e	M
p1_L16	22	120	m	M
p1_L16	23	56	z	M
p1_L16	24	61	a	M
p1_L16	25	60	z	I
p1_L16	26	12	p	M
p1_L16	27	26	s	M
p1_L16	28	74	c	M
p1_L16	29	26	s	M
p1_L16	30	27	s	M
p1_L16	31	77	d	M
p1_L16	32	62	a	M
p1_L16	33	37	u	M
p1_L16	34	46	x	I
p1_L17	2	16	q	M
p1_L17	3	111	l	M
p1_L17	4	37	u	M
p1_L17	5	49	x	I
p1_L17	6	4	n	M
p1_L17	7	33	t	M
p1_L18	9	81	e	M
p1_L18	10	2	n	C
p1_L18	11	12	p	M
p1_L18	12	26	s	M
p1_L18	13	105	i	M
p1_L18	14	67	b	I
p1_L18	15	150	?	U
p1_L18	17	56	z	M
p1_L18	18	51	y	I
p1_L18	19	62	a	M
p1_L18	20	3	n	M
p1_L18	21	37	u	M
p1_L19	1	49	x	I
p1_L19	2	2	n	M
p1_L19	3	91	g	M
p1_L19	4	4	n	M
p1_L19	5	4	n	M
p1_L19	6	49	x	I
p1_L19	7	101	i	M
p1_L19	8	82	e	M
p1_L19	9	2	n	M
p1_L19	10	12	p	C
p1_L19	11	26	s	M
p1_L19	12	105	i	M
p1_L19	13	67	b	I
p1_L19	14	150	?	U
p1_L20	1	9	o	M
p1_L20	4	61	a	M
p1_L20	5	36	u	M
p1_L20	6	47	x	I
p1_L20	7	59	z	I
p1_L20	8	22	r	M
p1_L20	9	77	d	M
p1_L20	10	26	s	M
p1_L20	11	12	p	M
p1_L20	12	276	?	U
p1_L20	13	59	z	I
p1_L20	14	37	u	M
p1_L20	15	25	r	M
p1_L20	16	12	p	M
p1_L20	17	45	v	I
p1_L20	18	27	s	C
p1_L20	19	61	a	M
p1_L20	20	84	e	M
p1_L20	21	4	n	M
p1_L21	1	81	e	M
p1_L21	2	2	n	M
p1_L21	3	9	o	M
p1_L21	4	118	m	M
p1_L21	5	47	x	I
p1_L21	6	3	n	M
p1_L21	7	12	p	M
p1_L21	8	25	r	M
p1_L21	15	9	o	M
p1_L21	16	39	u	M
p1_L21	17	54	y	I
p1_L21	18	40	u	M
p1_L21	19	27	s	M
p1_L21	20	61	a	M
p1_L21	21	34	t	M
p1_L22	1	81	e	M
p1_L22	2	2	n	M
p1_L22	3	72	c	M
p1_L22	4	117	m	M
p1_L22	5	66	b	M
p1_L22	6	42	v	I
p1_L22	7	130	?	U
p1_L22	8	138	?	U
p1_L22	9	8	o	M
p1_L22	10	4	n	M
p1_L22	11	16	q	M
p1_L22	12	48	x	I
p1_L22	13	112	l	M
p1_L22	14	339	harquebouziers	M
p1_L22	15	81	e	M
p1_L22	16	33	t	M
p1_L22	17	12	p	M
p1_L22	18	38	u	C
p1_L22	19	25	r	M
p1_L22	20	81	e	M
p1_L22	21	2	n	M
p1_L22	22	46	x	I
p1_L22	23	43	v	I
p1_L22	24	134	?	U
p1_L23	5	82	e	M
p1_L23	6	26	s	M
p1_L23	7	76	d	M
p1_L23	8	2	n	M
p1_L23	9	33	t	M
p1_L23	10	35	t	M
p1_L23	11	69	b	I
p1_L23	12	12	p	M
p1_L23	13	57	z	M
p1_L23	14	36	u	M
p1_L23	15	129	?	U
p1_L23	16	137	?	U
p1_L23	17	59	z	I
p1_L23	18	38	u	M
p1_L23	19	25	r	M
p1_L23	20	81	e	M
p1_L23	21	2	n	M
p1_L23	22	83	e	M
p1_L23	23	67	b	I
p1_L23	24	29	s	M
p1_L23	25	3	n	C
p1_L23	26	81	e	C
p1_L23	27	2	n	C
p1_L23	28	61	a	C
p1_L23	29	81	e	C
p1_L23	30	2	n	C
p1_L23	31	33	t	C
p1_L23	32	11	p	C
p1_L23	33	5	n	C
p1_L23	34	28	s	C
p1_L23	35	42	v	I
p1_L23	36	56	z	C
p1_L23	37	102	i	C
p1_L23	38	29	s	C
p1_L23	39	12	p	C
p1_L23	40	211	?	U
p1_L23	41	32	t	C
p1_L23	42	78	d	C
p1_L23	43	104	i	C
p1_L23	44	26	s	C
p1_L23	45	62	a	C
p1_L23	46	12	p	C
p1_L23	47	67	b	I
p1_L23	48	31	t	M
p1_L24	1	4	n	C
p1_L24	2	22	r	C
p1_L24	3	71	c	C
p1_L24	4	100	h	I
p1_L24	5	14	p	C
p1_L24	6	4	n	C
p1_L24	7	34	t	C
p1_L24	8	9	o	C
p1_L24	9	5	n	C
p1_L24	10	47	x	I
p1_L24	11	14	p	C
p1_L24	12	4	n	C
p1_L24	13	52	y	I
p1_L24	14	40	u	M
p1_L24	15	19	q	C
p1_L24	16	22	r	C
p1_L24	17	33	t	C
p1_L24	18	4	n	C
p1_L24	19	4	n	C
p1_L24	20	52	y	I
p1_L24	21	81	e	C
p1_L24	22	26	s	C
p1_L24	23	57	z	C
p1_L24	24	66	b	C
p1_L24	25	4	n	C
p1_L24	26	7	o	C
p1_L24	27	149	?	U
p1_L24	28	6	o	C
p1_L24	29	25	r	C
p1_L24	30	62	a	C
p1_L24	31	13	p	C
p1_L24	32	67	b	I
p1_L24	33	28	s	C
p1_L24	34	32	t	C
p1_L24	35	59	z	I
p1_L24	36	38	u	C
p1_L24	37	22	r	C
p1_L24	38	66	b	C
p1_L24	39	52	y	I
p1_L24	40	26	s	M
p1_L24	41	105	i	C
p1_L24	42	67	b	I
p1_L25	1	48	x	I
p1_L25	2	7	o	C
p1_L25	3	5	n	C
p1_L25	4	29	s	C
p1_L25	5	48	x	I
p1_L25	6	115	l	M
p1_L25	7	86	f	C
p1_L25	8	44	v	I
p1_L25	9	68	b	I
p1_L25	10	5	n	C
p1_L25	11	26	s	C
p1_L26	14	9	o	C
p1_L26	15	39	u	C
p1_L26	16	59	z	I
p1_L26	17	40	u	C
p1_L26	18	25	r	C
p1_L26	19	55	y	I
p1_L27	1	53	y	I
p1_L27	2	23	r	C
p1_L27	3	12	p	C
p1_L27	4	45	v	I
p1_L27	5	26	s	C
p1_L27	6	92	g	C
p1_L27	7	66	b	C
p1_L27	8	4	n	C
p1_L27	9	77	d	C
p1_L27	10	54	y	I
p1_L27	11	119	m	C
p1_L27	12	66	b	C
p1_L27	13	67	b	I
p1_L27	14	9	o	C
p1_L27	15	112	l	C
p1_L27	16	47	x	I
p1_L27	17	6	o	C
p1_L27	18	41	v	I
p1_L27	19	52	y	I
p1_L27	20	68	b	I
p1_L27	21	77	d	M
p1_L28	1	77	d	C
p1_L28	2	51	y	I
p1_L28	3	5	n	C
p1_L28	4	26	s	C
p1_L28	5	7	o	C
p1_L28	6	211	?	U
p1_L28	7	12	p	C
p1_L28	8	12	p	C
p1_L28	9	6	o	C
p1_L28	10	41	v	I
p1_L28	11	47	x	I
p1_L28	12	36	u	C
p1_L28	13	72	c	C
p1_L28	14	104	i	C
p1_L28	15	114	l	C
p1_L28	16	81	e	C
p1_L28	17	26	s	C
p1_L28	18	33	t	C
p1_L28	19	79	d	C
p1_L28	20	40	u	C
p1_L28	21	32	t	M
p1_L29	1	76	d	C
p1_L29	2	101	i	C
p1_L29	3	2	n	C
p1_L29	4	63	a	C
p1_L29	5	115	l	M
p1_L29	6	54	y	I
p1_L29	7	40	u	C
p1_L29	8	27	s	C
p1_L29	9	83	e	C
p1_L29	10	81	e	C
p1_L29	11	2	n	C
p1_L29	12	77	d	C
p1_L29	13	60	z	I
p1_L29	14	12	p	C
p1_L29	15	29	s	C
p1_L29	16	74	c	C
p1_L29	17	112	l	C
p1_L29	18	11	p	M
p1_L29	19	93	g	C
p1_L29	20	60	z	I
p1_L30	5	12	p	C
p1_L30	6	279	?	U
p1_L30	7	104	i	C
p1_L30	8	114	l	C
p1_L30	9	51	y	I
p1_L30	10	81	e	C
p1_L30	11	4	n	C
p1_L30	12	83	e	C
p1_L30	13	82	e	C
p1_L30	14	2	n	C
p1_L30	15	32	t	C
p1_L30	16	12	p	C
p1_L30	17	26	s	C
p1_L30	18	71	c	C
p1_L30	19	70	b	I
p1_L30	20	88	f	M
p1_L30	21	26	s	M
p1_L31	1	42	v	I
p1_L31	2	26	s	C
p1_L31	3	34	t	C
p1_L31	4	38	u	M
p1_L31	5	22	r	C
p1_L31	6	29	s	C
p1_L31	7	81	e	C
p1_L31	8	31	t	M
p1_L31	9	54	y	I
p1_L31	10	72	c	C
p1_L31	11	69	b	I
p1_L31	12	2	n	C
p1_L31	13	33	t	C
p1_L31	14	56	z	C
p1_L31	15	65	a	C
p1_L31	16	6	o	C
p1_L31	17	40	u	C
p1_L31	18	72	c	C
p1_L31	19	12	p	C
p1_L31	20	54	y	I
p1_L31	21	27	s	M
p1_L31	22	27	s	C
p1_L31	23	61	a	M
p1_L31	24	61	a	M
p1_L32	1	84	e	C
p1_L32	2	101	i	C
p1_L32	3	73	c	C
p1_L32	4	51	y	I
p1_L32	5	22	r	C
p1_L32	6	85	e	C
p1_L32	7	116	m	C
p1_L32	8	57	z	C
p1_L32	9	28	s	C
p1_L32	10	71	c	M
p1_L32	11	27	s	C
p1_L32	12	22	r	C
p1_L32	13	42	v	I
p1_L32	14	27	s	C
p1_L32	15	24	r	M
p1_L32	16	115	l	C
p1_L32	17	11	p	C
p1_L32	18	31	t	C
p1_L32	19	59	z	I
p1_L32	20	86	f	C
p1_L32	21	66	b	C
p1_L32	22	4	n	C
p1_L32	23	9	o	C
p1_L32	24	101	i	C
p1_L33	1	30	s	C
p1_L33	2	12	p	C
p1_L33	3	56	z	C
p1_L33	4	26	s	C
p1_L33	5	72	c	C
p1_L33	6	22	r	C
p1_L33	7	56	z	C
p1_L33	8	22	r	C
p1_L33	9	42	v	I
p1_L33	10	13	p	C
p1_L33	11	33	t	C
p1_L33	12	211	?	U
p1_L33	19	4	n	C
p1_L33	20	39	u	C
p1_L33	21	101	i	C
p1_L33	22	11	p	M
p1_L33	23	44	v	I
p1_L33	24	4	n	M
p2_L01	1	93	g	M
p2_L01	2	12	p	M
p2_L01	3	201	?	U
p2_L01	4	54	y	I
p2_L01	5	84	e	C
p2_L01	6	4	n	C
p2_L01	7	61	a	C
p2_L01	8	22	r	C
p2_L01	9	68	b	I
p2_L01	10	82	e	C
p2_L01	11	69	b	I
p2_L01	12	4	n	C
p2_L01	13	84	e	C
p2_L01	14	76	d	C
p2_L01	15	2	n	C
p2_L01	16	32	t	C
p2_L01	17	62	a	C
p2_L01	18	54	y	I
p2_L01	19	40	u	C
p2_L01	20	26	s	C
p2_L01	21	81	e	C
p2_L01	22	2	n	C
p2_L02	1	84	e	C
p2_L02	2	39	u	C
p2_L02	3	77	d	C
p2_L02	4	69	b	I
p2_L02	5	5	n	C
p2_L02	6	26	s	C
p2_L05	3	145	?	U
p2_L05	4	127	?	U
p2_L05	5	54	y	I
p2_L05	6	40	u	C
p2_L05	7	26	s	C
p2_L05	8	62	a	C
p2_L05	9	84	e	C
p2_L05	10	4	n	C
p2_L05	11	28	s	C
p2_L05	12	7	o	C
p2_L05	13	29	s	C
p2_L05	14	34	t	C
p2_L05	15	40	u	C
p2_L05	16	22	r	C
p2_L05	17	26	s	C
p2_L05	18	101	i	C
p2_L05	19	8	o	C
p2_L05	20	33	t	C
p2_L05	21	66	b	C
p2_L05	22	102	i	C
p2_L05	23	72	c	C
p2_L06	1	77	d	C
p2_L06	2	61	a	C
p2_L06	3	82	e	C
p2_L06	4	75	c	C
p2_L06	5	42	v	I
p2_L06	6	82	e	C
p2_L06	7	26	s	C
p2_L06	8	62	a	C
p2_L06	9	12	p	C
p2_L06	10	279	?	U
p2_L06	11	15	p	C
p2_L06	12	62	a	C
p2_L06	13	111	l	C
p2_L06	14	61	a	C
p2_L06	15	84	e	C
p2_L06	16	4	n	C
p2_L06	17	26	s	C
p2_L06	18	15	p	C
p2_L06	19	69	b	I
p2_L06	20	47	x	I
p2_L06	21	26	s	C
p2_L06	22	72	c	C
p2_L07	1	12	p	M
p2_L07	2	79	d	C
p2_L07	3	40	u	C
p2_L07	4	77	d	C
p2_L07	5	61	a	C
p2_L07	6	48	x	I
p2_L07	7	78	d	C
p2_L07	8	81	e	C
p2_L07	9	64	a	M
p2_L07	10	40	u	C
p2_L07	11	111	l	C
p2_L07	12	33	t	M
p2_L07	13	67	b	I
p2_L07	14	47	x	I
p2_L07	15	4	n	C
p2_L07	16	34	t	C
p2_L07	17	81	e	C
p2_L07	18	36	u	C
p2_L07	19	26	s	C
p2_L07	20	73	c	C
p2_L07	21	9	o	C
p2_L07	22	4	n	C
p2_L07	23	30	s	C
p2_L08	1	73	c	M
p2_L08	2	101	i	C
p2_L08	3	83	e	M
p2_L08	4	84	e	C
p2_L08	5	26	s	C
p2_L08	6	33	t	C
p2_L08	7	67	b	I
p2_L08	8	9	o	C
p2_L08	9	4	n	C
p2_L08	10	72	c	C
p2_L08	11	105	i	C
p2_L08	12	115	l	C
p2_L08	13	12	p	M
p2_L08	14	30	s	C
p2_L08	15	33	t	M
p2_L08	16	9	o	C
p2_L08	17	37	u	M
p2_L08	18	5	n	C
p2_L08	19	150	?	U
p2_L08	20	46	x	I
p2_L08	21	101	i	C
p2_L08	22	30	s	C
p2_L09	1	54	y	I
p2_L09	2	40	u	C
p2_L09	3	20	q	M
p2_L09	4	54	y	I
p2_L09	5	38	u	C
p2_L09	6	27	s	C
p2_L09	7	59	z	I
p2_L09	8	33	t	M
p2_L09	9	22	r	C
p2_L09	10	84	e	C
p2_L09	11	102	i	C
p2_L09	12	69	b	I
p2_L09	13	2	n	C
p2_L09	14	30	s	M
p2_L09	15	15	p	C
p2_L09	16	4	n	C
p2_L09	17	65	a	C
p2_L09	18	37	u	C
p2_L09	19	112	l	C
p2_L09	20	33	t	M
p2_L09	21	67	b	I
p2_L10	1	30	s	C
p2_L10	2	28	s	C
p2_L10	3	71	c	C
p2_L10	4	22	r	C
p2_L10	5	51	y	I
p2_L20	6	1574	?	U
