# tools/print_check.py, 26 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
bruit que le duc d'Albe seme icy	ia:bub_gb_0bOisP671wwC	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22bruit%20que%20le%20duc%20d%27Albe%20seme%20icy%22&identifier=bub_gb_0bOisP671wwC
forces du duc d'Albe le capitaine	ia:bub_gb_0bOisP671wwC	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22forces%20du%20duc%20d%27Albe%20le%20capitaine%22&identifier=bub_gb_0bOisP671wwC
frere du roy d'Espagne	ia:bub_gb_0bOisP671wwC	no hits	djvu text not available (HTTP 404); be-api page_num is not a page locator; 	https://be-api.us.archive.org/fts/v1/search?q=%22frere%20du%20roy%20d%27Espagne%22&identifier=bub_gb_0bOisP671wwC
Pfaltzgraf helt sich wol und thut in warheit viel	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
Pfalzgraf helt sich wol	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
Herzog von Sachsen und Landgraf ist willens	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
Sachsen und Landgraf ist willens	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
helt sich wol und thut in warheit viel	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
Bey dem Herzog von Sachsen und ist willens	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
bruit que le duc d'Albe seme icy	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
forces du duc d'Albe le capitaine	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
frere du roy d'Espagne	ia:bub_gb_D8ZW1o6MNMMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_D8ZW1o6MNMMC
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
frere du roy d'Espagne	ia:archivesoucorre06housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre06housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
frere du roy d'Espagne	ia:archivesoucorre03housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
Pfalzgraf helt sich wol	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
Sachsen und Landgraf ist willens	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
helt sich wol und thut in warheit viel	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
bruit que le duc d'Albe seme icy	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
forces du duc d'Albe le capitaine	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
frere du roy d'Espagne	ia:archivesoucorres03unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres03unse
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
Pfalzgraf helt sich wol	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
Sachsen und Landgraf ist willens	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
helt sich wol und thut in warheit viel	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
bruit que le duc d'Albe seme icy	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
forces du duc d'Albe le capitaine	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
frere du roy d'Espagne	ia:archivesoucorres02unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres02unse
Pfaltzgraf helt sich wol und thut in warheit viel	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
Pfalzgraf helt sich wol	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
Herzog von Sachsen und Landgraf ist willens	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
Sachsen und Landgraf ist willens	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
helt sich wol und thut in warheit viel	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
Bey dem Herzog von Sachsen und ist willens	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
bruit que le duc d'Albe seme icy	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
forces du duc d'Albe le capitaine	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
frere du roy d'Espagne	ia:bub_gb_n0O44Q7X8RMC	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_n0O44Q7X8RMC
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
frere du roy d'Espagne	ia:archivesoucorre02housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre02housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
Pfalzgraf helt sich wol	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
Herzog von Sachsen und Landgraf ist willens	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
Sachsen und Landgraf ist willens	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
helt sich wol und thut in warheit viel	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
Bey dem Herzog von Sachsen und ist willens	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
bruit que le duc d'Albe seme icy	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
forces du duc d'Albe le capitaine	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
frere du roy d'Espagne	ia:bub_gb_5GumwYtaHX8C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_5GumwYtaHX8C
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
frere du roy d'Espagne	ia:archivesoucorre00housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre00housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
Pfalzgraf helt sich wol	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
Sachsen und Landgraf ist willens	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
helt sich wol und thut in warheit viel	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
forces du duc d'Albe le capitaine	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
frere du roy d'Espagne	ia:archivesoucorre04unkngoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04unkngoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
frere du roy d'Espagne	ia:archivesoucorre01housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre01housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
Pfalzgraf helt sich wol	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
Sachsen und Landgraf ist willens	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
helt sich wol und thut in warheit viel	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
bruit que le duc d'Albe seme icy	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
forces du duc d'Albe le capitaine	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
frere du roy d'Espagne	ia:archivesoucorre03groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre03groe
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
frere du roy d'Espagne	ia:archivesoucorre04housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre04housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
Pfalzgraf helt sich wol	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
Sachsen und Landgraf ist willens	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
helt sich wol und thut in warheit viel	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
bruit que le duc d'Albe seme icy	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
forces du duc d'Albe le capitaine	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
frere du roy d'Espagne	ia:archivesoucorres04groe	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres04groe
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
Pfalzgraf helt sich wol	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
Sachsen und Landgraf ist willens	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
helt sich wol und thut in warheit viel	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
bruit que le duc d'Albe seme icy	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
forces du duc d'Albe le capitaine	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
frere du roy d'Espagne	ia:archivesoucorres01unse	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorres01unse
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
frere du roy d'Espagne	ia:archivesoucorre07housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre07housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
frere du roy d'Espagne	ia:archivesoucorre08housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre08housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
Pfalzgraf helt sich wol	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
Herzog von Sachsen und Landgraf ist willens	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
Sachsen und Landgraf ist willens	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
helt sich wol und thut in warheit viel	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
Bey dem Herzog von Sachsen und ist willens	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
bruit que le duc d'Albe seme icy	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
forces du duc d'Albe le capitaine	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
frere du roy d'Espagne	ia:archivesoucorre09housgoog	no hits	downloaded djvu text; 	https://archive.org/details/archivesoucorre09housgoog
Pfaltzgraf helt sich wol und thut in warheit viel	ia:bub_gb_lGF3eVwI5y4C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_lGF3eVwI5y4C
Pfalzgraf helt sich wol	ia:bub_gb_lGF3eVwI5y4C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_lGF3eVwI5y4C
Herzog von Sachsen und Landgraf ist willens	ia:bub_gb_lGF3eVwI5y4C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_lGF3eVwI5y4C
Sachsen und Landgraf ist willens	ia:bub_gb_lGF3eVwI5y4C	no hits	downloaded djvu text; 	https://archive.org/details/bub_gb_lGF3eVwI5y4C
