line	idx	sign	value	grade
05799_p1_L06	22	126	e	M
05799_p1_L06	23	97	a	M
05799_p1_L06	24	32	u	M
05799_p1_L07	1	107	d	M
05799_p1_L07	2	37	s	M
05799_p1_L07	3	77	o	M
05799_p1_L07	4	26	i	M
05799_p1_L07	5	118	t	M
05799_p1_L07	6	24	e	C
05799_p1_L07	7	125	a	M
05799_p1_L07	8	105	c	M
05799_p1_L07	9	53	r	M
05799_p1_L07	10	57	i	M
05799_p1_L07	11	29	t	M
05799_p1_L07	12	97	a	M
05799_p1_L07	13	124	u	M
05799_p1_L07	14	125	a	M
05799_p1_L07	15	46	o	M
05799_p1_L07	16	120	n	M
05799_p1_L07	17	67	t	M
05799_p1_L07	18	118	t	M
05799_p1_L07	19	27	r	M
05799_p1_L07	20	77	o	M
05799_p1_L07	21	58	n	M
05799_p1_L07	22	124	u	M
05799_p1_L07	23	42	t	M
05799_p1_L07	24	21	l	M
05799_p1_L07	25	78	r	M
05799_p1_L07	26	67	t	M
05799_p1_L08	1	22	u	M
05799_p1_L08	2	52	i	M
05799_p1_L08	3	24	e	C
05799_p1_L08	4	67	t	M
05799_p1_L08	5	52	i	M
05799_p1_L08	6	77	o	M
05799_p1_L08	7	29	t	M
05799_p1_L08	8	127	n	M
05799_p1_L08	9	120	n	M
05799_p1_L08	10	38	e	M
05799_p1_L08	11	90	a	M
05799_p1_L08	12	80	s	M
05799_p1_L08	13	34	s	M
05799_p1_L08	14	30	i	M
05799_p1_L08	15	99	o	M
05799_p1_L08	16	39	a	M
05799_p1_L08	17	67	t	M
05799_p1_L08	18	98	m	M
05799_p1_L08	19	103	l	M
05799_p1_L08	20	24	e	C
05799_p1_L08	21	107	d	M
05799_p1_L08	22	127	n	M
05799_p1_L08	23	67	t	M
05799_p1_L08	24	99	o	M
05799_p1_L08	25	128	r	M
05799_p1_L09	1	47	p	M
05799_p1_L09	2	77	o	M
05799_p1_L09	3	77	o	M
05799_p1_L09	4	118	t	M
05799_p1_L09	5	58	n	M
05799_p1_L09	6	30	i	M
05799_p1_L09	8	110	c	M
05799_p1_L09	9	55	o	M
05799_p1_L09	10	62	m	M
05799_p1_L09	11	65	m	M
05799_p1_L09	12	119	e	M
05799_p1_L09	13	58	n	M
05799_p1_L09	14	102	NULL	M
05799_p1_L09	15	117	l	M
05799_p1_L09	16	58	n	M
05799_p1_L09	17	27	r	M
05799_p1_L09	18	124	u	M
05799_p1_L09	19	101	n	M
05799_p1_L09	20	100	e	M
05799_p1_L09	21	130	u	M
05799_p1_L09	22	94	e	M
05799_p1_L09	23	117	l	M
05799_p1_L09	24	78	r	M
05799_p1_L09	25	39	a	M
05799_p1_L09	26	98	m	M
05799_p1_L10	1	86	e	M
05799_p1_L10	2	96	l	M
05799_p1_L10	3	62	m	M
05799_p1_L10	4	98	m	M
05799_p1_L10	5	35	t	M
05799_p1_L10	6	64	s	M
05799_p1_L10	7	98	m	M
05799_p1_L10	8	126	e	M
05799_p1_L10	15	126	e	M
05799_p1_L10	16	132	m	M
05799_p1_L10	17	47	p	M
05799_p1_L10	18	120	n	M
05799_p1_L10	19	79	n	M
05799_p1_L10	20	15	y	M
05799_p1_L10	21	135	a	M
05799_p1_L10	22	137	n	M
05799_p1_L11	1	60	NULL	C
05799_p1_L11	2	10	a	M
05799_p1_L11	3	101	n	M
05799_p1_L11	4	117	l	M
05799_p1_L11	5	46	o	M
05799_p1_L11	6	50	p	M
05799_p1_L11	7	54	n	M
05799_p1_L11	8	78	r	M
05799_p1_L11	9	59	NULL	M
05799_p1_L11	10	29	t	M
05799_p1_L11	11	100	e	M
05799_p1_L11	12	64	s	M
05799_p1_L11	13	99	o	M
05799_p1_L11	14	58	n	M
05799_p1_L11	15	29	t	M
05799_p1_L11	16	126	e	M
05799_p1_L11	17	125	a	M
05799_p1_L11	18	137	n	M
05799_p1_L14	16	3	?	U
05799_p1_L15	3	1573	?	U
