code	value	grade	source	note
83	e	C	aligned 4613/4615	matches plaintext 27x of 31
84	e	C	aligned 4613/4615	matches plaintext 18x of 19
85	e	C	aligned 4613/4615	matches plaintext 13x of 15
86	f	C	aligned 4613/4615	matches plaintext 4x of 4
87	f	C	aligned 4613/4615	matches plaintext 2x of 2
88	f	C	aligned 4613/4615	matches plaintext 1x of 3
89	f	I	table rule	not observed in 4613/4615
90	f	C	aligned 4613/4615	matches plaintext 3x of 3
91	g	C	aligned 4613/4615	matches plaintext 6x of 7
92	g	C	aligned 4613/4615	matches plaintext 4x of 6
93	g	C	aligned 4613/4615	matches plaintext 1x of 2
94	g	C	aligned 4613/4615	matches plaintext 2x of 4
95	g	I	table rule	not observed in 4613/4615
96	h	C	aligned 4613/4615	matches plaintext 4x of 6
97	h	I	table rule	not observed in 4613/4615
98	h	I	table rule	not observed in 4613/4615
99	h	I	table rule	not observed in 4613/4615
100	h	I	table rule	not observed in 4613/4615
101	i	C	aligned 4613/4615	matches plaintext 16x of 20
102	i	C	aligned 4613/4615	matches plaintext 14x of 16
103	i	C	aligned 4613/4615	matches plaintext 4x of 5
104	i	C	aligned 4613/4615	matches plaintext 4x of 4
105	i	C	aligned 4613/4615	matches plaintext 3x of 4
106	k	I	table rule	not observed in 4613/4615
107	k	I	table rule	observed only off-block: {'y': 1, 'NULL': 1}
108	k	I	table rule	not observed in 4613/4615
109	k	I	table rule	not observed in 4613/4615
110	k	I	table rule	not observed in 4613/4615
111	l	C	aligned 4613/4615	matches plaintext 5x of 7
112	l	C	aligned 4613/4615	matches plaintext 17x of 19
113	l	C	aligned 4613/4615	matches plaintext 7x of 9
114	l	C	aligned 4613/4615	matches plaintext 4x of 4
115	l	C	aligned 4613/4615	matches plaintext 5x of 5
116	m	C	aligned 4613/4615	matches plaintext 3x of 3
117	m	C	aligned 4613/4615	matches plaintext 5x of 5
118	m	C	aligned 4613/4615	matches plaintext 5x of 5
119	m	C	aligned 4613/4615	matches plaintext 2x of 2
120	m	C	aligned 4613/4615	matches plaintext 2x of 2
ii	p	C	aligned 4613/4615 (r18/words.tsv)	4613 L09 'receu ii ar' = receu par
iii	l	C	aligned 4613/4615 (r18/words.tsv)	4613 L02 que-iii-le, L10 eu iii a charge, L16 iii equel; L21 qu'i iii (z not written)
121	NULL	C	aligned 4613/4615 (r18/words.tsv)	4615 between words, 8x, no plaintext letters (traicte 121 avecq; chemin 121 entre; grande 121 esperance)
122	NULL	C	aligned 4613/4615 (r18/words.tsv)	4615 L12 droict 122 vers; L22 faisable 122
123	l	M	aligned 4613/4615 (r18/words.tsv)	4613 L18 qui-123-z = qu'ilz, L29 cart-i-123-z = Cartil(la); but 4615 L13 after clear 'adviser' 123 132 reads as null
128	?	M	aligned 4613/4615 (r18/words.tsv)	4613 L28 d-e-v-e-t-h-e-128 against 'de Trittheim': last part of the place name, unit not settled
132	NULL	C	aligned 4613/4615 (r18/words.tsv)	4615 with 121 as a pair (121 132) after avons, demourer, Bommel; alone after main
136	uingt	M	aligned 4613/4615 (r18/words.tsv)	4613 L04 accorde 136 [1] demy: 'vingt' in the decipherment; the following 1 (n) is not accounted for
141	NULL	C	aligned 4613/4615 (r18/words.tsv)	4615 L02 337 121 141 mais: no plaintext between Reystres and mais
218	tillemont	M	aligned 4613/4615 (r18/words.tsv)	4613 L11 de la 312 218 pour: decipherment 'Tillemont, l'aultre de Middelbuerch'; the cipher has one sign
270	bommel	C	aligned 4613/4615 (r18/words.tsv)	4615 L13 uers 270 = vers Bommel
272	nyeumegen	C	aligned 4613/4615 (r18/words.tsv)	4615 L12 entre Graue et 272; L21 emporter 272
273	maestricht	C	aligned 4613/4615 (r18/words.tsv)	4613 L24 de la 312 273 = de la ville de Maestricht
312	uillede	C	aligned 4613/4615 (r18/words.tsv)	4613 L11 and L24 de la 312 = de la ville de
326	artillerie	C	aligned 4613/4615 (r18/words.tsv)	4615 L19 pieces de 326 = pieces d'artillerie
337	reystres	C	aligned 4613/4615 (r18/words.tsv)	4615 L02 avec nous 337 = avecq noz Reystres
338	cheuaulxlegiers	C	aligned 4613/4615 (r18/words.tsv)	4613 L21 trois cent 338 = 300 chevaulx legiers
339	harquebouziers	C	aligned 4613/4615 (r18/words.tsv)	4613 L20 quinze cent 339 = 1500 harquebouziers
347	uiures	C	aligned 4613/4615 (r18/words.tsv)	4613 L25 fourraiges et 347 = et vivres
