line	idx	sign	value	grade
p1_L16	26	12	?	U
p1_L16	27	26	i	M
p1_L16	29	26	i	M
p1_L16	30	27	r	M
p1_L16	32	62	m	M
p1_L16	33	37	s	M
p1_L16	34	46	o	M
p1_L17	2	16	?	U
p1_L17	3	111	?	U
p1_L17	4	37	s	M
p1_L17	5	49	NULL	M
p1_L17	6	4	?	U
p1_L17	7	33	?	U
p1_L18	8	101	n	M
p1_L18	9	81	?	U
p1_L18	10	2	?	U
p1_L18	11	12	?	U
p1_L18	12	26	i	M
p1_L18	13	105	c	M
p1_L18	14	67	t	M
p1_L18	15	150	?	U
p1_L18	18	51	?	U
p1_L18	19	62	m	M
p1_L18	21	37	s	M
p1_L19	1	49	NULL	M
p1_L19	2	2	?	U
p1_L19	3	91	?	U
p1_L19	4	4	?	U
p1_L19	5	4	?	U
p1_L19	6	49	NULL	M
p1_L19	7	101	n	M
p1_L19	8	82	?	U
p1_L19	9	2	?	U
p1_L19	10	12	?	U
p1_L19	11	26	i	M
p1_L19	12	105	c	M
p1_L19	13	67	t	M
p1_L19	14	150	?	U
p1_L20	1	9	?	U
p1_L20	4	61	e	M
p1_L20	5	36	?	U
p1_L20	6	47	p	M
p1_L20	9	77	o	M
p1_L20	10	26	i	M
p1_L20	11	12	?	U
p1_L20	12	276	?	U
p1_L20	13	59	NULL	M
p1_L20	14	37	s	M
p1_L20	15	25	c	M
p1_L20	16	12	?	U
p1_L20	17	45	?	U
p1_L20	18	27	r	M
p1_L20	19	61	e	M
p1_L20	20	84	?	U
p1_L20	21	4	?	U
p1_L21	1	81	?	U
p1_L21	2	2	?	U
p1_L21	3	9	?	U
p1_L21	4	118	t	M
p1_L21	5	47	p	M
p1_L21	6	3	?	U
p1_L21	7	12	?	U
p1_L21	8	25	c	M
p1_L21	15	9	?	U
p1_L21	16	39	a	M
p1_L21	17	54	n	M
p1_L21	18	40	?	U
p1_L21	19	27	r	M
p1_L21	20	61	e	M
p1_L21	21	34	s	M
p1_L22	1	81	?	U
p1_L22	2	2	?	U
p1_L22	3	72	?	U
p1_L22	4	117	l	M
p1_L22	5	66	l	M
p1_L22	6	42	t	M
p1_L22	7	130	u	M
p1_L22	8	138	?	U
p1_L22	9	8	?	U
p1_L22	10	4	?	U
p1_L22	11	16	?	U
p1_L22	12	48	e	M
p1_L22	13	112	?	U
p1_L22	14	339	?	U
p1_L22	15	81	?	U
p1_L22	16	33	?	U
p1_L22	17	12	?	U
p1_L22	18	38	e	M
p1_L22	19	25	c	M
p1_L22	20	81	?	U
p1_L22	21	2	?	U
p1_L22	22	46	o	M
p1_L22	23	43	?	U
p1_L22	24	134	?	U
p1_L23	5	82	?	U
p1_L23	6	26	i	M
p1_L23	7	76	?	U
p1_L23	8	2	?	U
p1_L23	9	33	?	U
p1_L23	10	35	t	M
p1_L23	11	69	p	M
p1_L23	12	12	?	U
p1_L23	13	57	i	M
p1_L23	14	36	?	U
p1_L23	15	129	p	M
p1_L23	16	137	n	M
p1_L23	17	59	NULL	M
p1_L23	18	38	e	M
p1_L23	19	25	c	M
p1_L23	20	81	?	U
p1_L23	21	2	?	U
p1_L23	22	83	?	U
p1_L23	23	67	t	M
p1_L23	24	29	t	M
p1_L23	25	3	?	U
p1_L23	26	81	?	U
p1_L23	27	2	?	U
p1_L23	28	61	e	M
p1_L23	29	81	?	U
p1_L23	30	2	?	U
p1_L23	31	33	?	U
p1_L23	32	11	?	U
p1_L23	33	5	?	U
p1_L23	34	28	NULL	M
p1_L23	35	42	t	M
p1_L23	36	56	o	M
p1_L23	37	102	NULL	M
p1_L23	38	29	t	M
p1_L23	39	12	?	U
p1_L23	40	211	?	U
p1_L23	41	32	u	M
p1_L23	42	78	r	M
p1_L23	43	104	?	U
p1_L23	44	26	i	M
p1_L23	45	62	m	M
p1_L23	46	12	?	U
p1_L23	47	67	t	M
p1_L23	48	31	?	U
p1_L24	1	4	?	U
p1_L24	2	22	u	M
p1_L24	3	71	?	U
p1_L24	4	100	e	M
p1_L24	5	14	?	U
p1_L24	6	4	?	U
p1_L24	7	34	s	M
p1_L24	8	9	?	U
p1_L24	9	5	?	U
p1_L24	10	47	p	M
p1_L24	11	14	?	U
p1_L24	12	4	?	U
p1_L24	13	52	i	M
p1_L24	14	40	?	U
p1_L24	15	19	?	U
p1_L24	16	22	u	M
p1_L24	17	33	?	U
p1_L24	18	4	?	U
p1_L24	19	4	?	U
p1_L24	20	52	i	M
p1_L24	21	81	?	U
p1_L24	22	26	i	M
p1_L24	23	57	i	M
p1_L24	24	66	l	M
p1_L24	25	4	?	U
p1_L24	26	7	?	U
p1_L24	27	149	?	U
p1_L24	28	6	?	U
p1_L24	29	25	c	M
p1_L24	30	62	m	M
p1_L24	31	13	?	U
p1_L24	32	67	t	M
p1_L24	33	28	NULL	M
p1_L24	34	32	u	M
p1_L24	35	59	NULL	C
p1_L24	36	38	e	M
p1_L24	37	22	u	M
p1_L24	38	66	l	M
p1_L24	39	52	i	M
p1_L24	40	26	i	M
p1_L24	41	105	c	M
p1_L24	42	67	t	M
p1_L25	1	48	e	M
p1_L25	2	7	?	U
p1_L25	3	5	?	U
p1_L25	4	29	t	M
p1_L25	5	48	e	M
p1_L25	6	115	?	U
p1_L25	7	86	e	M
p1_L25	8	44	?	U
p1_L25	9	68	?	U
p1_L25	10	5	?	U
p1_L25	11	26	i	M
p1_L26	14	9	?	U
p1_L26	15	39	a	M
p1_L26	16	59	NULL	C
p1_L26	17	40	?	U
p1_L26	18	25	c	M
p1_L26	19	55	o	M
p1_L27	1	53	r	M
p1_L27	2	23	NULL	M
p1_L27	3	12	?	U
p1_L27	4	45	?	U
p1_L27	5	26	i	M
p1_L27	6	92	?	U
p1_L27	7	66	l	M
p1_L27	8	4	?	U
p1_L27	9	77	o	M
p1_L27	10	54	n	M
p1_L27	11	119	e	M
p1_L27	12	66	l	M
p1_L27	13	67	t	M
p1_L27	14	9	?	U
p1_L27	15	112	?	U
p1_L27	16	47	p	M
p1_L27	17	6	?	U
p1_L27	18	41	q	M
p1_L27	19	52	i	M
p1_L27	20	68	?	U
p1_L27	21	77	o	M
p1_L28	1	77	o	M
p1_L28	2	51	?	U
p1_L28	3	5	?	U
p1_L28	4	26	i	M
p1_L28	5	7	?	U
p1_L28	6	211	?	U
p1_L28	7	12	?	U
p1_L28	8	12	?	U
p1_L28	9	6	?	U
p1_L28	10	41	q	M
p1_L28	11	47	p	M
p1_L28	12	36	?	U
p1_L28	13	72	?	U
p1_L28	14	104	?	U
p1_L28	15	114	?	U
p1_L28	16	81	?	U
p1_L28	17	26	i	M
p1_L28	18	33	?	U
p1_L28	19	79	n	M
p1_L28	20	40	?	U
p1_L28	21	32	u	M
p1_L29	1	76	?	U
p1_L29	2	101	n	M
p1_L29	3	2	?	U
p1_L29	4	63	?	U
p1_L29	5	115	?	U
p1_L29	6	54	n	M
p1_L29	7	40	?	U
p1_L29	8	27	r	M
p1_L29	9	83	?	U
p1_L29	10	81	?	U
p1_L29	11	2	?	U
p1_L29	12	77	o	M
p1_L29	13	60	NULL	C
p1_L29	14	12	?	U
p1_L29	15	29	t	M
p1_L29	16	74	?	U
p1_L29	17	112	?	U
p1_L29	18	11	?	U
p1_L29	19	93	?	U
p1_L29	20	60	NULL	C
p1_L30	5	12	?	U
p1_L30	6	279	?	U
p1_L30	7	104	?	U
p1_L30	8	114	?	U
p1_L30	9	51	?	U
p1_L30	10	81	?	U
p1_L30	11	4	?	U
p1_L30	12	83	?	U
p1_L30	13	82	?	U
p1_L30	14	2	?	U
p1_L30	15	32	u	M
p1_L30	16	12	?	U
p1_L30	17	26	i	M
p1_L30	18	71	?	U
p1_L30	19	70	?	U
p1_L30	20	88	?	U
p1_L30	21	26	i	M
p1_L31	1	42	t	M
p1_L31	2	26	i	M
p1_L31	3	34	s	M
p1_L31	4	88	?	U
p1_L31	5	22	u	M
p1_L31	6	29	t	M
p1_L31	7	81	?	U
p1_L31	8	31	?	U
p1_L31	9	54	n	M
p1_L31	10	72	?	U
p1_L31	11	69	p	M
p1_L31	12	2	?	U
p1_L31	13	33	?	U
p1_L31	14	56	o	M
p1_L31	15	65	m	M
p1_L31	16	6	?	U
p1_L31	17	40	?	U
p1_L31	18	72	?	U
p1_L31	19	12	?	U
p1_L31	20	54	n	M
p1_L31	21	27	r	M
p1_L31	22	27	r	M
p1_L31	23	61	e	M
p1_L31	24	61	e	M
p1_L32	1	84	?	U
p1_L32	2	101	n	M
p1_L32	3	73	?	U
p1_L32	4	51	?	U
p1_L32	5	22	u	M
p1_L32	6	85	?	U
p1_L32	7	116	u	M
p1_L32	8	57	i	M
p1_L32	9	28	NULL	M
p1_L32	10	71	?	U
p1_L32	11	27	r	M
p1_L32	12	22	u	M
p1_L32	13	42	t	M
p1_L32	14	27	r	M
p1_L32	15	24	e	C
p1_L32	16	115	?	U
p1_L32	17	11	?	U
p1_L32	18	31	?	U
p1_L32	19	59	NULL	C
p1_L32	20	86	e	M
p1_L32	21	66	l	M
p1_L32	22	4	?	U
p1_L32	23	9	?	U
p1_L32	24	101	n	M
p1_L33	1	30	i	M
p1_L33	2	12	?	U
p1_L33	3	56	o	M
p1_L33	4	26	i	M
p1_L33	5	72	?	U
p1_L33	6	22	u	M
p1_L33	7	56	o	M
p1_L33	8	22	u	M
p1_L33	9	42	t	M
p1_L33	10	13	?	U
p1_L33	11	33	?	U
p1_L33	12	211	?	U
p1_L33	19	4	?	U
p1_L33	20	39	a	M
p1_L33	21	101	n	M
p1_L33	22	11	?	U
p1_L33	23	44	?	U
p1_L33	24	4	?	U
p2_L01	1	93	?	U
p2_L01	2	12	?	U
p2_L01	3	201	?	U
p2_L01	4	54	n	M
p2_L01	5	84	?	U
p2_L01	6	4	?	U
p2_L01	7	61	e	M
p2_L01	8	22	u	M
p2_L01	9	68	?	U
p2_L01	10	82	?	U
p2_L01	11	69	p	M
p2_L01	12	4	?	U
p2_L01	13	84	?	U
p2_L01	14	76	?	U
p2_L01	15	2	?	U
p2_L01	16	32	u	M
p2_L01	17	62	m	M
p2_L01	18	54	n	M
p2_L01	19	40	?	U
p2_L01	20	26	i	M
p2_L01	21	81	?	U
p2_L01	22	2	?	U
p2_L02	1	84	?	U
p2_L02	2	39	a	M
p2_L02	3	77	o	M
p2_L02	4	69	p	M
p2_L02	5	5	?	U
p2_L02	6	26	i	M
p2_L05	3	145	?	U
p2_L05	4	127	n	M
p2_L05	5	54	n	M
p2_L05	6	40	?	U
p2_L05	7	26	i	M
p2_L05	8	62	m	M
p2_L05	9	84	?	U
p2_L05	10	4	?	U
p2_L05	11	28	NULL	M
p2_L05	12	7	?	U
p2_L05	13	29	t	M
p2_L05	14	34	s	M
p2_L05	15	40	?	U
p2_L05	16	22	u	M
p2_L05	17	26	i	M
p2_L05	18	101	n	M
p2_L05	19	8	?	U
p2_L05	20	33	?	U
p2_L05	21	66	l	M
p2_L05	22	102	NULL	M
p2_L05	23	72	?	U
p2_L06	1	77	o	M
p2_L06	2	61	e	M
p2_L06	3	82	?	U
p2_L06	4	75	?	U
p2_L06	5	42	t	M
p2_L06	6	82	?	U
p2_L06	7	26	i	M
p2_L06	8	62	m	M
p2_L06	9	12	?	U
p2_L06	10	279	?	U
p2_L06	11	15	y	M
p2_L06	12	62	m	M
p2_L06	13	111	?	U
p2_L06	14	61	e	M
p2_L06	15	84	?	U
p2_L06	16	4	?	U
p2_L06	17	26	i	M
p2_L06	18	15	y	M
p2_L06	19	69	p	M
p2_L06	20	47	p	M
p2_L06	21	26	i	M
p2_L06	22	72	?	U
p2_L07	1	12	?	U
p2_L07	2	79	n	M
p2_L07	3	40	?	U
p2_L07	4	77	o	M
p2_L07	5	61	e	M
p2_L07	6	48	e	M
p2_L07	7	78	r	M
p2_L07	8	81	?	U
p2_L07	9	64	s	M
p2_L07	10	40	?	U
p2_L07	11	111	?	U
p2_L07	12	33	?	U
p2_L07	13	67	t	M
p2_L07	14	47	p	M
p2_L07	15	4	?	U
p2_L07	16	34	s	M
p2_L07	17	81	?	U
p2_L07	18	36	?	U
p2_L07	19	26	i	M
p2_L07	20	73	?	U
p2_L07	21	9	?	U
p2_L07	22	4	?	U
p2_L07	23	30	i	M
p2_L08	1	73	?	U
p2_L08	2	101	n	M
p2_L08	3	83	?	U
p2_L08	4	84	?	U
p2_L08	5	26	i	M
p2_L08	6	33	?	U
p2_L08	7	67	t	M
p2_L08	8	9	?	U
p2_L08	9	4	?	U
p2_L08	10	72	?	U
p2_L08	11	105	c	M
p2_L08	12	115	?	U
p2_L08	13	12	?	U
p2_L08	14	30	i	M
p2_L08	15	33	?	U
p2_L08	16	9	?	U
p2_L08	17	37	s	M
p2_L08	18	5	?	U
p2_L08	19	150	?	U
p2_L08	20	46	o	M
p2_L08	21	101	n	M
p2_L08	22	30	i	M
p2_L09	1	54	n	M
p2_L09	2	40	?	U
p2_L09	3	20	?	U
p2_L09	4	54	n	M
p2_L09	5	38	e	M
p2_L09	6	27	r	M
p2_L09	7	59	NULL	C
p2_L09	8	88	?	U
p2_L09	9	22	u	M
p2_L09	10	84	?	U
p2_L09	11	102	NULL	M
p2_L09	12	69	p	M
p2_L09	13	2	?	U
p2_L09	14	30	i	M
p2_L09	15	15	y	M
p2_L09	16	4	?	U
p2_L09	17	65	m	M
p2_L09	18	37	s	M
p2_L09	19	112	?	U
p2_L09	20	33	?	U
p2_L09	21	67	t	M
p2_L10	1	30	i	M
p2_L10	2	28	NULL	M
p2_L10	3	71	?	U
p2_L10	4	22	u	M
p2_L10	5	51	?	U
p2_L20	6	1574	?	U
