line	briefnr	page	index	token
4615_p1_L07	4615	p1	2	4
4615_p1_L07	4615	p1	3	21
4615_p1_L07	4615	p1	4	85
4615_p1_L07	4615	p1	5	31
4615_p1_L07	4615	p1	6	8
4615_p1_L07	4615	p1	7	37
4615_p1_L07	4615	p1	8	24
4615_p1_L07	4615	p1	9	5
4615_p1_L07	4615	p1	10	81
4615_p1_L07	4615	p1	11	77
4615_p1_L07	4615	p1	12	83
4615_p1_L07	4615	p1	13	87
4615_p1_L07	4615	p1	14	61
4615_p1_L07	4615	p1	15	72
4615_p1_L07	4615	p1	16	9
4615_p1_L07	4615	p1	17	4
4615_p1_L07	4615	p1	18	13?
4615_p1_L07	4615	p1	19	78
4615_p1_L07	4615	p1	20	81
4615_p1_L07	4615	p1	21	2
4615_p1_L07	4615	p1	22	5
4615_p1_L07	4615	p1	23	40
4615_p1_L07	4615	p1	24	27?
4615_p1_L08	4615	p1	1	84
4615_p1_L08	4615	p1	2	28
4615_p1_L08	4615	p1	3	37
4615_p1_L08	4615	p1	4	13
4615_p1_L08	4615	p1	5	8
4615_p1_L08	4615	p1	6	27
4615_p1_L08	4615	p1	7	30
4615_p1_L08	4615	p1	8	102
4615_p1_L08	4615	p1	9	66
4615_p1_L08	4615	p1	10	113
4615_p1_L08	4615	p1	11	82
4615_p1_L08	4615	p1	12	79
4615_p1_L08	4615	p1	13	81
4615_p1_L08	4615	p1	14	76
4615_p1_L08	4615	p1	15	83
4615_p1_L08	4615	p1	16	117
4615_p1_L08	4615	p1	17	8
4615_p1_L08	4615	p1	18	25
4615_p1_L08	4615	p1	19	82
4615_p1_L08	4615	p1	20	21
4615_p1_L08	4615	p1	21	121
4615_p1_L08	4615	p1	22	132?
4615_p1_L09	4615	p1	1	15
4615_p1_L09	4615	p1	2	114
4615_p1_L09	4615	p1	3	36
4615_p1_L09	4615	p1	4	28
4615_p1_L09	4615	p1	5	115
4615_p1_L09	4615	p1	6	10
4615_p1_L09	4615	p1	7	5
4615_p1_L09	4615	p1	8	94
4615_p1_L09	4615	p1	9	31
4615_p1_L09	4615	p1	10	81
4615_p1_L09	4615	p1	11	120
4615_p1_L09	4615	p1	12	19
4615_p1_L09	4615	p1	13	26
4615_p1_L09	4615	p1	14	92
4615_p1_L09	4615	p1	15	3
4615_p1_L09	4615	p1	16	74
4615_p1_L09	4615	p1	17	83
4615_p1_L09	4615	p1	18	28
4615_p1_L09	4615	p1	19	34
4615_p1_L09	4615	p1	20	71
4615_p1_L09	4615	p1	21	62
4615_p1_L09	4615	p1	22	27?
4615_p1_L10	4615	p1	1	33
4615_p1_L10	4615	p1	2	102
4615_p1_L10	4615	p1	3	82
4615_p1_L10	4615	p1	4	26
4615_p1_L10	4615	p1	5	4
4615_p1_L10	4615	p1	6	8
4615_p1_L10	4615	p1	7	40
4615_p1_L10	4615	p1	8	30
4615_p1_L10	4615	p1	9	61
4615_p1_L10	4615	p1	10	31
4615_p1_L10	4615	p1	11	35
4615_p1_L10	4615	p1	12	62
4615_p1_L10	4615	p1	13	2
4615_p1_L10	4615	p1	14	77
4615_p1_L10	4615	p1	15	83
4615_p1_L10	4615	p1	16	28
4615_p1_L10	4615	p1	17	10
4615_p1_L10	4615	p1	18	1
4615_p1_L10	4615	p1	19	29
4615_p1_L10	4615	p1	20	89
4615_p1_L10	4615	p1	21	2
4615_p1_L10	4615	p1	22	71?
4615_p1_L10	4615	p1	23	90?
4615_p1_L11	4615	p1	1	83
4615_p1_L11	4615	p1	2	77
4615_p1_L11	4615	p1	3	61
4615_p1_L11	4615	p1	4	40
4615_p1_L11	4615	p1	5	12
4615_p1_L11	4615	p1	6	113
4615_p1_L11	4615	p1	7	36
4615_p1_L11	4615	p1	8	27
4615_p1_L11	4615	p1	9	114
4615_p1_L11	4615	p1	10	6
4615_p1_L11	4615	p1	11	2
4615_p1_L11	4615	p1	12	93
4615_p1_L11	4615	p1	13	76
4615_p1_L11	4615	p1	14	81
4615_p1_L11	4615	p1	15	78
4615_p1_L11	4615	p1	16	40
4615_p1_L11	4615	p1	17	85
4615_p1_L11	4615	p1	18	27
4615_p1_L11	4615	p1	19	101
4615_p1_L11	4615	p1	20	1
4615_p1_L11	4615	p1	21	39
4615_p1_L11	4615	p1	22	21
4615_p1_L11	4615	p1	23	27?
4615_p1_L12	4615	p1	1	62
4615_p1_L12	4615	p1	2	13
4615_p1_L12	4615	p1	3	21
4615_p1_L12	4615	p1	4	82
4615_p1_L12	4615	p1	5	26
4615_p1_L12	4615	p1	6	2
4615_p1_L12	4615	p1	7	9
4615_p1_L12	4615	p1	8	40
4615_p1_L12	4615	p1	9	27
4615_p1_L12	4615	p1	10	87
4615_p1_L12	4615	p1	11	21
4615_p1_L12	4615	p1	12	61
4615_p1_L12	4615	p1	13	3
4615_p1_L12	4615	p1	14	71
4615_p1_L12	4615	p1	15	6
4615_p1_L12	4615	p1	16	=dit?
4615_p1_L12	4615	p1	17	=en
4615_p1_L12	4615	p1	18	=res
4615_p1_L12	4615	p1	19	=quil
4615_p1_L12	4615	p1	20	2
4615_p1_L12	4615	p1	21	81
4615_p1_L13	4615	p1	1	40
4615_p1_L13	4615	p1	2	101
