line	idx	sign	value	grade
p1_L12	2	39	u	C
p1_L12	3	104	i	C
p1_L12	4	29	s	C
p1_L12	6	85	e	C
p1_L12	7	114	l	C
p1_L12	8	81	e	C
p1_L12	9	74	c	C
p1_L12	10	33	t	C
p1_L12	11	82	e	C
p1_L12	12	36	u	C
p1_L12	13	25	r	C
p1_L12	14	26	s	C
p1_L12	15	126	?	U
p1_L12	16	147	?	U
p1_L13	6	64	a	C
p1_L13	7	39	u	C
p1_L13	8	73	c	C
p1_L13	9	38	u	C
p1_L13	10	5	n	C
p1_L13	11	84	e	C
p1_L13	12	144	?	U
p1_L13	13	125	?	U
p1_L13	14	30	s	C
p1_L13	15	74	c	C
p1_L13	18	78	d	C
p1_L13	19	101	i	C
p1_L13	20	21	r	C
p1_L13	21	104	i	C
p1_L13	22	9	o	C
p1_L13	23	4	n	C
p1_L14	1	27	s	C
p1_L14	2	146	?	U
p1_L14	3	135	?	U
p1_L14	4	124	?	U
p1_L14	11	73	c	C
p1_L14	12	6	o	C
p1_L14	13	2	n	C
p1_L14	14	78	d	C
p1_L14	15	103	i	C
p1_L14	16	32	t	C
p1_L14	17	101	i	C
p1_L14	18	7	o	C
p1_L15	1	3	n	C
p1_L15	2	28	s	C
p1_L15	3	121	NULL	C
p1_L15	4	142	?	U
p1_L15	8	15	p	M
p1_L15	9	25	r	C
p1_L15	10	10	o	C
p1_L15	11	14	p	C
p1_L15	12	9	o	C
p1_L15	13	29	s	C
p1_L15	14	82	e	C
p1_L15	15	85	e	C
p1_L15	16	30	s	C
p1_L15	17	150	?	U
p1_L15	18	125	?	U
p1_L16	6	112	l	C
p1_L16	7	51	y	I
p1_L16	8	1	n	C
p1_L16	9	83	e	C
p1_L16	10	91	g	C
p1_L16	11	6	o	C
p1_L16	12	32	t	C
p1_L16	13	103	i	C
p1_L16	14	63	a	C
p1_L16	15	33	t	C
p1_L16	16	104	i	C
p1_L16	17	10	o	C
p1_L16	18	5	n	C
p1_L16	19	134	?	U
p1_L16	20	141	NULL	C
p1_L17	1	139	?	U
p1_L17	2	120	m	M
p1_L17	4	151	?	U
p1_L17	5	40	u	C
p1_L17	6	24	r	C
p1_L17	7	64	a	M
p1_L17	8	39	u	C
p1_L17	9	65	a	C
p1_L17	10	101	i	C
p1_L17	11	111	l	C
p1_L17	12	118	m	C
p1_L17	13	85	e	C
p1_L17	14	150	?	U
p1_L17	15	125	?	U
p1_L18	11	29	s	C
p1_L18	12	9	o	C
p1_L18	13	115	l	C
p1_L18	14	105	i	C
p1_L18	15	75	c	C
p1_L18	16	104	i	C
p1_L18	17	85	e	C
p1_L18	18	65	a	C
p1_L18	19	5	n	C
p1_L18	20	34	t	C
p1_L19	1	135	?	U
p1_L19	2	146	?	U
p1_L19	3	28	s	C
p1_L19	4	64	a	M
p1_L19	5	4	n	C
p1_L19	6	27	s	C
p1_L19	9	151	?	U
p1_L19	10	150	?	U
p1_L19	12	113	l	C
p1_L19	13	84	e	C
p1_L19	14	28	s	C
p1_L19	15	82	e	C
p1_L19	16	111	l	C
p1_L19	17	81	e	C
p1_L19	18	71	c	C
p1_L19	19	31	t	M
p1_L19	20	84	e	C
p1_L20	1	39	u	C
p1_L20	2	23	r	C
p1_L20	3	29	s	C
p1_L20	4	139	?	U
p1_L20	5	148	?	U
p1_L20	9	14	p	C
p1_L20	10	24	r	C
p1_L20	11	8	o	C
p1_L20	12	13	p	C
p1_L20	13	7	o	C
p1_L20	14	27	s	C
p1_L20	15	85	e	C
p1_L20	16	150	?	U
p1_L20	17	138	?	U
p1_L20	18	36	u	C
p1_L20	19	2	n	C
p1_L20	20	81	e	C
p1_L21	1	72	c	C
p1_L21	2	6	o	C
p1_L21	3	2	n	C
p1_L21	4	37	u	C
p1_L21	5	7	o	C
p1_L21	6	73	c	C
p1_L21	7	61	a	C
p1_L21	8	32	t	C
p1_L21	9	102	i	C
p1_L21	10	8	o	C
p1_L21	11	4	n	C
p1_L21	12	125	?	U
p1_L21	13	129	?	U
p1_L21	14	140	?	U
p1_L21	16	75	c	C
p1_L21	17	10	o	C
p1_L21	18	5	n	C
p1_L21	19	29	s	C
p1_L21	20	82	e	C
p1_L21	21	102	i	C
p1_L22	1	112	l	C
p1_L22	2	114	l	C
p1_L22	3	85	e	C
p1_L22	4	25	r	C
p1_L22	5	25	r	C
p1_L22	6	147	?	U
p1_L22	8	83	e	C
p1_L22	9	113	l	C
p1_L22	10	84	e	C
p1_L22	11	73	c	C
p1_L22	12	35	t	C
p1_L22	13	85	e	C
p1_L22	14	40	u	C
p1_L22	15	22	r	C
p1_L22	16	28	s	C
p1_L22	17	148	?	U
p1_L22	18	128	?	U
p1_L23	2	11	p	C
p1_L23	3	21	r	C
p1_L23	4	101	i	C
p1_L23	5	1	n	C
p1_L23	6	71	c	C
p1_L23	7	81	e	C
p1_L23	8	25	r	M
p1_L23	9	146	?	U
p1_L23	10	137	?	U
p1_L23	15	16	q	C
p1_L23	16	37	u	C
p1_L23	17	81	e	C
p1_L24	1	114	l	C
p1_L24	2	17	q	C
p1_L24	3	38	u	C
p1_L24	4	83	e	C
p1_L24	5	29	s	C
p1_L24	6	75	c	C
p1_L24	7	10	o	C
p1_L24	8	5	n	C
p1_L24	9	76	d	C
p1_L24	10	101	i	C
p1_L24	11	71	c	C
p1_L24	12	103	i	C
p1_L24	13	9	o	C
p1_L24	14	4	n	C
p1_L24	15	29	s	C
p1_L24	16	147	?	U
p1_L24	17	128	?	U
p1_L25	12	6	o	C
p1_L25	13	40	u	C
p1_L25	14	4	n	C
p1_L25	15	76	d	C
p1_L25	16	81	e	C
p1_L26	1	117	m	C
p1_L26	2	82	e	C
p1_L26	3	28	s	C
p1_L26	4	150	?	U
p1_L26	5	127	?	U
p1_L26	6	86	f	C
p1_L26	7	21	r	C
p1_L26	8	81	e	C
p1_L26	9	23	r	C
p1_L26	10	83	e	C
p1_L26	11	29	s	C
p1_L26	12	30	s	C
p1_L26	13	55	y	I
p1_L26	14	35	t	C
p1_L26	15	25	r	C
p1_L26	16	10	o	C
p1_L26	17	37	u	C
p1_L26	18	40	u	C
p1_L26	19	85	e	C
p1_L27	1	140	?	U
p1_L27	2	130	?	U
p1_L27	4	1	n	C
p1_L27	5	82	e	C
p1_L27	6	73	c	C
p1_L27	7	83	e	C
p1_L27	8	27	s	C
p1_L27	9	30	s	C
p1_L27	10	101	i	C
p1_L27	11	31	t	C
p1_L27	12	84	e	C
p1_L27	13	146	?	U
p1_L27	14	127	?	U
p1_L27	16	14	p	C
p1_L27	17	85	e	C
p1_L27	18	39	u	C
p1_L28	1	24	r	C
p1_L28	2	124	?	U
p1_L28	3	141	NULL	C
p1_L28	4	150	?	U
p1_L28	5	78	d	C
p1_L28	6	9	o	C
p1_L28	7	4	n	C
p1_L28	8	35	t	C
p1_L28	9	25	r	C
p1_L28	10	65	a	C
p1_L28	11	101	i	C
p1_L28	12	4	n	C
p1_L28	13	31	t	C
p1_L28	14	131	?	U
p1_L28	15	127	?	U
p1_L28	16	103	i	C
p1_L28	17	12	p	C
p1_L28	18	21	r	C
p1_L28	19	105	i	C
p1_L29	1	1	n	C
p1_L29	2	74	c	C
p1_L29	3	84	e	C
p1_L29	4	28	s	C
p1_L29	5	38	u	C
p1_L29	6	149	?	U
p1_L29	14	13	p	C
p1_L29	15	10	o	C
p1_L29	16	37	u	C
p1_L29	17	26	s	C
p1_L29	18	29	s	C
p1_L30	1	81	e	C
p1_L30	2	56	z	C
p1_L30	3	140	?	U
p1_L30	4	134	?	U
p1_L30	5	122	NULL	C
p1_L30	6	77	d	C
p1_L30	7	61	a	C
p1_L30	8	85	e	C
p1_L30	9	90	f	C
p1_L30	10	85	e	C
p1_L30	11	73	c	C
p1_L30	12	33	t	C
p1_L30	13	103	i	C
p1_L30	14	9	o	C
p1_L30	16	124	?	U
p1_L30	17	128	?	U
p1_L30	18	130	?	U
p1_L31	3	15	p	C
p1_L31	4	10	o	C
p1_L31	5	26	s	C
p1_L31	6	35	t	C
p1_L31	7	85	e	C
p1_L31	8	5	n	C
p1_L31	9	34	t	C
p1_L31	10	145	?	U
p1_L31	11	123	l	M
p1_L31	12	90	f	C
p1_L31	13	24	r	C
p1_L31	14	84	e	C
p1_L31	15	95	g	I
p1_L31	16	9	o	C
p1_L31	17	36	u	C
p1_L31	18	26	s	C
p1_L31	19	81	e	C
p1_L32	1	141	NULL	C
p1_L32	2	128	?	U
p1_L32	5	21	r	C
p1_L32	6	82	e	C
p1_L32	7	33	t	C
p1_L32	8	7	o	C
p1_L32	9	37	u	C
p1_L32	10	23	r	C
p1_L32	11	124	?	U
p1_L33	2	192	?	U
p1_L33	3	145	?	U
p1_L33	4	60	z	I
p1_L33	5	12	p	C
p1_L33	6	8	o	C
p1_L33	7	24	r	C
p1_L33	8	32	t	C
p1_L33	9	84	e	C
p1_L33	10	144	?	U
p1_L33	11	94	g	C
p1_L33	12	23	r	C
p1_L33	13	64	a	C
p1_L33	14	4	n	C
p1_L33	15	77	d	C
p1_L33	16	84	e	C
p1_L33	17	134	?	U
p1_L33	18	61	a	C
p1_L34	1	87	f	C
p1_L34	2	90	f	C
p1_L34	3	81	e	C
p1_L34	4	71	c	C
p1_L34	5	31	t	C
p1_L34	6	101	i	C
p1_L34	7	6	o	C
p1_L34	8	1	n	C
p1_L34	12	192	?	U
p1_L34	13	123	l	M
p1_L34	14	2	n	C
p1_L34	15	62	a	C
p1_L34	17	117	m	C
p1_L34	18	9	o	C
p1_L34	19	104	i	C
p1_L35	1	81	e	C
p1_L35	2	4	n	C
p1_L35	5	112	l	C
p1_L35	6	65	a	C
p1_L35	7	91	g	C
p1_L35	8	36	u	C
p1_L35	9	32	t	C
p1_L35	10	21	r	C
p1_L35	11	25	r	C
p1_L35	12	88	f	C
p1_L35	13	131	?	U
p1_L35	14	127	?	U
p1_L35	15	6	o	C
p1_L35	16	37	u	C
p1_L35	17	40	u	C
p1_L35	18	85	e	C
p1_L35	19	24	r	C
p1_L35	20	84	e	C
p1_L36	1	85	e	C
p1_L36	2	124	?	U
p1_L36	3	127	?	U
p1_L36	4	145	?	U
p1_L36	5	61	a	C
p1_L36	6	37	u	C
p1_L36	7	191	?	U
p1_L36	8	150	?	U
p1_L36	12	74	c	C
p1_L36	13	7	o	C
p1_L36	14	2	n	C
p1_L36	15	33	t	C
p1_L36	16	83	e	C
p1_L36	17	3	n	C
p1_L36	18	84	e	C
p1_L36	20	145	?	U
p2_L01	3	70	b	I
p2_L01	4	63	a	C
p2_L01	5	26	s	C
p2_L01	6	111	l	C
p2_L01	7	53	y	I
p2_L01	8	85	e	C
p2_L01	9	33	t	C
p2_L01	10	79	d	C
p2_L01	11	51	y	I
p2_L01	12	94	g	C
p2_L01	13	84	e	C
p2_L01	14	4	n	C
p2_L01	15	83	e	C
p2_L01	16	37	u	C
p2_L01	17	85	e	C
p2_L01	18	135	?	U
p2_L01	19	124	?	U
p2_L02	1	192	?	U
p2_L02	2	112	l	M
p2_L02	3	182	?	U
p2_L02	4	81	e	M
p2_L02	5	3	n	C
p2_L02	6	27	s	C
p2_L02	7	148	?	U
p2_L02	8	129	?	U
p2_L02	9	82	e	C
p2_L02	10	35	t	C
p2_L02	11	84	e	C
p2_L02	12	29	s	C
p2_L02	13	12	p	C
p2_L02	14	64	a	M
p2_L02	15	104	i	C
p2_L02	16	94	g	C
p2_L02	17	4	n	C
p2_L02	18	9	o	C
p2_L02	19	114	l	C
p2_L02	20	80	d	M
p2_L03	1	130	?	U
p2_L03	2	139	?	U
p2_L03	5	38	u	C
p2_L03	6	81	e	C
p2_L03	7	1	n	C
p2_L03	8	101	i	C
p2_L03	9	21	r	C
p2_L03	10	140	?	U
p2_L03	11	121	NULL	C
p2_L03	12	63	a	C
p2_L03	13	39	u	C
p2_L03	14	205	?	U
p2_L03	16	71	c	C
p2_L03	17	6	o	C
p2_L03	18	2	n	C
p2_L03	19	33	t	C
p2_L03	20	23	r	C
p2_L03	21	83	e	C
p2_L04	1	117	m	C
p2_L04	2	64	a	C
p2_L04	3	4	n	C
p2_L04	4	77	d	C
p2_L04	5	82	e	C
p2_L04	6	55	y	I
p2_L04	7	145	?	U
p2_L04	8	136	uingt	M
p2_L04	13	1	n	C
p2_L04	14	81	e	C
p2_L04	15	150	?	U
p2_L04	16	120	m	C
p2_L04	17	65	a	C
p2_L04	18	25	r	C
p2_L04	19	75	c	C
p2_L04	20	100	h	I
p2_L04	21	55	y	I
p2_L05	1	5	n	C
p2_L05	2	35	t	C
p2_L05	3	149	?	U
p2_L05	4	225	?	U
p2_L05	6	84	e	C
p2_L05	7	2	n	C
p2_L05	8	74	c	C
p2_L05	9	9	o	C
p2_L05	10	24	r	C
p2_L05	11	85	e	C
p2_L05	12	29	s	C
p2_L05	13	128	?	U
p2_L05	14	135	?	U
p2_L05	18	119	m	C
p2_L05	19	39	u	C
p2_L05	20	25	r	C
p2_L05	21	117	m	C
p2_L05	22	38	u	C
p2_L05	23	22	r	C
p2_L06	1	82	e	C
p2_L06	2	21	r	C
p2_L06	3	150	?	U
p2_L06	4	132	NULL	C
p2_L06	5	125	?	U
p2_L06	12	61	a	C
p2_L06	13	111	l	C
p2_L06	14	65	a	C
p2_L06	15	25	r	C
p2_L06	16	120	m	C
p2_L06	17	81	e	C
p2_L06	18	145	?	U
p2_L06	19	77	d	C
p2_L06	20	82	e	C
p2_L06	21	118	m	C
p2_L06	22	8	o	C
p2_L07	1	23	r	C
p2_L07	2	83	e	C
p2_L07	3	28	s	C
p2_L07	4	129	?	U
p2_L07	5	148	?	U
p2_L07	6	85	e	C
p2_L07	7	5	n	C
p2_L07	8	203	?	U
p2_L07	10	64	a	C
p2_L07	11	12	p	C
p2_L07	12	22	r	C
p2_L07	13	7	o	C
p2_L07	14	74	c	C
p2_L07	15	99	h	I
p2_L07	16	84	e	C
p2_L07	17	24	r	C
p2_L07	18	134	?	U
p2_L07	19	121	NULL	C
p2_L07	20	118	m	C
p2_L08	1	61	a	C
p2_L08	2	87	f	C
p2_L08	3	6	o	C
p2_L08	4	21	r	C
p2_L08	5	72	c	C
p2_L08	6	83	e	C
p2_L08	7	79	d	C
p2_L08	8	39	u	C
p2_L08	9	149	?	U
p2_L08	10	34	t	C
p2_L08	11	40	u	C
p2_L08	12	25	r	C
p2_L08	13	78	d	C
p2_L08	17	81	e	C
p2_L08	18	2	n	C
p2_L08	19	37	u	C
p2_L08	20	101	i	C
p2_L08	21	21	r	C
p2_L09	1	9	o	C
p2_L09	2	2	n	C
p2_L09	3	150	?	U
p2_L09	4	127	?	U
p2_L09	5	31	t	M
p2_L09	6	21	r	C
p2_L09	7	7	o	C
p2_L09	8	102	i	C
p2_L09	9	26	s	C
p2_L09	10	127	?	U
p2_L09	11	148	?	U
p2_L09	12	71	c	C
p2_L09	13	84	e	C
p2_L09	14	4	n	C
p2_L09	15	29	s	C
p2_L09	16	138	?	U
p2_L09	17	142	?	U
p2_L09	18	72	c	C
p2_L09	19	96	h	C
p2_L09	20	83	e	C
p2_L09	21	38	u	C
p2_L10	1	61	a	C
p2_L10	2	39	u	C
p2_L10	3	50	x	I
p2_L10	4	150	?	U
p2_L10	5	122	NULL	C
p2_L10	6	137	?	U
p2_L10	11	130	?	U
p2_L10	12	100	h	I
p2_L10	13	61	a	C
p2_L10	14	60	z	I
p2_L10	15	64	a	C
p2_L10	16	24	r	C
p2_L10	17	77	d	C
p2_L10	18	81	e	C
p2_L10	19	22	r	C
p2_L10	20	128	?	U
p2_L11	1	135	?	U
p2_L11	2	114	l	C
p2_L11	3	84	e	C
p2_L11	4	138	?	U
p2_L11	5	37	u	M
p2_L11	6	9	o	C
p2_L11	7	104	i	C
p2_L11	8	61	a	M
p2_L11	9	91	g	C
p2_L11	10	85	e	C
p2_L11	11	143	?	U
p2_L11	12	36	u	C
p2_L11	13	85	e	C
p2_L11	14	25	r	C
p2_L11	15	30	s	C
p2_L11	16	130	?	U
p2_L11	17	141	NULL	C
p2_L11	18	221	?	U
p2_L11	19	225	?	U
p2_L12	1	117	m	C
p2_L12	2	64	a	C
p2_L12	3	104	i	C
p2_L12	4	26	s	C
p2_L12	5	150	?	U
p2_L12	8	5	n	C
p2_L12	9	38	u	C
p2_L12	10	9	o	C
p2_L12	11	101	i	M
p2_L12	12	24	r	C
p2_L12	13	134	?	U
p2_L12	15	21	r	C
p2_L12	16	81	e	C
p2_L12	17	81	e	C
p2_L12	18	83	e	C
p2_L12	19	2	n	C
p2_L12	20	89	f	I
p2_L13	1	83	e	C
p2_L13	2	135	?	U
p2_L13	4	150	?	U
p2_L13	5	71	c	C
p2_L13	6	84	e	C
p2_L13	7	29	s	C
p2_L13	8	35	t	C
p2_L13	9	65	a	C
p2_L13	10	115	l	C
p2_L13	11	101	i	C
p2_L13	12	4	n	C
p2_L13	13	124	?	U
p2_L13	14	143	?	U
p2_L14	1	30	s	C
p2_L14	2	84	e	C
p2_L14	3	64	a	C
p2_L14	4	31	t	C
p2_L14	5	59	z	I
p2_L14	6	149	?	U
p2_L14	7	127	?	U
p2_L14	9	80	d	C
p2_L14	10	6	o	C
p2_L14	11	36	u	C
p2_L14	12	58	z	I
p2_L14	13	85	e	C
p2_L14	14	90	f	C
p2_L14	15	115	l	C
p2_L14	16	7	o	C
p2_L14	17	23	r	C
p2_L14	18	103	i	M
p2_L15	1	97	h	I
p2_L15	2	81	e	C
p2_L15	3	36	u	C
p2_L15	4	61	a	C
p2_L15	5	111	l	C
p2_L15	6	150	?	U
p2_L15	7	125	?	U
p2_L15	13	16	q	C
p2_L15	14	150	?	U
p2_L15	15	37	u	C
p2_L15	16	101	i	C
p2_L15	17	12	p	C
p2_L15	18	21	r	C
p2_L15	19	9	o	C
p2_L15	20	117	m	C
p2_L15	21	81	e	C
p2_L15	22	82	e	C
p2_L15	23	85	e	C
p2_L16	1	3	n	C
p2_L16	2	35	t	C
p2_L16	3	135	?	U
p2_L16	4	89	f	I
p2_L16	5	8	o	C
p2_L16	6	38	u	M
p2_L16	7	24	r	C
p2_L16	8	4	n	C
p2_L16	9	104	i	C
p2_L16	10	25	r	C
p2_L16	11	136	uingt	M
p2_L16	12	141	NULL	C
p2_L16	13	127	?	U
p2_L16	14	7	o	M
p2_L16	17	75	c	C
p2_L16	18	85	e	C
p2_L16	19	5	n	C
p2_L16	20	29	s	C
p2_L16	21	139	?	U
p2_L16	22	150	?	U
p2_L17	2	61	a	C
p2_L17	3	75	c	M
p2_L17	4	71	c	C
p2_L17	5	6	o	C
p2_L17	6	118	m	C
p2_L17	7	13	p	C
p2_L17	8	63	a	C
p2_L17	9	101	i	C
p2_L17	10	95	g	I
p2_L17	11	5	n	C
p2_L17	12	82	e	C
p2_L17	13	22	r	C
p2_L17	14	122	NULL	C
p2_L17	15	135	?	U
p2_L17	17	138	?	U
p2_L17	19	37	u	C
p2_L17	20	4	n	C
p2_L18	1	78	d	C
p2_L18	2	64	a	C
p2_L18	3	114	l	C
p2_L18	4	84	e	C
p2_L18	5	24	r	C
p2_L18	6	124	?	U
p2_L18	7	135	?	U
p2_L18	8	146	?	U
p2_L18	10	31	t	C
p2_L18	11	81	e	C
p2_L18	12	26	s	C
p2_L18	13	32	t	C
p2_L18	14	85	e	C
p2_L18	15	150	?	U
p2_L18	19	25	r	C
p2_L19	1	119	m	C
p2_L19	2	81	e	C
p2_L19	3	30	s	C
p2_L19	4	140	?	U
p2_L19	9	59	z	I
p2_L19	10	9	o	C
p2_L19	11	38	u	C
p2_L19	12	29	s	C
p2_L19	13	129	?	U
p2_L19	14	137	?	U
p2_L19	15	15	p	C
p2_L19	16	85	e	C
p2_L19	17	40	u	C
p2_L20	1	35	t	C
p2_L20	2	26	s	C
p2_L20	3	85	e	C
p2_L20	4	25	r	C
p2_L20	5	37	u	C
p2_L20	6	101	i	C
p2_L20	7	21	r	C
p2_L20	8	122	NULL	C
p2_L20	12	51	y	I
p2_L20	13	81	e	C
p2_L20	14	117	m	C
p2_L20	15	12	p	C
p2_L20	16	26	s	C
p2_L20	17	150	?	U
p2_L20	18	127	?	U
p2_L21	1	71	c	C
p2_L21	2	61	a	C
p2_L21	3	12	p	C
p2_L21	4	102	i	C
p2_L21	5	32	t	C
p2_L21	6	82	e	C
p2_L21	7	102	i	C
p2_L21	8	2	n	C
p2_L21	9	82	e	C
p2_L21	10	27	s	C
p2_L21	11	150	?	U
p2_L21	12	90	f	C
p2_L21	13	24	r	C
p2_L21	14	85	e	C
p2_L21	15	5	n	C
p2_L21	16	75	c	C
p2_L21	17	10	o	C
p2_L21	18	105	i	C
p2_L21	19	30	s	C
p2_L21	20	130	?	U
p2_L22	1	10	o	C
p2_L22	2	89	f	I
p2_L22	3	86	f	C
p2_L22	4	21	r	C
p2_L22	5	81	e	C
p2_L22	6	121	NULL	C
p2_L22	7	77	d	C
p2_L22	8	82	e	C
p2_L22	9	25	r	C
p2_L22	10	101	i	C
p2_L22	11	50	x	I
p2_L22	12	71	c	C
p2_L22	13	81	e	C
p2_L22	14	2	n	C
p2_L22	15	27	s	C
p2_L22	16	139	?	U
p2_L22	19	81	e	C
p2_L22	20	5	n	C
p2_L22	21	35	t	C
p2_L22	22	84	e	C
p2_L23	1	115	l	C
p2_L23	2	111	l	C
p2_L23	3	105	i	C
p2_L23	4	85	e	C
p2_L23	5	39	u	C
p2_L23	6	142	?	U
p2_L23	7	127	?	U
p2_L23	11	4	n	C
p2_L23	12	84	e	C
p2_L23	13	29	s	C
p2_L23	14	39	u	C
p2_L23	15	104	i	C
p2_L23	16	28	s	C
p2_L23	17	81	e	C
p2_L23	18	2	n	C
p2_L23	19	12	p	C
p2_L23	20	85	e	C
p2_L24	1	101	i	M
p2_L24	2	3	n	C
p2_L24	3	84	e	C
p2_L24	4	124	?	U
p2_L24	5	150	?	U
p2_L24	8	114	l	C
p2_L24	9	104	i	C
p2_L24	10	84	e	C
p2_L24	11	38	u	C
p2_L24	12	149	?	U
p2_L24	13	127	?	U
p2_L24	14	136	uingt	M
p2_L25	1	82	e	C
p2_L25	2	2	n	M
p2_L25	3	25	r	M
p2_L25	4	83	e	C
p2_L25	5	119	m	C
p2_L25	6	65	a	M
p2_L25	7	105	i	M
p2_L25	8	66	b	M
p2_L25	9	140	?	U
p2_L25	10	26	s	M
p2_L25	11	78	d	C
p2_L25	12	83	e	C
p2_L25	13	59	z	I
p2_L25	14	37	u	C
p2_L25	15	7	o	C
p2_L25	16	38	u	C
p2_L25	17	27	s	C
p2_L25	18	150	?	U
p2_L25	19	136	uingt	M
p2_L25	22	112	l	C
p2_L26	1	85	e	M
p2_L26	2	148	?	U
p2_L26	3	120	m	M
p2_L26	6	85	e	C
p2_L26	7	120	m	C
p2_L26	8	13	p	C
p2_L26	9	83	e	C
p2_L26	10	29	s	C
p2_L26	11	75	c	C
p2_L26	12	99	h	I
p2_L26	13	85	e	C
p2_L26	14	25	r	C
p2_L26	20	70	b	I
p2_L26	21	10	o	M
p2_L26	22	25	r	M
p2_L26	23	77	d	M
p2_L26	24	85	e	M
p2_L26	25	24	r	M
p2_L27	1	70	b	I
p2_L27	2	10	o	C
p2_L27	3	25	r	C
p2_L27	4	77	d	C
p2_L27	5	85	e	C
p2_L27	6	24	r	C
p2_L27	7	124	?	U
p2_L27	8	111	l	C
p2_L27	9	81	e	C
p2_L27	10	30	s	C
p2_L27	11	15	p	C
p2_L28	1	102	i	M
p2_L28	2	94	g	C
p2_L28	3	84	e	C
p2_L28	4	29	s	C
p2_L28	5	150	?	U
p2_L28	6	137	?	U
p2_L28	7	141	NULL	C
p2_L28	10	12	p	C
p2_L28	11	81	e	C
p2_L28	12	37	u	C
p2_L28	13	40	u	C
p2_L28	14	25	r	C
p2_L28	15	81	e	C
p2_L28	16	25	r	C
p2_L29	1	93	g	C
p2_L29	2	84	e	C
p2_L29	3	4	n	C
