line	idx	sign	value	grade
p1_L15	5	21/76	?	U
p1_L15	6	81	e	C
p1_L15	7	118	m	C
p1_L15	8	61	a	C
p1_L15	9	103	i	C
p1_L15	10	2	n	C
p1_L15	11	9	o	M
p1_L15	12	67	b	I
p1_L15	13	82	e	C
p1_L15	14	21	r	C
p1_L15	15	81	e	C
p1_L15	16	36	u	C
p1_L15	17	3	n	C
p1_L15	18	101	i	C
p1_L15	19	78	d	C
p1_L15	20	8	o	M
p1_L15	21	21	r	M
p1_L16	1	61	a	C
p1_L16	2	26	s	C
p1_L16	3	30	s	C
p1_L16	4	85	e	C
p1_L16	5	122	NULL	C
p1_L16	6	31	t	C
p1_L16	9	77	d	C
p1_L16	10	81	e	C
p1_L16	11	118	m	M
p1_L16	12	62	a	C
p1_L16	13	102	i	C
p1_L16	14	3	n	C
p1_L16	15	111	l	M
p1_L16	16	81/16	?	U
p1_L16	17	37	u	C
p1_L16	18	81	e	C
p1_L16	19	114	l	M
p1_L17	1	25	r	M
p1_L17	2	91	g	C
p1_L17	3	21	r	M
p1_L17	4	61	a	C
p1_L17	5	115	l	C
p1_L17	6	82	e	C
p1_L17	7	120	m	C
p1_L17	8	85	e	C
p1_L17	9	111	l	C
p1_L17	10	115	l	C
p1_L17	11	102	i	M
p1_L17	12	91	g	M
p1_L17	13	36	u	C
p1_L17	14	21	r	C
p1_L17	15	121	NULL	M
p1_L17	16	132	NULL	C
p1_L17	17	142	?	U
p1_L17	18	149	?	U
p1_L17	19	121	NULL	C
p1_L21	2	12	p	C
p1_L21	5	1574	?	U
