line	idx	sign	value	grade
05811_p1_L22	14	11	p	C
05811_p1_L22	15	8	o	C
05811_p1_L22	16	38	u	C
05811_p1_L22	17	21	r	C
05811_p1_L22	18	114	l	C
05811_p1_L22	19	64	a	C
05811_p1_L22	20	136	uingt	M
05811_p1_L23	1	338	cheuaulxlegiers	M
05811_p1_L23	2	83	e	C
05811_p1_L23	3	33	t	C
05811_p1_L23	4	34	t	C
05811_p1_L23	5	8	o	C
05811_p1_L23	6	38	u	C
05811_p1_L23	7	35	t	C
05811_p1_L23	8	81	e	C
05811_p1_L23	9	26	s	C
05811_p1_L23	10	87	f	C
05811_p1_L23	11	9	o	C
05811_p1_L23	12	105	i	C
05811_p1_L23	13	27	s	C
05811_p1_L23	14	89	f	I
05811_p1_L23	15	37	u	C
05811_p1_L23	16	26	s	M
05811_p1_L23	17	135	?	U
05811_p1_L24	1	77	d	C
05811_p1_L24	2	6	o	C
05811_p1_L24	3	2	n	C
05811_p1_L24	4	3	n	C
05811_p1_L24	5	83	e	C
05811_p1_L24	6	23	r	C
05811_p1_L24	7	9	o	C
05811_p1_L24	8	2	n	C
05811_p1_L24	9	28	s	C
05811_p1_L24	10	10	o	C
05811_p1_L24	11	23	r	C
05811_p1_L24	12	79	d	C
05811_p1_L24	13	22	r	C
05811_p1_L24	14	82	e	C
05811_p1_L24	15	79	d	C
05811_p1_L24	16	85	e	C
05811_p1_L24	17	37	u	C
05811_p1_L24	18	6	o	C
05811_p1_L24	19	38	u	C
05811_p1_L24	20	87	f	C
05811_p1_L25	1	61	a	C
05811_p1_L25	2	72	c	C
05811_p1_L25	3	73	c	C
05811_p1_L25	4	6	o	C
05811_p1_L25	5	118	m	C
05811_p1_L25	6	117	m	C
05811_p1_L25	7	8	o	C
05811_p1_L25	8	77	d	C
05811_p1_L25	9	82	e	C
05811_p1_L25	10	21	r	C
05811_p1_L25	11	79	d	C
05811_p1_L25	12	82	e	C
05811_p1_L25	13	351	?	U
05811_p1_L25	14	81	e	C
05811_p1_L25	15	31	t	C
05811_p1_L25	16	61	a	C
05811_p1_L25	17	7	o	M
05811_p1_L25	18	33	t	C
05811_p1_L26	1	23	r	C
05811_p1_L26	2	21	r	C
05811_p1_L26	3	27	s	C
05811_p1_L26	4	2	n	C
05811_p1_L26	5	83	e	C
05811_p1_L26	6	72	c	M
05811_p1_L26	7	84	e	C
05811_p1_L26	8	27	s	C
05811_p1_L26	9	28	s	C
05811_p1_L26	10	104	i	C
05811_p1_L26	11	32	t	C
05811_p1_L26	12	83	e	C
05811_p1_L26	13	28	s	C
05811_p1_L26	14	123	l	M
05811_p1_L27	3	131	?	U
05811_p1_L27	4	85	e	C
05811_p1_L27	5	27	s	C
05811_p1_L27	6	12	p	C
05811_p1_L27	7	83	e	C
05811_p1_L27	8	22	r	C
05811_p1_L27	9	63	a	C
05811_p1_L27	10	2	n	C
05811_p1_L27	11	31	t	C
05811_p1_L27	12	62	a	C
05811_p1_L27	13	39	u	M
05811_p1_L27	14	28	s	C
05811_p1_L27	15	26	s	C
05811_p1_L27	16	52	y	I
05811_p1_L27	17	78	d	C
05811_p1_L27	18	53	y	I
05811_p1_L28	1	63	a	C
05811_p1_L28	2	113	l	C
05811_p1_L28	3	112	l	C
05811_p1_L28	4	82	e	C
05811_p1_L28	5	23	r	C
05811_p1_L28	6	120	m	C
05811_p1_L28	7	7	o	C
05811_p1_L28	8	54	y	I
05811_p1_L28	9	120	m	C
05811_p1_L28	10	82	e	C
05811_p1_L28	11	27	s	C
05811_p1_L28	12	109	k	I
05811_p1_L28	13	83	e	C
05811_p1_L28	14	104	i	C
05811_p1_L28	15	83	e	C
05811_p1_L28	16	27	s	C
05811_p1_L28	17	38	u	C
05811_p1_L28	18	104	i	C
05811_p1_L28	19	27	s	C
05811_p1_L29	1	119	m	C
05811_p1_L29	2	63	a	C
05811_p1_L29	3	22	r	C
05811_p1_L29	4	24	r	C
05811_p1_L29	5	105	i	M
05811_p1_L29	6	17	q	C
05811_p1_L29	7	83	e	C
05811_p1_L29	8	84	e	C
05811_p1_L29	9	114	l	C
05811_p1_L29	10	82	e	C
05811_p1_L29	11	27	s	C
05811_p1_L29	12	90	f	C
05811_p1_L29	13	22	r	C
05811_p1_L29	14	62	a	C
05811_p1_L29	15	2	n	C
05811_p1_L29	16	72	c	C
05811_p1_L29	17	100	h	I
05811_p1_L29	18	6	o	C
05811_p1_L29	19	51	y	I
05811_p1_L29	20	27	s	C
05811_p1_L30	1	2	n	C
05811_p1_L30	2	83	e	C
05811_p1_L30	3	24	r	M
05811_p1_L30	4	9	o	C
05811_p1_L30	5	2	n	C
05811_p1_L30	6	32	t	C
05811_p1_L30	7	23	r	M
05811_p1_L30	8	3	n	M
05811_p1_L30	9	77	d	C
05811_p1_L30	10	5	n	M
05811_p1_L30	11	102	i	M
05811_p1_L30	12	23	r	C
05811_p1_L30	13	84	e	C
05811_p1_L30	14	29	s	C
05811_p1_L30	15	38	u	C
05811_p1_L30	16	81	e	C
05811_p1_L30	17	2	n	C
05811_p1_L30	18	37	u	C
05811_p1_L30	19	89	f	I
05811_p2_L01	1	121	NULL	C
05811_p2_L01	2	104	i	C
05811_p2_L01	3	58	z	I
05811_p2_L01	4	26	s	C
05811_p2_L01	5	16	q	C
05811_p2_L01	6	36	u	C
05811_p2_L01	7	82	e	C
05811_p2_L01	8	27	s	C
05811_p2_L01	9	64	a	C
05811_p2_L01	10	38	u	C
05811_p2_L01	11	8	o	C
05811_p2_L01	12	37	u	C
05811_p2_L01	13	20	q	M
05811_p2_L01	14	117	m	M
05811_p2_L01	15	84	e	C
05811_p2_L01	16	122	NULL	M
05811_p2_L02	1	78	d	C
05811_p2_L02	2	9	o	M
05811_p2_L02	3	58	z	I
05811_p2_L02	4	69	b	I
05811_p2_L02	5	32	t	C
05811_p2_L02	6	61	a	C
05811_p2_L02	7	2	n	C
05811_p2_L02	8	33	t	C
05811_p2_L02	9	17	q	M
05811_p2_L02	10	58	z	I
05811_p2_L02	11	81	e	C
05811_p2_L02	12	77	d	C
05811_p2_L02	13	8	o	C
05811_p2_L02	14	38	u	C
05811_p2_L02	15	61	a	C
05811_p2_L02	16	2	n	C
05811_p2_L02	17	33	t	C
05811_p2_L02	18	113	l	C
05811_p2_L02	19	85	e	C
05811_p2_L02	20	37	u	C
05811_p2_L02	21	21	r	C
05811_p2_L03	1	64	a	C
05811_p2_L03	2	22	r	C
05811_p2_L03	3	11	p	C
05811_p2_L03	4	38	u	C
05811_p2_L03	5	81	e	C
05811_p2_L03	6	83	e	C
05811_p2_L03	7	38	u	C
05811_p2_L03	8	8	o	C
05811_p2_L03	9	30	s	M
05811_p2_L03	10	29	s	C
05811_p2_L03	11	83	e	M
05811_p2_L03	12	26	s	C
05811_p2_L03	13	31	t	C
05811_p2_L03	14	82	e	C
05811_p2_L03	15	29	s	C
05811_p2_L03	16	12	p	C
05811_p2_L03	17	61	a	C
05811_p2_L03	18	22	r	C
05811_p2_L03	19	31	t	C
05811_p2_L03	20	53	y	I
05811_p2_L04	1	123	l	M
05811_p2_L04	2	81	e	C
05811_p2_L04	3	31	t	C
05811_p2_L04	4	18	q	C
05811_p2_L04	5	37	u	C
05811_p2_L04	6	105	i	C
05811_p2_L04	7	114	l	C
05811_p2_L04	8	57	z	C
05811_p2_L04	9	27	s	C
05811_p2_L04	10	6	o	C
05811_p2_L04	11	102	i	C
05811_p2_L04	12	81	e	C
05811_p2_L04	13	2	n	C
05811_p2_L04	14	31	t	C
05811_p2_L04	15	70	b	I
05811_p2_L04	16	61	a	M
05811_p2_L04	17	113	l	C
05811_p2_L04	18	102	i	M
05811_p2_L05	1	70	b	I
05811_p2_L05	2	83	e	C
05811_p2_L05	3	22	r	C
05811_p2_L05	4	84	e	C
05811_p2_L05	5	98	h	I
05811_p2_L05	6	78	d	C
05811_p2_L05	7	81	e	C
05811_p2_L05	8	38	u	C
05811_p2_L05	9	84	e	C
05811_p2_L05	10	37	u	C
05811_p2_L05	11	27	s	C
05811_p2_L05	12	28	s	C
05811_p2_L05	13	37	u	C
05811_p2_L05	14	102	i	C
05811_p2_L05	15	38	u	C
05811_p2_L05	16	21	r	C
05811_p2_L05	17	81	e	C
05811_p2_L06	1	105	i	C
05811_p2_L06	2	113	l	C
05811_p2_L06	3	94	g	M
05811_p2_L06	4	2	n	C
05811_p2_L06	5	81	e	C
05811_p2_L06	6	114	l	C
05811_p2_L06	7	37	u	C
05811_p2_L06	8	22	r	C
05811_p2_L06	9	21	r	C
05811_p2_L06	10	8	o	C
05811_p2_L06	11	2	n	C
05811_p2_L06	12	31	t	C
05811_p2_L06	13	12	p	C
05811_p2_L06	14	62	a	C
05811_p2_L06	15	20	q	M
05811_p2_L06	16	27	s	C
05811_p2_L06	17	81	e	C
05811_p2_L06	18	22	r	C
05811_p2_L06	19	124	?	U
05811_p2_L07	1	26	s	M
05811_p2_L07	2	62	a	C
05811_p2_L07	3	1	n	M
05811_p2_L07	4	27	s	C
05811_p2_L07	5	74	c	C
05811_p2_L07	6	6	o	C
05811_p2_L07	7	37	u	C
05811_p2_L07	8	21	r	C
05811_p2_L07	9	109	k	I
05811_p2_L07	10	22	r	C
05811_p2_L07	11	16	q	C
05811_p2_L07	12	37	u	C
05811_p2_L07	13	81	e	C
05811_p2_L07	14	113	l	C
05811_p2_L07	15	7	o	M
05811_p2_L07	16	38	u	C
05811_p2_L07	17	81	e	C
05811_p2_L08	1	35	t	M
05811_p2_L08	2	21	r	C
05811_p2_L08	3	61	a	C
05811_p2_L08	4	2	n	C
05811_p2_L08	5	76	d	C
05811_p2_L08	6	79	d	M
05811_p2_L08	7	61	a	M
05811_p2_L08	8	1	n	M
05811_p2_L08	9	94	g	C
05811_p2_L08	10	105	i	C
05811_p2_L08	11	81	e	C
05811_p2_L08	12	21	r	C
05811_p2_L08	13	16	q	C
05811_p2_L08	14	37	u	C
05811_p2_L08	15	102	i	C
05811_p2_L08	16	27	s	C
05811_p2_L08	17	81	e	C
05811_p2_L08	18	22	r	C
05811_p2_L08	19	6	o	M
05811_p2_L09	1	78	d	C
05811_p2_L09	2	8	o	C
05811_p2_L09	3	117	m	M
05811_p2_L09	4	106	k	I
05811_p2_L09	5	61	a	C
05811_p2_L09	6	104	i	C
05811_p2_L09	7	94	g	C
05811_p2_L09	8	81	e	C
05811_p2_L09	9	13	p	C
05811_p2_L09	10	6	o	C
05811_p2_L09	11	38	u	C
05811_p2_L09	12	11	p	C
05811_p2_L09	13	85	e	C
05811_p2_L09	14	37	u	C
05811_p2_L09	15	112	l	C
05811_p2_L09	16	18	q	M
05811_p2_L09	17	82	e	C
05811_p2_L09	18	31	t	C
05811_p2_L10	1	3	n	M
05811_p2_L10	2	8	o	C
05811_p2_L10	3	37	u	C
05811_p2_L10	4	26	s	C
05811_p2_L10	5	37	u	C
05811_p2_L10	6	101	i	C
05811_p2_L10	7	81	e	C
05811_p2_L10	8	11	p	M
05811_p2_L10	9	77	d	C
05811_p2_L10	10	21	r	C
05811_p2_L10	11	6	o	C
05811_p2_L10	12	102	i	C
05811_p2_L10	13	31	t	C
05811_p2_L10	14	116	m	M
05811_p2_L10	15	62	a	C
05811_p2_L10	16	13	p	M
05811_p2_L10	17	01	?	U
05811_p2_L10	18	123	l	M
05811_p2_L11	1	12	p	C
05811_p2_L11	2	20	q	M
05811_p2_L11	3	8	o	C
05811_p2_L11	4	14	p	C
05811_p2_L11	5	9	o	C
05811_p2_L11	6	27	s	C
05811_p2_L11	7	12	p	M
05811_p2_L11	8	1	n	M
05811_p2_L11	9	8	o	C
05811_p2_L11	10	12	p	M
05811_p2_L11	11	105	i	C
05811_p2_L11	12	113	l	C
05811_p2_L11	13	114	l	C
05811_p2_L11	14	81	e	C
05811_p2_L11	15	87	f	C
05811_p2_L11	16	62	a	C
05811_p2_L11	17	37	u	C
05811_p2_L11	18	113	l	C
05811_p2_L11	19	31	t	C
05811_p2_L12	1	22	r	C
05811_p2_L12	2	81	e	C
05811_p2_L12	3	120	m	C
05811_p2_L12	4	82	e	C
05811_p2_L12	5	72	c	C
05811_p2_L12	6	37	u	M
05811_p2_L12	7	22	r	C
05811_p2_L12	8	81	e	C
05811_p2_L12	9	62	a	C
05811_p2_L12	10	76	d	C
05811_p2_L12	11	105	i	C
05811_p2_L12	12	81	e	C
05811_p2_L12	13	30	s	C
05811_p2_L12	14	82	e	C
05811_p2_L12	15	31	t	C
05811_p2_L12	16	26	s	C
05811_p2_L12	17	61	a	C
05811_p2_L13	1	61	a	C
05811_p2_L13	2	105	i	C
05811_p2_L13	3	5	n	M
05811_p2_L13	4	76	d	C
05811_p2_L13	5	81	e	C
05811_p2_L13	6	22	r	C
05811_p2_L13	7	78	d	C
05811_p2_L13	8	37	u	C
05811_p2_L13	9	1	n	M
05811_p2_L13	10	114	l	M
05811_p2_L13	11	101	i	C
05811_p2_L13	12	81	e	C
05811_p2_L13	13	37	u	C
05811_p2_L13	14	112	l	C
05811_p2_L13	15	14	p	M
05811_p2_L13	16	16	q	C
05811_p2_L13	17	70	b	I
05811_p2_L13	18	6	o	C
05811_p2_L13	19	2	n	C
05811_p2_L14	1	12	p	C
05811_p2_L14	2	81	e	C
05811_p2_L14	3	37	u	C
05811_p2_L14	4	112	l	C
05811_p2_L14	5	31	t	C
05811_p2_L14	6	123	l	M
05811_p2_L14	7	130	?	U
05811_p2_L24	5	viij	?	U
05811_p2_L24	7	1574	?	U
05811_p2_L26	1	16	q	M
05811_p2_L26	2	37	u	M
05811_p2_L26	3	61	a	M
05811_p2_L26	4	2	n	M
05811_p2_L26	5	32	t	M
05811_p2_L26	6	63	a	M
05811_p2_L26	7	81	e	M
05811_p2_L26	8	51	y	I
05811_p2_L26	9	3	n	M
05811_p2_L26	10	76	d	M
05811_p2_L26	11	100	h	I
05811_p2_L26	12	6	o	M
05811_p2_L26	13	38	u	M
05811_p2_L26	14	84	e	M
05811_p2_L26	15	4	n	M
05811_p2_L27	1		?	U
05811_p2_L27	2	2	n	M
05811_p2_L27	3	83	e	M
05811_p2_L27	4	2	n	C
05811_p2_L27	5	84	e	M
05811_p2_L27	6	87	f	M
05811_p2_L27	7	64	a	M
05811_p2_L27	8	34	t	M
05811_p2_L27	9	113	l	M
05811_p2_L27	10	77	d	M
05811_p2_L27	11	21	r	M
05811_p2_L27	12	6	o	C
05811_p2_L27	13	38	u	M
05811_p2_L27	14	84	e	C
05811_p2_L27	15	76	d	M
05811_p2_L27	16	85	e	M
05811_p2_L28	1		?	U
05811_p2_L28	2	65	a	M
05811_p2_L28	3	115	l	M
05811_p2_L28	4	114	l	M
05811_p2_L28	5	84	e	C
05811_p2_L28	6	87	f	M
05811_p2_L28	7	64	a	M
05811_p2_L28	8	39	u	M
05811_p2_L28	9	113	l	M
05811_p2_L28	10	77	d	M
05811_p2_L28	11	21	r	C
05811_p2_L28	12	72	c	M
05811_p2_L28	13	8	o	M
05811_p2_L28	14	116	m	M
05811_p2_L28	15	118	m	M
05811_p2_L28	16	82	e	M
05811_p2_L29	1		?	U
05811_p2_L29	2	37	u	M
05811_p2_L29	3	27	s	M
05811_p2_L29	4	28	s	M
05811_p2_L29	5	51	y	I
05811_p2_L29	6	104	i	M
05811_p2_L29	7	81	e	M
05811_p2_L29	8	85	e	M
05811_p2_L29	9	82	e	M
05811_p2_L29	10	22	r	M
05811_p2_L29	11	6	o	M
05811_p2_L29	12	105	i	M
05811_p2_L29	13	27	s	M
05811_p2_L30	1		?	U
05811_p2_L30	2	6	o	M
05811_p2_L30	3	27	s	C
05811_p2_L30	4	82	e	M
05811_p2_L30	5	12	p	M
05811_p2_L30	6	113	l	M
05811_p2_L30	7	37	u	M
05811_p2_L30	8	26	s	M
05811_p2_L30	9	92	g	M
05811_p2_L30	10	23	r	M
05811_p2_L30	11	61	a	M
05811_p2_L30	12	2	n	M
05811_p2_L30	13	77	d	M
05811_p2_L30	14	81	e	M
05811_p2_L31	1		?	U
05811_p2_L31	2	101	i	M
05811_p2_L31	3	27	s	C
05811_p2_L31	4	2	n	M
05811_p2_L31	5	8	o	M
05811_p2_L31	6	58	z	I
05811_p2_L31	7	87	f	M
05811_p2_L31	8	7	o	M
05811_p2_L31	9	28	s	M
05811_p2_L31	10	71	c	M
05811_p2_L31	11	82	e	M
05811_p2_L31	12	27	s	M
05811_p2_L31	13	2	n	C
05811_p2_L31	14	77	d	M
05811_p2_L31	15	82	e	M
05811_p2_L32	1		?	U
05811_p2_L32	2	101	i	M
05811_p2_L32	3	27	s	M
05811_p2_L32	4	31	t	M
05811_p2_L32	5	62	a	M
