line	briefnr	page	index	token
4613_p1_L07	4613	p1	23	102?
4613_p1_L07	4613	p1	24	21
4613_p1_L07	4613	p1	25	85
4613_p1_L07	4613	p1	26	30
4613_p1_L07	4613	p1	27	17
4613_p1_L07	4613	p1	28	36
4613_p1_L07	4613	p1	29	61
4613_p1_L07	4613	p1	30	37
4613_p1_L07	4613	p1	31	8
4613_p1_L07	4613	p1	32	2
4613_p1_L07	4613	p1	33	29
4613_p1_L07	4613	p1	34	21
4613_p1_L07	4613	p1	35	82
4613_p1_L07	4613	p1	36	71
4613_p1_L07	4613	p1	37	83
4613_p1_L07	4613	p1	38	79
4613_p1_L07	4613	p1	39	ii
4613_p1_L07	4613	p1	40	63
4613_p1_L07	4613	p1	41	26?
4613_p1_L08	4613	p1	1	96
4613_p1_L08	4613	p1	2	9
4613_p1_L08	4613	p1	3	118
4613_p1_L08	4613	p1	4	85
4613_p1_L08	4613	p1	5	113
4613_p1_L08	4613	p1	6	84
4613_p1_L08	4613	p1	7	19
4613_p1_L08	4613	p1	8	37
4613_p1_L08	4613	p1	9	82
4613_p1_L08	4613	p1	10	112
4613_p1_L08	4613	p1	11	62
4613_p1_L08	4613	p1	12	85
4613_p1_L08	4613	p1	13	40
4613_p1_L08	4613	p1	14	iii
4613_p1_L08	4613	p1	15	64
4613_p1_L08	4613	p1	16	28
4613_p1_L08	4613	p1	17	72
4613_p1_L08	4613	p1	18	96
4613_p1_L08	4613	p1	19	65
4613_p1_L08	4613	p1	20	21
4613_p1_L08	4613	p1	21	9?
4613_p1_L08	4613	p1	22	76
4613_p1_L08	4613	p1	23	82
4613_p1_L08	4613	p1	24	112
4613_p1_L08	4613	p1	25	65
4613_p1_L08	4613	p1	26	312
4613_p1_L08	4613	p1	27	218
4613_p1_L08	4613	p1	28	=pour
4613_p1_L08	4613	p1	29	=autant
4613_p1_L08	4613	p1	30	=nous
4613_p1_L08	4613	p1	31	=Nous
4613_p1_L08	4613	p1	32	=faisions?
4613_p1_L08	4613	p1	33	=dun?
4613_p1_L08	4613	p1	34	=bon?
4613_p1_L08	4613	p1	35	=Clement?
4613_p1_L08	4613	p1	36	6
4613_p1_L08	4613	p1	37	92
4613_p1_L09	4613	p1	1	2
4613_p1_L09	4613	p1	2	6
4613_p1_L09	4613	p1	3	37
4613_p1_L09	4613	p1	4	26
4613_p1_L09	4613	p1	5	118
4613_p1_L09	4613	p1	6	62
4613_p1_L09	4613	p1	7	2
4613_p1_L09	4613	p1	8	78
4613_p1_L09	4613	p1	9	81
4613_p1_L09	4613	p1	10	22/79
4613_p1_L09	4613	p1	11	8
4613_p1_L09	4613	p1	12	27
4613_p1_L09	4613	p1	13	31
4613_p1_L09	4613	p1	14	23
4613_p1_L09	4613	p1	15	82
4613_p1_L09	4613	p1	16	55
4613_p1_L09	4613	p1	17	80
4613_p1_L09	4613	p1	18	36
4613_p1_L09	4613	p1	19	107
4613_p1_L09	4613	p1	20	20
4613_p1_L09	4613	p1	21	82
4613_p1_L09	4613	p1	22	22?
4613_p1_L10	4613	p1	1	21
4613_p1_L10	4613	p1	2	81
4613_p1_L10	4613	p1	3	70
4613_p1_L10	4613	p1	4	19
4613_p1_L10	4613	p1	5	111
4613_p1_L10	4613	p1	6	36
4613_p1_L10	4613	p1	7	32
4613_p1_L10	4613	p1	8	105
4613_p1_L10	4613	p1	9	9
4613_p1_L10	4613	p1	10	5/29
4613_p1_L10	4613	p1	11	38
4613_p1_L10	4613	p1	12	24
4613_p1_L10	4613	p1	13	34
4613_p1_L10	4613	p1	14	10
4613_p1_L10	4613	p1	15	40
4613_p1_L10	4613	p1	16	35
4613_p1_L10	4613	p1	17	61
4613_p1_L10	4613	p1	18	79
4613_p1_L10	4613	p1	19	12
4613_p1_L10	4613	p1	20	112
4613_p1_L10	4613	p1	21	36
4613_p1_L10	4613	p1	22	26?
4613_p1_L11	4613	p1	1	31
4613_p1_L11	4613	p1	2	6
4613_p1_L11	4613	p1	3	26
4613_p1_L11	4613	p1	4	32
4613_p1_L11	4613	p1	5	16
4613_p1_L11	4613	p1	6	40
4613_p1_L11	4613	p1	7	102
4613_p1_L11	4613	p1	8	96
4613_p1_L11	4613	p1	9	62
4613_p1_L11	4613	p1	10	103
4613_p1_L11	4613	p1	11	28
4613_p1_L11	4613	p1	12	82
4613_p1_L11	4613	p1	13	71
4613_p1_L11	4613	p1	14	83
4613_p1_L11	4613	p1	15	15
4613_p1_L11	4613	p1	16	9
4613_p1_L11	4613	p1	17	38
4613_p1_L11	4613	p1	18	112
4613_p1_L11	4613	p1	19	22
4613_p1_L11	4613	p1	20	62
4613_p1_L11	4613	p1	21	=refuign?
4613_p1_L12	4613	p1	1	=nous
4613_p1_L12	4613	p1	2	2
4613_p1_L12	4613	p1	3	83
4613_p1_L12	4613	p1	4	14
4613_p1_L12	4613	p1	5	65
4613_p1_L12	4613	p1	6	24
4613_p1_L12	4613	p1	7	76
4613_p1_L12	4613	p1	8	8
4613_p1_L12	4613	p1	9	4
4613_p1_L12	4613	p1	10	27
4613_p1_L12	4613	p1	11	13
4613_p1_L12	4613	p1	12	62
4613_p1_L12	4613	p1	13	28
4613_p1_L12	4613	p1	14	113
4613_p1_L12	4613	p1	15	85
4613_p1_L12	4613	p1	16	31
4613_p1_L12	4613	p1	17	84
4613_p1_L12	4613	p1	18	119
4613_p1_L12	4613	p1	19	12
4613_p1_L12	4613	p1	20	28?
4613_p1_L13	4613	p1	1	iii
4613_p1_L13	4613	p1	2	83
4613_p1_L13	4613	p1	3	20
4613_p1_L13	4613	p1	4	40
4613_p1_L13	4613	p1	5	82
4613_p1_L13	4613	p1	6	112
4613_p1_L13	4613	p1	7	8
4613_p1_L13	4613	p1	8	26
4613_p1_L13	4613	p1	9	31
4613_p1_L13	4613	p1	10	66
4613_p1_L13	4613	p1	11	101
4613_p1_L13	4613	p1	12	85
4613_p1_L13	4613	p1	13	5
4613_p1_L13	4613	p1	14	72
4613_p1_L13	4613	p1	15	6
4613_p1_L13	4613	p1	16	40
4613_p1_L13	4613	p1	17	25
4613_p1_L13	4613	p1	18	34?
4613_p1_L13	4613	p1	19	=quant
4613_p1_L13	4613	p1	20	=nous
4613_p1_L14	4613	p1	1	90
4613_p1_L14	4613	p1	2	21
4613_p1_L14	4613	p1	3	61
4613_p1_L14	4613	p1	4	1
4613_p1_L14	4613	p1	5	71
4613_p1_L14	4613	p1	6	6
4613_p1_L14	4613	p1	7	101
4613_p1_L14	4613	p1	8	35
4613_p1_L14	4613	p1	9	2
4613_p1_L14	4613	p1	10	7
4613_p1_L14	4613	p1	11	37
4613_p1_L14	4613	p1	12	26
4613_p1_L14	4613	p1	13	62
4613_p1_L14	4613	p1	14	29
4613_p1_L14	4613	p1	15	8
4613_p1_L14	4613	p1	16	7
4613_p1_L14	4613	p1	17	30?
4613_p1_L14	4613	p1	18	76
4613_p1_L14	4613	p1	19	81
4613_p1_L14	4613	p1	20	4
4613_p1_L14	4613	p1	21	9
4613_p1_L14	4613	p1	22	39
4613_p1_L14	4613	p1	23	83
4613_p1_L14	4613	p1	24	111
4613_p1_L14	4613	p1	25	114
4613_p1_L14	4613	p1	26	34
4613_p1_L14	4613	p1	27	16
4613_p1_L14	4613	p1	28	35
4613_p1_L14	4613	p1	29	102
4613_p1_L14	4613	p1	30	123
4613_p1_L14	4613	p1	31	57
4613_p1_L14	4613	p1	32	28
4613_p1_L14	4613	p1	33	82
4613_p1_L14	4613	p1	34	21
4613_p1_L14	4613	p1	35	22
4613_p1_L14	4613	p1	36	6
4613_p1_L14	4613	p1	37	1
4613_p1_L14	4613	p1	38	31
4613_p1_L15	4613	p1	1	60?
4613_p1_L15	4613	p1	2	102?
4613_p1_L15	4613	p1	3	81
4613_p1_L15	4613	p1	4	2
4613_p1_L15	4613	p1	5	36
4613_p1_L15	4613	p1	6	7
4613_p1_L15	4613	p1	7	26
4613_p1_L15	4613	p1	8	32/30
4613_p1_L15	4613	p1	9	40
4613_p1_L15	4613	p1	10	25
4613_p1_L15	4613	p1	11	111
4613_p1_L15	4613	p1	12	61
4613_p1_L15	4613	p1	13	120
4613_p1_L15	4613	p1	14	85
4613_p1_L15	4613	p1	15	30
4613_p1_L15	4613	p1	16	27
4613_p1_L15	4613	p1	17	82
4613_p1_L15	4613	p1	18	111
4613_p1_L15	4613	p1	19	112
4613_p1_L15	4613	p1	20	84?
4613_p1_L16	4613	p1	1	81
4613_p1_L16	4613	p1	2	33
4613_p1_L16	4613	p1	3	104
4613_p1_L16	4613	p1	4	112
4613_p1_L16	4613	p1	5	81
4613_p1_L16	4613	p1	6	62
4613_p1_L16	4613	p1	7	16
4613_p1_L16	4613	p1	8	36
4613_p1_L16	4613	p1	9	101
4613_p1_L16	4613	p1	10	2
4613_p1_L16	4613	p1	11	56
4613_p1_L16	4613	p1	12	82
4613_p1_L16	4613	p1	13	73
4613_p1_L16	4613	p1	14	83
4613_p1_L16	4613	p1	15	5
4613_p1_L16	4613	p1	16	32
4613_p1_L16	4613	p1	17	339
4613_p1_L16	4613	p1	18	81
4613_p1_L16	4613	p1	19	32
4613_p1_L16	4613	p1	20	33
4613_p1_L16	4613	p1	21	21
4613_p1_L16	4613	p1	22	6?
4613_p1_L17	4613	p1	1	105
4613_p1_L17	4613	p1	2	26
4613_p1_L17	4613	p1	3	72
4613_p1_L17	4613	p1	4	82
4613_p1_L17	4613	p1	5	5
4613_p1_L17	4613	p1	6	34
4613_p1_L17	4613	p1	7	338
4613_p1_L17	4613	p1	8	2
4613_p1_L17	4613	p1	9	6
4613_p1_L17	4613	p1	10	30
4613_p1_L17	4613	p1	11	20
4613_p1_L17	4613	p1	12	81
4613_p1_L17	4613	p1	13	27
4613_p1_L17	4613	p1	14	12
4613_p1_L17	4613	p1	15	83
4613_p1_L17	4613	p1	16	21
4613_p1_L17	4613	p1	17	6
4613_p1_L17	4613	p1	18	1
4613_p1_L17	4613	p1	19	28
4613_p1_L17	4613	p1	20	60?
4613_p1_L18	4613	p1	1	26
4613_p1_L18	4613	p1	2	82
4613_p1_L18	4613	p1	3	22
4613_p1_L18	4613	p1	4	10
4613_p1_L18	4613	p1	5	5
4613_p1_L18	4613	p1	6	61?
4613_p1_L18	4613	p1	7	86
4613_p1_L18	4613	p1	8	62
4613_p1_L18	4613	p1	9	101
4613_p1_L18	4613	p1	10	112
4613_p1_L18	4613	p1	11	103
4613_p1_L18	4613	p1	12	92
4613_p1_L18	4613	p1	13	21
4613_p1_L18	4613	p1	14	92
4613_p1_L18	4613	p1	15	31
4613_p1_L18	4613	p1	16	102
4613_p1_L18	4613	p1	17	23
4613_p1_L18	4613	p1	18	83
4613_p1_L18	4613	p1	19	23
4613_p1_L19	4613	p1	1	=autrement?
4613_p1_L19	4613	p1	2	=et?
4613_p1_L19	4613	p1	3	82
4613_p1_L19	4613	p1	4	3
4613_p1_L19	4613	p1	5	261?
4613_p1_L19	4613	p1	6	76
4613_p1_L19	4613	p1	7	63
4613_p1_L19	4613	p1	8	33
4613_p1_L19	4613	p1	9	15
4613_p1_L19	4613	p1	10	21
4613_p1_L19	4613	p1	11	81
4613_p1_L19	4613	p1	12	77
4613_p1_L19	4613	p1	13	85
4613_p1_L19	4613	p1	14	112
4613_p1_L19	4613	p1	15	61
4613_p1_L19	4613	p1	16	312
4613_p1_L19	4613	p1	17	273/62
4613_p1_L20	4613	p1	1	40?
4613_p1_L20	4613	p1	2	30?
4613_p1_L20	4613	p1	3	82
4613_p1_L20	4613	p1	4	16
4613_p1_L20	4613	p1	5	36
4613_p1_L20	4613	p1	6	81
4613_p1_L20	4613	p1	7	112
4613_p1_L20	4613	p1	8	81
4613_p1_L20	4613	p1	9	26
4613_p1_L20	4613	p1	10	96
4613_p1_L20	4613	p1	11	6
4613_p1_L20	4613	p1	12	39
4613_p1_L20	4613	p1	13	21
4613_p1_L20	4613	p1	14	62
4613_p1_L20	4613	p1	15	92
4613_p1_L20	4613	p1	16	83
4613_p1_L20	4613	p1	17	27
4613_p1_L20	4613	p1	18	cc?
4613_p1_L20	4613	p1	19	347
4613_p1_L20	4613	p1	20	=nous
4613_p1_L21	4613	p1	1	71
4613_p1_L21	4613	p1	2	62
4613_p1_L21	4613	p1	3	39
4613_p1_L21	4613	p1	4	26?
4613_p1_L21	4613	p1	5	6
4613_p1_L21	4613	p1	6	2
4613_p1_L21	4613	p1	7	32?
4613_p1_L21	4613	p1	8	71
4613_p1_L21	4613	p1	9	71
4613_p1_L21	4613	p1	10	118
4613_p1_L21	4613	p1	11	119
4613_p1_L21	4613	p1	12	81
4613_p1_L21	4613	p1	13	3
4613_p1_L21	4613	p1	14	72
4613_p1_L21	4613	p1	15	83
4613_p1_L21	4613	p1	16	90
4613_p1_L21	4613	p1	17	6
4613_p1_L21	4613	p1	18	21
4613_p1_L21	4613	p1	19	30
4613_p1_L21	4613	p1	20	51?
4613_p1_L21	4613	p1	21	88
4613_p1_L21	4613	p1	22	62
4613_p1_L21	4613	p1	23	101
4613_p1_L21	4613	p1	24	111
4613_p1_L21	4613	p1	25	101
4613_p1_L21	4613	p1	26	81
4613_p1_L22	4613	p1	1	21
4613_p1_L22	4613	p1	2	=et?
4613_p1_L22	4613	p1	3	62
4613_p1_L22	4613	p1	4	26
4613_p1_L22	4613	p1	5	6
4613_p1_L22	4613	p1	6	2
4613_p1_L22	4613	p1	7	26
4613_p1_L22	4613	p1	8	112
4613_p1_L22	4613	p1	9	7
4613_p1_L22	4613	p1	10	91
4613_p1_L22	4613	p1	11	82
4613_p1_L22	4613	p1	12	2
4613_p1_L22	4613	p1	13	8
4613_p1_L22	4613	p1	14	40
4613_p1_L22	4613	p1	15	30
4613_p1_L22	4613	p1	16	94
4613_p1_L22	4613	p1	17	81
4613_p1_L22	4613	p1	18	3
4613_p1_L22	4613	p1	19	27
4613_p1_L22	4613	p1	20	101
4613_p1_L22	4613	p1	21	71
4613_p1_L22	4613	p1	22	51
4613_p1_L22	4613	p1	23	62?
4613_p1_L23	4613	p1	1	102
4613_p1_L23	4613	p1	2	83
4613_p1_L23	4613	p1	3	4
4613_p1_L23	4613	p1	4	32
4613_p1_L23	4613	p1	5	8
4613_p1_L23	4613	p1	6	39
4613_p1_L23	4613	p1	7	24
4613_p1_L23	4613	p1	8	76
4613_p1_L23	4613	p1	9	81/41
4613_p1_L23	4613	p1	10	82
4613_p1_L23	4613	p1	11	31
4613_p1_L23	4613	p1	12	96
4613_p1_L23	4613	p1	13	83
4613_p1_L23	4613	p1	14	128/82
4613_p1_L23	4613	p1	15	33
4613_p1_L23	4613	p1	16	73
4613_p1_L23	4613	p1	17	61
4613_p1_L23	4613	p1	18	21
4613_p1_L23	4613	p1	19	31?
4613_p1_L24	4613	p1	1	113
4613_p1_L24	4613	p1	2	50
4613_p1_L24	4613	p1	3	84
4613_p1_L24	4613	p1	4	33
4613_p1_L24	4613	p1	5	115
4613_p1_L24	4613	p1	6	61
4613_p1_L24	4613	p1	7	65
4613_p1_L24	4613	p1	8	36
4613_p1_L24	4613	p1	9	12
4613_p1_L24	4613	p1	10	21
4613_p1_L24	4613	p1	11	81
4613_p1_L24	4613	p1	12	27
4613_p1_L24	4613	p1	13	=Nous
4613_p1_L24	4613	p1	14	=Nous
4613_p1_L24	4613	p1	15	=pourrions?
4613_p1_L24	4613	p1	16	=aussi?
4613_p1_L25	4613	p1	1	=que
4613_p1_L25	4613	p1	2	=nous
4613_p1_L25	4613	p1	3	=puissions
4613_p1_L25	4613	p1	4	=avoir
4613_p1_L25	4613	p1	5	=de
4613_p1_L25	4613	p1	6	=vous
4613_p1_L25	4613	p1	7	=nouvelles
4613_p1_L25	4613	p1	8	=ou
4613_p1_L25	4613	p1	9	=si
4613_p1_L25	4613	p1	10	=tost
4613_p1_L25	4613	p1	11	=que
4613_p1_L25	4613	p1	12	=faire
4613_p1_L25	4613	p1	13	=se
4613_p1_L25	4613	p1	14	=pourra
4613_p1_L25	4613	p1	15	=ferons
4613_p1_L25	4613	p1	16	=à
4613_p1_L25	4613	p1	17	=la
4613_p1_L25	4613	p1	18	=fin
4613_p1_L25	4613	p1	19	=priant
4613_p1_L25	4613	p1	20	=le
4613_p1_L25	4613	p1	21	=Createur
4613_p1_L25	4613	p1	22	=vous
4613_p1_L25	4613	p1	23	=Donner
4613_p1_L26	4613	p1	1	=Mon
4613_p1_L26	4613	p1	2	=signieur
4613_p1_L26	4613	p1	3	=Sa
4613_p1_L26	4613	p1	4	=Saincte
4613_p1_L26	4613	p1	5	=grace
4613_p1_L26	4613	p1	6	=se
4613_p1_L26	4613	p1	7	=fera
4613_p1_L26	4613	p1	8	=mi?
4613_p1_L26	4613	p1	9	=Camp
4613_p1_L26	4613	p1	10	=de
4613_p1_L26	4613	p1	11	=Carbes?
4613_p1_L26	4613	p1	12	=ce
4613_p1_L26	4613	p1	13	=25
4613_p1_L26	4613	p1	14	=de
4613_p1_L26	4613	p1	15	=Mars
4613_p1_L26	4613	p1	16	=l'an
4613_p1_L26	4613	p1	17	=1574
4615_p1_L04	4615	p1	1	=Mon
4615_p1_L04	4615	p1	2	=signieur
4615_p1_L04	4615	p1	3	=de
4615_p1_L04	4615	p1	4	=puis
4615_p1_L04	4615	p1	5	=nostre
4615_p1_L04	4615	p1	6	=Dermier?
4615_p1_L04	4615	p1	7	=nous
4615_p1_L04	4615	p1	8	=auons
4615_p1_L04	4615	p1	9	121
4615_p1_L04	4615	p1	10	132
4615_p1_L04	4615	p1	11	31
4615_p1_L04	4615	p1	12	22
4615_p1_L04	4615	p1	13	61
4615_p1_L04	4615	p1	14	71
4615_p1_L04	4615	p1	15	32
4615_p1_L04	4615	p1	16	81
4615_p1_L04	4615	p1	17	121
4615_p1_L05	4615	p1	1	62
4615_p1_L05	4615	p1	2	36
4615_p1_L05	4615	p1	3	82
4615_p1_L05	4615	p1	4	72
4615_p1_L05	4615	p1	5	1
4615_p1_L05	4615	p1	6	6
4615_p1_L05	4615	p1	7	37
4615_p1_L05	4615	p1	8	26
4615_p1_L05	4615	p1	9	337
4615_p1_L05	4615	p1	10	121
4615_p1_L05	4615	p1	11	141
4615_p1_L05	4615	p1	12	116
4615_p1_L05	4615	p1	13	62
4615_p1_L05	4615	p1	14	101
4615_p1_L05	4615	p1	15	22
4615_p1_L05	4615	p1	16	107
4615_p1_L05	4615	p1	17	93
4615_p1_L05	4615	p1	18	78
4615_p1_L05	4615	p1	19	7
4615_p1_L05	4615	p1	20	51
4615_p1_L05	4615	p1	21	85?
4615_p1_L06	4615	p1	1	16
4615_p1_L06	4615	p1	2	40
4615_p1_L06	4615	p1	3	85
4615_p1_L06	4615	p1	4	111
4615_p1_L06	4615	p1	5	63
4615_p1_L06	4615	p1	6	12
4615_p1_L06	4615	p1	7	112
4615_p1_L06	4615	p1	8	39
4615_p1_L06	4615	p1	9	23
4615_p1_L06	4615	p1	10	91
4615_p1_L06	4615	p1	11	21
4615_p1_L06	4615	p1	12	64
4615_p1_L06	4615	p1	13	3
4615_p1_L06	4615	p1	14	76
4615_p1_L06	4615	p1	15	81
4615_p1_L06	4615	p1	16	13
4615_p1_L06	4615	p1	17	64
4615_p1_L06	4615	p1	18	22
4615_p1_L06	4615	p1	19	73
4615_p1_L06	4615	p1	20	107
4615_p1_L06	4615	p1	21	93
4615_p1_L06	4615	p1	22	71?
4615_p1_L07	4615	p1	1	82
4615_p1_L07	4615	p1	2	4
4615_p1_L07	4615	p1	3	21
4615_p1_L07	4615	p1	4	85
4615_p1_L07	4615	p1	5	31
4615_p1_L07	4615	p1	6	8
4615_p1_L07	4615	p1	7	37
4615_p1_L07	4615	p1	8	24
4615_p1_L07	4615	p1	9	5
4615_p1_L07	4615	p1	10	81
4615_p1_L07	4615	p1	11	77
4615_p1_L07	4615	p1	12	83
4615_p1_L07	4615	p1	13	87
4615_p1_L07	4615	p1	14	61
4615_p1_L07	4615	p1	15	72
4615_p1_L07	4615	p1	16	9
4615_p1_L07	4615	p1	17	4
4615_p1_L07	4615	p1	18	11?
4615_p1_L07	4615	p1	19	78
4615_p1_L07	4615	p1	20	81
4615_p1_L07	4615	p1	21	2
4615_p1_L07	4615	p1	22	6
4615_p1_L07	4615	p1	23	40
4615_p1_L07	4615	p1	24	27?
4615_p1_L08	4615	p1	1	84
4615_p1_L08	4615	p1	2	28
4615_p1_L08	4615	p1	3	37
4615_p1_L08	4615	p1	4	13
4615_p1_L08	4615	p1	5	8
4615_p1_L08	4615	p1	6	27
4615_p1_L08	4615	p1	7	30
4615_p1_L08	4615	p1	8	102
4615_p1_L08	4615	p1	9	66
4615_p1_L08	4615	p1	10	113
4615_p1_L08	4615	p1	11	82
4615_p1_L08	4615	p1	12	79
4615_p1_L08	4615	p1	13	81
4615_p1_L08	4615	p1	14	76
4615_p1_L08	4615	p1	15	83
4615_p1_L08	4615	p1	16	117
4615_p1_L08	4615	p1	17	8
4615_p1_L08	4615	p1	18	25
4615_p1_L08	4615	p1	19	82
4615_p1_L08	4615	p1	20	21
4615_p1_L08	4615	p1	21	121
4615_p1_L08	4615	p1	22	132
4615_p1_L08	4615	p1	23	12?
4615_p1_L09	4615	p1	1	15
4615_p1_L09	4615	p1	2	114
4615_p1_L09	4615	p1	3	36
4615_p1_L09	4615	p1	4	28
4615_p1_L09	4615	p1	5	115
4615_p1_L09	4615	p1	6	10
4615_p1_L09	4615	p1	7	5
4615_p1_L09	4615	p1	8	94
4615_p1_L09	4615	p1	9	31
4615_p1_L09	4615	p1	10	81
4615_p1_L09	4615	p1	11	120
4615_p1_L09	4615	p1	12	19
4615_p1_L09	4615	p1	13	26
4615_p1_L09	4615	p1	14	82
4615_p1_L09	4615	p1	15	3
4615_p1_L09	4615	p1	16	74
4615_p1_L09	4615	p1	17	83
4615_p1_L09	4615	p1	18	28
4615_p1_L09	4615	p1	19	34
