sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
c2a_01_011	c2a	1	11	445	20	20	33	1.435	0.870	-0.283	
c2a_01_012	c2a	1	12	476	18	27	34	1.478	1.174	-0.348	
c2a_01_013	c2a	1	13	520	33	17	19	0.826	0.739	-0.022	c2a_01_m0017|c2a_01_m0022
c2a_01_014	c2a	1	14	554	38	20	13	0.565	0.870	0.065	c2a_01_m0018|c2a_01_m0019
c2a_01_015	c2a	1	15	575	34	14	18	0.783	0.609	0.000	c2a_01_m0012|c2a_01_m0013
c2a_01_016	c2a	1	16	598	22	23	27	1.174	1.000	-0.326	
c2a_01_017	c2a	1	17	634	28	21	23	1.000	0.913	-0.152	
c2a_01_018	c2a	1	18	660	26	17	24	1.043	0.739	-0.217	c2a_01_m0010
c2a_01_019	c2a	1	19	693	11	21	41	1.783	0.913	-0.500	
c2a_01_020	c2a	1	20	729	35	10	14	0.609	0.435	-0.043	c2a_01_m0020
c2a_01_021	c2a	1	21	740	36	10	16	0.696	0.435	0.043	
c2a_01_022	c2a	1	22	758	30	13	14	0.609	0.565	-0.261	c2a_01_m0021
c2a_01_023	c2a	1	23	779	76	19	7	0.304	0.826	1.587	c2a_01_m0004
c2a_01_024	c2a	1	24	786	20	41	30	1.304	1.783	-0.348	c2a_01_m0005
c2a_01_025	c2a	1	25	831	23	25	27	1.174	1.087	-0.283	
c2a_01_026	c2a	1	26	870	40	10	11	0.478	0.435	0.109	c2a_01_m0025
c2a_01_027	c2a	1	27	877	0	52	13	0.565	2.261	-1.587	c2a_01_m0023|c2a_01_m0026
c2a_01_028	c2a	1	28	891	35	12	17	0.739	0.522	0.022	
c2a_01_029	c2a	1	29	917	28	16	23	1.000	0.696	-0.152	c2a_01_m0014
c2a_01_030	c2a	1	30	941	29	20	27	1.174	0.870	-0.022	
c2a_01_031	c2a	1	31	964	18	19	33	1.435	0.826	-0.370	c2a_01_m0006
c2a_01_032	c2a	1	32	987	25	12	24	1.043	0.522	-0.261	
c2a_01_033	c2a	1	33	999	40	9	10	0.435	0.391	0.087	
c2a_01_034	c2a	1	34	1046	26	6	50	2.174	0.261	0.348	c2a_01_m0007|c2a_01_m0008|c2a_01_m0011
c2a_02_001	c2a	2	1	203	81	51	54	2.348	2.217	-0.609	c2a_02_m0031
c2a_02_002	c2a	2	2	269	108	19	25	1.087	0.826	-0.065	
c2a_02_003	c2a	2	3	293	110	19	19	0.826	0.826	-0.109	
c2a_02_004	c2a	2	4	318	111	29	20	0.870	1.261	-0.043	
c2a_02_005	c2a	2	5	354	113	25	18	0.783	1.087	0.000	c2a_02_m0032|c2a_02_m0035
c2a_02_006	c2a	2	6	388	107	20	24	1.043	0.870	-0.130	
c2a_02_007	c2a	2	7	421	108	23	21	0.913	1.000	-0.152	
c2a_02_008	c2a	2	8	450	105	34	24	1.043	1.478	-0.217	c2a_02_m0029
c2a_02_009	c2a	2	9	492	84	30	49	2.130	1.304	-0.587	
c2a_02_010	c2a	2	10	537	82	27	51	2.217	1.174	-0.630	
c2a_02_011	c2a	2	11	579	93	42	40	1.739	1.826	-0.391	c2a_02_m0034
c2a_02_012	c2a	2	12	625	109	12	21	0.913	0.522	-0.109	
c2a_02_013	c2a	2	13	643	108	18	31	1.348	0.783	0.065	
c2a_02_014	c2a	2	14	672	106	20	27	1.174	0.870	-0.109	
c2a_02_015	c2a	2	15	697	105	8	23	1.000	0.348	-0.239	
c2a_02_016	c2a	2	16	712	104	22	22	0.957	0.957	-0.304	
c2a_02_017	c2a	2	17	736	122	8	11	0.478	0.348	0.239	
c2a_02_018	c2a	2	18	754	99	32	34	1.478	1.391	-0.261	
c2a_02_019	c2a	2	19	792	108	23	23	1.000	1.000	-0.109	
c2a_02_020	c2a	2	20	818	100	20	28	1.217	0.870	-0.348	
c2a_02_021	c2a	2	21	841	110	17	17	0.739	0.739	-0.152	c2a_02_m0030
c2a_02_022	c2a	2	22	863	108	18	21	0.913	0.783	-0.152	
c2a_02_023	c2a	2	23	889	108	20	20	0.870	0.870	-0.174	
c2a_02_024	c2a	2	24	911	118	6	7	0.304	0.261	-0.022	
c2a_02_025	c2a	2	25	926	98	20	35	1.522	0.870	-0.283	
c2a_02_026	c2a	2	26	953	93	23	35	1.522	1.000	-0.500	
c2a_02_027	c2a	2	27	989	100	30	30	1.304	1.304	-0.304	
c2a_02_028	c2a	2	28	1047	119	5	41	1.783	0.217	0.761	c2a_02_m0027|c2a_02_m0028|c2a_02_m0033|c2a_02_m0036
c2a_03_001	c2a	3	1	206	164	75	75	3.261	3.261	0.543	c2a_03_m0038|c2a_03_m0044|c2a_03_m0045
c2a_03_002	c2a	3	2	289	179	32	34	1.478	1.391	0.304	
c2a_03_003	c2a	3	3	326	184	18	31	1.348	0.783	0.457	
c2a_03_004	c2a	3	4	352	180	29	27	1.174	1.261	0.196	
c2a_03_005	c2a	3	5	391	177	20	29	1.261	0.870	0.109	
c2a_03_006	c2a	3	6	420	182	16	24	1.043	0.696	0.217	c2a_03_m0047
c2a_03_007	c2a	3	7	441	175	16	38	1.652	0.696	0.217	
c2a_03_008	c2a	3	8	464	181	29	25	1.087	1.261	0.196	
c2a_03_009	c2a	3	9	499	181	17	33	1.435	0.739	0.370	
c2a_03_010	c2a	3	10	527	168	30	35	1.522	1.304	-0.152	
c2a_03_011	c2a	3	11	567	179	17	23	1.000	0.739	0.065	
c2a_03_012	c2a	3	12	592	184	16	20	0.870	0.696	0.217	
c2a_03_013	c2a	3	13	618	180	16	21	0.913	0.696	0.065	
c2a_03_014	c2a	3	14	644	176	25	28	1.217	1.087	0.043	c2a_03_m0039
c2a_03_015	c2a	3	15	680	175	21	26	1.130	0.913	-0.043	
c2a_03_016	c2a	3	16	707	178	20	25	1.087	0.870	0.065	
c2a_03_017	c2a	3	17	736	178	30	22	0.957	1.304	0.000	
c2a_03_018	c2a	3	18	773	183	24	20	0.870	1.043	0.174	
c2a_03_019	c2a	3	19	805	182	5	7	0.304	0.217	-0.152	
c2a_03_020	c2a	3	20	813	183	12	19	0.826	0.522	0.152	c2a_03_m0040
c2a_03_021	c2a	3	21	838	176	26	26	1.130	1.130	0.000	
c2a_03_022	c2a	3	22	862	196	9	8	0.348	0.391	0.478	
c2a_03_023	c2a	3	23	884	181	21	23	1.000	0.913	0.152	
c2a_03_024	c2a	3	24	918	184	18	20	0.870	0.783	0.217	
c2a_03_025	c2a	3	25	946	178	31	27	1.174	1.348	0.109	c2a_03_m0041|c2a_03_m0042|c2a_03_m0043
c2a_03_026	c2a	3	26	1035	183	17	67	2.913	0.739	1.196	c2a_03_m0037|c2a_03_m0046|c2a_03_m0048
c2a_04_001	c2a	4	1	126	250	5	16	0.696	0.217	-0.130	c2a_04_m0050|c2a_04_m0051|c2a_04_m0052
c2a_04_002	c2a	4	2	167	240	7	28	1.217	0.304	-0.304	
c2a_04_003	c2a	4	3	174	252	4	32	1.391	0.174	0.304	
c2a_04_004	c2a	4	4	305	275	7	8	0.348	0.304	0.783	
c2a_04_005	c2a	4	5	346	268	15	21	0.913	0.652	0.761	
c2a_04_006	c2a	4	6	385	254	17	25	1.087	0.739	0.239	
c2a_04_007	c2a	4	7	406	254	19	23	1.000	0.826	0.196	
c2a_04_008	c2a	4	8	433	256	33	23	1.000	1.435	0.283	
c2a_04_009	c2a	4	9	472	254	25	26	1.130	1.087	0.261	c2a_04_m0049
c2a_04_010	c2a	4	10	501	251	27	30	1.304	1.174	0.217	
c2a_04_011	c2a	4	11	532	250	25	31	1.348	1.087	0.196	
c2a_04_012	c2a	4	12	567	251	25	29	1.261	1.087	0.196	
c2a_04_013	c2a	4	13	612	254	29	25	1.087	1.261	0.239	
c2a_04_014	c2a	4	14	648	245	18	38	1.652	0.783	0.130	
c2a_04_015	c2a	4	15	674	253	19	27	1.174	0.826	0.239	
c2a_04_016	c2a	4	16	691	262	14	9	0.391	0.609	0.239	
c2a_04_017	c2a	4	17	716	253	43	20	0.870	1.870	0.087	
c2a_04_018	c2a	4	18	768	245	21	31	1.348	0.913	-0.022	
c2a_04_019	c2a	4	19	804	248	16	31	1.348	0.696	0.109	
c2a_04_020	c2a	4	20	829	253	16	27	1.174	0.696	0.239	
c2a_04_021	c2a	4	21	844	261	6	8	0.348	0.261	0.174	
c2a_04_022	c2a	4	22	865	254	23	28	1.217	1.000	0.304	
c2a_04_023	c2a	4	23	895	252	28	30	1.304	1.217	0.261	
c2a_04_024	c2a	4	24	934	253	36	26	1.130	1.565	0.217	
c2a_04_025	c2a	4	25	984	251	8	25	1.087	0.348	0.109	
c2a_04_026	c2a	4	26	994	251	11	26	1.130	0.478	0.130	
c2a_04_027	c2a	4	27	1049	254	3	45	1.957	0.130	0.674	
c2a_05_001	c2a	5	1	99	376	9	11	0.478	0.391	1.543	
c2a_05_002	c2a	5	2	146	349	22	47	2.043	0.957	1.152	
c2a_05_003	c2a	5	3	169	365	9	38	1.652	0.391	1.652	
c2a_05_004	c2a	5	4	242	356	6	9	0.391	0.261	0.630	
c2a_05_005	c2a	5	5	245	315	43	48	2.087	1.870	-0.304	
c2a_05_006	c2a	5	6	297	326	22	24	1.043	0.957	-0.348	
c2a_05_007	c2a	5	7	318	337	14	16	0.696	0.609	-0.043	
c2a_05_008	c2a	5	8	342	327	30	26	1.130	1.304	-0.261	
c2a_05_009	c2a	5	9	383	333	19	26	1.130	0.826	0.000	
c2a_05_010	c2a	5	10	411	332	17	23	1.000	0.739	-0.109	
c2a_05_011	c2a	5	11	435	331	17	23	1.000	0.739	-0.152	
c2a_05_012	c2a	5	12	456	347	5	8	0.348	0.217	0.217	
c2a_05_013	c2a	5	13	462	346	7	10	0.435	0.304	0.217	
c2a_05_014	c2a	5	14	476	329	19	26	1.130	0.826	-0.174	c2a_05_m0057
c2a_05_015	c2a	5	15	509	339	14	15	0.652	0.609	0.022	c2a_05_m0061
c2a_05_016	c2a	5	16	525	345	7	7	0.304	0.304	0.109	
c2a_05_017	c2a	5	17	543	332	19	21	0.913	0.826	-0.152	
c2a_05_018	c2a	5	18	567	332	26	22	0.957	1.130	-0.130	
c2a_05_019	c2a	5	19	598	332	12	21	0.913	0.522	-0.152	c2a_05_m0058
c2a_05_020	c2a	5	20	617	331	18	24	1.043	0.783	-0.130	
c2a_05_021	c2a	5	21	641	329	33	23	1.000	1.435	-0.239	
c2a_05_022	c2a	5	22	680	332	23	21	0.913	1.000	-0.152	
c2a_05_023	c2a	5	23	704	329	25	22	0.957	1.087	-0.261	
c2a_05_024	c2a	5	24	737	330	23	24	1.043	1.000	-0.174	
c2a_05_025	c2a	5	25	775	339	29	17	0.739	1.261	0.065	c2a_05_m0059
c2a_05_026	c2a	5	26	812	332	16	24	1.043	0.696	-0.087	c2a_05_m0056
c2a_05_027	c2a	5	27	835	320	20	40	1.739	0.870	-0.261	
c2a_05_028	c2a	5	28	862	330	36	26	1.130	1.565	-0.130	
c2a_05_029	c2a	5	29	914	323	17	29	1.261	0.739	-0.370	
c2a_05_030	c2a	5	30	926	323	15	28	1.217	0.652	-0.391	
c2a_05_031	c2a	5	31	950	362	5	14	0.609	0.217	1.000	c2a_05_m0062
c2a_05_032	c2a	5	32	965	314	20	33	1.435	0.870	-0.674	c2a_05_m0054
c2a_05_033	c2a	5	33	996	326	19	24	1.043	0.826	-0.348	c2a_05_m0055
c2a_05_034	c2a	5	34	1049	345	3	15	0.652	0.130	0.283	c2a_05_m0053|c2a_05_m0060
c2a_06_001	c2a	6	1	74	406	10	22	0.957	0.435	-0.217	c2a_06_m0068
c2a_06_002	c2a	6	2	163	400	10	21	0.913	0.435	-0.500	c2a_06_m0069|c2a_06_m0073
c2a_06_003	c2a	6	3	168	394	28	34	1.478	1.217	-0.478	c2a_06_m0063|c2a_06_m0074
c2a_06_004	c2a	6	4	202	405	3	15	0.652	0.130	-0.413	
c2a_06_005	c2a	6	5	250	390	31	48	2.087	1.348	-0.348	
c2a_06_006	c2a	6	6	289	405	21	26	1.130	0.913	-0.174	c2a_06_m0065
c2a_06_007	c2a	6	7	317	398	27	31	1.348	1.174	-0.370	
c2a_06_008	c2a	6	8	347	414	15	17	0.739	0.652	0.022	
c2a_06_009	c2a	6	9	364	412	13	19	0.826	0.565	-0.022	c2a_06_m0067|c2a_06_m0072
c2a_06_010	c2a	6	10	385	387	21	42	1.826	0.913	-0.609	
c2a_06_011	c2a	6	11	415	399	31	32	1.391	1.348	-0.304	
c2a_06_012	c2a	6	12	448	403	21	29	1.261	0.913	-0.196	
c2a_06_013	c2a	6	13	472	406	29	25	1.087	1.261	-0.152	
c2a_06_014	c2a	6	14	506	407	19	26	1.130	0.826	-0.087	
c2a_06_015	c2a	6	15	531	408	24	24	1.043	1.043	-0.087	
c2a_06_016	c2a	6	16	564	404	19	25	1.087	0.826	-0.239	
c2a_06_017	c2a	6	17	587	398	20	42	1.826	0.870	-0.130	
c2a_06_018	c2a	6	18	613	403	26	28	1.217	1.130	-0.217	
c2a_06_019	c2a	6	19	646	404	30	26	1.130	1.304	-0.217	
c2a_06_020	c2a	6	20	686	399	18	31	1.348	0.783	-0.326	
c2a_06_021	c2a	6	21	698	400	20	29	1.261	0.870	-0.326	
c2a_06_022	c2a	6	22	712	405	18	14	0.609	0.783	-0.435	
c2a_06_023	c2a	6	23	737	417	19	15	0.652	0.826	0.109	c2a_06_m0070|c2a_06_m0071
c2a_06_024	c2a	6	24	776	399	24	30	1.304	1.043	-0.348	c2a_06_m0064
c2a_06_025	c2a	6	25	816	405	23	23	1.000	1.000	-0.239	
c2a_06_026	c2a	6	26	847	402	21	26	1.130	0.913	-0.304	c2a_06_m0066
c2a_06_027	c2a	6	27	878	376	25	61	2.652	1.087	-0.674	
c2a_06_028	c2a	6	28	901	403	21	26	1.130	0.913	-0.261	
c2a_06_029	c2a	6	29	924	406	16	22	0.957	0.696	-0.217	c2a_06_m0075
c2a_06_030	c2a	6	30	946	408	21	33	1.435	0.913	0.109	
c2a_06_031	c2a	6	31	969	402	32	31	1.348	1.391	-0.196	
c2a_07_001	c2a	7	1	52	490	19	22	0.957	0.826	0.087	
c2a_07_002	c2a	7	2	79	478	38	32	1.391	1.652	-0.217	
c2a_07_003	c2a	7	3	129	484	20	26	1.130	0.870	-0.087	
c2a_07_004	c2a	7	4	152	486	23	22	0.957	1.000	-0.087	
c2a_07_005	c2a	7	5	179	502	7	9	0.391	0.304	0.326	
c2a_07_006	c2a	7	6	191	479	21	27	1.174	0.913	-0.283	
c2a_07_007	c2a	7	7	217	490	18	21	0.913	0.783	0.065	
c2a_07_008	c2a	7	8	238	475	24	43	1.870	1.043	-0.109	
c2a_07_009	c2a	7	9	273	483	15	24	1.043	0.652	-0.174	
c2a_07_010	c2a	7	10	294	479	33	30	1.304	1.435	-0.217	
c2a_07_011	c2a	7	11	335	487	32	23	1.000	1.391	-0.022	
c2a_07_012	c2a	7	12	372	485	21	30	1.304	0.913	0.043	
c2a_07_013	c2a	7	13	401	473	36	36	1.565	1.565	-0.348	
c2a_07_014	c2a	7	14	444	485	18	24	1.043	0.783	-0.087	
c2a_07_015	c2a	7	15	470	478	32	30	1.304	1.391	-0.261	
c2a_07_016	c2a	7	16	503	480	41	31	1.348	1.783	-0.152	
c2a_07_017	c2a	7	17	555	450	30	59	2.565	1.304	-0.848	
c2a_07_018	c2a	7	18	588	486	28	24	1.043	1.217	-0.043	
c2a_07_019	c2a	7	19	614	488	14	19	0.826	0.609	-0.065	
c2a_07_020	c2a	7	20	639	483	20	22	0.957	0.870	-0.217	
c2a_07_021	c2a	7	21	660	482	21	25	1.087	0.913	-0.196	c2a_07_m0076
c2a_07_022	c2a	7	22	691	481	27	25	1.087	1.174	-0.239	
c2a_07_023	c2a	7	23	724	483	20	24	1.043	0.870	-0.174	
c2a_07_024	c2a	7	24	756	479	25	28	1.217	1.087	-0.261	
c2a_07_025	c2a	7	25	786	485	24	22	0.957	1.043	-0.130	
c2a_07_026	c2a	7	26	816	481	22	25	1.087	0.957	-0.239	
c2a_07_027	c2a	7	27	844	475	21	36	1.565	0.913	-0.261	
c2a_07_028	c2a	7	28	874	480	32	27	1.174	1.391	-0.239	
c2a_07_029	c2a	7	29	909	482	16	24	1.043	0.696	-0.217	
c2a_07_030	c2a	7	30	927	480	25	28	1.217	1.087	-0.217	
c2a_07_031	c2a	7	31	962	479	32	30	1.304	1.391	-0.217	
c2a_07_032	c2a	7	32	1048	511	4	9	0.391	0.174	0.717	c2a_07_m0077
c2a_08_001	c2a	8	1	2	554	44	9	0.391	1.913	-0.761	
c2a_08_002	c2a	8	2	60	566	8	22	0.957	0.348	0.043	c2a_08_m0090
