mid	page	line	x	y	w	h	rh	rw	sid
c2b_02_m0026	c2b	2	762	106	10	4	0.160	0.400	c2b_02_016
c2b_02_m0027	c2b	2	902	107	6	2	0.080	0.240	c2b_02_020
c2b_02_m0028	c2b	2	19	108	32	4	0.160	1.280	c2b_02_001
c2b_02_m0029	c2b	2	228	108	12	5	0.200	0.480	c2b_02_004
c2b_02_m0030	c2b	2	508	109	4	6	0.240	0.160	c2b_02_007
c2b_02_m0031	c2b	2	740	112	21	6	0.240	0.840	c2b_02_015
c2b_02_m0032	c2b	2	936	112	34	7	0.280	1.360	c2b_02_022
c2b_02_m0033	c2b	2	623	115	7	10	0.400	0.280	c2b_02_012
c2b_02_m0034	c2b	2	935	117	37	8	0.320	1.480	c2b_02_022
c2b_03_m0035	c2b	3	701	170	13	13	0.520	0.520	c2b_03_020
c2b_03_m0036	c2b	3	542	182	8	6	0.240	0.320	c2b_03_015
c2b_03_m0037	c2b	3	322	185	5	9	0.360	0.200	c2b_03_009
c2b_03_m0038	c2b	3	328	184	5	9	0.360	0.200	c2b_03_009
c2b_03_m0039	c2b	3	335	184	5	7	0.280	0.200	c2b_03_009
c2b_03_m0040	c2b	3	354	185	7	9	0.360	0.280	c2b_03_010
c2b_03_m0041	c2b	3	1004	184	11	13	0.520	0.440	c2b_03_030
c2b_03_m0042	c2b	3	960	186	30	5	0.200	1.200	c2b_03_028
c2b_03_m0043	c2b	3	1029	192	26	4	0.160	1.040	c2b_03_030
c2b_04_m0044	c2b	4	963	247	7	8	0.320	0.280	c2b_04_025
c2b_04_m0045	c2b	4	775	249	18	13	0.520	0.720	c2b_04_020
c2b_04_m0046	c2b	4	842	249	9	11	0.440	0.360	c2b_04_022
c2b_04_m0047	c2b	4	429	250	16	12	0.480	0.640	c2b_04_010
c2b_04_m0048	c2b	4	507	250	6	10	0.400	0.240	c2b_04_012
c2b_04_m0049	c2b	4	849	250	8	13	0.520	0.320	c2b_04_022
c2b_04_m0050	c2b	4	312	253	13	12	0.480	0.520	c2b_04_007
c2b_04_m0051	c2b	4	207	255	20	10	0.400	0.800	c2b_04_005
c2b_04_m0052	c2b	4	609	255	6	8	0.320	0.240	c2b_04_015
c2b_05_m0053	c2b	5	989	324	6	8	0.320	0.240	c2b_05_019
c2b_06_m0054	c2b	6	899	396	13	11	0.440	0.520	c2b_06_024
c2b_06_m0055	c2b	6	1017	397	7	6	0.240	0.280	c2b_06_029
c2b_06_m0056	c2b	6	256	398	5	7	0.280	0.200	c2b_06_006
c2b_06_m0057	c2b	6	581	401	5	7	0.280	0.200	c2b_06_015
c2b_06_m0058	c2b	6	700	400	5	6	0.240	0.200	c2b_06_017
c2b_06_m0059	c2b	6	992	403	37	13	0.520	1.480	c2b_06_029
c2b_06_m0060	c2b	6	510	404	5	7	0.280	0.200	c2b_06_013
c2b_06_m0061	c2b	6	934	406	10	11	0.440	0.400	c2b_06_025
c2b_06_m0062	c2b	6	925	409	9	8	0.320	0.360	c2b_06_025
c2b_07_m0063	c2b	7	1078	465	17	4	0.160	0.680	c2b_07_026
c2b_07_m0064	c2b	7	759	470	8	13	0.520	0.320	c2b_07_017
c2b_07_m0065	c2b	7	916	473	7	10	0.400	0.280	c2b_07_023
c2b_07_m0066	c2b	7	940	472	6	11	0.440	0.240	c2b_07_023
c2b_07_m0067	c2b	7	652	475	12	13	0.520	0.480	c2b_07_015
c2b_07_m0068	c2b	7	220	477	4	5	0.200	0.160	c2b_07_002
c2b_07_m0069	c2b	7	613	478	12	13	0.520	0.480	c2b_07_014
c2b_07_m0070	c2b	7	780	483	34	11	0.440	1.360	c2b_07_018
c2b_08_m0071	c2b	8	602	542	6	9	0.360	0.240	c2b_08_012
c2b_08_m0072	c2b	8	611	542	2	7	0.280	0.080	c2b_08_012
c2b_08_m0073	c2b	8	289	544	9	8	0.320	0.360	c2b_08_001
c2b_08_m0074	c2b	8	499	553	6	12	0.480	0.240	c2b_08_007
c2b_08_m0075	c2b	8	371	555	6	7	0.280	0.240	c2b_08_003
c2b_08_m0076	c2b	8	721	554	3	4	0.160	0.120	c2b_08_013
c2b_08_m0077	c2b	8	713	560	3	4	0.160	0.120	c2b_08_013
c2b_09_m0078	c2b	9	112	615	4	3	0.120	0.160	c2b_09_004
c2b_09_m0079	c2b	9	620	616	7	12	0.480	0.280	c2b_09_008
c2b_09_m0080	c2b	9	597	624	6	8	0.320	0.240	c2b_09_008
c2b_09_m0081	c2b	9	222	630	4	4	0.160	0.160	c2b_09_007
c2b_09_m0082	c2b	9	622	632	11	13	0.520	0.440	c2b_09_008
c2b_09_m0083	c2b	9	134	634	7	7	0.280	0.280	c2b_09_005
c3_01_m0001	c3	1	955	4	2	7	0.318	0.091	c3_01_035
c3_01_m0002	c3	1	311	38	4	6	0.273	0.182	c3_01_010
c3_01_m0003	c3	1	393	38	10	9	0.409	0.455	c3_01_013
c3_01_m0004	c3	1	417	39	29	12	0.545	1.318	c3_01_014
c3_01_m0005	c3	1	812	38	5	5	0.227	0.227	c3_01_027
c3_01_m0006	c3	1	217	40	11	10	0.455	0.500	c3_01_007
c3_01_m0007	c3	1	275	41	8	7	0.318	0.364	c3_01_009
c3_01_m0008	c3	1	494	42	5	4	0.182	0.227	c3_01_016
c3_01_m0009	c3	1	656	44	6	8	0.364	0.273	c3_01_021
c3_01_m0010	c3	1	845	44	9	8	0.364	0.409	c3_01_029
c3_01_m0011	c3	1	953	46	4	2	0.091	0.182	c3_01_035
c3_01_m0012	c3	1	598	52	13	3	0.136	0.591	c3_01_019
c3_02_m0013	c3	2	876	91	8	11	0.500	0.364	c3_02_032
c3_02_m0014	c3	2	950	94	5	5	0.227	0.227	c3_02_033
c3_02_m0015	c3	2	681	98	6	9	0.409	0.273	c3_02_026
c3_02_m0016	c3	2	569	103	10	12	0.545	0.455	c3_02_022
c3_02_m0017	c3	2	103	105	10	4	0.182	0.455	c3_02_003
c3_02_m0018	c3	2	122	108	30	9	0.409	1.364	c3_02_004
c3_02_m0019	c3	2	436	108	5	5	0.227	0.227	c3_02_016
c3_02_m0020	c3	2	402	110	19	10	0.455	0.864	c3_02_015
c3_02_m0021	c3	2	953	110	2	10	0.455	0.091	c3_02_033
c3_03_m0022	c3	3	209	161	10	9	0.409	0.455	c3_03_006
c3_03_m0023	c3	3	897	161	5	9	0.409	0.227	c3_03_031
c3_03_m0024	c3	3	773	163	7	9	0.409	0.318	c3_03_027
c3_03_m0025	c3	3	237	166	5	7	0.318	0.227	c3_03_007
c3_03_m0026	c3	3	741	170	17	11	0.500	0.773	c3_03_026
c3_03_m0027	c3	3	571	179	21	4	0.182	0.955	c3_03_019
c3_04_m0028	c3	4	147	223	11	11	0.500	0.500	c3_04_005
c3_04_m0029	c3	4	338	223	10	9	0.409	0.455	c3_04_013
c3_04_m0030	c3	4	716	223	7	8	0.364	0.318	c3_04_018
c3_04_m0031	c3	4	666	234	5	5	0.227	0.227	c3_04_018
c3_04_m0032	c3	4	694	235	6	5	0.227	0.273	c3_04_018
c4a_01_m0001	c4a	1	604	0	20	10	0.345	0.690	c4a_01_012
c4a_01_m0002	c4a	1	677	21	8	5	0.172	0.276	c4a_01_014
c4a_01_m0003	c4a	1	701	29	12	8	0.276	0.414	c4a_01_014
c4a_01_m0004	c4a	1	548	30	8	9	0.310	0.276	c4a_01_010
c4a_02_m0005	c4a	2	451	100	6	6	0.207	0.207	c4a_02_004
c4a_02_m0006	c4a	2	472	100	4	5	0.172	0.138	c4a_02_005
c4a_02_m0007	c4a	2	698	100	7	8	0.276	0.241	c4a_02_012
c4a_02_m0008	c4a	2	500	103	10	10	0.345	0.345	c4a_02_006
c4a_03_m0009	c4a	3	697	172	9	8	0.276	0.310	c4a_03_012
c4a_03_m0010	c4a	3	453	180	4	7	0.241	0.138	c4a_03_004
c4a_03_m0011	c4a	3	973	182	5	4	0.138	0.172	c4a_03_013
c4a_04_m0012	c4a	4	417	256	8	6	0.207	0.276	c4a_04_004
c4a_05_m0013	c4a	5	536	325	6	11	0.379	0.207	c4a_05_007
c4a_05_m0014	c4a	5	343	329	12	10	0.345	0.414	c4a_05_001
c4a_05_m0015	c4a	5	480	335	6	11	0.379	0.207	c4a_05_005
c4a_05_m0016	c4a	5	612	336	31	14	0.483	1.069	c4a_05_010
c4a_05_m0017	c4a	5	369	339	19	6	0.207	0.655	c4a_05_002
c4a_05_m0018	c4a	5	394	338	7	9	0.310	0.241	c4a_05_003
c4a_05_m0019	c4a	5	565	339	32	11	0.379	1.103	c4a_05_008
c4a_06_m0020	c4a	6	513	397	7	8	0.276	0.241	c4a_06_007
c4a_06_m0021	c4a	6	529	399	6	7	0.241	0.207	c4a_06_008
c4a_07_m0022	c4a	7	497	480	8	8	0.276	0.276	c4a_07_006
c4a_07_m0023	c4a	7	379	488	20	5	0.172	0.690	c4a_07_002
c4a_08_m0024	c4a	8	473	554	6	8	0.276	0.207	c4a_08_006
c4a_08_m0025	c4a	8	1005	555	5	5	0.172	0.172	c4a_08_017
c4a_08_m0026	c4a	8	669	563	17	6	0.207	0.586	c4a_08_013
c4a_10_m0027	c4a	10	539	697	5	5	0.172	0.172	c4a_10_007
c4a_10_m0028	c4a	10	493	698	7	9	0.310	0.241	c4a_10_005
c4a_10_m0029	c4a	10	775	700	8	8	0.276	0.276	c4a_10_013
c4a_10_m0030	c4a	10	799	701	5	8	0.276	0.172	c4a_10_014
c4a_11_m0031	c4a	11	775	773	11	3	0.103	0.379	c4a_11_007
c4a_11_m0032	c4a	11	818	775	13	4	0.138	0.448	c4a_11_008
c4a_11_m0033	c4a	11	966	774	11	4	0.138	0.379	c4a_11_011
c4a_11_m0034	c4a	11	1027	779	7	3	0.103	0.241	c4a_11_011
c4a_11_m0035	c4a	11	792	781	6	3	0.103	0.207	c4a_11_007
c4a_11_m0036	c4a	11	724	784	9	3	0.103	0.310	c4a_11_007
c4a_11_m0037	c4a	11	738	784	8	2	0.069	0.276	c4a_11_007
c4a_11_m0038	c4a	11	806	793	6	6	0.207	0.207	c4a_11_008
c4a_12_m0039	c4a	12	639	848	8	10	0.345	0.276	c4a_12_009
c4a_12_m0040	c4a	12	279	852	9	4	0.138	0.310	c4a_12_001
c4a_12_m0041	c4a	12	883	852	7	7	0.241	0.241	c4a_12_018
c4a_12_m0042	c4a	12	648	855	8	9	0.310	0.276	c4a_12_009
c4a_12_m0043	c4a	12	470	866	26	10	0.345	0.897	c4a_12_005
c4a_13_m0044	c4a	13	751	925	5	7	0.241	0.172	c4a_13_012
