id	kind	cluster	dist
c2a_17_013	sign	13	4.891
c2a_17_014	sign	2	5.029
c2a_17_015	sign	40	6.033
c2a_17_016	sign	24	3.811
c2a_17_017	sign	6	5.580
c2a_17_018	sign	11	5.232
c2a_17_019	sign	6	5.911
c2a_17_020	sign	20	5.380
c2a_17_021	sign	45	4.657
c2a_17_022	sign	45	3.082
c2a_17_023	sign	23	7.052
c2a_17_024	sign	63	5.441
c2a_17_025	sign	36	6.152
c2a_17_026	sign	4	3.259
c2a_17_027	sign	0	4.804
c2a_17_028	sign	32	6.270
c2a_17_029	sign	60	5.971
c2a_17_030	sign	32	7.543
c2a_17_031	sign	15	3.076
c2b_01_001	sign	22	5.578
c2b_01_002	sign	38	5.006
c2b_01_003	sign	65	5.132
c2b_01_004	sign	26	7.532
c2b_01_005	sign	22	4.753
c2b_01_006	sign	86	3.383
c2b_01_007	sign	29	7.241
c2b_01_008	sign	12	4.313
c2b_01_009	sign	12	4.748
c2b_01_010	sign	68	5.466
c2b_01_011	sign	61	3.574
c2b_01_012	sign	51	3.627
c2b_01_013	sign	25	4.532
c2b_01_014	sign	65	4.624
c2b_01_015	sign	87	5.297
c2b_01_016	sign	38	5.550
c2b_01_017	sign	26	7.141
c2b_01_018	sign	73	5.914
c2b_01_019	sign	29	5.498
c2b_01_020	sign	25	4.156
c2b_01_021	sign	34	3.203
c2b_01_022	sign	59	5.034
c2b_01_023	sign	48	6.153
c2b_01_024	sign	53	5.948
c2b_01_025	sign	45	5.073
c2b_01_026	sign	77	3.967
c2b_01_027	sign	47	4.829
c2b_01_028	sign	7	5.230
c2b_01_029	sign	39	5.890
c2b_01_030	sign	65	5.092
c2b_01_031	sign	3	4.365
c2b_01_032	sign	12	4.169
c2b_01_033	sign	13	4.432
c2b_01_034	sign	44	5.614
c2b_01_035	sign	82	6.137
c2b_01_036	sign	24	5.424
c2b_01_037	sign	51	3.113
c2b_02_001	sign	75	5.592
c2b_02_002	sign	57	4.362
c2b_02_003	sign	43	5.526
c2b_02_004	sign	41	6.157
c2b_02_005	sign	29	7.011
c2b_02_006	sign	40	5.556
c2b_02_007	sign	4	4.737
c2b_02_008	sign	23	4.191
c2b_02_009	sign	45	3.576
c2b_02_010	sign	88	5.924
c2b_02_011	sign	7	4.966
c2b_02_012	sign	29	4.993
c2b_02_013	sign	38	7.459
c2b_02_014	sign	26	5.260
c2b_02_015	sign	5	3.361
c2b_02_016	sign	7	6.149
c2b_02_017	sign	13	4.911
c2b_02_018	sign	53	5.462
c2b_02_019	sign	31	5.208
c2b_02_020	sign	4	3.275
c2b_02_021	sign	55	3.811
c2b_02_022	sign	10	3.927
c2b_02_023	sign	55	4.616
c2b_02_024	sign	88	5.465
c2b_02_025	sign	32	5.395
c2b_02_026	sign	50	6.476
c2b_03_001	sign	30	5.885
c2b_03_002	sign	14	5.077
c2b_03_003	sign	13	6.711
c2b_03_004	sign	40	4.021
c2b_03_005	sign	14	4.557
c2b_03_006	sign	51	4.030
c2b_03_007	sign	13	6.259
c2b_03_008	sign	42	4.540
c2b_03_009	sign	25	5.854
c2b_03_010	sign	22	5.136
c2b_03_011	sign	78	3.925
c2b_03_012	sign	16	5.432
c2b_03_013	sign	22	4.357
c2b_03_014	sign	23	4.336
c2b_03_015	sign	37	5.754
c2b_03_016	sign	7	4.928
c2b_03_017	sign	21	6.293
c2b_03_018	sign	26	6.614
c2b_03_019	sign	39	6.864
c2b_03_020	sign	59	4.740
c2b_03_021	sign	44	5.855
c2b_03_022	sign	7	4.546
c2b_03_023	sign	69	4.182
c2b_03_024	sign	70	4.484
c2b_03_025	sign	66	4.551
c2b_03_026	sign	19	5.371
c2b_03_027	sign	55	4.274
c2b_03_028	sign	18	4.128
c2b_03_029	sign	80	4.746
c2b_03_030	sign	2	6.248
c2b_03_031	sign	23	5.031
c2b_04_001	sign	19	4.680
c2b_04_002	sign	32	4.601
c2b_04_003	sign	89	4.289
c2b_04_004	sign	25	4.631
c2b_04_005	sign	40	6.204
c2b_04_006	sign	31	4.248
c2b_04_007	sign	46	6.423
c2b_04_008	sign	77	4.641
c2b_04_009	sign	30	5.953
c2b_04_010	sign	59	3.310
c2b_04_011	sign	88	5.343
c2b_04_012	sign	47	3.937
c2b_04_013	sign	31	5.449
c2b_04_014	sign	75	6.758
c2b_04_015	sign	47	3.026
c2b_04_016	sign	66	4.630
c2b_04_017	sign	70	4.787
c2b_04_018	sign	77	3.222
c2b_04_019	sign	41	6.447
c2b_04_020	sign	42	5.881
c2b_04_021	sign	52	4.799
c2b_04_022	sign	59	3.670
c2b_04_023	sign	19	4.760
c2b_04_024	sign	31	4.782
c2b_04_025	sign	28	2.945
c2b_04_026	sign	0	4.255
c2b_04_027	sign	30	5.100
c2b_04_028	sign	33	5.359
c2b_05_001	sign	76	5.490
c2b_05_002	sign	76	4.611
c2b_05_003	sign	77	4.377
c2b_05_004	sign	9	6.697
c2b_05_005	sign	27	3.694
c2b_05_006	sign	86	4.667
c2b_05_007	sign	49	5.641
c2b_05_008	sign	24	5.114
c2b_05_009	sign	24	5.089
c2b_05_010	sign	69	3.785
c2b_05_011	sign	58	4.931
c2b_05_012	sign	66	5.732
c2b_05_013	sign	29	5.721
c2b_05_014	sign	89	5.499
c2b_05_015	sign	36	5.533
c2b_05_016	sign	2	4.875
c2b_05_017	sign	2	5.254
c2b_05_018	sign	42	4.473
c2b_05_019	sign	84	3.419
c2b_05_020	sign	5	4.216
c2b_05_021	sign	38	5.576
c2b_05_022	sign	37	7.532
c2b_05_023	sign	51	3.507
