pos	sign
708	u005
709	u078
710	u027
711	u004
712	u000
713	u006
714	u037
715	u068
716	u108
717	u057
718	u000
719	u002
