page	line	idx	token	doubt
f137r	11	12	t92	0
f137r	11	13	s117	0
f137r	11	14	s8	0
f137r	11	15	f213	0
f137r	12	1	n85	0
f137r	12	2	c153	0
f137r	12	3	t30	0
f137r	12	4	n90	0
f137r	12	5	s235	0
f137r	12	6	m29	0
f137r	12	7	e72	0
f137r	12	8	t152	0
f137r	12	9	t30	0
f137r	12	10	n8	0
f137r	12	11	q13	0
f137r	12	12	L27	0
f137r	12	13	d158	1
f137r	12	14	m213	0
f137r	13	1	t163	0
f137r	13	2	p282	0
f137r	13	3	n9	0
f137r	13	4	q21	0
f137r	13	5	b114	0
f137r	13	6	a314	0
f137r	13	7	i10	0
f137r	13	8	y15	0
f137r	13	9	f57	0
f137r	13	10	n57	0
f137r	13	11	r41	0
f137r	13	12	i29	0
f137r	13	13	t164	0
f137r	13	14	f4	0
f137r	14	1	p3	0
f137r	14	2	b57	0
f137r	14	3	i249	0
f137r	14	4	m7	0
f137r	14	5	q18	0
f137r	14	6	b32	0
f137r	14	7	s116	0
f137r	14	8	m6	0
f137r	14	9	b29	0
f137r	14	10	b76	0
f137r	14	11	t89	0
f137r	14	12	t30	0
f137r	14	13	c208	0
f137r	14	14	n84	0
f137r	14	15	s292	0
f137r	15	1	e25	0
f137r	15	2	f15	0
f137r	15	3	d35	0
f137r	15	4	L10	0
f137r	15	5	v192	0
f137r	15	6	y15	0
f137r	15	7	p150	0
f137r	15	8	p149	0
f137r	15	9	m107	0
f137r	15	10	n90	0
f137r	15	11	f10	0
f137r	15	12	a127	0
f137r	15	13	p308	0
f137r	15	14	s9	0
f137r	15	15	e75	0
f137r	16	1	i100	0
f137r	16	2	t157	0
f137r	16	3	m170	0
f137r	16	4	s267	1
f137r	16	5	i100	0
f137r	16	6	q49	0
f137r	16	7	n38	0
f137r	16	8	a152	0
f137r	16	9	d10	0
f137r	16	10	L10	0
f137r	16	11	c235	0
f137r	16	12	d270	0
f137r	16	13	b8	0
f137r	16	14	d246	0
f137r	17	1	o72	0
f137r	17	2	f6	0
f137r	17	3	m170	0
f137r	17	4	i100	0
f137r	17	5	s217	0
f137r	17	6	d78	0
f137r	17	7	i58	0
f137r	17	8	y15	0
f137r	17	9	s80	0
f137r	17	10	c136	0
f137r	17	11	b7	0
f137r	17	12	d245	0
f137r	17	13	m170	0
f137r	17	14	p246	0
f137r	18	1	e143	0
f137r	18	2	m107	0
f137r	18	3	i100	0
f137r	18	4	o106	0
f137r	18	5	p149	0
f137r	18	6	p102	1
f137r	18	7	t163	0
f137r	18	8	n9	0
f137r	18	9	y16	0
f137r	18	10	v247	0
f137r	18	11	o18	0
f137r	18	12	L27	0
f137r	18	13	q13	0
f137r	18	14	p282	0
f137r	19	1	i10	0
f137r	19	2	s330	0
f137r	19	3	r41	0
f137r	19	4	L10	0
f137r	19	5	v166	0
f137r	19	6	m172	0
f137r	19	7	b73	0
f137r	19	8	z8	0
f137r	19	9	y15	0
f137r	19	10	e118	0
f137r	19	11	z9	0
f137r	19	12	r41	0
f137r	19	13	c109	0
f137r	19	14	n106	0
f137r	19	15	c170	0
f137r	20	1	i100	0
f137r	20	2	c320	0
f137r	20	3	s6	0
f137r	20	4	m211	0
f137r	20	5	m140	0
f137r	20	6	n38	0
f137r	20	7	s9	0
f137r	20	8	y17	0
f137r	20	9	p149	0
f137r	20	10	c234	0
f137r	20	11	s7	0
f137r	20	12	i100	0
f137r	20	13	e159	0
f137r	20	14	d78	0
f137r	21	1	c170	0
f137r	21	2	o119	0
f137r	21	3	e25	0
f137r	21	4	d9	0
f137r	21	5	o8	0
f137r	21	6	g10	0
f137r	21	7	f9	0
f137r	21	8	p292	0
f137r	21	9	d29	1
f137r	21	10	b80	0
f137r	21	11	m9	0
f137r	21	12	s2	0
f137r	21	13	n38	0
f137r	21	14	s291	0
f137r	21	15	e72	0
f137r	22	1	c227	0
f137r	22	2	s10	0
f137r	22	3	n6	0
f137r	22	4	b57	0
f137r	22	5	e7	0
f137r	22	6	c10	0
f137r	22	7	f6	0
f137r	22	8	m140	0
f137r	22	9	t89	0
f137r	22	10	f2	1
f137r	22	11	b4	1
f137r	22	12	b152	1
f137r	22	13	s138	0
f137r	22	14	i246	0
f137r	22	15	s233	0
f137r	23	1	c170	0
f137r	23	2	m107	0
f137r	23	3	n38	0
f137r	23	4	b224	0
f137r	23	5	s139	0
f137r	23	6	n86	0
f137r	23	7	d10	0
f137r	23	8	r41	0
f137r	23	9	d137	0
f137r	23	10	c325	0
f137r	23	11	d205	0
f137r	23	12	z7	0
f137r	23	13	n9	0
f137r	23	14	c170	0
f137r	23	15	s10	0
f137r	24	1	n6	0
f137r	24	2	d37	0
f137r	24	3	c148	0
f137r	24	4	c170	0
f137r	24	5	n89	0
f137r	24	6	m170	0
f137r	24	7	t152	0
f137r	24	8	c10	0
f137r	24	9	n86	0
f137r	24	10	b246	0
f137r	24	11	q10	0
f137r	24	12	y14	0
f137r	24	13	c170	0
f137r	25	1	d47	0
f137r	25	2	m7	0
f137r	25	3	s191	0
f137r	25	4	d282	0
f137r	25	5	e75	0
f137r	25	6	p53	0
f137r	25	7	p149	0
f137r	25	8	r41	0
f137r	25	9	p92	0
f137r	25	10	r41	1
f137r	25	11	a78	0
f137r	25	12	q23	0
f137r	25	13	b65	0
f137r	25	14	n38	0
f137r	26	1	p255	0
f137r	26	2	s234	0
f137r	26	3	e75	0
f137r	26	4	e124	0
f137r	26	5	m8	0
f137r	26	6	y18	0
f137r	26	7	a62	0
f137r	26	8	z9	0
f137r	26	9	r10	0
f137r	26	10	n8	0
f137r	26	11	m107	0
f137r	26	12	d78	0
f137r	26	13	s205	0
f137r	27	1	o4	0
f137r	27	2	d78	0
f137r	27	3	o105	0
f137r	27	4	d36	0
f137r	27	5	e61	0
f137r	27	6	d78	0
f137r	27	7	s325	0
f137r	27	8	t89	0
f137r	27	9	d35	0
f137r	27	10	m210	0
f137r	27	11	n89	0
f137r	27	12	s7	0
f137r	27	13	d10	0
f137r	27	14	f13	0
f137r	27	15	s139	0
f137v	1	1	p246	0
f137v	1	2	c296	0
f137v	1	3	m8	0
f137v	1	4	p150	0
f137v	1	5	n90	0
f137v	1	6	s8	0
f137v	1	7	z28	1
f137v	1	8	c170	0
f137v	1	9	p260	0
f137v	1	10	L10	0
f137v	1	11	m241	0
f137v	1	12	d35	0
f137v	1	13	b103	0
f137v	2	1	p8	0
f137v	2	2	i115	1
f137v	2	3	L10	0
f137v	2	4	z11	1
f137v	2	5	n7	1
f137v	2	6	c8	0
f137v	2	7	t89	0
f137v	2	8	s271	0
f137v	2	9	c288	0
f137v	2	10	c41	0
f137v	2	11	c170	0
f137v	2	12	i100	1
f137v	2	13	o113	0
f137v	2	14	e96	1
f137v	2	15	r201	1
f137v	3	1	z8	1
f137v	3	2	i100	0
f137v	3	3	q45	0
f137v	3	4	s323	0
f137v	3	5	m8	0
f137v	3	6	e25	0
f137v	3	7	d289	0
f137v	3	8	y17	0
f137v	3	9	z8	1
f137v	3	10	n77	0
f137v	3	11	m212	0
f137v	3	12	p281	0
f137v	3	13	s9	0
f137v	3	14	f8	0
f137v	3	15	L108	1
f137v	3	16	r23	1
f137v	4	1	z6	1
f137v	4	2	h149	1
f137v	4	3	s138	0
f137v	4	4	b224	1
f137v	4	5	b7	1
f137v	4	6	d246	0
f137v	4	7	q65	0
f137v	4	8	r41	1
f137v	4	9	i295	0
f137v	4	10	c227	0
f137v	4	11	d127	0
f137v	4	12	z8	1
f137v	4	13	y28	1
f137v	4	14	s233	0
f137v	5	1	e8	0
f137v	5	2	f138	0
f137v	5	3	z8	1
f137v	5	4	f10	0
f137v	5	5	r41	1
f137v	5	6	d35	0
f137v	5	7	m212	0
f137v	5	8	c170	0
f137v	5	9	s8	0
f137v	5	10	r198	1
f137v	5	11	t89	0
f137v	5	12	i100	0
f137v	5	13	q49	0
f137v	5	14	n38	0
f137v	5	15	a	1
f137v	6	1	h255	1
f137v	6	2	p13	1
f137v	6	3	c9	1
f137v	6	4	h149	1
f137v	6	5	i29	0
f137v	6	6	c170	0
f137v	6	7	y16	1
f137v	6	8	p150	0
f137v	6	9	d299	0
f137v	6	10	b8	1
f137v	6	11	t30	1
f137v	6	12	L47	0
f137v	6	13	e198	1
f137v	6	14	n89	0
f137v	6	15	s233	0
f137v	7	1	p255	0
f137v	7	2	e143	1
f137v	7	3	s8	0
f137v	7	4	e73	0
f137v	7	5	o105	0
f137v	7	6	q12	0
f137v	7	7	n89	0
f137v	7	8	s233	0
f137v	7	9	p255	0
f137v	7	10	c27	0
f137v	7	11	z9	0
f137v	7	12	r41	1
f137v	7	13	s329	0
f137v	7	14	b80	1
f137v	7	15	L47	0
f137v	7	16	i28	1
f137v	8	1	s290	0
f137v	8	2	c268	0
f137v	8	3	z6	0
f137v	8	4	t89	0
f137v	8	5	y31	1
f137v	8	6	p161	0
f137v	8	7	m9	0
f137v	8	8	d13	0
f137v	8	9	c146	0
f137v	8	10	b19	1
f137v	8	11	d10	0
f137v	8	12	a155	0
f137v	8	13	i259	0
f137v	8	14	n8	0
f137v	8	15	a176	0
f137v	9	1	c170	0
f137v	9	2	n88	1
f137v	9	3	f10	0
f137v	9	4	c183	0
f137v	9	5	p149	0
f137v	9	6	m107	0
f137v	9	7	p155	0
f137v	9	8	f9	0
f137v	9	9	m170	0
f137v	9	10	d280	0
f137v	9	11	z9	1
f137v	9	12	s3	1
f137v	10	1	s6	0
f137v	10	2	y17	1
f137v	10	3	c170	0
f137v	10	4	p246	0
f137v	10	5	p304	0
f137v	10	6	p374	1
f137v	10	7	a135	0
f137v	10	8	a152	1
f137v	10	9	o105	0
f137v	10	10	b3	1
f137v	10	11	m7	0
f137v	10	12	y23	1
f137v	10	13	b246	1
f137v	10	14	p149	0
f137v	11	1	t165	0
f137v	11	2	b166	1
f137v	11	3	m172	0
f137v	11	4	p150	0
f137v	11	5	b30	1
f137v	11	6	b8	1
f137v	11	7	d246	0
f137v	11	8	g72	0
f137v	11	9	c320	0
f137v	11	10	z9	0
f137v	11	11	s323	0
f137v	11	12	b80	1
f137v	11	13	L47	1
f137v	11	14	p	1
f137v	12	1	i29	0
f137v	12	2	m61	0
f137v	12	3	m7	0
f137v	12	4	m171	0
f137v	12	5	y28	1
f137v	12	6	d36	0
f137v	12	7	c109	0
f137v	12	8	m172	0
f137v	12	9	m170	0
f137v	12	10	p342	0
f137v	12	11	r10	1
f137v	12	12	s272	0
f137v	12	13	s177	0
f137v	13	1	z8	1
f137v	13	2	L10	0
f137v	13	3	g84	1
f137v	13	4	a155	0
f137v	13	5	e142	0
f137v	13	6	y16	1
f137v	13	7	b6	1
f137v	13	8	c8	0
f137v	13	9	r41	1
f137v	13	10	e106	0
f137v	13	11	t118	0
f137v	13	12	o157	0
f137v	13	13	r271	1
f137v	13	14	t10	1
f137v	13	15	s8	0
f137v	13	16	c	1
f137v	14	1	o18	1
f137v	14	2	e72	1
f137v	14	3	b255	1
f137v	14	4	s234	0
f137v	14	5	e118	0
f137v	14	6	a273	0
f137v	14	7	p152	0
f137v	14	8	e76	0
f137v	14	9	m170	0
f137v	14	10	r197	1
f137v	14	11	m8	0
f137v	14	12	i100	0
f137v	14	13	q49	0
f137v	15	1	p342	0
f137v	15	2	s272	0
f137v	15	3	d36	0
f137v	15	4	f13	0
f137v	15	5	m170	0
f137v	15	6	p325	0
f137v	15	7	s8	0
f137v	15	8	r41	1
f137v	15	9	d36	0
f137v	15	10	b190	1
f137v	15	11	p296	0
f137v	15	12	i10	0
f137v	15	13	r100	1
f137v	15	14	L10	0
f137v	16	1	c10	1
f137v	16	2	m107	0
f137v	16	3	r10	1
f137v	16	4	d35	0
f137v	16	5	L10	0
f137v	16	6	s346	0
f137v	16	7	m82	1
f137v	16	8	d37	0
f137v	16	9	n11	0
f137v	16	10	c170	0
f137v	16	11	b10	1
f137v	16	12	v10	1
f137v	16	13	c10	0
f137v	16	14	t89	0
f137v	16	15	y16	1
f137v	16	16	d78	0
f137v	17	1	o105	0
f137v	17	2	c170	0
f137v	17	3	b30	1
f137v	17	4	b10	1
f137v	17	5	i29	0
f137v	17	6	q81	0
f137v	17	7	s144	0
f137v	17	8	X7	1
f137v	17	9	r268	1
f137v	17	10	s139	0
f137v	17	11	q7	0
f137v	17	12	n85	0
f137v	17	13	i100	0
f137v	17	14	z90	1
f137v	18	1	i109	1
f137v	18	2	o26	1
f137v	18	3	a2	1
f137v	18	4	a28	1
f137v	18	5	L8	0
f137v	18	6	b80	1
f137v	18	7	z106	1
f137v	18	8	m223	0
f137v	18	9	p313	0
f137v	18	10	z9	0
f137v	18	11	n77	0
f137v	18	12	b73	1
f137v	18	13	n7	0
f137v	18	14	y22	1
f137v	18	15	b247	1
f137v	19	1	a51	0
f137v	19	2	b166	1
f137v	19	3	L9	0
f137v	19	4	y19	1
f137v	19	5	s138	0
f137v	19	6	n89	0
f137v	19	7	L106	1
f137v	19	8	p194	0
f137v	19	9	z6	0
f137v	19	10	b190	1
f137v	19	11	d183	0
f137v	19	12	d179	0
f137v	19	13	e75	0
f137v	19	14	s323	0
f137v	20	1	m9	0
f137v	20	2	d266	0
f137v	20	3	s8	0
f137v	20	4	q45	0
f137v	20	5	p149	0
f137v	20	6	c171	0
f137v	20	7	s8	0
f137v	20	8	b10	1
f137v	20	9	c10	0
f137v	20	10	t10	0
f137v	20	11	d157	0
f137v	20	12	p296	0
f137v	20	13	n8	0
f137v	20	14	z6	0
f137v	21	1	s320	0
f137v	21	2	b30	1
f137v	21	3	f9	0
f137v	21	4	L10	0
f137v	21	5	p150	0
f137v	21	6	i29	0
f137v	21	7	f44	0
f137v	21	8	c170	0
f137v	21	9	m170	0
f137v	21	10	f10	0
f137v	21	11	i29	0
f137v	21	12	d156	0
f137v	21	13	g146	1
f137v	21	14	o8	1
f137v	22	1	p75	1
f137v	22	2	z46	0
f137v	22	3	c170	0
f137v	22	4	s387	0
f137v	22	5	r10	1
f137v	22	6	L77	1
f137v	22	7	m226	0
f137v	22	8	c258	0
f137v	22	9	n7	0
f137v	22	10	t89	0
f137v	22	11	r268	1
f137v	22	12	c170	0
f137v	22	13	a127	1
f137v	23	1	t156	1
f137v	23	2	o105	0
f137v	23	3	d36	0
f137v	23	4	p296	0
f137v	23	5	i10	0
f137v	23	6	s291	0
f137v	23	7	a13	0
f137v	23	8	L77	0
f137v	23	9	s234	0
f137v	23	10	c171	0
f137v	23	11	p149	0
f137v	23	12	e73	0
f137v	23	13	s287	0
f137v	23	14	o99	0
f137v	24	1	a34	0
f137v	24	2	m177	0
f137v	24	3	d285	0
f137v	24	4	a305	0
f137v	24	5	z9	0
f137v	24	6	L10	0
f137v	24	7	b114	1
f137v	24	8	p210	0
f137v	24	9	c170	0
f137v	24	10	s271	0
f137v	24	11	m170	0
f137v	24	12	d178	0
f137v	24	13	m247	1
f137v	25	1	y20	1
f137v	25	2	L10	0
f137v	25	3	d84	0
f137v	25	4	d36	0
f137v	25	5	b224	1
f137v	25	6	f8	0
f137v	25	7	s233	0
f137v	25	8	s212	0
f137v	25	9	s9	0
f137v	25	10	d179	0
f137v	25	11	m107	0
f137v	25	12	i100	0
f137v	25	13	c320	0
f137v	25	14	s6	0
f137v	26	1	i73	0
f137v	26	2	d78	0
f137v	26	3	c170	0
f137v	26	4	s233	0
f137v	26	5	b41	1
f137v	26	6	r10	1
f137v	26	7	p304	0
f137v	26	8	L10	0
f137v	26	9	r196	1
f137v	26	10	y27	1
f137v	26	11	n38	0
f137v	26	12	s73	0
f137v	26	13	a63	0
f137v	26	14	m9	1
f137v	27	1	p3	0
f137v	27	2	t89	0
f137v	27	3	m10	0
f137v	27	4	s267	0
f137v	27	5	d36	0
f137v	27	6	f131	0
f137v	27	7	g12	1
f137v	27	8	s7	0
f137v	27	9	p53	0
f137v	27	10	p149	0
f137v	27	11	i295	0
f137v	27	12	i221	0
f137v	27	13	i318	0
f137v	28	1	z78	1
f137v	28	2	b270	1
f137v	28	3	x41	1
f137v	28	4	s346	0
f137v	28	5	m10	0
f137v	28	6	d36	0
f137v	28	7	d96	0
f137v	28	8	p149	0
f137v	28	9	p37	1
f137v	28	10	m7	0
f137v	28	11	d35	0
f137v	28	12	c32	1
f137v	28	13	n7	0
f137v	28	14	c170	0
f137v	28	15	L131	1
f138r	1	1	y34	0
f138r	1	2	s327	1
f138r	1	3	h34	0
f138r	1	4	f15	0
f138r	1	5	d10	0
f138r	1	6	p29	0
f138r	1	7	r41	0
f138r	1	8	a127	0
f138r	1	9	e145	0
f138r	1	10	h10	0
f138r	1	11	f15	0
f138r	1	12	d140	1
f138r	1	13	o126	0
f138r	1	14	c216	0
f138r	2	1	m168	1
f138r	2	2	d78	1
f138r	2	3	d156	0
f138r	2	4	i318	0
f138r	2	5	p149	0
f138r	2	6	e75	0
f138r	2	7	p325	1
f138r	2	8	c7	0
f138r	2	9	t89	0
f138r	2	10	d78	1
f138r	2	11	d105	1
f138r	2	12	d35	0
f138r	2	13	r41	0
f138r	2	14	c136	0
f138r	3	1	i7	0
f138r	3	2	t89	0
f138r	3	3	r41	0
f138r	3	4	n60	0
f138r	3	5	d156	0
f138r	3	6	e145	0
f138r	3	7	b20	1
f138r	3	8	n90	0
f138r	3	9	b224	1
f138r	3	10	b10	1
f138r	3	11	a153	0
f138r	3	12	m136	0
f138r	3	13	f13	1
f138r	3	14	e25	0
f138r	3	15	c32	1
f138r	4	1	m8	0
f138r	4	2	i21	0
f138r	4	3	c321	0
f138r	4	4	p150	0
f138r	4	5	s213	0
f138r	4	6	s138	0
f138r	4	7	i100	0
f138r	4	8	q47	0
f138r	4	9	n40	0
f138r	4	10	c227	0
f138r	4	11	h10	0
f138r	4	12	f15	0
f138r	4	13	f20	1
f138r	4	14	d15	0
f138r	4	15	y13	0
f138r	5	1	r278	0
f138r	5	2	s346	0
f138r	5	3	m8	0
f138r	5	4	e140	1
f138r	5	5	L107	0
f138r	5	6	h34	0
f138r	5	7	r140	0
f138r	5	8	m9	0
f138r	5	9	o8	1
f138r	5	10	L77	0
f138r	5	11	m199	1
f138r	5	12	o23	0
f138r	5	13	L99	0
f138r	6	1	d36	0
f138r	6	2	r41	0
f138r	6	3	c208	1
f138r	6	4	m131	1
f138r	6	5	d10	0
f138r	6	6	c187	0
f138r	6	7	p9	1
f138r	6	8	o9	0
f138r	6	9	p10	0
f138r	6	10	r41	0
f138r	6	11	d35	1
f138r	6	12	X	1
f138r	6	13	s271	1
f138r	6	14	c170	1
f138r	7	1	s9	0
f138r	7	2	b191	1
f138r	7	3	p256	0
f138r	7	4	d37	0
f138r	7	5	a89	0
f138r	7	6	y23	0
f138r	7	7	L131	0
f138r	7	8	s233	0
f138r	7	9	s8	0
f138r	7	10	p10	0
f138r	7	11	e7	0
f138r	7	12	c183	0
f138r	7	13	c8	0
f138r	7	14	t89	0
f138r	7	15	d36	0
f138r	8	1	q49	0
f138r	8	2	f196	0
f138r	8	3	y31	0
f138r	8	4	f10	0
f138r	8	5	c185	0
f138r	8	6	m34	0
f138r	8	7	i306	0
f138r	8	8	d34	0
f138r	8	9	f16	0
f138r	8	10	s270	0
f138r	8	11	m10	0
f138r	8	12	i29	0
f138r	8	13	t164	0
f138r	9	1	k205	1
f138r	9	2	n8	0
f138r	9	3	s139	0
f138r	9	4	p373	0
f138r	9	5	o7	0
f138r	9	6	t89	0
f138r	9	7	i100	0
f138r	9	8	t30	0
f138r	9	9	y27	0
f138r	9	10	t90	0
f138r	9	11	m11	0
f138r	9	12	y16	1
f138r	9	13	d179	0
f138r	9	14	m107	0
f138r	9	15	s197	1
f138r	10	1	d205	0
f138r	10	2	z8	1
f138r	10	3	n6	0
f138r	10	4	c170	0
f138r	10	5	h57	0
f138r	10	6	d10	0
f138r	10	7	r41	0
f138r	10	8	p97	0
f138r	10	9	r41	0
f138r	10	10	n90	0
f138r	10	11	L43	0
f138r	10	12	a209	0
f138r	10	13	m6	0
f138r	10	14	d37	0
f138r	10	15	p342	0
f138r	11	1	r41	0
f138r	11	2	i29	0
f138r	11	3	s22	0
f138r	11	4	p8	1
f138r	11	5	d281	0
f138r	11	6	b8	1
f138r	11	7	t89	0
f138r	11	8	r61	0
f138r	11	9	m7	0
f138r	11	10	p149	0
f138r	11	11	o113	0
f138r	11	12	b113	1
f138r	11	13	r193	1
f138r	12	1	o9	0
f138r	12	2	d30	0
f138r	12	3	m107	0
f138r	12	4	n38	0
f138r	12	5	a61	0
f138r	12	6	p5	0
f138r	13	1	m56	0
f138r	13	2	t79	1
f138r	13	3	b190	1
f138r	13	4	a153	1
f138r	13	5	a51	0
f138r	13	6	n8	0
f138r	13	7	c187	0
f138r	13	8	d78	0
f138r	13	9	z15	1
f138r	13	10	p308	0
f138r	13	11	s6	0
f138r	13	12	c216	0
f138r	13	13	q12	1
f138r	13	14	L10	0
f138r	14	1	r70	0
f138r	14	2	e67	1
f138r	14	3	n7	1
f138r	14	4	y18	1
f138r	14	5	a120	1
f138r	14	6	e67	0
f138r	14	7	n9	0
f138r	14	8	i100	0
f138r	14	9	e73	0
f138r	14	10	o156	0
f138r	14	11	z8	1
f138r	14	12	m136	0
f138r	14	13	q45	0
f138r	14	14	c170	0
f138r	15	1	L77	0
f138r	15	2	m50	0
f138r	15	3	r10	0
f138r	15	4	y8	1
f138r	15	5	d18	0
f138r	15	6	L10	0
f138r	15	7	m57	0
f138r	15	8	e67	0
f138r	15	9	n8	0
f138r	15	10	z6	1
f138r	15	11	h51	0
f138r	15	12	y7	0
f138r	15	13	d10	0
f138r	15	14	r10	1
f138r	16	1	n9	0
f138r	16	2	m107	0
f138r	16	3	n78	1
f138r	16	4	a61	0
f138r	17	1	n60	0
f138r	17	2	r203	0
f138r	17	3	a104	0
f138r	17	4	m8	0
f138r	17	5	q18	0
f138r	17	6	p149	0
f138r	17	7	L17	0
f138r	17	8	h57	0
f138r	17	9	s116	0
f138r	17	10	m9	0
f138r	17	11	o13	1
f138r	17	12	e106	0
f138r	17	13	m10	0
f138r	17	14	t7	0
f138r	17	15	n9	0
f138r	18	1	z9	1
f138r	18	2	d180	0
f138r	18	3	d37	0
f138r	18	4	m82	0
f138r	18	5	f4	0
f138r	18	6	m176	1
f138r	18	7	i4	1
f138r	18	8	c193	1
f138r	18	9	o5	1
f138r	18	10	p3	1
f138r	18	11	z152	1
f138r	18	12	f5	1
f138r	18	13	o66	1
