page	line	idx	token	doubt
f136r	11	1	m107	0
f136r	11	2	s113	0
f136r	11	3	p281	0
f136r	11	4	s8	0
f136r	11	5	s233	0
f136r	11	6	d34	0
f136r	11	7	o113	0
f136r	11	8	c320	0
f136r	11	9	m7	0
f136r	11	10	d30	0
f136r	11	11	p57	0
f136r	11	12	y31	0
f136r	11	13	d216	0
f136r	12	1	m6	0
f136r	12	2	a61	0
f136r	12	3	s69	0
f136r	12	4	e49	0
f136r	12	5	d246	0
f136r	12	6	t163	0
f136r	12	7	q18	0
f136r	12	8	s247	0
f136r	12	9	s6	0
f136r	12	10	d198	0
f136r	12	11	n8	0
f136r	12	12	s8	0
f136r	12	13	p282	0
f136r	13	1	i10	0
f136r	13	2	n87	0
f136r	13	3	g94	0
f136r	13	4	t41	0
f136r	13	5	z9	0
f136r	13	6	m107	0
f136r	13	7	y13	0
f136r	13	8	z6	0
f136r	13	9	t30	0
f136r	13	10	s233	0
f136r	13	11	c170	0
f136r	13	12	f10	0
f136r	13	13	t10	0
f136r	13	14	n8	0
f136r	14	1	L106	0
f136r	14	2	n60	0
f136r	14	3	a87	0
f136r	14	4	s9	0
f136r	14	5	Q15	0
f136r	14	6	g140	0
f136r	14	7	s345	0
f136r	14	8	m9	0
f136r	14	9	Q8	0
f136r	14	10	t164	0
f136r	14	11	c170	0
f136r	14	12	m170	0
f136r	15	1	h10	0
f136r	15	2	v38	0
f136r	15	3	t10	0
f136r	15	4	n6	0
f136r	15	5	z8	0
f136r	15	6	s113	0
f136r	15	7	t41	0
f136r	15	8	d179	0
f136r	15	9	n124	0
f136r	15	10	c170	0
f136r	15	11	s234	0
f136r	15	12	d10	0
f136r	15	13	m247	0
f136r	16	1	t41	0
f136r	16	2	z7	0
f136r	16	3	s271	0
f136r	16	4	s113	0
f136r	16	5	t10	0
f136r	16	6	n9	0
f136r	16	7	L108	0
f136r	16	8	p149	0
f136r	16	9	L99	0
f136r	16	10	z7	0
f136r	16	11	p47	0
f136r	16	12	i100	0
f136r	16	13	c48	0
f136r	16	14	s8	0
f136r	17	1	e9	0
f136r	17	2	c208	0
f136r	17	3	y15	0
f136r	17	4	b57	0
f136r	17	5	o156	0
f136r	17	6	X7	1
f136r	17	7	m136	0
f136r	17	8	c216	0
f136r	17	9	z15	0
f136r	17	10	g140	0
f136r	17	11	n105	0
f136r	17	12	p308	0
f136r	18	1	s9	0
f136r	18	2	s299	0
f136r	18	3	c25	0
f136r	18	4	m212	0
f136r	18	5	i286	0
f136r	18	6	f10	0
f136r	18	7	c185	0
f136r	18	8	s299	0
f136r	18	9	s113	0
f136r	18	10	b7	0
f136r	18	11	d246	0
f136r	18	12	L47	0
f136r	18	13	i100	0
f136r	19	1	n95	0
f136r	19	2	d36	0
f136r	19	3	b51	0
f136r	19	4	m9	0
f136r	19	5	b35	0
f136r	19	6	m157	0
f136r	19	7	c75	0
f136r	19	8	L106	0
f136r	19	9	g10	0
f136r	19	10	z12	0
f136r	19	11	n85	0
f136r	19	12	y12	0
f136r	19	13	a60	0
f136r	19	14	a209	0
f136r	19	15	m7	0
f136r	20	1	L47	0
f136r	20	2	q10	0
f136r	20	3	z6	0
f136r	20	4	h49	0
f136r	20	5	t10	0
f136r	20	6	h8	0
f136r	20	7	z13	0
f136r	20	8	Q20	0
f136r	20	9	L98	0
f136r	20	10	c272	0
f136r	20	11	f17	0
f136r	20	12	c170	0
f136r	20	13	n89	0
f136r	20	14	s138	0
f136r	21	1	p149	0
f136r	21	2	t90	0
f136r	21	3	n90	0
f136r	21	4	f12	0
f136r	21	5	m6	0
f136r	21	6	d37	0
f136r	21	7	t10	0
f136r	21	8	L47	0
f136r	21	9	L99	0
f136r	21	10	a137	0
f136r	21	11	m131	0
f136r	21	12	c187	0
f136r	21	13	i100	0
f136r	21	14	L47	0
f136r	22	1	a154	0
f136r	22	2	t92	0
f136r	22	3	L99	0
f136r	22	4	p150	0
f136r	22	5	i100	0
f136r	22	6	o113	0
f136r	22	7	e96	0
f136r	22	8	p281	0
f136r	22	9	e74	0
f136r	22	10	n57	0
f136r	22	11	t41	0
f136r	22	12	d179	0
f136r	22	13	s69	0
f136r	23	1	s8	0
f136r	23	2	f6	0
f136r	23	3	n38	0
f136r	23	4	c320	0
f136r	23	5	a8	0
f136r	23	6	a137	0
f136r	23	7	m57	0
f136r	23	8	a209	0
f136r	23	9	m8	0
f136r	23	10	d35	0
f136r	23	11	q61	0
f136r	23	12	a311	0
f136r	23	13	t166	0
f136r	23	14	L47	0
f136r	24	1	L99	0
f136r	24	2	c170	0
f136r	24	3	m170	0
f136r	24	4	s113	0
f136r	24	5	k10	0
f136r	24	6	n9	0
f136r	24	7	a60	0
f136r	24	8	z8	0
f136r	24	9	t30	0
f136r	24	10	i100	0
f136r	24	11	m172	0
f136r	24	12	a17	0
f136r	24	13	z6	0
f136r	24	14	m157	0
f136r	25	1	h10	0
f136r	25	2	f8	0
f136r	25	3	t89	0
f136r	25	4	L108	0
f136r	25	5	m107	0
f136r	25	6	m46	0
f136r	25	7	n86	0
f136r	25	8	m150	0
f136r	25	9	L77	0
f136r	25	10	L43	0
f136r	25	11	z7	0
f136r	25	12	t296	0
f136r	25	13	o152	0
f136r	25	14	i100	0
f136r	26	1	m171	0
f136r	26	2	c170	0
f136r	26	3	d180	0
f136r	26	4	z8	0
f136r	26	5	a127	0
f136r	26	6	s147	0
f136r	26	7	q44	0
f136r	26	8	c170	0
f136r	26	9	s77	0
f136r	26	10	a60	0
f136r	26	11	z6	0
f136r	26	12	t30	0
f136r	26	13	a127	0
f136v	1	1	d156	0
f136v	1	2	h49	0
f136v	1	3	t10	0
f136v	1	4	h9	0
f136v	1	5	z13	0
f136v	1	6	d35	0
f136v	1	7	z18	0
f136v	1	8	c170	0
f136v	1	9	i286	0
f136v	1	10	L77	0
f136v	1	11	h30	0
f136v	1	12	t296	0
f136v	1	13	d10	0
f136v	1	14	L43	0
f136v	2	1	z9	0
f136v	2	2	r41	0
f136v	2	3	c312	0
f136v	2	4	b78	0
f136v	2	5	z15	0
f136v	2	6	p4	0
f136v	2	7	n1	0
f136v	2	8	y13	0
f136v	2	9	c291	0
f136v	2	10	z6	0
f136v	2	11	c170	0
f136v	2	12	L47	0
f136v	2	13	t16	0
f136v	2	14	s8	0
f136v	2	15	L99	0
f136v	2	16	h30	0
f136v	3	1	t10	0
f136v	3	2	n87	0
f136v	3	3	d10	0
f136v	3	4	e75	0
f136v	3	5	b114	0
f136v	3	6	e8	0
f136v	3	7	t30	0
f136v	3	8	d13	0
f136v	3	9	i58	0
f136v	3	10	y15	0
f136v	3	11	d10	0
f136v	3	12	t167	0
f136v	3	13	q50	0
f136v	3	14	s243	0
f136v	3	15	d78	0
f136v	4	1	c267	0
f136v	4	2	Q25	0
f136v	4	3	L77	0
f136v	4	4	q13	0
f136v	4	5	t74	0
f136v	4	6	h57	0
f136v	4	7	p255	0
f136v	4	8	s326	0
f136v	4	9	i100	0
f136v	4	10	b114	0
f136v	4	11	o130	0
f136v	4	12	y13	0
f136v	4	13	X7	1
f136v	5	1	p153	0
f136v	5	2	e9	0
f136v	5	3	f138	0
f136v	5	4	t74	0
f136v	5	5	t19	0
f136v	5	6	p246	0
f136v	5	7	z8	0
f136v	5	8	f13	0
f136v	5	9	L47	0
f136v	5	10	b57	0
f136v	5	11	m7	0
f136v	5	12	f8	0
f136v	6	1	n10	0
f136v	6	2	t30	0
f136v	6	3	y16	0
f136v	6	4	Q18	0
f136v	6	5	p153	0
f136v	6	6	a48	0
f136v	6	7	p246	0
f136v	6	8	p361	0
f136v	6	9	t89	0
f136v	6	10	s233	0
f136v	6	11	a315	0
f136v	6	12	c170	0
f136v	7	1	s233	0
f136v	7	2	L77	0
f136v	7	3	z8	0
f136v	7	4	c7	0
f136v	7	5	m170	0
f136v	7	6	n134	0
f136v	7	7	n8	0
f136v	7	8	t41	0
f136v	7	9	L10	0
f136v	7	10	b114	0
f136v	7	11	o130	0
f136v	7	12	d178	0
f136v	7	13	t30	0
f136v	7	14	i100	0
f136v	8	1	p361	0
f136v	8	2	s10	0
f136v	8	3	a5	0
f136v	8	4	f2	0
f136v	8	5	y12	0
f136v	8	6	n90	0
f136v	8	7	m170	0
f136v	8	8	p66	0
f136v	8	9	c170	0
f136v	8	10	s234	0
f136v	8	11	X10	1
f136v	8	12	i108	0
f136v	8	13	s9	0
f136v	9	1	s113	0
f136v	9	2	t41	0
f136v	9	3	t163	0
f136v	9	4	i100	0
f136v	9	5	z15	0
f136v	9	6	s299	0
f136v	9	7	e25	0
f136v	9	8	p291	0
f136v	9	9	d156	0
f136v	9	10	m212	0
f136v	9	11	p150	0
f136v	9	12	s177	0
f136v	10	1	h30	0
f136v	10	2	t10	0
f136v	10	3	n7	0
f136v	10	4	f141	0
f136v	10	5	d35	0
f136v	10	6	d10	0
f136v	10	7	t41	0
f136v	10	8	m7	0
f136v	10	9	f13	0
f136v	10	10	d30	0
f136v	10	11	s9	0
f136v	10	12	L47	0
f136v	10	13	L99	0
f136v	10	14	c170	0
f136v	10	15	m57	0
f136v	11	1	e67	0
f136v	11	2	n8	0
f136v	11	3	p149	0
f136v	11	4	m75	0
f136v	11	5	a51	0
f136v	11	6	a135	0
f136v	11	7	a174	0
f136v	11	8	s155	0
f136v	11	9	c170	0
f136v	11	10	L47	0
f136v	11	11	p273	0
f136v	11	12	c125	0
f136v	11	13	z9	0
f136v	11	14	m136	0
f136v	12	1	d35	0
f136v	12	2	m212	0
f136v	12	3	c170	0
f136v	12	4	n90	0
f136v	12	5	t30	0
f136v	12	6	h27	0
f136v	12	7	n89	0
f136v	12	8	d10	0
f136v	12	9	e75	0
f136v	12	10	t89	0
f136v	12	11	o7	0
f136v	12	12	t30	0
f136v	12	13	i100	0
f136v	12	14	p34	0
f136v	12	15	y15	0
f136v	13	1	p149	0
f136v	13	2	a299	0
f136v	13	3	z8	0
f136v	13	4	f9	0
f136v	13	5	L77	0
f136v	13	6	p246	0
f136v	13	7	f10	0
f136v	13	8	t10	0
f136v	13	9	n8	0
f136v	13	10	n38	0
f136v	13	11	a137	0
f136v	13	12	a153	0
f136v	13	13	f78	0
f136v	13	14	z6	0
f136v	14	1	c170	0
f136v	14	2	m57	0
f136v	14	3	e67	0
f136v	14	4	n8	0
f136v	14	5	p383	0
f136v	14	6	z9	0
f136v	14	7	s299	0
f136v	14	8	L99	0
f136v	14	9	b7	0
f136v	14	10	d36	0
f136v	14	11	a136	0
f136v	14	12	y9	0
f136v	14	13	L47	0
f136v	14	14	s153	0
f136v	14	15	a60	0
f136v	15	1	e67	0
f136v	15	2	n6	0
f136v	15	3	i100	0
f136v	15	4	b20	0
f136v	15	5	z7	0
f136v	15	6	b25	0
f136v	15	7	t66	0
f136v	15	8	m9	0
f136v	15	9	i100	0
f136v	15	10	v15	0
f136v	15	11	z8	0
f136v	15	12	b49	0
f136v	15	13	f7	0
f136v	15	14	n10	0
f136v	15	15	b49	0
f136v	16	1	t268	0
f136v	16	2	m34	0
f136v	16	3	d246	0
f136v	16	4	m7	0
f136v	16	5	i100	0
f136v	16	6	c85	0
f136v	16	7	g44	0
f136v	16	8	n71	0
f136v	16	9	z8	0
f136v	16	10	z6	0
f136v	16	11	n71	0
f136v	16	12	c208	0
f136v	16	13	L107	0
f136v	16	14	d36	0
f136v	17	1	f131	0
f136v	17	2	y18	0
f136v	17	3	c239	0
f136v	17	4	Q18	0
f136v	17	5	o152	0
f136v	17	6	c170	0
f136v	17	7	L47	0
f136v	17	8	m57	0
f136v	17	9	n8	0
f136v	17	10	n87	0
f136v	17	11	s347	0
f136v	17	12	z8	0
f136v	17	13	m107	0
f136v	17	14	y16	0
f136v	18	1	i100	0
f136v	18	2	m172	0
f136v	18	3	a17	0
f136v	18	4	a127	0
f136v	18	5	d156	0
f136v	18	6	L10	0
f136v	18	7	p7	0
f136v	18	8	t89	0
f136v	18	9	L108	0
f136v	18	10	m107	0
f136v	18	11	m10	0
f136v	18	12	h9	0
f136v	18	13	n86	0
f136v	18	14	y8	0
f136v	18	15	a137	0
f136v	19	1	b211	0
f136v	19	2	s138	0
f136v	19	3	d303	0
f136v	19	4	z7	0
f136v	19	5	n9	0
f136v	19	6	c170	0
f136v	19	7	L47	0
f136v	19	8	L99	0
f136v	19	9	i100	0
f136v	19	10	z15	0
f136v	19	11	d48	0
f136v	19	12	e75	0
f136v	19	13	b114	0
f136v	19	14	e7	0
f136v	19	15	t30	0
f136v	19	16	y19	0
f136v	20	1	n90	0
f136v	20	2	L43	0
f136v	20	3	z8	0
f136v	20	4	t30	0
f136v	20	5	p10	0
f136v	20	6	s10	0
f136v	20	7	t41	0
f136v	20	8	m104	0
f136v	20	9	q44	0
f136v	20	10	c170	0
f136v	20	11	m57	0
f136v	20	12	e67	0
f136v	20	13	n8	0
f136v	20	14	p149	0
f136v	20	15	t54	0
f136v	20	16	t74	0
f136v	21	1	p280	0
f136v	21	2	f2	0
f136v	21	3	z9	0
f136v	21	4	n8	0
f136v	21	5	b13	0
f136v	21	6	t41	0
f136v	21	7	d36	0
f136v	21	8	b191	0
f136v	21	9	a152	0
f136v	21	10	n124	0
f136v	21	11	z15	0
f136v	21	12	c170	0
f136v	21	13	t74	0
f136v	21	14	m56	0
f136v	21	15	c216	0
f136v	22	1	d156	0
f136v	22	2	c10	0
f136v	22	3	t10	0
f136v	22	4	n38	0
f136v	22	5	m9	0
f136v	22	6	Q13	0
f136v	22	7	L108	0
f136v	22	8	q12	0
f136v	22	9	p281	0
f136v	22	10	t10	0
f136v	22	11	n8	0
f136v	22	12	s113	0
f136v	22	13	t41	0
f136v	22	14	b147	0
f136v	22	15	m136	0
f136v	23	1	i100	0
f136v	23	2	p232	0
f136v	23	3	m7	0
f136v	23	4	y11	0
f136v	23	5	p149	0
f136v	23	6	m119	0
f136v	23	7	o157	0
f136v	23	8	f8	0
f136v	23	9	o113	0
f136v	23	10	c320	0
f136v	23	11	z9	0
f136v	23	12	p255	0
f136v	23	13	t118	0
f136v	23	14	n6	0
f136v	23	15	c246	0
f136v	24	1	z7	0
f136v	24	2	t41	0
f136v	24	3	o18	0
f136v	24	4	i11	0
f136v	24	5	c320	0
f136v	24	6	n7	0
f136v	24	7	L10	0
f136v	24	8	p251	0
f136v	24	9	d78	0
f136v	24	10	z15	0
f136v	24	11	c227	0
f136v	24	12	L77	0
f136v	24	13	a62	0
f136v	24	14	n8	0
f136v	24	15	c170	0
f136v	25	1	h30	0
f136v	25	2	t10	0
f136v	25	3	n9	0
f136v	25	4	z8	0
f136v	25	5	d10	0
f136v	25	6	t41	0
f136v	25	7	p149	0
f136v	25	8	g84	0
f136v	25	9	p150	0
f136v	25	10	f12	0
f136v	25	11	m6	0
f136v	25	12	z6	0
f136v	25	13	q49	0
f136v	25	14	m212	0
f136v	25	15	p246	0
f136v	26	1	p304	0
f136v	26	2	y13	0
f136v	26	3	m119	0
f136v	26	4	t30	0
f136v	26	5	a51	0
f136v	26	6	s7	0
f136v	26	7	e8	0
f136v	26	8	e133	0
f136v	26	9	t10	0
f136v	26	10	n8	0
f136v	26	11	i100	0
f136v	26	12	t164	0
f136v	26	13	a3	0
f136v	26	14	o5	0
f136v	26	15	p2	0
f136v	26	16	m19	0
f136v	27	1	i108	0
f136v	27	2	s9	0
f136v	27	3	i307	0
f136v	27	4	m9	0
f136v	27	5	i286	0
f136v	27	6	i100	0
f136v	27	7	q45	0
f136v	27	8	c170	0
f136v	27	9	z8	0
f136v	27	10	t30	0
f136v	27	11	s113	0
f136v	27	12	s138	0
f136v	27	13	i100	0
f136v	27	14	z15	0
f136v	27	15	p150	0
f136v	28	1	L47	0
f136v	28	2	L99	0
f136v	28	3	z6	0
f136v	28	4	t30	0
f136v	28	5	s116	0
f136v	28	6	s8	0
f136v	28	7	p282	0
f136v	28	8	z9	0
f136v	28	9	n85	0
f136v	28	10	p246	0
f136v	28	11	f19	0
f136v	28	12	m136	0
f136v	28	13	c65	0
f136v	28	14	s6	0
f136v	28	15	i100	0
