line	position	sign	confidence	alt	why
f66_L15	1	y	H		agree
f66_L15	2	g	H		agree
f66_L15	3	n	M	B:m	differ
f66_L15	4	T	H		agree
f66_L15	5	1	H		agree
f66_L15	6	o	H		agree
f66_L15	7	v	H		agree
f66_L15	8	y	H		agree
f66_L15	9	4+	M	B:A+	differ
f66_L15	10	g	H		agree
f66_L15	11	I	M	B:-	gap
f66_L15	12	inT	H		agree
f66_L15	13	1	M	A:-	gap
f66_L15	14	12	H		agree
f66_L15	15	oto	M	B:-	gap
f66_L15	16	E	M	B:o+	differ
f66_L15	17	+o	M	B:E+	differ
f66_L15	18	y	H		agree
f66_L15	19	9	H		agree
f66_L15	20	6	H		agree
f66_L15	21	9	M	A:-	gap
f66_L15	22	9+	M	B:4+	differ
f66_L15	23	l	H		agree
f66_L15	24	x	H		agree
f66_L15	25	x	H		agree
f66_L15	26	e	H		agree
f66_L15	27	m+	M	B:m	differ
f66_L15	28	f	M	B:pl	differ
f66_L15	29	T	H		agree
f66_L15	30	8	H		agree
f66_L15	31	z	M	A:-	gap
f66_L16	1	del	M	B:-	gap
f66_L16	2	e	M	B:-	gap
f66_L16	3	r	M	B:E	differ
f66_L16	4	M	H		agree
f66_L16	5	=	M	B:o	differ
f66_L16	6	1	M	B:10	differ
f66_L16	7	d+	M	B:+	differ
f66_L16	8	1	M	B:i	differ
f66_L16	9	V	H		agree
f66_L16	10	inT	M		agree-flagged
f66_L17	1	10	M	B:-	gap
f66_L17	2	o	M	B:oo	differ
f66_L17	3	pl	H		agree
f66_L17	4	5	H		agree
f66_L17	5	x	H		agree
f66_L17	6	X	M	B:-	gap
f66_L17	7	9	M	B:-	gap
f66_L17	8	4+	M	B:-	gap
f66_L17	9	alpha	M	B:-	gap
f66_L17	10	r	M	B:-	gap
f66_L17	11	s	M	B:-	gap
f66_L17	12	o	M	B:-	gap
f66_L17	13	pl	M	B:-	gap
f66_L17	14	c	M	B:x	differ
f66_L17	15	I	M	B:g	differ
f66_L17	16	4	H		agree
f66_L17	17	inT	M	A:-	gap
f66_L17	18	1	H		agree
f66_L17	19	l	M	A:-	gap
f66_L17	20	4	M	B:14	differ
f66_L17	21	n	M	B:7	differ
f66_L17	22	50	H		agree
f66_L17	23	g	H		agree
f66_L18	1	10	M	B:oo	differ
f66_L18	2	x	H		agree
f66_L18	3	x	H		agree
f66_L18	4	n	M	B:q	differ
f66_L18	5	g	H		agree
f66_L18	6	y	H		agree
f66_L18	7	V	H		agree
f66_L18	8	del+	H		agree
f66_L18	9	X	M	B:x	differ
f66_L20	1	y	M	B:z	differ
f66_L20	2	3	H		agree
f66_L20	3	L	M	B:l	differ
f66_L20	4	o	H		agree
f66_L20	5	e	M	B:inT	differ
f66_L20	6	X	M	B:x	differ
f66_L20	7	y	H		agree
f66_L20	8	9	M	B:g	differ
f66_L20	9	7	M	B:5	differ
f66_L20	10	q	H		agree
f66_L20	11	r	M	B:x	differ
f66_L20	12	alpha	M	B:inT	differ
f66_L20	13	T	M	B:+	differ
f66_L20	14	tt	M	B:dbl	differ
f66_L20	15	X	M	B:x	differ
f66_L20	16	v	H		agree
f66_L20	17	w	M	B:w+	differ
f66_L20	18	4+	M	B:pl	differ
f66_L20	19	f'	M	B:5'	differ
f66_L20	20	x	H		agree
f66_L20	21	g	H		agree
f66_L20	22	del	M	B:-	gap
f66_L20	23	inT	M	B:o#	differ
f66_L20	24	j	M		agree-flagged
f66_L20	25	T	H		agree
f66_L21	1	X	M		agree-flagged
f66_L21	2	9	M		agree-flagged
f66_L21	3	E	M	B:-	gap
f66_L21	4	I	M	B:L	differ
f66_L21	5	T	H		agree
f66_L21	6	L	H		agree
f66_L21	7	E	H		agree
f66_L21	8	X	H		agree
