uri	date	title	shelfmark	holder	status	row_id	note
http://kalliope-verbund.info/DE-611-HS-4524705	1960-01-15	Geheimzeichen: Weisses Taschentuch?	S. Schöpper 1960/01/15 (Einheit)	Universitäts- und Landesbibliothek Münster	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3636381	1904	"Skizzen von Jahreszahlen, Notizen, Zeitungsausschnitt ""Die Geschichte der Ziffern"" (Ansetzungssachtitel von Bearbeiter/in)"	NaHW/23/6	Institut für Sächsische Geschichte und Volkskunde	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3834018		[Widmung]		Franz-Michael-Felder-Archiv (Bregenz)	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/CH-002121-2-991170492889205501	1952	[Drei rennende Welsh Corgi Pembroke Hunde]	UBH NL 224:B:IV:28	Basel UB	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/CH-000015-0-682967	1946/1971	Buttersack, Felix an Zbinden, Hans; Korrespondenz, München (Titel)	SLA-Zbinden-B-2-BUT, Kasten 60	Schweizerisches Literaturarchiv (SLA)	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-BF-29895		"Manuskripte von Konrad Schilling zu der Liedpublikation ""Der Turm"""	S 0179	Albert-Ludwigs-Universität Freiburg. Zentrum für Populäre Kultur und Musik	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-2267369	1832	[Katalog der Sammlung Poelchau] Die handschriftlichen praktischen Wercke. | Berlin den 8ten Mai 1832 (Manuskripttitel)	Mus.ms.theor. Kat. 41	Staatsbibliothek zu Berlin. Musikabteilung	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-2430360	1439	Die sieben Psalmen (Ansetzungssachtitel von Bearbeiter/in)	Mscr.Dresd.M.286	Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3794179	1455	Formularbuch	8 Cod. Ms. jurid. 94	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-4266785	1558	Stammbucheintrag des Adam Seenuss	Inc.typ.Ic.IV.29, Seite 79	Staatsbibliothek Bamberg	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3897814	1940-05-19	Sappho [12 Sonnette]	BOR : Acb 26 : 1-4	Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3311357	1528/1556	Meistergesangbuch (Ansetzungssachtitel von Bearbeiter/in)	Mscr.Dresd.M.193	Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-2445110	1554	Meisterliedersammlung (Ansetzungssachtitel von Bearbeiter/in)	Mscr.Dresd.M.12	Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3800088	1470	Geomantische Sammelhandschrift	2 Cod. Ms. philos. 47	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3563081	1550/1600	Turnierchronik	2 Cod. Ms. hist. 98	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3746328	1938	"Handschriftliches Liederbuch ""Lieder"" (Manuskripttitel)"	HL 734	Albert-Ludwigs-Universität Freiburg. Zentrum für Populäre Kultur und Musik	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3800082	1440/1450	Juristische Sammelhandschrift	2 Cod. Ms. jurid. 60	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-1784221	1826	"Handschriftliches Liederbuch ""Teutsche Lieder"" [Manuskripttitel]"	HL 633	Albert-Ludwigs-Universität Freiburg. Zentrum für Populäre Kultur und Musik	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-1502892	1888-05-07	Fünf Liederhefte der Volkssängerin Anna Weishaupt [Titel von Bearbeiterin]	Bl 6360	Albert-Ludwigs-Universität Freiburg. Zentrum für Populäre Kultur und Musik	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3753294	1440	Buch der Natur	4 Cod. Ms. hist. nat. 88	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3740251	1464	L'arbre des batailles [Bl. 1r - 69r]	4 Cod. Ms. hist. 839	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/CH-000015-0-620962	1971/1973	Dürrenmatt, Friedrich: Blindband Charlotte Kerr Nr. 1 (Titel)	SLA-FD-E-48-A-04-d-01, Kasten 470	Schweizerisches Literaturarchiv (SLA)	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3794232	1400/1425	Oberbayrisches Landrecht	2 Cod. Ms. jurid. 418	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3560553	1301/1400	Cursor mundi (Einheitstitel von Bearbeiter/in)	2 Cod. Ms. theol. 107 r Cim.	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3768431	1460/1465	Psalter	8 Cod. Ms. theol. 215	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3578736	1874/1881	"Handschriftliches Liederbuch ""Anna Schmidt 1878"" [Titel von Bearbeiter*in] (Manuskripttitel)"	HL 730	Albert-Ludwigs-Universität Freiburg. Zentrum für Populäre Kultur und Musik	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3800090	1430/1460	Juristische Sammelhandschrift	2 Cod. Ms. jurid. 385	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3749884	1360/1420	Sachsenspiegel-Landrecht mit Glosse	2 Cod. Ms. jurid. 392	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-4176221	1630/1633	Stammbuch eines Unbekannten	Msc.Add.2212	Staatsbibliothek Bamberg	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3744913	1470	Reisebeschreibung des John von Mandeville in Übersetzung von Michel Velser [Bl. 1ra–72rb]	4 Cod. Ms. hist. 823	Niedersächsische Staats- und Universitätsbibliothek Göttingen	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3578791	1841	"""Liederbuch für Carl Fleckenhaus auf der Beyeröhde 1841“ (Manuskripttitel)"	HL 729	Albert-Ludwigs-Universität Freiburg. Zentrum für Populäre Kultur und Musik	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/CH-002121-2-ZBC63cf86b536d443f3b00b57ccd32ad325	1500/1599	Herzog Ulrich von Württemberg an Ulrich Zwingli?	Ms F 46.202	ZB Zürich	kept	K4	
http://kalliope-verbund.info/CH-002121-2-ZBCb0983abd4cda4e25b2ec4c18a151b83a	1531	Herzog Ulrich von Württemberg an Ulrich Zwingli?	Ms F 46.186	ZB Zürich	kept	K3	
http://kalliope-verbund.info/CH-002121-2-ZBC73e7677281a24c689e4d1c1e2a9dd36d	1587	Augerius Ghislen de Busbecke an Kaiser Rudolf II. von Habsburg, König von Ungarn und Böhmen	Ms F 42.5	ZB Zürich	kept	K1	
http://kalliope-verbund.info/DE-2060-BE-161-415611		Brief(e) von Eckermann, Johann Peter an Goethe, Ottilie von geb. von Pogwisch	GSA 161/213	Goethe- und Schiller-Archiv / Klassik Stiftung Weimar	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-2060-BE-161-415611-108471		Brief von Eckermann, Johann Peter an Goethe, Ottilie von geb. von Pogwisch	GSA 161/213, Blatt 	Goethe- und Schiller-Archiv / Klassik Stiftung Weimar	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-1764749	1813-07-04	Brief von Theodor Körner an Christian Gottfried Körner, 04.07.1813 [4.VII.1813]	Koer 2	Landesbibliothek Mecklenburg-Vorpommern Günther Uecker	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319630	1877-05-09	Brief von Johannes Volkelt an Meta Volkelt, 09.05.1877	NL 270/187	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319642	1877-05-12	Brief von Johannes Volkelt an Meta Volkelt, 12.05.1877	NL 270/190	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319658	1877-05-15	Brief von Johannes Volkelt an Meta Volkelt, 15.05.1877	NL 270/193	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319669	1877-05-17	Brief von Johannes Volkelt an Meta Volkelt, 17.05.1877	NL 270/195	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319683	1877-05-20	Brief von Johannes Volkelt an Meta Volkelt, 20.05.1877	NL 270/198	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319701	1877-05-23	Brief von Johannes Volkelt an Meta Volkelt, 23.05.1877	NL 270/201	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319712	1877-05-26	Brief von Johannes Volkelt an Meta Volkelt, 26.05.1877	NL 270/204	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319723	1877-05-29	Brief von Johannes Volkelt an Meta Volkelt, 29.05.1877	NL 270/207	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319724	1877-05-30	Brief von Johannes Volkelt an Meta Volkelt, 30.05.1877	NL 270/208	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319813	1877-06-09	Brief von Johannes Volkelt an Meta Volkelt, 09.06.1877	NL 270/216	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319839	1877-06-20	Brief von Johannes Volkelt an Meta Volkelt, 20.06.1877	NL 270/225	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-1566266	1934-01-22	Brief von Franz Hildebrandt an Dietrich Bonhoeffer, 22.01.1934 [datiert von Eberhard Bethge]	Nachl. 299, A41,9(8), Blatt 11	Staatsbibliothek zu Berlin. Handschriftenabteilung	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3319623	1877-05-06	Brief von Johannes Volkelt an Meta Volkelt, 06.05.1877	NL 270/185	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-2775197	1936-04-16	Brief von Manfred Hausmann an Mieke Vogeler-Regler, 16.04.1936	Laslle-GR-PN-18-60	Literaturarchiv Saar-Lor-Lux-Elsass	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-2711530	1938-12-15	Brief an [Otto] Toeplitz	NL Toeplitz B	Universitäts- und Landesbibliothek Bonn	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-1769706	1811-08-28	Brief an Wessenberg	D 448 1	Stadtarchiv Konstanz	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3044308	1819-04-06	Brief von Ernst zu Münster an August Kestner, 06.04.1819	Slg. Kestner/III/B/III/38/Nr. 6, Mappe 38, Blatt Nr. 6	Universitätsbibliothek Leipzig	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-3090187	1699-11-08	Brief von E. M. E. an Unbekannt, 08.11.1699 [Vorlage: B. den 8. Nov. 99.]	Chart. A 299, S. 39-42	Forschungsbibliothek Gotha	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3411194	1780	Brief von Prinz Sachsen-Gotha-Altenburg August an Johann Gottfried von Herder, 1780	Chart. A 2059 III, Bl. 67r-70r	Forschungsbibliothek Gotha	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-2864838	1804-11-06	Politische und diplomatische Nachrichten aus ganz Europa (Ansetzungssachtitel von Bearbeiter/in)	P 1828 4	Stadtarchiv Konstanz	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-2795262	1933-10-29	Brief von Martha Vogeler an Mieke Vogeler-Regler und Gustav Regler, 29.10.1933	Laslle-GR-PN-15-7	Literaturarchiv Saar-Lor-Lux-Elsass	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-2715767	1850-09	Brief an [Adolf Strodtmann]	S 1218 (1 Bl. 85; 88)	Universitäts- und Landesbibliothek Bonn	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-BF-107966	1937/1974	Teilnachlass Bergholz, Harry		Institut für Zeitgeschichte München-Berlin	excluded		modern literary Nachlass, not a historical cipher letter
http://kalliope-verbund.info/DE-611-HS-3930360	1897-10-17	Postkarte an Richard Dehmel	DA : Br : B : 624	Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-2869346	1798-07-17	"Bericht über zwei Meinungen ""sur l'objet et le résultat de la Mission de prince Repnin""; diplomatische Überlegungen zur Lage in Europa; im Nachtrag chiffrierte und nicht chiffrierte Tagesnachrichten (Ansetzungssachtitel von Bearbeiter/in)"	P 1839 5	Stadtarchiv Konstanz	kept	K2	
http://kalliope-verbund.info/CH-002121-2-991170472951005501	1551-03-12	Brief / von Anna Montmorency	VadSlg NL 202 : 30 : 77f	St. Gallen KB Vadiana	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-3137305	o.D.	Chiffrierte Benediktion mit vierfachem Bezug auf das Blut Christi (Ansetzungssachtitel von Bearbeiter/in)	Chart. A 299, S. 675-676	Forschungsbibliothek Gotha	excluded		noise or not correspondence (foliation/numeral/medieval-ms sense of query term, or unrelated hit)
http://kalliope-verbund.info/DE-611-HS-1768183	1802-03-17	Brief an Wessenberg	A 33 12	Stadtarchiv Konstanz	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-HS-1768865	1802-02-25	Brief an Wessenberg	A 33 11	Stadtarchiv Konstanz	excluded		noise: modern correspondence, no cipher term in title beyond query keyword coincidence
http://kalliope-verbund.info/DE-611-BF-110180	1807/1813	Nachlass Schöler, Friedrich von		Geheimes Staatsarchiv Preußischer Kulturbesitz	excluded		modern literary Nachlass, not a historical cipher letter
