line	pos	script_code	script_marks	share
4	7	nt		1.00
4	8	S7		1.00
4	9	#		1.00
4	10	y	dot	1.00
4	11	nt		0.76
4	12	bh		1.00
4	13	w		1.00
4	14	e	dot	1.00
4	15	Z		1.00
4	16	nt		1.00
4	17	Z		0.64
4	18	bh	dot	1.00
4	19	S7	#	1.00
4	20	m	~	1.00
4	21	w		1.00
4	22	m	~	1.00
4	23	lam		1.00
4	24	y		1.00
4	25	f		1.00
4	26	w		1.00
5	1	y		1.00
5	2	]	dot|o	1.00
5	3	S7	dot	1.00
5	4	Z	dot|#	0.76
5	5	]	o	1.00
5	6	tee		1.00
5	7	f		1.00
5	8	w		1.00
5	9	bh		1.00
5	10	Z		0.77
5	11	H	1	1.00
5	12	_		1.00
5	13	S4		1.00
5	14	p		1.00
5	15	_	dot	0.58
5	16	w		1.00
5	17	_		0.41
5	18	nt	dot	0.36
5	19	_		1.00
5	20	_		1.00
5	21	_		0.59
5	22	#		1.00
5	23	eps		0.81
5	24	+		1.00
5	25	_		1.00
5	26	_	dot	0.41
6	1	S4		1.00
6	2	nt		1.00
6	3	Z		0.47
6	4	L		0.82
6	5	e		1.00
6	6	[		1.00
6	7	S7		1.00
6	8	e	dot	1.00
6	9	nt		1.00
6	10	bh		1.00
6	11	]	o	1.00
6	12	_	dot|dot	1.00
6	13	]	ot	1.00
6	14	H	1	1.00
6	15	_		1.00
6	16	w		1.00
6	17	y		1.00
6	18	m	1	1.00
6	19	tee		0.58
6	20	lam		1.00
6	21	rz		1.00
6	22	Z		0.74
6	23	L		1.00
6	24	w		1.00
6	25	tee		1.00
6	26	[		1.00
6	27	nt		1.00
6	28	bh		1.00
7	1	]	dot|ot	1.00
7	2	bh		1.00
7	3	U		1.00
7	4	w		1.00
7	5	bh		1.00
7	6	a	~	1.00
7	7	_		1.00
7	8	bh		1.00
7	9	S7	#	1.00
7	10	]	dot|o	1.00
7	11	g	~	1.00
7	12	psi		1.00
7	13	lam	7	1.00
7	14	_		0.61
7	15	S4		1.00
7	16	dl		1.00
7	17	lam		1.00
7	18	bh		1.00
7	19	S7	#	1.00
7	20	e	+	1.00
7	21	g	dot|~	1.00
7	22	_		0.61
7	23	[		1.00
7	24	bh		1.00
7	25	S7	#	1.00
7	26	wd		1.00
7	27	y		1.00
7	28	sq	?	0.60
7	29	Z		1.00
7	30	_		0.63
8	1	g		1.00
8	2	rz		1.00
8	3	tee		1.00
8	4	S4		1.00
8	5	dl		1.00
8	6	Z	dot|~	1.00
8	7	eps	~	1.00
8	8	g	~	1.00
8	9	Z		1.00
8	10	]		1.00
8	11	nt		0.58
8	12	Z	7	1.00
8	13	a	~	1.00
8	14	_		1.00
8	15	g	~	1.00
8	16	psi		1.00
8	17	eps		1.00
8	18	w		1.00
8	19	nt		1.00
8	20	m	5	1.00
8	21	]	ot	1.00
8	22	S4		1.00
8	23	dl		1.00
8	24	_		1.00
9	1	_		1.00
9	2	_		1.00
9	3	_	1	0.62
9	4	S7		0.52
9	5	_		1.00
9	6	S		0.65
9	7	_		1.00
9	8	_		1.00
9	9	_		1.00
9	10	p		1.00
9	11	_		1.00
9	12	_		0.40
9	13	tee		0.43
9	14	tee		0.61
9	15	_		1.00
9	16	_		1.00
9	17	_	dot	0.41
9	18	Lx		1.00
9	19	g	1	0.59
9	20	_		1.00
9	21	rz		1.00
9	22	_	5	1.00
9	23	S7		1.00
10	1	lam		1.00
10	2	S7	~	1.00
10	3	lam		1.00
10	4	g	~	0.80
10	5	psi		1.00
10	6	lam		1.00
10	7	lam		1.00
10	8	S		1.00
10	9	[		1.00
10	10	g		1.00
10	11	Z		1.00
10	12	]	o	1.00
10	13	m	5	1.00
10	14	nt		1.00
10	15	rz		1.00
10	16	nt	dot	0.82
10	17	_	ot|?	0.81
10	18	]	o	1.00
10	19	g		1.00
10	20	m	~	1.00
10	21	g	7	1.00
10	22	bh		1.00
10	23	S7		1.00
10	24	g	#|7	1.00
10	25	lam		1.00
10	26	H	1|o	0.40
11	1	_		1.00
11	2	_		1.00
11	3	U		1.00
11	4	g	~	1.00
11	5	lam		1.00
11	6	S7	~	1.00
11	7	e		1.00
11	8	m	~	1.00
11	9	w		1.00
11	10	_		0.60
11	11	nt		1.00
11	12	rz		1.00
11	13	g	~	1.00
11	14	_		1.00
11	15	lam		1.00
11	16	nt	~	1.00
11	17	y		1.00
11	18	p		0.79
11	19	g	?	1.00
11	20	y	7	1.00
11	21	Z		1.00
11	22	]	dot|ot	1.00
11	23	g		1.00
11	24	y	5	1.00
11	25	S		1.00
11	26	]	ot	1.00
11	27	#	~	1.00
11	28	S7	#	1.00
12	1	_	~	0.60
12	2	_	1|1|?|dot|o|?|dot	0.61
12	3	_	~	0.61
12	4	Z	dot	1.00
12	5	nt		1.00
12	6	g	1	0.60
12	7	a	~	1.00
12	8	S7		1.00
12	9	lam		1.00
12	10	e	#	1.00
12	11	wd		1.00
12	12	bh		1.00
12	13	K		1.00
12	14	_	#	1.00
12	15	tee		0.62
12	16	v	1	1.00
12	17	y	5	1.00
12	18	]	o	1.00
12	19	rz		1.00
12	20	S7	+	1.00
12	21	g	~	1.00
12	22	lam		1.00
12	23	nt	~	1.00
12	24	y		1.00
12	25	e		1.00
12	26	_	dot	0.62
12	27	m	~	1.00
12	28	g	7	1.00
12	29	bh		1.00
13	1	rz	?|?|1	1.00
13	2	_		1.00
13	3	g	dot	1.00
13	4	w		1.00
13	5	S7		1.00
13	6	o.		1.00
13	7	rz		1.00
13	8	g	1	1.00
13	9	_		1.00
13	10	w		1.00
13	11	bh		1.00
13	12	Z	?	1.00
13	13	g	~	1.00
13	14	sq	~	0.63
13	15	tee		1.00
13	16	H	1|o	1.00
13	17	a	5	1.00
13	18	e	dot|+	1.00
13	19	S4		1.00
13	20	dl		1.00
13	21	p		1.00
13	22	_		1.00
13	23	_		1.00
13	24	_		1.00
13	25	p		1.00
13	26	_		1.00
14	1	_		0.61
14	2	H	o|1	1.00
14	3	]	ot	1.00
14	4	nt		1.00
14	5	rz		1.00
14	6	g	~	1.00
14	7	g	~	1.00
14	8	psi		1.00
14	9	Lx		0.63
14	10	_		0.82
14	11	lam	1	1.00
14	12	]	o	1.00
14	13	m	5	1.00
14	14	nt		0.82
14	15	rz		1.00
14	16	nt		1.00
14	17	phi		0.82
14	18	S7	#	1.00
14	19	_		1.00
14	20	y		1.00
14	21	y		1.00
14	22	lam		1.00
14	23	S4		1.00
14	24	m		1.00
14	25	a		1.00
14	26	#		1.00
14	27	_	dot	0.64
15	1	_		1.00
15	2	_		1.00
15	3	_		1.00
15	4	N		1.00
15	5	_		1.00
15	6	_		1.00
15	7	_		1.00
15	8	S4		1.00
15	9	e	dot|+	1.00
15	10	a	5	1.00
15	11	e	#	1.00
15	12	S7	dot|+	1.00
15	13	dl		1.00
15	14	_		1.00
15	15	_		1.00
15	16	_		1.00
15	17	_		0.83
15	18	p		1.00
15	19	_		1.00
15	20	_		0.81
15	21	v		0.58
15	22	S		1.00
16	1	S7		0.81
16	2	_		1.00
16	3	_	dot	0.81
16	4	_		1.00
16	5	_		0.72
16	6	N		1.00
16	7	w		0.40
16	8	_		1.00
16	9	_		1.00
16	10	ch		1.00
16	11	_	dot	1.00
16	12	p		1.00
16	13	_		0.82
16	14	N		1.00
16	15	_		1.00
16	16	eps	1|1	1.00
16	17	_		0.56
16	18	a	dot	1.00
16	19	_	dot	1.00
16	20	_		0.81
16	21	S		1.00
16	22	Lx		0.66
16	23	v		0.53
16	24	eps		1.00
16	25	_		1.00
16	26	m		1.00
16	27	_	dot	1.00
16	28	_		1.00
16	29	_	dot	1.00
17	1	S		1.00
17	2	_		0.43
17	3	_		1.00
17	4	K		1.00
17	5	a	1	1.00
17	6	S7		1.00
17	7	eps	1	1.00
17	8	nt		1.00
17	9	Z		0.42
17	10	phi		0.80
17	11	]	o	1.00
17	12	U		1.00
17	13	w		1.00
17	14	bh		1.00
17	15	m	5	1.00
17	16	psi		1.00
17	17	lam		1.00
17	18	e	#	1.00
17	19	wd		1.00
17	20	o.		1.00
17	21	e	dot|+	1.00
17	22	y	dot	1.00
17	23	S4		1.00
17	24	dl		1.00
17	25	_		0.83
17	26	_		1.00
18	1	_		1.00
18	2	v	dot	0.67
18	3	p		1.00
18	4	w		1.00
18	5	S4		1.00
18	6	e	dot|+	1.00
18	7	K		1.00
18	8	_	dot	1.00
18	9	w		1.00
18	10	_	dot	0.81
18	11	S7	#	1.00
18	12	eps	5	1.00
18	13	S7		1.00
18	14	L		1.00
18	15	w		1.00
18	16	a	~	1.00
18	17	y		1.00
18	18	S		1.00
18	19	_		1.00
18	20	_		1.00
18	21	p		0.80
18	22	_	dot	1.00
19	1	_		1.00
19	2	S		1.00
19	3	S		1.00
19	4	eps		1.00
19	5	+		0.81
19	6	_		1.00
19	7	tee		0.61
19	8	S		1.00
19	9	_		1.00
19	10	_		0.54
19	11	N		1.00
19	12	m		0.58
19	13	_		1.00
19	14	_		1.00
19	15	_		1.00
19	16	_		0.61
19	17	ch		1.00
19	18	Z		0.42
19	19	Z		0.41
19	20	Lx		1.00
19	21	U		1.00
19	22	w		1.00
19	23	bh		1.00
19	24	a	~	1.00
19	25	_		1.00
19	26	]	o	1.00
19	27	e	ot	1.00
19	28	_		1.00
