line	pos	code	marks	action	conf	note
2	24	e	#	correct	M	recrop shows the looped-e bowl with a clear # mark above, missed by the classifier's marks field (code itself already e, share 1.00)
2	25	p	1	confirm	H	clean p, share 1.00
2	26	eps	o	confirm	H	clean two-stacked-open-bowl epsilon shape with o mark, share 1.00
2	27	tee		confirm	M	share 0.79 checked: clean vertical-stroke-with-right-bar (asymmetric, not the symmetric '+'), matches atlas tee
2	28	p		confirm	H	clean p, share 1.00
2	29	_		correct	M	recrop shows clearly readable plain cursive ('...barmj...'/end-of-line word), not a cipher nt sign; classifier's own cluster label already disagreed (_ vs raw nt guess), share only 0.60
3	1	g	dot	correct	M	recrop shows a 9-loop-with-tail shape (loop at top, tail curving left below) matching atlas g, not y's forked-top/closed-bottom-loop pattern; classifier was confident (1.00) but g and y are visually close in this hand
3	2	_	dot	confirm	M	share 0.85 boundary checked: stem+small-loop+tail, h/bh-adjacent but flows fluidly with the plain word beginning at pos3 ('li...'); read as plain per classifier
3	3	_		confirm	H	plain cursive stretch continues ('li...'), share 0.80
3	4	_	dot	confirm	H	plain cursive stretch, share 0.80
3	5	_		confirm	H	plain cursive stretch, share 1.00
3	6	_	dot	confirm	H	recrop shows clearly readable plain cursive word 'fatto', share 0.81
3	7	_		confirm	M	recrop shows plain cursive continuing ('gra'); classifier's own guess was already plain (_, share 0.80). A small Λ-like flourish with what looks like a 5-hook sits at the foot of this box but reads as a decorative under-flourish of the plain word rather than a separate cipher sign; not confident enough to split
3	8	_		confirm	H	plain cursive stretch continues, share 1.00
3	9	_		correct	M	recrop shows only a short plain diagonal stroke (the ascender-tip of the capital T that begins 'Torto' at pos10), not a lam sign; classifier's raw guess was low-share (0.63)
3	10	_		confirm	H	recrop shows clearly readable plain cursive 'Tor...' (start of 'Torto'), share 1.00
3	11	_		correct	M	recrop shows plain cursive '...to' completing 'Torto', not a # sign; classifier's own guess was low-share (0.81)
3	12	lam		confirm	H	recrop shows a clean Λ shape right after 'Torto' ends, share 1.00 -- cipher run resumes here
3	13	nt		correct	M	recrop shows an n-loop joined to a crossed stroke (n+), matching atlas nt, not f; classifier's raw guess was low-share (0.41)
3	14	+		correct	M	recrop shows a plain symmetric cross (bar both sides of the vertical), matching atlas '+', not Z; classifier's raw guess was low-share (0.43)
3	15	y		confirm	H	clean y (hook + closed descender loop), share 1.00
3	16	e	+	correct	M	recrop shows looped-e bowl with a '+' mark above, not the 'dot' recorded by the classifier's marks field; code itself already e, share 1.00
3	17	e		correct	M	recrop shows a clean looped-e bowl (a thin grey diagonal crossing it is a paper crease/scratch, not ink); classifier's own guess was low-share _ (0.83)
3	18	rz		confirm	H	clean low wavy 'lying-z' shape, share 1.00
3	19	g	7	confirm	H	clean 9-loop with 7 mark, share 1.00
3	20	g		confirm	H	clean 9-loop, share 1.00
3	21	Z		confirm	H	clean Z shape, share 1.00
3	22	S7		confirm	H	clean 7-shaped sign, share 1.00
3	23	+		correct	M	recrop shows a plain symmetric cross with a dot to the right, matching atlas '+', not '#'; classifier's raw guess was low-share (0.59)
3	24	rz	dot	confirm	H	clean low wavy shape with dot, share 1.00
3	25	S7		confirm	H	clean 7-shaped sign, share 1.00
3	26	lam		confirm	H	clean Λ shape, share 1.00
3	27	_		correct	L	recrop shows only a heavy ink blot/smudge with no clear nt (or any other) shape recoverable; classifier's cluster label already agreed on _ even though its raw guess (nt) was very low-share (0.61)
3	28	a		correct	M	recrop shows a bold cursive 'a' with a trailing tail, not Lx's Λ-with-crossed-leg structure; classifier's guess was share 0.78
3	29	wd		correct	M	recrop shows a w/omega shape joined to a tall right-hand stroke ending in a hook+dot, matching atlas wd, not g; classifier's cluster label already disagreed (_ vs raw g guess), share only 0.62
3	30	p		confirm	M	share 0.81 checked: stem+loop+tail, less flourished than typical 'Pu'-style p exemplars but closest match among the 36 codes
3	31	_		confirm	M	share 0.61 checked: simple plain curved stroke, no code shape recoverable
3	32	H		correct	M	recrop shows a clean blockish H (matching atlas H, including its small numeral-like ticks), not plain; classifier's own guess was low-share _ (0.81)
4	1	w		confirm	H	clean cursive w, share 1.00
4	2	tee		confirm	H	clean vertical-stroke-with-right-bar, share 1.00
4	3	rz		confirm	H	clean low wavy shape, share 1.00
4	4	y		confirm	H	clean y, share 1.00
4	5	lam		confirm	H	clean Λ shape, share 1.00
4	6	lam	1	confirm	H	clean Λ with 1 mark, share 1.00
4	7	S7		confirm	H	clean 7-shaped sign, share 1.00
4	8	U		confirm	M	share 0.82 checked: clean ⊔ square-cup shape, matches atlas U
4	9	w		confirm	H	clean cursive w, share 1.00
4	10	bh		confirm	H	clean stem+hooked-loop+tail, dist 1.541, share 1.00
4	11	a	~	confirm	H	clean bold cursive a with ~ mark, share 1.00
4	12	nt		confirm	M	share 0.78 checked: n-loop joined to crossed stroke (n/2 + cross variant), matches atlas nt
4	13	bh		confirm	H	clean stem+hooked-loop+tail, dist 1.460, share 1.00
4	14	dl		confirm	H	clean closed-loop+tilde-tail shape, share 1.00
4	15	Lx		confirm	H	clean Λ-with-crossed-leg shape, share 1.00
4	16	g		correct	M	recrop shows a 9-loop-with-tail shape matching atlas g (loop at top, tail below), not the y/f the classifier's two signals disagreed on (raw y 0.82 vs cluster f)
4	17	w		confirm	M	share 0.40 checked: clean cursive w with long lead-in stroke, matches atlas w well despite the low share
4	18	tee		confirm	M	share 0.81 checked: clean vertical-stroke-with-right-bar, matches atlas tee
4	19	Z	dot	correct	M	recrop shows an n/2-like ascender flourish above a Z body, matching the same natural Z-flourish pattern seen in the atlas's own Z exemplars (e.g. f54r_13_012); classifier's two signals disagreed (raw y 0.41 vs cluster Z) -- going with Z
4	20	eps	~	confirm	H	clean two-stacked-open-bowl epsilon with ~ mark, share 1.00
4	21	g		confirm	H	clean 9-loop, share 1.00
4	22	Z		confirm	H	clean Z shape, share 1.00
4	23	phi		confirm	H	clean φ (slashed circle on stem), share 1.00
4	24	w		confirm	M	share 0.61 checked: clean cursive w, matches atlas w
4	25	w		confirm	H	clean cursive w, share 1.00
4	26	psi		confirm	H	clean forked-top/straight-tail shape, share 1.00
4	27	S7		confirm	H	clean 7-shaped sign, share 1.00
4	28	_		confirm	H	plain, share 1.00
4	29	S7		confirm	H	clean 7-shaped sign, share 1.00
5	1	eps	~	confirm	H	clean two-stacked-open-bowl epsilon with ~ mark, share 1.00
5	2	wd		confirm	H	clean w+tall-right-stroke shape, share 1.00
5	3	o.		confirm	H	clean ring-with-dot-inside shape, share 1.00
5	4	w		confirm	H	clean cursive w, share 1.00
5	5	g	5	confirm	H	clean 9-loop with 5 mark, share 1.00
5	6	a		correct	M	recrop shows a bold cursive 'a', not g; classifier's raw guess was low-share (0.42) and cluster disagreed (_)
5	7	y		correct	M	recrop/wide-context crop shows two clearly distinct y-shaped signs (hook+closed descender loop) merged in one wide box; classifier's own guess was low-share _ (0.82). Split into this row (first y) and pos7.5 (second y)
5	7.5	y		correct	M	split: second of two y signs merged into box f56v_05_007 (see pos7 note)
5	8	_		confirm	H	plain, share 1.00
5	9	e	+	correct	M	recrop shows a clean looped-e bowl, not g; classifier's two signals disagreed (raw e 0.66 vs cluster g); + mark already recorded matches the mark visible above
5	10	_	dot	confirm	H	plain, share 1.00
5	11	psi		confirm	H	clean forked-top/straight-tail shape, share 1.00
5	12	_		confirm	H	plain, share 1.00
5	13	w		confirm	H	clean cursive w, share 1.00
5	14	g		confirm	M	share 0.75 checked: 9-loop shape with a small flourish above (read as part of the sign, not a standard listed mark, left blank); matches atlas g reasonably; classifier's cluster label disagreed (_) but the raw g guess is the better shape match
5	15	m	~	confirm	H	clean cursive m with ~ mark, share 1.00
5	16	w		confirm	H	clean cursive w, share 1.00
5	17	m	1	confirm	H	clean cursive m with 1 mark, share 1.00
5	18	w		confirm	H	clean cursive w, share 1.00
5	19	lam	~	confirm	H	clean Λ with ~ mark, share 1.00
5	20	e		confirm	H	clean looped-e bowl, share 1.00
5	21	wd		confirm	H	clean w+tall-right-stroke shape, share 1.00
5	22	bh	7	correct	M	share 0.83 checked: clean stem+hooked-loop+tail with a 7 mark visible at the foot, matching atlas bh; classifier's cluster label disagreed (_) but the raw bh guess is the better shape match
5	23	K	1	confirm	H	clean K with 1 mark, share 1.00
5	24	nt		correct	L	share 0.60 checked: box is tall/ambiguous with what may be two components; the dominant lower shape (n-loop+cross) matches atlas nt reasonably, but a small hook/dot above it is unexplained (possibly bleed from the neighbouring K at pos23, or a mark) -- low confidence
6	1	_		plain	M	recrop: clean readable plain cursive, start of the stretch 'Ch sariu benn forse dq...' spanning pos1-8; classifier itself low-share (0.64)
6	2	_		confirm	H	plain-cursive stretch continues, share 1.00
6	3	_		confirm	M	plain-cursive stretch continues, share 0.59
6	4	_		confirm	M	plain-cursive stretch continues (small letter, mid-word), share 0.39 despite cluster g proximity
6	5	_		confirm	H	plain-cursive stretch continues, share 1.00
6	6	_		confirm	H	plain-cursive stretch continues ('forse'), share 1.00
6	7	_		confirm	H	plain-cursive stretch continues, share 1.00
6	8	_		confirm	M	plain-cursive stretch ends ('dq...'), share 0.82
6	9	Lx		confirm	H	clean Λ-with-crossed-leg shape, share 1.00 -- cipher run resumes here
6	10	lam		confirm	H	clean Λ shape, share 1.00
6	11	S7	~	confirm	H	clean 7-shaped sign with ~ mark, share 1.00
6	12	lam		confirm	H	clean Λ shape, share 1.00
6	13	g	1|~	confirm	H	clean 9-loop with 1|~ marks, share 1.00
6	14	nt		confirm	H	clean n+cross shape, share 1.00
6	15	S7		confirm	H	clean 7-shaped sign, share 1.00
6	16	+		confirm	M	share 0.80 checked: clean symmetric cross, matches atlas +
6	17	dl	5	confirm	M	share 0.59 checked: clean closed-loop+tail shape matching atlas dl, with 5 mark
6	18	S		correct	M	recrop shows two signs stacked in one box: S (5-squiggle, this row) above eps (two-bowl epsilon, see split row 18.5); classifier's whole-box guess was plain _ (share 1.00), clearly wrong
6	18.5	eps		correct	M	split: second (lower) of two signs merged into box f56v_06_018, a clean two-stacked-open-bowl epsilon beneath the S of pos18
6	19	S7		confirm	H	clean 7-shaped sign, share 1.00
6	20	S	~	correct	M	recrop shows a clean S/5-squiggle with ~ mark, matching the raw code guess (S) already given; classifier's cluster label (tee) and low share (0.62) disagreed but the shape is unambiguous S
6	21	H	1|o	confirm	H	clean blockish H with 1|o marks, share 1.00
6	22	m		confirm	H	clean cursive m, share 1.00
6	23	w		confirm	H	clean cursive w, share 1.00
6	24	tee		confirm	H	clean vertical-stroke-with-right-bar, share 1.00
6	25	o.		confirm	H	clean ring-with-dot shape, share 1.00
7	1	_		confirm	L	tiny edge artifact (w=6,h=12 at page x=0); no recoverable shape
7	2	y		confirm	H	clean y (hook+closed descender loop), share 1.00
7	3	nt		correct	M	recrop shows a clean n-loop+cross shape matching atlas nt; classifier's cluster label disagreed (_) but share was already fairly high on the raw guess (0.76) and the shape is a clean match
7	4	o.		confirm	H	clean ring-with-dot shape, share 1.00
7	5	S7		confirm	H	clean 7-shaped sign, share 1.00
7	6	#		confirm	H	clean double-barred cross, share 1.00
7	7	]		correct	M	recrop shows two signs stacked in one tall box: ']' (square box open to the left, this row) above S7 (see split row 7.5); classifier's whole-box guess was Z at low share (0.79), matching neither sign well
7	7.5	S7		correct	M	split: second (lower) of two signs merged into box f56v_07_007, a clean 7-shaped sign beneath the ']' of pos7
7	8	_		confirm	H	plain, share 1.00
7	9	L	~	confirm	H	clean L shape with ~ mark, share 1.00; confusable Z/L checked -- unambiguous L (right-angle with small internal stroke), not Z's zigzag
7	10	S7		correct	M	recrop shows a 7-shape with a trailing cursive tail flourish; closer to atlas S7 (matching the general run of S7/L/g signs around it) than to plain text; classifier's own guess was share 0.80 plain
7	11	g		confirm	H	clean 9-loop, share 1.00
7	12	bh		confirm	H	clean stem+hooked-loop+tail, dist 1.503, share 1.00
7	13	S7	#	confirm	H	clean 7-shaped sign with # mark, share 1.00
7	14	e		confirm	H	clean looped-e bowl, share 1.00
7	15	wd		confirm	H	clean w+tall-right-stroke shape, share 1.00
7	16	y		confirm	H	clean y, share 1.00
7	17	y		confirm	M	share 0.43 checked: recrop confirms a clean y (hook+closed descender loop), matches the raw code guess (y) despite the low share
7	18	o.		confirm	H	clean ring-with-dot shape, share 1.00
7	19	rz		confirm	H	clean low wavy shape, share 1.00
7	20	g		confirm	H	clean 9-loop, share 1.00
7	21	e	#	correct	M	recrop shows a looped-e bowl with a clear # mark above, missed by the classifier's marks field (code itself already e, share 1.00)
7	22	tee		confirm	H	clean vertical-stroke-with-right-bar, share 1.00
7	23	K		confirm	H	clean K, share 1.00
7	24	g		confirm	H	clean 9-loop, share 1.00
7	25	e	#	confirm	H	clean looped-e with # mark, share 1.00
7	26	Z	#	confirm	M	share 0.81 checked: clean Z (numeral-I-like variant) with # mark, matches atlas Z
7	27	S7	dot	confirm	H	clean 7-shaped sign with dot, share 1.00
7	28	+		correct	M	recrop shows a clean symmetric cross with a small flag/tick, matching atlas '+', not the double-barred '#'; classifier's own guess was share 0.81
7	29	lam	dot	confirm	H	clean Λ with dot, share 1.00
7	30	y	1	confirm	H	clean y with 1 mark, share 1.00
7	31	S7	#	confirm	H	clean 7-shaped sign with # mark, share 1.00
7	32	phi	dot	confirm	H	clean φ with dot, share 1.00
8	1	_		confirm	L	tiny edge artifact (w=10,h=11 at page x=250); no recoverable shape
8	2	L		correct	M	recrop shows a textbook L-with-7-inside-the-angle shape, matching atlas L description exactly; classifier's guess was share 0.61
8	3	bh		confirm	H	clean stem+hooked-loop+tail, dist 2.083, share 1.00
8	4	g		confirm	H	clean 9-loop, share 1.00
8	5	S7	~	confirm	H	clean 7-shaped sign with ~ mark, share 1.00
8	6	lam		confirm	H	clean Λ shape, share 1.00
8	7	S7		confirm	H	clean 7-shaped sign, share 1.00
8	8	phi	+	correct	M	recrop shows a clean φ (slashed circle on a long stem) with a + mark and a small 1-like tick, matching atlas phi, not plain; classifier's own guess was share 0.79
8	9	e	#	confirm	H	clean looped-e with # mark, share 1.00
8	10	tee		confirm	H	clean vertical-stroke-with-right-bar, share 1.00
8	11	g		confirm	H	clean 9-loop, share 1.00
8	12	y	~	confirm	H	clean y with ~ mark, share 1.00
8	13	a		correct	M	recrop shows a clean bold cursive 'a', not g; classifier's two signals disagreed (raw _ 0.43 vs cluster g). A small dot below is likely stray ink rather than a deliberate mark, left blank
8	14	e	dot	confirm	H	clean looped-e with dot, share 1.00
8	15	p	1	confirm	H	clean p with 1 mark, share 1.00
8	16	phi	~	correct	M	recrop shows a clean φ (slashed circle on stem), not bh's stem+hooked-loop+tail pattern; classifier's own guess (bh) was share 0.81 but the shape is unambiguously phi
8	17	H	o|1	confirm	H	clean blockish H with o|1 marks, share 1.00
8	18	eps	7	confirm	H	clean two-bowl epsilon with 7 mark, share 1.00
8	19	y		confirm	H	clean y, share 1.00
8	20	psi		confirm	H	clean forked-top/straight-tail shape, share 1.00
8	21	eps		correct	M	recrop shows a clean two-bowl epsilon with a numeral-like flourish above (read as part of the sign, not a standard mark, left blank); classifier's own guess was plain _ (share 1.00), clearly wrong
8	22	S7		confirm	H	clean 7-shaped sign, share 1.00
8	23	#	dot	confirm	H	clean double-barred cross with dot, share 1.00
8	24	eps	5	confirm	M	share 0.77 checked: clean two-bowl epsilon with 5 mark, matches atlas eps
8	25	_		confirm	H	plain, share 1.00
8	26	f		confirm	H	clean long-f-with-crossbar shape, share 1.00
8	27	w		confirm	H	clean cursive w, share 1.00
8	28	o.		confirm	H	clean ring-with-dot shape, share 1.00
8	29	_	dot	confirm	H	plain, share 1.00
8	30	o.	dot	confirm	H	clean ring-with-dot shape, share 1.00
8	31	nt		correct	M	recrop shows a clean n-loop+cross shape matching atlas nt; classifier's cluster label disagreed (_) but share was already fairly high (0.58->confirmed by clean shape)
9	1	_		confirm	L	tiny edge artifact (w=5,h=21 at page x=250); no recoverable shape
9	2	_		confirm	L	tiny edge artifact (w=6,h=12 at page x=371); no recoverable shape
9	3	o.		confirm	H	clean ring-with-dot shape, share 1.00
9	4	m	~	confirm	H	clean cursive m with ~ mark, share 1.00
9	5	w		confirm	H	clean cursive w, share 1.00
9	6	_	1	confirm	L	tiny stray hook/curl (w=17,h=12), too small to be a full sign; kept plain per classifier
9	7	lam		correct	L	recrop shows a small but clear Λ shape; smaller than typical lam exemplars, low confidence it is a genuine full sign rather than a flourish, but the shape itself is unambiguous
9	8	+		correct	M	recrop shows a + cross above a small curved flourish; classifier's two signals disagreed (raw f 0.40 vs cluster Z), neither matching well; '+' is the clearest component
9	9	_	dot	confirm	L	tiny faint mark (w=5,h=10), essentially just the recorded dot; no recoverable sign shape
9	10	sq		correct	M	recrop shows a clean closed square/diamond box, matching atlas sq; classifier's own guess was plain _ (share 0.80)
9	11	wd		confirm	H	clean w+tall-right-stroke shape, share 1.00
9	12	bh		confirm	H	clean stem+hooked-loop+tail, dist 1.722, share 1.00
9	13	g		confirm	H	clean 9-loop, share 1.00
9	14	e	#	confirm	M	share 0.49 checked: recrop confirms a clean looped-e with # mark, matching the raw code guess (e) despite classifier's cluster disagreement (g)
9	15	nt		confirm	H	clean n+cross shape, share 1.00
9	16	o.		confirm	H	clean ring-with-dot shape, share 1.00
9	17	]	ot	confirm	H	clean square-open-left shape with ot mark, share 1.00
9	18	g		confirm	M	share 0.80 checked: clean 9-loop, matches atlas g
9	19	Lx	5	confirm	H	clean Λ-with-crossed-leg shape with 5 mark, share 1.00
9	20	p		confirm	M	share 0.59 checked: stem crossed by a flourish, reasonable match to atlas p
9	21	p		confirm	H	clean p (stem with hook and dot), share 1.00
9	22	_		confirm	H	plain, share 1.00
9	23	_		confirm	H	recrop shows clearly readable plain cursive ('...botem lenarz lexer...'), share 1.00
9	24	_		confirm	H	plain-cursive stretch continues, share 1.00
9	25	_		confirm	M	plain-cursive stretch continues, share 0.40
9	26	_		confirm	H	plain-cursive stretch continues, share 1.00
9	27	_		confirm	M	plain-cursive stretch continues, share 0.45
9	28	_		confirm	H	plain-cursive stretch continues, share 1.00
9	29	_		correct	M	recrop/wide-context crop shows this box sits inside the same readable plain-cursive stretch as pos22-28 ('...lexer...'), not a cipher S7/# sign; classifier's two signals disagreed (raw S7 0.80 vs cluster #), neither matching the plain text
9	30	_		confirm	M	plain-cursive stretch ends line, share 0.61
10	1	_		confirm	H	recrop shows clearly readable plain cursive ('cito d...'), share 1.00
10	2	_	dot	confirm	M	plain-cursive stretch continues, share 0.63
10	3	_		confirm	M	plain-cursive stretch continues, share 0.80
10	4	_		correct	L	recrop shows blank paper (a fold/crease), no ink at all; classifier's w guess (share 0.60) is spurious
10	5	_		confirm	M	recrop shows clearly readable plain cursive ('Tu[t]...'), share 0.40
10	6	_		confirm	M	plain-cursive stretch continues ('...tto'), share 0.42
10	7	_		confirm	L	share 0.61 checked: ambiguous double-bar shape, does not clearly match any of the 36 codes; kept plain
10	8	Lx		confirm	H	clean Λ-with-crossed-leg shape, share 1.00
10	9	phi		confirm	H	clean φ shape, share 1.00
10	10	]	#	confirm	H	clean square-open-left shape with # mark, share 1.00
10	11	wd		confirm	H	clean w+tall-right-stroke shape, share 1.00
10	12	o.		confirm	H	clean ring-with-dot shape, share 1.00
10	13	S	7	correct	M	recrop shows a clean S/5-squiggle with a numeral-like flourish above (read as a 7 mark, matching the same pattern seen elsewhere on this leaf); classifier's own guess was plain _ (share 1.00), clearly wrong
10	14	H	1	confirm	H	clean blockish H with 1 mark, share 1.00
10	15	g	o	confirm	H	clean 9-loop with o mark, share 1.00
10	16	g		confirm	H	clean 9-loop, share 1.00
10	17	lam	1	confirm	H	clean Λ with 1 mark, share 1.00
10	18	nt		confirm	M	share 0.79 checked: clean n+cross shape, matches atlas nt
10	19	o.		confirm	H	clean ring-with-dot shape, share 1.00
10	20	S7		confirm	H	clean 7-shaped sign, share 1.00
10	21	#		confirm	H	clean double-barred cross, share 1.00
10	22	Z	dot	confirm	H	clean Z shape with dot, share 1.00
11	1	nt	dot|1	confirm	H	clean n+cross
11	2	o.		confirm	H	clean ring-dot
11	3	rz		confirm	H	clean lying-z
11	4	_		confirm	M	blank/faint smudge, share 1.00
11	5	tee		confirm	M	share 0.79 checked, small vertical+bar stem
11	6	S7	#	confirm	H	clean 7-shape, # mark
11	7	o.	dot	confirm	H	clean ring-dot
11	8	y		correct	M	recrop shows a clean y right after o.; classifier's own guess was low-share _ (0.81)
11	9	w		confirm	H	clean w
11	10	a	1	confirm	H	clean bold a, 1 mark
11	11	lam	1	confirm	H	clean lam, 1 mark
11	12	dl		confirm	H	clean dl
11	13	+		confirm	M	raw guess already +, cluster(f) disagreed; recrop confirms clean +
11	14	y		confirm	M	share 0.84, clean y before plain stretch begins
11	15	_		correct	M	recrop: plain cursive 'far[e]...' begins; classifier's own guess was low-share f (0.65)
11	16	_		confirm	H	plain-cursive stretch continues ('fare quales')
11	17	_		confirm	M	plain-cursive stretch continues, share 0.63
11	18	_		correct	M	recrop: plain cursive 'quale[s]' continues; classifier's own guess was w (0.83)
11	19	_		confirm	H	plain-cursive stretch continues
11	20	_		correct	M	recrop: plain cursive word-ending; classifier's own guess was ch (0.62)
12	1	_		confirm	H	recrop: clean plain cursive 'impresa con...'; classifier's own guess was w(0.84)
12	2	_		correct	M	plain-cursive stretch continues; classifier's two signals disagreed (raw f 0.24 vs cluster Z), neither right
12	3	_		confirm	H	plain-cursive stretch continues ('impresa'); classifier's own guess was tee(1.00) but this reads clearly as a plain letter in a legible word
12	4	_		confirm	H	plain-cursive stretch continues, share 1.00
12	5	_		confirm	H	plain-cursive stretch continues ('con'); classifier's own guess was N(1.00) but sits mid-word in 'impresa con'
12	6	_		confirm	H	plain-cursive stretch continues, share 1.00
12	7	_		confirm	M	plain-cursive stretch continues, share 0.42
12	8	_		correct	M	recrop: plain cursive 'confederat[i]' continues (the loop resembles dl but is this word's cursive 'd'); classifier's own guess was dl(0.61)
12	9	_		correct	M	plain-cursive stretch continues; classifier's own guess was lam(0.80) but sits mid-word
12	10	_	1	confirm	H	plain-cursive stretch continues, share 1.00
12	11	_		correct	M	plain-cursive stretch continues (word-final 't'-like letter); classifier's own guess was tee(1.00)
12	12	_	1	confirm	M	plain-cursive stretch ends here, share 0.61, matches cluster _
12	13	+	dot	confirm	M	cipher resumes: raw guess already + (0.80), recrop confirms clean +
12	14	Lx		confirm	H	clean Lx
12	15	bh		confirm	H	clean bh, dist 1.722
12	16	o.		confirm	H	clean ring-dot
12	17	S7		confirm	H	clean 7-shape
