line	pos	code	marks	grade
8	10	tee		AB
8	11	g		AB
8	12	y	~	AB
8	13	a		settled
8	14	e	dot	AB
8	15	p	1	AB
8	16	phi	~	settled
8	17	H	o|1	AB
8	18	eps	7	AB
8	19	y		AB
8	20	psi		AB
8	21	eps		settled
8	22	S7		AB
8	23	#	dot	AB
8	24	eps	5	AB
8	25	_		AB
8	26	f		AB
8	27	w		AB
8	28	o.		AB
8	29	_		AB
8	30	o.	dot	AB
8	31	nt		AB
9	1	_		AB
9	2	_		AB
9	3	o.		AB
9	4	m	~	AB
9	5	w		AB
9	6	_		AB
9	7	lam		settled
9	8	+		settled
9	9	_		AB
9	10	sq		settled
9	11	wd		AB
9	12	bh		AB
9	13	g		AB
9	14	e	#	AB
9	15	nt		AB
9	16	o.		AB
9	17	]	ot	AB
9	18	g		AB
9	19	Lx	5	AB
9	20	p		AB
9	21	p		AB
9	22	_		AB
9	23	_		AB
9	24	_		AB
9	25	_		AB
9	26	_		AB
9	27	_		AB
9	28	_		AB
9	29	_		settled
9	30	_		AB
10	1	_		AB
10	2	_		AB
10	3	_		AB
10	4	_		AB
10	5	_		AB
10	6	_		AB
10	7	_		AB
10	8	Lx		AB
10	9	phi		AB
10	10	]	#	AB
10	11	wd		AB
10	12	o.		AB
10	13	S	7	settled
10	14	H	1	AB
10	15	g	o	AB
10	16	g		AB
10	17	lam	1	AB
10	18	nt		AB
10	19	o.		AB
10	20	S7		AB
10	21	#		AB
10	22	Z	dot	AB
11	1	nt	dot|1	AB
11	2	o.		AB
11	3	rz		AB
11	4	_		AB
11	5	tee		AB
11	6	S7	#	AB
11	7	o.	dot	AB
11	8	y		settled
11	9	w		AB
11	10	a	1	AB
11	11	lam	1	AB
11	12	dl		AB
11	13	+		AB
11	14	bh		settled
11	15	_		AB
11	16	_		AB
11	17	_		AB
11	18	_		AB
11	19	_		AB
11	20	_		AB
12	1	_		AB
12	2	_		AB
12	3	_		AB
12	4	_		AB
12	5	_		AB
12	6	_		AB
12	7	_		AB
12	8	_		settled
12	9	_		settled
12	10	_		AB
12	11	_		settled
12	12	_	1	settled
12	13	+	dot	AB
12	14	Lx		AB
12	15	bh		AB
12	16	o.		AB
12	17	S7		AB
12	18	y		AB
12	19	_		AB
12	20	w		AB
12	21	o.		AB
12	22	eps		settled
12	23	bh		AB
12	24	tee		AB
12	25	f		AB
12	26	w		AB
12	27	bh		AB
13	1	_		AB
13	2	phi		AB
13	3	H	1|o	settled
13	3.5	g	7	settled
13	4	m	~	AB
13	5	S7		settled
13	5.5	g		settled
13	6	S		AB
13	7	nt		AB
13	8	o.		AB
13	9	e	dot|#	AB
13	10	sq	?	AB
13	11	tee		AB
13	12	H	1	AB
13	13	a	o	AB
13	14	S		AB
13	15	e	dot	AB
13	16	e		AB
13	17	S7	dot	AB
13	18	f		AB
13	19	w		AB
13	20	y		AB
13	21	y	~	settled
13	21.5	o.	~	settled
13	22	S7		AB
13	23	#		AB
13	24	w		AB
14	1	]	o|o	AB
14	2	Lx		AB
14	3	_		settled
14	4	_		AB
14	5	_		AB
14	6	_		AB
14	7	_		AB
14	8	_		AB
14	9	_		AB
14	10	_		AB
14	11	_		AB
14	12	_		AB
14	13	_		AB
14	14	_		AB
14	15	_		AB
14	16	_		settled
14	17	_		settled
14	18	_		AB
14	19	_		AB
14	20	_		AB
14	21	_		settled
14	22	_		settled
15	1	_		AB
15	2	_		settled
15	3	_		AB
15	4	_		AB
15	5	_		AB
15	6	Lx		settled
15	7	+		settled
15	8	S7		AB
15	9	wd	#	AB
15	10	bh		AB
15	11	y		AB
15	12	nt		AB
15	13	bh		AB
15	14	w		AB
15	15	e	dot	AB
15	16	Lx		AB
15	17	dl		AB
15	18	rz		AB
15	19	_		AB
15	20	S		AB
15	21	_		AB
16	1	_		AB
16	2	_		AB
16	3	_		AB
16	4	_		AB
16	5	_		AB
16	6	_		AB
16	7	_		AB
16	8	_		AB
16	9	_		AB
16	10	_		AB
16	11	_		AB
16	12	_		AB
16	13	_		AB
16	14	_		AB
16	15	_		AB
16	16	_		AB
16	17	_		AB
16	18	_		AB
16	19	_		AB
16	20	_		AB
16	21	_		AB
16	22	_		AB
16	23	_		AB
16	24	_		AB
16	25	_		AB
17	1	_		AB
17	2	_		AB
17	3	_		AB
17	4	_		AB
17	5	_		AB
17	6	_		AB
17	7	_		AB
17	8	_		AB
17	9	_		AB
17	10	_		AB
17	11	_		AB
17	12	_		AB
17	13	_		AB
17	14	_		AB
17	15	_		AB
17	16	_		AB
17	17	_		AB
17	18	_		AB
17	19	_		AB
17	20	_		AB
17	21	_		AB
17	22	_		AB
17	23	_		AB
18	1	_		AB
18	2	_		AB
18	3	_		AB
18	4	_		AB
18	5	_		AB
18	6	_		AB
18	7	_		AB
18	8	_		AB
18	9	_		AB
18	10	_		AB
18	11	_		AB
18	12	_		AB
18	13	_		AB
18	14	_		AB
18	15	_		AB
18	16	_		AB
18	17	_		AB
18	18	_		AB
18	19	_		AB
18	20	S4		settled
18	21	sq		settled
18	22	Lx		settled
18	23	_		AB
18	24	_		AB
18	25	_		AB
18	26	_		AB
18	27	_		AB
18	28	_		AB
18	29	_		AB
18	30	_		AB
19	1	_		AB
19	2	_		AB
19	3	_		AB
19	4	_		AB
19	5	_		AB
19	6	_		AB
19	7	_		AB
19	8	_		AB
19	9	_		AB
19	10	_		AB
19	11	_		AB
19	12	_		AB
19	13	_		AB
19	14	_		AB
19	15	_		AB
19	16	_		AB
19	17	_		AB
19	18	_		AB
19	19	_		AB
19	20	_		AB
19	21	_		AB
19	22	_		AB
19	23	_		AB
19	24	_		AB
19	25	_		AB
19	26	_		AB
