line	pos	code	marks	action	conf	note
9	14	_		plain	H	
9	15	S7		confirm	H	
9	16	lam		confirm	H	
9	17	S7	~	confirm	H	
9	18	lam		confirm	H	
9	19	g	1	confirm	H	
9	20	_	1	plain	H	
9	21	e	#	confirm	H	
9	22	wd		confirm	H	
9	23	y		confirm	H	
9	24	_	dot	plain	M	hrf-like cursive shape with dot, kept classifier plain call, moderate share
9	25	w		confirm	H	
9	26	#	#	confirm	H	
9	27	w		confirm	H	
9	28	_		plain	H	
9	29	g		confirm	H	
10	1	y	dot	confirm	M	
10	2	_		plain	H	
10	3	g	1	confirm	H	
10	4	y		confirm	H	
10	5	_		plain	M	page crease/fold crosses this box, uncertain reading, kept classifier plain call
10	6	_		plain	H	
10	7	bh		confirm	H	
10	8	S7		confirm	H	
10	9	#		confirm	H	
10	10	e		confirm	H	
10	11	wd		confirm	H	
10	12	bh		confirm	H	
10	13	y		confirm	H	
10	14	f		confirm	L	
10	15	f	5	confirm	H	
10	16	e		confirm	H	
10	17	Z		confirm	L	complex loop+cross shape, kept classifier Z at low confidence
10	18	y		confirm	L	
10	19	_		plain	H	
10	20	_	dot	plain	L	ambiguous crossed shape, kept classifier plain call
10	21	w		confirm	H	
10	22	_	dot	plain	M	
10	23	S7	1	confirm	H	
11	1	eps	7	confirm	H	
11	2	S7		confirm	H	
11	3	sq	ot	correct	M	sharp right-angle box shape matches sq atlas better than ]
11	4	_		plain	M	
11	5	_		plain	H	
11	6	#		confirm	H	
11	7	H	1|o	confirm	H	
11	8	S7		confirm	H	
11	9	w		confirm	H	
11	10	g		confirm	M	y-like cursive tail shape, kept classifier g at moderate share
11	11	S7		confirm	H	
11	12	y		confirm	M	
11	13	g		confirm	H	
11	14	]	o	confirm	H	
11	15	bh		confirm	H	
11	16	_		plain	M	compound loop+cross shape, uncertain, kept classifier plain call
11	17	rz		confirm	H	
11	18	g	1	confirm	H	
11	19	S7		confirm	H	
11	20	#		confirm	H	
11	21	S4		confirm	H	
11	22	_		plain	M	
11	23	Lx		confirm	H	
12	1	_		correct	H	clearly plain 'Sa', start of 'Sanza'
12	2	_		plain	M	
12	3	S7		confirm	H	
12	4	_		correct	H	plain 'za', completing 'Sanza' (without); letter-like N confusion, same pattern as line4/8
12	5	_		plain	H	
12	6	_		plain	L	
12	7	_		plain	L	
12	8	_	dot	plain	M	
12	9	_		plain	L	
12	10	_		plain	H	
12	11	_		correct	M	plain cursive letters, letter-like N confusion
12	12	_		plain	H	
12	13	S4		confirm	H	
12	14	y		confirm	H	
12	15	nt		confirm	H	
12	16	bh		confirm	H	
12	17	w		confirm	H	
12	18	e	dot	confirm	H	
12	19	phi		confirm	H	
12	20	dl		confirm	H	
12	21	_		plain	M	
12	22	_		plain	M	
12	23	_		correct	H	plain 'nso', part of 'penso'; letter-like w confusion
12	24	_		plain	H	
12	25	_		plain	H	
12	26	_	ot	plain	M	
13	1	S4		confirm	H	
13	2	Lx		confirm	H	
13	3	S7		confirm	H	
13	4	w		confirm	H	
13	5	y		confirm	H	
13	6	_		plain	H	
13	7	Z		confirm	H	
13	8	g		confirm	H	
13	9	H		confirm	H	
13	10	H	1|o	confirm	H	
13	11	e		confirm	H	
13	12	H		confirm	H	
13	13	S7		confirm	H	
13	14	#	dot	confirm	H	
13	15	e	dot	confirm	H	
13	16	S7		confirm	H	
13	17	#	dot	confirm	H	
13	18	]	ot	confirm	H	
13	19	L		confirm	H	
13	20	g	1	confirm	H	
13	21	_		plain	H	
13	22	S4		confirm	H	
13	23	dl		confirm	H	
13	24	Lx		confirm	H	
14	1	eps	1	confirm	H	
14	2	_		plain	H	
14	3	_		plain	H	
14	4	_		plain	H	
14	5	_		plain	H	
14	6	_		plain	H	
14	7	_		plain	H	
14	8	_		plain	H	
14	9	_		plain	H	
14	10	_		plain	H	
14	11	S		confirm	H	
14	12	_	dot	plain	H	
14	13	f		confirm	H	
14	14	_		plain	H	
14	15	_		plain	H	
14	16	_	dot|dot	plain	H	
14	17	_		plain	H	
14	18	nt		confirm	H	
14	19	N		confirm	H	
14	20	S		confirm	H	
14	21	lam		confirm	H	
14	22	lam	#	confirm	H	
14	23	p		confirm	H	
14	24	Lx		confirm	H	
14	25	_		plain	H	
15	1	sq	ot	confirm	H	
15	2	_		plain	H	
15	3	rz		confirm	H	
15	4	U		confirm	H	
15	5	w		confirm	H	
15	6	_		plain	H	
15	7	_	5	plain	H	
15	8	e	dot	confirm	H	
15	9	e	dot|#	confirm	H	
15	10	a	~	confirm	H	
15	11	S7	#	confirm	H	
15	12	eps	dot	confirm	H	
15	13	g		confirm	H	
15	14	nt		confirm	H	
15	15	]	o	confirm	H	
15	16	_	1	plain	H	
15	17	sq	#	confirm	H	
15	18	_	~	plain	H	
15	19	S7		confirm	H	
15	20	+		confirm	H	
15	21	rz		confirm	H	
15	22	Z		confirm	H	
15	23	S7		confirm	H	
15	24	lam	#	confirm	H	
16	1	a	5	confirm	H	
16	2	tee		confirm	H	
16	3	lam		confirm	H	
16	4	g	5	confirm	H	
16	5	a		confirm	H	
16	6	g	5	confirm	H	
16	7	phi	1	confirm	H	
16	8	e		confirm	H	
16	9	psi		confirm	H	
16	10	g		confirm	H	
16	11	H	o|1	confirm	H	
16	12	]		confirm	H	
16	13	nt		confirm	H	
16	14	g		confirm	H	
16	15	S		confirm	H	
16	16	rz		confirm	H	
16	17	g	5	confirm	H	
16	18	S7	#	confirm	H	
16	19	a	dot	confirm	H	
16	20	S		confirm	H	
16	21	tee		confirm	H	
16	22	lam	5	confirm	H	
16	23	o.		confirm	H	
16	24	y		confirm	H	
16	25	S7		confirm	H	
16	26	y		confirm	H	
16	27	_		plain	H	
16	28	g		confirm	H	
16	29	Z		confirm	H	
16	30	S4		confirm	H	
16	31	dl		confirm	H	
16	32	+		confirm	H	
17	1	S		confirm	H	
17	2	N	#	confirm	H	
17	3	_	1|1	plain	H	
17	4	_		plain	H	
17	5	g		confirm	H	
17	6	_		plain	H	
17	7	S	dot	confirm	H	
17	8	_		plain	H	
17	9	y		confirm	H	
17	10	e		confirm	H	
17	11	_		plain	H	
17	12	_		plain	H	
17	13	ch		confirm	H	
17	14	_	dot	plain	H	
17	15	_		plain	H	
17	16	_	1|1	plain	H	
17	17	#		confirm	H	
17	18	m		confirm	H	
17	19	_		plain	H	
17	20	_		plain	H	
17	21	w		confirm	H	
18	1	y		confirm	H	
18	2	p		confirm	H	
18	3	_		plain	H	
18	4	#		confirm	H	
18	5	y		confirm	H	
18	6	S		confirm	H	
18	7	_		plain	H	
18	8	L		confirm	H	
18	9	N		confirm	H	
18	10	Lx		confirm	H	
18	11	_		plain	H	
18	12	_		plain	H	
18	13	S	7	confirm	H	
18	14	_	~	plain	H	
18	15	H		confirm	H	
18	16	_		plain	H	
18	17	_		plain	H	
18	18	N		confirm	H	
18	19	_		plain	H	
18	20	_		plain	H	
18	21	S4		confirm	H	
18	22	dl		confirm	H	
18	23	H	1|o	confirm	H	
18	24	]	o	confirm	H	
18	25	_		plain	H	
19	1	eps	7	confirm	H	
19	2	Z		confirm	H	
19	3	psi		confirm	H	
19	4	eps	5	confirm	H	
19	5	Z	ot	confirm	H	
19	6	e	dot|+	confirm	H	
19	7	lam		confirm	H	
19	8	wd		confirm	H	
19	9	rz		confirm	H	
19	10	e	#	confirm	H	
19	11	g	dot	confirm	H	
19	12	y		confirm	H	
19	13	L		confirm	H	
19	14	bh		confirm	H	
19	15	eps	1	confirm	H	
19	16	w		confirm	H	
19	17	e	dot	confirm	H	
19	18	Z		confirm	H	
19	19	]		confirm	H	
19	20	nt		confirm	H	
19	21	S4		confirm	H	
19	22	_		plain	H	
19	23	eps		confirm	H	
19	24	+		confirm	H	
19	25	_		plain	H	
