line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
3	f55v_03_014	14	900	350	39	22	_	3.438	0.46	_	dot
3	f55v_03_015	15	940	322	23	50	_	2.998	1.00	_	
3	f55v_03_016	16	962	351	27	20	_	6.381	0.81	_	
3	f55v_03_017	17	1005	351	55	21	_	4.779	1.00	_	
3	f55v_03_018	18	1049	330	61	71	_	2.700	1.00	_	
3	f55v_03_019	19	1108	361	27	19	_	5.336	0.62	_	
3	f55v_03_020	20	1137	329	86	54	_	5.215	1.00	_	
3	f55v_03_021	21	1237	340	99	44	_	5.322	1.00	_	
3	f55v_03_022	22	1332	361	15	21	_	3.970	0.79	_	
3	f55v_03_023	23	1345	364	23	19	_	5.201	1.00	_	
3	f55v_03_024	24	1370	365	27	18	_	7.016	0.60	w	
3	f55v_03_025	25	1416	362	39	45	f	5.153	0.41	_	
3	f55v_03_026	26	1454	380	6	10	_	2.893	1.00	_	
4	f55v_04_001	1	391	425	40	60	_	4.908	0.61	_	
4	f55v_04_002	2	431	431	23	24	_	4.323	1.00	_	
4	f55v_04_003	3	454	431	12	25	S	3.091	1.00	S	
4	f55v_04_004	4	466	435	15	16	_	3.457	1.00	_	
4	f55v_04_005	5	505	411	17	42	_	6.345	1.00	_	
4	f55v_04_006	6	515	438	15	28	_	5.500	0.41	g	
4	f55v_04_007	7	544	433	66	25	_	4.085	1.00	_	
4	f55v_04_008	8	641	410	22	45	p	3.677	1.00	p	
4	f55v_04_009	9	652	433	41	22	_	4.147	1.00	_	
4	f55v_04_010	10	691	438	26	20	_	6.552	0.81	_	
4	f55v_04_011	11	726	405	26	86	bh	2.279	1.00	bh	
4	f55v_04_012	12	757	420	44	41	S4	3.290	1.00	S4	
4	f55v_04_013	13	805	428	40	34	Lx	2.673	0.84	Lx	
4	f55v_04_014	14	847	425	31	34	+	2.807	0.60	+	
4	f55v_04_015	15	880	434	23	27	lam	3.788	1.00	lam	
4	f55v_04_016	16	912	437	49	36	nt	3.792	1.00	nt	~
4	f55v_04_017	17	948	437	36	49	y	2.546	1.00	y	
4	f55v_04_018	18	982	404	40	85	g	2.039	1.00	g	
4	f55v_04_019	19	1022	440	18	24	_	3.059	1.00	_	
4	f55v_04_020	20	1043	447	35	15	Z	5.555	0.38	Z	
4	f55v_04_021	21	1097	440	45	19	rz	1.993	1.00	rz	
4	f55v_04_022	22	1140	437	32	29	lam	2.822	1.00	lam	#
4	f55v_04_023	23	1193	416	33	48	_	3.487	0.62	_	
4	f55v_04_024	24	1221	443	18	22	S	4.002	0.78	S	
4	f55v_04_025	25	1231	442	39	35	Lx	5.344	0.41	Lx	
4	f55v_04_026	26	1269	446	20	18	_	5.932	0.80	_	
4	f55v_04_027	27	1291	448	32	15	Z	7.501	0.80	Z	
4	f55v_04_028	28	1334	414	48	45	ch	4.075	0.26	ch	
4	f55v_04_029	29	1381	429	38	24	]	4.218	0.45	_	ot
4	f55v_04_030	30	1433	427	23	28	tee	3.780	0.64	tee	
5	f55v_05_001	1	398	516	42	28	e	4.082	1.00	e	#
5	f55v_05_002	2	438	480	38	53	wd	2.949	1.00	wd	
5	f55v_05_003	3	470	512	27	45	y	2.969	1.00	y	
5	f55v_05_004	4	516	515	42	27	e	3.618	1.00	e	dot|+
5	f55v_05_005	5	552	512	28	46	psi	3.311	1.00	psi	
5	f55v_05_006	6	579	514	39	19	m	3.879	1.00	m	~
5	f55v_05_007	7	622	518	25	23	S7	2.674	1.00	S7	
5	f55v_05_008	8	636	481	36	81	g	3.019	0.81	g	
5	f55v_05_009	9	679	520	30	24	S7	2.722	1.00	S7	#
5	f55v_05_010	10	724	515	19	23	a	4.314	1.00	a	
5	f55v_05_011	11	742	485	41	66	_	4.678	0.81	_	+
5	f55v_05_012	12	802	519	31	21	]	4.719	1.00	]	o
5	f55v_05_013	13	830	521	31	36	g	2.138	1.00	g	
5	f55v_05_014	14	871	515	23	22	sq	4.587	0.54	[	~
5	f55v_05_015	15	896	523	31	56	psi	4.240	0.61	psi	+
5	f55v_05_016	16	940	504	39	40	S4	2.900	1.00	S4	
5	f55v_05_017	17	991	494	39	79	_	4.313	0.82	_	
5	f55v_05_018	18	1028	519	14	17	_	5.208	1.00	_	
5	f55v_05_019	19	1064	520	30	19	N	3.898	0.63	N	
5	f55v_05_020	20	1112	520	14	24	_	2.758	1.00	_	
5	f55v_05_021	21	1157	495	24	51	_	2.484	1.00	_	
5	f55v_05_022	22	1189	499	62	60	_	5.502	1.00	_	
5	f55v_05_023	23	1253	523	21	33	g	4.029	1.00	g	dot
5	f55v_05_024	24	1287	520	26	21	S7	4.319	0.78	Z	
5	f55v_05_025	25	1309	521	11	20	_	3.023	1.00	_	
5	f55v_05_026	26	1316	501	70	55	_	4.075	1.00	_	
5	f55v_05_027	27	1379	524	15	18	_	3.938	1.00	_	
5	f55v_05_028	28	1403	530	12	17	_	5.599	1.00	_	
5	f55v_05_029	29	1426	521	34	28	_	7.261	0.20	N	
6	f55v_06_001	1	398	595	58	24	_	3.469	1.00	_	
6	f55v_06_002	2	461	570	24	46	_	2.672	1.00	_	
6	f55v_06_003	3	486	569	107	64	_	5.426	1.00	_	
6	f55v_06_004	4	613	573	18	27	S7	3.614	0.41	g	dot
6	f55v_06_005	5	634	580	47	38	S4	2.472	1.00	S4	
6	f55v_06_006	6	691	588	44	23	rz	2.871	1.00	rz	
6	f55v_06_007	7	744	587	22	30	tee	3.382	1.00	tee	
6	f55v_06_008	8	773	597	42	19	m	4.418	1.00	m	1
6	f55v_06_009	9	807	600	26	32	g	2.265	1.00	g	
6	f55v_06_010	10	840	600	26	23	S7	2.835	1.00	S7	~
6	f55v_06_011	11	871	590	25	24	lam	2.856	1.00	lam	
6	f55v_06_012	12	901	596	40	28	e	3.361	1.00	e	#
6	f55v_06_013	13	936	557	42	86	g	1.962	1.00	g	
6	f55v_06_014	14	983	583	27	25	lam	2.244	1.00	lam	
6	f55v_06_015	15	1009	587	44	19	rz	2.720	1.00	rz	
6	f55v_06_016	16	1058	596	24	23	_	2.925	1.00	_	#
6	f55v_06_017	17	1107	601	44	17	m	5.032	1.00	m	~
6	f55v_06_018	18	1153	606	55	14	w	2.501	1.00	w	
6	f55v_06_019	19	1222	577	37	44	L	3.153	1.00	L	
6	f55v_06_020	20	1262	571	32	54	_	2.943	1.00	_	
6	f55v_06_021	21	1286	580	25	59	bh	2.061	1.00	bh	
6	f55v_06_022	22	1308	588	42	49	phi	3.003	1.00	phi	
6	f55v_06_023	23	1352	603	32	17	]	3.595	1.00	]	o
6	f55v_06_024	24	1395	582	40	51	e	3.920	1.00	e	
6	f55v_06_025	25	1427	599	29	33	lam	6.048	1.00	lam	dot|dot
7	f55v_07_001	1	402	682	38	30	e	2.668	1.00	e	+
7	f55v_07_002	2	439	679	18	22	eps	5.727	0.80	eps	5
7	f55v_07_003	3	461	681	29	28	S7	2.483	1.00	S7	#
7	f55v_07_004	4	522	687	28	34	S7	2.142	1.00	S7	#
7	f55v_07_005	5	570	688	29	22	S7	3.976	0.60	Z	dot|ot
7	f55v_07_006	6	618	687	17	27	eps	4.437	1.00	eps	
7	f55v_07_007	7	639	693	26	26	S7	1.950	1.00	S7	~
7	f55v_07_008	8	665	686	25	23	lam	2.865	1.00	lam	
7	f55v_07_009	9	706	689	18	21	a	7.586	1.00	a	5|7
7	f55v_07_010	10	732	689	28	18	]	3.561	1.00	]	o
7	f55v_07_011	11	778	663	41	56	e	3.999	1.00	e	dot
7	f55v_07_012	12	826	689	15	25	eps	4.649	1.00	eps	1
7	f55v_07_013	13	845	685	28	60	_	5.588	0.80	_	7
7	f55v_07_014	14	893	689	19	24	_	2.459	1.00	_	
7	f55v_07_015	15	917	653	42	56	_	3.883	0.81	_	#
7	f55v_07_016	16	960	682	27	29	lam	2.219	1.00	lam	
7	f55v_07_017	17	989	689	21	21	S7	2.875	1.00	S7	1
7	f55v_07_018	18	1012	663	41	56	e	4.170	1.00	e	
7	f55v_07_019	19	1072	664	44	54	e	3.720	1.00	e	dot
7	f55v_07_020	20	1118	681	42	31	#	3.926	1.00	#	dot|#
7	f55v_07_021	21	1163	685	23	24	_	1.761	1.00	_	
7	f55v_07_022	22	1182	680	29	28	lam	2.573	1.00	lam	5
7	f55v_07_023	23	1221	686	19	21	a	5.353	1.00	a	
7	f55v_07_024	24	1234	654	21	28	S7	2.917	1.00	S7	
7	f55v_07_025	25	1249	682	30	24	]	5.106	1.00	]	o
7	f55v_07_026	26	1292	673	38	35	H	2.231	1.00	H	1
7	f55v_07_027	27	1328	675	22	30	tee	2.592	1.00	tee	
7	f55v_07_028	28	1360	669	27	41	K	3.647	1.00	K	1
7	f55v_07_029	29	1393	681	41	17	m	3.283	1.00	m	1|5
7	f55v_07_030	30	1437	685	23	14	Z	6.539	0.58	_	
8	f55v_08_001	1	400	759	23	27	lam	3.354	1.00	lam	5
8	f55v_08_002	2	431	764	40	26	#	4.066	1.00	#	o
8	f55v_08_003	3	475	734	39	48	wd	3.668	0.64	wd	
8	f55v_08_004	4	514	737	22	69	bh	1.401	1.00	bh	
8	f55v_08_005	5	541	763	29	40	y	2.898	1.00	y	
8	f55v_08_006	6	564	760	31	51	y	5.030	1.00	y	
8	f55v_08_007	7	607	760	21	34	psi	4.796	1.00	psi	
8	f55v_08_008	8	618	757	32	47	y	3.494	1.00	y	
8	f55v_08_009	9	658	734	42	46	Z	3.734	1.00	Z	
8	f55v_08_010	10	686	766	35	33	g	3.555	1.00	g	~
8	f55v_08_011	11	734	747	36	43	S4	3.157	1.00	S4	
8	f55v_08_012	12	776	744	42	40	dl	2.943	1.00	dl	
8	f55v_08_013	13	819	751	40	37	H	2.829	1.00	H	
8	f55v_08_014	14	870	756	39	36	H	2.074	1.00	H	1|o
8	f55v_08_015	15	919	731	46	58	_	2.514	1.00	_	
8	f55v_08_016	16	981	744	48	55	e	4.071	1.00	e	
8	f55v_08_017	17	1029	765	18	18	a	4.645	1.00	a	1
8	f55v_08_018	18	1048	767	21	22	S7	3.393	1.00	S7	
8	f55v_08_019	19	1072	767	42	29	e	3.343	1.00	e	+
8	f55v_08_020	20	1114	744	44	52	S4	3.912	1.00	S4	
8	f55v_08_021	21	1164	751	36	46	_	2.770	0.45	y	
8	f55v_08_022	22	1194	763	13	26	S	3.998	1.00	S	
8	f55v_08_023	23	1203	764	16	24	_	2.182	1.00	_	
8	f55v_08_024	24	1218	766	29	31	H	6.168	1.00	H	dot
8	f55v_08_025	25	1262	752	31	48	L	4.452	0.58	_	
8	f55v_08_026	26	1294	761	9	22	S	4.797	1.00	S	
8	f55v_08_027	27	1307	761	21	20	_	4.859	0.62	_	
8	f55v_08_028	28	1345	763	25	20	N	3.509	1.00	N	
8	f55v_08_029	29	1365	739	78	76	_	5.718	1.00	_	
9	f55v_09_001	1	400	852	31	24	S7	3.973	1.00	S7	
9	f55v_09_002	2	433	850	16	21	tee	4.912	1.00	tee	
9	f55v_09_003	3	450	849	21	38	g	5.929	1.00	g	dot
9	f55v_09_004	4	488	853	47	41	nt	3.996	0.60	w	dot
9	f55v_09_005	5	558	818	49	56	_	2.978	1.00	_	1|1
9	f55v_09_006	6	640	821	13	34	_	4.449	0.77	g	
9	f55v_09_007	7	658	845	31	22	_	7.540	0.41	_	
9	f55v_09_008	8	700	823	40	49	ch	3.567	1.00	ch	
9	f55v_09_009	9	741	836	41	39	S4	3.458	0.81	S4	
9	f55v_09_010	10	786	834	42	36	dl	3.086	1.00	dl	
9	f55v_09_011	11	812	838	36	69	_	5.605	0.80	_	
9	f55v_09_012	12	846	844	45	40	Lx	2.449	1.00	Lx	
9	f55v_09_013	13	887	818	41	84	g	2.533	1.00	g	
9	f55v_09_014	14	937	811	21	62	_	2.201	1.00	_	
9	f55v_09_015	15	958	852	28	27	S7	2.187	1.00	S7	
9	f55v_09_016	16	982	847	27	25	lam	1.979	1.00	lam	
9	f55v_09_017	17	1013	853	26	26	S7	2.558	1.00	S7	~
9	f55v_09_018	18	1036	846	27	26	lam	1.836	1.00	lam	
9	f55v_09_019	19	1057	853	30	36	g	2.377	1.00	g	1
9	f55v_09_020	20	1085	889	8	18	_	2.990	1.00	_	1
9	f55v_09_021	21	1102	851	41	33	e	3.078	1.00	e	#
9	f55v_09_022	22	1145	828	44	42	wd	3.402	1.00	wd	
9	f55v_09_023	23	1176	848	37	46	y	2.140	1.00	y	
9	f55v_09_024	24	1234	830	48	54	_	4.383	0.76	_	dot
9	f55v_09_025	25	1284	856	49	15	w	2.248	1.00	w	
9	f55v_09_026	26	1338	844	35	26	#	3.994	1.00	#	#
9	f55v_09_027	27	1384	845	31	16	w	4.124	1.00	w	
9	f55v_09_028	28	1413	847	26	39	_	5.448	1.00	_	
9	f55v_09_029	29	1442	842	18	32	g	3.992	1.00	g	
10	f55v_10_001	1	404	912	30	43	y	4.466	0.81	y	dot
10	f55v_10_002	2	440	904	37	58	_	4.775	1.00	_	
10	f55v_10_003	3	476	933	29	37	g	2.298	1.00	g	1
10	f55v_10_004	4	505	930	34	47	y	3.823	1.00	y	
10	f55v_10_005	5	723	880	62	91	_	11.571	0.60	_	
10	f55v_10_006	6	785	888	34	60	_	4.859	1.00	_	
10	f55v_10_007	7	819	907	25	60	bh	1.755	1.00	bh	
10	f55v_10_008	8	843	935	27	25	S7	3.055	1.00	S7	
10	f55v_10_009	9	866	908	32	26	#	3.833	1.00	#	
10	f55v_10_010	10	905	912	41	51	e	3.740	1.00	e	
10	f55v_10_011	11	953	894	45	51	wd	2.749	1.00	wd	
10	f55v_10_012	12	994	898	31	70	bh	1.702	1.00	bh	
10	f55v_10_013	13	1022	924	36	47	y	3.445	1.00	y	
10	f55v_10_014	14	1054	921	29	50	f	3.095	0.51	f	
10	f55v_10_015	15	1079	922	29	57	f	3.095	0.86	f	5
10	f55v_10_016	16	1125	908	49	52	e	4.071	1.00	e	
10	f55v_10_017	17	1181	906	41	50	Z	6.121	0.59	Z	
10	f55v_10_018	18	1223	906	47	43	y	5.820	0.41	_	
10	f55v_10_019	19	1281	902	24	43	_	2.297	0.85	_	
10	f55v_10_020	20	1294	927	33	52	_	5.141	0.40	_	dot
10	f55v_10_021	21	1331	931	50	15	w	1.724	1.00	w	
10	f55v_10_022	22	1387	906	47	51	_	4.383	0.82	Lx	dot
10	f55v_10_023	23	1438	928	22	28	S7	2.760	1.00	S7	1
11	f55v_11_001	1	414	1012	20	31	eps	4.266	1.00	eps	7
11	f55v_11_002	2	438	1018	19	28	S7	2.917	1.00	S7	
11	f55v_11_003	3	466	1007	33	24	]	5.342	0.58	]	ot
11	f55v_11_004	4	507	1006	45	28	_	5.103	0.80	_	
11	f55v_11_005	5	776	1017	9	29	_	4.875	1.00	_	
11	f55v_11_006	6	783	986	28	23	#	4.249	1.00	#	
11	f55v_11_007	7	808	1004	43	34	H	3.242	1.00	H	1|o
11	f55v_11_008	8	860	996	40	33	S7	3.132	0.85	nt	
11	f55v_11_009	9	888	1012	57	34	w	2.747	1.00	w	
11	f55v_11_010	10	946	1006	22	33	g	3.875	0.66	g	
11	f55v_11_011	11	969	1010	24	26	S7	2.278	1.00	S7	
11	f55v_11_012	12	994	991	46	40	y	3.587	0.73	Z	
11	f55v_11_013	13	1029	980	43	77	g	2.197	1.00	g	
11	f55v_11_014	14	1077	1008	29	18	]	3.951	1.00	]	o
11	f55v_11_015	15	1109	979	29	76	bh	2.080	1.00	bh	
11	f55v_11_016	16	1135	1010	53	46	_	5.641	0.63	_	
11	f55v_11_017	17	1178	1005	43	18	rz	2.977	1.00	rz	
11	f55v_11_018	18	1214	1008	31	35	g	2.029	1.00	g	1
11	f55v_11_019	19	1252	1010	25	27	S7	2.406	1.00	S7	
11	f55v_11_020	20	1269	976	32	27	#	3.353	1.00	#	
11	f55v_11_021	21	1286	985	54	48	S4	2.915	1.00	S4	
11	f55v_11_022	22	1343	988	64	42	_	3.894	0.82	_	
11	f55v_11_023	23	1415	999	45	36	Lx	4.032	1.00	Lx	
12	f55v_12_001	1	412	1077	25	47	phi	5.962	0.22	_	
12	f55v_12_002	2	434	1093	39	21	_	3.758	0.82	_	
12	f55v_12_003	3	475	1094	19	19	S7	4.851	1.00	_	
12	f55v_12_004	4	498	1089	27	24	N	3.968	1.00	N	
12	f55v_12_005	5	544	1075	83	52	_	5.955	1.00	_	
12	f55v_12_006	6	616	1080	36	31	_	5.586	0.40	+	
12	f55v_12_007	7	674	1091	36	19	_	5.628	0.40	Z	
12	f55v_12_008	8	712	1058	58	95	_	5.285	0.61	_	dot
12	f55v_12_009	9	758	1065	53	69	_	1.971	0.50	_	
12	f55v_12_010	10	793	1089	40	23	_	3.945	1.00	_	
12	f55v_12_011	11	831	1091	22	19	N	5.769	0.80	_	
12	f55v_12_012	12	853	1053	54	105	_	6.144	1.00	_	
12	f55v_12_013	13	889	1065	46	45	S4	4.139	1.00	S4	
12	f55v_12_014	14	927	1085	42	53	y	3.102	1.00	y	
12	f55v_12_015	15	966	1092	54	36	nt	2.096	1.00	nt	
12	f55v_12_016	16	1019	1064	30	73	bh	2.208	1.00	bh	
12	f55v_12_017	17	1041	1096	62	45	w	4.475	1.00	w	
12	f55v_12_018	18	1111	1069	44	54	e	4.131	1.00	e	dot
12	f55v_12_019	19	1162	1071	40	61	phi	2.612	1.00	phi	
12	f55v_12_020	20	1202	1069	51	43	dl	3.035	1.00	dl	
12	f55v_12_021	21	1251	1073	43	61	_	3.743	0.84	_	
12	f55v_12_022	22	1303	1088	42	53	_	5.389	0.61	_	
12	f55v_12_023	23	1346	1089	32	23	w	4.837	0.21	Z	
12	f55v_12_024	24	1378	1091	15	17	_	4.659	1.00	_	
12	f55v_12_025	25	1411	1090	12	16	_	3.835	1.00	_	
12	f55v_12_026	26	1431	1087	15	18	_	6.605	0.61	_	ot
13	f55v_13_001	1	397	1155	40	54	S4	3.718	1.00	S4	
13	f55v_13_002	2	440	1166	37	38	Lx	2.672	1.00	Lx	
13	f55v_13_003	3	484	1160	41	31	S7	3.205	0.77	S7	
13	f55v_13_004	4	514	1178	54	16	w	2.139	1.00	w	
13	f55v_13_005	5	556	1169	37	49	y	2.546	1.00	y	
13	f55v_13_006	6	592	1175	23	24	_	1.143	1.00	_	
13	f55v_13_007	7	616	1153	53	43	Z	3.587	0.47	Z	
13	f55v_13_008	8	655	1142	42	78	g	2.583	1.00	g	
13	f55v_13_009	9	707	1160	39	34	H	2.231	1.00	H	
13	f55v_13_010	10	748	1162	42	37	H	2.309	1.00	H	1|o
13	f55v_13_011	11	801	1150	46	55	e	3.757	1.00	e	
13	f55v_13_012	12	837	1163	39	31	H	3.244	1.00	H	
13	f55v_13_013	13	880	1177	32	27	S7	2.402	1.00	S7	
13	f55v_13_014	14	903	1149	32	26	#	2.712	1.00	#	dot
13	f55v_13_015	15	946	1153	44	57	e	3.546	1.00	e	dot
13	f55v_13_016	16	997	1179	30	27	S7	2.073	1.00	S7	
13	f55v_13_017	17	1018	1149	32	26	#	3.916	0.81	+	dot
13	f55v_13_018	18	1056	1172	38	18	]	2.455	1.00	]	ot
13	f55v_13_019	19	1113	1141	35	47	L	3.038	1.00	L	
13	f55v_13_020	20	1141	1171	34	35	g	2.323	1.00	g	1
13	f55v_13_021	21	1186	1142	75	47	_	4.580	1.00	_	
13	f55v_13_022	22	1269	1150	35	43	S4	3.666	1.00	S4	
13	f55v_13_023	23	1319	1147	49	37	dl	3.386	1.00	dl	
13	f55v_13_024	24	1360	1156	58	31	Lx	4.988	0.81	Lx	
14	f55v_14_001	1	416	1260	28	36	eps	4.352	1.00	eps	1
14	f55v_14_002	2	438	1234	52	70	_	2.163	1.00	_	
14	f55v_14_003	3	470	1249	57	30	_	4.926	0.81	_	
14	f55v_14_004	4	536	1256	55	21	_	4.336	1.00	_	
14	f55v_14_005	5	593	1229	35	47	_	3.517	1.00	_	
14	f55v_14_006	6	651	1225	32	53	_	5.427	0.60	_	
14	f55v_14_007	7	693	1301	6	10	_	3.996	1.00	_	
14	f55v_14_008	8	703	1251	39	36	_	4.646	0.38	_	
14	f55v_14_009	9	737	1252	37	64	_	5.752	0.60	_	
14	f55v_14_010	10	770	1259	12	22	_	4.886	1.00	_	
14	f55v_14_011	11	782	1256	14	25	S	3.435	1.00	S	
14	f55v_14_012	12	797	1253	38	25	_	4.491	0.43	_	dot
14	f55v_14_013	13	854	1230	48	68	f	3.251	0.62	f	
14	f55v_14_014	14	889	1258	40	21	_	3.483	1.00	_	
14	f55v_14_015	15	927	1258	24	20	_	4.142	1.00	_	
14	f55v_14_016	16	972	1229	117	53	_	4.159	1.00	_	dot|dot
14	f55v_14_017	17	1085	1257	34	25	_	3.919	1.00	_	
14	f55v_14_018	18	1112	1265	43	25	nt	6.695	0.39	nt	
14	f55v_14_019	19	1170	1260	30	22	N	3.509	1.00	N	
14	f55v_14_020	20	1219	1255	18	28	S	3.373	1.00	S	
14	f55v_14_021	21	1246	1249	36	35	lam	4.085	0.79	lam	
14	f55v_14_022	22	1278	1249	20	27	lam	5.340	1.00	lam	#
14	f55v_14_023	23	1351	1226	38	53	p	4.873	0.59	p	
14	f55v_14_024	24	1371	1254	44	34	Lx	3.883	1.00	Lx	
14	f55v_14_025	25	1422	1250	38	58	_	5.758	0.79	_	
15	f55v_15_001	1	412	1339	29	28	sq	4.362	0.81	sq	ot
15	f55v_15_002	2	452	1311	51	94	_	6.670	1.00	_	
15	f55v_15_003	3	498	1332	52	21	rz	2.585	1.00	rz	
15	f55v_15_004	4	568	1327	35	27	U	4.154	0.64	U	
15	f55v_15_005	5	601	1338	61	16	w	1.839	1.00	w	
15	f55v_15_006	6	658	1333	54	40	_	5.688	0.40	Lx	
15	f55v_15_007	7	708	1299	49	65	_	6.402	1.00	_	5
15	f55v_15_008	8	775	1315	42	57	e	3.243	1.00	e	dot
15	f55v_15_009	9	826	1336	43	30	e	3.828	1.00	e	dot|#
15	f55v_15_010	10	874	1337	20	22	a	3.526	1.00	a	~
15	f55v_15_011	11	903	1340	28	25	S7	2.741	1.00	S7	#
15	f55v_15_012	12	946	1340	21	26	eps	5.426	1.00	eps	dot
15	f55v_15_013	13	961	1304	55	82	g	4.228	1.00	g	
15	f55v_15_014	14	1007	1339	45	34	nt	3.781	0.79	nt	
15	f55v_15_015	15	1058	1344	33	16	]	4.077	1.00	]	o
15	f55v_15_016	16	1103	1312	70	52	_	3.013	1.00	_	1
15	f55v_15_017	17	1179	1337	31	25	sq	4.559	0.80	sq	#
15	f55v_15_018	18	1228	1338	22	24	_	2.561	1.00	_	~
15	f55v_15_019	19	1259	1344	30	23	S7	3.577	1.00	S7	
15	f55v_15_020	20	1281	1314	29	26	+	5.702	0.60	+	
15	f55v_15_021	21	1304	1335	45	18	rz	1.993	1.00	rz	
15	f55v_15_022	22	1358	1313	42	44	Z	3.899	1.00	Z	
15	f55v_15_023	23	1405	1338	28	28	S7	2.922	1.00	S7	
15	f55v_15_024	24	1435	1342	25	26	lam	3.719	1.00	lam	#
16	f55v_16_001	1	419	1421	18	20	a	3.631	1.00	a	5
16	f55v_16_002	2	442	1413	18	29	tee	3.633	1.00	tee	
16	f55v_16_003	3	459	1414	28	31	lam	2.043	1.00	lam	
16	f55v_16_004	4	494	1421	23	37	g	2.387	1.00	g	5
16	f55v_16_005	5	527	1419	17	20	a	4.756	1.00	a	
16	f55v_16_006	6	543	1418	23	33	g	2.565	1.00	g	5
16	f55v_16_007	7	570	1402	38	59	phi	2.302	1.00	phi	1
