line	pos	script_code	script_marks	share
4	21	rz		1.00
4	22	lam	#	1.00
4	23	_		0.62
4	24	S		0.78
4	25	Lx		0.41
4	26	_		0.80
4	27	Z		0.80
4	28	ch		0.26
4	29	]	ot	0.45
4	30	tee		0.64
5	1	e	#	1.00
5	2	wd		1.00
5	3	y		1.00
5	4	e	dot|+	1.00
5	5	psi		1.00
5	6	m	~	1.00
5	7	S7		1.00
5	8	g		0.81
5	9	S7	#	1.00
5	10	a		1.00
5	11	_	+	0.81
5	12	]	o	1.00
5	13	g		1.00
5	14	sq	~	0.54
5	15	psi	+	0.61
5	16	S4		1.00
5	17	_		0.82
5	18	_		1.00
5	19	N		0.63
5	20	_		1.00
5	21	_		1.00
5	22	_		1.00
5	23	g	dot	1.00
5	24	S7		0.78
5	25	_		1.00
5	26	_		1.00
5	27	_		1.00
5	28	_		1.00
5	29	_		0.20
6	1	_		1.00
6	2	_		1.00
6	3	_		1.00
6	4	S7	dot	0.41
6	5	S4		1.00
6	6	rz		1.00
6	7	tee		1.00
6	8	m	1	1.00
6	9	g		1.00
6	10	S7	~	1.00
6	11	lam		1.00
6	12	e	#	1.00
6	13	g		1.00
6	14	lam		1.00
6	15	rz		1.00
6	16	_	#	1.00
6	17	m	~	1.00
6	18	w		1.00
6	19	L		1.00
6	20	_		1.00
6	21	bh		1.00
6	22	phi		1.00
6	23	]	o	1.00
6	24	e		1.00
6	25	lam	dot|dot	1.00
7	1	e	+	1.00
7	2	eps	5	0.80
7	3	S7	#	1.00
7	4	S7	#	1.00
7	5	S7	dot|ot	0.60
7	6	eps		1.00
7	7	S7	~	1.00
7	8	lam		1.00
7	9	a	5|7	1.00
7	10	]	o	1.00
7	11	e	dot	1.00
7	12	eps	1	1.00
7	13	_	7	0.80
7	14	_		1.00
7	15	_	#	0.81
7	16	lam		1.00
7	17	S7	1	1.00
7	18	e		1.00
7	19	e	dot	1.00
7	20	#	dot|#	1.00
7	21	_		1.00
7	22	lam	5	1.00
7	23	a		1.00
7	24	S7		1.00
7	25	]	o	1.00
7	26	H	1	1.00
7	27	tee		1.00
7	28	K	1	1.00
7	29	m	1|5	1.00
7	30	Z		0.58
8	1	lam	5	1.00
8	2	#	o	1.00
8	3	wd		0.64
8	4	bh		1.00
8	5	y		1.00
8	6	y		1.00
8	7	psi		1.00
8	8	y		1.00
8	9	Z		1.00
8	10	g	~	1.00
8	11	S4		1.00
8	12	dl		1.00
8	13	H		1.00
8	14	H	1|o	1.00
8	15	_		1.00
8	16	e		1.00
8	17	a	1	1.00
8	18	S7		1.00
8	19	e	+	1.00
8	20	S4		1.00
8	21	_		0.45
8	22	S		1.00
8	23	_		1.00
8	24	H	dot	1.00
8	25	L		0.58
8	26	S		1.00
8	27	_		0.62
8	28	N		1.00
8	29	_		1.00
9	1	S7		1.00
9	2	tee		1.00
9	3	g	dot	1.00
9	4	nt	dot	0.60
9	5	_	1|1	1.00
9	6	_		0.77
9	7	_		0.41
9	8	ch		1.00
9	9	S4		0.81
9	10	dl		1.00
9	11	_		0.80
9	12	Lx		1.00
9	13	g		1.00
9	14	_		1.00
9	15	S7		1.00
9	16	lam		1.00
9	17	S7	~	1.00
9	18	lam		1.00
9	19	g	1	1.00
9	20	_	1	1.00
9	21	e	#	1.00
9	22	wd		1.00
9	23	y		1.00
9	24	_	dot	0.76
9	25	w		1.00
9	26	#	#	1.00
9	27	w		1.00
9	28	_		1.00
9	29	g		1.00
10	1	y	dot	0.81
10	2	_		1.00
10	3	g	1	1.00
10	4	y		1.00
10	5	_		0.60
10	6	_		1.00
10	7	bh		1.00
10	8	S7		1.00
10	9	#		1.00
10	10	e		1.00
10	11	wd		1.00
10	12	bh		1.00
10	13	y		1.00
10	14	f		0.51
10	15	f	5	0.86
10	16	e		1.00
10	17	Z		0.59
10	18	y		0.41
10	19	_		0.85
10	20	_	dot	0.40
10	21	w		1.00
10	22	_	dot	0.82
10	23	S7	1	1.00
11	1	eps	7	1.00
11	2	S7		1.00
11	3	]	ot	0.58
11	4	_		0.80
11	5	_		1.00
11	6	#		1.00
11	7	H	1|o	1.00
11	8	S7		0.85
11	9	w		1.00
11	10	g		0.66
11	11	S7		1.00
11	12	y		0.73
11	13	g		1.00
11	14	]	o	1.00
11	15	bh		1.00
11	16	_		0.63
11	17	rz		1.00
11	18	g	1	1.00
11	19	S7		1.00
11	20	#		1.00
11	21	S4		1.00
11	22	_		0.82
11	23	Lx		1.00
12	1	phi		0.22
12	2	_		0.82
12	3	S7		1.00
12	4	N		1.00
12	5	_		1.00
12	6	_		0.40
12	7	_		0.40
12	8	_	dot	0.61
12	9	_		0.50
12	10	_		1.00
12	11	N		0.80
12	12	_		1.00
12	13	S4		1.00
12	14	y		1.00
12	15	nt		1.00
12	16	bh		1.00
12	17	w		1.00
12	18	e	dot	1.00
12	19	phi		1.00
12	20	dl		1.00
12	21	_		0.84
12	22	_		0.61
12	23	w		0.21
12	24	_		1.00
12	25	_		1.00
12	26	_	ot	0.61
13	1	S4		1.00
13	2	Lx		1.00
13	3	S7		0.77
13	4	w		1.00
13	5	y		1.00
13	6	_		1.00
13	7	Z		0.47
13	8	g		1.00
13	9	H		1.00
13	10	H	1|o	1.00
13	11	e		1.00
13	12	H		1.00
13	13	S7		1.00
13	14	#	dot	1.00
13	15	e	dot	1.00
13	16	S7		1.00
13	17	#	dot	0.81
13	18	]	ot	1.00
13	19	L		1.00
13	20	g	1	1.00
13	21	_		1.00
13	22	S4		1.00
13	23	dl		1.00
13	24	Lx		0.81
14	1	eps	1	1.00
14	2	_		1.00
14	3	_		0.81
14	4	_		1.00
14	5	_		1.00
14	6	_		0.60
14	7	_		1.00
14	8	_		0.38
14	9	_		0.60
14	10	_		1.00
14	11	S		1.00
14	12	_	dot	0.43
14	13	f		0.62
14	14	_		1.00
14	15	_		1.00
14	16	_	dot|dot	1.00
14	17	_		1.00
14	18	nt		0.39
14	19	N		1.00
14	20	S		1.00
14	21	lam		0.79
14	22	lam	#	1.00
14	23	p		0.59
14	24	Lx		1.00
14	25	_		0.79
15	1	sq	ot	0.81
15	2	_		1.00
15	3	rz		1.00
15	4	U		0.64
15	5	w		1.00
15	6	_		0.40
15	7	_	5	1.00
15	8	e	dot	1.00
15	9	e	dot|#	1.00
15	10	a	~	1.00
15	11	S7	#	1.00
15	12	eps	dot	1.00
15	13	g		1.00
15	14	nt		0.79
15	15	]	o	1.00
15	16	_	1	1.00
15	17	sq	#	0.80
15	18	_	~	1.00
15	19	S7		1.00
15	20	+		0.60
15	21	rz		1.00
15	22	Z		1.00
15	23	S7		1.00
15	24	lam	#	1.00
16	1	a	5	1.00
16	2	tee		1.00
16	3	lam		1.00
16	4	g	5	1.00
16	5	a		1.00
16	6	g	5	1.00
16	7	phi	1	1.00
16	8	e		1.00
16	9	psi		0.80
16	10	g		0.80
16	11	H	o|1	1.00
16	12	]		1.00
16	13	nt		0.62
16	14	g		0.78
16	15	S		1.00
16	16	rz		1.00
16	17	g	5	1.00
16	18	S7	#	1.00
16	19	a	dot	1.00
16	20	S		1.00
16	21	tee		1.00
16	22	lam	5	1.00
16	23	o.		1.00
16	24	y		0.80
16	25	S7		1.00
16	26	y		1.00
16	27	_		1.00
16	28	g		1.00
16	29	Z		1.00
16	30	S4		1.00
16	31	dl		1.00
16	32	+		0.80
17	1	S		0.81
17	2	N	#	0.38
17	3	_	1|1	1.00
17	4	_		1.00
17	5	g		0.60
17	6	_		1.00
17	7	S	dot	1.00
17	8	_		1.00
17	9	y		1.00
17	10	e		1.00
17	11	_		0.62
17	12	_		1.00
17	13	ch		0.82
17	14	_	dot	1.00
17	15	_		1.00
17	16	_	1|1	1.00
17	17	#		0.81
17	18	m		0.81
17	19	_		0.83
17	20	_		0.62
17	21	w		0.22
18	1	y		1.00
18	2	p		1.00
18	3	_		1.00
18	4	#		0.59
18	5	y		0.62
18	6	S		1.00
18	7	_		0.60
18	8	L		0.83
18	9	N		1.00
18	10	Lx		0.82
18	11	_		0.59
18	12	_		0.80
18	13	S	7	1.00
18	14	_	~	1.00
18	15	H		0.56
18	16	_		1.00
18	17	_		0.41
18	18	N		1.00
18	19	_		1.00
18	20	_		1.00
18	21	S4		1.00
18	22	dl		1.00
18	23	H	1|o	1.00
18	24	]	o	1.00
18	25	_		0.80
19	1	eps	7	1.00
19	2	Z		1.00
19	3	psi		1.00
19	4	eps	5	1.00
19	5	Z	ot	1.00
19	6	e	dot|+	1.00
19	7	lam		1.00
19	8	wd		1.00
19	9	rz		1.00
19	10	e	#	1.00
19	11	g	dot	1.00
19	12	y		1.00
19	13	L		1.00
19	14	bh		1.00
19	15	eps	1	1.00
19	16	w		1.00
19	17	e	dot	1.00
19	18	Z		0.42
19	19	]		1.00
19	20	nt		0.82
19	21	S4		1.00
19	22	_		0.87
19	23	eps		1.00
19	24	+		1.00
19	25	_		1.00
