line	pos	code	marks	action	conf	note
3	14	Z		confirm	H	zigzag shape, matches Z
3	15	S4		confirm	H	tall stroke with crossbar and foot, matches S4
3	16	_		plain	M	looks like plain letter d, not f (no crossbar, low script confidence)
3	17	_		plain	H	plain word "Tutto"
3	18	_		plain	H	plain word "quello"
3	19	_		delete	M	fragment/tail of the final o in "quello", not separate
3	20	ch		confirm	H	c with tall looped h, matches ch
3	21	S		confirm	M	small S/s shape, flanked by dots (punctuation?); ambiguous plain vs cipher
3	22	S	#	confirm	M	small S/s shape, similar to pos21
3	23	_		plain	M	plain cursive, start of a word (looks like "d...")
3	24	_		plain	M	plain cursive, part of same word
3	25	_		correct	M	plain cursive "s", part of same word as pos23-24, not cipher S
3	26	_		plain	M	plain cursive "i", part of same word
3	27	_	dot	plain	M	plain cursive "d", part of same word
3	28	_		plain	M	plain cursive "er", part of same word
3	29	_		correct	M	plain cursive "a", part of same word ("...desidera..."), not cipher N
3	30	_		correct	L	plain cursive, continues the same word, not cipher y
3	31	S4		confirm	M	4-shape with foot, separated by a gap, resumes cipher
4	1	phi		correct	M	slashed-o on stem, matches phi not bh
4	2	y		confirm	L	loop/tail continuing from pos1, tentative y
4	3	lam	1	confirm	H	lambda with numeral 1 mark
4	4	_	dot	confirm	M	plain cursive shape
4	5	]	o	confirm	H	flat open bracket with ring mark
4	6	g	~	confirm	H	loop with tilde mark
4	7	nt		confirm	H	n joined to crossed stroke
4	8	S7		confirm	H	7-shape
4	9	#		confirm	H	double-barred cross, clean match
4	10	y	dot	confirm	H	cursive y with dot mark
4	11	nt		confirm	M	wide crossed shape, matches nt
4	12	bh		confirm	H	tall stem hooked loop
4	13	w		confirm	H	flat w/omega shape
4	14	e	#	correct	H	looped e; mark is clearly # not dot
4	15	Z		confirm	M	matches Z reasonably
4	16	nt		confirm	H	n joined to crossed stroke
4	17	S4		correct	M	slash crossing a crossbar+stem, matches S4 not Z
4	18	bh	dot	confirm	H	tall stem hooked loop with dot mark
4	19	S7	#	confirm	H	7-shape with # mark
4	20	m	~	confirm	H	cursive m with tilde mark
4	21	w		confirm	H	flat w/omega shape
4	22	m	~	confirm	H	cursive m with tilde mark
4	23	lam		confirm	H	lambda shape
4	24	y		confirm	H	cursive y with looped tail
4	25	f		confirm	H	tall f with crossbar
4	26	w		confirm	H	flat w/omega shape
5	1	y		confirm	H	cursive y with looped tail
5	2	]	dot|o	confirm	H	flat bracket with dot and ring marks
5	3	S7	dot	confirm	H	7-shape with dot mark
5	4	L		correct	M	simple L-hook shape, matches L not Z
5	5	]	o	confirm	H	flat bracket with ring mark
5	6	tee		confirm	M	vertical stroke with right bar (partial view)
5	7	f		confirm	H	tall f with crossbar
5	8	w		confirm	H	flat w/omega shape
5	9	bh		confirm	M	tall stem hooked loop
5	10	L		correct	M	simple L-hook shape, matches L not Z
5	11	H	1|o	correct	H	H shape; compound digit-like mark above reads as 1+o (looks like "8"/"10")
5	12	_		plain	M	numeral-like "3" plus curved tail, uncertain plain mark/flourish
5	13	S4		confirm	M	isolated cross/foot shape before the plain stretch below, kept as cipher
5	14	_		correct	H	plain script, start of legible phrase "Piu molto mi ha detto Et sua..."; not cipher nt
5	15	_		correct	H	plain script, continues "Piu"; not cipher Z
5	16	_		correct	H	plain script "molt(o)"; not cipher L
5	17	_		correct	H	plain script, end of "molto"; not cipher e
5	18	_		correct	H	plain script "mi"/"my"; not cipher [
5	19	_		correct	H	plain script "ha"; not cipher S7
5	20	_		correct	H	plain script "d" of "detto"; not cipher e
5	21	_		correct	H	plain script "e" of "detto"; not cipher nt
5	22	_		correct	H	plain script "tto" of "detto"; not cipher bh
5	23	_		correct	H	plain script "E" of "Et"; not cipher [
5	24	_		correct	H	plain script "t" of "Et"; not cipher H
5	25	_		correct	H	plain script "su" of "sua"; not cipher _(default)
5	26	_		correct	H	plain script "a" of "sua"; not cipher w
6	1	S4		confirm	H	slash-crossed 4 shape
6	2	nt		confirm	H	n joined to crossed stroke
6	3	S7	+	correct	M	7-shape with + mark above; not Z
6	4	L		confirm	M	L-hook shape
6	5	e	#	confirm	H	looped e with # mark
6	6	[		confirm	H	open-right bracket
6	7	S7		confirm	H	7-shape
6	8	e	+	correct	H	looped e; mark is clearly + not dot
6	9	nt		confirm	M	crossed loop shape, matches nt
6	10	bh		confirm	H	tall stem hooked loop
6	11	]	o	confirm	H	flat bracket with ring mark
6	12	_	dot|dot	confirm	M	plain-looking cursive shape with double dot mark above
6	13	]	ot	confirm	H	flat bracket with ot mark
6	14	H	1	confirm	H	H shape (partial at edge) with numeral mark
6	15	_		confirm	M	tall stroke, plain script (ambiguous, possibly bleed from line above)
6	16	w		confirm	H	flat w/omega shape
6	17	y		confirm	H	cursive y with looped tail
6	18	m		confirm	M	cursive m shape
6	19	tee		confirm	L	small unclear fragment, tentative tee
6	20	lam		confirm	M	triangular peak shape, matches lam
6	21	rz		confirm	H	low hook-then-wave shape
6	22	L		correct	M	L-hook shape with dot, matches L not Z
6	23	L		confirm	H	L with small 7 inside the angle, clean match
6	24	w		confirm	H	flat w/omega shape
6	25	tee		confirm	H	vertical stroke with right bar
6	26	[		confirm	H	open-right bracket
6	27	nt		confirm	H	wide n+crossed stroke shape
6	28	bh		confirm	H	tall stem hooked loop
7	1	]	dot|ot	confirm	H	flat bracket with dot and ot marks
7	2	phi		correct	H	slashed-o on stem, matches phi not bh
7	3	U		confirm	H	cup shape open at top
7	4	w		confirm	H	flat w/omega shape
7	5	bh		confirm	H	tall stem hooked loop
7	6	a	~	confirm	H	bold cursive a with tilde mark
7	7	_		confirm	M	loop+ascender shape, plain per script
7	8	bh		confirm	M	tall stem hooked loop, similar to pos7 but classed cipher
7	9	S7	#	confirm	H	7-shape with # mark
7	10	]	dot|o	confirm	H	flat bracket with dot and ring marks
7	11	g	~	confirm	H	loop with tilde mark
7	12	psi		confirm	H	forked y with tail
7	13	lam	7	confirm	H	lambda shape with numeral mark
7	14	lam		correct	M	two-legged peak shape, matches lam not plain; compound mark above unclear
7	15	S4		confirm	M	foot+slash shape, matches S4
7	16	dl		confirm	H	delta with long tail
7	17	lam		confirm	H	lambda peak shape
7	18	bh		confirm	H	tall stem hooked loop
7	19	S7	#	confirm	H	7-shape with # mark
7	20	e	+	confirm	H	looped e with + mark
7	21	g	dot|~	confirm	H	loop with dot and tilde marks
7	22	#		correct	M	tall double-barred cross, matches # sign itself, not plain
7	23	[		confirm	H	open-right bracket
7	24	bh		confirm	H	tall stem hooked loop
7	25	S7	#	confirm	H	7-shape with # mark
7	26	wd		confirm	M	flat omega with tail, matches wd
7	27	y		confirm	H	cursive y with looped tail below
7	28	sq	?	confirm	M	closed square with unclear mark above
7	29	Z		confirm	M	loop+cross+flat base, matches Z
7	30	m	~	correct	H	three-hump m with tilde mark, not plain
8	1	g		confirm	H	loop shape, matches g
8	2	rz	~	confirm	H	low hook-then-wave with tilde mark
8	3	tee		confirm	H	vertical stroke with right bar
8	4	S4		confirm	H	foot+slash shape
8	5	dl	dot|~	confirm	H	delta with long tail, dot and tilde marks
8	6	Z		confirm	H	Z-shape, clean
8	7	eps	~	confirm	H	epsilon two-bowl shape with tilde mark
8	8	g	~	confirm	H	loop with tilde mark
8	9	nt		correct	M	box holds two stacked signs (n+ over Z); corrected to top sign nt, bottom split off as pos9.5
8	9.5	Z		add	M	bottom half of former pos9 box, a separate Z sign
8	10	]		confirm	H	flat open bracket
8	11	_		delete	M	small "ot"-shaped mark, belongs above pos12's Z sign, not its own sign
8	12	Z	7|ot	correct	H	Z shape; added ot mark from pos11 alongside existing 7 mark
8	13	a	~	confirm	H	bold cursive a with tilde mark
8	14	_		plain	M	two-tier loop+squiggle shape, unusual but no clear atlas sign match; treated as plain cursive per script call
8	15	g	~	confirm	M	small round g, tilde mark above, boundary with pos14 close
8	16	psi		confirm	H	cursive y-hook, clear match
8	17	eps		confirm	H	backward-3/E shape, clear match
8	18	w		confirm	H	double-hump w with flourish
8	19	nt		confirm	H	n with cross-stroke flag
8	20	m	5	confirm	M	three-hump m; small numeral mark above plausible but faint
8	21	]	ot	confirm	M	squared double-bar rendering, closest atlas match; ot mark visible above
8	22	S4		confirm	H	tall stroke with crossbar
8	23	dl		confirm	M	small hook/loop
8	24	_		plain	H	legible plain word "Con"
9	1	_		plain	H	small serif/flourish before word, matches classifier
9	2	_		plain	H	legible plain word "auenuta"
9	3	H	7	correct	M	isolated H-shape standing alone with numeral mark, not part of a word; digit read as 7, script guessed 1, uncertain
9	4	_		correct	M	start of legible word "Duca" ("D"), not coded S7 (script share was already low, 0.52)
9	5	_		plain	H	"uca" continuing word "Duca"
9	6	_		correct	M	start of legible word "Secondo" ("S"), not coded S (script share was already moderate, 0.65)
9	7	_		plain	H	"econdo" continuing word "Secondo"
9	8	_		plain	M	thin ambiguous stroke after "Secondo"
9	9	_		plain	M	final flourish/fragment of line, ambiguous shape
9	10	_		correct	M	start of legible word "Poco" ("P"), not coded p; forms word with pos11
9	11	_		plain	H	"oco" continuing word "Poco"
9	12	_		plain	L	small loop, classifier itself low-confidence (0.40), genuinely unclear
9	13	tee		confirm	L	small thin mark, classifier low-confidence (0.43), tentative
9	14	tee		confirm	M	small thin mark, classifier moderate-confidence (0.61)
9	15	_		plain	M	medium shape with ascender, letter unclear but treated as plain
9	16	_		plain	M	blue loop "b"-like shape, letter unclear but treated as plain
9	17	_	dot	confirm	L	tall descender shape, classifier low-confidence (0.41), dot mark uncertain
9	18	Lx		confirm	H	isolated "Af"-shape, clean match to Lx atlas
9	19	g	dot	correct	M	curled shape with two dot-like marks below, not a single "1"; script share was already low (0.59)
9	20	_		confirm	M	curled loop shape resembling a coded sign but classifier confident (1.00) it is plain; visual read uncertain
9	21	rz		confirm	H	small hook shape, matches rz atlas well
9	22	_	5	confirm	M	two-part shape (loop over stroke), classifier confident (1.00) plain with mark 5; visual read uncertain
9	23	S7		confirm	H	clear numeral-7 cursive shape, matches S7 atlas well
10	1	lam		confirm	H	clean A-shape, matches lam atlas
10	2	S7	~	confirm	M	numeral-7 shape with tilde mark above
10	3	lam		confirm	H	clean A-shape
10	4	g	~	confirm	M	small g loop with squiggle, share was 0.80
10	5	psi		confirm	H	loop+tail curl, matches psi
10	6	lam		confirm	M	doubled-peak "M"-like shape, treated as single lam per script
10	7	lam		confirm	M	doubled-peak "M"-like shape, treated as single lam per script
10	8	S		confirm	H	small cursive S/3 shape
10	9	[		confirm	H	clear open bracket
10	10	g		confirm	H	clean g loop
10	11	Z		confirm	M	small wavy squiggle, plausible Z
10	12	]	o	confirm	H	bracket with circle mark above
10	13	m	5	confirm	H	three-hump m with numeral 5 mark above
10	14	nt		confirm	H	n with cross-flag, matches nt
10	15	rz		confirm	H	small hook, matches rz
10	16	nt	dot	confirm	M	n with cross-flag, dot mark nearby; share was 0.82
10	17	_	ot|?	confirm	L	word-like "ys" shape, genuinely ambiguous plain-vs-code; share was already low (0.81)
10	18	]	o	confirm	M	squared double-bar rendering again (cf. line8 pos21), circle mark above
10	19	g		confirm	H	clean g loop
10	20	m	~	confirm	M	m shape, tilde mark, contiguous stroke with neighbours
10	21	g	7	confirm	M	g loop with numeral 7 mark above
10	22	bh		confirm	M	tall loop+hook ligature, plausible bh
10	23	S7		confirm	M	numeral-7 shape, tight next to neighbours
10	24	g	#|7	confirm	M	g loop with # and 7 marks above
10	25	lam		confirm	M	small A-shape
10	26	H	1|o	confirm	M	H-shape with 1 and o marks above, visual match better than the low share (0.40) suggested
11	1	_		plain	H	seal impression bleeding through paper, no ink sign
11	2	_		plain	M	minimal mark, ambiguous
11	3	U		confirm	H	double-vertical U-shape, clean match
11	4	g	~	confirm	H	g loop with tilde mark above
11	5	lam		confirm	H	clean A-shape
11	6	S7	~	confirm	M	thin numeral-7 shape with tilde
11	7	e		confirm	M	double-bar crossed shape, matches e atlas family
11	8	m	~	confirm	H	three-hump m with tilde
11	9	w		confirm	H	wide w-flourish
11	10	lam		correct	M	top of stacked box, corrected from _ (share 0.60); A-shape
11	10.5	S		add	M	bottom of former box10, distinct s/numeral-5-like squiggle
11	11	nt		confirm	H	n with cross-flag
11	12	rz		confirm	M	small hook, tight next to pos13
11	13	g	~	confirm	M	g loop, tilde mark above
11	14	_		plain	M	tiny apostrophe-like mark
11	15	lam		confirm	M	A-shape, edge of crop
11	16	nt	~	confirm	M	crossed nt shape with tilde mark
11	17	y		confirm	M	y hook, overlaps neighbour
11	18	p		confirm	M	loop/hook shape, share was 0.79
11	19	g	?	confirm	L	small squeezed loop between neighbours, mark uncertain per script
11	20	y	7	confirm	M	y hook with numeral 7 mark
11	21	Z		confirm	M	two-tier looking shape but treated as single Z per script
11	22	]	dot|ot	confirm	M	bracket shape, dot and ot marks
11	23	g		confirm	H	clean g loop
11	24	y	5	confirm	M	y/g combined-looking shape with numeral 5 mark
11	25	S		confirm	M	tiny S-shape squeezed after pos24
11	26	]	ot	confirm	M	small rectangle bracket, ot mark
11	27	#	~	confirm	M	cross/hash shape, tilde mark
11	28	S7	#	confirm	M	numeral-7 shape, # mark
12	1	_	~	confirm	L	sliver at edge of BnF ownership stamp, share was already low (0.60)
12	2	_	1|1|?|dot|o|?|dot	confirm	L	large BnF ownership stamp overlapping text, marks unreliable (share 0.61)
12	3	_	~	confirm	L	stamp bleed-through area, ambiguous (share 0.61)
12	4	Z	dot	confirm	M	small hook shape with dot mark
12	5	nt		confirm	M	crossed n shape, part of visually merged pair with pos6
12	6	g	1	confirm	M	loop-tail g, share was 0.60
12	7	a	~	confirm	H	small a with tilde
12	8	S7		confirm	M	thin numeral-7 shape
12	9	lam		confirm	H	clean A-shape
12	10	e	#	confirm	M	double-bar crossed shape ("tt") with # mark above
12	11	wd		confirm	M	wide w-shape with loop
12	12	bh		confirm	M	thin vertical hook shape
12	13	K		confirm	H	K-shape, edge of crop
12	14	_	#	confirm	M	two-tier loop+cross shape but classifier confident (1.00) plain with # mark
12	15	tee		confirm	M	small F/t shape, share was 0.62
12	16	v	1	confirm	M	curl/hook shape, numeral 1 mark
12	17	y	5	confirm	M	y hook with 5-like tail mark
12	18	]	o	confirm	H	bracket shape with circle mark
12	19	rz		confirm	M	hook shape
12	20	S7	+	confirm	M	small numeral-ish shape with + mark
12	21	g	~	confirm	M	loop shape with tilde mark
12	22	lam		confirm	H	clean small A-shape
12	23	nt	~	confirm	M	crossed n shape overlaid with an X-like mark, tilde
12	24	y		confirm	M	y hook, overlaps pos23
12	25	e		confirm	M	crossed f/loop combined shape
12	26	_	dot	confirm	M	tiny dot-only mark, share was 0.62
12	27	m	~	confirm	M	m hump shape, tilde mark above
12	28	g	7	confirm	M	g loop, numeral 7 mark above
12	29	bh		confirm	M	tall hook shape, edge of crop
13	1	rz	?|?|1	confirm	M	hook shape, marks already flagged uncertain by script
13	2	_		plain	M	thin stroke, part of neighbour's stem
13	3	g	dot	confirm	M	tall loop shape with dot mark
13	4	w		confirm	M	w loop merged with pos3's tail
13	5	S7		confirm	H	clean numeral-7 shape
13	6	o.		confirm	H	circle-with-line shape, clean match
13	7	rz		confirm	M	small hook, overlaps pos8
13	8	g	1	confirm	M	loop shape with numeral 1 mark
13	9	_		plain	M	tall f-like shape, letter unclear
13	10	w		confirm	M	w shape adjoining pos9
13	11	bh		confirm	M	tall hook shape, marks visible below not in script's list
13	12	Z	?	confirm	M	Z-shape, mark already flagged uncertain
13	13	g	~	confirm	M	loop shape with tilde mark
13	14	sq	~	confirm	M	clear square shape, tilde mark; share was low (0.63) but visual match good
13	15	tee		confirm	H	thin vertical+bar shape
13	16	H	1|o	confirm	H	clean H-shape with numeral marks above, matches atlas well
13	17	a	5	confirm	M	small a-shape, numeral 5 mark
13	18	e	dot|+	confirm	M	loop shape with dot and cross marks
13	19	S4		confirm	H	tall stroke with crossbar
13	20	dl		confirm	M	small hook/circle shape
13	21	p		confirm	M	loop/flourish shape, resembles start of word "Pur"
13	22	_		plain	M	continues word-like shape from pos21
13	23	_		plain	M	small tail shape below line
13	24	_		plain	H	legible word-like fragment "amt"
13	25	p		confirm	M	loop shape, resembles start of word "par"
13	26	_		plain	H	legible word-like fragment "ars"
14	1	_		plain	L	tiny faint mark, share was already low (0.61)
14	2	H	o|1	confirm	H	clean H-shape with numeral mark above
14	3	]	ot	confirm	M	bracket shape with ot mark
14	4	nt		confirm	H	crossed n shape
14	5	rz		confirm	M	hook shape
14	6	g	~	confirm	M	small loop, tilde mark
14	7	g	~	confirm	M	small loop, tilde mark
14	8	psi		confirm	H	y-hook shape
14	9	Lx		confirm	M	double-peak shape, share was 0.63
14	10	_		confirm	M	bracket-like shape but classifier confident (0.82) plain; resembles a ] sign
14	11	lam	1	confirm	M	small A-shape, numeral 1 mark above
14	12	]	o	confirm	H	bracket shape with circle mark
14	13	m		confirm	H	clean m-hump shape
14	14	nt		confirm	M	crossed n shape, share was 0.82
14	15	rz		confirm	M	hook shape, merged visually with neighbours
14	16	nt		confirm	M	crossed n shape
14	17	phi		confirm	M	circle-with-tail shape, share was 0.82
14	18	S7	#	confirm	M	small numeral-ish shape with # mark above
14	19	_		plain	M	tall hook shape, part of a three-box cluster
14	20	y		confirm	M	y hook, part of cluster with pos19/21
14	21	y		confirm	M	y hook, adjacent to pos20
14	22	lam		confirm	M	small A-shape
14	23	S4		confirm	H	tall cross shape
14	24	m		confirm	M	m hump, part of word-like cluster with pos25
14	25	a		confirm	M	tiny a-shape squeezed next to pos24
14	26	#		confirm	M	hash-ish shape
14	27	_	dot	plain	M	word-like fragment, dot mark uncertain; share was low (0.64)
15	1	_		plain	H	legible plain word (reads roughly "sfando"/"stando")
15	2	_		plain	M	small trailing loop after word, likely final vowel
15	3	_		plain	H	legible plain word "ancora"
15	4	_		correct	M	small trailing loop after "ancora", visually matches pos2's pattern (final vowel), not coded N
15	5	_		plain	M	thin vertical stroke, letter unclear
15	6	_		plain	H	legible word-like shape ("Cosa")
15	7	_		plain	M	small hook overlapping pos6's tail
15	8	S4		confirm	M	tall stroke with cross
15	9	e	dot|+	confirm	M	loop shape with dot and cross marks
15	10	a	5	confirm	M	tiny a-shape, numeral 5 mark
15	11	e	#	confirm	M	loop shape at edge of crop, # mark
15	12	S7	dot|+	confirm	M	thin numeral-7 shape, dot and cross marks
15	13	dl		confirm	M	small hook/loop shape
15	14	_		plain	H	legible plain word ("Come"/"Conte")
15	15	_		plain	M	tiny mark at corner of pos14's word
15	16	_		plain	M	word-like shape, exact letters unclear
15	17	_		plain	M	thin stroke, share was 0.83
15	18	p		confirm	M	loop/flourish shape, part of word-like cluster
15	19	_		plain	M	continues shape from pos18
15	20	_		plain	M	small tail shape, share was 0.81
15	21	v		confirm	M	hook-with-dot shape, share was low (0.58)
15	22	S		confirm	H	clean small S-shape
16	1	_		correct	M	part of apparent plain word ("ricordo"-like), share already below threshold (0.81)
16	2	_		plain	H	continues plain-word stretch
16	3	_	dot	plain	M	continues plain-word stretch, share was 0.81
16	4	_		plain	H	continues plain-word stretch
16	5	_		plain	M	continues plain-word stretch, share was 0.72
16	6	N		confirm	M	sits within apparent plain-word stretch but classifier fully confident (1.00); kept as coded per script
16	7	_		correct	M	whole word ("quello") captured in one box, not a single sign; share was very low (0.40)
16	8	_		plain	M	small mark
16	9	_		plain	M	small mark
16	10	ch		confirm	M	loop-cross ligature, standalone
16	11	_	dot	plain	M	tall shape, letter unclear, dot mark present
16	12	p		confirm	M	possible plain-word start but classifier fully confident (1.00)
16	13	_		plain	M	continues word-like shape from pos12, share was 0.82
16	14	N		confirm	M	similar tension to pos6, classifier fully confident (1.00)
16	15	_		plain	M	small colon-like mark
16	16	eps	1|1	confirm	M	clean E-shape, matches eps atlas
16	17	_		correct	M	start of legible word "Piaciuto", share was low (0.56)
16	18	a	dot	confirm	M	tiny mark within word context but classifier fully confident (1.00)
16	19	_	dot	plain	H	continues legible word "Piaciuto"
16	20	_		plain	M	two-tier stacked shape, standalone between words but no confident split possible; share was 0.81
16	21	S		confirm	M	tiny standalone mark
16	22	Lx		confirm	M	double-peak shape, standalone; share was low (0.66)
16	23	v		confirm	M	standalone shape, closest atlas match; share was low (0.53)
16	24	eps		confirm	H	clean E-shape
16	25	_		plain	H	start of legible word ("riconvo"/"ricordo")
16	26	m		confirm	M	tiny mark within word context but classifier fully confident (1.00)
16	27	_	dot	plain	H	continues legible word
16	28	_		plain	H	continues/ends legible word
16	29	_	dot	plain	M	trailing tail shape
17	1	S		confirm	H	small clean S-shape
17	2	_		confirm	L	tw-like shape, no clear word context; share was very low (0.43), kept as script's plain call but genuinely uncertain
17	3	_		confirm	M	hook/squiggle shape, visual has some tension with coded look but classifier confident (1.00)
17	4	K		confirm	H	clean K-shape with numeral mark above
17	5	a	1	confirm	H	tiny a-shape, numeral 1 mark
17	6	S7		confirm	H	clean numeral-7 shape
17	7	eps	1	confirm	M	small E/bracket shape, numeral 1 mark
17	8	nt		confirm	H	crossed n shape
17	9	Z		confirm	L	tall two-tier-looking shape, classifier itself low-confidence (0.42)
17	10	phi		confirm	M	circle-with-vertical-stroke shape, clean match despite share 0.80
17	11	]	o	confirm	H	bracket shape with circle mark
17	12	U		confirm	H	clean double-vertical U-shape
17	13	w		confirm	M	wide w-flourish, cut off at edge of crop
17	14	bh		confirm	M	tall hook shape
17	15	m	5	confirm	M	small hump shape, numeral 5 mark
17	16	psi		confirm	M	y-hook loop shape
17	17	lam		confirm	M	small A-shape
17	18	e	#	confirm	M	loop shape, # mark above
17	19	wd		confirm	M	wide w-with-loop shape
17	20	o.		confirm	H	small circle, clean match
17	21	e	dot|+	confirm	M	loop shape, cross marks above
17	22	y	dot	confirm	M	y-hook shape
17	23	S4		confirm	H	tall stroke with crossbar
17	24	dl		confirm	M	small hook shape before word "Con"
17	25	_		plain	H	legible plain word "Con"
17	26	_		plain	M	tiny trailing mark at edge of crop
18	1	_		plain	H	legible plain word "tentassi"
18	2	v	dot	confirm	M	small shape below line, share was low (0.67)
18	3	p		confirm	M	tall loop shape
18	4	w		confirm	M	w shape merged with pos3
18	5	S4		confirm	H	tall stroke with crossbar
18	6	e	dot|+	confirm	M	loop shape with cross marks above
18	7	K		confirm	H	clean K-shape
18	8	_	dot	plain	M	tall shape resembling a coded sign but classifier confident (1.00) plain, dot mark present
18	9	w		confirm	M	thin w-flourish
18	10	_	dot	plain	M	tall shape similar to pos8, share was 0.81
18	11	S7	#	confirm	M	numeral-7 shape, cross mark above
18	12	eps	5	confirm	M	E-shape, numeral 5 mark above
18	13	S7		confirm	M	small numeral-7 shape
18	14	L		confirm	M	angular L-shape
18	15	w		confirm	M	wide w-flourish
18	16	a	~	confirm	M	tiny a-shape, tilde mark
18	17	y		confirm	M	y-hook shape
18	18	S		confirm	H	tiny clean S-shape
18	19	_		plain	M	circle+cross shape, resembles coded sign but classifier confident (1.00) plain
18	20	_		plain	M	shape resembling plain letters "la"
18	21	_		correct	M	start of legible word "oppinioni", share was below threshold (0.80)
18	22	_		plain	H	continues legible word "oppinioni"
19	1	_		plain	M	tall loop shape, letter unclear
19	2	S		confirm	H	small clean S-shape
19	3	S		confirm	H	small clean S-shape
19	4	eps		confirm	H	clean E-shape
19	5	+		confirm	M	cross shape, share was 0.81
19	6	_		plain	M	tall loop shape, part of dense scrawl
19	7	tee		confirm	M	thin F/t shape, share was 0.61
19	8	S		confirm	M	tiny mark
19	9	_		plain	M	tall loop shape, part of dense scrawl
19	10	_		plain	L	shape merged with neighbours, share was low (0.54)
19	11	N		confirm	M	N-ish shape ending the scrawl
19	12	_		correct	M	adjacent to legible phrase "in Tal Caso", share was low (0.58)
19	13	_		plain	H	legible phrase "in Tal"
19	14	_		plain	H	continues legible phrase
19	15	_		plain	H	legible word "Caso"
