line	box	pos	x	y	w	h	code	dist	share	cluster_code	marks
3	f56r_03_009	9	474	332	47	58	Z	3.647	1.00	Z	
3	f56r_03_010	10	509	367	34	50	psi	3.888	1.00	psi	
3	f56r_03_011	11	543	356	30	63	f	3.697	0.68	f	
3	f56r_03_012	12	575	351	39	53	phi	3.003	1.00	phi	
3	f56r_03_013	13	619	356	37	33	H	3.099	1.00	H	#
3	f56r_03_014	14	665	363	52	23	v	4.263	1.00	v	1|5
3	f56r_03_015	15	720	362	53	22	rz	2.777	1.00	rz	
3	f56r_03_016	16	774	363	42	38	nt	3.816	1.00	nt	
3	f56r_03_017	17	819	362	48	21	rz	2.269	1.00	rz	
3	f56r_03_018	18	867	367	24	24	_	1.761	1.00	_	
3	f56r_03_019	19	893	368	38	30	e	2.668	1.00	e	#
3	f56r_03_020	20	932	398	18	19	_	3.291	0.81	_	dot
3	f56r_03_021	21	946	359	26	50	psi	4.397	1.00	psi	
3	f56r_03_022	22	971	343	60	54	_	6.288	0.62	_	
3	f56r_03_023	23	1025	370	55	16	w	2.413	1.00	w	
3	f56r_03_024	24	1081	346	24	66	bh	1.643	1.00	bh	
3	f56r_03_025	25	1117	366	20	27	eps	6.048	1.00	eps	1
3	f56r_03_026	26	1142	370	50	14	w	2.648	1.00	w	
3	f56r_03_027	27	1202	351	51	45	e	5.040	1.00	e	dot|dot
4	f56r_04_001	1	214	430	39	86	_	5.414	0.81	_	
4	f56r_04_002	2	249	451	32	23	]	3.558	1.00	]	
4	f56r_04_003	3	266	427	35	30	nt	5.593	0.62	nt	
4	f56r_04_004	4	306	441	32	57	psi	2.866	1.00	psi	
4	f56r_04_005	5	341	452	37	21	m	3.541	1.00	m	1
4	f56r_04_006	6	385	449	30	23	w	4.496	1.00	w	
4	f56r_04_007	7	415	455	24	29	S7	1.892	1.00	S7	
4	f56r_04_008	8	441	449	62	37	nt	4.689	0.81	nt	
4	f56r_04_009	9	504	427	23	70	bh	0.926	1.00	bh	
4	f56r_04_010	10	533	449	32	21	]	4.201	1.00	]	ot
4	f56r_04_011	11	582	449	37	22	m	7.673	0.40	Z	
4	f56r_04_012	12	625	446	14	43	_	5.985	1.00	_	#
4	f56r_04_013	13	650	452	36	29	e	4.145	1.00	e	#
4	f56r_04_014	14	680	449	61	52	w	5.987	0.63	w	
4	f56r_04_015	15	740	445	46	20	rz	2.585	1.00	rz	
4	f56r_04_016	16	802	449	20	25	eps	4.690	1.00	eps	5
4	f56r_04_017	17	824	449	20	20	S7	4.713	0.41	_	
4	f56r_04_018	18	848	418	66	74	_	6.414	1.00	_	
4	f56r_04_019	19	924	447	19	26	eps	5.581	1.00	eps	
4	f56r_04_020	20	942	455	24	34	g	2.543	1.00	g	~|~
4	f56r_04_021	21	995	449	41	29	e	3.232	1.00	e	dot|+
4	f56r_04_022	22	1047	444	33	28	sq	4.422	0.81	sq	ot
4	f56r_04_023	23	1085	446	28	36	psi	3.532	1.00	psi	
4	f56r_04_024	24	1112	441	31	31	lam	3.032	1.00	lam	5
4	f56r_04_025	25	1158	447	32	19	]	4.817	1.00	]	o
4	f56r_04_026	26	1200	451	32	25	S7	3.587	1.00	S7	+
5	f56r_05_001	1	209	523	25	33	lam	3.427	1.00	lam	
5	f56r_05_002	2	237	505	23	69	bh	0.926	1.00	bh	
5	f56r_05_003	3	259	536	29	28	S7	2.039	1.00	S7	
5	f56r_05_004	4	278	508	30	24	#	3.827	1.00	#	
5	f56r_05_005	5	315	527	31	48	psi	1.700	0.37	psi	
5	f56r_05_006	6	348	528	17	27	eps	3.765	1.00	eps	
5	f56r_05_007	7	365	533	57	17	w	2.011	1.00	w	
5	f56r_05_008	8	427	527	22	24	_	2.358	1.00	_	
5	f56r_05_009	9	454	508	43	43	Z	4.926	1.00	_	dot
5	f56r_05_010	10	501	534	29	27	S7	2.291	1.00	S7	#
5	f56r_05_011	11	552	530	33	29	e	3.583	1.00	e	#
5	f56r_05_012	12	582	496	46	77	g	2.581	1.00	g	dot
5	f56r_05_013	13	619	524	29	45	y	4.073	0.82	y	
5	f56r_05_014	14	659	525	17	20	a	4.641	1.00	a	1
5	f56r_05_015	15	679	529	25	24	S7	3.086	1.00	S7	
5	f56r_05_016	16	713	527	34	46	y	2.267	1.00	y	#
5	f56r_05_017	17	752	496	59	55	_	4.461	1.00	_	
5	f56r_05_018	18	808	509	42	62	phi	2.145	1.00	phi	
5	f56r_05_019	19	842	512	47	42	S4	2.917	1.00	S4	
5	f56r_05_020	20	902	510	38	39	dl	4.096	0.82	dl	
5	f56r_05_021	21	934	509	101	45	_	4.763	1.00	_	
5	f56r_05_022	22	1053	533	54	19	_	4.779	0.81	_	
5	f56r_05_023	23	1122	509	27	43	_	3.712	1.00	_	
5	f56r_05_024	24	1142	530	25	19	N	4.592	1.00	N	
5	f56r_05_025	25	1161	511	68	54	_	4.642	0.82	_	
5	f56r_05_026	26	1226	525	37	30	#	4.667	0.81	#	
6	f56r_06_001	1	98	658	8	13	_	8.641	1.00	_	
6	f56r_06_002	2	117	652	4	12	_	3.318	1.00	_	
6	f56r_06_003	3	125	652	4	11	_	5.288	1.00	_	
6	f56r_06_004	4	207	607	73	28	_	4.049	1.00	_	dot
6	f56r_06_005	5	276	608	18	22	a	4.677	1.00	a	
6	f56r_06_006	6	295	585	24	44	_	3.423	1.00	_	
6	f56r_06_007	7	315	608	9	20	_	3.243	1.00	_	
6	f56r_06_008	8	327	584	25	44	_	2.284	1.00	_	
6	f56r_06_009	9	340	608	46	21	_	4.763	0.62	_	
6	f56r_06_010	10	390	603	43	37	#	5.438	0.82	_	#
6	f56r_06_011	11	445	585	51	50	y	5.506	0.60	_	
6	f56r_06_012	12	517	612	40	22	v	4.473	0.83	v	
6	f56r_06_013	13	580	612	13	25	S	3.986	1.00	S	
6	f56r_06_014	14	619	586	84	68	_	5.234	1.00	_	1
6	f56r_06_015	15	722	581	49	76	_	4.795	0.81	_	
6	f56r_06_016	16	773	609	27	22	N	4.141	1.00	N	
6	f56r_06_017	17	819	598	37	56	_	7.004	0.60	_	dot
6	f56r_06_018	18	858	582	45	105	_	4.302	1.00	_	
6	f56r_06_019	19	890	614	69	20	_	2.751	1.00	_	
6	f56r_06_020	20	959	591	49	54	_	5.865	0.60	_	
6	f56r_06_021	21	1032	613	16	34	eps	4.995	1.00	eps	
6	f56r_06_022	22	1051	605	22	31	tee	3.735	0.55	tee	
6	f56r_06_023	23	1068	587	58	65	_	2.700	1.00	_	
6	f56r_06_024	24	1118	586	38	48	_	3.487	0.42	_	
6	f56r_06_025	25	1153	611	59	33	_	6.802	0.80	nt	dot
6	f56r_06_026	26	1232	616	20	29	S	4.518	1.00	S	
7	f56r_07_001	1	64	692	6	23	_	3.759	1.00	_	5|~
7	f56r_07_002	2	88	703	12	25	S	7.698	0.80	S	?|?|1|dot
7	f56r_07_003	3	147	740	15	12	_	9.786	0.80	_	
7	f56r_07_004	4	160	727	16	19	S7	7.682	0.60	_	dot
7	f56r_07_005	5	168	705	16	24	_	4.846	1.00	_	o|dot
7	f56r_07_006	6	196	706	6	10	_	4.688	1.00	_	
7	f56r_07_007	7	212	691	15	29	S	5.579	1.00	S	#
7	f56r_07_008	8	250	674	39	49	S4	2.942	1.00	S4	
7	f56r_07_009	9	291	694	29	48	y	2.273	0.65	y	
7	f56r_07_010	10	321	687	19	30	tee	2.976	1.00	tee	
7	f56r_07_011	11	352	669	28	48	L	2.501	0.64	L	
7	f56r_07_012	12	381	700	51	17	w	2.011	1.00	w	
7	f56r_07_013	13	441	697	32	20	w	3.405	0.82	w	
7	f56r_07_014	14	474	689	20	28	tee	2.976	1.00	tee	
7	f56r_07_015	15	499	696	20	23	o.	4.284	1.00	o.	
7	f56r_07_016	16	531	675	71	74	_	8.537	0.40	_	1
7	f56r_07_017	17	604	697	55	22	rz	2.180	1.00	rz	
7	f56r_07_018	18	668	696	24	26	o.	3.196	1.00	o.	
7	f56r_07_019	19	694	668	52	84	g	2.914	1.00	g	
7	f56r_07_020	20	741	704	57	16	w	1.784	1.00	w	
7	f56r_07_021	21	805	700	32	20	Z	3.724	1.00	Z	dot|ot
7	f56r_07_022	22	840	694	26	28	lam	2.461	1.00	lam	
7	f56r_07_023	23	867	672	27	75	bh	2.057	1.00	bh	
7	f56r_07_024	24	905	701	48	33	e	4.619	1.00	e	dot|#
7	f56r_07_025	25	952	702	56	19	v	4.750	0.82	v	#
7	f56r_07_026	26	1004	700	41	38	y	4.133	1.00	y	
7	f56r_07_027	27	1033	700	34	48	y	2.273	1.00	y	
7	f56r_07_028	28	1072	677	45	46	Z	3.734	1.00	Z	
7	f56r_07_029	29	1108	704	26	25	S7	2.748	1.00	S7	
7	f56r_07_030	30	1140	684	45	48	L	5.135	0.60	e	dot
7	f56r_07_031	31	1185	684	37	64	f	6.080	0.61	f	dot
7	f56r_07_032	32	1227	702	34	25	N	6.810	0.41	sq	
8	f56r_08_001	1	83	722	102	48	_	6.360	1.00	_	1|?
8	f56r_08_002	2	204	784	55	15	w	2.029	1.00	w	
8	f56r_08_003	3	260	751	22	71	bh	1.200	1.00	bh	
8	f56r_08_004	4	290	778	19	20	a	4.647	1.00	a	~
8	f56r_08_005	5	312	776	42	41	nt	4.025	0.81	nt	
8	f56r_08_006	6	356	747	23	79	bh	1.311	1.00	bh	
8	f56r_08_007	7	385	759	41	59	phi	2.398	1.00	phi	
8	f56r_08_008	8	435	775	25	26	o.	3.389	1.00	o.	
8	f56r_08_009	9	459	770	21	31	tee	4.111	1.00	tee	
8	f56r_08_010	10	487	774	32	26	U	4.045	0.81	U	
8	f56r_08_011	11	509	780	34	38	g	2.447	0.84	g	5
8	f56r_08_012	12	552	779	31	17	]	3.891	1.00	]	o
8	f56r_08_013	13	587	782	24	25	S7	2.406	1.00	S7	
8	f56r_08_014	14	614	778	39	27	#	3.280	1.00	#	o
8	f56r_08_015	15	659	785	51	14	w	1.699	1.00	w	
8	f56r_08_016	16	717	779	36	20	]	4.392	1.00	]	dot|o
8	f56r_08_017	17	761	777	49	20	rz	3.542	1.00	rz	
8	f56r_08_018	18	824	777	19	23	a	4.766	1.00	a	5
8	f56r_08_019	19	848	774	19	27	tee	3.162	1.00	tee	
8	f56r_08_020	20	868	775	30	28	lam	2.081	1.00	lam	5
8	f56r_08_021	21	913	779	18	20	a	4.468	1.00	a	1
8	f56r_08_022	22	934	779	34	20	]	4.139	1.00	]	ot
8	f56r_08_023	23	975	776	37	51	y	2.267	1.00	y	dot
8	f56r_08_024	24	1013	772	32	29	U	4.673	0.41	U	
8	f56r_08_025	25	1043	783	52	18	w	3.340	1.00	w	
8	f56r_08_026	26	1097	755	23	67	bh	1.820	1.00	bh	
8	f56r_08_027	27	1120	782	40	21	m	4.203	0.80	m	
8	f56r_08_028	28	1146	747	48	80	g	4.586	1.00	g	
8	f56r_08_029	29	1194	773	35	31	lam	2.858	1.00	lam	
8	f56r_08_030	30	1222	742	20	28	S	3.438	1.00	S	
9	f56r_09_001	1	190	858	42	43	y	4.040	1.00	y	
9	f56r_09_002	2	230	827	20	74	bh	1.752	1.00	bh	
9	f56r_09_003	3	250	861	29	38	g	2.153	1.00	g	7
9	f56r_09_004	4	288	856	20	27	eps	4.404	1.00	eps	5
9	f56r_09_005	5	307	862	58	16	w	1.899	1.00	w	
9	f56r_09_006	6	371	861	38	59	_	5.534	1.00	_	+
9	f56r_09_007	7	399	853	27	28	lam	2.070	1.00	lam	
9	f56r_09_008	8	421	819	15	29	S	4.216	1.00	S	
9	f56r_09_009	9	444	852	41	32	H	3.224	1.00	H	1|o
9	f56r_09_010	10	498	861	18	20	a	5.378	1.00	a	1
9	f56r_09_011	11	518	863	23	21	S7	3.186	1.00	S7	
9	f56r_09_012	12	541	838	41	56	e	3.087	1.00	e	dot
9	f56r_09_013	13	576	864	31	27	S7	3.135	1.00	S7	#
9	f56r_09_014	14	629	860	48	30	_	2.850	0.48	Lx	dot
9	f56r_09_015	15	674	866	26	29	S7	3.036	1.00	S7	#
9	f56r_09_016	16	726	858	44	29	_	5.462	0.79	_	dot
9	f56r_09_017	17	774	839	34	43	_	3.117	1.00	_	
9	f56r_09_018	18	830	861	47	51	_	6.095	0.42	Z	7
9	f56r_09_019	19	884	839	42	54	e	3.144	1.00	e	
9	f56r_09_020	20	925	862	24	35	g	2.068	1.00	g	dot|~
9	f56r_09_021	21	987	860	19	25	eps	4.892	1.00	eps	5
9	f56r_09_022	22	1011	864	23	26	S7	2.158	1.00	S7	
9	f56r_09_023	23	1040	833	33	48	L	2.422	0.84	L	
9	f56r_09_024	24	1064	847	18	19	S7	3.554	0.77	_	
9	f56r_09_025	25	1081	864	23	33	g	7.262	0.40	g	
9	f56r_09_026	26	1094	842	21	22	#	5.968	0.80	+	
9	f56r_09_027	27	1114	865	23	19	S7	3.366	1.00	S7	
9	f56r_09_028	28	1155	854	18	28	g	3.968	0.61	g	
9	f56r_09_029	29	1198	860	25	30	o.	5.505	1.00	o.	~
9	f56r_09_030	30	1227	864	21	18	S7	4.687	0.79	S7	
10	f56r_10_001	1	198	912	29	68	g	4.391	1.00	g	
10	f56r_10_002	2	239	938	19	22	a	5.117	1.00	a	1
10	f56r_10_003	3	257	918	42	59	phi	3.192	1.00	phi	
10	f56r_10_004	4	294	918	41	49	S4	2.820	1.00	S4	
10	f56r_10_005	5	368	932	16	28	tee	3.312	0.56	S	
10	f56r_10_006	6	398	926	43	33	Lx	3.733	0.61	Lx	
10	f56r_10_007	7	444	910	38	27	_	3.968	0.53	v	
10	f56r_10_008	8	480	938	47	35	nt	4.228	0.74	_	
10	f56r_10_009	9	547	903	49	55	_	1.801	1.00	_	
10	f56r_10_010	10	613	938	40	32	e	3.576	1.00	e	
10	f56r_10_011	11	652	968	13	11	_	5.193	1.00	_	
10	f56r_10_012	12	921	914	56	43	_	5.928	0.60	_	dot
10	f56r_10_013	13	994	913	40	50	ch	4.536	1.00	ch	
10	f56r_10_014	14	1043	939	22	38	g	4.320	1.00	g	
10	f56r_10_015	15	1074	962	12	22	_	3.511	1.00	_	dot
10	f56r_10_016	16	1084	931	18	27	tee	5.330	1.00	tee	
10	f56r_10_017	17	1105	933	43	42	_	6.561	0.80	_	
10	f56r_10_018	18	1148	915	43	41	_	4.811	1.00	_	
10	f56r_10_019	19	1185	929	34	28	N	3.976	1.00	N	
11	f56r_11_001	1	201	1019	66	24	_	3.998	1.00	_	
11	f56r_11_002	2	280	994	41	48	_	4.075	0.39	ch	
11	f56r_11_003	3	319	1019	23	56	_	3.993	0.60	_	
11	f56r_11_004	4	345	990	17	57	_	3.465	1.00	_	
11	f56r_11_005	5	384	980	29	58	_	2.069	1.00	_	
11	f56r_11_006	6	403	1013	25	24	lam	5.311	0.79	_	
11	f56r_11_007	7	423	1007	91	60	_	4.370	1.00	_	dot
11	f56r_11_008	8	516	1000	45	48	Lx	2.813	0.46	S4	
11	f56r_11_009	9	557	1017	60	53	_	4.310	0.44	_	
11	f56r_11_010	10	620	990	51	52	Z	4.070	1.00	Z	
11	f56r_11_011	11	657	1020	31	38	g	2.029	1.00	g	~
11	f56r_11_012	12	873	1016	37	18	m	4.305	1.00	m	~
11	f56r_11_013	13	923	979	30	57	_	2.943	1.00	_	
11	f56r_11_014	14	943	986	25	70	bh	1.910	1.00	bh	
11	f56r_11_015	15	958	1007	40	58	y	3.051	1.00	y	
11	f56r_11_016	16	996	1008	18	26	tee	3.609	1.00	tee	
11	f56r_11_017	17	1030	988	50	53	e	4.229	1.00	e	dot
11	f56r_11_018	18	1085	1013	20	27	eps	4.418	1.00	eps	1|dot
11	f56r_11_019	19	1117	1014	45	30	e	3.861	1.00	e	#
11	f56r_11_020	20	1153	995	42	45	S4	3.444	1.00	S4	
11	f56r_11_021	21	1203	995	58	63	_	6.026	0.61	_	
12	f56r_12_001	1	189	1067	37	88	g	2.734	1.00	g	
12	f56r_12_002	2	231	1099	43	38	nt	4.391	1.00	nt	
12	f56r_12_003	3	266	1098	40	51	y	2.622	1.00	y	
12	f56r_12_004	4	310	1078	44	51	S4	3.333	1.00	S4	1
12	f56r_12_005	5	362	1092	59	28	dl	4.559	1.00	dl	
12	f56r_12_006	6	418	1093	42	39	Lx	4.284	0.80	Lx	
12	f56r_12_007	7	471	1070	48	41	dl	4.156	0.80	dl	
12	f56r_12_008	8	499	1087	42	45	S4	3.472	1.00	S4	
12	f56r_12_009	9	550	1086	59	42	_	3.894	1.00	_	
12	f56r_12_010	10	621	1099	34	21	]	3.392	1.00	]	o
12	f56r_12_011	11	658	1077	39	54	Z	3.447	1.00	Z	
12	f56r_12_012	12	699	1100	23	25	S7	2.569	1.00	S7	
12	f56r_12_013	13	726	1089	25	30	lam	1.758	1.00	lam	
12	f56r_12_014	14	777	1089	30	28	sq	4.941	1.00	sq	
12	f56r_12_015	15	824	1091	64	40	y	3.752	0.48	y	#
12	f56r_12_016	16	906	1097	23	27	eps	4.483	1.00	eps	1
12	f56r_12_017	17	929	1101	56	17	w	1.566	1.00	w	
12	f56r_12_018	18	989	1099	43	26	e	3.783	1.00	e	dot|+
12	f56r_12_019	19	1032	1101	25	29	S7	2.278	1.00	S7	+
12	f56r_12_020	20	1071	1091	35	24	]	4.742	1.00	]	ot
12	f56r_12_021	21	1133	1091	24	30	eps	4.691	0.82	tee	5
12	f56r_12_022	22	1170	1089	39	50	Z	5.503	0.59	f	ot
12	f56r_12_023	23	1231	1058	40	57	Z	5.696	0.41	Z	
13	f56r_13_001	1	195	1182	36	56	y	3.293	1.00	y	
13	f56r_13_002	2	239	1162	44	47	S4	2.895	1.00	S4	
13	f56r_13_003	3	286	1174	41	40	Lx	2.910	1.00	Lx	
13	f56r_13_004	4	353	1150	24	53	_	2.583	1.00	_	
13	f56r_13_005	5	372	1179	27	27	N	4.330	1.00	N	
13	f56r_13_006	6	411	1172	91	30	_	3.327	1.00	_	dot
13	f56r_13_007	7	521	1180	57	38	w	4.693	0.85	w	
13	f56r_13_008	8	579	1158	20	42	_	2.284	1.00	_	
13	f56r_13_009	9	589	1156	23	45	_	2.132	1.00	_	
13	f56r_13_010	10	629	1153	51	49	ch	5.833	0.61	ch	
13	f56r_13_011	11	677	1181	40	36	e	4.534	1.00	e	
13	f56r_13_012	12	718	1177	28	25	N	3.948	1.00	N	
13	f56r_13_013	13	750	1176	13	33	_	2.363	0.80	g	
13	f56r_13_014	14	764	1184	15	23	eps	4.192	0.82	S	
13	f56r_13_015	15	781	1180	18	31	_	3.441	0.59	g	
13	f56r_13_016	16	795	1212	11	10	_	5.932	1.00	_	
13	f56r_13_017	17	806	1157	82	56	_	4.498	1.00	_	
13	f56r_13_018	18	899	1152	49	80	_	2.548	1.00	_	
13	f56r_13_019	19	931	1178	36	23	_	4.499	1.00	_	
13	f56r_13_020	20	966	1169	60	62	_	6.088	0.80	_	
13	f56r_13_021	21	1038	1168	41	40	Lx	2.878	1.00	Lx	
13	f56r_13_022	22	1095	1174	59	36	_	3.752	0.52	y	#
13	f56r_13_023	23	1148	1221	18	10	_	4.915	1.00	_	
13	f56r_13_024	24	1169	1147	24	78	bh	2.849	0.63	bh	
13	f56r_13_025	25	1196	1149	25	75	bh	1.859	1.00	bh	
14	f56r_14_001	1	193	1270	41	22	m	4.026	0.76	m	1
14	f56r_14_002	2	238	1247	36	62	f	2.104	1.00	f	
14	f56r_14_003	3	267	1274	56	18	w	2.214	1.00	w	
14	f56r_14_004	4	321	1241	28	78	bh	2.036	1.00	bh	
14	f56r_14_005	5	349	1272	28	30	S7	2.116	1.00	S7	
14	f56r_14_006	6	366	1240	32	26	#	3.771	1.00	#	
14	f56r_14_007	7	398	1269	43	32	e	3.362	1.00	e	+
14	f56r_14_008	8	452	1261	19	30	S	4.835	0.44	tee	
14	f56r_14_009	9	463	1221	20	28	g	5.148	1.00	g	
14	f56r_14_010	10	489	1237	27	71	bh	2.718	0.58	phi	
14	f56r_14_011	11	520	1262	53	21	rz	3.787	1.00	rz	
14	f56r_14_012	12	584	1240	43	50	Z	4.214	1.00	Z	
14	f56r_14_013	13	626	1270	32	29	S7	2.255	1.00	S7	
14	f56r_14_014	14	648	1238	39	28	#	3.931	1.00	#	dot
14	f56r_14_015	15	681	1261	26	29	lam	2.900	1.00	lam	dot
14	f56r_14_016	16	706	1266	43	53	y	2.932	1.00	y	5
14	f56r_14_017	17	753	1266	39	29	e	2.867	1.00	e	dot|#
14	f56r_14_018	18	798	1255	37	26	]	4.195	1.00	]	ot
14	f56r_14_019	19	839	1266	70	53	w	4.634	1.00	w	
14	f56r_14_020	20	907	1227	27	82	bh	3.791	0.61	_	
14	f56r_14_021	21	932	1269	26	28	S7	1.979	1.00	S7	
14	f56r_14_022	22	957	1239	33	27	#	3.127	1.00	#	
14	f56r_14_023	23	991	1261	24	24	_	3.239	1.00	_	~
14	f56r_14_024	24	1030	1263	21	29	eps	2.950	1.00	eps	5
14	f56r_14_025	25	1059	1245	40	82	_	4.952	1.00	_	
14	f56r_14_026	26	1105	1253	39	38	Lx	2.370	1.00	Lx	
14	f56r_14_027	27	1160	1248	37	37	lam	4.176	1.00	lam	
14	f56r_14_028	28	1198	1225	31	56	_	1.973	1.00	_	
14	f56r_14_029	29	1214	1262	33	43	g	6.260	0.80	g	dot
14	f56r_14_030	30	1251	1274	19	20	_	3.554	0.81	_	o
15	f56r_15_001	1	194	1349	13	31	S	3.278	1.00	S	
15	f56r_15_002	2	210	1352	62	23	_	5.217	1.00	_	
15	f56r_15_003	3	302	1353	40	21	v	3.623	0.62	v	
15	f56r_15_004	4	375	1350	14	27	S	4.385	1.00	S	
15	f56r_15_005	5	402	1340	38	56	y	3.015	1.00	y	
15	f56r_15_006	6	450	1322	39	70	f	7.647	0.60	_	
15	f56r_15_007	7	493	1363	9	15	_	3.286	1.00	_	
15	f56r_15_008	8	502	1318	40	80	g	4.753	0.62	g	
15	f56r_15_009	9	537	1337	18	44	_	3.678	0.56	_	
15	f56r_15_010	10	556	1348	35	21	_	6.942	0.40	Z	
15	f56r_15_011	11	609	1348	16	28	g	5.443	0.60	eps	
15	f56r_15_012	12	630	1329	19	41	_	2.764	1.00	_	
15	f56r_15_013	13	653	1319	85	49	_	3.164	1.00	_	
15	f56r_15_014	14	760	1349	17	31	eps	5.443	1.00	eps	
15	f56r_15_015	15	778	1345	22	28	+	5.090	1.00	+	
15	f56r_15_016	16	814	1317	28	53	p	3.045	1.00	p	
15	f56r_15_017	17	833	1347	58	32	nt	4.689	0.62	nt	
15	f56r_15_018	18	908	1352	39	37	e	3.173	1.00	e	dot
15	f56r_15_019	19	928	1327	77	71	_	5.763	1.00	_	
15	f56r_15_020	20	1027	1319	49	49	_	3.667	1.00	_	
15	f56r_15_021	21	1096	1316	43	51	_	3.354	0.76	_	
15	f56r_15_022	22	1134	1342	34	24	_	4.617	1.00	_	dot
15	f56r_15_023	23	1161	1348	31	18	_	5.670	0.60	_	
15	f56r_15_024	24	1177	1340	56	57	_	5.193	0.60	_	
15	f56r_15_025	25	1228	1325	40	50	ch	3.738	1.00	ch	
16	f56r_16_001	1	185	1413	45	64	_	2.207	1.00	_	
16	f56r_16_002	2	211	1439	56	24	_	5.751	0.80	_	
16	f56r_16_003	3	289	1426	45	50	_	6.092	0.79	_	
