line	pos	code	marks	grade
10	21	g	7	AB
10	22	bh		AB
10	23	S7		AB
10	24	g	#|7	AB
10	25	lam		AB
10	26	H	1|o	AB
11	1	_		AB
11	2	_		AB
11	3	U		AB
11	4	g	~	AB
11	5	lam		AB
11	6	S7	~	AB
11	7	e	#	AB
11	8	m	~	AB
11	9	w		AB
11	10	lam		settled
11	10.5	S		B
11	11	nt		AB
11	12	rz		AB
11	13	g	~	AB
11	14	_		AB
11	15	lam		AB
11	16	nt	~	AB
11	17	y		AB
11	18	p		AB
11	19	g	?	AB
11	20	y	7	AB
11	21	Z		AB
11	22	]	dot|ot	AB
11	23	g		AB
11	24	y	5	AB
11	25	S		AB
11	26	]	ot	AB
11	27	#	~	AB
11	28	S7	#	AB
12	1	_	~	AB
12	2	_	1|1|?|dot|o|?|dot	AB
12	3	_	~	AB
12	4	Z	dot	AB
12	5	nt		AB
12	6	g	1	AB
12	7	a	~	AB
12	8	S7		AB
12	9	lam		AB
12	10	e	#	AB
12	11	wd		AB
12	12	bh		AB
12	13	K		AB
12	14	_	#	AB
12	15	tee		AB
12	16	v	1	AB
12	17	y	5	AB
12	18	]	o	AB
12	19	rz		AB
12	20	S7	+	AB
12	21	g	~	AB
12	22	lam		AB
12	23	nt	~	AB
12	24	y		AB
12	25	e		AB
12	26	_	dot	AB
12	27	m	~	AB
12	28	g	7	AB
12	29	bh		AB
13	1	rz	?|?|1	AB
13	2	_		AB
13	3	g	dot	AB
13	4	w		AB
13	5	S7		AB
13	6	o.		AB
13	7	rz		AB
13	8	g	1	AB
13	9	_		AB
13	10	w		AB
13	11	bh		AB
13	12	Z	?	AB
13	13	g	~	AB
13	14	sq	~	AB
13	15	tee		settled
13	16	H	1|o	settled
13	17	a	5	settled
13	18	e	dot|+	settled
13	19	S4		settled
13	20	dl		settled
13	21	p		settled
13	22	_		AB
13	23	_		AB
13	24	_		AB
13	25	p		settled
13	26	_		AB
14	1	_		AB
14	2	H	o|1	AB
14	3	]	ot	AB
14	4	nt		AB
14	5	rz		AB
14	6	g	~	AB
14	7	g	~	AB
14	8	psi		AB
14	9	Lx		AB
14	10	_		AB
14	11	lam	1	AB
14	12	]	o	AB
14	13	m	5	AB
14	14	nt		AB
14	15	rz		AB
14	16	nt		AB
14	17	phi		AB
14	18	S7	#	AB
14	19	_		AB
14	20	y		AB
14	21	y		AB
14	22	lam		AB
14	23	S4		AB
14	24	m		AB
14	25	a		AB
14	26	#		AB
14	27	_	dot	AB
15	1	_		AB
15	2	_		AB
15	3	_		AB
15	4	_		AB
15	5	_		AB
15	6	_		AB
15	7	_		AB
15	8	S4		AB
15	9	e	dot|+	AB
15	10	a	5	AB
15	11	e	#	AB
15	12	S7	dot|+	AB
15	13	dl		AB
15	14	_		AB
15	15	_		AB
15	16	_		AB
15	17	_		AB
15	18	p		settled
15	19	_		AB
15	20	_		AB
15	21	v		settled
15	22	S		settled
16	1	_		AB
16	2	_		AB
16	3	_	dot	AB
16	4	_		AB
16	5	_		AB
16	6	N		settled
16	7	_		AB
16	8	_		AB
16	9	_		AB
16	10	ch		settled
16	11	_	dot	AB
16	12	p		settled
16	13	_		AB
16	14	N		settled
16	15	_		AB
16	16	eps	1|1	AB
16	17	_		AB
16	18	a	dot	settled
16	19	_	dot	AB
16	20	_		AB
16	21	S		settled
16	22	Lx		settled
16	23	v		settled
16	24	eps		AB
16	25	_		AB
16	26	m		settled
16	27	_	dot	AB
16	28	_		AB
16	29	_	dot	AB
17	1	S		AB
17	2	_		AB
17	3	_		AB
17	4	K		AB
17	5	a	1	AB
17	6	S7		AB
17	7	eps	1	AB
17	8	nt		AB
17	9	Z		AB
17	10	phi		AB
17	11	]	o	AB
17	12	U		AB
17	13	w		AB
17	14	bh		AB
17	15	m	5	AB
17	16	psi		AB
17	17	lam		AB
17	18	e	#	AB
17	19	wd		AB
17	20	o.		AB
17	21	e	dot|+	AB
17	22	y	dot	AB
17	23	S4		AB
17	24	dl		AB
17	25	_		AB
17	26	_		AB
18	1	_		AB
18	2	v	dot	AB
18	3	p		AB
18	4	w		AB
18	5	S4		AB
18	6	e	dot|+	AB
18	7	K		AB
18	8	_	dot	AB
18	9	w		AB
18	10	_	dot	AB
18	11	S7	#	AB
18	12	eps	5	AB
18	13	S7		AB
18	14	L		AB
18	15	w		AB
18	16	a	~	AB
18	17	y		AB
18	18	S		AB
18	19	_		AB
18	20	_		AB
18	21	_		AB
18	22	_		AB
19	1	_		AB
19	2	S		settled
19	3	S		settled
19	4	eps		settled
19	5	+		settled
19	6	_		AB
19	7	tee		settled
19	8	S		settled
19	9	_		AB
19	10	_		AB
19	11	N		settled
19	12	_		AB
19	13	_		AB
19	14	_		AB
19	15	_		AB
19	16	_		AB
19	17	ch		settled
19	18	_		settled
19	19	_		settled
19	20	Lx		AB
19	21	U		AB
19	22	w		AB
19	23	bh		AB
19	24	a	~	AB
19	25	_		AB
19	26	]	o	AB
19	27	e	ot	AB
19	28	_		AB
