line	pos	code	marks	action	conf	note
11	8	S7		confirm	M	
11	9	phi		confirm	H	
11	10	f		confirm	L	
11	11	w	dot	confirm	L	
11	12	_		plain	H	
11	13	eps		confirm	M	
11	14	+		confirm	H	
11	15	_		plain	H	
11	16	_		plain	H	
11	17	S7		confirm	M	
11	18	_		plain	H	
11	19	S4		confirm	H	
11	20	y		confirm	H	
11	21	S		confirm	H	
11	22	]	o	confirm	H	
11	23	eps	1	confirm	H	
11	24	m	7	confirm	H	
11	25	_		plain	L	
11	26	_		plain	H	
12	1	L		confirm	H	
12	2	_		plain	H	
12	3	[		confirm	M	
12	4	S7		confirm	H	
12	5	#		confirm	H	
12	6	w	1	confirm	H	
12	7	psi		confirm	L	
12	8	]	ot	confirm	H	
12	9	#	ot	confirm	H	
12	10	e		confirm	H	
12	11	tee		confirm	H	
12	12	K		confirm	H	
12	13	g		confirm	H	
12	14	nt		confirm	H	
12	15	y		confirm	H	
12	16	S4		confirm	H	
12	17	Lx		confirm	H	
12	18	S		confirm	H	
12	19	_		plain	H	
12	20	_		plain	H	
12	21	_		plain	H	
12	22	ch		confirm	H	
12	23	_		plain	M	
12	24	N		confirm	H	
12	25	eps		confirm	H	
12	26	#		confirm	H	
12	27	p		confirm	H	
12	28	_		plain	H	
13	1	_		plain	H	
13	2	_	dot	plain	H	
13	3	eps		confirm	H	
13	4	tee		confirm	M	
13	5	_		plain	H	
13	6	Lx		confirm	L	
13	7	_	dot	plain	H	
13	8	_		plain	H	
13	9	+		confirm	M	
13	10	Lx		confirm	H	
13	11	y		confirm	H	
13	12	S		confirm	H	
13	13	]	o	confirm	H	
13	14	S7	dot|dot	confirm	H	
13	15	U		confirm	H	
13	16	w		confirm	H	
13	17	o.		confirm	H	
13	18	S7		confirm	L	
13	19	_	7	plain	L	
13	20	m	~	confirm	H	
13	21	phi		confirm	M	
13	22	y		confirm	M	
13	23	S		confirm	H	
13	24	]	o	confirm	M	
13	25	tee		confirm	H	
13	26	f		confirm	H	
13	27	_		plain	L	
13	28	bh		confirm	H	
14	1	_		plain	L	
14	2	N		confirm	M	
14	3	_		plain	M	
14	4	a		confirm	H	
14	5	_		plain	M	
14	6	_		plain	H	
14	7	_		plain	H	
14	8	y		confirm	M	
14	9	_		plain	L	
14	10	_		plain	H	
14	11	S4		confirm	H	
14	12	dl		confirm	H	
14	13	Lx		confirm	H	
14	14	H	o|1	confirm	H	
14	15	]	o	confirm	H	
14	16	g	5	confirm	H	
14	17	]		confirm	H	
14	18	g	ot	confirm	H	
14	19	psi		confirm	M	
14	20	e	#	confirm	H	
14	21	L	~	confirm	M	
14	22	g		confirm	H	
14	23	Z		confirm	M	
14	24	phi		confirm	H	
14	25	_		plain	M	
15	1	bh		confirm	H	
15	2	_		plain	M	
15	3	g		confirm	H	
15	4	Z	ot	confirm	H	
15	5	g		confirm	H	
15	6	tee		confirm	H	
15	7	Z		confirm	M	
15	8	H	1	confirm	H	
15	9	S4	o	confirm	H	
15	10	dl		confirm	H	
15	11	_		plain	M	
15	12	f		confirm	L	
15	13	_		plain	H	
15	14	_		plain	H	
15	15	_		plain	H	
15	16	_		plain	M	
15	17	eps		confirm	H	
15	18	+		confirm	M	
15	19	_		plain	H	
15	20	w		confirm	M	
15	21	eps		confirm	M	
15	22	+		confirm	M	
15	23	p		confirm	M	
15	24	_		plain	H	
16	1	lam		confirm	L	
16	2	g		confirm	M	
16	3	S		confirm	H	
16	4	_		plain	H	
16	5	S7		confirm	M	
16	6	_		plain	L	
16	7	Lx		confirm	L	
16	8	psi		confirm	M	
16	9	_		plain	M	
16	10	lam		confirm	M	
16	11	_		plain	H	
16	12	_		plain	H	
16	13	_	1	plain	H	
16	14	_	dot	plain	M	
16	15	_	dot	plain	H	
16	16	_		plain	H	
16	17	N		confirm	H	
16	18	_		plain	H	
16	19	_		plain	H	
16	20	_		plain	H	
16	21	_	1	plain	H	
16	22	psi		confirm	M	
16	23	_		plain	M	
16	24	_		plain	M	
17	1	m		confirm	M	
17	2	_		plain	H	
17	3	_		plain	H	
17	4	_		plain	H	
17	5	_		plain	H	
17	6	_		plain	M	
17	7	ch		confirm	H	
17	8	e		confirm	H	
17	9	_		plain	H	
17	10	_		plain	H	
17	11	_		plain	H	
17	12	p		confirm	H	
17	13	_		plain	L	
17	14	_		plain	H	
17	15	eps		confirm	H	
17	16	+		confirm	H	
17	17	_		plain	H	
17	18	_		plain	H	
17	19	_	dot	plain	H	
18	1	S4		confirm	H	
18	2	dl		confirm	H	
18	3	+		confirm	M	
18	4	_		plain	H	
18	5	y		confirm	M	
18	6	lam	1	confirm	H	
18	7	H	1|o	confirm	H	
18	8	Z	ot	confirm	M	
18	9	_		plain	M	
18	10	tee		confirm	H	
18	11	_		plain	H	
18	12	bh		confirm	H	
18	13	Z		confirm	M	
18	14	g	dot	confirm	H	
18	15	lam		confirm	H	
18	16	y		confirm	M	
18	17	L		confirm	H	
18	18	g		confirm	H	
18	19	y	~	confirm	H	
18	20	tee		confirm	H	
18	21	K		confirm	H	
18	22	o.		confirm	H	
18	23	S7		confirm	H	
18	24	bh		confirm	H	
18	25	_		plain	M	
18	26	S7		confirm	H	
18	27	o.		confirm	H	
18	28	g	5	confirm	M	
18	29	phi		confirm	H	
18	30	Z		confirm	H	
18	31	_		plain	H	
19	1	o.		confirm	H	
19	2	bh		confirm	H	
19	3	S7		confirm	H	
19	4	#		confirm	H	
19	5	L		confirm	H	
19	6	g	~	confirm	H	
19	7	m	1	confirm	H	
19	8	g		confirm	H	
19	9	S7	~	confirm	H	
19	10	lam		confirm	H	
19	11	e	dot|+	confirm	H	
19	12	eps	5	confirm	H	
19	13	S7		confirm	H	
19	14	_		plain	H	
19	15	phi		confirm	M	
19	16	Z		confirm	H	
19	17	tee		confirm	M	
19	18	e	+	confirm	H	
19	19	e	#	confirm	H	
19	20	S7		confirm	H	
19	21	#	dot|ot	confirm	H	
19	22	bh		confirm	H	
19	23	w		confirm	H	
19	24	Z	dot	confirm	H	
19	25	e	#	confirm	H	
19	26	nt		confirm	H	
19	27	psi		confirm	M	
19	28	_	dot	plain	M	
