line	pos	code	marks	grade
14	20	N		AB
14	21	w		AB
14	22	nt		AB
14	23	rz		AB
14	24	g	~	AB
14	25	nt		AB
14	26	S7		AB
14	27	#		AB
14	28	lam	dot	AB
14	29	S		AB
14	30	_		AB
14	31	S7		AB
15	1	_		AB
15	2	_		AB
15	3	_		AB
15	4	_		settled
15	5	_		AB
15	6	_		AB
15	7	p		settled
15	8	S7		AB
15	9	_		settled
15	10	_		AB
15	11	_		AB
15	12	a	5	AB
15	13	tee		AB
15	14	lam		AB
15	15	m	5|~	AB
15	16	g	7	AB
15	17	eps	5	AB
15	18	]		AB
15	19	g	ot	AB
15	20	phi		AB
15	21	S4		AB
15	22	dl		AB
15	23	_		AB
15	24	_		AB
15	25	_		AB
15	26	_		settled
15	27	_		AB
15	28	_		AB
15	29	_		AB
16	1	_		settled
16	2	_		AB
16	3	_		AB
16	4	_		AB
16	5	_		AB
16	6	S4		AB
16	7	Lx		AB
16	8	sq	ot	AB
16	9	y		AB
16	10	lam		AB
16	11	g		AB
16	12	]	o	AB
16	13	g		AB
16	14	eps	5	AB
16	15	S7		AB
16	16	_		AB
16	17	a		AB
16	18	_		AB
16	19	rz		AB
16	20	S4		AB
16	21	Lx		AB
16	22	_		AB
16	23	_		AB
16	24	_		AB
16	25	_		AB
16	26	eps		AB
16	27	+		settled
16	28	_		AB
16	29	_		AB
16	30	S7		settled
16	31	_		AB
17	1	_		settled
17	2	_		AB
17	3	_		AB
17	4	_		settled
17	5	_		AB
17	6	_		AB
17	7	_		AB
17	8	_		AB
17	9	_		AB
17	10	S4		AB
17	11	dl		AB
17	12	+		AB
17	13	v	1|#	AB
17	14	sq		settled
17	15	lam		AB
17	16	K		AB
17	17	rz	#	AB
17	18	nt		AB
17	19	g		AB
17	20	S7		AB
17	21	lam		AB
17	22	phi	5	AB
17	23	S4		AB
17	24	dl		AB
17	25	_		AB
17	26	_		AB
18	1	_		AB
18	2	_		settled
18	3	_		AB
18	4	_		AB
18	5	N		AB
18	6	_		settled
18	7	_		AB
18	8	N		AB
18	9	_		AB
18	10	_		AB
18	11	_		settled
18	12	_		AB
18	13	_		AB
18	14	_		AB
18	15	_		AB
18	16	_		AB
18	17	_		AB
18	18	_		AB
18	19	_		AB
18	20	_		AB
18	21	_		AB
18	22	_		AB
18	23	_		AB
18	24	_		settled
18	25	_		AB
18	26	_		AB
18	27	S4	dot	AB
18	28	dl		AB
18	29	+		AB
18	30	Lx		AB
19	1	bh	dot	AB
19	2	g		AB
19	3	w		AB
19	4	Z	ot	AB
19	5	g	~	AB
19	6	]	o	AB
19	7	L		AB
19	8	e		AB
19	9	e		AB
19	10	g		settled
19	11	e	#	AB
19	12	g	1	AB
19	13	a	5	AB
19	14	tee		AB
19	15	_		AB
19	16	Z	ot	AB
19	17	S7	#	AB
19	18	g	dot	AB
19	19	_		AB
19	20	psi		AB
19	21	eps	5	AB
19	22	g	5	AB
19	23	Z		AB
19	24	w		AB
19	25	g		AB
19	26	a	1	AB
19	27	_		AB
